Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689)
1.4642407719690277e-15,0.1122453720000442,0.9,0.0,0.0,0.0,0.0,0.0999999999996064,1.0080398782691382e-13,1.0077438759600816e-13,6.964981404301211e-14,6.964981500409055e-14,6.032584939730914e-14,6.03258696817741e-14,6.032422572402134e-14,6.032422500522043e-14,5.3789021872858773e-14,5.3789021872858773e-14,4.87015271587149e-14,4.8701527830660656e-14,2.956118041740103e-17,3.7543869459041675e-20,1.5881625404594952e-20,3.4417390604273365e-21,1.1589415048052902e-22,2.2045901553720222e-26,3.023770867882519e-21,1.1587210457897532e-22
2.9297536905687845e-15,0.11224537200008841,0.9,0.0,0.0,0.0,0.0,0.09999999999921247,2.0169555653094278e-13,2.0158343109095774e-13,1.393601395599247e-13,1.393601434067426e-13,1.2070407083755578e-13,1.207041520277352e-13,1.2070086244064605e-13,1.2070085956420226e-13,1.076247761710412e-13,1.076247761710412e-13,9.744536600533838e-14,9.744536869487255e-14,1.1196875518408962e-16,1.5023769492566282e-19,6.356739335618845e-20,1.3775791652703952e-20,8.8130459950784e-22,1.764996583200427e-25,1.2102329967983171e-20,8.811280998495197e-22
5.860779527768298e-15,0.11224537200017683,0.9,0.0,0.0,0.0,0.0,0.0999999999984246,4.034786981156164e-13,4.0307389207463997e-13,2.78780787705658e-13,2.7878080309793595e-13,2.4146039474357416e-13,2.4146071960569933e-13,2.4145413802662497e-13,2.414541265214736e-13,2.1529628476655776e-13,2.1529628476655776e-13,1.9493304167935296e-13,1.9493305244099277e-13,4.0417646935074774e-16,6.00898978189558e-19,2.5434839680101515e-19,5.512003793134351e-20,6.407268748504783e-21,1.4125080339152331e-24,4.842070897819385e-20,6.405856240470868e-21
8.791805364967812e-15,0.11224537200026528,0.9,0.0,0.0,0.0,0.0,0.09999999999763673,6.052618438769055e-13,6.044586679764704e-13,4.182014329632996e-13,4.1820146567501566e-13,3.6221659967797153e-13,3.6221729006970533e-13,3.62207415763145e-13,3.622073913180524e-13,3.22967793361226e-13,3.22967793361226e-13,2.9242071533413513e-13,2.924207382048095e-13,8.018345102757488e-16,1.2767081810375972e-18,5.405362571388674e-19,1.1713972129378808e-19,1.7370250720774522e-20,4.03924201429367e-24,1.0289815745435745e-19,1.7366211478760227e-20
1.1722831202167325e-14,0.11224537200035373,0.9,0.0,0.0,0.0,0.0,0.09999999999684886,8.070449938148103e-13,8.057559206248494e-13,5.576220753328496e-13,5.576221311379791e-13,4.829726856436017e-13,4.829738634197532e-13,4.829606956483937e-13,4.829606539539388e-13,4.306393019550459e-13,4.306393019550459e-13,3.8990838696968497e-13,3.899084259863227e-13,1.2867799636328267e-15,2.1775599011986465e-18,9.221283637922476e-19,1.9983413775352245e-19,3.4963854400263326e-20,8.520310556025287e-24,1.7553286011883648e-19,3.4955334089707296e-20
1.758488287656635e-14,0.11224537200053057,0.9,0.0,0.0,0.0,0.0,0.09999999999527312,1.21061130349288e-12,1.2081895353911629e-12,8.364633532937753e-13,8.364634688368894e-13,7.244845783713013e-13,7.244870168932119e-13,7.244672604573801e-13,7.244671741546992e-13,6.459823191406949e-13,6.459823191406949e-13,5.848837255017699e-13,5.848838062847595e-13,2.417005239447251e-15,4.5071609021465086e-18,1.9092124042859486e-18,4.137431197505615e-19,8.863896989362307e-20,2.3272529376976956e-23,3.634117742848514e-19,8.86156973642461e-20
2.3446934550965378e-14,0.11224537200070747,0.9,0.0,0.0,0.0,0.0,0.09999999999369738,1.6141776285298543e-12,1.6104109201422778e-12,1.1153046206341584e-12,1.1153048171481993e-12,9.659960336321185e-13,9.660001809796755e-13,9.659738331570582e-13,9.659736864098233e-13,8.613253363232242e-13,8.613253363232242e-13,7.798590566084177e-13,7.798591940029863e-13,3.7585867220493265e-15,7.663669599977383e-18,3.2471101997866898e-18,7.03674621395696e-19,1.7390281833133699e-19,4.8694812228031295e-23,6.180504129944595e-19,1.7385412351910897e-19
3.517103789976343e-14,0.1122453720010612,0.9,0.0,0.0,0.0,0.0,0.09999999999054589,2.4213103290370716e-12,2.414472393733623e-12,1.6729871204407774e-12,1.672987548618113e-12,1.449017507783539e-12,1.4490265440019972e-12,1.448987004435074e-12,1.4489866848293813e-12,1.2920113706780393e-12,1.2920113706780393e-12,1.1698096944391746e-12,1.169809993803438e-12,6.820157634536435e-15,1.66899441437027e-17,7.074747489263972e-18,1.5331398698899233e-18,4.689085753494536e-19,1.5376373978584438e-22,1.34651155590466e-18,4.687548116096677e-19
4.689514124856149e-14,0.1122453720014149,0.9,0.0,0.0,0.0,0.0,0.0999999999873944,3.2284430960255705e-12,3.218205153948741e-12,2.2306695742761947e-12,2.2306703260237128e-12,1.932037088627081e-12,1.9320529529628924e-12,1.9320002098089e-12,1.931999648856115e-12,1.7226974050193518e-12,1.7226974050193518e-12,1.5597603001287986e-12,1.5597608257205865e-12,1.0206624855210781e-14,2.9291581033049726e-17,1.2420636517644939e-17,2.6916020378986734e-18,9.394457506320218e-19,3.497369030218801e-22,2.363883878231629e-18,9.390960137290002e-19
5.861924459735955e-14,0.11224537200176868,0.9,0.0,0.0,0.0,0.0,0.0999999999842429,4.035575929725051e-12,4.02178190924127e-12,2.788351981981576e-12,2.7883531495235413e-12,2.415054769793999e-12,2.415079408021081e-12,2.41501344937874e-12,2.415012578371194e-12,2.153383439347114e-12,2.153383439347114e-12,1.94971087356624e-12,1.9497116898654013e-12,1.3745256746130653e-14,4.5479527131039167e-17,1.928986489022311e-17,4.180155204103058e-18,1.597568834891887e-18,6.650227464055424e-22,3.6711478351960254e-18,1.5969038121454817e-18
7.03433479461576e-14,0.11224537200212242,0.9,0.0,0.0,0.0,0.0,0.09999999998109141,4.8427088302120766e-12,4.825293988285438e-12,3.3460343435039787e-12,3.346036019170326e-12,2.8980705492830116e-12,2.8981059092294693e-12,2.8980267231744225e-12,2.8980254733350083e-12,2.584069473661311e-12,2.584069473661311e-12,2.3396614147144822e-12,2.3396625862748753e-12,1.7344715204962464e-14,6.525691778291381e-17,2.768401720323674e-17,5.999134058098991e-18,2.4495329352180056e-18,1.1288492727895708e-21,5.268626546735265e-18,2.4484040859452158e-18
9.379155464375371e-14,0.1122453720028299,0.9,0.0,0.0,0.0,0.0,0.09999999997478842,6.456974965276927e-12,6.432253352498373e-12,4.461398835528046e-12,4.461401989302307e-12,3.864092597693889e-12,3.8641591425030136e-12,3.8640534419439e-12,3.864051090427121e-12,3.4454415422218486e-12,3.4454415422218486e-12,3.119562335490973e-12,3.1195645404911233e-12,2.4589159163137214e-14,1.2275980120974288e-16,5.209844131076924e-17,1.1289439473789137e-17,5.140451356497002e-18,3.154078901660143e-21,9.915291340400486e-18,5.137297277595342e-18
1.4068796803894594e-13,0.11224537200424485,0.9,0.0,0.0,0.0,0.0,0.09999999996218245,9.685508304619349e-12,9.64612479543626e-12,6.692127080225385e-12,6.69213466832046e-12,5.796106270633569e-12,5.796266347876133e-12,5.796107427276125e-12,5.796101771474469e-12,5.168185679125754e-12,5.168185679125754e-12,4.67936366012094e-12,4.679368965454331e-12,3.9063698728061076e-14,2.9516857371092746e-16,1.2532139157267818e-16,2.7154859135568372e-17,1.3693643052442152e-17,1.2896781436510012e-20,2.3854563512281906e-17,1.3680746271005641e-17
2.344807948293304e-13,0.11224537200707478,0.9,0.0,0.0,0.0,0.0,0.09999999993697052,1.614257926015263e-11,1.6073629858058506e-11,1.1153580612218843e-11,1.1153602981280493e-11,9.660012014301026e-12,9.660483713924532e-12,9.660217588954906e-12,9.660200921022744e-12,8.613673952064891e-12,8.613673952064891e-12,7.798964241690184e-12,7.798979881504764e-12,6.80043240751078e-14,8.693436753562464e-16,3.692583337614527e-16,8.000192464390988e-17,4.349690036595589e-17,7.030344667677694e-20,7.031662297309535e-17,4.342659691927911e-17
3.282736216197148e-13,0.11224537200990475,0.9,0.0,0.0,0.0,0.0,0.09999999991175859,2.2599654492531896e-11,2.2500890961700598e-11,1.5615031186813036e-11,1.5615074249071298e-11,1.3523796248990229e-11,1.3524704035273127e-11,1.3524329941485191e-11,1.3524297858025675e-11,1.2059162224135354e-11,1.2059162224135354e-11,1.091856275557011e-11,1.0918592863680388e-11,9.694288684248039e-14,1.672621920988912e-15,7.106010254449742e-16,1.5394223203050698e-16,8.601126520001802e-17,1.8076716639164446e-19,1.3536193833548487e-16,8.583049803362638e-17
4.2206644841009925e-13,0.11224537201273468,0.9,0.0,0.0,0.0,0.0,0.09999999988654666,2.9056734001754698e-11,2.8927907525708574e-11,2.0076478804009932e-11,2.0076548471599976e-11,1.7387459067852124e-11,1.7388927311919962e-11,1.738844448470378e-11,1.738839258248434e-11,1.5504650495337142e-11,1.5504650495337142e-11,1.4038159201762085e-11,1.4038207911982379e-11,1.2588022254377703e-13,2.7047491497329128e-15,1.1492642487404464e-15,2.4895282179241994e-16,1.4125132014157037e-16,3.5940725992525947e-19,2.18990250070412e-16,1.4089191288164512e-16
6.096521019908682e-13,0.11224537201839453,0.9,0.0,0.0,0.0,0.0,0.0999999998361228,4.1970903057682635e-11,4.178136725934317e-11,2.8999367097579395e-11,2.8999503850958382e-11,2.511450003869727e-11,2.511738080111159e-11,2.511667871204644e-11,2.51165768386991e-11,2.239562703570199e-11,2.239562703570199e-11,2.0277347241413266e-11,2.0277442857662063e-11,1.837522782694884e-13,5.305310831578781e-15,2.2547319660529233e-15,4.883535397819052e-16,2.816431717530461e-16,9.235294972200218e-19,4.298592239271926e-16,2.8071964225582597e-16
7.97237755571637e-13,0.11224537202405444,0.9,0.0,0.0,0.0,0.0,0.09999999978569894,5.4885087841069264e-11,5.46339293770218e-11,3.7922244515760476e-11,3.7922470095171195e-11,3.284109529285843e-11,3.2845845157972595e-11,3.284492099397734e-11,3.284475295860844e-11,2.9286603572872425e-11,2.9286603572872425e-11,2.651652767744978e-11,2.6516685401235018e-11,2.416202908083512e-13,8.745324547284352e-15,3.717375150554145e-15,8.050468331194058e-16,4.689532574581268e-16,1.8637197707580145e-18,7.090623500871023e-16,4.670895376873688e-16
9.84823409152406e-13,0.11224537202971434,0.9,0.0,0.0,0.0,0.0,0.09999999973527508,6.779928947528812e-11,6.748553145898095e-11,4.684511028175283e-11,4.6845447979680173e-11,4.0567213614215935e-11,4.057432115875198e-11,4.0573171904736534e-11,4.057292036105492e-11,3.6177580106620256e-11,3.6177580106620256e-11,3.2755699966765464e-11,3.2755936085415735e-11,2.9948397257433135e-13,1.3083058570983608e-14,5.562138387384605e-15,1.20440068962667e-15,7.066303616414586e-16,3.3075316788472564e-18,1.0614789094897175e-15,7.033228299626113e-16
1e-12,0.11224537204103423,0.9,0.0,0.0,0.0,0.0,0.09999999973119555,6.884411188943634e-11,6.852524582202745e-11,4.7567012957990254e-11,4.756736076658203e-11,4.119227289788946e-11,4.119959293943369e-11,4.119842533984024e-11,4.1198166265686734e-11,3.673509359109028e-11,3.673509359109028e-11,3.3260478957242164e-11,3.326072214549636e-11,3.0416523347660913e-13,1.3473910650071508e-14,5.728390881012718e-15,1.2403853354515961e-15,7.281176104716032e-16,3.45673596836361e-18,1.093259253667407e-15,7.246608745032397e-16
1.3599947163139436e-12,0.11224537204103423,0.9,0.0,0.0,0.0,0.0,0.09999999963442736,9.362774435458287e-11,9.318580658686071e-11,6.469080612533733e-11,6.469143939657586e-11,5.6017993695379246e-11,5.6031308823380375e-11,5.602970014740589e-11,5.6029228466027863e-11,4.9959533163633137e-11,4.9959533163633137e-11,4.523401959356671e-11,4.5234462386999176e-11,4.151981553559244e-13,2.4496647505822574e-14,1.0418189432265759e-14,2.2552496895969707e-15,1.336907690636513e-15,8.417640717080651e-18,1.9905394814955417e-15,1.3284900499194327e-15
1.7351660234754814e-12,0.11224537205235412,0.9,0.0,0.0,0.0,0.0,0.09999999953357964,1.1945626767379151e-10,1.1888220783521266e-10,8.25364546434051e-11,8.253747808156974e-11,7.146684603094575e-11,7.148834377993517e-11,7.148626341998221e-11,7.148550116487256e-11,6.374148620674503e-11,6.374148620674503e-11,5.771230613235486e-11,5.7713021752023666e-11,5.308948935557271e-13,3.95309395104927e-14,1.681769481371413e-14,3.639530724146011e-15,2.173216021120777e-15,1.7085286913344185e-17,3.2169326118570637e-15,2.156130734207433e-15
2.485508637798557e-12,0.11224537207499417,0.9,0.0,0.0,0.0,0.0,0.0999999993318842,1.711135196022895e-10,1.7026347266770578e-10,1.1822760972358852e-10,1.1822969720561478e-10,1.0235879861768152e-10,1.0240255554824015e-10,1.0239949498702005e-10,1.0239794035945993e-10,9.130539225127173e-11,9.130539225127173e-11,8.266877996029312e-11,8.267023965884372e-11,7.62236414333573e-13,8.037760360609091e-14,3.4218655247229766e-14,7.400792440243474e-15,4.468591378254843e-15,5.000084487136107e-17,6.5615066875869804e-15,4.4185905333834826e-15
3.2358512521216323e-12,0.1122453720976344,0.9,0.0,0.0,0.0,0.0,0.09999999913018877,2.2277104525005887e-10,2.216294384087744e-10,1.5391857552983796e-10,1.5392210530390356e-10,1.3324311292751654e-10,1.3331695645613674e-10,1.333128665287735e-10,1.3331023795027983e-10,1.188692982402023e-10,1.188692982402023e-10,1.0762512145584823e-10,1.076275898017579e-10,9.935090413618388e-13,1.355104146654766e-13,5.772702391652022e-14,1.2478004381263358e-14,7.59918711061005e-15,1.0872625669202433e-16,1.1095044378682178e-14,7.490460853918025e-15
3.986193866444708e-12,0.11224537212027486,0.9,0.0,0.0,0.0,0.0,0.09999999892849333,2.74428844612689e-10,2.729802262872231e-10,1.8960935206533395e-10,1.8961470232948265e-10,1.6411983376839614e-10,1.6423154650044601e-10,1.6422637796551425e-10,1.642223939395218e-10,1.4643320417353742e-10,1.4643320417353742e-10,1.3258133062124382e-10,1.3258507217979262e-10,1.2247133205576752e-12,2.0480791857500313e-13,8.7301801521119e-14,1.8860186694162687e-14,1.1571981477818036e-14,2.0047968575808948e-16,1.6817407238873823e-14,1.1371501792059947e-14
4.736536480767784e-12,0.11224537214291555,0.9,0.0,0.0,0.0,0.0,0.09999999872679789,3.2608691768787353e-10,3.243159597280695e-10,2.2529993933180544e-10,2.2530748823590402e-10,1.9498900681702369e-10,1.9514632567943937e-10,1.951400292170666e-10,1.951344083282843e-10,1.7399711005127728e-10,1.7399711005127728e-10,1.575374074576886e-10,1.575426867930222e-10,1.4558498077252086e-12,2.8814645273239664e-13,1.2290118194856078e-13,2.6536157827620775e-14,1.639409377146975e-14,3.3261854085811174e-16,2.3728463548132843e-14,1.6061475230611636e-14
6.237221709413935e-12,0.11224537218819765,0.9,0.0,0.0,0.0,0.0,0.09999999832340702,4.294038849707126e-10,4.2694271397254275e-10,2.9668054606176257e-10,2.9669362652322854e-10,2.567048767106563e-10,2.569764514373915e-10,2.5696775087314823e-10,2.5695801230670686e-10,2.2912492163997144e-10,2.2912492163997144e-10,2.0744916414658346e-10,2.0745831272695143e-10,1.9179214354467245e-12,4.964950571133067e-13,2.1202070645216853e-13,4.572862472730627e-14,2.8612292890332476e-14,7.449340896645907e-16,4.111618864327144e-14,2.7867358800667892e-14
7.737906938060086e-12,0.11224537223348065,0.9,0.0,0.0,0.0,0.0,0.09999999792001614,5.327219470872434e-10,5.295106703898111e-10,3.680603957286193e-10,3.6808051980374724e-10,3.1839108255428465e-10,3.188073337210838e-10,3.187960308698732e-10,3.187810498906522e-10,2.84252733006285e-10,2.84252733006285e-10,2.5736039152876166e-10,2.5737446760757443e-10,2.3797282892195253e-12,7.595850909441867e-13,3.247560449315655e-13,6.996755592254384e-14,4.430975005191742e-14,1.4034908169431357e-15,6.325721197460436e-14,4.2906259234974276e-14
9.238592166706237e-12,0.11224537227876459,0.9,0.0,0.0,0.0,0.0,0.09999999751662526,6.360411040264048e-10,6.320208329059005e-10,4.3943948834115446e-10,4.3946816770106495e-10,3.8004799835418927e-10,3.8063897252173755e-10,3.806248685572836e-10,3.8060352108504504e-10,3.3938054415021814e-10,3.3938054415021814e-10,3.0727108961036036e-10,3.0729115143954504e-10,2.8412748898984094e-12,1.0764106709364099e-12,4.607646912053372e-13,9.916192300653668e-14,6.354445167224341e-14,2.3681934258285474e-15,9.015049051850079e-14,6.117625824641486e-14
1e-11,0.11224537236933525,0.9,0.0,0.0,0.0,0.0,0.09999999731195545,6.884629192043273e-10,6.840099668639391e-10,4.756550549166307e-10,4.756886529486608e-10,4.113199922475133e-10,4.120109933578637e-10,4.119953919593887e-10,4.1197038464475636e-10,3.673509314829311e-10,3.673509314829311e-10,3.3259425000114683e-10,3.326177535171939e-10,3.0753532090745393e-12,1.2574073300324676e-12,5.38568337920582e-13,1.158420899236341e-13,7.467362107821866e-14,2.9926504761174776e-15,1.0561237875654298e-13,7.168097060210118e-14
1.223996262399854e-11,0.11224537236933525,0.9,0.0,0.0,0.0,0.0,0.09999999670984354,8.426827023340159e-10,8.368715327081929e-10,5.821954024343497e-10,5.822457259232296e-10,5.032753701682077e-10,5.043045196428391e-10,5.042842145669412e-10,5.042467643220397e-10,4.496361657709425e-10,4.496361657709425e-10,4.0709089789355336e-10,4.071261059777321e-10,3.7636042480400374e-12,1.8675046817244393e-12,8.013096187688923e-13,1.7207602792141286e-13,1.1284270603977302e-13,5.440339061211385e-15,1.5818990213890938e-13,1.0740236697856162e-13
1.494119603556161e-11,0.11224537245085212,0.9,0.0,0.0,0.0,0.0,0.09999999598373997,1.0286638850045913e-09,1.0210488639979986e-09,7.106731360723632e-10,7.10748105561863e-10,6.140833485706386e-10,6.156060992599203e-10,6.155795272036814e-10,6.155237462268645e-10,5.488662244690531e-10,5.488662244690531e-10,4.96926915196314e-10,4.969793741247269e-10,4.592852739250368e-12,2.7538900507891264e-12,1.1841731680705685e-12,2.537970278627581e-13,1.6984931517221289e-13,9.811003848378776e-15,2.356683231422914e-13,1.600383113238341e-13
1.7642429447124683e-11,0.11224537253237211,0.9,0.0,0.0,0.0,0.0,0.09999999525763643,1.2146486147454725e-09,1.2050531855685205e-09,8.39148416978553e-10,8.392529247282577e-10,7.248017943009756e-10,7.269101298677771e-10,7.268766375011346e-10,7.267988930977422e-10,6.480962824466505e-10,6.480962824466505e-10,5.867612176520079e-10,5.868343561492265e-10,5.421322147017285e-12,3.800108409344981e-12,1.637523170201856e-12,3.502804125331016e-13,2.391399543407692e-13,1.602423436169288e-14,3.2852914753452303e-13,2.2311571997907628e-13
2.0343662858687756e-11,0.11224537261389518,0.9,0.0,0.0,0.0,0.0,0.09999999453153288,1.4006368914982599e-09,1.3888895204314403e-09,9.676212451996352e-10,9.67760181472178e-10,8.354326214520915e-10,8.382166114196931e-10,8.381755421793793e-10,8.380722049604131e-10,7.47326339703735e-10,7.47326339703735e-10,6.765938052932933e-10,6.766910520788761e-10,6.2490350908475274e-12,5.001127046460749e-12,2.159603938538383e-12,4.610694678025345e-13,3.210052136803076e-13,2.438028871774416e-14,4.367670626747663e-13,2.966249249625634e-13
2.304489627025083e-11,0.11224537269542148,0.9,0.0,0.0,0.0,0.0,0.09999999380542936,1.586628715204533e-09,1.572562732863301e-09,1.0960916207823434e-09,1.0962698738849514e-09,9.459776957579268e-10,9.495255438689342e-10,9.494762380533451e-10,9.493436818406262e-10,8.465563962403065e-10,8.465563962403065e-10,7.664246781528407e-10,7.665494619412874e-10,7.0760134754349724e-12,6.352072324469278e-12,2.748703369632248e-12,5.85721562580822e-13,4.1572661634892213e-13,3.5170076186382956e-14,5.603768922194756e-13,3.805565401625391e-13
2.57461296818139e-11,0.11224537277695093,0.9,0.0,0.0,0.0,0.0,0.09999999307932582,1.7726240858058171e-09,1.7560775354778195e-09,1.224559543773453e-09,1.2247820000978096e-09,1.0564388364734291e-09,1.0608369271687252e-09,1.060778722028548e-09,1.0606133237641565e-09,9.45786452056365e-10,9.45786452056365e-10,8.562538362633505e-10,8.564095857640295e-10,7.90227852250923e-12,7.848222591793285e-12,3.4031512710872645e-12,7.238075332787104e-13,5.23577015198325e-13,4.867556657356321e-14,6.993535901057581e-13,4.749014486247619e-13
3.1148596504940043e-11,0.11224537294001956,0.9,0.0,0.0,0.0,0.0,0.09999999162711877,2.1446254674594373e-09,2.122650079777348e-09,1.4814880321680341e-09,1.4818135466311092e-09,1.277116382451936e-09,1.2834670461327956e-09,1.2833890423125794e-09,1.2831471028443068e-09,1.1442465615269432e-09,1.1442465615269432e-09,1.035907008368095e-09,1.036134975400567e-09,9.55275042017558e-12,1.1257934871857771e-11,4.9016028271814805e-12,1.0386251054577651e-12,7.797171744570119e-13,8.492128514567889e-14,1.023387996291091e-12,6.947958893113329e-13
3.655106332806619e-11,0.11224537310310136,0.9,0.0,0.0,0.0,0.0,0.09999999017491175,2.5166410359909937e-09,2.488642011751792e-09,1.7384067107578168e-09,1.7388548068836533e-09,1.4974789293971757e-09,1.5061069679374647e-09,1.5060064799756562e-09,1.5056735424072208e-09,1.3427066681154694e-09,1.3427066681154694e-09,1.2155533218692895e-09,1.2158672212081456e-09,1.1200607757458931e-11,1.5195339211923923e-11,6.642395245419326e-12,1.4023417770066284e-12,1.0914457545538362e-12,1.352053920265432e-13,1.4088323719837967e-12,9.562403625272933e-13
4.1953530151192334e-11,0.11224537326619644,0.9,0.0,0.0,0.0,0.0,0.09999998872270473,2.888670790932292e-09,2.8540859143454624e-09,1.9953155799172884e-09,1.995905767285148e-09,1.7175394307889283e-09,1.728756692208242e-09,1.728631013323442e-09,1.7281926426592928e-09,1.5411667718219433e-09,1.5411667718219433e-09,1.3951927770287323e-09,1.3956063234056972e-09,1.2845997261098097e-11,1.9627791255700816e-11,8.613612806450939e-12,1.8119799423034775e-12,1.4606523316155787e-12,2.0148130269973537e-13,1.855650785938731e-12,1.2591710289158433e-12
4.735599697431848e-11,0.11224537342930511,0.9,0.0,0.0,0.0,0.0,0.09999998727049775,3.260714731815257e-09,3.219012362583951e-09,2.252214640020836e-09,2.252966414821943e-09,1.9373101957952464e-09,1.9514162185707365e-09,1.9512626218635732e-09,1.9507044038068622e-09,1.739626872646366e-09,1.739626872646366e-09,1.574825374108151e-09,1.5753522822114942e-09,1.448905661581207e-11,2.4524658835144007e-11,1.0803923097843248e-11,2.264741422210242e-12,1.8891110746241236e-12,2.8558345432940335e-13,2.3638090645045055e-12,1.6035276202947204e-12
5.2758463797444625e-11,0.11224537359242744,0.9,0.0,0.0,0.0,0.0,0.0999999858182908,3.6327728581719304e-09,3.5834501525893405e-09,2.5091038914427607e-09,2.5100367369818306e-09,2.156802953364587e-09,2.1740855466506466e-09,2.173901286168601e-09,2.1732088260562172e-09,1.9380869705887365e-09,1.9380869705887365e-09,1.7544511133692122e-09,1.7551050978432213e-09,1.6129915495623323e-11,2.9857092468151407e-11,1.3202519714497331e-11,2.7579873626762756e-12,2.3784937022372227e-12,3.8924066981591587e-13,2.9332745994722744e-12,1.9892530324213065e-12
5.816093062057077e-11,0.1122453737555637,0.9,0.0,0.0,0.0,0.0,0.09999998436608384,4.004845169534328e-09,3.947426369721081e-09,2.765983334557374e-09,2.767116721737931e-09,2.3760288704355853e-09,2.3967646760736566e-09,2.396546987834805e-09,2.395705909613661e-09,2.136547065649056e-09,2.136547065649056e-09,1.9340699950735916e-09,1.9348647705180066e-09,1.7768695870640795e-11,3.55979570743897e-11,1.5799106059934755e-11,3.2892322790237755e-12,2.9303733212133255e-12,5.140801185562453e-13,3.56401629053072e-12,2.416293202657081e-12
6.356339744369692e-11,0.11224537391871402,0.9,0.0,0.0,0.0,0.0,0.09999998291387693,4.376931665434365e-09,4.310966372263264e-09,3.0228529697390605e-09,3.024206357554999e-09,2.59499854439736e-09,2.6194536064653797e-09,2.619199709491736e-09,2.6181956546855474e-09,2.3350071578273232e-09,2.3350071578273232e-09,2.1136820194830146e-09,2.1146313004524188e-09,1.9405511933765847e-11,4.172184832341592e-11,1.8583902355000272e-11,3.856145591148102e-12,3.546223444259954e-12,6.61626305933313e-13,4.256004560934897e-12,2.884597138326641e-12
7.078822486124504e-11,0.11224537413692044,0.9,0.0,0.0,0.0,0.0,0.09999998097181145,4.874552579390264e-09,4.796495011337126e-09,3.3663545654527458e-09,3.368032556644444e-09,2.887448013861285e-09,2.9172753038892016e-09,2.9169686102088746e-09,2.9157241918064775e-09,2.6004118216350982e-09,2.6004118216350982e-09,2.3538700714890467e-09,2.355047409822495e-09,2.1591573770498772e-11,5.0468961373210595e-11,2.2586141893697303e-11,4.666257583099901e-12,4.472175533003368e-12,8.968993594217509e-13,5.2770862609923805e-12,3.5752761735816174e-12
7.801305227879316e-11,0.11224537435515257,0.9,0.0,0.0,0.0,0.0,0.09999997902974603,5.372198859371749e-09,5.281338521600023e-09,3.7098386219785645e-09,3.71187597092191e-09,3.1794797988489685e-09,3.2151145280459047e-09,3.214749999621753e-09,3.2132396054587243e-09,2.86581648028854e-09,2.86581648028854e-09,2.5940458608311175e-09,2.5954757837888934e-09,2.377455042143343e-11,5.980591147822498e-11,2.6887474302246076e-11,5.5314068238921995e-12,5.518057878715178e-12,1.178499127453188e-12,6.407589021927653e-12,4.33955875126199e-12
8.523787969634128e-11,0.11224537457341076,0.9,0.0,0.0,0.0,0.0,0.09999997708768064,5.86987050425952e-09,5.7655452311130835e-09,4.053305140211736e-09,4.055736576429819e-09,3.4711150448108764e-09,3.5129712780402644e-09,3.5125438435602665e-09,3.510741896135747e-09,3.131221133787649e-09,3.131221133787649e-09,2.834209388135056e-09,2.83591642286544e-09,2.595465951669398e-11,6.968428665175805e-11,3.1468331066966353e-11,6.4471293989136734e-12,6.686681368504182e-12,1.5093365454238783e-12,7.647453103374313e-12,5.1773448230803034e-12
9.246270711388941e-11,0.11224537479169525,0.9,0.0,0.0,0.0,0.0,0.0999999751456153,6.367567512934381e-09,6.249159633148897e-09,4.3967541210473805e-09,4.399614350382756e-09,3.762373542470753e-09,3.8108455529771535e-09,3.810350110149859e-09,3.8082310643309654e-09,3.396625782132425e-09,3.396625782132425e-09,3.074360654026627e-09,3.0763693275646387e-09,2.8132101417318582e-11,8.0059517850423e-11,3.631037980736472e-11,7.409308560460465e-12,7.980633964032934e-12,1.8920928031972646e-12,8.996622230295433e-12,6.088541160835669e-12
9.968753453143753e-11,0.11224537501000638,0.9,0.0,0.0,0.0,0.0,0.09999997320355,6.865289884277116e-09,6.7322225040123604e-09,4.740185565380621e-09,4.743509271145578e-09,4.05327375299775e-09,4.10873735196144e-09,4.1081687697406904e-09,4.1057071105378176e-09,3.6620304253228678e-09,3.6620304253228678e-09,3.3144996591315975e-09,3.3168344983977026e-09,3.030705974555842e-11,9.089076090426896e-11,4.139650249319852e-11,8.4141645949996e-12,9.40228725648225e-12,2.3292261105357182e-12,1.0455043500042356e-11,7.073061145946532e-12
9.999999999999999e-11,0.11224537522834432,0.9,0.0,0.0,0.0,0.0,0.0999999731195579,6.886816376013823e-09,6.753102563505065e-09,4.755038184384851e-09,4.758382717081194e-09,4.065847039238793e-09,4.12162122465616e-09,4.121049363066983e-09,4.118572311060841e-09,3.673508870489824e-09,3.673508870489824e-09,3.324885118064015e-09,3.32723461693949e-09,3.040107081229845e-11,9.136889742043691e-11,4.1621727275722785e-11,8.458531594015354e-12,9.46668724569119e-12,2.349393851286352e-12,1.05205824534338e-11,7.117293394404838e-12
