Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689)
1.0691236194898565e-10,0.11224537522834432,0.9,0.0,0.0,0.0,0.0,0.09999997126148472,7.3630376171685934e-09,7.214771391331501e-09,5.083599474106503e-09,5.087421318105293e-09,4.343832957026445e-09,4.406646674098076e-09,4.405999794615788e-09,4.4031700352497106e-09,3.9274350633589776e-09,3.9274350633589776e-09,3.554626404075675e-09,3.557311935874695e-09,3.2479703585123296e-11,1.0214040718457992e-10,4.671066115632078e-11,9.458211379313284e-12,1.0953824439498253e-11,2.823000537207392e-12,1.2022666962907742e-11,8.130823902290861e-12
1.1413718936653378e-10,0.11224537544670933,0.9,0.0,0.0,0.0,0.0,0.09999996931941948,7.8608107104897e-09,7.696840689835651e-09,5.426995848120047e-09,5.431350471655829e-09,4.634067272209884e-09,4.704573518492032e-09,4.7038431589455215e-09,4.700619838960056e-09,4.1928396962407545e-09,4.1928396962407545e-09,3.7947408894845545e-09,3.797801640504554e-09,3.465018782262599e-11,1.137740076650183e-10,5.2237882545333143e-11,1.0538249797908638e-11,1.263724456406259e-11,3.375490403125585e-12,1.3699445561248467e-11,9.261754160937003e-12
1.213620167840819e-10,0.11224537566510163,0.9,0.0,0.0,0.0,0.0,0.0999999673773543,8.358609163121339e-09,8.178462019746368e-09,5.770374688316245e-09,5.775296713100734e-09,4.92399176620279e-09,5.0025178842483135e-09,5.001698838561247e-09,4.998056522162265e-09,4.458244323968199e-09,4.458244323968199e-09,4.0348431159839094e-09,4.038303612795201e-09,3.6818654849041956e-11,1.25759893728097e-10,5.7964156536772215e-11,1.1651334108540996e-11,1.4454384203279602e-11,3.9886026157212114e-12,1.5485334806054547e-11,1.0465781587558391e-11
1.2858684420163e-10,0.1122453758835213,0.9,0.0,0.0,0.0,0.0,0.09999996543528915,8.856432973944445e-09,8.659664348356532e-09,6.113735995590048e-09,6.119260024620553e-09,5.213620494554056e-09,5.30047977047196e-09,5.299566810882594e-09,5.295480085349742e-09,4.723648946541312e-09,4.723648946541312e-09,4.274933084199384e-09,4.278817853253569e-09,3.898523510656591e-11,1.380690553278868e-10,6.387640192810319e-11,1.2794761084265725e-11,1.6406924441450198e-11,4.6640838750285194e-12,1.73802926717252e-11,1.1742840566421682e-11
1.3581167161917812e-10,0.11224537610196858,0.9,0.0,0.0,0.0,0.0,0.09999996349322401,9.354282141840026e-09,9.140474440972663e-09,6.457079770836345e-09,6.4632403891512105e-09,5.502966641905638e-09,5.5984591762680764e-09,5.597447054647796e-09,5.592890529015872e-09,4.989053563960092e-09,4.989053563960092e-09,4.515010794756579e-09,4.519344362385744e-09,4.1150049126005364e-11,1.506746890811951e-10,6.996233893089242e-11,1.3966029682070568e-11,1.849641683368096e-11,5.403547434607806e-12,1.9384279205116523e-11,1.3092869399073151e-11
1.4303649903672623e-10,0.11224537632044365,0.9,0.0,0.0,0.0,0.0,0.09999996155115894,9.852156665689144e-09,9.620916826962624e-09,6.8004060149499645e-09,6.8072377903919554e-09,5.79204251271047e-09,5.896456100741831e-09,5.89533954993395e-09,5.890287853654016e-09,5.254458176224541e-09,5.254458176224541e-09,4.755076248281056e-09,4.759883140696945e-09,4.331320737233107e-11,1.6355223229378296e-10,7.62104974466233e-11,1.516284402509721e-11,2.072428148222289e-11,6.208471117644806e-12,2.1497256553704032e-11,1.4515810364578086e-11
1.5026132645427434e-10,0.11224537653894662,0.9,0.0,0.0,0.0,0.0,0.0999999596090939,1.035005654437289e-08,1.010101395133512e-08,7.143714728825696e-09,7.151252212764214e-09,6.0808595788651895e-09,6.19447054299842e-09,6.193244278066279e-09,6.187672059757537e-09,5.519862783334655e-09,5.519862783334655e-09,4.995129445398347e-09,5.0004341886915745e-09,4.547481091487323e-11,1.7667921107106174e-10,8.261017404792813e-11,1.6383099814670402e-11,2.3091815781977307e-11,7.080206332110707e-12,2.3719188833712602e-11,1.6011609449866603e-11
1.5748615387182245e-10,0.1122453767574776,0.9,0.0,0.0,0.0,0.0,0.09999995766702888,1.0847981776772409e-08,1.0580786388238892e-08,7.48700591335829e-09,7.495283641352441e-09,6.3694285483705054e-09,6.492502502143094e-09,6.491161221490427e-09,6.485043147819783e-09,5.785267385290438e-09,5.785267385290438e-09,5.235170386733954e-09,5.2409975068732816e-09,4.763495239135393e-11,1.9003502636183246e-10,8.915136983201475e-11,1.762486516697517e-11,2.5600206749808785e-11,8.0199907794457e-12,2.6050041943445152e-11,1.7580215970363082e-11
1.6471098128937056e-10,0.11224537697603675,0.9,0.0,0.0,0.0,0.0,0.09999995572496391,1.1345932361768853e-08,1.1060253075129664e-08,7.830279569442455e-09,7.839332061839675e-09,6.657759439958663e-09,6.790551977281135e-09,6.789090363632294e-09,6.782401118334103e-09,6.050671982091891e-09,6.050671982091891e-09,5.475199072913357e-09,5.481573095745018e-09,4.979371709498673e-11,2.0360071926092806e-10,9.58247229382155e-11,1.8886359584288807e-11,2.8250544556175138e-11,9.028962402746608e-12,2.8489783358727197e-11,1.922158215342853e-11
1.7441429728683389e-10,0.11224537726961742,0.9,0.0,0.0,0.0,0.0,0.09999995311667051,1.2014745578229912e-08,1.1703750828816422e-08,8.291286223241813e-09,8.301433553594275e-09,7.044644446241285e-09,7.1908753591351855e-09,7.1892437399897454e-09,7.1817475768188126e-09,6.4071240414304905e-09,6.4071240414304905e-09,5.797550701682398e-09,5.804697832279148e-09,5.26910198171523e-11,2.2212001136698384e-10,1.0498004063658306e-10,2.0608798420793545e-11,3.2035167945727196e-11,1.049474348405662e-11,3.1937754716892903e-11,2.1540424461670586e-11
1.841176132842972e-10,0.11224537756324933,0.9,0.0,0.0,0.0,0.0,0.09999995050837718,1.2683604520662425e-08,1.2346766580999357e-08,8.752261263224434e-09,8.763565638546662e-09,7.431137831341414e-09,7.591230332339657e-09,7.589419056502835e-09,7.581070376118326e-09,6.763576091471772e-09,6.763576091471772e-09,6.119880227395999e-09,6.127844704652768e-09,5.558615210968988e-11,2.409483033314825e-10,1.1433836028214875e-10,2.2360275382543728e-11,3.607981659194704e-11,1.2089490011322227e-11,3.5582010220269097e-11,2.399032658062482e-11
1.9382092928176054e-10,0.11224537785693264,0.9,0.0,0.0,0.0,0.0,0.09999994790008392,1.3352509186356354e-08,1.2989334402380757e-08,9.213204691557398e-09,9.225728286463527e-09,7.817258746641971e-09,7.991616894727463e-09,7.989616280093039e-09,7.980369517427696e-09,7.1200281322157336e-09,7.1200281322157336e-09,6.442187651569129e-09,6.451013714079076e-09,5.847926741268395e-11,2.6005149759825453e-10,1.2388174317077676e-10,2.413757261586735e-11,4.038643118208921e-11,1.3815237392716849e-11,3.942248259136127e-11,2.6571193789372367e-11
2.0352424527922386e-10,0.11224537815066758,0.9,0.0,0.0,0.0,0.0,0.09999994529179072,1.4021459572601733e-08,1.3631484647505782e-08,9.674116510407671e-09,9.687921468569251e-09,8.203024668264672e-09,8.392035044131619e-09,8.389835379908648e-09,8.379645001941971e-09,7.476480163662375e-09,7.476480163662375e-09,6.764472975716674e-09,6.7742048617694954e-09,6.137050246858526e-11,2.7939922062647095e-10,1.3359380589992925e-10,2.5937818482204635e-11,4.4956731304633894e-11,1.5673793323229414e-11,4.3459108233894475e-11,2.9282937981404473e-11
2.132275612766872e-10,0.11224537844445427,0.9,0.0,0.0,0.0,0.0,0.0999999426834976,1.4690455676688759e-08,1.427324436856308e-08,1.0134996721942046e-08,1.015014515741545e-08,8.588451548270473e-09,8.792484778385313e-09,8.790076327077513e-09,8.778896830856157e-09,7.832932185811698e-09,7.832932185811698e-09,7.086736201353407e-09,7.097418148933789e-09,6.425997901654962e-11,2.9896440837743613e-10,1.4345958208197023e-10,2.7758449805916076e-11,4.979223968350763e-11,1.7666762753550478e-11,4.769182685552168e-11,3.212547692995715e-11
2.2293087727415051e-10,0.11224537873829289,0.9,0.0,0.0,0.0,0.0,0.09999994007520455,1.535949749590774e-08,1.491463771585819e-08,1.0595845328327197e-08,1.0612399326754832e-08,8.973553960478104e-09,9.19296609532186e-09,9.190339094467188e-09,9.17812500536523e-09,8.189384198663701e-09,8.189384198663701e-09,7.408977329994008e-09,7.420653576780182e-09,6.714780578964333e-11,3.187229047964501e-10,1.5346538904400452e-10,2.959717527228078e-11,5.4894305675161845e-11,1.9795572099838065e-11,5.212058110193313e-11,3.5098733575323774e-11
2.3632422937769635e-10,0.11224537914395977,0.9,0.0,0.0,0.0,0.0,0.09999993647501403,1.628304170593865e-08,1.579938163117114e-08,1.1231896334605608e-08,1.1250492352091465e-08,9.504596879653622e-09,9.745796764675687e-09,9.742852022689797e-09,9.72913524582148e-09,8.681389938680137e-09,8.681389938680137e-09,7.853725980891536e-09,7.866847315381602e-09,7.113130065267231e-11,3.462733827682138e-10,1.6748334538464812e-10,3.216111766372942e-11,6.237668447607356e-11,2.2959404487831497e-11,5.855546333430254e-11,3.941727998824205e-11
2.4971758148124216e-10,0.11224537954972606,0.9,0.0,0.0,0.0,0.0,0.09999993287482363,1.7206672999680713e-08,1.6683517784692577e-08,1.1867887136903897e-08,1.1888643337753332e-08,1.0035078281156265e-08,1.0298687595206869e-08,1.0295406411086814e-08,1.0280100425567758e-08,9.173395660983413e-09,9.173395660983413e-09,8.298432539687868e-09,8.313083241650433e-09,7.51120587967955e-11,3.741019154335284e-10,1.8171484225219646e-10,3.4750952470334156e-11,7.037187175483131e-11,2.638731847863453e-11,6.536359029360914e-11,4.398455327619678e-11
2.63110933584788e-10,0.11224537995559207,0.9,0.0,0.0,0.0,0.0,0.09999992927463339,1.8130391370009538e-08,1.7567088490862613e-08,1.2503817740918352e-08,1.25268522239362e-08,1.0565025930460104e-08,1.0851638581219068e-08,1.0848002201022084e-08,1.0831020547746204e-08,9.665401365573537e-09,9.665401365573537e-09,8.743097010365197e-09,8.759361358751226e-09,7.909027112250727e-11,4.021662178097502e-10,1.9613376176172195e-10,3.736264865400532e-11,7.888214587814799e-11,3.0081757325389615e-11,7.254483306577234e-11,4.8800388552758384e-11
2.765042856883339e-10,0.11224538036155797,0.9,0.0,0.0,0.0,0.0,0.09999992567444325,1.9054196809801236e-08,1.845012984857453e-08,1.3139688152344732e-08,1.316511895369808e-08,1.109446432140857e-08,1.14046497170165e-08,1.1400639337592184e-08,1.1381895615498826e-08,1.015740705245051e-08,1.015740705245051e-08,9.187719396905323e-09,9.205681669844189e-09,8.306609943593736e-11,4.3043023474358315e-10,2.1071705170352857e-10,3.999276303927382e-11,8.790941152673604e-11,3.404477951177931e-11,8.009906932442975e-11,5.386463201495673e-11
2.8989763779187975e-10,0.1122453807676239,0.9,0.0,0.0,0.0,0.0,0.09999992207425325,1.9978089311932453e-08,1.9332672670504018e-08,1.3775498376878217e-08,1.3803443472617404e-08,1.1623415071083279e-08,1.1957720996903933e-08,1.1953317769068575e-08,1.1932725631967489e-08,1.064941272161433e-08,1.064941272161433e-08,9.63229970328965e-09,9.652044178085453e-09,8.703968377331297e-11,4.5886320647255997e-10,2.2544436057362376e-10,4.263835363013138e-11,9.745525516338418e-11,3.8278115877716126e-11,8.802618243186606e-11,5.917713928566808e-11
3.032909898954256e-10,0.11224538117378997,0.9,0.0,0.0,0.0,0.0,0.09999991847406339,2.0902068869280327e-08,2.021474330252278e-08,1.4411248420213464e-08,1.4441825728487179e-08,1.2151897272821474e-08,1.2510852415186682e-08,1.2506037446410495e-08,1.2483510600293948e-08,1.1141418373064997e-08,1.1141418373064997e-08,1.0076837933499211e-08,1.0098448886627307e-08,9.101114075761593e-11,4.874388527887436e-10,2.4029771077202237e-10,4.5296903717293594e-11,1.0752099356871732e-10,4.278321960217286e-11,9.632606064644217e-11,6.473777396654447e-11
3.166843419989715e-10,0.11224538158005638,0.9,0.0,0.0,0.0,0.0,0.09999991487387365,2.1826135474722477e-08,2.1096364266231934e-08,1.504693828804459e-08,1.5080265671056812e-08,1.2679927794023556e-08,1.3064043966170574e-08,1.3058798322875354e-08,1.3034250523619853e-08,1.1633424006802509e-08,1.1633424006802509e-08,1.0521334091514675e-08,1.0544895798618396e-08,9.498057510101167e-11,5.161347205504636e-10,2.552612219691067e-10,4.7966260784298655e-11,1.1810771286123279e-10,4.7561306381387266e-11,1.0499859647515562e-10,7.054640647984555e-11
3.3007769410251734e-10,0.11224538198642318,0.9,0.0,0.0,0.0,0.0,0.09999991127368403,2.2750289121137005e-08,2.1977554802472883e-08,1.5682567986065196e-08,1.571876325181123e-08,1.320752153092682e-08,1.3617295644161979e-08,1.3611600353701956e-08,1.3584945405086724e-08,1.2125429622826874e-08,1.2125429622826874e-08,1.0965788181316337e-08,1.0991384917203865e-08,9.894806801455435e-11,5.449316530186589e-10,2.7032087370570333e-10,5.064458654299014e-11,1.292163003685878e-10,5.2613387240435506e-11,1.140436861363119e-10,7.660291312815226e-11
3.434710462060632e-10,0.1122453823928904,0.9,0.0,0.0,0.0,0.0,0.09999990767349456,2.3674529801402522e-08,2.2858331324025444e-08,1.6318137519968332e-08,1.635731842376995e-08,1.3734691640281196e-08,1.4170607443467809e-08,1.4164443495825996e-08,1.4135595247835967e-08,1.2617435221138089e-08,1.2617435221138089e-08,1.1410200206884098e-08,1.1437916245525506e-08,1.0291370230212967e-10,5.738133131960251e-10,2.8546428933936657e-10,5.3330312048142723e-11,1.408474732449723e-10,5.7940297997481493e-11,1.23461229074448e-10,8.290717524749078e-11
3.5686439830960906e-10,0.11224538279945813,0.9,0.0,0.0,0.0,0.0,0.09999990407330521,2.459885750839815e-08,2.373870788431855e-08,1.6953646895446486e-08,1.6995931141303595e-08,1.4261449750914377e-08,1.4723979358395527e-08,1.4717327707622108e-08,1.4686200055008853e-08,1.3109440801736153e-08,1.3109440801736153e-08,1.1854570172197495e-08,1.1884489786721868e-08,1.0687752670595014e-10,6.027657517926352e-10,3.0068053864617615e-10,5.6022097017632996e-11,1.5300180440362482e-10,6.354272596023561e-11,1.33251127519092e-10,8.945907844338921e-11
3.7025775041315493e-10,0.11224538320612638,0.9,0.0,0.0,0.0,0.0,0.09999990047311598,2.5523272235003495e-08,2.4618696473574522e-08,1.7589096118191636e-08,1.7634601359974696e-08,1.4787806147046707e-08,1.527741138325313e-08,1.5270252948689856e-08,1.5236759829746545e-08,1.3601446364621067e-08,1.3601446364621067e-08,1.229889808123569e-08,1.2331105543928391e-08,1.1083961903687457e-10,6.317770488051751e-10,3.1595996635257794e-10,5.871879591790618e-11,1.6567974410378387e-10,6.942123215287401e-11,1.4341328611177624e-10,9.62585119509099e-11
3.836511025167008e-10,0.11224538361289524,0.9,0.0,0.0,0.0,0.0,0.0999998968729269,2.6447773974098656e-08,2.5498307403996907e-08,1.8224485193895203e-08,1.8273329036402776e-08,1.5313769923708497e-08,1.5830903512349134e-08,1.5823219179683524e-08,1.578727457519008e-08,1.4093451909792835e-08,1.4093451909792835e-08,1.2743183937977451e-08,1.2777763520277459e-08,1.1479998672645258e-10,6.608370284462799e-10,3.3129404625236885e-10,6.141943079511257e-11,1.788816372211542e-10,7.557626908557988e-11,1.5394761160101686e-10,1.0330536813557431e-10
3.9704445462024665e-10,0.11224538401976467,0.9,0.0,0.0,0.0,0.0,0.09999989327273794,2.737236271856423e-08,2.6377549389743204e-08,1.8859814128248086e-08,1.8912114128144747e-08,1.583934912438958e-08,1.638445573999262e-08,1.6376226362165632e-08,1.6337744294480383e-08,1.4585457437251457e-08,1.4585457437251457e-08,1.31874277464012e-08,1.3224463718898478e-08,1.187587328780234e-10,6.89937013713239e-10,3.466752517978106e-10,6.412316784520774e-11,1.9260773811060353e-10,8.200819606335682e-11,1.6485401257645043e-10,1.1059954204724666e-10
4.104378067237925e-10,0.11224538442673469,0.9,0.0,0.0,0.0,0.0,0.0999998896725491,2.8297038461281316e-08,2.7256430041855912e-08,1.9495082926940642e-08,1.955095659358547e-08,1.636455086705402e-08,1.6938068060493182e-08,1.6929274458472382e-08,1.6888168990758248e-08,1.507746294699693e-08,1.507746294699693e-08,1.3631629510484953e-08,1.3671206142917963e-08,1.2271578720451265e-10,7.190696010355991e-10,3.6209693763282e-10,6.682929595287941e-11,2.068582242467966e-10,8.871729320863763e-11,1.7613239922495592e-10,1.1814093103815892e-10
4.238311588273384e-10,0.11224538483380535,0.9,0.0,0.0,0.0,0.0,0.0999998860723604,2.9221801195131504e-08,2.8134955620810715e-08,2.0130291595662678e-08,2.0189856391840473e-08,1.68893814560399e-08,1.749174046816098e-08,1.74823634315972e-08,1.7438548667164366e-08,1.5569468439029256e-08,1.5569468439029256e-08,1.4075789234206369e-08,1.4117990795459566e-08,1.2667134910392486e-10,7.482284651431775e-10,3.7755323425495697e-10,6.95372080725932e-11,2.2163320800338868e-10,9.570377361573236e-11,1.8778268311702e-10,1.259294343876563e-10
4.3722451093088424e-10,0.11224538524097659,0.9,0.0,0.0,0.0,0.0,0.09999988247217183,3.0146650912996895e-08,2.901313191597537e-08,2.0765440140103464e-08,2.0828813482672964e-08,1.7413846477541135e-08,1.8045472957306696e-08,1.8035493245097626e-08,1.7988883326839285e-08,1.6061473913348436e-08,1.6061473913348436e-08,1.4519906921542718e-08,1.4564817679644142e-08,1.3062516432068308e-10,7.774082032677278e-10,3.9303895783900356e-10,7.224638625470622e-11,2.369327461757059e-10,1.0296779310235221e-10,1.9980477703067732e-10,1.3396495307335363e-10
4.506178630344301e-10,0.11224538564824839,0.9,0.0,0.0,0.0,0.0,0.09999987887198337,3.107158760776006e-08,2.989096318798201e-08,2.1400528565951737e-08,2.146782782642179e-08,1.793795088233663e-08,1.859926552224155e-08,1.858866386301894e-08,1.853917297292344e-08,1.655347936995447e-08,1.655347936995447e-08,1.4963982576470902e-08,1.5011686798589778e-08,1.345777110318444e-10,8.066042070657633e-10,4.0854953190924894e-10,7.495638927890423e-11,2.5275684771278935e-10,1.1050945824671622e-10,2.1219859480328598e-10,1.4224738946607307e-10
4.6401121513797597e-10,0.11224538605562076,0.9,0.0,0.0,0.0,0.0,0.09999987527179507,3.199661127230409e-08,3.076845403407584e-08,2.203555687889572e-08,2.2106899383931605e-08,1.8461699066141312e-08,1.91531181572773e-08,1.9141875249819844e-08,1.908941760855716e-08,1.704548480884736e-08,1.704548480884736e-08,1.5408016202967444e-08,1.5458598155411832e-08,1.3852845900401496e-10,8.358125382934233e-10,4.240809112485648e-10,7.766684068907829e-11,2.6910548138621185e-10,1.183288341624618e-10,2.2496405118733512e-10,1.5077664722375006e-10
4.760652320311673e-10,0.11224538642234193,0.9,0.0,0.0,0.0,0.0,0.0999998720316257,3.2829206923674634e-08,3.155790732216375e-08,2.2607030968712974e-08,2.2682112671465672e-08,1.893277108984265e-08,1.9651636884044845e-08,1.9639800326252903e-08,1.958459929928776e-08,1.7488289688706227e-08,1.7488289688706227e-08,1.5807610535791574e-08,1.586085449250869e-08,1.4208288770740094e-10,8.621077974529099e-10,4.380739866264468e-10,8.01063652328428e-11,2.842676722585285e-10,1.2560373959021589e-10,2.3677064315206634e-10,1.586639326683126e-10
4.881192489243586e-10,0.11224538678914449,0.9,0.0,0.0,0.0,0.0,0.09999986879145645,3.3661873009615826e-08,3.234708966001474e-08,2.3178456375830687e-08,2.3257372242869665e-08,1.9403560267221053e-08,2.0150204258841123e-08,2.0137758371553064e-08,2.0079744536386188e-08,1.7931094554217446e-08,1.7931094554217446e-08,1.62071708317051e-08,1.6263145047074016e-08,1.4563607654687677e-10,8.88408225159644e-10,4.5207871651162916e-10,8.254579396518649e-11,2.9985461146306404e-10,1.3310361410428022e-10,2.4887813294365013e-10,1.6675099735878372e-10
5.001732658175499e-10,0.11224538715602853,0.9,0.0,0.0,0.0,0.0,0.09999986555128727,3.4494609524940487e-08,3.313600281368379e-08,2.374983310439444e-08,2.3832678070447924e-08,1.9874068881852276e-08,2.0648820277520506e-08,2.063574936046268e-08,2.0574853322141486e-08,1.837389940538102e-08,1.837389940538102e-08,1.6606697093606144e-08,1.666546982137332e-08,1.4918817648768034e-10,9.147119957330689e-10,4.660930353292948e-10,8.498495356419269e-11,3.1586621366884017e-10,1.408284407212528e-10,2.6128645990901896e-10,1.750377729475874e-10
5.122272827107412e-10,0.11224538752299387,0.9,0.0,0.0,0.0,0.0,0.09999986231111822,3.5327416464461745e-08,3.392464870961936e-08,2.432116115854945e-08,2.4408030126715794e-08,2.0344298991935574e-08,2.1147484935937753e-08,2.1133773267875777e-08,2.1069925658842613e-08,1.8816704242196945e-08,1.8816704242196945e-08,1.700618932439255e-08,1.7067828817670427e-08,1.5273893808121632e-10,9.41017522890887e-10,4.801150941983608e-10,8.742369384756893e-11,3.323023793491558e-10,1.4877818778990265e-10,2.7399556375523874e-10,1.835241915592532e-10
5.242812996039325e-10,0.1122453878900407,0.9,0.0,0.0,0.0,0.0,0.09999985907094928,3.616029382299303e-08,3.471302853450844e-08,2.489244054244059e-08,2.4983428384381887e-08,2.0814252450597802e-08,2.164619822994795e-08,2.1631830068822466e-08,2.1564961548778454e-08,1.9259509064665226e-08,1.9259509064665226e-08,1.740564752696193e-08,1.7470222038227396e-08,1.5628863802490226e-10,9.673234334672908e-10,4.941432415519573e-10,8.986188522170556e-11,3.4916299631811796e-10,1.5695281063519493e-10,2.8700538451622636e-10,1.9221018568292303e-10
5.363353164971238e-10,0.11224538825716882,0.9,0.0,0.0,0.0,0.0,0.09999985583078043,3.699324159534815e-08,3.550114387892879e-08,2.5463671260212393e-08,2.5558872816329432e-08,2.1283930927343342e-08,2.2144960155406565e-08,2.2129919738452145e-08,2.205996099423782e-08,1.970231387278587e-08,1.970231387278587e-08,1.780507170421165e-08,1.787264948530462e-08,1.5983696344662056e-10,9.936285394693561e-10,5.081760026685967e-10,9.229941597348332e-11,3.6644794150019175e-10,1.6535225330410448e-10,3.0031586251727766e-10,2.0109568819608733e-10
5.48389333390315e-10,0.1122453886243783,0.9,0.0,0.0,0.0,0.0,0.0999998525906117,3.7826259776341216e-08,3.628899550529156e-08,2.6034853316008968e-08,2.613436339561488e-08,2.175333591162235e-08,2.2643770708169426e-08,2.2628042252028465e-08,2.2554923997509427e-08,2.0145118666558867e-08,2.0145118666558867e-08,1.8204461859038792e-08,1.8275111161160534e-08,1.633842544468648e-10,1.019931827694942e-09,5.222120764400044e-10,9.47361912507243e-11,3.8415708151751956e-10,1.739764492504399e-10,3.1392693836840365e-10,2.1018063226707963e-10
5.604433502835063e-10,0.11224538899166916,0.9,0.0,0.0,0.0,0.0,0.09999984935044305,3.8659348360786624e-08,3.707658466412346e-08,2.660598671397419e-08,2.6709900095397983e-08,2.2222468786904566e-08,2.3142629884092655e-08,2.3126197584880927e-08,2.3049850560881927e-08,2.0587923445984215e-08,2.0587923445984215e-08,1.860381799434027e-08,1.8677607068052335e-08,1.6693026335855637e-10,1.0462323842985723e-09,5.362502640532838e-10,9.717212577172709e-11,4.022902772342574e-10,1.828253259392848e-10,3.2783855284690817e-10,2.1946495129497248e-10
5.724973671766976e-10,0.11224538935904127,0.9,0.0,0.0,0.0,0.0,0.09999984611027453,3.949250734349911e-08,3.7863911955078765e-08,2.7177071458251527e-08,2.7285482888977374e-08,2.269133079511696e-08,2.364153767903274e-08,2.3624385712426565e-08,2.3544740686643904e-08,2.1030728211061924e-08,2.1030728211061924e-08,1.9003140113012707e-08,1.9080137208235397e-08,1.7047526227017772e-10,1.072529426245529e-09,5.50289503373273e-10,9.960714684411831e-11,4.2084738187183064e-10,1.918988029725398e-10,3.420506469538604e-10,2.2894857889929085e-10
5.845513840698889e-10,0.11224538972649468,0.9,0.0,0.0,0.0,0.0,0.09999984287010609,4.032573671929374e-08,3.865097853948287e-08,2.7748107552984086e-08,2.786111174978028e-08,2.3159923048697458e-08,2.4140494088846548e-08,2.4122606610161398e-08,2.4039594377083833e-08,2.147353296179199e-08,2.147353296179199e-08,1.9402428217952488e-08,1.9482701583963265e-08,1.7401884478491715e-10,1.098822286963963e-09,5.643288573986028e-10,1.0204119296758004e-10,4.398282419603833e-10,2.0119679298670965e-10,3.5656316189528375e-10,2.386314489736736e-10
5.966054009630802e-10,0.1122453900940293,0.9,0.0,0.0,0.0,0.0,0.09999983962993778,4.115903648298597e-08,3.943778454121779e-08,2.8319095002314614e-08,2.843678665134026e-08,2.362824655499447e-08,2.4639499109391304e-08,2.4620860253644715e-08,2.4534411634490128e-08,2.1916337698174418e-08,2.1916337698174418e-08,1.9801682312055728e-08,1.9885300197487775e-08,1.7756155084465026e-10,1.125110390804608e-09,5.783674907896678e-10,1.0447421135791044e-10,4.592326987559167e-10,2.1071920322360942e-10,3.7137603904430365e-10,2.4851349553230723e-10
6.086594178562715e-10,0.11224539046164518,0.9,0.0,0.0,0.0,0.0,0.09999983638976954,4.1992406629391504e-08,4.022433124117067e-08,2.88900338103855e-08,2.9012507567281948e-08,2.409630223307133e-08,2.513855273652459e-08,2.5119146618488134e-08,2.502919246115112e-08,2.23591424202092e-08,2.23591424202092e-08,2.0200902398218305e-08,2.028793305105912e-08,1.8110268963288894e-10,1.1513932355889174e-09,5.924046536976025e-10,1.0690615625569295e-10,4.790605894247327e-10,2.2046593660351767e-10,3.864892199150828e-10,2.585946528212151e-10
6.191430693693849e-10,0.112245390781435,0.9,0.0,0.0,0.0,0.0,0.09999983357172194,4.271726474281876e-08,4.090819771674424e-08,2.9386552678378126e-08,2.9513262477190723e-08,2.4503163838396235e-08,2.5572630496356567e-08,2.5552544139016352e-08,2.545948493408968e-08,2.2744259704736823e-08,2.2744259704736823e-08,2.054808550116806e-08,2.0638139804938243e-08,1.8418186214379406e-10,1.1742473595179714e-09,6.046113020276108e-10,1.0902036613757772e-10,4.966494866984605e-10,2.291251909825428e-10,3.998776112796106e-10,2.6752429571591756e-10
6.28578355731187e-10,0.11224539106929837,0.9,0.0,0.0,0.0,0.0,0.09999983103547917,4.336968255768841e-08,4.1523510271643014e-08,2.9833388206518304e-08,2.996397162332576e-08,2.4869167042754775e-08,2.5963331910835408e-08,2.5942623039973793e-08,2.584672460141337e-08,2.3090865251532536e-08,2.3090865251532536e-08,2.0860528303159093e-08,2.0953348030471677e-08,1.8695227866118195e-10,1.1948121748635382e-09,6.155955622329532e-10,1.1092241614767318e-10,5.127531395402137e-10,2.370634728925503e-10,4.1212130999304296e-10,2.756896666476632e-10
