Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39)
6.247316900850637e-12,0.11224537218850275,0.9,0.0,0.0,0.0,0.0,0.0999999983206934,4.3009889762153826e-10,4.2763269851647683e-10,2.9716072239804466e-10,2.9717384986300876e-10,2.571198467540449e-10,2.5738893121862607e-10,2.5737332404323424e-10,2.57373899398222e-10,2.2949576943582532e-10,2.2949576943582532e-10,2.0778491983133945e-10,2.0779410116526549e-10,1.9210280547337806e-12,4.982616239844029e-13,2.127767138934981e-13,4.589136339169034e-14,2.992697988967596e-14,7.486690871886089e-16,4.472355949295932e-14,2.7967726915263164e-14,3.459746755250657e-15,9.13825054961317e-15,1.2107843596628301e-15,1.3314419573726818e-17,2.0047243863617491e-19
7.722093677493086e-12,0.11224537223300433,0.9,0.0,0.0,0.0,0.0,0.09999999792426682,5.316332286749362e-10,5.284299906852956e-10,3.673082421641575e-10,3.673282888033243e-10,3.1774113242483695e-10,3.181505141142902e-10,3.1812878343953694e-10,3.1812959949016934e-10,2.8367183140995215e-10,2.8367183140995215e-10,2.5683446008219605e-10,2.568484817511247e-10,2.3748625855072126e-12,7.567056877976669e-13,3.2352106035763955e-13,6.970225034461013e-14,4.63506488680335e-14,1.395467691611006e-15,6.82972897507183e-14,4.274092521406335e-14,5.283728107519048e-15,1.3525000291576065e-14,2.214634959976441e-15,1.6462426091364316e-17,3.789976173009591e-19
9.196870454135536e-12,0.11224537227750685,0.9,0.0,0.0,0.0,0.0,0.09999999752784025,6.331686170774291e-10,6.291714575271021e-10,4.374550307883338e-10,4.374834565350012e-10,3.7833412701611434e-10,3.789124425033557e-10,3.7888368096053117e-10,3.788847525789089e-10,3.3784789316931024e-10,3.3784789316931024e-10,3.058834891493242e-10,3.0590337313347635e-10,2.828445727920211e-12,1.0670556517603195e-12,4.567453902283207e-13,9.829982859738977e-14,6.661231673498123e-14,2.3373607761421823e-15,9.684570463053305e-14,6.063464632871109e-14,7.492839027867786e-15,1.8589815954463636e-14,3.640953054385228e-15,1.9610465363977894e-17,6.434242572685042e-19
1e-11,0.11224537236651487,0.9,0.0,0.0,0.0,0.0,0.09999999731195547,6.884629012569318e-10,6.840097852969319e-10,4.756550525811798e-10,4.756886552778087e-10,4.1131990065914115e-10,4.1200213784691684e-10,4.1196916900441994e-10,4.1197038289749614e-10,3.6735093148224503e-10,3.6735093148224503e-10,3.325942483682974e-10,3.32617754645081e-10,3.0753523914562267e-12,1.257576383873665e-12,5.386412622844089e-13,1.1585767453885503e-13,7.929766514462765e-14,2.9933990636351865e-15,1.14484383214938e-13,7.169094443645337e-14,8.857844740102859e-15,2.1611029489119595e-14,4.614151866235932e-15,2.1324828993394263e-17,8.302216968411524e-19
1.2146424007420434e-11,0.11224537236651487,0.9,0.0,0.0,0.0,0.0,0.09999999673498713,8.362425658822988e-10,8.304904833104841e-10,5.777464146478256e-10,5.77795977013991e-10,4.994365824835893e-10,5.004373357191407e-10,5.003918257911874e-10,5.003934177683402e-10,4.4620001604372164e-10,4.4620001604372164e-10,4.0398001375822607e-10,4.040146882647091e-10,3.734873915360759e-12,1.839898292712284e-12,7.894066511551368e-13,1.6953122836302643e-13,1.1906633165401095e-13,5.319445045531269e-15,1.6886279626394612e-13,1.0577680194561997e-13,1.3066455177575855e-14,3.0505349681361276e-14,7.971589426698427e-15,2.5906642172664397e-17,1.50476383870722e-18
1.480102220537684e-11,0.11224537244662561,0.9,0.0,0.0,0.0,0.0,0.09999999602141932,1.019012735836241e-09,1.0114955708885754e-09,7.040061596985349e-10,7.040797345331931e-10,6.083353757882358e-10,6.098109210989957e-10,6.097473215370698e-10,6.097493457344701e-10,5.437169258961843e-10,5.437169258961843e-10,4.922651377156242e-10,4.923166187564077e-10,4.549839555552147e-12,2.704070607344964e-12,1.1626238411127686e-12,2.4920332970377506e-13,1.804322152314228e-13,9.54317731808507e-15,2.5068221416688143e-13,1.570598913890377e-13,1.9399872032758903e-14,4.293771521255797e-14,1.3831908096919225e-14,3.1573313319261924e-17,2.761572619202515e-18
1.745562040333325e-11,0.11224537252673983,0.9,0.0,0.0,0.0,0.0,0.09999999530785153,1.2017863314449078e-09,1.1923333151332676e-09,8.302635359735998e-10,8.30365848172502e-10,7.171476039599738e-10,7.191856257218291e-10,7.191011201916896e-10,7.191035014797061e-10,6.412338350527975e-10,6.412338350527975e-10,5.805486055245894e-10,5.806202041540338e-10,5.364051628698647e-12,3.722861067901631e-12,1.6040038454428163e-12,3.4315574463201833e-13,2.5575278314726085e-13,1.5531112981582193e-14,3.48605304296592e-13,2.1842751928284564e-13,2.6981140103028306e-14,5.669725186680108e-14,2.1798742552852218e-14,3.7240090587128364e-17,4.5916700192084364e-18
2.0110218601289658e-11,0.11224537260685731,0.9,0.0,0.0,0.0,0.0,0.09999999459428373,1.384563352652695e-09,1.3730084924665855e-09,9.565185435174807e-10,9.566543160784412e-10,8.258750864371133e-10,8.285614495304831e-10,8.284532537458118e-10,8.284558850285693e-10,7.387507435135614e-10,7.387507435135614e-10,6.688304172162038e-10,6.689254444320829e-10,6.177531643869951e-12,4.891484028154143e-12,2.111877843207954e-12,4.5095420002036176e-13,3.455000311951913e-13,2.356876126685002e-14,4.62626976887913e-13,2.8987049309641744e-13,3.581027208564827e-14,7.155310663095846e-14,3.2067888210548034e-14,4.290697397453708e-17,7.111378624186779e-18
2.2764816799246066e-11,0.11224537268697837,0.9,0.0,0.0,0.0,0.0,0.09999999388071593,1.5673437994039378e-09,1.5535257309851348e-09,1.0827711823746842e-09,1.0829451364363216e-09,9.345195974926897e-10,9.379383924677604e-10,9.378037479938057e-10,9.378064964056118e-10,8.362676512784759e-10,8.362676512784759e-10,7.571105728215808e-10,7.572323395654793e-10,6.990300442200349e-12,6.2053024834111445e-12,2.6846177167505522e-12,5.721775813600064e-13,4.501023277074948e-13,3.393289599403827e-14,5.927422698030476e-13,3.7137988355900896e-13,4.588728067107166e-14,8.731586321841218e-14,4.4799988285109867e-14,4.857396347975891e-17,1.044013066219503e-17
2.5419414997202475e-11,0.11224537276710293,0.9,0.0,0.0,0.0,0.0,0.09999999316714815,1.750127671643031e-09,1.7338895169840761e-09,1.209021452589678e-09,1.2092383074688132e-09,1.0430828679682993e-09,1.047316454476462e-09,1.0471526237591154e-09,1.0471553356353512e-09,9.33784558347541e-10,9.33784558347541e-10,8.453890723718069e-10,8.455408895295384e-10,7.802378226267188e-12,7.659821532253673e-12,3.3206345089815787e-12,7.064173648873266e-13,5.699516571013653e-13,4.6891933748810477e-14,7.389463435814299e-13,4.629470133687471e-13,5.721217859036933e-14,1.0382943658985725e-13,6.012741003920917e-14,5.424105910106676e-17,1.4700055401283607e-17
3.072861139311529e-11,0.1122453729273627,0.9,0.0,0.0,0.0,0.0,0.09999999174001259,2.1157056923624985e-09,2.0941740383404174e-09,1.4615148872708043e-09,1.4618316946190603e-09,1.259972412540983e-09,1.2660759354793673e-09,1.2658455859484238e-09,1.2658476977509123e-09,1.128818370398124e-09,1.128818370398124e-09,1.0219411034310821e-09,1.0221629538521892e-09,9.424538687707028e-12,1.0973621425996395e-11,4.7763217567666175e-12,1.0123688107369307e-12,8.568245463582437e-13,8.163071605652614e-14,1.0796020300752488e-12,6.762209166648912e-13,8.360569343106885e-14,1.3860052291387045e-13,9.899942575080853e-14,6.557556868503741e-17,2.651211398192575e-17
3.603780778902811e-11,0.11224537308763702,0.9,0.0,0.0,0.0,0.0,0.09999999031287701,2.4812974143668134e-09,2.4538952860188764e-09,1.7139988479162315e-09,1.714434464023627e-09,1.4765567399471701e-09,1.4848398920816885e-09,1.4845322376958405e-09,1.4845329715710997e-09,1.3238521796653094e-09,1.3238521796653094e-09,1.1984865106424631e-09,1.1987916372076732e-09,1.1044162666405459e-11,1.4799591036168637e-11,6.466974511428692e-12,1.3657770657083452e-12,1.2087062248521944e-12,1.2977536873152355e-13,1.4845576317900269e-12,9.296275154262362e-13,1.1499091874562638e-13,1.7508444366415902e-13,1.49346906824682e-13,7.691050271264915e-17,4.356613024731874e-17
4.1347004184940926e-11,0.11224537324792608,0.9,0.0,0.0,0.0,0.0,0.09999998888574149,2.8469028372118376e-09,2.8130843571383256e-09,1.966473334881226e-09,1.967046602755805e-09,1.6928481991364336e-09,1.7036083238259521e-09,1.703212635495514e-09,1.7032111572916834e-09,1.518885986149098e-09,1.518885986149098e-09,1.3750252942543113e-09,1.3754269394064093e-09,1.2661390198165153e-11,1.9106574589667954e-11,8.38123399553498e-12,1.763800679814358e-12,1.6278261015810674e-12,1.931900963270489e-13,1.953778601530687e-12,1.223105913421291e-12,1.5136795673607963e-13,2.1277726169385437e-13,2.1159700049673252e-13,8.824586117010977e-17,6.690866400499101e-17
4.665620058085374e-11,0.11224537340823008,0.9,0.0,0.0,0.0,0.0,0.09999998745860597,3.21252196045332e-09,3.1717704640944428e-09,2.2189383485211256e-09,2.2196680984105636e-09,1.908858535032973e-09,1.922381230254714e-09,1.9218868162773747e-09,1.9218822551085023e-09,1.7139197898494892e-09,1.7139197898494892e-09,1.5515574545150355e-09,1.5520688602598229e-09,1.4276352831549497e-11,2.386530504502195e-11,1.0508288209393764e-11,2.203766591456952e-12,2.1161895190191435e-12,2.7362744096201875e-13,2.4872320418546754e-12,1.5565985658303738e-12,1.9273690950947542e-13,2.51311467567841e-13,2.860611168920898e-13,9.958164404361394e-17,9.760466533877508e-17
5.196539697676656e-11,0.11224537356854934,0.9,0.0,0.0,0.0,0.0,0.09999998603147046,3.5781547836469002e-09,3.5299811471123706e-09,2.4713938891913274e-09,2.472298939053341e-09,2.12459894799721e-09,2.141158610910554e-09,2.1405548068075193e-09,2.1405462652174573e-09,1.908953590766484e-09,1.908953590766484e-09,1.7280829916730896e-09,1.7287173995796485e-09,1.5889174585039422e-11,2.904819108763171e-11,1.2837818773047377e-11,2.6831514725950333e-12,2.6756430702772093e-12,3.7274068477123645e-13,3.084886526046155e-12,1.9300509013205974e-12,2.390978790838912e-13,2.9039316553022365e-13,3.7298821623747553e-13,1.1091785131937661e-16,1.367320521001116e-16
5.7274593372679376e-11,0.11224537372888399,0.9,0.0,0.0,0.0,0.0,0.09999998460433494,3.943801306348273e-09,3.8877423372871956e-09,2.7238399572471903e-09,2.7249391132053582e-09,2.3400801106382153e-09,2.3599404653360743e-09,2.359216621400184e-09,2.3592031878144244e-09,2.1039873889000814e-09,2.1039873889000814e-09,1.904601905976898e-09,1.9053725571782126e-09,1.7499972230928617e-11,3.4629253955551337e-11,1.5359985972518266e-11,3.1995762206673946e-12,3.3078655678408835e-12,4.920875140015563e-13,3.746712046371692e-12,2.3434112096872675e-12,2.9045096749623243e-13,3.2981690681207416e-13,4.725522255075318e-13,1.2225448298355615e-16,1.8538135547230428e-16
6.258378976859219e-11,0.11224537388923411,0.9,0.0,0.0,0.0,0.0,0.09999998317719945,4.309461528113285e-09,4.2450783407228024e-09,2.9762765530439706e-09,2.977588609849781e-09,2.555312160575607e-09,2.5787267930739006e-09,2.5778722598707696e-09,2.577853023095198e-09,2.299021184250282e-09,2.299021184250282e-09,2.0811141976748145e-09,2.082034332868639e-09,1.9108855223866662e-11,4.058414333458493e-11,1.806543548225387e-11,3.750807448662382e-12,4.014355590381447e-12,6.331290384282782e-13,4.472680030149005e-12,2.796630669918942e-12,3.4679627686221223e-13,3.694792462410602e-13,5.848405380150378e-13,1.3359153902245935e-16,2.4465598081200253e-16
6.967686087408216e-11,0.11224537410348595,0.9,0.0,0.0,0.0,0.0,0.09999998127055056,4.798003907883399e-09,4.721854041678584e-09,3.3135163382345275e-09,3.3151421391905147e-09,2.8424894638001602e-09,2.8710316768358094e-09,2.869985916293163e-09,2.869957514762091e-09,2.5595857692028992e-09,2.5595857692028992e-09,2.3169237776285395e-09,2.3180642836013213e-09,2.125550757817087e-11,4.90838143480741e-11,2.1950551108194462e-11,4.537946690909173e-12,5.076486370469403e-12,8.577779805760351e-13,5.542614773305497e-12,3.4642488725278743e-12,4.2986370001856084e-13,4.2273476650802695e-13,7.548018741569381e-13,1.4873847545159492e-16,3.4235679144412086e-16
7.676993197957214e-11,0.11224537431776607,0.9,0.0,0.0,0.0,0.0,0.09999997936390168,5.286570737100152e-09,5.1979618425417805e-09,3.650739217981786e-09,3.652712265213245e-09,3.129260915995392e-09,3.163344543053713e-09,3.1620885217334945e-09,3.1620493571775637e-09,2.8201503491874627e-09,2.8201503491874627e-09,2.552721538005912e-09,2.5541060461089113e-09,2.3399152328271863e-11,5.815955082580674e-11,2.6126967027406828e-11,5.37882906138852e-12,6.2766442746180985e-12,1.1266258436902898e-12,6.726926705260873e-12,4.202826025286214e-12,5.218421056237788e-13,4.762005281920987e-13,9.476560780559305e-13,1.6388616928438378e-16,4.636724143356632e-16
8.386300308506211e-11,0.11224537453207484,0.9,0.0,0.0,0.0,0.0,0.09999997745725278,5.775162014704397e-09,5.673448116887387e-09,3.987945193132857e-09,3.990298965053847e-09,3.415646750485423e-09,3.4556653906371572e-09,3.4541800568747247e-09,3.454128550808551e-09,3.0807149242039753e-09,3.0807149242039753e-09,2.788507479399133e-09,2.7901596199441e-09,2.5539998302472374e-11,6.776489841131864e-11,3.057596193690143e-11,6.269172454043824e-12,7.617587750314854e-12,1.4424655768139205e-12,8.025558027365025e-12,5.0122663134484126e-12,6.227317370167723e-13,5.298000740874239e-13,1.163467139164454e-12,1.7903462048836981e-16,6.112791119328623e-16
9.095607419055209e-11,0.11224537474641251,0.9,0.0,0.0,0.0,0.0,0.09999997555060391,6.263777739636935e-09,6.1483556227880085e-09,4.325134264534865e-09,4.327902216949909e-09,3.701665927100763e-09,3.7479942184957565e-09,3.7462605018073685e-09,3.746195096122029e-09,3.341279494252434e-09,3.341279494252434e-09,3.0242816024004127e-09,3.0262250046585835e-09,2.767823804789782e-11,7.78570259391992e-11,3.52799762762495e-11,7.205021950567748e-12,9.101849700010467e-12,1.8078735905828386e-12,9.438454204417545e-12,5.892480351909172e-12,7.325328374506786e-13,5.834751358346569e-13,1.4022836144071015e-12,1.9418382903065692e-16,7.878568886474981e-16
9.804914529604206e-11,0.1122453749607794,0.9,0.0,0.0,0.0,0.0,0.09999997364395506,6.7524179108386955e-09,6.622723608155251e-09,4.662306433034837e-09,4.6655220002218036e-09,3.987336154140545e-09,4.040331025539209e-09,4.038329835329235e-09,4.038248993584917e-09,3.6018440593328407e-09,3.6018440593328407e-09,3.2600439076018947e-09,3.262302199803227e-09,2.9814048304918964e-11,8.839661986973905e-11,4.0222593285201886e-11,8.182740781380775e-12,1.0731739773219995e-11,2.225215795310325e-12,1.096556388329767e-11,6.843384997777063e-12,8.512456501950832e-13,6.371898328164211e-13,1.6641350663388473e-12,2.0933379487757736e-16,9.960862062391966e-16
9.999999999999999e-11,0.11224537517517559,0.9,0.0,0.0,0.0,0.0,0.09999997311955668,6.886816165884829e-09,6.7531024886660694e-09,4.755038182053526e-09,4.758382719359449e-09,4.065846992400589e-09,4.120735768337901e-09,4.118657662997401e-09,4.118572309316365e-09,3.6735088704891295e-09,3.6735088704891295e-09,3.3248851164340486e-09,3.3272341577760023e-09,3.0401070475250175e-11,9.136895956585916e-11,4.16217589070189e-11,8.458537362536969e-12,1.1205840136850984e-11,2.349401009737912e-12,1.1405594830536145e-11,7.117303143621991e-12,8.854586479060375e-13,6.519672657182694e-13,1.7401952460463754e-12,2.135007239173002e-16,1.0592625552917927e-15
1.0514221640153204e-10,0.11224537517517559,0.9,0.0,0.0,0.0,0.0,0.09999997173730618,7.24108252725058e-09,7.096588267604668e-09,4.9994616994798016e-09,5.0031582951529576e-09,4.272674027463647e-09,4.3326758106772795e-09,4.330388035640172e-09,4.330290243664157e-09,3.862408619445194e-09,3.862408619445194e-09,3.4957943955957196e-09,3.498391204928054e-09,3.1947592064232645e-11,9.934742645206095e-11,4.5388413690453667e-11,9.198969693328334e-12,1.2509375949023464e-11,2.696674575145158e-12,1.2606838499705189e-11,7.864902538373676e-12,9.788704184511698e-13,6.909242897038154e-13,1.9490374777105744e-12,2.2448451799639805e-16,1.238642205944251e-15
1.1223528750702202e-10,0.11224537538960147,0.9,0.0,0.0,0.0,0.0,0.09999996983065731,7.72977158781357e-09,7.569982810190614e-09,5.336600064716714e-09,5.340811082976655e-09,4.557695045816075e-09,4.6250285728198154e-09,4.622435080907972e-09,4.622318846826661e-09,4.122973174589496e-09,4.122973174589496e-09,3.73153306697398e-09,3.73449201958226e-09,3.407901887184333e-11,1.1067618384530734e-10,5.076304234500735e-11,1.0250621078814756e-11,1.443669172812125e-11,3.2242527053860287e-12,1.4362232224688812e-11,8.956960570742417e-12,1.1154073854092773e-12,7.446706371378052e-13,2.256996644337431e-12,2.3963599835558647e-16,1.5181923446268671e-15
1.19328358612512e-10,0.11224537560405705,0.9,0.0,0.0,0.0,0.0,0.09999996792400845,8.21848509146872e-09,8.042937811547572e-09,5.673721529592473e-09,5.678480345785845e-09,4.842413715547732e-09,4.917389310876734e-09,4.914470950388431e-09,4.914334803539318e-09,4.383537724765745e-09,4.383537724765745e-09,3.967259922328731e-09,3.970604643314201e-09,3.620846641529327e-11,1.223522692276187e-10,5.633299410731285e-11,1.1334847692908821e-11,1.6515463733624543e-11,3.809794129651588e-12,1.623170166387522e-11,1.0119491375687451e-11,1.2608567942452551e-12,7.984242372563213e-13,2.58801561894826e-12,2.547882359217087e-16,1.8373906627541717e-15
1.2642142971800198e-10,0.11224537581854273,0.9,0.0,0.0,0.0,0.0,0.09999996601735958,8.707223037157128e-09,8.515481327341142e-09,6.010826094953924e-09,6.016166066502788e-09,5.126843585859324e-09,5.209758023758036e-09,5.206495624599471e-09,5.206338114268999e-09,4.64410226997394e-09,4.64410226997394e-09,4.202974962251983e-09,4.206729075671408e-09,3.8336061034677984e-11,1.3434758510360262e-10,6.208566203144282e-11,1.2449032526143203e-11,1.8747319584987916e-11,4.454990680370456e-12,1.821520575922032e-11,1.1352431716114577e-11,1.4152188881089906e-12,8.521820880978401e-13,2.942096064826753e-12,2.6994123065860866e-16,2.1988763238710223e-15
1.3351450082349196e-10,0.11224537603305845,0.9,0.0,0.0,0.0,0.0,0.09999996411071069,9.195985423819895e-09,8.987639316090112e-09,6.3479137616478964e-09,6.353868228765473e-09,5.41099738061463e-09,5.502134710373792e-09,5.498509085444263e-09,5.498328779482587e-09,4.9046668102140845e-09,4.9046668102140845e-09,4.43867818733574e-09,4.442865316200651e-09,4.0461919625408415e-11,1.466361355839174e-10,6.80091983824901e-11,1.3590751012661948e-11,2.1133764334401573e-11,5.1614071565265846e-12,2.0312705422556453e-11,1.2655722085468101e-11,1.5784939100944591e-12,9.059403430667974e-13,3.319240360319813e-12,2.850949825357678e-16,2.6052679129270008e-15
1.4060757192898193e-10,0.11224537624760451,0.9,0.0,0.0,0.0,0.0,0.09999996220406179,9.684772250398148e-09,9.459435606761173e-09,6.684984530521186e-09,6.691586816935219e-09,5.694886989486158e-09,5.794519369634151e-09,5.790511315833725e-09,5.790306799646961e-09,5.165231345486175e-09,5.165231345486175e-09,4.6743695981719885e-09,4.679013364447966e-09,4.258614949256239e-11,1.5919405885922928e-10,7.409252253061103e-11,1.4757773875953698e-11,2.3676176410954055e-11,5.930479430642352e-12,2.252416356263078e-11,1.4029306765308397e-11,1.7506821032504553e-12,9.596969275301477e-13,3.719449379095996e-12,3.0024949152648543e-16,3.0591640926859643e-15
1.477006430344719e-10,0.11224537646218098,0.9,0.0,0.0,0.0,0.0,0.09999996029741288,1.0173583515833068e-08,9.930892039997867e-09,7.022038402420539e-09,7.029321816058615e-09,5.978523512063967e-09,6.086912000449335e-09,6.082502299544942e-09,6.082272175228989e-09,5.4257958757902155e-09,5.4257958757902155e-09,4.9100491953526675e-09,4.915173219958724e-09,4.47088489892432e-11,1.719994856684871e-10,8.032528113645416e-11,1.594805447811495e-11,2.6375815448019836e-11,6.763522843324192e-12,2.484954496274888e-11,1.5473133574219726e-11,1.9317837106034096e-12,1.0134519141351252e-12,4.142722171865327e-12,3.1540475759231816e-16,3.563141389406528e-15
1.5479371413996188e-10,0.11224537667678804,0.9,0.0,0.0,0.0,0.0,0.09999995839076396,1.0662419219065862e-08,1.040202866854125e-08,7.359075378192659e-09,7.367073211812214e-09,6.2619173220207426e-09,6.379312601729642e-09,6.374482021340666e-09,6.374224906695528e-09,5.686360401126199e-09,5.686360401126199e-09,5.145716979469697e-09,5.151344882277654e-09,4.683010841865146e-11,1.8503233845224931e-10,8.669779009574861e-11,1.7159710842136777e-11,2.9233835192259615e-11,7.66174412659936e-12,2.7288816105585326e-11,1.698715351156411e-11,2.1217989751417216e-12,1.0672059440643445e-12,4.589057305767418e-12,3.305607806860799e-16,4.119751671273542e-15
1.6188678524545186e-10,0.11224537689142576,0.9,0.0,0.0,0.0,0.0,0.09999995648411503,1.1151279359037819e-08,1.0872863976493766e-08,7.69609545868419e-09,7.70484099044265e-09,6.5450781365325344e-09,6.671721172385448e-09,6.666450467010621e-09,6.666164994513409e-09,5.946924921494132e-09,5.946924921494132e-09,5.3813729511149494e-09,5.387528350948913e-09,4.8950011015189785e-11,1.9827411162864267e-10,9.320097179978273e-11,1.839100598163639e-11,3.225129713200551e-11,8.626254452874956e-12,2.984194498235353e-11,1.857132036769067e-11,2.320728139840542e-12,1.1209590886780326e-12,5.058453830235624e-12,3.457175607929588e-16,4.731518795745294e-15
1.7167514554643764e-10,0.11224537718767406,0.9,0.0,0.0,0.0,0.0,0.09999995385296037,1.1825941116016219e-08,1.1522147973221374e-08,8.161151728491131e-09,8.170983698251026e-09,6.9354710660963046e-09,7.075254876735978e-09,7.069345176816256e-09,7.069018350284267e-09,6.306501092551047e-09,6.306501092551047e-09,5.706556209285087e-09,5.713478333633461e-09,5.1873365943746486e-11,2.168594044074867e-10,1.0237423604389915e-10,2.0119488452544703e-11,3.6678985222541924e-11,1.0068003260245139e-11,3.3552153259904186e-11,2.087256680388505e-11,2.609886876910791e-12,1.1951352964007247e-12,5.7440860979596364e-12,3.666349941475941e-16,5.670939547902853e-15
1.8146350584742342e-10,0.11224537748398117,0.9,0.0,0.0,0.0,0.0,0.09999995122180567,1.2500649404782374e-08,1.2170930954843658e-08,8.626175827274389e-09,8.637157546844134e-09,7.325459648966582e-09,7.478803752785868e-09,7.47221835532868e-09,7.47184762998934e-09,6.6660772541469515e-09,6.6660772541469515e-09,6.031716974824093e-09,6.039450797907566e-09,5.479446484479763e-11,2.357696740870005e-10,1.1175953476112144e-10,2.1878513544602407e-11,4.1414474366523794e-11,1.1640358020267036e-11,3.747905430822266e-11,2.3307208982232425e-11,2.916022076448964e-12,1.2693071823256847e-12,6.4736339734155335e-12,3.8755386895608616e-16,6.726609391197415e-15
1.9458063476247943e-10,0.11224537788114743,0.9,0.0,0.0,0.0,0.0,0.09999994769586311,1.3404881516391406e-08,1.303962514546272e-08,9.24929217742351e-09,9.261913857330452e-09,7.847474220059131e-09,8.019612965672373e-09,8.012064488784595e-09,8.011630999529074e-09,7.1479359696211245e-09,7.1479359696211245e-09,6.467421257140573e-09,6.476313328648989e-09,5.870569787162229e-11,2.6155790272465185e-10,1.2463627500669502e-10,2.4277732387791705e-11,4.8246538233294104e-11,1.3955943394203146e-11,4.308102844404388e-11,2.677879397509476e-11,3.352885082389245e-12,1.3686956934537683e-12,7.520135488897946e-12,4.155889729812532e-16,8.334624901747388e-15
2.0769776367753544e-10,0.1122453782784202,0.9,0.0,0.0,0.0,0.0,0.09999994416992043,1.430919717803918e-08,1.3907559948462677e-08,9.872350764234623e-09,9.886725962603181e-09,8.368842267789386e-09,8.560449411848857e-09,8.55187183771627e-09,8.551371138453672e-09,7.629794668105228e-09,7.629794668105228e-09,6.903085153751887e-09,6.9132162267431296e-09,6.261351144834498e-11,2.8778928813413886e-10,1.3781920123787038e-10,2.6718537459432744e-11,5.5639290564463e-11,1.6514444074613274e-11,4.907184796644885e-11,3.0489534095039393e-11,3.8202370810021265e-12,1.4680771395952654e-12,8.645490132205492e-12,4.436266654043195e-16,1.0177737395156846e-14
2.2081489259259146e-10,0.1122453786757999,0.9,0.0,0.0,0.0,0.0,0.09999994064397763,1.5213596383031376e-08,1.4774800272493244e-08,1.0495351593060522e-08,1.0511593795632746e-08,8.889602307197776e-09,9.101313084427551e-09,9.091640343340377e-09,9.091068049715319e-09,8.111653349599259e-09,8.111653349599259e-09,7.33870866840008e-09,7.350159489286251e-09,6.651819791872377e-11,3.1439889621847836e-10,1.5127217109063323e-10,2.91947761921975e-11,6.359635738845534e-11,1.9319706981949274e-11,5.545136150207803e-11,3.443922963141088e-11,4.318079607223033e-12,1.5674526461509964e-12,9.849691279086203e-12,4.716669456964161e-16,1.2270503991015898e-14
2.339320215076475e-10,0.1122453790732869,0.9,0.0,0.0,0.0,0.0,0.09999993711803469,1.611807912467471e-08,1.5641401946778673e-08,1.111829466925316e-08,1.1136517293212916e-08,9.409788467788164e-09,9.642203976521569e-09,9.631369952585834e-09,9.630721736265783e-09,8.59351201410322e-09,8.59351201410322e-09,7.774291804826611e-09,7.787143113370747e-09,7.042000873219671e-11,3.413308915920846e-10,1.6496313110143703e-10,3.170114815748302e-11,7.212082344707009e-11,2.237501971067443e-11,6.221942693865588e-11,3.862769704274592e-11,4.8464141959423755e-12,1.6668216133220631e-12,1.113273376131566e-11,4.997098133824969e-16,1.4627067665927953e-14
2.4704915042270354e-10,0.11224537947088149,0.9,0.0,0.0,0.0,0.0,0.0999999335920916,1.7022645396276062e-08,1.6507412824905038e-08,1.1741179998164167e-08,1.1761496395566128e-08,9.929430950320173e-09,1.0183122081244917e-08,1.0171060617261504e-08,1.017033220105687e-08,9.075370661617107e-09,9.075370661617107e-09,8.209834566772708e-09,8.22416709608509e-09,7.431915920751084e-11,3.6853743165049817e-10,1.7886369515231467e-10,3.423310275724064e-11,8.121529672889714e-11,2.5683177994729016e-11,6.937591036833201e-11,4.305476699578145e-11,5.405242381492326e-12,1.7661828554424252e-12,1.2494612900037297e-11,5.277552694023269e-16,1.7261161650585888e-14
2.601662793377596e-10,0.11224537986858393,0.9,0.0,0.0,0.0,0.0,0.09999993006614834,1.7927295191142636e-08,1.7372873759993885e-08,1.2364007585144761e-08,1.2386531045994317e-08,1.0448556430039046e-08,1.0724067391712476e-08,1.0710712293205626e-08,1.0709899447040358e-08,9.557229292140922e-09,9.557229292140922e-09,8.645336957979325e-09,8.661231434514195e-09,7.821583331370651e-11,3.959776889335261e-10,1.929487724333873e-10,3.6786748655378805e-11,9.088196497355314e-11,2.9246545432841996e-11,7.692068515585059e-11,4.772028263112197e-11,5.994565697725193e-12,1.8655363556780646e-12,1.3935323017864825e-11,5.558033135445864e-16,2.018610827564056e-14
2.732834082528156e-10,0.11224538026639427,0.9,0.0,0.0,0.0,0.0,0.0999999265402049,1.8832028502581916e-08,1.8237819786436408e-08,1.2986777435545775e-08,1.3011621190474277e-08,1.0967188524486014e-08,1.1265039901040002e-08,1.125032493966868e-08,1.1249423477167992e-08,1.0039087905674664e-08,1.0039087905674664e-08,9.080798982187125e-09,9.09833612573975e-09,8.211018925415189e-11,4.2361666661498413e-10,2.0719613709456208e-10,3.9358744738932486e-11,1.0112266606334192e-10,3.306712547001088e-11,8.485363082737345e-11,5.2624097462078776e-11,6.614385678009281e-12,1.9648826682068567e-12,1.545485794669453e-11,5.838539427197924e-16,2.3414815442213344e-14
