Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39)
2.8640053716787166e-10,0.11224538066431276,0.9,0.0,0.0,0.0,0.0,0.09999992301426126,1.973684532390221e-08,1.9102280880391276e-08,1.3609489554717324e-08,1.3636766777377672e-08,1.1485348116344346e-08,1.1806039602344155e-08,1.1789898518973309e-08,1.178890429439123e-08,1.0520946502218333e-08,1.0520946502218333e-08,9.516220643136291e-09,9.53548116684067e-09,8.600236181070704e-11,4.5142443746530866e-10,2.215861297967625e-10,4.194622940490674e-11,1.1193893391645528e-10,3.714660799333676e-11,9.317463233800956e-11,5.7766074024315885e-11,7.264703855532521e-12,2.0642221565516714e-12,1.705321167472736e-11,6.119071580810135e-16,2.6959775924673987e-14
2.995176660829277e-10,0.1122453810623396,0.9,0.0,0.0,0.0,0.0,0.09999991948831742,2.064174564841212e-08,1.996628287352913e-08,1.4232143948009105e-08,1.4261967757138019e-08,1.2003053738510716e-08,1.2347066488742462e-08,1.2329432996024762e-08,1.2328341901661483e-08,1.100280508177192e-08,1.100280508177192e-08,9.9516019445667e-09,9.972666554893114e-09,8.989246632440288e-11,4.793752282962437e-10,2.361013018901745e-10,4.454673573512751e-11,1.2333205308510243e-10,4.1486425240568745e-11,1.0188357919144715e-10,6.314608225220729e-11,7.94552176302369e-12,2.163554619332087e-12,1.8730378664063592e-11,6.399629659027845e-16,3.083307173715979e-14
3.1263479499798374e-10,0.11224538146047479,0.9,0.0,0.0,0.0,0.0,0.09999991596237336,2.1546729469421124e-08,2.082984780129866e-08,1.4854740620770095e-08,1.4887224082089707e-08,1.2520321759095476e-08,1.288812055335335e-08,1.2868928338029574e-08,1.286773630192986e-08,1.1484663644335434e-08,1.1484663644335434e-08,1.0386942890217735e-08,1.0409892286970854e-08,9.378060297687786e-11,5.074470682478379e-10,2.5072624217285217e-10,4.715815788853376e-11,1.3530307974210182e-10,4.608777380993418e-11,1.1098036507054235e-10,6.876399885433142e-11,8.6568409330434e-12,2.2628797539504514e-12,2.048635345797093e-11,6.680213596889226e-16,3.50463801346945e-14
3.257519239130398e-10,0.11224538185871841,0.9,0.0,0.0,0.0,0.0,0.09999991243642908,2.2451796780238602e-08,2.1692994672892846e-08,1.54772795783491e-08,1.551253570617399e-08,1.303716672164057e-08,1.3429201789296118e-08,1.3408384513984074e-08,1.3407087498147635e-08,1.1966522189908867e-08,1.1966522189908867e-08,1.0822243483828651e-08,1.0847158360145062e-08,9.76668593385653e-11,5.356210180998526e-10,2.654472614889211e-10,4.9778679341992456e-11,1.4785288724841036e-10,5.095166189720065e-11,1.204648870811562e-10,7.461970594724024e-11,9.398662897442504e-12,2.3621975022977792e-12,2.2321130387252494e-11,6.960823262487216e-16,3.9610983283001396e-14
3.388690528280958e-10,0.11224538225707065,0.9,0.0,0.0,0.0,0.0,0.09999990891048456,2.3356947574174904e-08,2.2555739593070016e-08,1.6099760826094086e-08,1.613790258486104e-08,1.3553601433581273e-08,1.3970310189690964e-08,1.3947801494607512e-08,1.3946395493265686e-08,1.2448380718492225e-08,1.2448380718492225e-08,1.1257503729138123e-08,1.1284464771484857e-08,1.01551304699085e-10,5.63881054395923e-10,2.8025230850629554e-10,5.240676113594092e-11,1.6098217355962644e-10,5.607891688853154e-11,1.303370456081293e-10,8.071309084933588e-11,1.0170989188018124e-11,2.4615080231975413e-12,2.4234703594653845e-11,7.2414588673079e-16,4.4537772894826195e-14
3.5198618174315186e-10,0.11224538265553141,0.9,0.0,0.0,0.0,0.0,0.09999990538453979,2.426218184454002e-08,2.3418096568556664e-08,1.6722184369353072e-08,1.676332467484273e-08,1.4069637322242901e-08,1.4511445747658939e-08,1.4487179251898971e-08,1.4485660290235225e-08,1.29302392300855e-08,1.29302392300855e-08,1.1692723629884855e-08,1.1721811518056878e-08,1.0543399880488387e-10,5.922132562294978e-10,2.9513063984204216e-10,5.5041066297676886e-11,1.746915097598406e-10,6.147023512233224e-11,1.4059674351908657e-10,8.704404463927807e-11,1.0973821335658e-11,2.560811425355903e-12,2.622706726061395e-11,7.522120628787091e-16,4.9837262383686287e-14
3.651033106582079e-10,0.1122453830541009,0.9,0.0,0.0,0.0,0.0,0.09999990185859475,2.5167499584644917e-08,2.4280077505500853e-08,1.7344550213473273e-08,1.738880193399509e-08,1.45852844764254e-08,1.505260845632199e-08,1.5026517759144188e-08,1.5024881892007114e-08,1.3412097724688692e-08,1.3412097724688692e-08,1.2127903189806996e-08,1.2159198596925918e-08,1.0931500624037575e-10,6.206057934398705e-10,3.100727793277863e-10,5.768045788351908e-11,1.8898134127133522e-10,6.712618303462669e-11,1.512438861236014e-10,9.361246213289192e-11,1.1807160871150816e-11,2.6601076610904393e-12,2.8298215694616233e-11,7.802807819918974e-16,5.551959079958732e-14
3.7822043957326394e-10,0.11224538345277893,0.9,0.0,0.0,0.0,0.0,0.09999989833264947,2.607290078780123e-08,2.5141692565903753e-08,1.796685836380126e-08,1.8014334321233e-08,1.510055181411191e-08,1.5593798308802966e-08,1.556581699069819e-08,1.556406030153197e-08,1.38939562023018e-08,1.38939562023018e-08,1.2563042412642238e-08,1.259662600515489e-08,1.1319437379578594e-10,6.490485936003362e-10,3.2507036125769394e-10,6.03239675791815e-11,2.038520077387854e-10,7.304721774749563e-11,1.6227838082858811e-10,1.0041824129424081e-10,1.2671009325044655e-11,2.7593966501765528e-12,3.044814323010751e-11,8.083520371372277e-16,6.159453305845936e-14
3.9133756848832e-10,0.11224538385156571,0.9,0.0,0.0,0.0,0.0,0.09999989480670389,2.6978385447321093e-08,2.600295046233059e-08,1.858910882568294e-08,1.86399217963826e-08,1.5615447229312705e-08,1.6135015298225587e-08,1.6105076921807294e-08,1.6103195521760164e-08,1.4375814662924827e-08,1.4375814662924827e-08,1.2998141302127818e-08,1.3034093739804953e-08,1.1707211263423564e-10,6.775330657937685e-10,3.4011599273580354e-10,6.297076946091367e-11,2.1930375963453272e-10,7.923370424417095e-11,1.7370013684609821e-10,1.0746128274686956e-10,1.3565368227660147e-11,2.8586783646473733e-12,3.2676844152736584e-11,8.364260137336784e-16,6.807150924432112e-14
4.04454697403376e-10,0.11224538425046117,0.9,0.0,0.0,0.0,0.0,0.09999989128075802,2.78839535565168e-08,2.6863858738249402e-08,1.921130160446408e-08,1.926556432003081e-08,1.6129977766422342e-08,1.6676259417714466e-08,1.664429752840086e-08,1.6642287555642245e-08,1.485767310655777e-08,1.485767310655777e-08,1.3433199862000876e-08,1.347160179793519e-08,1.2094826772518683e-10,7.060517516710838e-10,3.5520309076391457e-10,6.562014717360534e-11,2.353367791429358e-10,8.56859368964703e-11,1.8550906483228312e-10,1.1474148915111278e-10,1.4490239108587014e-11,2.957952836240143e-12,3.498431269349701e-11,8.645026386162678e-16,7.495959814426087e-14
4.1757182631843206e-10,0.11224538464946535,0.9,0.0,0.0,0.0,0.0,0.09999988775481188,2.8789605108701675e-08,2.7724423813270518e-08,1.9833436705489834e-08,1.9891261853475344e-08,1.6644149676666757e-08,1.7217530660395082e-08,1.7183478787064394e-08,1.7181336406128563e-08,1.5339531533200623e-08,1.5339531533200623e-08,1.386821809599811e-08,1.3909150176603022e-08,1.2482293240865788e-10,7.34598265790847e-10,3.7032582807345493e-10,6.827148775744851e-11,2.5195118404753135e-10,9.240414340907579e-11,1.9770507680408388e-10,1.2225876509662494e-10,1.5445623497150417e-11,3.057220090050169e-12,3.7370543085730394e-11,8.925814852628533e-16,8.226754389966616e-14
4.306889552334881e-10,0.11224538504857813,0.9,0.0,0.0,0.0,0.0,0.09999988422886541,2.9695340097188082e-08,2.858465137499003e-08,2.0455514134105226e-08,2.0517014358621358e-08,1.715796853792576e-08,1.775882901939379e-08,1.7722620674914212e-08,1.772034207616966e-08,1.5821389942853395e-08,1.5821389942853395e-08,1.4303196007856138e-08,1.434673887286386e-08,1.2869607610047434e-10,7.631670765774355e-10,3.8547902058755706e-10,7.092426089468337e-11,2.6914704093546837e-10,9.938849839158778e-11,2.102880859028947e-10,1.300130167259369e-10,1.643152292191914e-11,3.1564801168021926e-12,3.983552958805352e-11,9.206629259612384e-16,9.000377010986296e-14
4.4380608414854414e-10,0.11224538544779969,0.9,0.0,0.0,0.0,0.0,0.09999988070291863,3.060115851528921e-08,2.9444546290055895e-08,2.107753389565425e-08,2.1142821797974108e-08,1.7671439261416682e-08,1.8300154487837847e-08,1.826172316961868e-08,1.825930456871551e-08,1.630324833551607e-08,1.630324833551607e-08,1.4738133601310847e-08,1.4784367883771817e-08,1.3256758883177482e-10,7.91753550615241e-10,4.0065811961650386e-10,7.357802252627801e-11,2.8692436276643635e-10,1.0663912087014722e-10,2.2325800641783634e-10,1.380041518087353e-10,1.744793891161063e-11,3.2557328909269103e-12,4.237926647032787e-11,9.487478335712564e-16,9.817638277410726e-14
4.569232130636002e-10,0.11224538584712986,0.9,0.0,0.0,0.0,0.0,0.09999987717697155,3.150706035631999e-08,3.030411249672505e-08,2.169949599548096e-08,2.176868413451e-08,1.8184566242016445e-08,1.884150705885537e-08,1.8800786249219303e-08,1.879822388671645e-08,1.6785106711188654e-08,1.6785106711188654e-08,1.5173030880098185e-08,1.522203720637893e-08,1.3643768625481076e-10,8.203536558136623e-10,4.1585907125835253e-10,7.623238698761374e-11,3.05283126546079e-10,1.1415609255792517e-10,2.366147534747191e-10,1.4623207919041963e-10,1.8494872993992075e-11,3.3549784007773363e-12,4.5001747986584075e-11,9.768348955799311e-16,1.0679318884992548e-13
4.700403419786562e-10,0.11224538624656868,0.9,0.0,0.0,0.0,0.0,0.09999987365102413,3.241304561359745e-08,3.116335320834227e-08,2.232140043892804e-08,2.2394601331692608e-08,1.869735333721914e-08,1.9382886725575403e-08,1.9339809892181135e-08,1.9337100033121978e-08,1.7266965069871143e-08,1.7266965069871143e-08,1.560788784795313e-08,1.5659746837736232e-08,1.4030661432778252e-10,8.489640530098162e-10,4.310783347169022e-10,7.888703518265972e-11,3.2422326804191877e-10,1.219394523894601e-10,2.503582431133224e-10,1.5469670897182775e-10,1.957232669731669e-11,3.4542166510404634e-12,4.770296837503194e-11,1.0049225788720803e-15,1.1586169440102443e-13
4.831574708937122e-10,0.11224538664611619,0.9,0.0,0.0,0.0,0.0,0.09999987012507636,3.331911428043171e-08,3.202227212215084e-08,2.294324723133886e-08,2.3020573353319585e-08,1.9209804046828837e-08,1.9924293481127814e-08,1.987879407718687e-08,1.9875933010882468e-08,1.7748823411563547e-08,1.7748823411563547e-08,1.6042704508611142e-08,1.6097496774892333e-08,1.4417379894723077e-10,8.77581738313397e-10,4.4631271430317734e-10,8.154168103334157e-11,3.437447032016435e-10,1.2998921853003119e-10,2.6448839191141323e-10,1.6339795193380392e-10,2.0680301548279905e-11,3.5534476471583953e-12,5.048292186848405e-11,1.0330148022693747e-15,1.253891306757728e-13
4.962745998087683e-10,0.11224538704577226,0.9,0.0,0.0,0.0,0.0,0.09999986659912827,3.4225266350138826e-08,3.2880871770755033e-08,2.3565036378055723e-08,2.3646600163562954e-08,1.9721921463381736e-08,2.046572731864338e-08,2.041773878322268e-08,2.04147228229477e-08,1.8230681736265844e-08,1.8230681736265844e-08,1.6477480865806923e-08,1.653528701489466e-08,1.4803934563333623e-10,9.062041917085469e-10,4.6155940441454456e-10,8.419608503480793e-11,3.638473193348334e-10,1.383053793788302e-10,2.7900511712197977e-10,1.7233571969961407e-10,2.181879907377179e-11,3.6526713845897036e-12,5.334160270595268e-11,1.061110934475697e-15,1.353824495635172e-13
5.080800158323187e-10,0.11224538740555556,0.9,0.0,0.0,0.0,0.0,0.0999998634257747,3.504087451681125e-08,3.365333981724313e-08,2.4124597327446983e-08,2.4210071107714e-08,2.018254442893356e-08,2.0953040921809206e-08,2.0902755246990857e-08,2.089959674957436e-08,1.866435421397138e-08,1.866435421397138e-08,1.6868745130908967e-08,1.6929332687389143e-08,1.5151742682195693e-10,9.319667491538952e-10,4.752899193358027e-10,8.658467805161288e-11,3.824364694827812e-10,1.4601766021688316e-10,2.9240062475282973e-10,1.805818669798825e-10,2.286954499566498e-11,3.741966533738858e-12,5.598172257959562e-11,1.0863975904699612e-15,1.4478029358001687e-13
5.198854318558691e-10,0.11224538776542686,0.9,0.0,0.0,0.0,0.0,0.09999986025242084,3.585655022952609e-08,3.442555234609795e-08,2.4684111592046047e-08,2.4773586376208553e-08,2.064290142998479e-08,2.144037645079545e-08,2.138773970099235e-08,2.1384435716526668e-08,1.9098026677914943e-08,1.9098026677914943e-08,1.7259976755953006e-08,1.7323411000642158e-08,1.5499430076078944e-10,9.577301417566659e-10,4.890268139827466e-10,8.897278858774989e-11,4.0149615274970673e-10,1.5394565071135657e-10,3.061091331657592e-10,1.8901946491701257e-10,2.3945016633697992e-11,3.8312557912158516e-12,5.868560273439513e-11,1.1116867204976335e-15,1.5456561305750598e-13
5.316908478794195e-10,0.11224538812538605,0.9,0.0,0.0,0.0,0.0,0.09999985707906667,3.667229348341047e-08,3.519751071354075e-08,2.5243579175746577e-08,2.5337145943509114e-08,2.1102994103225257e-08,2.1927733900596264e-08,2.187269213032089e-08,2.1869239725954897e-08,1.953169912809652e-08,1.953169912809652e-08,1.7651175743661043e-08,1.7717521952497966e-08,1.5846989183626418e-10,9.834931733981075e-10,5.027686374832253e-10,9.13603040443014e-11,4.2102624949322034e-10,1.620893031809589e-10,3.201305830204949e-10,1.976484502932003e-10,2.5045215100016237e-11,3.92053915581176e-12,6.145323896230956e-11,1.1369788600364659e-15,1.6474294324839442e-13
5.4349626390297e-10,0.11224538848543313,0.9,0.0,0.0,0.0,0.0,0.09999985390571221,3.7488104273594194e-08,3.596921578330649e-08,2.5803000082441796e-08,2.5900749784227817e-08,2.1562823928842657e-08,2.24151132662064e-08,2.2357612520174357e-08,2.235400878000918e-08,1.9965371564516122e-08,1.9965371564516122e-08,1.8042342096754757e-08,1.8111665540799897e-08,1.619444577447779e-10,1.0092548067555058e-09,5.165140896714941e-10,9.374712710788963e-11,4.410266308664972e-10,1.7044856030496075e-10,3.3446491522780867e-10,2.064687601697218e-10,2.617014150661302e-11,4.0098166258175865e-12,6.428462705391687e-11,1.1622723207856664e-15,1.7531666210218274e-13
5.553016799265204e-10,0.11224538884556805,0.9,0.0,0.0,0.0,0.0,0.09999985073235747,3.8303982595205795e-08,3.674066850274505e-08,2.6362374316024656e-08,2.646439787311717e-08,2.2022392241390715e-08,2.2902514542621188e-08,2.284250085584443e-08,2.2838742880839614e-08,2.0399043987173728e-08,2.0399043987173728e-08,1.843347581795564e-08,1.8505841763390243e-08,1.6541803124957811e-10,1.035014145449362e-09,5.302620108200766e-10,9.613317405445804e-11,4.6149715992623206e-10,1.7902335622861713e-10,3.49112070928875e-10,2.15480331892169e-10,2.7319796965179313e-11,4.09908819868298e-12,6.71797627984945e-11,1.187566924583045e-15,1.8629099304861238e-13
5.671070959500708e-10,0.11224538920579082,0.9,0.0,0.0,0.0,0.0,0.09999984755900239,3.91199284433716e-08,3.751187011694973e-08,2.692170188038758e-08,2.7028090185055316e-08,2.248170024626429e-08,2.338993772483652e-08,2.332735712270871e-08,2.3323442030596026e-08,2.0832716396069358e-08,2.0832716396069358e-08,1.8824576909984822e-08,1.8900050618110464e-08,1.6889021805416447e-10,1.0607704220571858e-09,5.440113656468184e-10,9.851837351979251e-11,4.82437692379953e-10,1.878136173252596e-10,3.640719914745111e-10,2.2468310308208478e-10,2.8494182587357456e-11,4.188353871286249e-12,7.013864198417082e-11,1.212865330265074e-15,1.9767001156216789e-13
5.789125119736212e-10,0.11224538956610147,0.9,0.0,0.0,0.0,0.0,0.09999984438564702,3.9935941813222475e-08,3.8282821122290976e-08,2.748098277942271e-08,2.7591826695034546e-08,2.2940749033280966e-08,2.3877382807848904e-08,2.3812181306216707e-08,2.380810623142823e-08,2.1266388791203e-08,2.1266388791203e-08,1.921564537556323e-08,1.9294292102801015e-08,1.723612680351946e-10,1.0865229734750795e-09,5.577612305480922e-10,1.0090266417632043e-10,5.03848077987985e-10,1.9681926371618318e-10,3.7934461839797424e-10,2.3407701152325175e-10,2.9693299484491525e-11,4.277613640593668e-12,7.316126039701423e-11,1.2381658683448033e-15,2.0945764846422308e-13
5.907179279971717e-10,0.1122453899264999,0.9,0.0,0.0,0.0,0.0,0.09999984121229134,4.075202269988891e-08,3.905352201736163e-08,2.804021701702184e-08,2.8155607378153897e-08,2.3399539586921944e-08,2.4364849786655448e-08,2.4296973391881494e-08,2.429273548548599e-08,2.1700061172574653e-08,2.1700061172574653e-08,1.9606681217411562e-08,1.968856621530122e-08,1.7583133965007846e-10,1.1122712255500802e-09,5.715107838839402e-10,1.0328599323395107e-10,5.257281615744287e-10,2.0604021025117546e-10,3.9492989339902273e-10,2.436619951849503e-10,3.091714876760789e-11,4.366867503966067e-12,7.62476138205867e-11,1.2634675201075212e-15,2.2165768228382835e-13
6.025233440207221e-10,0.11224539028698613,0.9,0.0,0.0,0.0,0.0,0.09999983803893536,4.156817109849975e-08,3.982397353588216e-08,2.8599404597076453e-08,2.871943220959631e-08,2.385807281050467e-08,2.485233865625387e-08,2.4781733365265625e-08,2.477732979491896e-08,2.2133733540184313e-08,2.2133733540184313e-08,1.9997684438250284e-08,2.0082872953449472e-08,1.793002886330344e-10,1.1380146715194998e-09,5.852592826133346e-10,1.0566831434476965e-10,5.480777842882396e-10,2.1547636781875417e-10,4.1082775830774006e-10,2.5343799219514295e-10,3.216573154750169e-11,4.456115458826986e-12,7.939769803654651e-11,1.2887712682788838e-15,2.3427376220410463e-13
6.143287600442725e-10,0.11224539064756005,0.9,0.0,0.0,0.0,0.0,0.09999983486557903,4.238438700418435e-08,4.0594176315818805e-08,2.915854552347778e-08,2.928330116461117e-08,2.431634954285634e-08,2.533984941164231e-08,2.526646121197126e-08,2.5261889161876777e-08,2.2567405894031986e-08,2.2567405894031986e-08,2.038865504079969e-08,2.0477212315083395e-08,1.8276801208403066e-10,1.163752858863277e-09,5.990060461266324e-10,1.0804958634927175e-10,5.708967842897443e-10,2.251276441114593e-10,4.2703815505771783e-10,2.634049407902065e-10,3.3439048934768385e-11,4.545357502554173e-12,8.261150882512859e-11,1.3140778052218843e-15,2.473094370502072e-13
6.261341760678229e-10,0.11224539100822173,0.9,0.0,0.0,0.0,0.0,0.0999998316922224,4.320067041207392e-08,4.13641306953451e-08,2.971763980011668e-08,2.9847214218532374e-08,2.477437054254711e-08,2.582738204781956e-08,2.5751156917649638e-08,2.574641358850897e-08,2.300107823411766e-08,2.300107823411766e-08,2.0779593027779796e-08,2.0871584298039567e-08,1.8623464179522458e-10,1.1894853999948452e-09,6.127504715835346e-10,1.104297742793902e-10,5.941849962078801e-10,2.349939430335682e-10,4.435610257126311e-10,2.735627793275921e-10,3.4737102039727225e-11,4.6345936325029305e-12,8.588904196451794e-11,1.3393862653757202e-15,2.60768117798103e-13
6.379395920913734e-10,0.11224539136897115,0.9,0.0,0.0,0.0,0.0,0.09999982851886545,4.40170213172995e-08,4.213383703228933e-08,3.027668743088372e-08,3.041117134676403e-08,2.5232136502547186e-08,2.6314936559784948e-08,2.6235820467992152e-08,2.6230903076964998e-08,2.3434750560441345e-08,2.3434750560441345e-08,2.1170498401910453e-08,2.1265988900153622e-08,1.8970023787811098e-10,1.21521195920044e-09,6.264920197442793e-10,1.128088481022277e-10,6.179422518993008e-10,2.4507516548339537e-10,4.603963124433221e-10,2.839114462805087e-10,3.605989197244565e-11,4.723823846022853e-12,8.923029323105378e-11,1.3646962680088227e-15,2.746530956571389e-13
6.497450081149238e-10,0.11224539172980821,0.9,0.0,0.0,0.0,0.0,0.09999982534550815,4.4833439714991283e-08,4.290329581201828e-08,3.083568841966909e-08,3.097517252477783e-08,2.568964805421823e-08,2.680251294253844e-08,2.6720451848728014e-08,2.6715357629394253e-08,2.3868422873003038e-08,2.3868422873003038e-08,2.1561371165911218e-08,2.1660426119260178e-08,1.9316468581931481e-10,1.2409322477027584e-09,6.402302111499236e-10,1.1518678223377392e-10,6.421683807684235e-10,2.553712096705085e-10,4.775439575227005e-10,2.9445088023725995e-10,3.7407419842725404e-11,4.8130481404715225e-12,9.263525839909949e-11,1.3900085873764312e-15,2.889675384447711e-13
6.615504241384742e-10,0.1122453920907329,0.9,0.0,0.0,0.0,0.0,0.09999982217215053,4.5649925600280326e-08,4.367250739701004e-08,3.1394642770362777e-08,3.1539217728092205e-08,2.6146905787173257e-08,2.7290111191080443e-08,2.7205051045612235e-08,2.7199777247946072e-08,2.430209517180273e-08,2.430209517180273e-08,2.195221132250152e-08,2.2054895953193106e-08,1.9662796293479045e-10,1.2666460076961913e-09,6.539646068746005e-10,1.1756355401681785e-10,6.668632106135574e-10,2.658819720465168e-10,4.950039032936919e-10,3.0518101985019316e-10,3.877968676016982e-11,4.902266513215231e-12,9.610393324154894e-11,1.4153233772480095e-15,3.03714524701759e-13
6.733558401620246e-10,0.11224539245174527,0.9,0.0,0.0,0.0,0.0,0.09999981899879258,4.6466478968298896e-08,4.444147197992826e-08,3.195355048685429e-08,3.210330693229757e-08,2.6603910228504944e-08,2.7777731300412112e-08,2.768961804443899e-08,2.7684161934769692e-08,2.4735767456840426e-08,2.4735767456840426e-08,2.2343018874400446e-08,2.2449398399785012e-08,2.0009017139792783e-10,1.292353026199731e-09,6.676948287336032e-10,1.1993914501189258e-10,6.920265669629019e-10,2.7660734655244906e-10,5.127760922061657e-10,3.161018038686696e-10,4.017669383404621e-11,4.991478961632118e-12,9.963631352880972e-11,1.4406399658309927e-15,3.188969870264552e-13
6.923955946898065e-10,0.11224539303417,0.9,0.0,0.0,0.0,0.0,0.09999981388080564,4.7783556997739726e-08,4.568113703290299e-08,3.285485763810113e-08,3.3013161670692143e-08,2.7340433715483653e-08,2.856421021576886e-08,2.84710589854547e-08,2.846530312497583e-08,2.5435193338472954e-08,2.5435193338472954e-08,2.297324392779553e-08,2.308571997077892e-08,2.0567168235178875e-10,1.3337986179317231e-09,6.898292964224872e-10,1.2376796886656327e-10,7.335967027080951e-10,2.943571161204303e-10,5.420967852231953e-10,3.3411635009459193e-10,4.248191371527424e-11,5.135348155073706e-12,1.0546754431620835e-10,1.4814748845990258e-15,3.4430782313559536e-13
7.114353492175883e-10,0.11224539361682233,0.9,0.0,0.0,0.0,0.0,0.09999980876281782,4.9100810524656664e-08,4.6920161395630793e-08,3.375604351470332e-08,3.3923130695296015e-08,2.807630146689353e-08,2.935074595965893e-08,2.9252416079278684e-08,2.9246353468231753e-08,2.6134619184308896e-08,2.6134619184308896e-08,2.3603384191009393e-08,2.372212635641347e-08,2.1125030325560444e-10,1.3752255484235266e-09,7.11950800446625e-10,1.2759362603919707e-10,7.763843301611682e-10,3.126643788915939e-10,5.722292693039011e-10,3.5262636955955823e-10,4.485149320468904e-11,5.279201920889182e-12,1.1146445173059036e-10,1.5223152679400257e-15,3.708700205742464e-13
7.304751037453701e-10,0.1122453941997024,0.9,0.0,0.0,0.0,0.0,0.09999980364482909,5.041823952863089e-08,4.8158545958738016e-08,3.4657108132972736e-08,3.483321390437659e-08,2.881151516171936e-08,3.0137338511120746e-08,3.0033689266669874e-08,3.0027312973552566e-08,2.6834044994348234e-08,2.6834044994348234e-08,2.4233439675445394e-08,2.4358617547581522e-08,2.1682602834453737e-10,1.41663327494565e-09,7.340582721043869e-10,1.314160717627185e-10,8.203887010077446e-10,3.3152867108228126e-10,6.031733039930701e-10,3.716316062626439e-10,4.728543695184071e-11,5.423040248151916e-12,1.1762701799969281e-10,1.5631611997170223e-15,3.985943368733709e-13
7.49514858273152e-10,0.11224539478280993,0.9,0.0,0.0,0.0,0.0,0.09999979852683945,5.173584398924611e-08,4.939629145133677e-08,3.5558051509218896e-08,3.5743411196472984e-08,2.954607627776843e-08,3.0923987849196976e-08,3.0814878488530305e-08,3.080818164995282e-08,2.7533470768590963e-08,2.7533470768590963e-08,2.4863410392505238e-08,2.499519353516902e-08,2.2239888749664186e-10,1.4580213801553882e-09,7.561508385703413e-10,1.352352727986798e-10,8.656090614640394e-10,3.5094952240987366e-10,6.349286492271389e-10,3.911318045649464e-10,4.978374960442409e-11,5.566863125964402e-12,1.2395522533765255e-10,1.604012474905348e-15,4.27490848433224e-13
7.685546128009338e-10,0.11224539536614493,0.9,0.0,0.0,0.0,0.0,0.0999997934088489,5.305362388608774e-08,5.0633398557526756e-08,3.645887365974904e-08,3.665372247035386e-08,3.0279986135364804e-08,3.1710693952934337e-08,3.1595983685882896e-08,3.15889595064466e-08,2.8232896507037084e-08,2.8232896507037084e-08,2.5493296353589037e-08,2.5631854310055216e-08,2.2796886245891662e-10,1.499389539448333e-09,7.782277804453389e-10,1.390512043360698e-10,9.120446540518146e-10,3.7092645799165064e-10,6.674950652708581e-10,4.1112670913151757e-10,5.2346435808352026e-11,5.710670543453547e-12,1.3044905594557588e-10,1.6448692680438008e-15,4.57569016929636e-13
7.875943673287156e-10,0.11224539594970724,0.9,0.0,0.0,0.0,0.0,0.09999978829085741,5.437157919874347e-08,5.186986785540642e-08,3.7359574600868273e-08,3.7564147624974156e-08,3.101324593907994e-08,3.2497456801383314e-08,3.2377004799849156e-08,3.236964655204744e-08,2.8932322209686583e-08,2.8932322209686583e-08,2.6123097570095432e-08,2.6268599863113242e-08,2.335359770962193e-10,1.540737491786836e-09,8.00288491162915e-10,1.4286384724702207e-10,9.596947190994255e-10,3.914589999954418e-10,7.008723126533668e-10,4.3161606486360805e-10,5.497350020788666e-11,5.854462489765823e-12,1.3710849201252616e-10,1.6857314049935884e-15,4.888377721509825e-13
8.066341218564975e-10,0.1122453965334967,0.9,0.0,0.0,0.0,0.0,0.09999978317286501,5.568970990680274e-08,5.310569990734892e-08,3.826015434887951e-08,3.8474686559468515e-08,3.17458567897135e-08,3.328427637359831e-08,3.3157941771646614e-08,3.3150242795768475e-08,2.9631747876539458e-08,2.9631747876539458e-08,2.6752814053421513e-08,2.6905430185209736e-08,2.391002161402719e-10,1.5820650306832482e-09,8.223324653243431e-10,1.4667318722365292e-10,1.008558495289361e-09,4.125466681933722e-10,7.350601521581923e-10,4.5259961689394805e-10,5.766494744556139e-11,5.998238954066554e-12,1.4393351571497194e-10,1.726599027056213e-15,5.213055129315832e-13
8.256738763842793e-10,0.11224539711751319,0.9,0.0,0.0,0.0,0.0,0.09999977805487163,5.7008015989857305e-08,5.43408952012083e-08,3.9160612920083455e-08,3.93853391731361e-08,3.247781970166795e-08,3.407115264863771e-08,3.393879454258204e-08,3.3930748246622246e-08,3.03311735075957e-08,3.03311735075957e-08,2.738244581496281e-08,2.7542345267204948e-08,2.446615952848459e-10,1.6233719929298296e-09,8.443592817520513e-10,1.5047921372645861e-10,1.0586352202426613e-09,4.341889806007961e-10,7.700583448012347e-10,4.740771105620848e-10,6.042078216218115e-11,6.1419999255384124e-12,1.509241092168088e-10,1.7674720244542667e-15,5.549801370282648e-13
8.447136309120611e-10,0.11224539770175672,0.9,0.0,0.0,0.0,0.0,0.09999977293687733,5.832649742750066e-08,5.55754542196032e-08,4.0060950330778636e-08,4.029610536542609e-08,3.32091356179344e-08,3.485808560556375e-08,3.471956305404518e-08,3.471116291362087e-08,3.10305991028553e-08,3.10305991028553e-08,2.8011992866113357e-08,2.817934509995277e-08,2.5022010097218266e-10,1.6646582495487407e-09,8.663685888560348e-10,1.5428191915177274e-10,1.1099241309656114e-09,4.563854539709371e-10,8.058666518103699e-10,4.960482914004199e-10,6.324100899684627e-11,6.285745393380094e-12,1.5808025466954942e-10,1.8083505242402845e-15,5.898690752949922e-13
