Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53)
1.634643806215088e-10,0.11224537693205539,0.9,0.0,0.0,0.0,0.0,0.09999995606005557,1.1253516508967651e-08,1.1002388803889876e-08,7.775539042572948e-09,7.775539042572948e-09,6.734636042609982e-09,6.734636042609982e-09,6.734452528623975e-09,6.734452528623975e-09,6.004878010022482e-09,6.004878010022482e-09,5.436922281249506e-09,5.436922281249506e-09,4.953643653471234e-11,2.0159126854306502e-10
1.729409343240347e-10,0.11224537721798242,0.9,0.0,0.0,0.0,0.0,0.09999995351271686,1.1905918753087465e-08,1.1633851655649908e-08,8.226311840264918e-09,8.226311840264918e-09,7.125064373526157e-09,7.125064373526157e-09,7.12487022064908e-09,7.12487022064908e-09,6.352999940291471e-09,6.352999940291471e-09,5.752118006476444e-09,5.752118006476444e-09,5.237973951376328e-11,2.1968735792379612e-10
1.8241748802656061e-10,0.11224537750390937,0.9,0.0,0.0,0.0,0.0,0.09999995096537821,1.2558320980588055e-08,1.2265011155665494e-08,8.677084626474016e-09,8.677084626474016e-09,7.515492694496678e-09,7.515492694496678e-09,7.515287902728802e-09,7.515287902728802e-09,6.7011218616926114e-09,6.7011218616926114e-09,6.067313723674199e-09,6.067313723674199e-09,5.5221676356296e-11,2.38088148566267e-10
1.9189404172908653e-10,0.11224537778983633,0.9,0.0,0.0,0.0,0.0,0.09999994841803961,1.3210723191469408e-08,1.2895899429445728e-08,9.127857401200234e-09,9.127857401200234e-09,7.905921005521538e-09,7.905921005521538e-09,7.905705574863135e-09,7.905705574863135e-09,7.049243774225903e-09,7.049243774225903e-09,6.382509432842769e-09,6.382509432842769e-09,5.806239173868819e-11,2.567613702849936e-10
2.0137059543161244e-10,0.11224537807576325,0.9,0.0,0.0,0.0,0.0,0.09999994587070109,1.3863125385731507e-08,1.352654520035982e-08,9.578630164443564e-09,9.578630164443564e-09,8.296349306600733e-09,8.296349306600733e-09,8.296123237052071e-09,8.296123237052071e-09,7.3973656778913465e-09,7.3973656778913465e-09,6.697705133982148e-09,6.697705133982148e-09,6.09020150158707e-11,2.7567817035581783e-10
2.1084714913413835e-10,0.11224537836169024,0.9,0.0,0.0,0.0,0.0,0.09999994332336264,1.4515527563374334e-08,1.415697415000959e-08,1.0029402916203998e-08,1.0029402916203998e-08,8.686777597734255e-09,8.686777597734255e-09,8.686540889295606e-09,8.686540889295606e-09,7.745487572688944e-09,7.745487572688944e-09,7.012900827092332e-09,7.012900827092332e-09,6.374066184425572e-11,2.9481275152048906e-10
2.2032370283666426e-10,0.11224537864761722,0.9,0.0,0.0,0.0,0.0,0.09999994077602423,1.516792972439787e-08,1.478720924014472e-08,1.0480175656481527e-08,1.0480175656481527e-08,9.077205878922098e-09,9.077205878922098e-09,9.076958531593736e-09,9.076958531593736e-09,8.093609458618693e-09,8.093609458618693e-09,7.3280965121733165e-09,7.3280965121733165e-09,6.65784356314737e-11,3.1414204862168305e-10
2.2980025653919018e-10,0.11224537893354412,0.9,0.0,0.0,0.0,0.0,0.0999999382286859,1.5820331868802106e-08,1.541727100054421e-08,1.0930948385276143e-08,1.0930948385276143e-08,9.467634150164256e-09,9.467634150164256e-09,9.46737616394645e-09,9.46737616394645e-09,8.441731335680594e-09,8.441731335680594e-09,7.643292189225099e-09,7.643292189225099e-09,6.941542883283933e-11,3.3364543942505704e-10
2.3927681024171606e-10,0.1122453792194711,0.9,0.0,0.0,0.0,0.0,0.09999993568134764,1.6472733996587016e-08,1.60471777866029e-08,1.1381721102587837e-08,1.1381721102587837e-08,9.858062411460724e-09,9.858062411460724e-09,9.857793786353743e-09,9.857793786353743e-09,8.789853203874647e-09,8.789853203874647e-09,7.958487858247676e-09,7.958487858247676e-09,7.225172411138612e-11,3.53304485872727e-10
2.48753363944242e-10,0.112245379505398,0.9,0.0,0.0,0.0,0.0,0.09999993313400943,1.7125136107752586e-08,1.6676946009719442e-08,1.1832493808416602e-08,1.1832493808416602e-08,1.0248490662811498e-08,1.0248490662811498e-08,1.0248211398815614e-08,1.0248211398815614e-08,9.137975063200853e-09,9.137975063200853e-09,8.273683519241038e-09,8.273683519241038e-09,7.508739537541257e-11,3.7310270265773355e-10
2.582299176467679e-10,0.11224537979132493,0.9,0.0,0.0,0.0,0.0,0.0999999305866713,1.77775382022988e-08,1.7306590343233717e-08,1.228326650276243e-08,1.228326650276243e-08,1.0638918904216566e-08,1.0638918904216566e-08,1.0638629001332051e-08,1.0638629001332051e-08,9.486096913659211e-09,9.486096913659211e-09,8.588879172205189e-09,8.588879172205189e-09,7.792250870591521e-11,3.930253503591727e-10
2.677064713492938e-10,0.11224538007725181,0.9,0.0,0.0,0.0,0.0,0.09999992803933323,1.8429940280225645e-08,1.7936123906480058e-08,1.2734039185625311e-08,1.2734039185625311e-08,1.1029347135675923e-08,1.1029347135675923e-08,1.102904659390305e-08,1.102904659390305e-08,9.834218755249727e-09,9.834218755249727e-09,8.90407481714012e-09,8.90407481714012e-09,8.075712318546796e-11,4.13059250560114e-10
2.771830250518197e-10,0.11224538036317874,0.9,0.0,0.0,0.0,0.0,0.09999992549199521,1.90823423415331e-08,1.8565558429330134e-08,1.3184811857005236e-08,1.3184811857005236e-08,1.1419775357189565e-08,1.1419775357189565e-08,1.1419464176528602e-08,1.1419464176528602e-08,1.0182340587972391e-08,1.0182340587972391e-08,9.21927045404583e-09,9.21927045404583e-09,8.359129163923687e-11,4.331926205637216e-10
2.9613613245687154e-10,0.11224538093503252,0.9,0.0,0.0,0.0,0.0,0.09999992039731939,2.0387146414289766e-08,1.9824171154816226e-08,1.4086357165316194e-08,1.4086357165316194e-08,1.220063177037968e-08,1.220063177037968e-08,1.2200299311943351e-08,1.2200299311943351e-08,1.0878584226814184e-08,1.0878584226814184e-08,9.849661703769562e-09,9.849661703769562e-09,8.925847421552932e-11,4.737167852580047e-10
3.131939291214182e-10,0.11224538144970085,0.9,0.0,0.0,0.0,0.0,0.09999991581211137,2.1561470022932283e-08,2.0956677987992686e-08,1.4897747903524267e-08,1.4897747903524267e-08,1.2903402508236372e-08,1.2903402508236372e-08,1.2903050899803142e-08,1.2903050899803142e-08,1.150520347144377e-08,1.150520347144377e-08,1.041701380106094e-08,1.041701380106094e-08,9.435783689563212e-11,5.104341980439593e-10
3.3025172578596484e-10,0.11224538196436924,0.9,0.0,0.0,0.0,0.0,0.09999991122690356,2.273579357772771e-08,2.2088996855673698e-08,1.570913860452744e-08,1.570913860452744e-08,1.360617321386885e-08,1.360617321386885e-08,1.3605802455439596e-08,1.3605802455439596e-08,1.2131822687341531e-08,1.2131822687341531e-08,1.0984365872337573e-08,1.0984365872337573e-08,9.945635307815438e-11,5.473403689758595e-10
3.473095224505115e-10,0.11224538247903756,0.9,0.0,0.0,0.0,0.0,0.09999990664169596,2.391011707867596e-08,2.322116208290201e-08,1.652052926832566e-08,1.652052926832566e-08,1.4308943887277075e-08,1.4308943887277075e-08,1.4308553978852677e-08,1.4308553978852677e-08,1.2758441874507477e-08,1.2758441874507477e-08,1.155171791759944e-08,1.155171791759944e-08,1.0455417734501348e-10,5.844008184289328e-10
3.6436731911505815e-10,0.1122453829937059,0.9,0.0,0.0,0.0,0.0,0.0999999020564886,2.508444052577692e-08,2.4353201707846188e-08,1.7331919894918883e-08,1.7331919894918883e-08,1.5011714528461017e-08,1.5011714528461017e-08,1.5011305470042348e-08,1.5011305470042348e-08,1.3385061032941608e-08,1.3385061032941608e-08,1.2119069936846519e-08,1.2119069936846519e-08,1.0965143596535847e-10,6.215873819653804e-10
3.814251157796048e-10,0.1122453835083742,0.9,0.0,0.0,0.0,0.0,0.09999989747128142,2.6258763919030507e-08,2.548513863944978e-08,1.8143310484307057e-08,1.8143310484307057e-08,1.5714485137420634e-08,1.5714485137420634e-08,1.5714056929008573e-08,1.5714056929008573e-08,1.4011680162643924e-08,1.4011680162643924e-08,1.2686421930078783e-08,1.2686421930078783e-08,1.1474823210901003e-10,6.588770474717228e-10
3.9848291244415145e-10,0.11224538402304242,0.9,0.0,0.0,0.0,0.0,0.09999989288607446,2.7433087258436617e-08,2.6616991603303366e-08,1.8954701036490144e-08,1.8954701036490144e-08,1.641725571415589e-08,1.641725571415589e-08,1.6416808355751322e-08,1.6416808355751322e-08,1.4638299263614427e-08,1.4638299263614427e-08,1.325377389729621e-08,1.325377389729621e-08,1.1984465010616572e-10,6.962510050270898e-10
4.155407091086981e-10,0.11224538453771067,0.9,0.0,0.0,0.0,0.0,0.0999998883008677,2.8607410543995146e-08,2.7748775913017132e-08,1.9766091551468082e-08,1.9766091551468082e-08,1.712002625866675e-08,1.712002625866675e-08,1.711955975027055e-08,1.711955975027055e-08,1.5264918335853115e-08,1.5264918335853115e-08,1.3821125838498776e-08,1.3821125838498776e-08,1.2494075892126354e-10,7.336938720567486e-10
4.3259850577324476e-10,0.11224538505237888,0.9,0.0,0.0,0.0,0.0,0.09999988371566115,2.9781733775705996e-08,2.8880504090256284e-08,2.0577482029240836e-08,2.0577482029240836e-08,1.782279677095318e-08,1.782279677095318e-08,1.782231111256623e-08,1.782231111256623e-08,1.5891537379359993e-08,1.5891537379359993e-08,1.438847775368646e-08,1.438847775368646e-08,1.300366149452925e-10,7.711930705044296e-10
4.496563024377914e-10,0.11224538556704707,0.9,0.0,0.0,0.0,0.0,0.09999987913045481,3.095605695356907e-08,3.001218637038211e-08,2.1388872469808346e-08,2.1388872469808346e-08,1.8525567251015148e-08,1.8525567251015148e-08,1.8525062442638314e-08,1.8525062442638314e-08,1.651815639413506e-08,1.651815639413506e-08,1.495582964285924e-08,1.495582964285924e-08,1.3513226427292746e-10,8.087383189140503e-10
4.66714099102338e-10,0.11224538608171522,0.9,0.0,0.0,0.0,0.0,0.09999987454524871,3.213038007758427e-08,3.114383111851223e-08,2.2200262873170565e-08,2.2200262873170565e-08,1.9228337698852606e-08,1.9228337698852606e-08,1.9227813740486776e-08,1.9227813740486776e-08,1.7144775380178324e-08,1.7144775380178324e-08,1.5523181506017087e-08,1.5523181506017087e-08,1.4022774457625393e-10,8.463212144957972e-10
4.837718957668847e-10,0.11224538659638338,0.9,0.0,0.0,0.0,0.0,0.0999998699600428,3.33047031477515e-08,3.227544517258029e-08,2.3011653239327455e-08,2.3011653239327455e-08,1.9931108114465534e-08,1.9931108114465534e-08,1.9930565006111576e-08,1.9930565006111576e-08,1.7771394337489783e-08,1.7771394337489783e-08,1.609053334315998e-08,1.609053334315998e-08,1.4532308664972825e-10,8.839348885214943e-10
5.008296924314313e-10,0.11224538711105148,0.9,0.0,0.0,0.0,0.0,0.0999998653748371,3.447902616407067e-08,3.340703412360307e-08,2.3823043568278955e-08,2.3823043568278955e-08,2.0633878497853877e-08,2.0633878497853877e-08,2.063331623951268e-08,2.063331623951268e-08,1.839801326606943e-08,1.839801326606943e-08,1.66578851542879e-08,1.66578851542879e-08,1.5041831567234202e-10,9.215737247952662e-10
5.17887489095978e-10,0.11224538762571959,0.9,0.0,0.0,0.0,0.0,0.0999998607896316,3.5653349126541664e-08,3.453860254327068e-08,2.4634433860025023e-08,2.4634433860025023e-08,2.1336648849017613e-08,2.1336648849017613e-08,2.1336067440690048e-08,2.1336067440690048e-08,1.9024632165917275e-08,1.9024632165917275e-08,1.722523693940082e-08,1.722523693940082e-08,1.5551345223257984e-10,9.592331310384174e-10
5.349452857605246e-10,0.11224538814038766,0.9,0.0,0.0,0.0,0.0,0.09999985620442632,3.682767203516439e-08,3.567015416911854e-08,2.544582411456561e-08,2.544582411456561e-08,2.20394191679567e-08,2.20394191679567e-08,2.2038818609643647e-08,2.2038818609643647e-08,1.9651251037033315e-08,1.9651251037033315e-08,1.779258869849872e-08,1.779258869849872e-08,1.6060851316233868e-10,9.969093528835159e-10
5.520030824250713e-10,0.11224538865505572,0.9,0.0,0.0,0.0,0.0,0.09999985161922124,3.8001994889938756e-08,3.680169205623516e-08,2.625721433190067e-08,2.625721433190067e-08,2.2742189454671107e-08,2.2742189454671107e-08,2.2741569746373445e-08,2.2741569746373445e-08,2.0277869879417557e-08,2.0277869879417557e-08,1.8359940431581568e-08,1.8359940431581568e-08,1.6570351222012397e-10,1.0345993214834684e-09
5.690608790896179e-10,0.11224538916972371,0.9,0.0,0.0,0.0,0.0,0.09999984703401638,3.9176317690864654e-08,3.7933218701932964e-08,2.7068604512030148e-08,2.7068604512030148e-08,2.344495970916079e-08,2.344495970916079e-08,2.3444320850879397e-08,2.3444320850879397e-08,2.090448869307e-08,2.090448869307e-08,1.892729213864935e-08,1.892729213864935e-08,1.7079846065251386e-10,1.0723005282791854e-09
5.861186757541646e-10,0.11224538968439175,0.9,0.0,0.0,0.0,0.0,0.09999984244881174,4.035064043794199e-08,3.9064736147881816e-08,2.7879994654954006e-08,2.7879994654954006e-08,2.414772993142572e-08,2.414772993142572e-08,2.414707192316148e-08,2.414707192316148e-08,2.1531107477990642e-08,2.1531107477990642e-08,1.949464381970204e-08,1.949464381970204e-08,1.7589336765412198e-10,1.110010922406047e-09
6.031764724187112e-10,0.1122453901990597,0.9,0.0,0.0,0.0,0.0,0.0999998378636073,4.1524963131170656e-08,4.019624606338368e-08,2.8691384760672186e-08,2.8691384760672186e-08,2.4850500121465856e-08,2.4850500121465856e-08,2.484982296321964e-08,2.484982296321964e-08,2.2157726234179484e-08,2.2157726234179484e-08,2.0061995474739613e-08,2.0061995474739613e-08,1.809882407426005e-10,1.1477288270443862e-09
6.372920657478045e-10,0.11224539122839558,0.9,0.0,0.0,0.0,0.0,0.09999982869319905,4.3873608356081633e-08,4.245924848218561e-08,3.0314164860491337e-08,3.0314164860491337e-08,2.6256040404871614e-08,2.6256040404871614e-08,2.625532494666408e-08,2.625532494666408e-08,2.341096366036179e-08,2.341096366036179e-08,2.1196698706769315e-08,2.1196698706769315e-08,1.911779085042818e-10,1.2231819653917404e-09
6.714076590768978e-10,0.11224539225773142,0.9,0.0,0.0,0.0,0.0,0.09999981952279165,4.622225336559678e-08,4.4722234156379425e-08,3.1936944811487195e-08,3.1936944811487195e-08,2.7661580559377767e-08,2.7661580559377767e-08,2.7660826801212438e-08,2.7660826801212438e-08,2.466420097161691e-08,2.466420097161691e-08,2.2331401834738276e-08,2.2331401834738276e-08,2.0136750085722257e-10,1.2986517083601316e-09
7.055232524059912e-10,0.11224539328706709,0.9,0.0,0.0,0.0,0.0,0.09999981035238509,4.8570898159715314e-08,4.698520859873747e-08,3.355972461365941e-08,3.355972461365941e-08,2.9067120584984035e-08,2.9067120584984035e-08,2.9066328526864422e-08,2.9066328526864422e-08,2.5917438167944876e-08,2.5917438167944876e-08,2.3466104858646308e-08,2.3466104858646308e-08,2.1155704262804546e-10,1.3741325183498025e-09
7.396388457350845e-10,0.11224539431640271,0.9,0.0,0.0,0.0,0.0,0.09999980118197935,5.0919542738436436e-08,4.9248175495617035e-08,3.518250426700756e-08,3.518250426700756e-08,3.047266048169013e-08,3.047266048169013e-08,3.0471830123619736e-08,3.0471830123619736e-08,2.7170675249345682e-08,2.7170675249345682e-08,2.4600807778493236e-08,2.4600807778493236e-08,2.2174655041816244e-10,1.4496206924012447e-09
7.737544390641778e-10,0.11224539534573823,0.9,0.0,0.0,0.0,0.0,0.09999979201157447,5.3268187101759376e-08,5.1511137284088694e-08,3.680528377153128e-08,3.680528377153128e-08,3.187820024949575e-08,3.187820024949575e-08,3.18773315914781e-08,3.18773315914781e-08,2.8423912215819345e-08,2.8423912215819345e-08,2.573551059427885e-08,2.573551059427885e-08,2.319360352028562e-10,1.5251137824678394e-09
8.078700323932711e-10,0.11224539637507364,0.9,0.0,0.0,0.0,0.0,0.09999978284117043,5.561683124968334e-08,5.377409557505551e-08,3.842806312723018e-08,3.842806312723018e-08,3.3283739888400635e-08,3.3283739888400635e-08,3.328283293043922e-08,3.328283293043922e-08,2.967714906736588e-08,2.967714906736588e-08,2.6870213306002984e-08,2.6870213306002984e-08,2.421255042367859e-10,1.6006101703910522e-09
8.419856257223644e-10,0.11224539740440895,0.9,0.0,0.0,0.0,0.0,0.09999977367076722,5.796547518220754e-08,5.603705145015839e-08,4.005084233410386e-08,4.005084233410386e-08,3.468927939840447e-08,3.468927939840447e-08,3.468833414050283e-08,3.468833414050283e-08,3.09303858039853e-08,3.09303858039853e-08,2.8004915913665437e-08,2.8004915913665437e-08,2.5231496239109284e-10,1.6761087696580646e-09
8.761012190514577e-10,0.11224539843374418,0.9,0.0,0.0,0.0,0.0,0.09999976450036487,6.031411889933118e-08,5.830000564342946e-08,4.167362139215196e-08,4.167362139215196e-08,3.6094818779506966e-08,3.6094818779506966e-08,3.6093835221668604e-08,3.6093835221668604e-08,3.218362242567759e-08,3.218362242567759e-08,2.913961841726604e-08,2.913961841726604e-08,2.625044129714711e-10,1.751608842930258e-09
9.10216812380551e-10,0.11224539946307932,0.9,0.0,0.0,0.0,0.0,0.09999975532996333,6.266276240105347e-08,6.056295864719759e-08,4.329640030137406e-08,4.329640030137406e-08,3.750035803170786e-08,3.750035803170786e-08,3.749933617393629e-08,3.749933617393629e-08,3.343685893244279e-08,3.343685893244279e-08,3.027432081680459e-08,3.027432081680459e-08,2.726938581951106e-10,1.827109895660794e-09
9.443324057096443e-10,0.11224540049241435,0.9,0.0,0.0,0.0,0.0,0.09999974615956266,6.501140568737365e-08,6.282591078559745e-08,4.49191790617698e-08,4.49191790617698e-08,3.890589715500683e-08,3.890589715500683e-08,3.890483699730557e-08,3.890483699730557e-08,3.469009532428091e-08,3.469009532428091e-08,3.140902311228091e-08,3.140902311228091e-08,2.8288329952174333e-10,1.9026116022544894e-09
9.784479990387376e-10,0.11224540152174922,0.9,0.0,0.0,0.0,0.0,0.09999973698916283,6.736004875829092e-08,6.508886227302125e-08,4.6541957673338787e-08,4.6541957673338787e-08,4.0311436149403625e-08,4.0311436149403625e-08,4.031033769177617e-08,4.031033769177617e-08,3.5943331601191934e-08,3.5943331601191934e-08,3.2543725303694814e-08,3.2543725303694814e-08,2.93072737916879e-10,1.978113747352783e-09
9.999999999999999e-10,0.11224540358041886,0.9,0.0,0.0,0.0,0.0,0.0999997311959043,6.88437677558245e-08,6.651844677133736e-08,4.7567123005864685e-08,4.7567123005864685e-08,4.119936370791197e-08,4.119936370791197e-08,4.119824105489749e-08,4.119824105489749e-08,3.673504426945184e-08,3.673504426945184e-08,3.326055589357794e-08,3.326055589357794e-08,2.9950975755998914e-10,2.0258112269271592e-09
1.0466791856969242e-09,0.11224540358041886,0.9,0.0,0.0,0.0,0.0,0.09999971864836565,7.205733425391355e-08,6.961476379724544e-08,4.978751444999493e-08,4.978751444999493e-08,4.3122513751489466e-08,4.3122513751489466e-08,4.312133869402017e-08,4.312133869402017e-08,3.8449803810232784e-08,3.8449803810232784e-08,3.4813129374334624e-08,3.4813129374334624e-08,3.134516081747747e-10,2.1291188484933346e-09
1.1149103723551108e-09,0.1122454056390881,0.9,0.0,0.0,0.0,0.0,0.09999970030757185,7.675461888791505e-08,7.414066399167544e-08,5.303307063133941e-08,5.303307063133941e-08,4.593359083796307e-08,4.593359083796307e-08,4.593233918066598e-08,4.593233918066598e-08,4.095627555956544e-08,4.095627555956544e-08,3.7082533028722525e-08,3.7082533028722525e-08,3.3383047244460274e-10,2.2801244237950182e-09
1.1831415590132974e-09,0.11224540769775694,0.9,0.0,0.0,0.0,0.0,0.09999968196678144,8.145190266028914e-08,7.866656309280828e-08,5.6278626217369146e-08,5.6278626217369146e-08,4.8744667408822113e-08,4.8744667408822113e-08,4.874333915171131e-08,4.874333915171131e-08,4.346274684919002e-08,4.346274684919002e-08,3.935193626685705e-08,3.935193626685705e-08,3.54209331791421e-10,2.431130235689416e-09
1.251372745671484e-09,0.1122454097564254,0.9,0.0,0.0,0.0,0.0,0.09999966362599437,8.614918557102838e-08,8.319246126714363e-08,5.952418120808052e-08,5.952418120808052e-08,5.155574346406393e-08,5.155574346406393e-08,5.1554338607153436e-08,5.1554338607153436e-08,4.596921767910656e-08,4.596921767910656e-08,4.1621339088736434e-08,4.1621339088736434e-08,3.7458818696505634e-10,2.582136116919719e-09
1.3196039323296707e-09,0.11224541181509348,0.9,0.0,0.0,0.0,0.0,0.09999964528521066,9.084646762012819e-08,8.77183585511764e-08,6.276973560347121e-08,6.276973560347121e-08,5.4366819003686775e-08,5.4366819003686775e-08,5.4365337546990646e-08,5.4365337546990646e-08,4.847568804931516e-08,4.847568804931516e-08,4.389074149435957e-08,4.389074149435957e-08,3.949670381298625e-10,2.733142030821916e-09
1.4560663056460437e-09,0.11224541593242854,0.9,0.0,0.0,0.0,0.0,0.09999960860365337,1.0024102913337177e-07,9.677015057809843e-08,6.926084260827217e-08,6.926084260827217e-08,5.998896853606185e-08,5.998896853606185e-08,5.998733387983662e-08,5.998733387983662e-08,5.348862741060902e-08,5.348862741060902e-08,4.842954505682825e-08,4.842954505682825e-08,4.357247290173777e-10,3.03515382625599e-09
1.5925286789624167e-09,0.11224542004976208,0.9,0.0,0.0,0.0,0.0,0.09999957192210952,1.0963558719997623e-07,1.0582193924573474e-07,7.575194723175062e-08,7.575194723175062e-08,6.561111600593136e-08,6.561111600593136e-08,6.560932815023325e-08,6.560932815023325e-08,5.8501564933072195e-08,5.8501564933072195e-08,5.2968346954252786e-08,5.2968346954252786e-08,4.764824047789388e-10,3.3371655494625855e-09
1.865453425595163e-09,0.11224542828442462,0.9,0.0,0.0,0.0,0.0,0.09999949855906219,1.284246929930078e-07,1.23925506612088e-07,8.873414933461245e-08,8.873414933461245e-08,7.685540475805857e-08,7.685540475805857e-08,7.685331050358326e-08,7.685331050358326e-08,6.852743446150989e-08,6.852743446150989e-08,6.204594575390805e-08,6.204594575390805e-08,5.579977114147975e-10,3.94118866950504e-09
2.138378172227909e-09,0.1122454365190811,0.9,0.0,0.0,0.0,0.0,0.09999942519606869,1.472137849988673e-07,1.4202906069175872e-07,1.0171634191188228e-07,1.0171634191188228e-07,8.809968525993824e-08,8.809968525993824e-08,8.80972846069106e-08,8.80972846069106e-08,7.855329663463301e-08,7.855329663463301e-08,7.11235378932413e-08,7.11235378932413e-08,6.395129582244345e-10,4.545211348884167e-09
2.6842276654934014e-09,0.112245452988376,0.9,0.0,0.0,0.0,0.0,0.09999927847024317,1.8479192764698246e-07,1.7823612900576837e-07,1.2768069848862166e-07,1.2768069848862166e-07,1.1058822151219084e-07,1.1058822151219084e-07,1.1058520806273313e-07,1.1058520806273313e-07,9.860499891496348e-08,9.860499891496348e-08,8.927870219044876e-08,8.927870219044876e-08,8.025432724313174e-10,5.753255368782746e-09
3.775926652024386e-09,0.11224548592689318,0.9,0.0,0.0,0.0,0.0,0.09999898501923815,2.599480474754245e-07,2.5065010620737754e-07,1.7960929732433916e-07,1.7960929732433916e-07,1.5556519500577454e-07,1.5556519500577454e-07,1.5556095596615518e-07,1.5556095596615518e-07,1.3870831521214015e-07,1.3870831521214015e-07,1.2558895085586856e-07,1.2558895085586856e-07,1.1286031829924978e-09,8.169338085054513e-09
