Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017)
1.3995125614679287e-09,0.11224541483839418,0.9,0.0,0.0,0.0,0.0,0.09999962380127259,9.68225996665325e-08,9.127151400099063e-08,6.624275440756334e-08,6.680684216382223e-08,5.423801426868273e-08,5.781329611754756e-08,5.7433093451903885e-08,5.741182345041646e-08,5.141108559048522e-08,5.152817769149409e-08,4.631922941698076e-08,4.674051332969141e-08,4.109389437056694e-10,2.858466521970927e-09,1.499483837463952e-09,2.6363167069895024e-10,3.1327204727152648e-09,1.344298729947385e-09,2.203938325114923e-09,1.3518944173795766e-09,1.7371577722732565e-10,1.0467484445910696e-11,4.3921662729436665e-10,3.001889488690859e-15,2.161373513655028e-12,2.000425806459111e-15,1.4891480407573813e-15,1.998670610449378e-15,5.6503999269869485e-18,1.3167615944695685e-17,2.0442830490264112e-12,1.2879811030792234e-12,4.002635434626725e-16,7.748922725655718e-11,2.4019542037465217e-18,5.281686660734486e-16,3.755100354375991e-11,3.209633908998307e-18,2.3267720978575872e-20,2.293290587412442e-15,2.1615275495602334e-21,6.979549478458044e-18,3.9463767112111254e-21,6.419948791679712e-24,5.136889004244775e-27,1.2648033373344117e-23,2.386126209018761e-26,1.2362483060268678e-18,3.1855327827676304e-25,7.703769345174716e-24,5.9822985670600385e-28,1.4480351294424576e-26,6.548615987428336e-21,6.85346760519076e-27,8.349134719564656e-23,1.0153596712467755e-26,1.5688765729313458e-15,1.6271462661606707e-17,2.548343249642803e-28,6.163612932325546e-27,1.1360950331657761e-17
1.4565145646002045e-09,0.11224541660961634,0.9,0.0,0.0,0.0,0.0,0.09999960847851642,1.0078623891425638e-07,9.490880887604099e-08,6.892695424558346e-08,6.95375225366732e-08,5.636814273548552e-08,6.017450061719338e-08,5.9762649417688e-08,5.973981210703526e-08,5.350504792551199e-08,5.363191310971189e-08,4.819611622372685e-08,4.8652352381934856e-08,4.27315591991609e-10,2.980112019795217e-09,1.5636206727046733e-09,2.7470833013149807e-10,3.3979939384821703e-09,1.4616838273284415e-09,2.3863039817037798e-09,1.4633132092943488e-09,1.881683823185928e-10,1.0896374394865412e-11,4.760461151001476e-10,3.1247785377698276e-15,2.3849474304828827e-12,2.0821919239060093e-15,1.550059206413146e-15,2.0803003752977104e-15,6.120497808233968e-18,1.4101904777479813e-17,2.241986990414812e-12,1.4553078780875463e-12,4.1662406251275165e-16,8.393791116505231e-11,2.6018467341008576e-18,5.497726339832477e-16,4.067674521093736e-11,3.476808070631848e-18,2.518537397322453e-20,2.4949001389318515e-15,2.342778766967194e-21,7.877904761019742e-18,4.2909781440026465e-21,6.955599437300123e-24,5.7915593363307e-27,1.4252744935940562e-23,2.7976634100288077e-26,1.4007591804386257e-18,3.593989738122627e-25,8.719377676630063e-24,7.023372930805191e-28,1.7054705745997748e-26,7.381687338656239e-21,7.72704639022046e-27,1.0194922849686461e-22,1.1905054679406598e-26,1.7102715652853614e-15,1.7612995227485127e-17,2.991885779352859e-28,7.259553759836437e-27,1.2297626103603464e-17
1.5705185708647564e-09,0.11224542015819564,0.9,0.0,0.0,0.0,0.0,0.09999957783293377,1.0871821383932865e-07,1.021666020174872e-07,7.429211134264957e-08,7.500107177553924e-08,6.061156841580046e-08,6.48984145780454e-08,6.441944295933967e-08,6.439335657540066e-08,5.769297120772026e-08,5.7840575829143157e-08,5.1947622727312114e-08,5.2477925158744305e-08,4.599932630885655e-10,3.2228412853889038e-09,1.6913877175449745e-09,2.967741256594694e-10,3.960401842538043e-09,1.710913665370038e-09,2.772602222705115e-09,1.69919443841107e-09,2.1880927817454558e-10,1.1753727684670272e-11,5.541400809987579e-10,3.3707021202472224e-15,2.867255687787604e-12,2.2457896071880215e-15,1.671941840336222e-15,2.243611850689652e-15,7.117149994096868e-18,1.6082596846995316e-17,2.6793316792333014e-12,1.83211431432829e-12,4.493582126905631e-16,9.761036059131104e-11,3.0256573199573727e-18,5.930019797879801e-16,4.7304205679090123e-11,4.0432935841198275e-18,2.9245177888050433e-20,2.9278308366842337e-15,2.7271079678191296e-21,9.903701771052435e-18,5.0226299459845886e-21,8.091796308682558e-24,7.263443788385497e-27,1.7856902238585554e-23,3.777640175802286e-26,1.7752798734826007e-18,4.512824481087424e-25,1.1009341085933687e-23,9.5068218917672e-28,2.321336650806407e-26,9.253287617141738e-21,9.69117422444349e-27,1.4863795809622954e-22,1.607589589902671e-26,2.0155865549775406e-15,2.0453167708355472e-17,4.0499840638752365e-28,9.881491308313589e-27,1.42806720755335e-17
1.6845225771293084e-09,0.11224542371493568,0.9,0.0,0.0,0.0,0.0,0.09999954718725375,1.166564470320924e-07,1.0940205711930015e-07,7.965294794062741e-08,8.046752119854992e-08,6.483265099983302e-08,6.962433143366146e-08,6.90731352587695e-08,6.904365885972557e-08,6.188089263941915e-08,6.205083208261434e-08,5.5696108445555926e-08,5.630602221187798e-08,4.925703588318361e-10,3.4648235020554933e-09,1.8184821351093376e-09,3.1872373810553034e-10,4.565154882349828e-09,1.9793384130389657e-09,3.187614625340206e-09,1.952422582538809e-09,2.5176524005488156e-10,1.2610510371927063e-11,6.381440928828646e-10,3.616819568800236e-15,3.3964806016589843e-12,2.4094740216857774e-15,1.7939048154143426e-15,2.4069924582922546e-15,8.189103969469522e-18,1.8212295532293582e-17,3.1761760003701496e-12,2.268747314681392e-12,4.82109738951771e-16,1.1231670863445105e-10,3.4815160617407906e-18,6.362598501655112e-16,5.4433244608570624e-11,4.6526522071462504e-18,3.3603544695307544e-20,3.4018087437825054e-15,3.1405235084833594e-21,1.225702113744712e-17,5.81063201864815e-21,9.314646317322642e-24,8.966150473492059e-27,2.2020668052398524e-23,4.994380085474172e-26,2.2160803905418115e-18,5.576401921696506e-25,1.366657906192737e-23,1.2596926269002117e-27,3.0900126690983336e-26,1.1416204908859464e-20,1.1963434384551653e-26,2.1105856892563957e-22,2.1254681013771579e-26,2.352378074882376e-15,2.3502279314193633e-17,5.366621408661606e-28,1.315415736865066e-26,1.6409602106596113e-17
1.7985265833938603e-09,0.11224542727981378,0.9,0.0,0.0,0.0,0.0,0.099999516541472,1.2460093412854166e-07,1.1661524295699546e-07,8.500946756750545e-08,8.593684953700775e-08,6.90315082301955e-08,7.435224672354993e-08,7.372371431785282e-08,7.369072089039718e-08,6.606881222054616e-08,6.626268707976556e-08,5.944157581018542e-08,6.013664119063915e-08,5.250471888780618e-10,3.706060938093301e-09,1.9449073616558066e-09,3.40557777764754e-10,5.21209033386466e-09,2.266857003271327e-09,3.6312912441303646e-09,2.2229442512904244e-09,2.870372481978942e-10,1.3466720199334701e-11,7.280542082148055e-10,3.8631307478757695e-15,3.972612226489949e-12,2.573244530413963e-15,1.9159480566458942e-15,2.570442043794357e-15,9.33639154206653e-18,2.049042808099414e-17,3.736802984546472e-12,2.7695395237761355e-12,5.148785138676979e-16,1.2805749953363218e-10,3.969439796988507e-18,6.795462185527456e-16,6.206419246970751e-11,5.304912143744688e-18,3.825955566265714e-20,3.918661659852983e-15,3.583006105127456e-21,1.4964914459656904e-17,6.654687768696511e-21,1.062430046835303e-23,1.0916617556658851e-26,2.678391035361589e-23,6.483044772908736e-26,2.730300704692893e-18,6.795346114904182e-25,1.6717699900181499e-23,1.638521111890598e-27,4.034659978552118e-26,1.3891241825240122e-20,1.4566465746796445e-26,2.9289541286824212e-22,2.7591173565892134e-26,2.7224889316057792e-15,2.675968697152998e-17,6.980822133797831e-28,1.7176230830871781e-26,1.868396719439368e-17
1.912530589658412e-09,0.11224543085280715,0.9,0.0,0.0,0.0,0.0,0.09999948589558426,1.325516707671429e-07,1.2380622806777698e-07,9.036167375187339e-08,9.140903563548774e-08,7.320825713874636e-08,7.908215599211884e-08,7.83711682167517e-08,7.833454459716265e-08,7.025672995103467e-08,7.047614600925554e-08,6.318402725096981e-08,6.396977973685711e-08,5.57424061810883e-10,3.9465558814428775e-09,2.070666904887712e-09,3.622768529306477e-10,5.901046221861787e-09,2.573368901055686e-09,4.103582299047756e-09,2.5107062187014663e-09,3.246262806565809e-10,1.432235496468975e-11,8.23866469216358e-10,4.109635521997641e-15,4.5955894162544955e-12,2.7371004997799872e-15,2.0380714887912897e-15,2.7339604530544685e-15,1.0559044448445504e-17,2.291642437644816e-17,4.365475565413132e-12,3.3388069345358696e-12,5.476644106883238e-16,1.4483327351213114e-10,4.489445238718296e-18,7.228610583021309e-16,7.019737942454001e-11,6.000101571540333e-18,4.3212294885586685e-20,4.480342466626288e-15,4.0545363981360564e-21,1.8055105775593437e-17,7.55450216307785e-21,1.2020909959014399e-23,1.3131807798769212e-26,3.218639727435756e-23,8.281173987139708e-26,3.3255617321519962e-18,8.180288065345206e-25,2.018916825295384e-23,2.096962039073844e-27,5.180006889064854e-26,1.6699148877423988e-20,1.7522944420395028e-26,3.983631085851109e-22,3.5245279993086644e-26,3.127888407829091e-15,3.022474958732725e-17,8.934351011036832e-28,2.2053075862894454e-26,2.110331971929261e-17
2.026534595922964e-09,0.11224543443389326,0.9,0.0,0.0,0.0,0.0,0.09999945524958635,1.4050865258883437e-07,1.309750807597879e-07,9.570957002290403e-08,9.688405845114042e-08,7.736301409975686e-08,8.381405478867438e-08,8.301548511356383e-08,8.297513190912824e-08,7.444464583081395e-08,7.469121403886711e-08,6.692346519572213e-08,6.780543548494395e-08,5.89701285182598e-10,4.1863106311552424e-09,2.1957642946761026e-09,3.838815700659755e-10,6.631861299406934e-09,2.898774100046568e-09,4.604438174688881e-09,2.815655422660875e-09,3.6453331330122245e-10,1.5177412491056764e-11,9.255769030026775e-10,4.3563337557665484e-15,5.26531646592511e-12,2.9010412995630855e-15,2.1602750363747678e-15,2.897547532100718e-15,1.1857094354091082e-17,2.5489716865438233e-17,5.066436680547046e-12,3.980848971465326e-12,5.804673033381104e-16,1.6264456680078862e-10,5.041548976155314e-18,7.662043426823001e-16,7.883313532574914e-11,6.738248641658698e-18,4.846084927762525e-20,5.088928648620469e-15,4.555094952772295e-21,2.155603944788235e-17,8.509781719059251e-21,1.3504626178129396e-23,1.5628708534554454e-26,3.826779729842262e-23,1.0428677023907341e-25,4.010000027597414e-18,9.741865659870955e-25,2.4107305663126746e-23,2.645451451259374e-27,6.552338288493997e-26,1.9860624587023797e-20,2.0855583816320107e-26,5.322466243178029e-22,4.4387014190497474e-26,3.570671671955378e-15,3.389682804212238e-17,1.1271712520221613e-27,2.789669838356138e-26,2.3667213439634942e-17
2.2545426084520678e-09,0.1122454416202536,0.9,0.0,0.0,0.0,0.0,0.09999939395724332,1.564413343575966e-07,1.452466611299752e-07,1.0639244694441449e-07,1.07842530619939e-07,8.560701475488338e-08,9.328380318744899e-08,9.229466092010969e-08,9.224660506187434e-08,8.282047203794135e-08,8.312619796603568e-08,7.439331029861557e-08,7.54842890877396e-08,6.539580089941142e-10,4.663608651798448e-09,2.443986512379442e-09,4.267503358856713e-10,8.218427568969901e-09,3.6058670012592976e-09,5.691646743056514e-09,3.476904106347759e-09,4.5130527173665426e-10,1.688578719904725e-11,1.1466763227644105e-09,4.850310061032649e-15,6.744549625616166e-12,3.2291748861918204e-15,2.4049221747865343e-15,3.2249270845118137e-15,1.467951147043236e-17,3.107593264871817e-17,6.702097074275669e-12,5.5003724290961205e-12,6.461235751624426e-16,2.0137583645673145e-10,6.242117081885963e-18,8.529761379955651e-16,9.761367182272542e-11,8.343528180140994e-18,5.984176523260119e-20,6.455746256484019e-15,5.643218736862846e-21,2.990789525251148e-17,1.0585570082804753e-20,1.67339853101997e-23,2.1535713492610526e-26,5.2625513940251444e-23,1.5943213779642534e-25,5.681809882104302e-18,1.3437513167289893e-24,3.338816461403964e-23,4.057525996836223e-27,1.0090786144731867e-25,2.7326816909487263e-20,2.8740385535718375e-26,9.07575522711021e-22,6.786364539201355e-26,4.577394944592241e-15,4.185948580209871e-17,1.7289643208593394e-27,4.296512731537237e-26,2.922684635035863e-17
2.4825506209811716e-09,0.11224544883871582,0.9,0.0,0.0,0.0,0.0,0.09999933266440998,1.7239894461175466e-07,1.594305264352532e-07,1.1705812657642848e-07,1.1881209992786696e-07,9.37644291684521e-08,1.0276145641223165e-07,1.0156114854815386e-07,1.0150515576864026e-07,9.119629084128088e-08,9.156767978971869e-08,8.185113050230842e-08,8.317318292801214e-08,7.178198022826061e-10,5.1379731564046436e-09,2.689601714962991e-09,4.691688556154654e-10,9.970513293692957e-09,4.387346139251855e-09,6.892523289475581e-09,4.206269061797716e-09,5.47360886905413e-10,1.8591827156645524e-11,1.3913203864033744e-09,5.3450585820169876e-15,8.409184304401812e-12,3.5576403152444734e-15,2.6498888634165333e-15,3.5525794726430954e-15,1.780389479655285e-17,3.7244584728378004e-17,8.677331278409478e-12,7.362176823186608e-12,7.118463340807277e-16,2.4425551933841137e-10,7.571274378144936e-18,9.398613889882764e-16,1.1840843455678744e-10,1.0120975434946546e-17,7.239505484058636e-20,8.038209216239336e-15,6.847220497467067e-21,4.0264157184742626e-17,1.2879735740457522e-20,2.0313592779319764e-23,2.8774021392957724e-26,7.017242461055346e-23,2.3392883342699984e-25,7.822377574826075e-18,1.796752601024862e-24,4.476802205755336e-23,5.971053439577291e-27,1.4890890315856625e-25,3.6454371945973125e-20,3.8403327734487167e-26,1.4700222067331321e-21,9.95815162605227e-26,5.761916629599238e-15,5.064258651746033e-17,2.5445404088401832e-27,6.34082013087297e-26,3.535932337841445e-17
2.7105586335102754e-09,0.11224545608910239,0.9,0.0,0.0,0.0,0.0,0.09999927137105384,1.8838144856775706e-07,1.735272157476797e-07,1.2770663717163108e-07,1.29792602022827e-07,1.0183616673090597e-07,1.1224697903366149e-07,1.1081485603512999e-07,1.1075079943913236e-07,9.95721022401208e-08,1.0001570011019585e-07,8.929694515904369e-08,9.08720978193055e-08,7.812890921797348e-10,5.609422151262954e-09,2.932637239595372e-09,5.11141856111468e-10,1.1886853675428114e-08,5.242430244457484e-09,8.206676743063904e-09,5.00333163783405e-09,6.527078874340791e-10,2.0295515412465876e-11,1.6594767774725201e-09,5.840578238291872e-15,1.0257951021981609e-11,3.886432664483465e-15,2.8951744901244243e-15,3.880503470820771e-15,2.1230495105602886e-17,4.399122129872261e-17,1.1025372049641153e-11,9.600068558050603e-12,7.776345953984198e-16,2.9128776373611213e-10,9.029149189529462e-18,1.0268598788516626e-15,1.4122005111388123e-10,1.2070814652672453e-17,8.611351394891085e-20,9.857378583605697e-15,8.166942104209311e-21,5.288274514049846e-17,1.5389985907593245e-20,2.4244666522188064e-23,3.7480412506267343e-26,9.12223144113471e-23,3.318113622500251e-25,1.0518571638859353e-17,2.3417246324157956e-24,5.845238747737362e-23,8.492588378374853e-27,2.1217617528175286e-25,4.7407018852032907e-20,5.0027469596212986e-26,2.2821739491402485e-21,1.4125992764971511e-25,7.14547513134806e-15,6.024108764257899e-17,3.6193553407263555e-27,9.03554046234472e-26,4.206112375178459e-17
2.9385666460393793e-09,0.11224546337123723,0.9,0.0,0.0,0.0,0.0,0.09999921007714262,2.0438881148156049e-07,1.8753726481355286e-07,1.3833800699046098e-07,1.4078387429688417e-07,1.0982312726217904e-07,1.2174033570060996e-07,1.200556926347789e-07,1.1998355147273505e-07,1.0794790623368614e-07,1.0847029920259184e-07,9.67307735899172e-08,9.858101446141248e-08,8.443682908431669e-10,6.077973544916698e-09,3.173120155738788e-09,5.526740156774629e-10,1.3966194769427173e-08,6.1703462517537655e-09,9.633718598813299e-09,5.867675756128325e-09,7.673539672532073e-10,2.199683524924444e-11,1.9511129473984893e-09,6.336867950658515e-15,1.2289526259176037e-11,4.215547063911905e-15,3.140778439148047e-15,4.2086978560800795e-15,2.4959562040984508e-17,5.131142875639498e-17,1.377914066510281e-11,1.2247595865123375e-11,8.434873848708984e-16,3.424766560880912e-10,1.0615867922809385e-17,1.1139713894915523e-15,1.6605114403835587e-10,1.419326964807749e-17,1.0098998265531905e-19,1.1936267457878378e-14,9.602224272239081e-21,6.803723954627025e-17,1.8114051860537145e-20,2.852842747693179e-23,4.779205756552212e-26,1.1608739644296254e-22,4.574831265926062e-25,1.386850841713307e-17,2.9872118436015704e-24,7.464455939886719e-23,1.1738920799055498e-26,2.935962093913909e-25,6.034766653560106e-20,6.37964752950703e-26,3.419296638571693e-21,1.9477564461802802e-25,8.751271795572381e-15,7.064997762112279e-17,5.0032381017472034e-27,1.250373639391449e-25,4.9328748335587653e-17
3.166574658568483e-09,0.11224547068494567,0.9,0.0,0.0,0.0,0.0,0.09999914878264439,2.2042099864861458e-07,2.014612060709828e-07,1.4895226430058656e-07,1.5178575586752555e-07,1.1772620109886062e-07,1.312414911401321e-07,1.2928356880695056e-07,1.2920342725848813e-07,1.1632370282113951e-07,1.1693151701978142e-07,1.0415263508492873e-07,1.0629991344201675e-07,9.070597955356878e-10,6.543645152126104e-09,3.4110772835821318e-09,5.937699647979775e-10,1.6207293348473588e-08,7.17032921220074e-09,1.1173262895189493e-08,6.79888789502754e-09,8.913067856743439e-10,2.3695770171117287e-11,2.266196118639304e-09,6.833926641146579e-15,1.4502564813728297e-11,4.5449786952122984e-15,3.3867000911557656e-15,4.537161408163606e-15,2.8991344118863436e-17,5.920083122216222e-17,1.697124969614259e-11,1.5338051065156088e-11,9.094037385911886e-16,3.978262216534826e-10,1.2331555087793295e-17,1.2011957015469307e-15,1.9290433080267438e-10,1.648856380149601e-17,1.1701734503017444e-19,1.42998271183567e-14,1.1152906577880992e-20,8.601825226678162e-17,2.1049688677854545e-20,3.316609956222857e-23,5.984651685894569e-26,1.4507831925652423e-22,6.157131508851084e-25,1.7982546203336858e-17,3.741768629371461e-24,9.354565054855059e-23,1.5837065218794054e-26,3.9628855590468974e-25,7.543840754190478e-20,7.989461658855113e-26,4.970545175477725e-21,2.6216152447663974e-25,1.0604453839529694e-14,8.18642756912594e-17,6.750386880436822e-27,1.687842245026872e-25,5.715871949606886e-17
3.394582671097587e-09,0.11224547803005452,0.9,0.0,0.0,0.0,0.0,0.09999908748752748,2.364779754038481e-07,2.152995686890095e-07,1.595494373764036e-07,1.6279808755963625e-07,1.2554626922811481e-07,1.407504101574179e-07,1.3849839620776742e-07,1.384104421750646e-07,1.2469949200158224e-07,1.2539939319517277e-07,1.1156254890303188e-07,1.1402877523827237e-07,9.693659888013411e-10,7.006454675467961e-09,3.646535162272229e-09,6.344342850364047e-10,1.8608916794929232e-08,8.241622209371482e-09,1.2824926192559995e-08,7.796557073920542e-09,1.0245739674647754e-09,2.539230390055962e-11,2.6046932877141575e-09,7.33175323301371e-15,1.6895709339578495e-11,4.874722791206645e-15,3.632938823296776e-15,4.865892909519571e-15,3.3326088730606975e-17,6.765509016094364e-17,2.063400566666148e-11,1.8904472734746566e-11,9.753827028819724e-16,4.5734042515787556e-10,1.4176333317347333e-17,1.288532594407783e-15,2.2178222377847483e-10,1.895692005636715e-17,1.3418852884792566e-19,1.697493369247356e-14,1.2818827473645628e-20,1.0713474092530459e-16,2.4194674995310332e-20,3.8158909657230544e-23,7.378173941705783e-26,1.78504174013874e-22,8.11632826164389e-25,2.2984238528433535e-17,4.613959094766136e-24,1.1535461214941047e-22,2.0924249477484647e-26,5.236019870923013e-25,9.284052179909134e-20,9.850677537310433e-26,7.040142230276279e-21,3.4560514908468532e-25,1.2732097938375353e-14,9.387903169735074e-17,8.919364859468504e-27,2.2302404399830667e-25,6.554758096912295e-17
3.622590683626691e-09,0.11224548540639193,0.9,0.0,0.0,0.0,0.0,0.09999902619176042,2.5255970712165556e-07,2.2905287858967124e-07,1.7012955449858408e-07,1.738207118893353e-07,1.3328420339014095e-07,1.5026705763574728e-07,1.4770008768077163e-07,1.4760461159075113e-07,1.3307527377405495e-07,1.3387396704520804e-07,1.1896053427217909e-07,1.2176758021822475e-07,1.031289238564793e-09,7.466419701972742e-09,3.879520038678393e-09,6.746715092410959e-10,2.116984300447965e-08,9.383476283506753e-09,1.4588327553833521e-08,8.860274839166773e-09,1.1671631029152935e-09,2.7086420379295274e-11,2.9665712279262974e-09,7.830346650745111e-15,1.946759748440301e-11,5.204774635372278e-15,3.879494009246398e-15,5.1948911453002484e-15,3.7964042144994816e-17,7.666990404299876e-17,2.479941144210459e-11,2.2979647653060397e-11,1.0414233341987432e-15,5.210231713728335e-10,1.6150323385366314e-17,1.375981846231159e-15,2.526874302106883e-10,2.1598560917025407e-17,1.5249650534545875e-19,1.999037617013065e-14,1.4599824301734486e-20,1.3171518718289103e-16,2.7546812783783235e-20,4.350808758141409e-23,8.973606218597461e-26,2.16672501706867e-22,1.050732680018462e-24,2.9011188894914356e-17,5.612356803841935e-24,1.4026825802459636e-22,2.714790316080273e-26,6.7911075604800065e-25,1.1271448036673372e-19,1.1981844621037454e-25,9.748450260592496e-21,4.474474633606525e-25,1.5163195470267025e-14,1.0668932592046821e-16,1.1573095733251352e-26,2.8928120702621096e-25,7.449189774195749e-17
4.0786067086848985e-09,0.11224550025207193,0.9,0.0,0.0,0.0,0.0,0.09999890359815157,2.8479729713979506e-07,2.5630642779451294e-07,1.9123873403262797e-07,1.9589621685785976e-07,1.4851711115448596e-07,1.6932339789875013e-07,1.6606372008619398e-07,1.6595447534051448e-07,1.498268150909572e-07,1.508433634694225e-07,1.3372079642075997e-07,1.3727494066682794e-07,1.1539963066481984e-09,8.377886077377746e-09,4.33817439440044e-09,7.538825642281108e-10,2.6764767119630692e-08,1.1875911020268022e-08,1.844883308338931e-08,1.1184234840179152e-08,1.4803374241060007e-09,3.0467338433399544e-11,3.760335419938588e-09,8.829829667876039e-15,2.514218346315051e-11,5.8657829516808156e-15,4.373551220252871e-15,5.853682974252774e-15,4.8150554861121483e-17,9.636417293095782e-17,3.476468399887404e-11,3.278616037418398e-11,1.1736858736516445e-15,6.609096157115669e-10,2.0486412975847098e-17,1.5512165333529407e-15,3.2059018659232374e-10,2.7402584260591678e-17,1.9249493676965908e-19,2.7166896572768663e-14,1.850638967633207e-20,1.926885669359149e-16,3.4863865613851425e-20,5.528048077340932e-23,1.2825729038885557e-25,3.0845903393099164e-22,1.6822115246855257e-24,4.476810613822881e-17,8.022113986414003e-24,2.0018631927214772e-22,4.3645273655568173e-26,1.0901167180574085e-24,1.6051579392121273e-19,1.712853805838785e-25,1.765174418976549e-20,7.164506325677176e-25,2.106117595394907e-14,1.3467700101478256e-16,1.8608284546915724e-26,4.644173873106937e-25,9.403326247712279e-17
4.534622733743106e-09,0.11224551522063822,0.9,0.0,0.0,0.0,0.0,0.09999878100157121,3.1713349248690794e-07,2.832259967828842e-07,2.1228002925382136e-07,2.18011044018908e-07,1.6343171700544294e-07,1.8841023255513102e-07,1.843737921300077e-07,1.842531412454661e-07,1.665783267629996e-07,1.6784001459439933e-07,1.4843357473626794e-07,1.5282183561251475e-07,1.2751996537721535e-09,9.278182828852248e-09,4.787244835910076e-09,8.314384504735986e-10,3.298249495260854e-08,1.4641797540993498e-08,2.275178118890486e-08,1.3767550187842852e-08,1.830889785060925e-09,3.3838400171681966e-11,4.6472185366727046e-09,9.832367112953108e-15,3.1515575238140674e-11,6.527966903862013e-15,4.868866646091483e-15,6.5135272302491835e-15,5.955283006414532e-17,1.1824995106586461e-16,4.711712203575841e-11,4.5014932986162896e-11,1.3061840070092515e-15,8.175156191638596e-10,2.5340753658653703e-17,1.7268979642161135e-15,3.966333542452582e-10,3.3902404988498844e-17,2.36957267786698e-19,3.609743042370663e-14,2.2871279827039398e-20,2.7200833281501165e-16,4.298371986270357e-20,6.849317573677284e-23,1.7652462375977688e-25,4.228675174877741e-22,2.5611354903425673e-24,6.66725666768215e-17,1.1039808386011283e-23,2.7483251065685667e-22,6.671218527977368e-26,1.662271540198055e-24,2.2011008421386763e-19,2.3579172356622377e-25,3.001408921770801e-20,1.0909145148080741e-24,2.8567971595903235e-14,1.6578854448310266e-16,2.844636574468287e-26,7.0825547748812785e-25,1.1575575340713574e-16
4.990638758801314e-09,0.11224553031076523,0.9,0.0,0.0,0.0,0.0,0.09999865840177648,3.495680175773353e-07,3.098156778698779e-07,2.332536665816122e-07,2.401639925314924e-07,1.7803467160118337e-07,2.0752728347691258e-07,2.0262964828413742e-07,2.0250073187568826e-07,1.8332980878043046e-07,1.8486422382853822e-07,1.6309902193154843e-07,1.6840810423566168e-07,1.3949177052794561e-09,1.0167446831866324e-08,5.226931636987888e-09,9.073737525100722e-10,3.981361735640336e-08,1.7675421871963615e-08,2.749421223951706e-08,1.6607042594282648e-08,2.2188796749035354e-09,3.7199484813421624e-11,5.626947043249154e-09,1.0837950425999432e-14,3.8577213664671983e-11,7.191290527783113e-15,5.365435156328191e-15,7.174414291663513e-15,7.217279775043644e-17,1.422941204156379e-16,6.210209177012907e-11,5.991941903000232e-11,1.438910539586568e-15,9.908703281018028e-10,3.0714246765440117e-17,1.9030243215436197e-15,4.808376036200945e-10,4.10997870760097e-17,2.8582880494306704e-19,4.707977052754742e-14,2.7693155078435003e-20,3.7314033088149055e-16,5.188960577199968e-20,8.315611484074113e-23,2.356586391276533e-25,5.623032150473733e-22,3.744034040848272e-24,9.642923573254692e-17,1.4734343708510532e-23,3.6570682976189585e-22,9.789407318093944e-26,2.4319179913996092e-24,2.9275238757212905e-19,3.148437381128822e-25,4.850600474368036e-20,1.5949503313071025e-24,3.798274147976178e-14,1.999856746663459e-16,4.174718869590813e-26,1.0363014570362954e-24,1.3963264177155875e-16
5.4466547838595215e-09,0.11224554552114777,0.9,0.0,0.0,0.0,0.0,0.09999853579852816,3.821005974553913e-07,3.360795132378665e-07,2.5415987248876475e-07,2.623538869310753e-07,1.923324866545521e-07,2.2667427378041806e-07,2.2083065108596228e-07,2.2069736963298348e-07,2.000812611326252e-07,2.0191628977011175e-07,1.7771729022826728e-07,1.8403358412011527e-07,1.5131686607940862e-09,1.1045813274309517e-08,5.657430877293715e-09,9.8172233122087e-10,4.724888382324712e-08,2.097118942492056e-08,3.267320462200886e-08,1.9699572715122763e-08,2.6443660384468267e-09,4.055047490647879e-11,6.69924411960436e-09,1.1846571066631723e-14,4.6316709317589225e-11,7.8557186193772e-15,5.863251569701114e-15,7.836334579955434e-15,8.601237019346826e-17,1.6846412133474408e-16,7.996035083893622e-11,7.774924685800712e-11,1.57185842873835e-15,1.1810019900283042e-09,3.660776575711069e-17,2.0795937700174445e-15,5.732235204794916e-10,4.899648724556117e-17,3.3905552462188175e-19,6.044105785846697e-14,3.29706594087468e-20,4.999853002753535e-16,6.156510374195713e-20,9.927928561543193e-23,3.0678604467168785e-25,7.291472743585581e-22,5.292881201065374e-24,1.360564642537947e-16,1.9174751483979055e-23,4.742773125283001e-22,1.3889836787039238e-25,3.4386661412184964e-24,3.796851575752796e-19,4.099577215608122e-25,7.51731588975902e-20,2.2549945896949113e-24,4.963373214574799e-14,2.372305789698518e-16,5.923985213027408e-26,1.4654573402013707e-24,1.6563752631693464e-16
