Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017)
8.248626345161813e-12,0.1122453722488942,0.9,0.0,0.0,0.0,0.0,0.09999999778272799,5.678838228580916e-10,5.644033327271369e-10,3.9235250040396954e-10,3.923726837077285e-10,3.393774239776391e-10,3.398440135414593e-10,3.39819882374963e-10,3.398207858236918e-10,3.030140563599207e-10,3.030225172829613e-10,2.74346260739222e-10,2.743609563098547e-10,2.5368306653244516e-12,8.618347778419732e-13,3.686468169606245e-13,7.938943046687232e-14,5.767495166383007e-14,1.7127115940926008e-15,7.796536134321061e-14,4.8800132309232774e-14,6.0318423370412125e-15,1.524592857108858e-14,2.6927962578610953e-15,1.7586352401786716e-17,7.060886205261355e-18,1.1735884177025961e-17,8.730741117019743e-18,1.1733659153758461e-17,1.957209435175575e-22,2.1240519956559703e-18,4.474538747483964e-15,1.4800296219990903e-19,2.349820962647157e-18,2.6867112237482497e-15,8.308854046115702e-23,3.0966088772744376e-18,1.2995422618965137e-15,1.1037034736053067e-22,8.399729872957676e-25,7.550915303347805e-20,1.329477983003319e-26,1.4333680082790105e-24,5.070790637751122e-27,2.2143023105852595e-28,1.0473665595953933e-33,2.1176006954599807e-30,2.982457945418294e-35,2.4182592139426295e-25,1.1441246029718961e-32,5.744352234209105e-32,1.2681882895943068e-37,6.370685281031759e-37,4.272159872743995e-28,1.3946582053017211e-33,6.36031911334072e-34,1.2673554954903434e-35,5.0393066408433766e-20,5.208467999913538e-22,5.394409564618452e-38,2.7078887961650634e-37,3.6366212111138853e-22
1e-11,0.11224537230722945,0.9,0.0,0.0,0.0,0.0,0.09999999731194999,6.884629110500828e-10,6.840095291068214e-10,4.75655046769392e-10,4.756846980830257e-10,4.113197358392618e-10,4.1200212677910645e-10,4.1196916626867113e-10,4.119703777735625e-10,3.67350929298133e-10,3.673622122637864e-10,3.3259424491569155e-10,3.3261583645325794e-10,3.0753512378143134e-12,1.2577953313249292e-12,5.387600230965203e-13,1.1587830081468847e-13,8.478286971822455e-14,3.012099729313638e-15,1.1453090529303838e-13,7.171967039564311e-14,8.861453335717749e-15,2.159960030453209e-14,4.633193338703728e-15,2.132482929703021e-17,8.823936541538819e-18,1.4230558088564694e-17,1.058675636035663e-17,1.4228275468439477e-17,2.876587990083345e-22,2.124172663798324e-18,5.425116491322131e-15,2.593986116519223e-19,2.8489741438399376e-18,3.947686887092655e-15,1.2213485293003944e-22,3.754894708560377e-18,1.9099700267739136e-15,1.6239651898202715e-22,1.234458394175803e-24,1.1093169006601677e-19,2.2852849725369296e-26,2.53273890436302e-24,8.894227151521477e-27,3.2544597127118666e-28,1.865701340952643e-33,3.833479041413438e-30,6.482462685861322e-35,4.27395953574915e-25,2.3937317865169647e-32,1.2284079570094968e-31,3.2594904258752682e-37,1.674736030918883e-36,8.643036522301823e-28,2.4850267352978924e-33,1.613198434600268e-33,2.7550495931023807e-35,7.403313202367569e-20,7.8177794018766e-22,1.3866951145744776e-37,7.119697926637265e-37,5.458476925872564e-22
1.0181770617821749e-11,0.11224537230722945,0.9,0.0,0.0,0.0,0.0,0.09999999726308914,7.009775933878827e-10,6.964187254503279e-10,4.843007471573053e-10,4.843314851632254e-10,4.1878419106952553e-10,4.1949126175898995e-10,4.1945731252077137e-10,4.194585562559504e-10,3.74028289704115e-10,3.740398861542393e-10,3.3863961377793176e-10,3.3866199686657735e-10,3.1312229849607213e-12,1.3030009108605275e-12,5.582031880591843e-13,1.2004453236698554e-13,8.791672730467339e-14,3.1757503938176327e-15,1.1872772106135524e-13,7.435034955282765e-14,9.186242593095808e-15,2.2307238922971e-14,4.874279840747812e-15,2.1712838952811473e-17,9.015399114659267e-18,1.4489475295002265e-17,1.0779388562139945e-17,1.4487186315170792e-17,2.982127560238357e-22,2.1241863150142072e-18,5.5237770272732894e-15,2.7346833939434797e-19,2.9007802526055876e-18,4.092430161974128e-15,1.2661730446380622e-22,3.823216911335075e-18,1.9800436328676453e-15,1.683704948506738e-22,1.2797368383609518e-24,1.1499757878146467e-19,2.4040218132451656e-26,2.6715990901460212e-24,9.375569079799668e-27,3.373852059641174e-28,1.969265660603729e-33,4.0525119063022476e-30,6.968071976037144e-35,4.508367798873855e-25,2.5634344988806085e-32,1.3181270122620747e-31,3.5535168150867803e-37,1.8291985082652835e-36,9.228276486306187e-28,2.6230306264885258e-33,1.756256967795695e-33,2.96147072224634e-35,7.674659540695002e-20,8.1189421523581e-22,1.5118029110448874e-37,7.77645280053085e-37,5.668752739493115e-22
1.2114914890481684e-11,0.11224537236556649,0.9,0.0,0.0,0.0,0.0,0.0999999967434503,8.340731806292611e-10,8.283407493397801e-10,5.762477377549124e-10,5.762912429204282e-10,4.981433035936288e-10,4.991391035729601e-10,4.990938042262199e-10,4.990953868341921e-10,4.450425225163449e-10,4.450576924914003e-10,4.0293208861091893e-10,4.029637722533137e-10,3.7251948533099525e-12,1.830796514953544e-12,7.855095742307092e-13,1.6869273254906688e-13,1.2506014238885323e-13,5.298099275300465e-15,1.6803496884486479e-13,1.0525739955017482e-13,1.3002382282206682e-14,3.034513707298591e-14,7.941515567161463e-15,2.583938178264058e-17,1.1167469768223407e-17,1.724309501686584e-17,1.282805939571354e-17,1.7240733966645953e-17,4.22229161494746e-22,2.124344919230354e-18,6.5730731840032e-15,4.57214925792479e-19,3.4517452721308203e-18,5.7931630252932156e-15,1.7929085595406674e-22,4.549833249047759e-18,2.803456640817161e-15,2.38586380299483e-22,1.8116979088707868e-24,1.6277021734626462e-19,3.914463610589801e-26,4.480146818705373e-24,1.5615815820663172e-26,4.776672342781946e-28,3.316946856769988e-33,6.933988472204476e-30,1.3893102386988135e-34,7.561573899022217e-25,4.975761898392192e-32,2.620771253156455e-31,8.136382631907545e-37,4.289700356879689e-36,1.738221461487245e-27,4.419018657402273e-33,4.08658013870791e-33,5.905216612473268e-35,1.0862870860003116e-19,1.1674720665437517e-21,3.46189772548284e-37,1.8238485853344757e-36,8.151444303097279e-22
1.5981203435801556e-11,0.11224537248224602,0.9,0.0,0.0,0.0,0.0,0.09999999570417262,1.1002698051429708e-09,1.091912437187684e-09,7.601379505641197e-10,7.602136243481425e-10,6.567214944502098e-10,6.584365678953563e-10,6.583640352901473e-10,6.58366228475699e-10,5.870709865449167e-10,5.870946176288744e-10,5.315144037164711e-10,5.315695274625862e-10,4.911912120317828e-12,3.1385146155646847e-12,1.350686814871468e-12,2.8926473665662785e-13,2.2087895065505564e-13,1.1983465797048853e-14,2.922758517546968e-13,1.8312708188884814e-13,2.2619893654367214e-14,4.8903290440557503e-14,1.711270699947859e-14,3.409263627548934e-17,1.6240058688464207e-17,2.275042018265971e-17,1.6925471226490836e-17,2.2747890736503653e-17,7.348361953053754e-22,2.1247378929885895e-18,8.67188977003772e-15,1.0501994124644744e-18,4.553692481956126e-18,1.0079680084478837e-14,3.1207261702502563e-22,6.0030908348162895e-18,4.8790228168167644e-15,4.156658129177547e-22,3.151954991511782e-24,2.831686861023592e-19,8.429784060899187e-26,1.024707794920202e-23,3.526113555904806e-26,8.312153421445382e-28,7.613128481923797e-33,1.634698868367323e-29,4.2055568966094256e-34,1.7298714170749668e-24,1.4103324384351054e-31,7.800482331865331e-31,3.034798999516248e-36,1.6798729392700814e-35,4.729553250419343e-27,1.0145271212339232e-32,1.680584660696849e-32,1.7878017120323243e-34,1.889789715204567e-19,2.0720446944137317e-21,1.2914429473625526e-36,7.143282362852491e-36,1.4467289971266122e-21
1.9296200916559598e-11,0.11224537258229415,0.9,0.0,0.0,0.0,0.0,0.09999999481308475,1.32851544707967e-09,1.3176220430375468e-09,9.178034006787973e-10,9.179136961047102e-10,7.925430925640158e-10,7.950218216424123e-10,7.949212025450894e-10,7.949237717197202e-10,7.088477211007628e-10,7.088800020675556e-10,6.417594698400459e-10,6.418398288751805e-10,5.928157223030981e-12,4.517866913012177e-12,1.9493411834274406e-12,4.164872403764376e-13,3.269089436551163e-13,2.087843587645898e-14,4.259989763492225e-13,2.669213875206162e-13,3.297381702914901e-14,6.690813280535456e-14,2.866057206640157e-14,4.1169244903549206e-17,2.1625514684357532e-17,2.74725510549901e-17,2.0438710795463098e-17,2.7469851579168777e-17,1.0714287385756782e-21,2.1251588395700757e-18,1.0471739460111158e-14,1.8616544933107747e-18,5.4985321078745905e-18,1.4694669216310384e-14,4.550492561165654e-22,7.249156003148268e-18,7.113841554043281e-15,6.064055168341849e-22,4.594177238111189e-24,4.127873149972709e-19,1.4114437118552762e-25,1.80209635999499e-23,6.139015702287518e-26,1.2118427695062144e-27,1.3401144123061236e-32,2.93026706367771e-29,8.936256093464834e-34,3.0425894546699243e-24,2.851843336771358e-31,1.6409139149789896e-30,7.407481907391492e-36,4.2654332099510207e-35,9.235747857402889e-27,1.78609009265429e-32,4.295944812203578e-32,3.799123148076856e-34,2.754821485064782e-19,3.052764350371793e-21,3.152463473200963e-36,1.8139166674254787e-35,2.1314804255836176e-21
2.261119839731764e-11,0.1122453726823479,0.9,0.0,0.0,0.0,0.0,0.09999999392199685,1.55676643095032e-09,1.5430831546790129e-09,1.0754651571735556e-09,1.0756165698548936e-09,9.28234459224416e-10,9.31608820615089e-10,9.31475801739968e-10,9.314785513552508e-10,8.306244540923112e-10,8.306666731652443e-10,7.520019536737714e-10,7.521122909720294e-10,6.9432833273083034e-12,6.125845198858791e-12,2.649923071446014e-12,5.648451140855058e-13,4.559040238641345e-13,3.3269977100760545e-14,5.848215459077702e-13,3.664179127515212e-13,4.527372384142264e-14,8.64132953442282e-14,4.3976281787804866e-14,4.824601901611094e-17,2.820984504693687e-17,3.219476573723294e-17,2.39520191355155e-17,3.219187266439348e-17,1.4713188517480276e-21,2.1256605953893455e-18,1.2271938299833616e-14,3.023470482528674e-18,6.44338852159957e-18,2.0177220458291047e-14,6.249184240506306e-22,8.49524558742653e-18,9.768929793610122e-15,8.330688292539305e-22,6.306652657800356e-24,5.667688254499707e-19,2.1653330894141375e-25,2.8983737750112785e-23,9.778372700985948e-26,1.664016667514331e-27,2.1562453083438538e-32,4.785388661838386e-29,1.6831157928110467e-33,4.893919356367164e-24,5.130272977751222e-31,3.0632399969116506e-30,1.5597533991852113e-35,9.314053055909921e-35,1.6084927172084853e-26,2.874106273934027e-32,9.442481212800497e-32,7.155899673008123e-34,3.7824397466782e-19,4.222642669995037e-21,6.638341820417782e-36,3.9610996561407303e-35,2.9483049336030168e-21
2.5926195878075684e-11,0.11224537278240722,0.9,0.0,0.0,0.0,0.0,0.09999999303090899,1.7850227566466232e-09,1.7683045678527854e-09,1.2331232201349916e-09,1.2333222421076147e-09,1.0637989824959598e-09,1.0681975647020712e-09,1.068027875923916e-09,1.0680305674300569e-09,9.524011855195618e-10,9.524546310148792e-10,8.622418552781758e-10,8.623869136966727e-10,7.957330041919542e-12,7.953636845472706e-12,3.4493224885033946e-12,7.335375694183237e-13,6.086450098040252e-13,4.968427945151715e-14,7.687340862790558e-13,4.815996552660072e-13,5.951963881763499e-14,1.0709812109543371e-13,6.33317727311594e-14,5.532295860981102e-17,3.6229409117529736e-17,3.6917064124841406e-17,2.7465396244846605e-17,3.691395398832704e-17,1.934507337245193e-21,2.1262459083856216e-18,1.4072555686691056e-14,4.60505510338525e-18,7.38826170221412e-18,2.6527349089656364e-14,8.216805936609069e-22,9.741359587013037e-18,1.2844295731185507e-14,1.09565644966602e-21,8.289088625738314e-24,7.451141468487131e-19,3.118029188679012e-25,4.3682291115433234e-23,1.4598653630117794e-25,2.1877406812419535e-27,3.250489249692431e-32,7.303507341435577e-29,2.9091569194177375e-33,7.376255691699628e-24,8.47058975444503e-31,5.245865948081521e-30,2.953517060334314e-35,1.8296366692583256e-34,2.5810618505968021e-26,4.332969331629932e-32,1.8607609219528508e-31,1.2368998134275646e-33,4.972650145589546e-19,5.581474028484538e-21,1.2570759741918464e-35,7.78143060072452e-35,3.897058951231933e-21
2.9241193358833726e-11,0.11224537288247224,0.9,0.0,0.0,0.0,0.0,0.09999999213982112,2.013284424060189e-09,1.9932947304513706e-09,1.3907775896497703e-09,1.3910307094643044e-09,1.1992399430299597e-09,1.2047880537919958e-09,1.2045774574396932e-09,1.2045798199919528e-09,1.0741779153825156e-09,1.0742438757116977e-09,9.724791747138349e-10,9.726636969933736e-10,8.970335409212618e-12,9.992777814050842e-12,4.344526365574151e-12,9.217947356464336e-13,7.85831766777172e-13,7.062701462959787e-14,9.777274241486607e-13,6.124502306728739e-13,7.571158666329895e-14,1.2871391116907904e-13,8.693793691032256e-14,6.240006368128281e-17,4.592654564545797e-17,4.163944611603894e-17,3.097884212167799e-17,4.163609554711692e-17,2.4609949968095736e-21,2.1269172415717025e-18,1.587366334681542e-14,6.678146142523178e-18,8.333151629355577e-18,3.374507036249159e-14,1.045336236939655e-21,1.0987498001277947e-17,1.6339947558768525e-14,1.3941690772466138e-21,1.0541203152350347e-23,9.47824274220005e-19,4.279910516342036e-25,6.266366420343822e-23,2.0748304207927924e-25,2.783018455903824e-27,4.663631610396259e-32,1.0588277713492382e-28,4.708016855052867e-33,1.0582021096543891e-23,1.3113260362708272e-30,8.412888909066654e-30,5.159426436241437e-35,3.3117144979431322e-34,3.895161021951414e-26,6.217074905435531e-32,3.379215101112464e-31,2.001791330266662e-33,6.325458995846858e-19,7.12905922126301e-21,2.196027973754771e-35,1.408514234780476e-34,4.977603391201111e-21
3.2556190839591766e-11,0.11224537298254304,0.9,0.0,0.0,0.0,0.0,0.09999999124873328,2.2415514330826986e-09,2.218061768218071e-09,1.548428265804514e-09,1.548741968612401e-09,1.3345605214588708e-09,1.3413802877734773e-09,1.3411245706778235e-09,1.3411263090887084e-09,1.1959546436811719e-09,1.1960344073530403e-09,1.0827139120412937e-09,1.0829426408069699e-09,9.982336020840812e-12,1.223512690091246e-11,5.332611925311343e-12,1.128875401228513e-12,9.881001537558542e-13,9.65848363051353e-14,1.2117926655479713e-12,7.58953826851758e-13,9.384959215304157e-14,1.5106566428724683e-13,1.149601128786666e-13,6.947733422716194e-17,5.754863274039664e-17,4.636191161162464e-17,3.4492356764249514e-17,4.6358297336909764e-17,3.0507826344315482e-21,2.12767683268319e-18,1.7675335075117558e-14,9.3165516618841e-18,9.278058283176592e-18,4.183039954466626e-14,1.2958858263683172e-21,1.2233660829597904e-17,2.0255893485368613e-14,1.728607412625753e-21,1.3062724097547322e-23,1.1749002701796733e-18,5.6591137882700345e-25,8.647528395339113e-23,2.837018720560884e-25,3.449853636801657e-27,6.436459418797268e-32,1.474336886852281e-28,7.232875434978445e-33,1.4603706619585712e-23,1.9305444119318797e-30,1.2810676176876637e-29,8.457831516124155e-35,5.615896299659065e-34,5.604829756105029e-26,8.580821020614564e-32,5.758177397509152e-31,3.0754066365715644e-33,7.840873294960537e-19,8.865206631404915e-21,3.6000376823007085e-35,2.3885726073678506e-34,6.1898044640400545e-21
3.918618580110785e-11,0.11224537318270224,0.9,0.0,0.0,0.0,0.0,0.09999998946655758,2.698101475521689e-09,2.666957545856929e-09,1.863718538380123e-09,1.8641728494205714e-09,1.604852804906678e-09,1.6145699899656578e-09,1.6142114647386326e-09,1.6142109970776677e-09,1.4395080955855932e-09,1.439619331866903e-09,1.303175640613596e-09,1.3035070097659928e-09,1.2003462920510749e-11,1.729831402023189e-11,7.576143415879121e-12,1.596669531412983e-12,1.4701980139485916e-12,1.6540801078582417e-13,1.7551045272249873e-12,1.098859369591869e-12,1.3596387534141594e-13,1.9736845749407948e-13,1.8476844749623742e-13,8.363237172869767e-17,8.75752488581499e-17,5.580709273077598e-17,4.151959233962976e-17,5.580288159409437e-17,4.420261065602992e-21,2.1294689398435553e-18,2.1280674104747968e-14,1.6592734707050173e-17,1.1167921693792647e-17,6.060394271099772e-14,1.877668733677423e-21,1.4726059725929798e-17,2.9348700512640126e-14,2.505264012801266e-21,1.8912940340496697e-23,1.7021544403072203e-18,9.094877220588846e-25,1.5077939591382117e-22,4.857734174249974e-25,4.9982107989946115e-27,1.1224329345172239e-31,2.607866137635054e-28,1.5174729894300245e-32,2.5464891404578585e-23,3.734442307681263e-30,2.6409471387496844e-29,1.9696065585344536e-34,1.3939528678612427e-33,1.042688439512805e-25,1.4964841550249543e-31,1.445655617702922e-30,6.452514190932915e-33,1.135954950068697e-18,1.2902453636527313e-20,8.383881423798354e-35,5.929038093576627e-34,9.008663693582763e-21
4.5816180762623937e-11,0.11224537338288523,0.9,0.0,0.0,0.0,0.0,0.0999999876843819,3.1546728830983583e-09,3.115050933963426e-09,2.178994038553959e-09,2.1796148596592308e-09,1.8746993913363935e-09,1.887766670387751e-09,1.887288651789425e-09,1.8872846317784055e-09,1.6830615412328254e-09,1.6832094053694258e-09,1.5236270414788297e-09,1.524080020139473e-09,1.402097657779881e-11,2.3084054030432915e-11,1.0158240376693943e-11,2.1315228333035385e-12,2.0590953599871393e-12,2.5969376639104975e-13,2.398603730184506e-12,1.5012004063440271e-12,1.8586268721988353e-13,2.451388446927395e-13,2.7349213716736333e-13,9.778807108754382e-17,1.283624535829827e-16,6.525260673742852e-17,4.8547102957130485e-17,6.524770672906196e-17,6.042949083501838e-21,2.1316368582175872e-18,2.4889197216115928e-14,2.7058181991893726e-17,1.3057851785035383e-17,8.28481006956894e-14,2.56703309432477e-21,1.7218556271101392e-17,4.012278263542516e-14,3.425631868082675e-21,2.583774301404827e-23,2.3268865306808313e-18,1.3461508474094161e-24,2.409761283944256e-22,7.625931442302006e-25,6.832841332366374e-27,1.7940432313591617e-31,4.213691498941934e-28,2.8336891179465406e-32,4.0700167359589396e-23,6.462742194599485e-30,4.8477914554580157e-29,3.984997754071615e-34,2.99321357016532e-33,1.7479273564057627e-25,2.392026787224595e-31,3.1445328402077976e-30,1.2049589400331142e-32,1.5528748690608093e-18,1.7691811652947472e-20,1.696315587307108e-34,1.2731695220040352e-33,1.235265677377852e-20
5.244617572414002e-11,0.11224537358309242,0.9,0.0,0.0,0.0,0.0,0.09999998590220623,3.611265654947745e-09,3.5623962508986913e-09,2.494254767018007e-09,2.4950679757606206e-09,2.1441223273825996e-09,2.1609703281489524e-09,2.1603561715501066e-09,2.16034721357225e-09,1.9266149806228687e-09,1.9268046286983248e-09,1.7440681151206072e-09,1.7446616714963119e-09,1.6035121597850867e-11,2.953792762047233e-11,1.3058594863844992e-11,2.7284594602584807e-12,2.7583603053619715e-12,3.8270270449332457e-13,3.142228462103106e-12,1.965869442765119e-12,2.435462267575967e-13,2.9388355396655645e-13,3.8154893825177017e-13,1.1194443227683546e-16,1.8201107605373035e-16,7.46984529257993e-17,5.557488860299601e-17,7.469277271099626e-17,7.918853145160794e-21,2.1341931444006163e-18,2.8501553750480294e-14,4.1362400971604436e-17,1.4947848415697783e-17,1.0856299539903458e-13,3.363982680635821e-21,1.9711150460241248e-17,5.257820571003248e-14,4.489716599251659e-21,3.3835282055625937e-23,3.0491076097049956e-18,1.8779566503451294e-24,3.6144783119799294e-22,1.1237329265825137e-24,8.953774403125078e-27,2.691113279412159e-31,6.374408311692966e-28,4.8641913012279494e-32,6.105011271954466e-23,1.0316841703076671e-29,8.178498205793975e-29,7.283012312790361e-34,5.77911532869356e-33,2.7193364199383036e-25,3.588238310637922e-31,6.164014481510333e-30,2.068426804896344e-32,2.0348552963356582e-18,2.3231980606190872e-20,3.100270775283568e-34,2.458212386764484e-33,1.6220875975442796e-20
5.90761706856561e-11,0.11224537378332418,0.9,0.0,0.0,0.0,0.0,0.09999998412003057,4.067879790204735e-09,4.0090437669602354e-09,2.8095007244643585e-09,2.8105321753052715e-09,2.4131423311846972e-09,2.4341809623585493e-09,2.4334140447072665e-09,2.4333987428406264e-09,2.170168413755723e-09,2.1704050027102054e-09,1.9644988620225963e-09,1.9652519634058013e-09,1.80461243566677e-11,3.660957215177277e-11,1.6258103924524246e-11,3.3828664311253238e-12,3.571207586211565e-12,5.374549170841837e-13,3.9859204801378824e-12,2.4927661832162464e-12,3.090146927498516e-13,3.4325078727125303e-13,5.092365877902356e-13,1.261014552696992e-16,2.506500496463218e-16,8.414463062449285e-17,6.260294926348241e-17,8.413807950908165e-17,1.0047979701966325e-20,2.1371491113458767e-18,3.211841226899808e-14,6.017414880759564e-17,1.683791145145265e-17,1.3774874839899887e-13,4.268521254947599e-21,2.2203842288482177e-17,6.671503555379557e-14,5.697523823769893e-21,4.290383130147255e-23,3.868829933365745e-18,2.5063703842899917e-24,5.165764369175892e-22,1.5780585976248686e-24,1.1361039179700371e-26,3.846281817882663e-31,9.17244355026162e-28,7.823194674038307e-32,8.725532750954277e-23,1.5516624248203876e-29,1.2936984882594325e-28,1.2335194017101897e-33,1.0299586301873764e-32,3.999945977754992e-25,5.128649685315327e-31,1.1162898734507931e-29,3.326757206549125e-32,2.581905653820137e-18,2.9521742964520584e-20,5.251007446782816e-34,4.3811244115490376e-33,2.0612471201821716e-20
6.570616564717218e-11,0.11224537398358081,0.9,0.0,0.0,0.0,0.0,0.09999998233785493,4.524515288004088e-09,4.455040212028458e-09,3.124731911585197e-09,3.1260074368981784e-09,2.681778936171327e-09,2.7073985721259295e-09,2.7064622835624394e-09,2.7064392199650424e-09,2.4137218406313875e-09,2.4140105282776016e-09,2.1849192826685054e-09,2.185850895436912e-09,2.0054195287129974e-11,4.4252172931722764e-11,1.9738740909017343e-11,4.090448974979232e-12,4.50058860947457e-12,7.267596694217308e-13,4.929624682928598e-12,3.0817966283142745e-12,3.8226828383549953e-13,3.9295801419106054e-13,6.567940586184071e-13,1.4025914003926596e-16,3.3642657042713293e-16,9.359113919279156e-17,6.963128492483715e-17,9.35836270925118e-17,1.2430335200192624e-20,2.140515145296777e-18,3.574045755481304e-14,8.417843466017454e-17,1.8728040764111543e-17,1.7040548098238533e-13,5.280652570561319e-21,2.46966317509538e-17,8.253333794894196e-14,7.049059156069572e-21,5.3041772953276e-23,4.786066946955074e-18,3.2325681105335273e-24,7.10743518523086e-22,2.1338170854641823e-24,1.4054664831449517e-26,5.292191918665442e-31,1.2690079808779832e-27,1.1971705820698125e-31,1.2005645723690084e-22,2.2249670486168295e-29,1.9460749929987744e-28,1.968146294071603e-33,1.7222329332133255e-32,5.632716717711306e-25,7.056799438774218e-31,1.8989394569271538e-29,5.090958378063347e-32,3.194036577563837e-18,3.655996512773509e-20,8.37839354722538e-34,7.325951434541305e-33,2.5526650958268795e-20
7.233616060868826e-11,0.11224537418386266,0.9,0.0,0.0,0.0,0.0,0.0999999805556793,4.9811721474806845e-09,4.9004289147632e-09,3.439948329072645e-09,3.441493740136106e-09,2.950050528324792e-09,2.980623156560536e-09,2.9795008855004083e-09,2.9794686453269468e-09,2.6572752612498626e-09,2.6576212062891275e-09,2.4053293775419817e-09,2.4064584671589315e-09,2.205952950581729e-11,5.2422323722234976e-11,2.3483522321377278e-11,4.847218337742417e-12,5.549163255517874e-12,9.532235109152943e-13,5.973288995812255e-12,3.732872826551754e-12,4.633071986853287e-13,4.4283447989098457e-13,8.243654988775998e-13,1.5441748655865091e-16,4.4150546949092003e-16,1.0303797801968015e-16,7.66598955733138e-17,1.0302941543046821e-16,1.5065926087204027e-20,2.1443006065293378e-18,3.936839062715291e-14,1.1407653462741575e-16,2.0618236231426852e-17,2.0653331423974134e-13,6.4003803747155324e-21,2.7189518842788323e-17,1.0003317868778273e-13,8.544328211507898e-21,6.424759330562163e-23,5.800833328074266e-18,4.0572592374749965e-24,9.483311762764298e-22,2.7986602249391562e-24,1.703468053184697e-26,7.0614862143870165e-31,1.700949631848868e-27,1.7559447005577876e-31,1.6019435694316713e-22,3.077823724046143e-29,2.809636619085493e-28,2.995025144829859e-33,2.739050007139874e-32,7.660566638318998e-25,9.416222190868889e-31,3.070329600381028e-29,7.46722772029216e-32,3.8712599605020224e-18,4.434557506567053e-20,1.2749982281315131e-33,1.1651390098273174e-32,3.096266673915204e-20
7.896615557020434e-11,0.11224537438416991,0.9,0.0,0.0,0.0,0.0,0.09999997877350364,5.437850367769624e-09,5.345249808861122e-09,3.755149977618712e-09,3.7569910656110494e-09,3.217974341890227e-09,3.2538547147718374e-09,3.2525298313914183e-09,3.2524870193076736e-09,2.9008286756111477e-09,2.9012370376497196e-09,2.6257291471265676e-09,2.627074678141611e-09,2.4062306841203727e-11,6.108002046978836e-11,2.747651220499083e-11,5.649491424131359e-12,6.719291213739647e-12,1.2192505349382156e-12,7.116864370843318e-12,4.44591286261045e-12,5.52131636089872e-13,4.92831712103939e-13,1.011991318706112e-12,1.6857649480102114e-16,5.680682490215986e-16,1.1248514652394106e-16,8.368878119518972e-17,1.1247544449216595e-16,1.795475881413767e-20,2.148513798856812e-18,4.300292891828267e-14,1.5058617026853254e-16,2.2508497737117383e-17,2.461323691055633e-13,7.627708409759983e-21,2.968250355912553e-17,1.1921462359419637e-13,1.0183336607993419e-20,7.651988253875783e-23,6.91314504261535e-18,4.980642652807143e-24,1.2337225367908935e-21,3.579645516738794e-24,2.0301115451229653e-26,9.186818042368565e-31,2.2212733568386516e-27,2.4960040785826556e-31,2.0841019040489742e-22,4.1178033881303854e-29,3.9246618383816563e-28,4.3799505510944526e-33,4.1720835011301614e-32,1.0126353123341592e-24,1.225047546572091e-30,4.75993915038035e-29,1.0614493047253328e-31,4.613589008976866e-18,5.2877592762116945e-20,1.864589964956264e-33,1.774742553674625e-32,3.6919834284198045e-20
8.68831004496871e-11,0.11224537462339247,0.9,0.0,0.0,0.0,0.0,0.09999997664538948,5.983202488890803e-09,5.875722336386393e-09,4.1315161476218845e-09,4.133744066351533e-09,3.5374717884163206e-09,3.5801324509590304e-09,3.5785438133584415e-09,3.5784865787533786e-09,3.1916582936658595e-09,3.192147948873438e-09,2.8888972435372095e-09,2.8905260718167215e-09,2.645072468625268e-11,7.200568921859056e-11,3.25489393720949e-11,6.662375465407713e-12,8.278789809999507e-12,1.5918267940510025e-12,8.613239054864897e-12,5.378427984972593e-12,6.683971552046669e-13,5.526567964793357e-13,1.262337539731193e-12,1.8548477836443367e-16,7.503946831436892e-16,1.2376653828962395e-16,9.208240569440272e-17,1.2375535983513447e-16,2.173610056805616e-20,2.154115706720623e-18,4.735264213794456e-14,2.0386525460133942e-16,2.4765764715229328e-17,2.979654912141983e-13,9.234235409206615e-21,3.265953002063408e-17,1.4432238464630885e-13,1.2328800374520306e-20,9.256960017810032e-23,8.369176913207952e-18,6.212694241537797e-24,1.6432484662828736e-21,4.673424486608969e-24,2.457685007790134e-26,1.2236639662399614e-30,2.9698084709028303e-27,3.652103446839036e-31,2.776014350548538e-22,5.657600182630084e-29,5.636734214546337e-28,6.61538857996838e-33,6.596763981638777e-32,1.3704131889259772e-24,1.6317632480677685e-30,7.676222661189494e-29,1.5531076847320962e-31,5.585320860684059e-18,6.404225795288749e-20,2.816272875640799e-33,2.8061993088252545e-32,4.4715151112181865e-20
