Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011),CHO2(367),S(1123),S(872),S(869)
3.6282947490930985e-07,0.11226955173156376,0.9,0.0,0.0,0.0,0.0,0.0998972097976501,4.167937327903433e-05,2.4513849872664463e-06,7.67217499800114e-06,1.4789613186353042e-05,8.615824436354136e-07,1.472699823086654e-05,3.461935143986132e-06,5.7727218669916385e-06,1.3332277446404076e-05,2.6572762088982787e-05,4.343240681290308e-06,1.475382534645081e-05,1.1037173700012862e-08,8.179011567771773e-08,2.580828874782279e-08,4.462966010924815e-09,3.4080005750110924e-05,1.1649825098402582e-05,6.532311151827901e-05,1.6764495577758678e-05,1.2190305039784797e-05,6.374920940562636e-10,1.1323283117037176e-05,1.290635890743399e-12,3.771931842843376e-08,4.4230598469311957e-13,4.694763454744246e-13,5.0850200396529e-13,3.9602477181267135e-13,1.197882619078615e-13,2.717254392068936e-06,5.275185988425439e-06,8.861008126275884e-14,4.849224958382307e-06,1.5012854902657115e-13,1.6671969032794567e-13,3.1091031912284103e-06,2.65428228334749e-13,2.868717709675803e-16,1.7438932394193367e-07,5.574874016520166e-17,2.595983477905111e-08,3.420538257673792e-17,1.4248678474079552e-18,1.6574093637044484e-19,6.772777157318045e-17,2.0759822770322543e-17,1.6893837811704143e-08,3.534491580086584e-18,2.873291600354128e-17,1.082041480292997e-18,8.80414284215217e-18,3.533590767062134e-14,2.925652472484155e-19,1.1038430530900439e-10,7.877873846076162e-18,1.1756129077921071e-07,2.0192099350973244e-13,4.1104505655208688e-19,3.3419420945980418e-18,1.40951323782463e-13,2.1267800204536383e-11,6.080480365190778e-15,4.110447816455924e-15,1.3903870491844955e-17,7.266431913825752e-15,2.445737824561072e-19,8.648560069437037e-18,9.117285807544866e-14,7.252854949947516e-19,5.898299516688753e-18,3.8139807828083397e-14,1.2626013413246971e-08,4.522831266031045e-15,1.670662491551819e-18,1.669402594611548e-14,1.3419640661697898e-11
3.7145376656824254e-07,0.1122702713264476,0.9,0.0,0.0,0.0,0.0,0.09989462611795748,4.284796559707025e-05,2.4513790369511927e-06,7.77979058266195e-06,1.5046556050617185e-05,8.615642176106888e-07,1.4993567100257525e-05,3.4633958597249065e-06,5.803602100442457e-06,1.3649897104554382e-05,2.7518070290474945e-05,4.364606012645073e-06,1.5062963175995618e-05,1.1037146922146626e-08,8.178991917740401e-08,2.5807742784856278e-08,4.462926618543403e-09,3.4853975251678825e-05,1.1944181800235632e-05,6.774729035573165e-05,1.720761519321139e-05,1.2738572795778032e-05,6.377702690246078e-10,1.1655804072162171e-05,1.3267794887798674e-12,3.857579214073419e-08,4.4997573159006335e-13,4.792978444505569e-13,5.176895350637546e-13,4.138229163260795e-13,1.2250482280478356e-13,2.81446578274415e-06,5.542464240303728e-06,9.014952306342221e-14,5.061838071020195e-06,1.5670584218945392e-13,1.7021297976273544e-13,3.256873696057414e-06,2.780346184724564e-13,2.9445430974761494e-16,1.8822002715883053e-07,5.738571309223413e-17,2.8485974041008163e-08,3.506963601144989e-17,1.516918005576564e-18,1.7916129699144981e-19,7.146663420984581e-17,2.2266775624325626e-17,1.8516441802271607e-08,3.740270968494911e-18,3.028467585592869e-17,1.163904100584638e-18,9.432514568961477e-18,3.728662241541212e-14,3.1737083174763995e-19,1.2363342726279428e-10,8.440580300375374e-18,1.25879859163734e-07,2.0725818304805324e-13,4.416644395494341e-19,3.5765890354457814e-18,1.4467782194938979e-13,2.1830082402638037e-11,6.521865498610082e-15,4.40405097354071e-15,1.4949590935985095e-17,7.812951771580647e-15,2.6466383043301845e-19,8.87715905083803e-18,9.358274530825215e-14,7.820632184432275e-19,6.334711024233743e-18,3.914494731328991e-14,1.3292545117902014e-08,4.790066401779267e-15,1.7197233762553178e-18,1.7116331796000486e-14,1.3759114997297694e-11
3.8007805822717524e-07,0.11227099517794896,0.9,0.0,0.0,0.0,0.0,0.09989203654817944,4.401889308494549e-05,2.45136780189613e-06,7.886780258521265e-06,1.5299836562545325e-05,8.615460214467836e-07,1.5256514974873103e-05,3.464650734284469e-06,5.832684327523104e-06,1.3967582735590453e-05,2.8476043966611256e-05,4.384703127573313e-06,1.5369111949145054e-05,1.1037096350393541e-08,8.178954589515199e-08,2.5807197715976764e-08,4.46288842642042e-09,3.562063078851199e-05,1.2238530591325534e-05,7.019806360167512e-05,1.7650708704504098e-05,1.3296479753324596e-05,6.38010736330206e-10,1.1988454555132271e-05,1.3629929254515628e-12,3.942410450782023e-08,4.575354171673351e-13,4.890235537371307e-13,5.267514015928446e-13,4.319329967528953e-13,1.2519549630647856e-13,2.9116365619417136e-06,5.815714735185072e-06,9.166702244776864e-14,5.2780510640212096e-06,1.6339413727470215e-13,1.7367249265725622e-13,3.4076916648083416e-06,2.909003155395385e-13,3.0203639812667656e-16,2.0275106975385726e-07,5.902331717701311e-17,3.118300447774704e-08,3.593386489231257e-17,1.612612029615666e-18,1.9331627341987187e-19,7.530971847562461e-17,2.3840315341977693e-17,2.024708280470082e-08,3.952120140257685e-18,3.1878800716663406e-17,1.2495431672274405e-18,1.0088195729148613e-17,3.929171448546227e-14,3.4362540406040097e-19,1.380843323651982e-10,9.027682770228359e-18,1.345364330957819e-07,2.1259505817332859e-13,4.736700616308062e-19,3.8212415686742375e-18,1.484041006710987e-13,2.2392331489174514e-11,6.98275403159739e-15,4.7103832243018266e-15,1.604455772493601e-17,8.385209292237729e-15,2.858705221720413e-19,9.105744565470355e-18,9.599249057505953e-14,8.416264935001502e-19,6.7913528067559016e-18,4.0149856557288646e-14,1.3976412119342798e-08,5.065819660056322e-15,1.7688033717858023e-18,1.753862629804544e-14,1.4098580210881105e-11
3.8870234988610793e-07,0.11227172321572144,0.9,0.0,0.0,0.0,0.0,0.0998894411454778,4.519196310223043e-05,2.45135248422529e-06,7.993176949484043e-06,1.5549506730967987e-05,8.615278557550168e-07,1.551593453849675e-05,3.465727327028057e-06,5.860071349191652e-06,1.4285336129724341e-05,2.944654451533563e-05,4.403606966808107e-06,1.5672291736086696e-05,1.1037027397214766e-08,8.178903603527313e-08,2.5806653559756253e-08,4.4628514192385756e-09,3.637997750026952e-05,1.253287144907138e-05,7.26749928533768e-05,1.809377511402327e-05,1.3863886778236331e-05,6.382185671532722e-10,1.232121612836074e-05,1.3992702202470605e-12,4.0264261671514515e-08,4.649866057316746e-13,4.986541189291918e-13,5.356908136429562e-13,4.5035045838971763e-13,1.2786030230413433e-13,3.008712049720809e-06,6.094880731376644e-06,9.316289102360103e-14,5.4978101176331515e-06,1.7019175566756138e-13,1.7709845580828635e-13,3.5615274318169694e-06,3.0402275856333824e-13,3.096180190777473e-16,2.1799723718074344e-07,6.066146178646198e-17,3.4057368613345375e-08,3.679806920930337e-17,1.7120003659074504e-18,2.082267074015061e-19,7.925696311558107e-17,2.548147806937194e-17,2.2089748134099378e-08,4.1700358450909645e-18,3.351525410534798e-17,1.339020263865875e-18,1.0771601902566594e-17,4.135115190360962e-14,3.713754006153873e-19,1.538113317067827e-10,9.63954696876262e-18,1.435337829023732e-07,2.1793160686997942e-13,5.0708369199954055e-19,4.07604630998575e-18,1.5213015154146118e-13,2.295454619579554e-11,7.463449485523197e-15,5.029635415349618e-15,1.7189701734000638e-17,8.983691029517747e-15,3.0822621235467237e-19,9.334316098703746e-18,9.840208845027777e-14,9.040302423215764e-19,7.268599912269765e-18,4.115452395136642e-14,1.4677610339361286e-08,5.350106180414329e-15,1.817899757822024e-18,1.7960909419898717e-14,1.4438036276340083e-11
3.973266415450406e-07,0.11227245537188989,0.9,0.0,0.0,0.0,0.0,0.09988683996695395,4.63669934367849e-05,2.451334033430812e-06,8.099008502517529e-06,1.579561782609591e-05,8.615097206216909e-07,1.5771917083015355e-05,3.4666495319451327e-06,5.885860224555664e-06,1.4603159012991045e-05,3.0429434333737093e-05,4.421388041790663e-06,1.5972523666519733e-05,1.1036944337618788e-08,8.178842135332302e-08,2.580611031893396e-08,4.4628155792577215e-09,3.713202358678358e-05,1.2827204351582615e-05,7.517765766722842e-05,1.853681362133365e-05,1.4440658113073912e-05,6.383981578349494e-10,1.265407282233696e-05,1.4356057164002258e-12,4.1096273188944454e-08,4.723308393085518e-13,5.081902193500984e-13,5.445109329296458e-13,4.690708567016567e-13,1.3049927141714759e-13,3.1056409148412244e-06,6.379905541070452e-06,9.46374359720576e-14,5.721062138854021e-06,1.770970414329279e-13,1.8049110798700442e-13,3.718351531666958e-06,3.173994038972462e-13,3.171991588977456e-16,2.3397305784227908e-07,6.230006843816979e-17,3.711553613952303e-08,3.7662248867889476e-17,1.815132324367199e-18,2.239133924943793e-19,8.33083062997829e-17,2.7191284687230685e-17,2.4048439189213948e-08,4.394014021767808e-18,3.5194014612954706e-17,1.4323958489894934e-18,1.148314511671703e-17,4.3464902215761655e-14,4.006673872415266e-19,1.708911577547132e-10,1.0276531972808668e-17,1.5287451155753574e-07,2.2326781949676226e-13,5.419266308795611e-19,4.341148210308498e-18,1.558559678162111e-13,2.3516725504859877e-11,7.964250851833769e-15,5.36199487776603e-15,1.8385942702699654e-17,9.608877634411214e-15,3.317632384895056e-19,9.562873237593496e-18,1.00811534580744e-13,9.693286128822366e-19,7.76682453622782e-18,4.2158938909589405e-14,1.5396135508419325e-08,5.6429381690438695e-15,1.8670101781860226e-18,1.8383181130047293e-14,1.4777483168396218e-11
4.059509332039733e-07,0.11227319158088966,0.9,0.0,0.0,0.0,0.0,0.09988423306962672,4.7543811736981054e-05,2.4513131994173304e-06,8.2042981805055e-06,1.60382203899795e-05,8.614916158086162e-07,1.6024552263430233e-05,3.46743806084124e-06,5.910142577935093e-06,1.4921053046866919e-05,3.14245768394237e-05,4.43811269651527e-06,1.6269829751689673e-05,1.1036850548005088e-08,8.178772693007535e-08,2.5805567986452248e-08,4.462780887341217e-09,3.787677991804209e-05,1.3121529277505778e-05,7.770565439509883e-05,1.8979823581969562e-05,1.5026661324748346e-05,6.385533188158102e-10,1.2987010806842078e-05,1.4719940632724209e-12,4.1920151597227585e-08,4.795696380338278e-13,5.176325623689761e-13,5.532148643437263e-13,4.880898556129604e-13,1.3311244367035097e-13,3.2023749987557658e-06,6.670732552610776e-06,9.609096011138165e-14,5.9477547523509065e-06,1.8410836103161396e-13,1.8385069792641572e-13,3.878134708815723e-06,3.310277260474557e-13,3.2477980654400487e-16,2.506928020187416e-07,6.39390691632427e-17,4.0364000119243515e-08,3.852640377094922e-17,1.9220561133949236e-18,2.403970682441745e-19,8.746367442933922e-17,2.8970738593138487e-17,2.6127168915721724e-08,4.624050012085198e-18,3.691505649106088e-17,1.5297293179730677e-18,1.2223230507068868e-17,4.563292724257358e-14,4.3154804079587863e-19,1.8940296501327019e-10,1.0938989307624241e-17,1.625610615859385e-07,2.2860368829097047e-13,5.782197285862666e-19,4.616689206401313e-18,1.5958154406542968e-13,2.407886859703824e-11,8.485452023767207e-15,5.707645020038095e-15,1.9634187832300805e-17,1.0261243232285843e-14,3.5651391384105205e-19,9.791415649651152e-18,1.0322082546154496e-13,1.0375750053606508e-18,8.28639385968027e-18,4.3163091755978786e-14,1.6131983182417148e-08,5.9443238782667144e-15,1.916132592335238e-18,1.8805441397733686e-14,1.5116920862397027e-11
4.14575224862906e-07,0.11227393177930794,0.9,0.0,0.0,0.0,0.0,0.09988162051041354,4.8722254974129225e-05,2.4512905744304258e-06,8.309065115806637e-06,1.6277364246833545e-05,8.614735408750754e-07,1.6273927890421713e-05,3.4681108639455543e-06,5.9330048909111164e-06,1.5239019828043425e-05,3.243183648759054e-05,4.453843353901514e-06,1.6564232730246047e-05,1.1036748694902259e-08,8.178697257304469e-08,2.5805026549205747e-08,4.462747323061189e-09,3.861425969863203e-05,1.341584620591915e-05,8.025859510165093e-05,1.9422804474861172e-05,1.5621767243618683e-05,6.386873519847188e-10,1.3320018105482513e-05,1.5084301996797757e-12,4.273591203878243e-08,4.867045005649141e-13,5.269818784770111e-13,5.618056488067127e-13,5.074032255231896e-13,1.356998673752261e-13,3.29886914712647e-06,6.967305249948704e-06,9.752376196080447e-14,6.177836291499723e-06,1.9122410304061737e-13,1.871774825768053e-13,4.040847925579119e-06,3.449052183607539e-13,3.3235995315601066e-16,2.6817048107791697e-07,6.557840510295354e-17,4.380927332959325e-08,3.93905339343857e-17,2.0328188819436846e-18,2.576984171424655e-19,9.172296462758088e-17,3.0820820587647117e-17,2.8329959341057277e-08,4.860138633197971e-18,3.8678323432184385e-17,1.63107903531137e-18,1.2992251002384117e-17,4.785517334697624e-14,4.64064135374484e-19,2.0942833002876285e-10,1.1627260846591633e-17,1.7259572158663028e-07,2.339392069770108e-13,6.159833873246755e-19,4.9028060952725665e-18,1.6330687589870717e-13,2.4640974809912605e-11,9.027340326464226e-15,6.066764263206925e-15,2.093532853734219e-17,1.0941253773963736e-14,3.8251052461524794e-19,1.0019943066096434e-17,1.0562995825876968e-13,1.1088220871274778e-18,8.827666662876156e-18,4.416697363595188e-14,1.6885148757591578e-08,6.2542661311985594e-15,1.9652652332477786e-18,1.922769019308388e-14,1.5456349334191343e-11
4.231995165218387e-07,0.11227467590574268,0.9,0.0,0.0,0.0,0.0,0.09987900234611372,4.990216893369628e-05,2.451266625838773e-06,8.413324727158758e-06,1.651309851322555e-05,8.61455495239639e-07,1.6520129757001192e-05,3.4686834953384742e-06,5.954528779923024e-06,1.5557060888342518e-05,3.345107878434263e-05,4.46863874756309e-06,1.6855755935036617e-05,1.103664088258945e-08,8.178617391359046e-08,2.5804485989832855e-08,4.462714865535026e-09,3.934447817953979e-05,1.3710155116278125e-05,8.283610655662384e-05,1.9865755876864203e-05,1.6225849895346995e-05,6.388031181021948e-10,1.3653084348303649e-05,1.5449093380700015e-12,4.354357193981446e-08,4.937369041901173e-13,5.362389170724085e-13,5.702862572752935e-13,5.270068410718357e-13,1.3826159799254993e-13,3.395081048793586e-06,7.269567229642281e-06,9.893613579824025e-14,6.411255789542606e-06,1.984426778806094e-13,1.904717256050731e-13,4.206462368679299e-06,3.590293935753436e-13,3.39939591490751e-16,2.864198469451005e-07,6.721802531427092e-17,4.745788473811755e-08,4.025463927168188e-17,2.1474666933731587e-18,2.7583804696367867e-19,9.608607904626467e-17,3.274249861972567e-17,3.0660839179418496e-08,5.102274027191628e-18,4.048377955885905e-17,1.736502354317377e-18,1.3790597463468428e-17,5.013158917202988e-14,4.982625155995805e-19,2.3105125078938423e-10,1.2341682429034002e-17,1.8298063238883381e-07,2.392743704580428e-13,6.552375645097175e-19,5.199634458442642e-18,1.6703195975115045e-13,2.5203043605572115e-11,9.590199241512381e-15,6.4395278092083405e-15,2.229024586817922e-17,1.1649369683122024e-14,4.0978531349066526e-19,1.0248455268625754e-17,1.0803893067116131e-13,1.1831217818984509e-18,9.39099952576803e-18,4.517057641839935e-14,1.7655627483803875e-08,6.572765314496648e-15,2.0144065709168506e-18,1.964992748654149e-14,1.579576856006608e-11
4.318238081807714e-07,0.11227542390067087,0.9,0.0,0.0,0.0,0.0,0.09987637863339369,5.108340773389305e-05,2.451241721879857e-06,8.51708910254425e-06,1.6745471608123308e-05,8.614374782176829e-07,1.6763241495856466e-05,3.4691694302860697e-06,5.9747912599901516e-06,1.5875177694760398e-05,3.4482170296822365e-05,4.482554139841592e-06,1.7144423178053614e-05,1.1036528769043509e-08,8.178534326812579e-08,2.580394628781976e-08,4.46268349375935e-09,4.006745241027697e-05,1.4004455988381794e-05,8.543782929611948e-05,2.030867744275578e-05,1.6838786426730253e-05,6.389030952189216e-10,1.3986200557432257e-05,1.5814269495845818e-12,4.434315073370106e-08,5.006683051981985e-13,5.454044427829944e-13,5.786595858269005e-13,5.468966787216381e-13,1.4079769730415232e-13,3.490971082115485e-06,7.577462215755046e-06,1.0032837172129768e-13,6.647962970859879e-06,2.057625175430792e-13,1.937336960934437e-13,4.374949454553709e-06,3.7339778427791633e-13,3.4751871561034495e-16,3.0545439181201885e-07,6.885788569167091e-17,5.131637610659456e-08,4.111871966357731e-17,2.2660445573658556e-18,2.9483648523000773e-19,1.0055291569276458e-16,3.473672636059386e-17,3.312384150544103e-08,5.350449885923843e-18,4.2331392638183327e-17,1.846055677767282e-18,1.4618655987037558e-17,5.2462121758780176e-14,5.34190078915103e-19,2.543581455672218e-10,1.3082583298214876e-17,1.9371779285289693e-07,2.4460917457546115e-13,6.960017944891688e-19,5.507307578474005e-18,1.7075679271458966e-13,2.576507454517333e-11,1.0174308084242841e-14,6.826107428260347e-15,2.3699809667217217e-17,1.2386045540905343e-14,4.383704726027176e-19,1.0476952079113798e-17,1.1044774082126905e-13,1.2605252964785607e-18,9.976745087918401e-18,4.617389262996026e-14,1.844341447649505e-08,6.89981852594684e-15,2.0635552807250644e-18,2.0072153248952035e-14,1.6135178516707097e-11
4.404480998397041e-07,0.11227617570632902,0.9,0.0,0.0,0.0,0.0,0.09987374942877449,5.226583337020638e-05,2.451216152160278e-06,8.62036735056584e-06,1.697453126280023e-05,8.614194890556312e-07,1.7003344464149258e-05,3.469580341020156e-06,5.993864995151416e-06,1.6193371649627078e-05,3.5524978660638884e-05,4.495641526956329e-06,1.7430258650977465e-05,1.1036413658184316e-08,8.178449032268466e-08,2.5803407420637905e-08,4.462653186038667e-09,4.0783201025005316e-05,1.4298748802343024e-05,8.806341674725738e-05,2.0751568889305772e-05,1.7460457026649448e-05,6.3898942930223e-10,1.4319358961112888e-05,1.6179787499465713e-12,4.5134669622040354e-08,5.075001393480909e-13,5.544792322748516e-13,5.869284517100652e-13,5.670688141898089e-13,1.4330823276649395e-13,3.5865021685533396e-06,7.890934072971772e-06,1.0170075570992076e-13,6.8879082423534565e-06,2.1318207532033573e-13,1.9696366741115065e-13,4.546280833606249e-06,3.8800794327553023e-13,3.5509732073773028e-16,3.2528734806493507e-07,7.049794804799395e-17,5.539129871636605e-08,4.19827751527308e-17,2.38859648771368e-18,3.147141807483186e-19,1.0512333839320093e-16,3.680443448618142e-17,3.572300149510236e-08,5.604659564136128e-18,4.422108937225261e-17,1.9597944862013742e-18,1.5476798880891445e-17,5.4846700198953404e-14,5.718937666761505e-19,2.794378512454288e-10,1.385028264798505e-17,2.0480906533088613e-07,2.499436159185501e-13,7.382951892408833e-19,5.825952874421117e-18,1.7448137240276962e-13,2.632706726871174e-11,1.0779939517931734e-14,7.226669725578625e-15,2.5164873274959644e-17,1.3151727426781908e-14,4.682981450376727e-19,1.0705433351487379e-17,1.1285638716866241e-13,1.341083140624358e-18,1.0585246383042639e-17,4.7176915411345487e-14,1.9248504727547753e-08,7.235417032791647e-15,2.1127102160127714e-18,2.049436745198331e-14,1.6474579181162825e-11
4.490723914986368e-07,0.11227693126660242,0.9,0.0,0.0,0.0,0.0,0.09987111478862006,5.344931528454639e-05,2.4511901440684133e-06,8.72316592266039e-06,1.7200324530600548e-05,8.614015269608362e-07,1.7240517652879554e-05,3.469926336474336e-06,6.0118185361935175e-06,1.6511644090870376e-05,3.657937258500004e-05,4.507949832047235e-06,1.7713286839200207e-05,1.1036296573790933e-08,8.178362268261177e-08,2.5802869364574578e-08,4.462623920680538e-09,4.14917440576874e-05,1.4593033538561194e-05,9.071253441134484e-05,2.1194429982521753e-05,1.809074484312704e-05,6.390639785450694e-10,1.4652552832292378e-05,1.6545606860498994e-12,4.591815136843101e-08,5.14233821908038e-13,5.634640715509325e-13,5.950955902032461e-13,5.87519419729714e-13,1.45793276700449e-13,3.6816396333230005e-06,8.209926818184828e-06,1.0305356968065483e-13,7.131042684938698e-06,2.2069982554417439e-13,2.001619162487019e-13,4.7204283935492786e-06,4.028574438696277e-13,3.6267540287551327e-16,3.459316884139044e-07,7.213817935377064e-17,5.968921020967297e-08,4.284680566640183e-17,2.515165462943566e-18,3.3549148441175147e-19,1.0979722027585633e-16,3.8946542713942513e-17,3.84623542324997e-08,5.864895829751341e-18,4.6152821058363523e-17,2.0777733409477474e-18,1.636539754193532e-17,5.728525784862468e-14,6.114205373380366e-19,3.0638162116688855e-10,1.4645094123690822e-17,2.162561808014184e-07,2.552776916688422e-13,7.821364363320805e-19,6.155696907672148e-18,1.782056968447048e-13,2.6889021478784156e-11,1.1407362892838552e-14,7.64137832039299e-15,2.6686280266482153e-17,1.3946856174668644e-14,4.99600407360915e-19,1.0933898965029237e-17,1.1526486844078403e-13,1.4248451063500361e-18,1.1216844755807794e-17,4.8179638445668904e-14,2.0070893115216337e-08,7.579550097300013e-15,2.161870384255379e-18,2.0916570067465773e-14,1.681397053081333e-11
4.576966831575695e-07,0.11227769052692349,0.9,0.0,0.0,0.0,0.0,0.09986847476912734,5.4633729957769154e-05,2.4511638758212415e-06,8.825488908265927e-06,1.742289779656767e-05,8.613835911206246e-07,1.74748376182618e-05,3.4702161705491326e-06,6.028716546215719e-06,1.6829996292374078e-05,3.764522185586526e-05,4.519525086818462e-06,1.7993532447595148e-05,1.103617831829319e-08,8.178274630940137e-08,2.5802332095245095e-08,4.4625956764740075e-09,4.2193102782386945e-05,1.488731017770437e-05,9.338485910138287e-05,2.1637260527508763e-05,1.872953589734656e-05,6.391283517389683e-10,1.4985776348603436e-05,1.6911689233121593e-12,4.669362012032871e-08,5.208707479826026e-13,5.723597535776464e-13,6.031636522544898e-13,6.082447613296519e-13,1.4825290575520502e-13,3.7763510729001673e-06,8.534384630750965e-06,1.0438709154447193e-13,7.37731804514197e-06,2.2831426332328104e-13,2.0332872177879615e-13,4.897364261957342e-06,4.179438800759755e-13,3.702529586357484e-16,3.674001262070522e-07,7.377855102114549e-17,6.42166715417993e-08,4.3710811050749366e-17,2.645793450206672e-18,3.571886427949979e-19,1.1457444027430458e-16,4.116396025133912e-17,4.134593258125233e-08,6.131151096170755e-18,4.8126554714283316e-17,2.2000459449927974e-18,1.72848214841242e-17,5.977773180919724e-14,6.528173482351132e-19,3.352831225342599e-10,1.546732603208689e-17,2.2806074369360657e-07,2.6061139947811036e-13,8.275438245219639e-19,6.496664986909153e-18,1.8192976439910834e-13,2.7450936927683264e-11,1.2056844479634595e-14,8.070394039210043e-15,2.826486480444126e-17,1.47718676874055e-14,5.323092612783079e-19,1.1162348819149438e-17,1.1767318357777653e-13,1.5118602944263664e-18,1.1871879212342878e-17,4.9182055913698876e-14,2.09105744132316e-08,7.9322046003225e-15,2.211034926404862e-18,2.133876106740839e-14,1.7153352543349812e-11
4.6632097481650217e-07,0.11227845343417707,0.9,0.0,0.0,0.0,0.0,0.09986582942631729,5.581896052440057e-05,2.4511374867323302e-06,8.927338304901084e-06,1.7642296786937567e-05,8.613656807108301e-07,1.7706378432794178e-05,3.470457422843756e-06,6.044620014561066e-06,1.714842946442109e-05,3.872239733739206e-05,4.530410602442316e-06,1.8271020336543608e-05,1.1036059518930345e-08,8.178186586268619e-08,2.5801795587988768e-08,4.462568431728846e-09,4.2887299575409535e-05,1.5181578700701631e-05,9.608007823012724e-05,2.208006036048908e-05,1.9376718995389937e-05,6.391839413259138e-10,1.5319024471041733e-05,1.727799833756837e-12,4.746110125488012e-08,5.274122930703831e-13,5.811670762096303e-13,6.111352028311052e-13,6.2924119585138e-13,1.5068720059188619e-13,3.870606229152268e-06,8.864251861589268e-06,1.0570159526870222e-13,7.626686726801484e-06,2.3602390428176793e-13,2.0646436492657157e-13,5.0770608081362e-06,4.332648667975351e-13,3.7782998529954303e-16,3.8970511591512055e-07,7.541903829342412e-17,6.898024403904503e-08,4.4574791376335855e-17,2.780521485078408e-18,3.7982580555494674e-19,1.1945483569083652e-16,4.3457572152595815e-17,4.437776511930175e-08,6.403417613575717e-18,5.0142202362953954e-17,2.3266651715051908e-18,1.8235424145018585e-17,6.232403750025482e-14,6.961311525147038e-19,3.662384333863648e-10,1.6317276032894743e-17,2.40224236415173e-07,2.65944737374582e-13,8.745352447837603e-19,6.8489755938114844e-18,1.8565357368622448e-13,2.8012813407284977e-11,1.2728643604642807e-14,8.513872274060051e-15,2.990144354859773e-17,1.5627188909013837e-14,5.66456640323357e-19,1.1390782829408005e-17,1.2008133168883508e-13,1.602177143021979e-18,1.255067757067013e-17,5.018416247869985e-14,2.176754329916997e-08,8.293361002477616e-15,2.2602030989983287e-18,2.176094042470511e-14,1.749272519676391e-11
4.7494526647543486e-07,0.11227921993661331,0.9,0.0,0.0,0.0,0.0,0.099863178816027,5.700489640842358e-05,2.451111085278941e-06,9.028714265013433e-06,1.7858566578498023e-05,8.613477948994257e-07,1.793521165385937e-05,3.4706566553987633e-06,6.059586459634296e-06,1.746694475421288e-05,3.9810770971924154e-05,4.540647130354472e-06,1.8545775466872864e-05,1.1035940664083384e-08,8.178098497077405e-08,2.58012598179208e-08,4.462542164790703e-09,4.357435779623985e-05,1.5475839088738348e-05,9.87978891451355e-05,2.2522829342529834e-05,2.0032185638382003e-05,6.392319524509523e-10,1.565229283889076e-05,1.7644499846641787e-12,4.8220621246043994e-08,5.338598130292829e-13,5.898868404831593e-13,6.190127198209772e-13,6.505051680850874e-13,1.5309624526542452e-13,3.9643768698670885e-06,9.199473041276312e-06,1.0699735092796294e-13,7.87910178286912e-06,2.438272843083924e-13,2.095691277544701e-13,5.259490644401015e-06,4.488180399191504e-13,3.854064805125739e-16,4.128588537726627e-07,7.705961977545772e-17,7.398648655772853e-08,4.543874659524069e-17,2.919389618036113e-18,4.0342300456085074e-19,1.2443825529873001e-16,4.582825363579117e-17,4.7561874135904476e-08,6.681687100803888e-18,5.219970236997419e-17,2.4576830473253333e-18,1.9217558626307993e-17,6.492409539193708e-14,7.414088722886103e-19,3.9934603917220966e-10,1.7195236504386795e-17,2.527480236000724e-07,2.712777036849355e-13,9.231281810273188e-19,7.212746516726578e-18,1.8937712353602676e-13,2.857465074105433e-11,1.3423016584306771e-14,8.971965549443646e-15,3.159682366126364e-17,1.651324164583534e-14,6.0207439128683645e-19,1.1619200924138572e-17,1.224893120183687e-13,1.6958433955019138e-18,1.325356616752761e-17,5.118595322757656e-14,2.264179436217636e-08,8.662998051885402e-15,2.309374258646509e-18,2.2183108112370297e-14,1.7832088469343344e-11
