Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011),CHO2(367),S(1123),S(872),S(869)
1.0604157232036737e-08,0.11224572553980369,0.9,0.0,0.0,0.0,0.0,0.09999714885576112,7.567828791908652e-07,6.116335028374655e-07,4.859831986182269e-07,5.155548574329508e-07,3.3466521380676634e-07,4.452251015222821e-07,4.2268609131196683e-07,4.229904648268897e-07,3.8953669292729625e-07,3.968011723615859e-07,3.3981047055051015e-07,3.63434238933439e-07,2.753829913891587e-09,2.026142776489833e-08,9.942990096934796e-09,1.7218519686318446e-09,1.707055190805922e-07,7.489020580532894e-08,1.207746730703206e-07,7.136096224098124e-08,1.0084855651536328e-08,7.771440665394987e-11,2.5181895452324014e-08,2.346280330030048e-14,1.7801150566743787e-10,1.5437143572942555e-14,1.1578730568417436e-14,1.5391610922442286e-14,3.280220851718953e-16,6.02955403190773e-16,5.514739666021718e-10,5.561227191327722e-10,3.088879376484926e-15,4.507045868826109e-09,1.3970391912006956e-16,4.106838695735327e-15,2.193904549138805e-09,1.8752276463365705e-16,1.2210674791580721e-18,5.093111174776836e-13,1.2394061244186108e-19,5.535128686130242e-15,2.198600051893506e-19,3.86430339269622e-22,2.302840014414449e-24,5.229813374391944e-21,7.393194779693696e-23,2.3320153563720674e-15,1.4281383453851407e-22,3.3431299139689236e-21,2.048544406095053e-24,4.8312600578504935e-23,2.7310487532014745e-18,3.0866457702155614e-24,2.1245871035630702e-18,3.162765286257414e-23,4.689770336817127e-13,8.595658448217178e-16,8.742582157166397e-25,2.0602801514248927e-23,5.919761093770783e-16,8.93217158785883e-14,2.0458923715092957e-20,1.5937626731877575e-20,4.2131841751948875e-23,2.1643175908128308e-20,3.024531805592892e-24,3.681408490337721e-20,3.881175177250098e-16,1.1709986604944643e-24,2.758937437419333e-23,1.378814678188043e-16,1.587587638991408e-12,3.375887135314059e-19,3.715393089523388e-21,1.0008703831955868e-16,8.045531937095136e-14
1.0851247704428242e-08,0.11224573451680675,0.9,0.0,0.0,0.0,0.0,0.09999708239152125,7.750407493046046e-07,6.23894867495077e-07,4.968794326778527e-07,5.277746141349055e-07,3.406678850239556e-07,4.5578420246055015e-07,4.321652913369931e-07,4.3252190900706743e-07,3.9861320607436195e-07,4.062350676725067e-07,3.474288870509482e-07,3.721502813421063e-07,2.809035803001195e-09,2.067149626958489e-08,1.0123727198007392e-08,1.753065839168864e-09,1.7832280568461587e-07,7.8174709530242e-08,1.2632072948435626e-07,7.456603873077438e-08,1.0563290455759534e-08,7.94596499061466e-11,2.6356424656522146e-08,2.4028841047764395e-14,1.86230766197611e-10,1.5803025628347856e-14,1.1856408304406792e-14,1.5756631960893367e-14,3.435835074928286e-16,6.297622834485078e-16,5.893948315127636e-10,5.948951963472851e-10,3.1620924719239012e-15,4.720931329728977e-09,1.4633357477929146e-16,4.205330829887521e-15,2.2983837438316637e-09,1.9645293773204694e-16,1.2759102725855693e-18,5.517249084594307e-13,1.297216871774124e-19,6.054115795854504e-15,2.295026279899283e-19,4.0517592014554272e-22,2.4711695394846707e-24,5.593947298697419e-21,8.141145378327558e-23,2.587510983032509e-15,1.5313163326354313e-22,3.564481961407789e-21,2.2920813044434138e-24,5.40205075612187e-23,2.926057086814179e-18,3.313190410702097e-24,2.385063676890646e-18,3.490749225353172e-23,5.09458009324938e-13,8.98325728072552e-16,9.781812278145319e-25,2.30368908585482e-23,6.18765117309214e-16,9.336384152982553e-14,2.1431884592923532e-20,1.705024987853911e-20,4.6433492615193326e-23,2.356305716358351e-20,3.2454456214715125e-24,3.846753736407585e-20,4.05618666439492e-16,1.310244019386261e-24,3.083763524308899e-23,7.218624590635008e-17,1.687879770945556e-12,3.604166572703334e-19,3.888685751886566e-21,1.0465912261426001e-16,8.413061991578915e-14
1.1098338176819747e-08,0.11224574352469793,0.9,0.0,0.0,0.0,0.0,0.09999701592545263,7.93326386934848e-07,6.360745839340225e-07,5.077567231866188e-07,5.400013810432718e-07,3.4660226210850587e-07,4.66351081011178e-07,4.416264161664898e-07,4.4203885090991965e-07,4.0768971045326456e-07,4.156781562854391e-07,3.550340132706501e-07,3.8087718736041376e-07,2.8638740389080647e-09,2.1078834134672527e-08,1.0302408001644542e-08,1.7839245808041175e-09,1.8608634709456168e-07,8.151788285860915e-08,1.31984849731859e-07,7.783451490698039e-08,1.1052943094566269e-08,8.12015665503402e-11,2.7557012612843316e-08,2.459573871263634e-14,1.9461407114835225e-10,1.6169116801211094e-14,1.2134431662476817e-14,1.6121921189739737e-14,3.5950979954291835e-16,6.570836037922342e-16,6.289570442177296e-10,6.353764335157364e-10,3.235347569761699e-15,4.939827875979898e-09,1.5311855694824085e-16,4.303945712378055e-15,2.405340418590352e-09,2.0559487278028234e-16,1.3318385219476652e-18,5.967889590625436e-13,1.3563124989755702e-19,6.611380860555441e-15,2.393179909315835e-19,4.24339686063455e-22,2.6411611521342777e-24,5.9852162317941865e-21,8.719068032875372e-23,2.8650826270823624e-15,1.6374492059270662e-22,3.830590487212767e-21,2.3733125696434676e-24,5.549092551322382e-23,3.118745128680078e-18,3.540582900415868e-24,2.670537190731018e-18,3.7164567734601705e-23,5.525334419550249e-13,9.373050113627994e-16,1.012931271189136e-24,2.3665231527002116e-23,6.460883934424623e-16,9.748658161480238e-14,2.5831903717456725e-20,1.9552083260878332e-20,4.971675923760779e-23,2.6015502230594223e-20,3.468995663260719e-24,4.015369680037023e-20,4.23218880256999e-16,1.3574490462340176e-24,3.172930167654632e-23,2.609795544020989e-16,1.7918933772262719e-12,3.865504600952365e-19,4.065823181022486e-21,1.0931697267542686e-16,8.78748641568324e-14
1.1345428649211252e-08,0.11224575256330993,0.9,0.0,0.0,0.0,0.0,0.09999694945752417,8.116397496972014e-07,6.48173195714359e-07,5.186151060718516e-07,5.522350184505208e-07,3.5246912200494426e-07,4.76925695791269e-07,4.510693990923752e-07,4.515413096322341e-07,4.167662060609616e-07,4.251304765565918e-07,3.626258723874768e-07,3.896149283907269e-07,2.9183471330030298e-09,2.1483459541085175e-08,1.0479055901201179e-08,1.8144322336520596e-09,1.9399497252679842e-07,8.491905827480235e-08,1.377666420447951e-07,8.11659684972217e-08,1.1553821802468545e-08,8.294014407143292e-11,2.8783609509470554e-08,2.5163495176405153e-14,2.0316010480957284e-10,1.653541330695804e-14,1.2412799842582895e-14,1.648747740628552e-14,3.7580119599234737e-16,6.849155164640014e-16,6.701900797093461e-10,6.775987977579368e-10,3.3086438302060577e-15,5.1637383296321234e-09,1.6005893788532387e-16,4.402683039405084e-15,2.5147776532596098e-09,2.1494881022386027e-16,1.388844027484556e-18,6.446130245780568e-13,1.4166871196602585e-19,7.209042533946657e-15,2.493033231492961e-19,4.440062853574197e-22,2.823548962068932e-24,6.385426366898749e-21,9.504245138899765e-23,3.1661334077947395e-15,1.7497827768180429e-22,4.0831727694586405e-21,2.5885171000607453e-24,6.03506067286269e-23,3.3266895219199234e-18,3.7856705756261466e-24,2.9827730943990873e-18,4.052714029748408e-23,5.983113454960137e-13,9.774538054937572e-16,1.1047945294034697e-24,2.573810310490821e-23,6.739423792635209e-16,1.0168939920487524e-13,2.825486568951566e-20,2.1395227139537742e-20,5.423522231186818e-23,2.8421437355594825e-20,3.70851771334346e-24,4.187234537301675e-20,4.4134716026291998e-16,1.4807952540912012e-24,3.451236094005278e-23,2.578425752727418e-16,1.900142620273807e-12,4.1221374460154546e-19,4.2467980271512404e-21,1.1405961317252445e-16,9.168726806441165e-14
1.1592519121602757e-08,0.11224576163247653,0.9,0.0,0.0,0.0,0.0,0.09999688298770512,8.299807952608288e-07,6.601912428556823e-07,5.29454617249406e-07,5.644753882629787e-07,3.582692328194235e-07,4.875080055224513e-07,4.604941746270045e-07,4.610293042555547e-07,4.258426928943777e-07,4.345920665176865e-07,3.7020448753890443e-07,3.983634757503247e-07,2.9724575030967697e-09,2.1885390548754602e-08,1.0653694023913208e-08,1.8445927918677165e-09,2.0204752166156417e-07,8.837757585672212e-08,1.4366571723003902e-07,8.45599800410393e-08,1.2065934770042411e-08,8.467537034755519e-11,3.0036165352280845e-08,2.5732109082071612e-14,2.1186756310734394e-10,1.690191092470634e-14,1.269151190602601e-14,1.6853299133885474e-14,3.924579693121172e-16,7.132538788092651e-16,7.131231028725328e-10,7.215943973057718e-10,3.38198042647741e-15,5.392665455821839e-09,1.671548061174598e-16,4.501542482724448e-15,2.626698519563702e-09,2.24515016791432e-16,1.4469198225418294e-18,6.953089463580226e-13,1.4783390217251066e-19,7.849297932353549e-15,2.5945686240345145e-19,4.641595175825607e-22,3.0162537073562172e-24,6.799315798207808e-21,1.0412113231108244e-22,3.492123091368101e-15,1.8677531165173833e-22,4.334977118640519e-21,2.8746134200026826e-24,6.697365448393844e-23,3.547049817024723e-18,4.045145156608575e-24,3.3236185097239594e-18,4.449789540154315e-23,6.469016965744989e-13,1.018515418010194e-15,1.2268828990887136e-24,2.8562532226002394e-23,7.023235399947236e-16,1.0597176094451128e-13,2.9800392284707653e-20,2.2939419520189472e-20,5.944980325465545e-23,3.084604073404174e-20,3.961446906452762e-24,4.362326668738264e-20,4.598876027736623e-16,1.644498025888713e-24,3.8284607782571584e-23,1.8038017436196634e-16,2.0125771907386014e-12,4.382089554990109e-19,4.4316029141215894e-21,1.188860790134531e-16,9.556705583930081e-14
1.1839609593994262e-08,0.11224577073203328,0.9,0.0,0.0,0.0,0.0,0.09999681651596491,8.483494813484378e-07,6.72129261779649e-07,5.402752926233017e-07,5.76722353988884e-07,3.64003353885073e-07,4.980979690308464e-07,4.6990067849586554e-07,4.7050285384615617e-07,4.349191709504066e-07,4.440629638778529e-07,3.7776988182205333e-07,4.0712280067256227e-07,3.0262075460239253e-09,2.228464509712428e-08,1.0826345232868938e-08,1.874410203986429e-09,2.1024284457548978e-07,9.189278321964677e-08,1.496816886547564e-07,8.801613287643247e-08,1.258929014399027e-08,8.640723362835952e-11,3.131462996709525e-08,2.630157905985341e-14,2.207351540258084e-10,1.7268605452444054e-14,1.2970566903247229e-14,1.7219384882721556e-14,4.094803929105743e-16,7.420945653485358e-16,7.577849703139999e-10,7.673950829835457e-10,3.4553565415893082e-15,5.626611963198808e-09,1.7440624950503831e-16,4.600523711729454e-15,2.7411060810867683e-09,2.3429376028866227e-16,1.5060590564624004e-18,7.489906426349568e-13,1.541266724614591e-19,8.534423574072829e-15,2.6977692528120926e-19,4.84777385637615e-22,3.216459714323777e-24,7.232550750333523e-21,1.1331742942532653e-22,3.844568763288229e-15,1.9905770727044357e-22,4.602867839574973e-21,3.1478490970501174e-24,7.319766509377733e-23,3.775110897404274e-18,4.314539047508461e-24,3.695003628571895e-18,4.8474541332914755e-23,6.984164229712672e-13,1.0602338458237836e-15,1.3434978724707516e-24,3.121699164960556e-23,7.312283644440837e-16,1.1033313703648757e-13,3.19513834677643e-20,2.4765414878947822e-20,6.474373688730591e-23,3.347404731706982e-20,4.2243035692759116e-24,4.5406245792172806e-20,4.787246153737567e-16,1.8010193344198283e-24,4.1840814116319025e-23,1.4589079651749795e-16,2.1291466394415134e-12,4.656517070087229e-19,4.620230439246683e-21,1.2379541602780512e-16,9.951346046179446e-14
1.2086700066385767e-08,0.11224577986181668,0.9,0.0,0.0,0.0,0.0,0.09999675004227324,8.667457657362813e-07,6.839877853250676e-07,5.510771680850134e-07,5.889757807150461e-07,3.6967223588976037e-07,5.086955452470093e-07,4.792888476233708e-07,4.799619774549957e-07,4.4399564022591233e-07,4.5354320602732344e-07,3.8532207829374836e-07,4.1589287430914114e-07,3.07959965203461e-09,2.268124100613098e-08,1.0997032130854025e-08,1.903888373588244e-09,2.1857980161093345e-07,9.546403540646653e-08,1.5581417221784375e-07,9.153401311697128e-08,1.312389602725129e-08,8.813572225092937e-11,3.261895300427265e-08,2.687190377079885e-14,2.2976159744948454e-10,1.7635492794243863e-14,1.3249963898611736e-14,1.7585733200403265e-14,4.268687340005992e-16,7.714335264226037e-16,8.042042339351677e-10,8.150324510995322e-10,3.528771367613396e-15,5.86558050476442e-09,1.8181335199302235e-16,4.699626397744098e-15,2.8580033932336937e-09,2.442853043759548e-16,1.566254785663693e-18,8.057740906252253e-13,1.6054682433944053e-19,9.266777207189979e-15,2.802617333023441e-19,5.058498455964121e-22,3.422870145043585e-24,7.688260989884219e-21,1.2215832962078565e-22,4.2250461372497865e-15,2.117923101180493e-22,4.895253893545723e-21,3.367086381332222e-24,7.79618502499616e-23,4.008925129896258e-18,4.591775173160124e-24,4.0989444086093575e-18,5.214449273751712e-23,7.529693811233397e-13,1.1024128558159801e-15,1.4371045365825085e-24,3.324933080133172e-23,7.606533648035801e-16,1.1477300121291362e-13,3.551592734724494e-20,2.7127601637909857e-20,6.976355531943093e-23,3.6345430617498126e-20,4.495494154666017e-24,4.7221069168682227e-20,4.977695934283174e-16,1.9270324531015892e-24,4.4593839861805015e-23,2.43754607634556e-16,2.249827992849667e-12,4.950590282839774e-19,4.81267317388925e-21,1.287866814437369e-16,1.0352572407505257e-13
1.24534549799289e-08,0.11224579346848264,0.9,0.0,0.0,0.0,0.0,0.09999665137210709,8.941020538784618e-07,7.014438869764491e-07,5.670757425787209e-07,6.071750959103877e-07,3.7796782878247744e-07,5.244394123212495e-07,4.931897148213439e-07,4.939755415865531e-07,4.574677732079563e-07,4.676319812792583e-07,3.9650747476611027e-07,4.289299978330889e-07,3.1581944416855176e-09,2.3265042058514085e-08,1.124680784099194e-08,1.9470254327741774e-09,2.312130134221148e-07,1.0086679057424998e-07,1.6513057921581924e-07,9.68685095912096e-08,1.3938168288158246e-08,9.069506144621752e-11,3.460251914950497e-08,2.772000653363899e-14,2.4344965721527585e-10,1.8180408683224882e-14,1.3665299829589731e-14,1.8129983029391305e-14,4.533533305736293e-16,8.158915097106244e-16,8.764046216527945e-10,8.891936822856333e-10,3.637810217139504e-15,6.229544816823307e-09,1.9309482265866968e-16,4.846947166478763e-15,3.0361102805567887e-09,2.5950857975758295e-16,1.6575351638687122e-18,8.960293850303523e-13,1.7031032764105753e-19,1.0446129706561491e-14,2.9612350774543147e-19,5.380207780331488e-22,3.7476359218455525e-24,8.39406939341271e-21,1.3711693799668056e-22,4.844987865552592e-15,2.317461444766959e-22,5.338598176611816e-21,3.777664964927042e-24,8.70785959839999e-23,4.3755179004565305e-18,5.028587796315861e-24,4.763066030420104e-18,5.850692552431808e-23,8.397919912508196e-13,1.1666279542083702e-15,1.612361366030345e-24,3.7137812949321075e-23,8.052803583150121e-16,1.2150665593797546e-13,4.022921588254548e-20,3.0621306481457055e-20,7.83302709579596e-23,4.091123468832781e-20,4.92204422604684e-24,4.9973058504757635e-20,5.267644688495227e-16,2.162639310655433e-24,4.982653229005458e-23,2.729523553550106e-16,2.437037002845947e-12,5.401478124859638e-19,5.105332954007162e-21,1.3634424628167805e-16,1.0960092592232298e-13
1.2820209893472032e-08,0.11224580714086145,0.9,0.0,0.0,0.0,0.0,0.09999655269747806,9.215189140520095e-07,7.187277318839326e-07,5.830330947551526e-07,6.253879221822972e-07,3.861237177656201e-07,5.401998274056831e-07,5.070498544877053e-07,5.079574275427602e-07,4.709398868279608e-07,4.81741545892306e-07,4.0766392056352574e-07,4.4199064350052e-07,3.236013684350246e-09,2.384308216713464e-08,1.1492377145975384e-08,1.989436032970668e-09,2.441521241314744e-07,1.0638956062608712e-07,1.74701599476658e-07,1.0233676093365543e-07,1.4777270794062874e-08,9.324690445401148e-11,3.664277750162351e-08,2.85699854054794e-14,2.5748079231386165e-10,1.872572807408742e-14,1.4081384270191016e-14,1.8674803802641315e-14,4.806454846681745e-16,8.61425902102679e-16,9.52630128950443e-10,9.675718535292368e-10,3.746930015426761e-15,6.604587306287644e-09,2.0471964827532279e-16,4.994533745721181e-15,3.219719051796922e-09,2.752020819443193e-16,1.7511039219223816e-18,9.937728295523497e-13,1.8035278520076307e-19,1.174325200906068e-14,3.123373219342832e-19,5.712803147616862e-22,4.097022568257823e-24,9.132269409062808e-21,1.5503650897097205e-22,5.535900054644286e-15,2.530511998608909e-22,5.782104697247702e-21,4.3502129356799996e-24,1.0017430233870371e-22,4.769321147123354e-18,5.499696462388849e-24,5.510818115807712e-18,6.641083581453695e-23,9.339498696805873e-13,1.2329646172900906e-15,1.856674845397479e-24,4.272231490079715e-23,8.510345020654164e-16,1.284103836416655e-13,4.316597004002795e-20,3.371705055199768e-20,8.872671476884401e-23,4.5762349431530296e-20,5.380625872188367e-24,5.2794050039140405e-20,5.567172888475989e-16,2.4904693022044155e-24,5.728343541728271e-23,6.384448525993366e-17,2.6341941587275173e-12,5.862800244778407e-19,5.406357228824879e-21,1.4407725402612335e-16,1.1581715935968623e-13
1.3150289315660852e-08,0.11224581950175878,0.9,0.0,0.0,0.0,0.0,0.0999964638864166,9.462457637088055e-07,7.341373178854349e-07,5.973595635004659e-07,6.417906684738337e-07,3.933465160642216e-07,5.543982395692056e-07,5.194889993578489e-07,5.205140913996835e-07,4.83064772522695e-07,4.944580268930588e-07,4.1768003087041674e-07,4.5376525729130137e-07,3.305394172752522e-09,2.4358439647965646e-08,1.1709851608596016e-08,2.026994565014541e-09,2.560558870671056e-07,1.1146099529390262e-07,1.8353219863664689e-07,1.0737145616419726e-07,1.5553714375192986e-08,9.55371244680156e-11,3.852734410190115e-08,2.933656673706924e-14,2.7039879503347665e-10,1.9216849657969155e-14,1.4456497618906003e-14,1.916562662331392e-14,5.058996133644982e-16,9.033164191085297e-16,1.0247487596318466e-09,1.041800604250867e-09,3.845204954932857e-15,6.951604019358484e-09,2.1547577927974684e-16,5.1275880258393225e-15,3.3896792325011753e-09,2.897289969982491e-16,1.8372546871718315e-18,1.0884779378110743e-12,1.8962917662621731e-19,1.3018567877135908e-14,3.272266685912146e-19,6.020648554902142e-22,4.422327578026964e-24,9.846413780273938e-21,1.6966689101273288e-22,6.223265741730274e-15,2.7309246411842176e-22,6.241140051147209e-21,4.705242339106495e-24,1.0767375338629285e-22,5.133971795543747e-18,5.9368860033108734e-24,6.2616492440204244e-18,7.243294682169974e-23,1.02529014525283e-12,1.293180716064839e-15,2.008259477419083e-24,4.592132173510359e-23,8.9316774780515e-16,1.3476776323808352e-13,4.9456727387397926e-20,3.776687800588724e-20,9.703606599909354e-23,5.06195247221684e-20,5.808132675595658e-24,5.539137626234693e-20,5.839065064143214e-16,2.6949151283899953e-24,6.163565428786701e-23,2.7370471135854566e-16,2.8197145913265425e-12,6.323667651233987e-19,5.684410395108259e-21,1.5118452168762995e-16,1.2153038763746398e-13
1.3480368737849671e-08,0.11224583191509113,0.9,0.0,0.0,0.0,0.0,0.09999637507159287,9.710214653916978e-07,7.494099801723297e-07,6.116528224908028e-07,6.582037134630757e-07,4.004597475983959e-07,5.686098512275634e-07,5.318948632327911e-07,5.330451914724029e-07,4.951896425178565e-07,5.071915285959646e-07,4.276728062838184e-07,4.6555877713921506e-07,3.374158184079566e-09,2.486921786035235e-08,1.1924027078339394e-08,2.0639833509868848e-09,2.6820191267144226e-07,1.1662655472872137e-07,1.9256715592617898e-07,1.1251246994206794e-07,1.6350310276002665e-08,9.782121879361796e-11,4.045757432810414e-08,3.0104661124183095e-14,2.835884923831841e-10,1.970827869454494e-14,1.4832212559457435e-14,1.9656904804690353e-14,5.318091594503554e-16,9.46059373958787e-16,1.1002648835202926e-09,1.1195986182452406e-09,3.9435415972663925e-15,7.307606220477787e-09,2.265104052569159e-16,5.2608559498562364e-15,3.564111134258773e-09,3.046380953533395e-16,1.9252245741034456e-18,1.18987663353999e-12,1.9913031013263468e-19,1.4403012765087242e-14,3.4239222569224194e-19,6.337273590252152e-22,4.76699000846087e-24,1.0590944342935553e-20,1.8638623319132734e-22,6.977396443684465e-15,2.9423764706800305e-22,6.709818552486195e-21,5.1509799771475086e-24,1.1732838026491582e-22,5.518555471892034e-18,6.4007477512478856e-24,7.092378776638796e-18,7.946088466748549e-23,1.1231864252513524e-12,1.3549186673019564e-15,2.198521544567093e-24,5.003897062723003e-23,9.361969383427782e-16,1.4126032978127805e-13,5.530462671167352e-20,4.1866471363522943e-20,1.0655007084989169e-22,5.581938879597766e-20,6.260937247094865e-24,5.804355068278421e-20,6.117828820532265e-16,2.951133149489704e-24,6.719777972166254e-23,3.7103510284372494e-16,3.013537148650968e-12,6.799400838118831e-19,5.969200874712498e-21,1.5842938471279771e-16,1.2735422336762964e-13
1.3810448160038491e-08,0.1122458443804896,0.9,0.0,0.0,0.0,0.0,0.09999628625293827,9.958459192679067e-07,7.64546935219182e-07,6.25912957064608e-07,6.746267588351516e-07,4.074650742983973e-07,5.828345660795616e-07,5.442673135860287e-07,5.455507729386219e-07,5.073144968056175e-07,5.199421353850348e-07,4.3764230115133903e-07,4.773711331129809e-07,3.442311206029472e-09,2.5375457488353167e-08,1.2134953594978735e-08,2.1004110329338405e-09,2.8058763654288803e-07,1.2188481107506037e-07,2.0180559343414415e-07,1.1775885733691749e-07,1.7167077144428066e-08,1.0009916304671326e-10,4.243334563549467e-08,3.087426549907083e-14,2.9704700358596284e-10,2.020000631650723e-14,1.520852688024692e-14,2.0148635053656546e-14,5.583747220790063e-16,9.89645786473327e-16,1.1792420284138765e-09,1.2010374241539527e-09,4.041938154649772e-15,7.672599413211348e-09,2.37823693470304e-16,5.394336730766854e-15,3.743021913339999e-09,3.1992998388959037e-16,2.014997250664324e-18,1.2982763145299663e-12,2.0885552592000411e-19,1.5903534599087627e-14,3.5782966488157967e-19,6.662858881987305e-22,5.133257180808544e-24,1.1363520852812541e-20,2.0577264453612821e-22,7.803005896777043e-15,3.165661956716444e-22,7.178675646027852e-21,5.739037980286289e-24,1.304515559599037e-22,5.926440932154207e-18,6.89472861352866e-24,8.009251026306502e-18,8.787157873442289e-23,1.2279388502760152e-12,1.418377326459037e-15,2.449459651352134e-24,5.563500587137032e-23,9.801141107656703e-16,1.4788688176775734e-13,5.968844264373582e-20,4.5676935750527126e-20,1.177135585223633e-22,6.131497722609224e-20,6.74186572319096e-24,6.075008582542656e-20,6.404362044578798e-16,3.2884303050929116e-24,7.469941855467439e-23,2.575779529304165e-16,3.2159117390399514e-12,7.28433260579694e-19,6.260710587040098e-21,1.6580975576814546e-16,1.3328698862559726e-13
1.414052758222731e-08,0.11224585689758934,0.9,0.0,0.0,0.0,0.0,0.09999619743038486,1.0207190256743688e-06,7.795493887621562e-07,6.40140052508024e-07,6.910595108631861e-07,4.143641329663489e-07,5.970722881534936e-07,5.566062214322745e-07,5.580308809266419e-07,5.194393353781003e-07,5.327099306997943e-07,4.4758856969406324e-07,4.892022550631627e-07,3.509858628779819e-09,2.5877198855254743e-08,1.234268044169378e-08,2.1362861222354795e-09,2.9321052447637425e-07,1.2723435806637614e-07,2.1124664076124368e-07,1.2310968179911325e-07,1.8004033491833467e-08,1.023709333502504e-10,4.4454535001090175e-08,3.164537664611892e-14,3.107714818424191e-10,2.0692023484763773e-14,1.558543827608064e-14,2.064081391179945e-14,5.855969209565914e-16,1.0340665695042781e-15,1.2617428205605596e-09,1.286187795872101e-09,4.140392868944027e-15,8.046588939642171e-09,2.4941581767608567e-16,5.5280295641327225e-15,3.926418699433305e-09,3.356052839341008e-16,2.1065572938842864e-18,1.4139905797959355e-12,2.1880443212386097e-19,1.7527370917469494e-14,3.7353535851183198e-19,6.996933501411726e-22,5.5150983773493534e-24,1.2178216412864717e-20,2.2523553419372686e-22,8.705016579923215e-15,3.399114375247782e-22,7.684033696403738e-21,6.288916157965857e-24,1.423929972607216e-22,6.350651312810296e-18,7.409257938529037e-24,9.01883281578562e-18,9.615705878586571e-23,1.3398532670894002e-12,1.4827606540498065e-15,2.684134865117566e-24,6.07273051368232e-23,1.0249113728083435e-15,1.546462283484386e-13,6.554929413456632e-20,5.00793229453306e-20,1.2892426088338394e-22,6.723282848948464e-20,7.243475501014613e-24,6.351049853485202e-20,6.695070399677684e-16,3.604439896267768e-24,8.156477185335533e-23,3.0009378181094195e-16,3.426621916053497e-12,7.800784698324691e-19,6.558921381272607e-21,1.7332357917066592e-16,1.3932703092950096e-13
1.447060700441613e-08,0.11224586946602942,0.9,0.0,0.0,0.0,0.0,0.09999610860386544,1.045640685117667e-06,7.944185357519212e-07,6.543341940541537e-07,7.075016803820614e-07,4.2115853541986214e-07,6.113229218069489e-07,5.68911461310745e-07,5.704855605153277e-07,5.315641582273774e-07,5.454949970395441e-07,4.5751166600666084e-07,5.010520726246836e-07,3.5768058280166447e-09,2.637448192476862e-08,1.2547256149394996e-08,2.1716170003526146e-09,3.0606807231375364e-07,1.3267381090167336e-07,2.2088943498699106e-07,1.2856401512947548e-07,1.8861197693188672e-08,1.0463650655779632e-10,4.6521018928322497e-08,3.2417991461268376e-14,3.2475911412040375e-10,2.118432151146383e-14,1.5962944495039228e-14,2.1133438054692386e-14,6.13476354002163e-16,1.079312889953303e-15,1.3478289887845926e-09,1.3751197558926116e-09,4.238904007846038e-15,8.429579981312478e-09,2.6128693867208885e-16,5.661933653465809e-15,4.114308595614278e-09,3.51664603009148e-16,2.1998888904897565e-18,1.5373392090702539e-12,2.289764463075275e-19,1.928205062884043e-14,3.8950529816980344e-19,7.33948031068229e-22,5.912248937020454e-24,1.3036454782489631e-20,2.448285702357749e-22,9.688560957980325e-15,3.6427804380915485e-22,8.230345458043933e-21,6.781777169740584e-24,1.52652774856041e-22,6.789308879255175e-18,7.943832857779587e-24,1.0128016550734801e-17,1.0426539210245536e-22,1.4592412034905067e-12,1.5479780944202282e-15,2.894516646878379e-24,6.510277723513726e-23,1.0705809025585189e-15,1.615371892934024e-13,7.358509279823551e-20,5.535321528559783e-20,1.4008257233894008e-22,7.36540489450515e-20,7.7654768571036e-24,6.632430996622201e-20,6.989545002219369e-16,3.888494568881157e-24,8.751609173952772e-23,5.356773863479643e-16,3.645779566834751e-12,8.351843455786107e-19,6.863815036480727e-21,1.80968830610051e-16,1.4547272301663465e-13
