Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113)
1.74537126121689e-11,0.11224537252668221,0.9,0.0,0.0,0.0,0.0,0.09999999530836434,1.2016550120232195e-09,1.192203434978503e-09,8.30172799437656e-10,8.302750882371115e-10,7.170694486571548e-10,7.191070202947076e-10,7.190225312036005e-10,7.190249125043955e-10,6.411637521691689e-10,6.411637521691689e-10,5.804851594408857e-10,5.805567416840475e-10,5.363466850446128e-12,3.7220530674483075e-12,1.6036516761573881e-12,3.4308119094534055e-13,2.556929833088692e-13,1.5524935828190706e-14,3.485255648861026e-13,2.183775693866671e-13,2.697496483367649e-14,5.668813697454184e-14,2.1790478094011366e-14
2.030653305441815e-11,0.11224537261278238,0.9,0.0,0.0,0.0,0.0,0.09999999454151352,1.3980803681781078e-09,1.3863635932186e-09,9.658553367407321e-10,9.65993770234118e-10,8.339124664999506e-10,8.366501208653999e-10,8.365400639053853e-10,8.365427087238211e-10,7.459623729409648e-10,7.459623729409648e-10,6.753590218083923e-10,6.754559123708788e-10,6.237662243755692e-12,4.983703008946656e-12,2.1520200703727706e-12,4.594620068478863e-13,3.5272548879273943e-13,2.4251279595035907e-14,4.716947412466018e-13,2.9555150618389977e-13,3.651248475257634e-14,7.268975355741445e-14,3.2922703013803797e-14
2.3159353496667398e-11,0.11224537269888658,0.9,0.0,0.0,0.0,0.0,0.09999999377466273,1.5945096805512643e-09,1.5803417318749358e-09,1.1015351384079658e-09,1.1017151689682529e-09,9.50659808059184e-10,9.541945139333623e-10,9.540557052103404e-10,9.540584582316379e-10,8.507609929091115e-10,8.507609929091115e-10,7.702309715342174e-10,7.703569942783536e-10,7.1110379817457185e-12,6.41265429777389e-12,2.7751665501247223e-12,5.913122980660359e-13,4.669495077314936e-13,3.568766700534372e-14,6.134503181291872e-13,3.8435058440810324e-13,4.749120130484144e-14,8.972483324439311e-14,4.6911256318046616e-14
2.88649943811659e-11,0.11224537287110721,0.9,0.0,0.0,0.0,0.0,0.09999999224096114,1.9873801736765303e-09,1.967774018621103e-09,1.372886535055527e-09,1.373166107879561e-09,1.1838759912035461e-09,1.189287177277192e-09,1.1890814131775929e-09,1.1890838172340603e-09,1.060358230434458e-09,1.060358230434458e-09,9.599691332150558e-10,9.601648916330388e-10,8.855429868690342e-12,9.750350440237192e-12,4.237963104164829e-12,8.994113606575525e-13,7.488849034219277e-13,6.801107238103999e-14,9.526968262210431e-13,5.967814498890775e-13,7.377228759231826e-14,1.2614655394358496e-13,8.409238115181027e-14
3.45706352656644e-11,0.11224537304334448,0.9,0.0,0.0,0.0,0.0,0.09999999070725957,2.380266490847814e-09,2.354542510879002e-09,1.6442269898212556e-09,1.6446278879468292e-09,1.4167344612686357e-09,1.4243850097584339e-09,1.4240997980498278e-09,1.4241009897546245e-09,1.2699554647452077e-09,1.2699554647452077e-09,1.1496996447916372e-09,1.1499804335079473e-09,1.0596832615841602e-11,1.3692845334116495e-11,5.976916625859513e-12,1.2635292658535669e-12,1.1048944157410096e-12,1.1502282305019362e-13,1.366219061367715e-12,8.555881499093163e-13,1.0581835053906302e-13,1.6483341464980658e-13,1.3428344278149947e-13
4.02762761501629e-11,0.1122453732155987,0.9,0.0,0.0,0.0,0.0,0.09999998917355803,2.773168631513854e-09,2.7406866510804167e-09,1.915556503146107e-09,1.916100492896522e-09,1.6492508112017308e-09,1.659488010809291e-09,1.6591109459571109e-09,1.6591099760363209e-09,1.4795526958413614e-09,1.4795526958413614e-09,1.3394225065722263e-09,1.3398036196667129e-09,1.2335423839416558e-11,1.820062194879729e-11,7.977688731990914e-12,1.6800639431087713e-12,1.5378872826598119e-12,1.790866990283019e-13,1.853973408534293e-12,1.160693598575629e-12,1.4362951698402964e-13,2.0505104631541047e-13,1.981069850558808e-13
4.59819170346614e-11,0.1122453733878702,0.9,0.0,0.0,0.0,0.0,0.09999998763985651,3.166086595123241e-09,3.1262433220314986e-09,2.1868750754711264e-09,2.187583907159226e-09,1.881439818395208e-09,1.8945961798619775e-09,1.8941149091191858e-09,1.8941107763222247e-09,1.6891499237229188e-09,1.6891499237229188e-09,1.5291377188651503e-09,1.5296344498749297e-09,1.4071369629186793e-11,2.32367283236605e-11,1.0226678932826857e-11,2.1456418206498414e-12,2.0504275177378724e-12,2.624149388568114e-13,2.4159184893248877e-12,1.5120252611146818e-12,1.8720591366406613e-13,2.4629875327367426e-13,2.7598731776637965e-13
5.16875579191599e-11,0.11224537356015925,0.9,0.0,0.0,0.0,0.0,0.099999986106155,3.5590203811245376e-09,3.5112470211150794e-09,2.4581827072373704e-09,2.459078115830846e-09,2.1133154898596244e-09,2.1297095163487487e-09,2.12911171784576e-09,2.1291033908554334e-09,1.89874714838988e-09,1.89874714838988e-09,1.7188452819787438e-09,1.719472923899293e-09,1.5804825332942145e-11,2.876660299488631e-11,1.2710984561581398e-11,2.6571026767018324e-12,2.6448113857389716e-12,3.670783246302711e-13,3.0520150185220983e-12,1.9095148443977917e-12,2.3654766726525857e-13,2.882297096462616e-13,3.682182167109094e-13
5.73931988036584e-11,0.11224537373246597,0.9,0.0,0.0,0.0,0.0,0.09999998457245353,3.951969988966354e-09,3.8957300059278606e-09,2.7294793988858553e-09,2.7305831046398625e-09,2.3448911002200678e-09,2.3648280197018993e-09,2.364101386778977e-09,2.3640878198790232e-09,2.1083443698422447e-09,2.1083443698422447e-09,1.9085451962213138e-09,1.9093190415071715e-09,1.753593621232065e-11,3.475792904856255e-11,1.5418367050961513e-11,3.21148695851235e-12,3.323110986512766e-12,4.950146228229289e-13,3.7622256840085774e-12,2.3530980379418278e-12,2.916549044729245e-13,3.306092281116762e-13,4.749983257480096e-13
6.30988396881569e-11,0.11224537390479068,0.9,0.0,0.0,0.0,0.0,0.09999998303875209,4.344935418097356e-09,4.27972241972367e-09,3.000765150857554e-09,3.0020988599188905e-09,2.5761792247575433e-09,2.5999516893537616e-09,2.599083919167962e-09,2.599064063636048e-09,2.317941588080013e-09,2.317941588080013e-09,2.0982374619011376e-09,2.0991728024663014e-09,1.9264838007701644e-11,4.1180508410660035e-11,1.833722257957166e-11,3.80602484105775e-12,4.087205641153448e-12,6.480358662317216e-13,4.5465150429811135e-12,2.84271429082232e-12,3.5252775197856844e-13,3.7328608332500314e-13,5.96455484099406e-13
6.88044805726554e-11,0.11224537407713352,0.9,0.0,0.0,0.0,0.0,0.09999998150505064,4.737916667966232e-09,4.6632524496213196e-09,3.272039963593419e-09,3.2736253685684348e-09,2.807191781568968e-09,2.835080524736694e-09,2.8340593116656353e-09,2.8340321223695506e-09,2.5275388031031864e-09,2.5275388031031864e-09,2.2879220793264763e-09,2.289034206544427e-09,2.09916576506436e-11,4.800610330263593e-11,2.1456544572960925e-11,4.4381224036139705e-12,4.938818167030398e-12,8.278375526048235e-13,5.404849390668363e-12,3.378306530401558e-12,4.1916633646891076e-13,4.161602631710189e-13,7.326740840240169e-13
7.451012145715391e-11,0.11224537424949461,0.9,0.0,0.0,0.0,0.0,0.09999997997134924,5.130913738021683e-09,5.04634645267988e-09,3.543303837534385e-09,3.545162618027502e-09,3.0379400657743756e-09,3.0702145252830865e-09,3.0690275571508624e-09,3.068991996322572e-09,2.7371360149117635e-09,2.7371360149117635e-09,2.47759904880558e-09,2.478903253509096e-09,2.27165138316234e-11,5.5208309897870946e-11,2.4765893223226136e-11,5.105350584529938e-12,5.879538207492537e-12,1.0360059924525933e-12,6.337196655311442e-12,3.959820938245666e-12,4.915707846150444e-13,4.591638654620275e-13,8.8371127679428e-13
8.021576234165242e-11,0.11224537442187422,0.9,0.0,0.0,0.0,0.0,0.09999997843764787,5.523926627712417e-09,5.429029069141658e-09,3.814556773121378e-09,3.816710596246711e-09,3.268434780797528e-09,3.305353690425359e-09,3.3039886461556213e-09,3.303943685738156e-09,2.9467332235057437e-09,2.9467332235057437e-09,2.6672683706466927e-09,2.6687799431275725e-09,2.4439517509989322e-11,6.276244483772393e-11,2.8255367567375375e-11,5.805435233437033e-12,6.910837007508096e-12,1.2740249247537392e-12,7.343526303472237e-12,4.5872067488558545e-12,5.697412230689278e-13,5.022512419474809e-13,1.0496053338985026e-12
9.162704411064941e-11,0.11224537476668942,0.9,0.0,0.0,0.0,0.0,0.09999997537024517,6.3099998637946635e-09,6.193250745691293e-09,4.357029830997043e-09,4.359838693174578e-09,3.728703534525436e-09,3.7756475122273874e-09,3.773889309186247e-09,3.773822511929156e-09,3.3659276310499178e-09,3.3659276310499178e-09,3.046584072647847e-09,3.048556249393434e-09,2.7880375362009622e-11,7.883574079262161e-11,3.573762634041496e-11,7.295796712121025e-12,9.250524301482055e-12,1.845073049325518e-12,9.578017782025745e-12,5.9794036672768415e-12,7.433805774429724e-13,5.885766939050456e-13,1.4260475848796972e-12
9.999999999999999e-11,0.11224537511158016,0.9,0.0,0.0,0.0,0.0,0.09999997311955788,6.886816378620793e-09,6.7531020327735655e-09,4.755038182582306e-09,4.7583827189602e-09,4.065846867486465e-09,4.120735768088447e-09,4.118657660321704e-09,4.118572309712071e-09,3.6735088704892953e-09,3.6735088704892953e-09,3.324885116803749e-09,3.327234157406648e-09,3.040106842227612e-11,9.136941934114904e-11,4.162187315683188e-11,8.458577770111417e-12,1.1206849469282182e-11,2.349371666125332e-12,1.1405591658847723e-11,7.11730177472624e-12,8.854583689798211e-13,6.519890681132687e-13,1.7401760284306117e-12
1.0303832587964641e-10,0.11224537511158016,0.9,0.0,0.0,0.0,0.0,0.09999997230284258,7.096136371802961e-09,6.956084262467407e-09,4.899459140747457e-09,4.903009572222478e-09,4.188072959600171e-09,4.24596198560279e-09,4.243761207969859e-09,4.243668602886818e-09,3.785122025735708e-09,3.785122025735708e-09,3.4258691877956333e-09,3.4283631234730996e-09,3.131498226079043e-11,9.605892755850318e-11,4.383388567437187e-11,8.89375978389466e-12,1.1967689595605996e-11,2.551034481845638e-12,1.2108106967130408e-11,7.554545114132296e-12,9.40085412513968e-13,6.750036419930545e-13,1.8621099996280628e-12
1.1444960764864341e-10,0.11224537545654738,0.9,0.0,0.0,0.0,0.0,0.09999996923544008,7.882336147327599e-09,7.717675381070504e-09,5.441844705899358e-09,5.446223152871841e-09,4.6466103354213016e-09,4.7162971060120854e-09,4.71360425153111e-09,4.7134819605553296e-09,4.2043164075631166e-09,4.2043164075631166e-09,3.805123718555534e-09,3.808200563491605e-09,3.474399459646184e-11,1.1428600782535668e-10,5.248169441855823e-11,1.0585787293526293e-11,1.5070856362773486e-11,3.400698647216658e-12,1.493359618134393e-11,9.312316303485455e-12,1.1598567409993797e-12,7.614702078675221e-13,2.3578414120713746e-12
1.2586088941764042e-10,0.11224537580159179,0.9,0.0,0.0,0.0,0.0,0.09999996616803768,8.668599185959125e-09,8.478151513449596e-09,5.984186529979193e-09,5.989479360536209e-09,5.104376092215061e-09,5.186652868916298e-09,5.183418354933706e-09,5.1832625868788105e-09,4.623510776532142e-09,4.623510776532142e-09,4.184347667392826e-09,4.188068567568229e-09,3.816798612743833e-11,1.3338937295211975e-10,6.162487747903493e-11,1.2360014939933547e-11,1.8567447303159142e-11,4.401749300656292e-12,1.8054304652584358e-11,1.1252435085211523e-11,1.4026955754058576e-12,8.479471971703537e-13,2.9132629172913327e-12
1.3727217118663743e-10,0.1122453761467143,0.9,0.0,0.0,0.0,0.0,0.09999996310063534,9.454925483288353e-09,9.23762401445879e-09,6.526484616513133e-09,6.532778125961204e-09,5.5614245075180715e-09,5.657029269776949e-09,5.6532034398530165e-09,5.653010483801319e-09,5.042705132642782e-09,5.042705132642782e-09,4.563541036772596e-09,4.567967133816989e-09,4.1587458304205314e-11,1.5325750553242896e-10,7.121290858802229e-11,1.4206047009909719e-11,2.2463926763849685e-11,5.560900140884534e-12,2.147006654364104e-11,1.3374647869763112e-11,1.6686029280127827e-12,9.344252738662954e-13,3.5283787532020376e-12
1.4868345295563445e-10,0.11224537649191538,0.9,0.0,0.0,0.0,0.0,0.09999996003323312,1.0241315034906332e-08,9.996190187495916e-09,7.06873896902707e-09,7.076119384686015e-09,6.017804330965826e-09,6.127426304056073e-09,6.122959435084767e-09,6.122725653266859e-09,5.461899475895045e-09,5.461899475895045e-09,4.942703829159734e-09,4.9478962603470955e-09,4.500284930106333e-11,1.7379296948876854e-10,8.120034638551411e-11,1.611477704017264e-11,2.676592574329759e-11,6.884013816483542e-12,2.5180729214797435e-11,1.5678726062963113e-11,1.957579810868842e-12,1.0209036885003246e-12,4.203185863850934e-12
1.6009473472463146e-10,0.1122453768371956,0.9,0.0,0.0,0.0,0.0,0.099999956965831,1.1027767836404394e-08,1.0753935061922088e-08,7.610949591046614e-09,7.619503076554886e-09,6.473559350806811e-09,6.597843967216213e-09,6.592686276847596e-09,6.592408097219372e-09,5.881093806288925e-09,5.881093806288925e-09,5.321836047018934e-09,5.327855945263346e-09,4.841454202016183e-11,1.9491062887131295e-10,9.154632207690122e-11,1.807822838277784e-11,3.147835212929131e-11,8.376207677246103e-12,2.918615167290781e-11,1.816446290641199e-11,2.2696272357991175e-12,1.107381266150199e-12,4.93768154563322e-12
1.7150601649362847e-10,0.11224537718255549,0.9,0.0,0.0,0.0,0.0,0.09999995389842897,1.181428388337412e-08,1.1510932954843049e-08,8.15311648609708e-09,8.162929145276529e-09,6.9287289046411665e-09,7.068282254720418e-09,7.0623839080526295e-09,7.062057817602731e-09,6.300288123824425e-09,6.300288123824425e-09,5.700937692814682e-09,5.707846186666576e-09,5.1822871124475785e-11,2.1653608275384028e-10,1.0221407652219919e-10,2.0089413610642043e-11,3.6605482276410983e-11,1.004194698136818e-11,3.348620319732475e-11,2.0831670701190173e-11,2.604746214409838e-12,1.1938550559233809e-12,5.731864593852637e-12
1.8291729826262548e-10,0.11224537752799534,0.9,0.0,0.0,0.0,0.0,0.09999995083102704,1.2600863171407373e-08,1.2267248825850613e-08,8.695239657703507e-09,8.706397538030492e-09,7.383348335518197e-09,7.538741162032245e-09,7.532052277047307e-09,7.531674816360744e-09,6.7194824285015415e-09,6.7194824285015415e-09,6.080008769011273e-09,6.0878669826540774e-09,5.5228129138445295e-11,2.3860430760999123e-10,1.1317054585290022e-10,2.2142212064394726e-11,4.215103724256535e-11,1.1885126027853628e-11,3.808076213657655e-11,2.3680178399624078e-11,2.962937758086847e-12,1.2803232642410605e-12,6.585732815087638e-12
1.943285800316225e-10,0.11224537787351552,0.9,0.0,0.0,0.0,0.0,0.09999994776362518,1.3387505696096255e-08,1.3022939451887302e-08,9.237319109390647e-09,9.249908205115704e-09,7.83744939899012e-09,8.009220684615751e-09,8.001691336769634e-09,8.001259095437159e-09,7.1386767203202805e-09,7.1386767203202805e-09,6.459049278072797e-09,6.467918331319959e-09,5.863057173859817e-11,2.610584799490173e-10,1.243859907869095e-10,2.4231263241902536e-11,4.811825049916799e-11,1.3909138749747312e-11,4.296971485472121e-11,2.6709829516829848e-11,3.3442028779925685e-12,1.3667861922796244e-12,7.499282232590838e-12
2.057398618006195e-10,0.11224537821911644,0.9,0.0,0.0,0.0,0.0,0.09999994469622343,1.4174211453033146e-08,1.3778054455267694e-08,9.77935484468296e-09,9.793461099634821e-09,8.291060628598677e-09,8.479720817935507e-09,8.471301044400503e-09,8.470810656775662e-09,7.557870999280638e-09,7.557870999280638e-09,6.838059222463151e-09,6.8480002307554e-09,6.203042238291128e-11,2.838489461072198e-10,1.3583366311353624e-10,2.635187319981242e-11,5.450992954528079e-11,1.6116940656685653e-11,4.815295480121058e-11,2.992048030328683e-11,3.748542585065536e-12,1.45324446963423e-12,8.472508585308308e-12
2.1715114356961651e-10,0.11224537856479824,0.9,0.0,0.0,0.0,0.0,0.09999994162882178,1.4960980437810672e-08,1.4532637207199011e-08,1.0321346867104637e-08,1.0337056177209712e-08,8.744207665118864e-09,8.950241557456592e-09,8.94088136101146e-09,8.940329502319873e-09,7.977065265382616e-09,7.977065265382616e-09,7.217038604646031e-09,7.2281126790489285e-09,6.5427876379523e-11,3.0693231680505613e-10,1.4748950467296222e-10,2.8499932034478153e-11,6.132850993848673e-11,1.8511103415229875e-11,5.363038168636934e-11,3.3311998138712924e-11,4.175957890021729e-12,1.5396978093433147e-12,9.505408384543914e-12
2.2856242533861353e-10,0.11224537891056119,0.9,0.0,0.0,0.0,0.0,0.09999993856142023,1.5747812646021745e-08,1.5286725618734256e-08,1.0863295180179579e-08,1.0880693395725688e-08,9.196913552476806e-09,9.420782898644581e-09,9.41043225100315e-09,9.409815634013351e-09,8.396259518626218e-09,8.396259518626218e-09,7.595987427084932e-09,7.608255674286634e-09,6.882310444853478e-11,3.3027067451121406e-10,1.593318762626881e-10,3.067184140195045e-11,6.857610130916864e-11,2.1093862760370965e-11,5.940190075286713e-11,3.6884260126037694e-11,4.626449803355399e-12,1.6261455874355445e-12,1.059797842276e-11
2.399737071076105e-10,0.11224537925640547,0.9,0.0,0.0,0.0,0.0,0.09999993549401877,1.6534708073259514e-08,1.6040352829840332e-08,1.1405199787431397e-08,1.1424372715102222e-08,9.649199002897819e-09,9.891344836965561e-09,9.879953681562905e-09,9.879269053799587e-09,8.81545375901144e-09,8.81545375901144e-09,7.97490569224316e-09,7.988429214552386e-09,7.221625582500615e-11,3.538308829084809e-10,1.7134131422633724e-10,3.286445114891827e-11,7.62545272716661e-11,2.386716035699966e-11,6.546742213459511e-11,4.063715186649326e-11,5.100019335338779e-12,1.7125876984843898e-12,1.1750215048173174e-11
2.513849888766075e-10,0.11224537960233132,0.9,0.0,0.0,0.0,0.0,0.09999993242661738,1.7321666715117403e-08,1.6793547809963734e-08,1.194706069238342e-08,1.1968094097087383e-08,1.0101082634510517e-08,1.0361927367886136e-08,1.034944562232345e-08,1.0348689763622014e-08,9.234647986538282e-09,9.234647986538282e-09,8.35379340258381e-09,8.368633297928006e-09,7.560746096340809e-11,3.7758398505024065e-10,1.8350031188881474e-10,3.5075003893626785e-11,8.436536104495438e-11,2.683268038523622e-11,7.182686029217001e-11,4.457056639203317e-11,5.5966674960215585e-12,1.7990244346749127e-12,1.2962114267685006e-11
2.6279627064560453e-10,0.11224537994833882,0.9,0.0,0.0,0.0,0.0,0.0999999293592161,1.8108688567189094e-08,1.7546335883309755e-08,1.2488877898558703e-08,1.2511857505073222e-08,1.055258118471423e-08,1.0832530486873397e-08,1.0818908045133933e-08,1.0818077765424002e-08,9.653842201206747e-09,9.653842201206747e-09,8.732650560569785e-09,8.74886792249341e-09,7.899683390304778e-11,4.0150467696375955e-10,1.9579312291823136e-10,3.730108640416163e-11,9.290995707498746e-11,2.999188161748657e-11,7.848013351433182e-11,4.868440323158158e-11,6.11639529523085e-12,1.885455921472441e-12,1.4233672225919319e-11
2.7420755241460155e-10,0.11224538029442808,0.9,0.0,0.0,0.0,0.0,0.09999992629181492,1.889577362506854e-08,1.8298739188894425e-08,1.3030651409480002e-08,1.3055662903929746e-08,1.1003709701962328e-08,1.1303154189394959e-08,1.1288340923801031e-08,1.1287433061148853e-08,1.0073036403016837e-08,1.0073036403016837e-08,9.111477168663786e-09,9.129133086326752e-09,8.238447433976371e-11,4.2557084661945007e-10,2.0820558426023896e-10,3.954058688844737e-11,1.0188947846824229e-10,3.3346025576775534e-11,8.54271634769528e-11,5.2978567593229554e-11,6.6592037425714596e-12,1.9718820082856253e-12,1.55648852982372e-11
2.8561883418359856e-10,0.11224538064059927,0.9,0.0,0.0,0.0,0.0,0.09999992322441384,1.9682921884349936e-08,1.9050777082755478e-08,1.35723812286698e-08,1.359951025985575e-08,1.1454481717997008e-08,1.177379847091893e-08,1.1757744233803101e-08,1.175675565273981e-08,1.0492230591968549e-08,1.0492230591968549e-08,9.490273229328323e-09,9.509428787504529e-09,8.577046943715243e-11,4.4976317086414655e-10,2.2072495683061448e-10,4.1791657540221524e-11,1.1130492070123783e-10,3.689620121256481e-11,9.266787485349067e-11,5.74529696492497e-11,7.225093847426037e-12,2.0583025649803302e-12,1.6955749839423277e-11
2.9703011595259557e-10,0.11224538098685234,0.9,0.0,0.0,0.0,0.0,0.09999992015701283,2.047013334062776e-08,1.980246648897824e-08,1.4114067359650292e-08,1.4143399540244972e-08,1.1904909402381766e-08,1.2244463326913932e-08,1.222711795205693e-08,1.2226045542140052e-08,1.0911424768061884e-08,1.0911424768061884e-08,9.869038745025695e-09,9.889755024101695e-09,8.915489540730009e-11,4.740647636484288e-10,2.333397823193263e-10,4.405268174993576e-11,1.2115713245431085e-10,4.0643346487178924e-11,1.0020219497131567e-10,6.210752391209973e-11,7.81406661895505e-12,2.144717633769188e-12,1.8406262055032156e-11
3.084413977215926e-10,0.11224538133318754,0.9,0.0,0.0,0.0,0.0,0.09999991708961192,2.125740798949673e-08,2.0553822206167845e-08,1.465570980594339e-08,1.4687330713565903e-08,1.2355003701174302e-08,1.271514875284909e-08,1.2696462056754126e-08,1.269530273129269e-08,1.1330618931296842e-08,1.1330618931296842e-08,1.0247773718218017e-08,1.0270111794191737e-08,9.253781889088079e-11,4.984608689023436e-10,2.46039754461962e-10,4.632224539232513e-11,1.3144683406658573e-10,4.4588267264080796e-11,1.0803005350836101e-10,6.694214868962596e-11,8.426123066096702e-12,2.231127297993148e-12,1.9916418112878948e-11
3.198526794905896e-10,0.11224538167960477,0.9,0.0,0.0,0.0,0.0,0.09999991402221112,2.204474582655185e-08,2.1304857175392474e-08,1.519730857107072e-08,1.5231303749253836e-08,1.280477446145916e-08,1.3185854744194033e-08,1.3165776527220398e-08,1.316452722214078e-08,1.1749813081673422e-08,1.1749813081673422e-08,1.0626478151367195e-08,1.0650499095846772e-08,9.59192981637524e-11,5.229385920221042e-10,2.588156032405415e-10,4.859911165410696e-11,1.4217463371711755e-10,4.87316538546737e-11,1.161513822250202e-10,7.195676560875696e-11,9.061264197566942e-12,2.317531551871283e-12,2.1486214253686872e-11
3.312639612595866e-10,0.11224538202610425,0.9,0.0,0.0,0.0,0.0,0.09999991095481041,2.2832146847388366e-08,2.205558271453131e-08,1.5738863658553626e-08,1.5775318617613878e-08,1.32542305432132e-08,1.3656581296418905e-08,1.3635061343769422e-08,1.363371901662731e-08,1.2169007219191631e-08,1.2169007219191631e-08,1.1005152046934941e-08,1.1030916927137599e-08,9.929938419226645e-11,5.474866650235654e-10,2.716589906905351e-10,5.088219895902398e-11,1.5334104147539955e-10,5.307409551775257e-11,1.2456611472707476e-10,7.715129919891612e-11,9.719491021859561e-12,2.4039303387993206e-12,2.3115646758730813e-11
3.426752430285836e-10,0.11224538237268583,0.9,0.0,0.0,0.0,0.0,0.0999999078874098,2.36196110476018e-08,2.2806008723083197e-08,1.6280375071913168e-08,1.6319375289733776e-08,1.3703379919762692e-08,1.4127328404994343e-08,1.4104316487566733e-08,1.41028781166952e-08,1.2588201343851463e-08,1.2588201343851463e-08,1.1383795407382771e-08,1.1411365286133762e-08,1.0267812155555786e-10,5.720952412978085e-10,2.8456241717960835e-10,5.3170561623905575e-11,1.6494648155740092e-10,5.7616093154769244e-11,1.3327418625614252e-10,8.252567652794413e-11,1.0400804547246219e-11,2.4903236400725878e-12,2.4804711874687524e-11
3.540865247975806e-10,0.11224538271934965,0.9,0.0,0.0,0.0,0.0,0.09999990482000926,2.4407138422787925e-08,2.3556143861048525e-08,1.682184281467012e-08,1.6863473737405713e-08,1.4152229767971286e-08,1.4598096065391501e-08,1.4573541940521993e-08,1.4572004524287318e-08,1.3007395455652919e-08,1.3007395455652919e-08,1.1762408235171993e-08,1.1791844170903607e-08,1.0605554925108153e-10,5.967557163486855e-10,2.975191371296839e-10,5.546337291893803e-11,1.7699130311224188e-10,6.235807041777507e-11,1.4227553350450376e-10,8.807982688410923e-11,1.1105205781776456e-11,2.5767114788704616e-12,2.6553405810357506e-11
3.6549780656657764e-10,0.11224538306609581,0.9,0.0,0.0,0.0,0.0,0.09999990175260882,2.519472896854278e-08,2.4305995705202274e-08,1.7363266890344975e-08,1.7407613933055958e-08,1.4600786549217893e-08,1.5068884273082036e-08,1.504273768520321e-08,1.5041098241346458e-08,1.3426589554596003e-08,1.3426589554596003e-08,1.2140990532763725e-08,1.2172353579514318e-08,1.0943170139833723e-10,6.214605711873103e-10,3.1052308322537537e-10,5.775991023171831e-11,1.894757897080926e-10,6.730038342934614e-11,1.515700944514092e-10,9.381368149830801e-11,1.1832695733277715e-11,2.663093868762075e-12,2.836172478043844e-11
3.8832037010457166e-10,0.11224538375983478,0.9,0.0,0.0,0.0,0.0,0.09999989561780824,2.6770099554144157e-08,2.580487516152932e-08,1.8445984054528954e-08,1.849601946081109e-08,1.5497043588902552e-08,1.601052231223239e-08,1.598103998285433e-08,1.5979187611636688e-08,1.4264977713907049e-08,1.4264977713907049e-08,1.2898063547198194e-08,1.2933463960521563e-08,1.1618029455184506e-10,6.709780117133458e-10,3.366513912632569e-10,6.236172077971538e-11,2.1576461033044906e-10,7.778715082211679e-11,1.710386149833344e-10,1.0582023678920934e-10,1.3356945817392678e-11,2.835842300296861e-12,3.2157222719122915e-11
4.0886067728876624e-10,0.11224538438448137,0.9,0.0,0.0,0.0,0.0,0.09999989009648803,2.8188149080355278e-08,2.7152956107414704e-08,1.9420280196185524e-08,1.9475726948144207e-08,1.6302725220684874e-08,1.685806677379305e-08,1.6825410284380405e-08,1.6823356262763972e-08,1.5019527013311354e-08,1.5019527013311354e-08,1.3579324871599657e-08,1.3618567675551558e-08,1.2224992854968646e-10,7.156378039573226e-10,3.602791372618812e-10,6.65105500539319e-11,2.4092997599212023e-10,8.791285824479412e-11,1.8956247370225107e-10,1.1724006705302522e-10,1.480774441111534e-11,2.9912971178927765e-12,3.577705069430096e-11
4.2852614556179415e-10,0.11224538498277326,0.9,0.0,0.0,0.0,0.0,0.09999988481032847,2.9545993716021398e-08,2.8442836166483617e-08,2.0352947253807225e-08,2.041383376106175e-08,1.707327183645866e-08,1.7669575508065786e-08,1.7633727310929367e-08,1.763147143351355e-08,1.5741939018787614e-08,1.5741939018787614e-08,1.4231477720785001e-08,1.4274584555822924e-08,1.280575173295586e-10,7.584553881369693e-10,3.8297868402165884e-10,7.048679916476755e-11,2.663603608189239e-10,9.821854340661887e-11,2.0818670025365567e-10,1.2871814835048665e-10,1.6266862240436376e-11,3.140114205202137e-12,3.942366906181834e-11
4.4819161383482205e-10,0.11224538558130952,0.9,0.0,0.0,0.0,0.0,0.09999987952416918,3.0904025875751144e-08,2.973196645293673e-08,2.1285484693372598e-08,2.1352064061439745e-08,1.784303409969366e-08,1.848114517775699e-08,1.8441955803300225e-08,1.8439489554753003e-08,1.6464350986075983e-08,1.6464350986075983e-08,1.4883539946441314e-08,1.4930692050887864e-08,1.3386173026601895e-10,8.013144329216087e-10,4.057381805027903e-10,7.446543872142723e-11,2.930986528068198e-10,1.0912266119956937e-10,2.2768060473159692e-10,1.4072869783650855e-10,1.779457042761149e-11,3.288915025759725e-12,4.3247293770741796e-11
4.6785708210785e-10,0.11224538618009015,0.9,0.0,0.0,0.0,0.0,0.09999987423801017,3.2262245537015127e-08,3.102036063358525e-08,2.221789253288845e-08,2.229041772467803e-08,1.8612026641225716e-08,1.929277575971049e-08,1.9250095687651374e-08,1.9247410636423243e-08,1.718676291517646e-08,1.718676291517646e-08,1.5535511561156853e-08,1.558689015081291e-08,1.3966262890285412e-10,8.442016197641227e-10,4.2854413572714156e-10,7.844519462628485e-11,3.2114478474573766e-10,1.2062547046362551e-10,2.480439014598865e-10,1.5327140887049866e-10,1.9390874121853415e-11,3.4376995965940886e-12,4.724790541161347e-11
