Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113)
4.875225503808779e-10,0.1122453867791151,0.9,0.0,0.0,0.0,0.0,0.09999986895185144,3.3620652677286256e-08,3.2308029617358984e-08,2.3150170790359098e-08,2.3228894628329045e-08,1.9380261739722415e-08,2.0104467230774605e-08,2.0058146891877178e-08,2.0055234688464603e-08,1.790917480608905e-08,1.790917480608905e-08,1.6187392577518125e-08,1.624317884565639e-08,1.4546026236462472e-10,8.871063936658407e-10,4.513853122589323e-10,8.242506005929693e-11,3.50498523725981e-10,1.3272705923442426e-10,2.692763086110375e-10,1.663459798644104e-10,2.1055778470417943e-11,3.5864678544072584e-12,5.1425484627146214e-11
5.071880186539058e-10,0.11224538737838419,0.9,0.0,0.0,0.0,0.0,0.09999986366569298,3.4979247274039757e-08,3.359498214562519e-08,2.408231948378635e-08,2.4167494651746523e-08,2.0147749725328946e-08,2.0916219567802098e-08,2.0866109345239394e-08,2.0862961720816863e-08,1.8631586658813748e-08,1.8631586658813748e-08,1.6839183008109895e-08,1.689955812546864e-08,1.512546700149752e-10,9.300203716017824e-10,4.742523430011644e-10,8.640423835400082e-11,3.811595070380158e-10,1.454273817764076e-10,2.9137754750203364e-10,1.7995211323329979e-10,2.278928861860426e-11,3.73521975490427e-12,5.578001202830828e-11
5.268534869269337e-10,0.11224538797789749,0.9,0.0,0.0,0.0,0.0,0.0999998583795348,3.633802930475314e-08,3.4881225230267484e-08,2.5014338631169512e-08,2.5106217675803804e-08,2.0914499302933024e-08,2.172803274765018e-08,2.1673982978099414e-08,2.167059174341925e-08,1.9353998473350564e-08,1.9353998473350564e-08,1.7490882865515166e-08,1.7556027980292138e-08,1.570458834293803e-10,9.729369035099194e-10,4.971374232890809e-10,9.038210040036966e-11,4.131272688845218e-10,1.5872628610317046e-10,3.143473420508654e-10,1.9408951461650745e-10,2.4591409709755373e-11,3.88395530785327e-12,6.031146816484388e-11
5.465189551999616e-10,0.11224538857765481,0.9,0.0,0.0,0.0,0.0,0.0999998530933769,3.7696998746906264e-08,3.6166764497840054e-08,2.5946228250505408e-08,2.604506358266089e-08,2.168051781948411e-08,2.2539906747180536e-08,2.24817677217204e-08,2.2478124766210418e-08,2.0076410249699492e-08,2.0076410249699492e-08,1.8142492162315206e-08,1.8212588400161588e-08,1.6283392794493248e-10,1.0158507274047863e-09,5.200340557245317e-10,9.435815112089432e-11,4.4640126141817625e-10,1.7262353558077263e-10,3.3818541833782426e-10,2.0875789226580269e-10,2.6462146885258504e-11,4.032674522722858e-12,6.501983357160083e-11
5.661844234729895e-10,0.11224538917765603,0.9,0.0,0.0,0.0,0.0,0.09999984780721928,3.9056155577981265e-08,3.7451604477042864e-08,2.6877988359788332e-08,2.69840322555655e-08,2.2445811492183642e-08,2.33518415432593e-08,2.3289463508099933e-08,2.3285560799128472e-08,2.079882198786054e-08,2.079882198786054e-08,1.8794010911089532e-08,1.8869239375104033e-08,1.686188239548932e-10,1.0587576812907016e-09,5.42936832151314e-10,9.833200150429506e-11,4.80980872257569e-10,1.8711882692742472e-10,3.628915042347291e-10,2.2395695653428213e-10,2.8401505284545416e-11,4.181377376673953e-12,6.990508879586195e-11
5.858498917460174e-10,0.11224538977790119,0.9,0.0,0.0,0.0,0.0,0.09999984252106196,4.0415499775462586e-08,3.8735748834084655e-08,2.7809618977010106e-08,2.7923123578684824e-08,2.321038560139608e-08,2.4163837112757054e-08,2.4097070269824936e-08,2.4092899852110946e-08,2.1521233687833713e-08,2.1521233687833713e-08,1.9445439124415912e-08,1.952598089513892e-08,1.7440058796857382e-10,1.1016544672982787e-09,5.658412490954081e-10,1.0230334571778441e-10,5.168654387506291e-10,2.0221180491815086e-10,3.8846532909599647e-10,2.3968641945790383e-10,3.0409490045092805e-11,4.330063841577151e-12,7.496721437457426e-11
6.055153600190453e-10,0.11224539037838999,0.9,0.0,0.0,0.0,0.0,0.09999983723490491,4.1775031316836984e-08,4.0019200554378114e-08,2.874112012016004e-08,2.886233743696718e-08,2.397424464922861e-08,2.4975893432548843e-08,2.49045879399591e-08,2.4900141935094833e-08,2.224364534961901e-08,2.224364534961901e-08,2.009677681487036e-08,2.0182812950278173e-08,1.8017923342954133e-10,1.1445384696026442e-09,5.887435556931641e-10,1.0627194340383334e-10,5.540542589646924e-10,2.179020737185032e-10,4.149066235116489e-10,2.5594599443242255e-10,3.2486106302422735e-11,4.478733908414192e-12,8.020619081376657e-11
6.251808282920732e-10,0.1122453909791225,0.9,0.0,0.0,0.0,0.0,0.09999983194874813,4.313475017959354e-08,4.130196208060941e-08,2.9672491807224937e-08,2.980167371602892e-08,2.4737392489005614e-08,2.5788010479514158e-08,2.5712016451961985e-08,2.5707287058016554e-08,2.2966056973216425e-08,2.2966056973216425e-08,2.0748023995027168e-08,2.0839735530526217e-08,1.8595477133736976e-10,1.1874076160603289e-09,6.116406292165653e-10,1.102376062024162e-10,5.925466000425159e-10,2.3418920547567897e-10,4.42215119111721e-10,2.7273539596787456e-10,3.463135919010287e-11,4.62738757511423e-12,8.562199859896226e-11
6.448462965651011e-10,0.11224539158009847,0.9,0.0,0.0,0.0,0.0,0.09999982666259163,4.449465634122362e-08,4.258403542241112e-08,3.0603734056189104e-08,3.074113230206037e-08,2.5499832432965308e-08,2.6600188230536954e-08,2.6519355739625948e-08,2.651433523081196e-08,2.368846855862597e-08,2.368846855862597e-08,2.139918067745885e-08,2.1496748625880056e-08,1.917272107415165e-10,1.230260268303036e-09,6.345298713689258e-10,1.1420018705787263e-10,6.323417048167814e-10,2.5107274711333244e-10,4.703905484066086e-10,2.9005433949354166e-10,3.684525383974706e-11,4.776024829284062e-12,9.121461820990731e-11
6.64511764838129e-10,0.11224539218131788,0.9,0.0,0.0,0.0,0.0,0.09999982137643541,4.585474977922089e-08,4.38654222465813e-08,3.1534846885034374e-08,3.168071308174643e-08,2.626156734312814e-08,2.7412426662505636e-08,2.73266057370214e-08,2.7321286463416373e-08,2.4410880105847643e-08,2.4410880105847643e-08,2.205024687473619e-08,2.215385222632926e-08,1.9749655914759482e-10,1.273095131326903e-09,6.574091207036651e-10,1.181595714503274e-10,6.734387972070073e-10,2.685522258924695e-10,4.99432644653717e-10,3.0790254119749633e-10,3.912779538101548e-11,4.924645652446584e-12,9.698403011704138e-11
7.038427013841849e-10,0.11224539338448629,0.9,0.0,0.0,0.0,0.0,0.09999981080412382,4.8575498394303257e-08,4.642614167779913e-08,3.339668435428297e-08,3.356024077093489e-08,2.7782931670475215e-08,2.9037085476856482e-08,2.894083759844068e-08,2.893489814779058e-08,2.5855703085727382e-08,2.5855703085727382e-08,2.3352107864102257e-08,2.3468330902435193e-08,2.0902600699238038e-10,1.3587076429577143e-09,7.031307820057715e-10,1.2606841836677084e-10,7.595357686174976e-10,3.052970290040967e-10,5.601157741805619e-10,3.451855870056455e-10,4.389883964730054e-11,5.2218379576016076e-12,1.0905315260775542e-10
7.392405442756351e-10,0.11224539446816907,0.9,0.0,0.0,0.0,0.0,0.09999980128904434,5.102481240731702e-08,4.87284532231403e-08,3.507189564014247e-08,3.525223246473529e-08,2.914977026347642e-08,3.04994857068427e-08,3.039334024391111e-08,3.038681722793361e-08,2.7156043637016652e-08,2.7156043637016652e-08,2.45234734213782e-08,2.4651671137781383e-08,2.193919926384667e-10,1.4356898526639128e-09,7.442310246620623e-10,1.331747483567303e-10,8.414678008020538e-10,3.404004490317509e-10,6.176919276047171e-10,3.805475555426894e-10,4.8427603277079003e-11,5.489254723341416e-12,1.2051979622761332e-10
7.759121857445487e-10,0.1122453955916781,0.9,0.0,0.0,0.0,0.0,0.09999979143156375,5.356290503337169e-08,5.111128559025779e-08,3.6806947814328535e-08,3.700552650854784e-08,3.0563418344560504e-08,3.201471767198346e-08,3.1897805312203824e-08,3.189065283193653e-08,2.8503177077086113e-08,2.8503177077086113e-08,2.5736681827052262e-08,2.5877903201575482e-08,2.301205172619126e-10,1.515370140760872e-09,7.867546475550415e-10,1.4052492498176867e-10,9.307837380278072e-10,3.7879504593158717e-10,6.802969905801603e-10,4.1898584851823e-10,5.335398526475103e-11,5.766238204362779e-12,1.3300284357799e-10
8.125838272134622e-10,0.11224539671603062,0.9,0.0,0.0,0.0,0.0,0.09999978157408412,5.610164836906646e-08,5.349175273947871e-08,3.8541550362141384e-08,3.875924287041345e-08,3.197465652139e-08,3.3530160112579236e-08,3.3401958372662664e-08,3.3394151568296275e-08,2.985031038436189e-08,2.985031038436189e-08,2.6949575872670292e-08,2.7104449753293406e-08,2.408383926658159e-10,1.5949751384849073e-09,8.292173159896063e-10,1.4786287795214924e-10,1.0246083354158886e-09,4.192500862456449e-10,7.459096462712653e-10,4.592580383311795e-10,5.851919727024034e-11,6.0431642772609895e-12,1.4610021083906396e-10
8.492554686823757e-10,0.11224539784122596,0.9,0.0,0.0,0.0,0.0,0.09999977171660547,5.864104226857958e-08,5.5869858239604886e-08,4.027570340005344e-08,4.0513380830675724e-08,3.338349208458272e-08,3.504581287899588e-08,3.490579900585467e-08,3.4897313501409156e-08,3.1197443558844e-08,3.1197443558844e-08,2.8162155639656207e-08,2.8331310727638336e-08,2.5154563491936294e-10,1.6745036928897458e-09,8.716159782198442e-10,1.551885338009534e-10,1.1229362001008367e-09,4.6176212422455263e-10,8.145281869358652e-10,5.013623052886076e-10,6.392327245447363e-11,6.32003286164328e-12,1.5981177058767643e-10
8.859271101512893e-10,0.11224539896726327,0.9,0.0,0.0,0.0,0.0,0.09999976185912779,6.118108658611722e-08,5.824560525586261e-08,4.2009407044506966e-08,4.226793967168071e-08,3.4789931420520006e-08,3.6561675821652954e-08,3.6409326793450685e-08,3.640013869566465e-08,3.254457660053245e-08,3.254457660053245e-08,2.9374421209412823e-08,2.955848605922585e-08,2.622422582743695e-10,1.7539550530617587e-09,9.139484641357769e-10,1.6250185284205685e-10,1.225761928373809e-09,5.063277009361764e-10,8.861509076481152e-10,5.452968322119176e-10,6.956624395479832e-11,6.59684388176075e-12,1.7413739522571524e-10
9.225987516202028e-10,0.11224540009414168,0.9,0.0,0.0,0.0,0.0,0.09999975200165108,6.372178117591337e-08,6.06189967015162e-08,4.374266141191408e-08,4.402291867753738e-08,3.6193980282559696e-08,3.807774879102382e-08,3.791254131813404e-08,3.7902627215445466e-08,3.389170950942726e-08,3.389170950942726e-08,3.0586372663321863e-08,3.0785975682584165e-08,2.7292827584802466e-10,1.8333287181862977e-09,9.562132198907816e-10,1.698028153823274e-10,1.333080113602342e-09,5.529433524526903e-10,9.607761059679157e-10,5.910598041655335e-10,7.544814488499136e-11,6.87359726231051e-12,1.8907695698411793e-10
9.592703930891164e-10,0.11224540122186047,0.9,0.0,0.0,0.0,0.0,0.09999974214417534,6.626312589222998e-08,6.299003529599257e-08,4.5475466618656677e-08,4.57783171339849e-08,3.75956439401915e-08,3.9594031637635494e-08,3.9415442163564995e-08,3.940477912512751e-08,3.523884228552844e-08,3.523884228552844e-08,3.179801008274401e-08,3.201377953215432e-08,2.8360369988463464e-10,1.9126243793017417e-09,9.984091610783938e-10,1.7709141689066155e-10,1.4448853487587635e-09,6.01605612481983e-10,1.0384020817730042e-09,6.386494083518331e-10,8.156900833526714e-11,7.150292926435149e-12,2.046303279249471e-10
9.9594203455803e-10,0.11224540235041887,0.9,0.0,0.0,0.0,0.0,0.09999973228670057,6.880512058935679e-08,6.535872360823237e-08,4.720782278108656e-08,4.7534134328297216e-08,3.899492728568861e-08,4.111052421206872e-08,4.091802891435349e-08,4.0906594489079914e-08,3.6585974928836014e-08,3.6585974928836014e-08,3.300933354901883e-08,3.32418975422904e-08,2.942685419508415e-10,1.9918418758582435e-09,1.0405355677918287e-09,1.8436766441609568e-10,1.561172228306987e-09,6.523110143338084e-10,1.1190271371373422e-09,6.880638340324896e-10,8.792886737228551e-11,7.426930796950446e-12,2.2079737994068897e-10
9.999999999999999e-10,0.11224540347981603,0.9,0.0,0.0,0.0,0.0,0.09999973119590432,6.90864494506879e-08,6.562069068978058e-08,4.739949213157995e-08,4.7728453090983684e-08,3.9149621392826774e-08,4.127834726549811e-08,4.1084280993433085e-08,4.1072759850055206e-08,3.673504426945101e-08,3.673504426945101e-08,3.314335540358475e-08,3.337781641861709e-08,2.9544802915343644e-10,2.0006030214150013e-09,1.0451928447794113e-09,1.8517207186849165e-10,1.574315326201461e-09,6.580473133685672e-10,1.128133068085553e-09,6.936439334382396e-10,8.864731674886703e-11,7.457539095729826e-12,2.226240793946541e-10
1.0326136760269436e-09,0.11224540347981603,0.9,0.0,0.0,0.0,0.0,0.09999972242922678,7.134776512161142e-08,6.772506411482589e-08,4.893973001552537e-08,4.92903695491729e-08,4.039183495728244e-08,4.262722636495796e-08,4.242030115602293e-08,4.240807337166496e-08,3.793310743934998e-08,3.793310743934998e-08,3.422034314346483e-08,3.4470329647259677e-08,3.0492281319741907e-10,2.070981137460975e-09,1.0825919636914824e-09,1.9163157162798575e-10,1.6819353509244377e-09,7.050560937476772e-10,1.2026495761855819e-09,7.393012724230608e-10,9.452775503916133e-11,7.703510797519347e-12,2.375779847536998e-10
1.1059569589647707e-09,0.11224540574112345,0.9,0.0,0.0,0.0,0.0,0.0999997027142821,7.643500310891402e-08,7.24507113355214e-08,5.240219816556573e-08,5.2804091232208895e-08,4.3178540916756396e-08,4.5661258808910486e-08,4.542390045855192e-08,4.5410021950148374e-08,4.062737206199715e-08,4.062737206199715e-08,3.6641421042039154e-08,3.6928135878334194e-08,3.26199686565282e-10,2.22902494479306e-09,1.1664936870801762e-09,2.0612243752672707e-10,1.9368687496726935e-09,8.166514492212815e-10,1.3788798316535644e-09,8.472379616361483e-10,1.0844274831726723e-10,8.256496884252426e-12,2.7297933881526367e-10
1.1719659136088151e-09,0.11224540777916073,0.9,0.0,0.0,0.0,0.0,0.09999968497083521,8.101573827270846e-08,7.669578836144156e-08,5.551688533319457e-08,5.5967863289109545e-08,4.567849508297647e-08,4.839260326945048e-08,4.812606006963491e-08,4.8110625550050725e-08,4.305220976822561e-08,4.305220976822561e-08,3.88193185244577e-08,3.9141235029430535e-08,3.4531282855373975e-10,2.3709968770612605e-09,1.2417637722813363e-09,2.191221960877702e-10,2.1815635087871603e-09,9.240283133783796e-10,1.5477211400158951e-09,9.505975777122219e-10,1.2178405118844067e-10,8.753985686057594e-12,3.0693761769655896e-10
1.2313739727884552e-09,0.11224540961570745,0.9,0.0,0.0,0.0,0.0,0.09999966900173572,8.51401981815384e-08,8.050988497757264e-08,5.8318861689981345e-08,5.881640686747292e-08,4.792192881530099e-08,5.0851391898939304e-08,5.0557127057487343e-08,5.054023751414509e-08,4.5234563335966557e-08,4.5234563335966557e-08,4.07785578378643e-08,4.1133893504512145e-08,3.6248551346298477e-10,2.4985552126175713e-09,1.3093111638408997e-09,2.3078804505025333e-10,2.4141182147169197e-09,1.0262725111222908e-09,1.7079594741300628e-09,1.0486476617612156e-09,1.344538138667006e-10,9.201564300456114e-12,3.39198041833413e-10
1.2907820319680952e-09,0.11224541145444207,0.9,0.0,0.0,0.0,0.0,0.09999965303263877,8.926636106487809e-08,8.431785977319234e-08,6.111966183811752e-08,6.166603561175057e-08,5.015919882557178e-08,5.331072803289221e-08,5.2987361719169574e-08,5.296896750052944e-08,4.741691655520421e-08,4.741691655520421e-08,4.273697479482694e-08,4.312737517714466e-08,3.796306353329483e-10,2.6259088631098016e-09,1.3766734342824345e-09,2.4242184175631046e-10,2.6583297987036423e-09,1.1338115961829431e-09,1.8760356872392236e-09,1.1514517004888302e-09,1.4775143853432789e-10,9.648989764383823e-12,3.730665020318686e-10
1.3501900911477353e-09,0.11224541329536131,0.9,0.0,0.0,0.0,0.0,0.09999963706354438,9.339422630427023e-08,8.811972258223176e-08,6.391928627115843e-08,6.451674653934507e-08,5.239032219939002e-08,5.5770611038039325e-08,5.541676232098517e-08,5.5396815782618256e-08,4.959926942593859e-08,4.959926942593859e-08,4.469456974038196e-08,4.5121679765038125e-08,3.967482384401769e-10,2.753058147820663e-09,1.4438509388958413e-09,2.540236763598101e-10,2.9141755311051217e-09,1.2466310201094907e-09,2.0519426299215297e-09,1.2590020636013169e-09,1.6167706490245926e-10,1.0096261758907979e-11,4.0854244739431383e-10
1.4095981503273753e-09,0.11224541513846165,0.9,0.0,0.0,0.0,0.0,0.09999962109445251,9.752379328144934e-08,9.191548323237486e-08,6.671773548245232e-08,6.736853667588145e-08,5.461531594186624e-08,5.8231040281479563e-08,5.7845327135082897e-08,5.782378263377904e-08,5.178162194816977e-08,5.178162194816977e-08,4.665134301942095e-08,4.7116806985316187e-08,4.138383670330974e-10,2.880003375965475e-09,1.5108440660006199e-09,2.65593636836004e-10,3.1816327347789147e-09,1.3647162758681402e-09,2.2356731648875704e-09,1.3712911330332655e-09,1.762308325205901e-10,1.0543379966013315e-11,4.456253258775092e-10
1.4690062095070154e-09,0.11224541698373992,0.9,0.0,0.0,0.0,0.0,0.09999960512536321,1.0165506137834147e-07,9.57051515339699e-08,6.951500996514037e-08,7.022140305518393e-08,5.6834196978827635e-08,6.069201513068036e-08,6.027305443945107e-08,6.024986832733235e-08,5.396397412189782e-08,5.396397412189782e-08,4.8607294976690736e-08,4.911275655451813e-08,4.3090106528208195e-10,3.0067448578307127e-09,1.5776532354153634e-09,2.771318104150323e-10,3.4606787839999113e-09,1.4880528967554384e-09,2.4272201669587025e-09,1.4883113029476647e-09,1.9141288077666882e-10,1.0990344068187696e-11,4.843145842968075e-10
1.5878223278662953e-09,0.11224542068081668,0.9,0.0,0.0,0.0,0.0,0.09999957318719226,1.0992269845992785e-07,1.032662502034546e-07,7.510603671622942e-08,7.593035271821352e-08,6.125368822795114e-08,6.561559911807492e-08,6.51259896600753e-08,6.509939733466349e-08,5.83286774238447e-08,5.83286774238447e-08,5.251673630418719e-08,5.310712160294476e-08,4.649443468468381e-10,3.259617872299964e-09,1.710721552359672e-09,3.0011314735960493e-10,4.053447168830876e-09,1.7504225643678921e-09,2.833735132078192e-09,1.7365145819373672e-09,2.2366237594748004e-10,1.1883808694066118e-11,5.66510022525616e-10
1.7066384462255752e-09,0.11224542438656512,0.9,0.0,0.0,0.0,0.0,0.0999995412490315,1.1819713260827152e-07,1.1080309663699466e-07,8.069237046541826e-08,8.164357196205764e-08,6.564892988214592e-08,7.054135794732715e-08,6.997555432313374e-08,6.994540499023496e-08,6.269337933177966e-08,6.269337933177966e-08,5.64228964779544e-08,5.710477263102002e-08,4.988784345321284e-10,3.5116797858926112e-09,1.843059764796309e-09,3.2296838440406715e-10,4.692300693400615e-09,2.0336250816325925e-09,3.271430764991079e-09,2.0035512978571077e-09,2.5842666229112183e-10,1.2776653119662953e-11,6.55124313910913e-10
1.8254545645848551e-09,0.11224542810095865,0.9,0.0,0.0,0.0,0.0,0.09999950931088095,1.2647835888567978e-07,1.1831576860237036e-07,8.627401515039279e-08,8.736103734980441e-08,7.002005499091457e-08,7.546928657142701e-08,7.482173486156297e-08,7.478789347891646e-08,6.705807984570318e-08,6.705807984570318e-08,6.0325778250764e-08,6.11057073502186e-08,5.327036784815603e-10,3.76293321319478e-09,1.9746718764776733e-09,3.4569821530817985e-10,5.3770601731061564e-09,2.3375461384199173e-09,3.740250497169441e-09,2.2893610424347322e-09,2.957068491049216e-10,1.366887484574209e-11,7.501529922515072e-10
1.9442706829441352e-09,0.11224543182397094,0.9,0.0,0.0,0.0,0.0,0.09999947737274059,1.347663723575243e-07,1.2580434362741743e-07,9.185097470553484e-08,9.30827255731304e-08,7.436719587639263e-08,8.039937994924426e-08,7.9664517800526e-08,7.962686498482317e-08,7.142277896561569e-08,7.142277896561569e-08,6.422538437307812e-08,6.510992346285316e-08,5.664204277584161e-10,4.013380750915634e-09,2.1055618669692315e-09,3.6830332878032736e-10,6.107547227182235e-09,2.6620720526169595e-09,4.240137950791818e-09,2.593883601121959e-09,3.3550404311043804e-10,1.4560471389666152e-11,8.515915734433162e-10
2.0630868013034153e-09,0.11224543555557577,0.9,0.0,0.0,0.0,0.0,0.09999944543461046,1.4306116809223963e-07,1.3326889900096996e-07,9.742325306192522e-08,9.880861345156316e-08,7.869048415479913e-08,8.533163304552257e-08,8.450388975700972e-08,8.446232169131476e-08,7.57874766915176e-08,7.57874766915176e-08,6.812171759305136e-08,6.911741866213818e-08,6.000290303498985e-10,4.263024977790554e-09,2.2357336743936936e-09,3.9078440887087067e-10,6.883584274339366e-09,3.0070897662775324e-09,4.771036937852426e-09,2.9170589524579837e-09,3.778193484565326e-10,1.545144028562408e-11,9.59435555603848e-10
2.300719038021975e-09,0.11224544304445858,0.9,0.0,0.0,0.0,0.0,0.09999938155838077,1.596710866393282e-07,1.4812625869193483e-07,1.085537818862909e-07,1.1027289608560117e-07,8.726602568361081e-08,9.520259828175994e-08,9.417234764648139e-08,9.412269943570732e-08,8.451686796129151e-08,8.451686796129151e-08,7.590457630707186e-08,7.714223704852836e-08,6.66923181766021e-10,4.759913792868682e-09,2.493938457888341e-09,4.3537718739455245e-10,8.571601985655986e-09,3.7581514504827e-09,5.925645702667025e-09,3.6191289077850345e-09,4.700086969266851e-10,1.7231485354922595e-11,1.1943216273882513e-09
2.538351274740535e-09,0.11224545056739939,0.9,0.0,0.0,0.0,0.0,0.09999931768219192,1.763080751356441e-07,1.6288846100778392e-07,1.1966563300621926e-07,1.2175370233907597e-07,9.574771798211878e-08,1.0508214211534687e-07,1.0382700328762881e-07,1.037690441638297e-07,9.324625365502848e-08,9.324625365502848e-08,8.367437633198607e-08,8.518014387549586e-08,7.33388894213757e-10,5.2536201587206425e-09,2.7493174562207198e-09,4.794819496110245e-10,1.043970848785935e-08,4.58983907090602e-09,7.203631052278069e-09,4.3950945753804904e-09,5.722836763663467e-10,1.9008990663612376e-11,1.4547748415728393e-09
2.7759835114590948e-09,0.1122454581241923,0.9,0.0,0.0,0.0,0.0,0.09999925380604384,1.9297209423882908e-07,1.775561153300196e-07,1.3075883775179394e-07,1.3325085130188267e-07,1.0413658801516363e-07,1.1497022447511533e-07,1.1346775288318841e-07,1.1340137331527634e-07,1.0197563377273207e-07,1.0197563377273207e-07,9.14311395701547e-08,9.32311203674097e-08,7.994289113877615e-10,5.74416446638791e-09,3.0019016265518118e-09,5.231040365475377e-10,1.2486511503192018e-08,5.501270274413118e-09,8.604550232405221e-09,5.244482673621576e-09,6.846530276494326e-10,2.0783937087874782e-11,1.7407585551573248e-09
3.0136157481776546e-09,0.112245465714633,0.9,0.0,0.0,0.0,0.0,0.09999918992993659,2.096631046554325e-07,1.9212982714268484e-07,1.4183342740054508e-07,1.4476416404365054e-07,1.1243365152584366e-07,1.248668053833295e-07,1.2309449406807108e-07,1.2301970431747156e-07,1.1070500831440585e-07,1.1070500831440585e-07,9.917488788720318e-08,1.0129514760894036e-07,8.65045959434674e-10,6.231566971233208e-09,3.251721570821493e-09,5.662487305133891e-10,1.471063116779359e-08,6.4915723638181296e-09,1.0127963445876331e-08,6.166822951818627e-09,8.071254507726231e-10,2.2556305767624132e-11,2.0522358521568324e-09
3.2512479848962144e-09,0.11224547333851881,0.9,0.0,0.0,0.0,0.0,0.09999912605387015,2.2638106714087664e-07,2.0661019806183475e-07,1.528894331775396e-07,1.562934635915328e-07,1.2063991317365547e-07,1.347718449554976e-07,1.3270712589682464e-07,1.3262405458564138e-07,1.194343772800534e-07,1.194343772800534e-07,1.0690564311208471e-07,1.093722065470401e-07,9.30242747085815e-10,6.7158477899194425e-09,3.4988075275895243e-09,6.089212554447623e-10,1.7110699907561277e-08,7.559882189767609e-09,1.1773433825614185e-08,7.16164817032392e-09,9.397096049529893e-10,2.432607810428101e-11,2.3891695474697453e-09
3.4888802216147742e-09,0.11224548099564909,0.9,0.0,0.0,0.0,0.0,0.0999990621778445,2.4312594249942225e-07,2.2099782585036407e-07,1.6392688625546868e-07,1.6783857490896208e-07,1.2875636662505144e-07,1.4468530340019005e-07,1.423055488315794e-07,1.422144415227867e-07,1.2816374066967822e-07,1.2816374066967822e-07,1.1462342703714126e-07,1.1746227799284511e-07,9.95021965723937e-10,7.197026911088247e-09,3.743189405501624e-09,6.511267781807572e-10,1.968536231867618e-08,8.70534604668534e-09,1.3540527408768818e-08,8.22849408139677e-09,1.0824141087225042e-09,2.6093235758544626e-11,2.7515221905940626e-09
3.7265124583333344e-09,0.11224548868582455,0.9,0.0,0.0,0.0,0.0,0.09999899830185968,2.598976915841378e-07,2.352933044374843e-07,1.749458177547267e-07,1.7939932487658364e-07,1.3678399465135952e-07,1.5460714101887484e-07,1.51889664731196e-07,1.5179088251965859e-07,1.3689309848328393e-07,1.3689309848328393e-07,1.2232826141815915e-07,1.255653426233858e-07,1.0593862894709185e-09,7.675124198847068e-09,3.984896796814809e-09,6.928704091945236e-10,2.2433275060585677e-08,9.927119579662703e-09,1.542881311347774e-08,9.366899411954761e-09,1.2352475400135594e-09,2.785776064837879e-11,3.1392560689682074e-09
4.201776931770454e-09,0.11224550416452282,0.9,0.0,0.0,0.0,0.0,0.09999887055001246,2.9352165458814894e-07,2.6361017074698676e-07,1.9692824023794098e-07,2.0256705772423785e-07,1.5257665192882532e-07,1.74475795447299e-07,1.7101458976020176e-07,1.7090199619414995e-07,1.543517973824522e-07,1.543517973824522e-07,1.3769916838887515e-07,1.41810373489466e-07,1.1868808633348449e-09,8.622152094492433e-09,4.460404875230708e-09,7.749921591698752e-10,2.8443537667948723e-08,1.2596264292333952e-08,1.9567250785870683e-08,1.185655797890971e-08,1.5713352945577658e-09,3.1378841077508215e-11,3.990715396705063e-09
4.677041405207574e-09,0.112245519773053,0.9,0.0,0.0,0.0,0.0,0.0999987427983285,3.272526439522284e-07,2.915654728012281e-07,2.1883694854792254e-07,2.2579531468807302e-07,1.6802553423218436e-07,1.943774925031476e-07,1.9008114331117977e-07,1.8995753448905678e-07,1.7181047397758671e-07,1.7181047397758671e-07,1.530185373418645e-07,1.5810714195460521e-07,1.3127475211665877e-09,9.557087860956452e-09,4.925562104448238e-09,8.553262817731776e-10,3.5130977582664814e-08,1.556074442844399e-08,2.418535478729013e-08,1.4626992418330855e-08,1.9480406838525866e-09,3.488917979270551e-11,4.943240735889962e-09
5.152305878644693e-09,0.11224553550988081,0.9,0.0,0.0,0.0,0.0,0.09999861504680779,3.6109034825435066e-07,3.191638267353005e-07,2.4067218977440834e-07,2.4908277764385835e-07,1.8313812437850645e-07,2.1431191792321277e-07,2.090885892825114e-07,2.0895763608657808e-07,1.8926912826871597e-07,1.8926912826871597e-07,1.6828654101387938e-07,1.7445548880444713e-07,1.437007046769351e-09,1.0480085873339409e-08,5.38059376562461e-09,9.339116871251493e-10,4.248527007355261e-08,1.881413110228054e-08,2.9279777504586735e-08,1.7674617634146302e-08,2.365430879773891e-09,3.8388641168289495e-11,5.996521337125773e-09
5.627570352081813e-09,0.11224555137349636,0.9,0.0,0.0,0.0,0.0,0.09999848729545034,3.950344568500432e-07,3.464097897457575e-07,2.6243421017889397e-07,2.72428157157217e-07,1.979217423050301e-07,2.342787589129592e-07,2.2803621277668617e-07,2.2790243947034358e-07,2.0672776025586854e-07,2.0672776025586854e-07,1.8350335156272306e-07,1.908552528583967e-07,1.5596799585799711e-09,1.1391298541096121e-08,5.825720247647304e-09,1.0107864388781955e-09,5.0496272265976166e-08,2.2350135356866947e-08,3.4847214991903735e-08,2.0995894300488883e-08,2.8235724137863942e-09,4.1877093484258204e-11,7.15024260862033e-09
