Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107)
1.1415417600562552e-12,0.11224537203444308,0.9,0.0,0.0,0.0,0.0,0.09999999969314782,7.858846664150387e-11,7.822151195843392e-11,5.429970375779669e-11,5.430010185564822e-11,4.702155592607424e-11,4.703096282198807e-11,4.702938085750455e-11,4.70294063289112e-11,4.1934643385572965e-11,4.193526077567991e-11,3.7968206156471214e-11,3.796852161666659e-11,3.478221792987964e-13,1.7534180514336266e-14,7.45562787711672e-15,1.61420831307123e-15,1.579349361052192e-15,5.1083470644706106e-18,1.542863817094108e-15,9.467448314869511e-16,1.1932264951062075e-16,3.539068337562294e-16,8.89964972390236e-18,2.4160649208114244e-18,9.15948099604808e-19,1.6127239283866823e-18,1.1992180342478876e-18,1.6106639720974508e-18,3.815516873924636e-24,2.12373555315354e-18,6.173875406932857e-16,6.808068455502514e-22,5.317155217090196e-17
1.5550819809569588e-12,0.11224537204692073,0.9,0.0,0.0,0.0,0.0,0.09999999958198615,1.0705844200598427e-10,1.0654816136734674e-10,7.397046132126357e-11,7.397118951596179e-11,6.405149675154479e-11,6.406866767815002e-11,6.406637307727641e-11,6.406641870828573e-11,5.7126082070098007e-11,5.712692388872312e-11,5.172267122952324e-11,5.1723248242331334e-11,4.753614775989447e-13,3.1986958146711957e-14,1.3606182349456637e-14,2.9449117271598097e-15,2.617327799633689e-15,1.2514283611883203e-17,2.819297055405906e-15,1.740468664790363e-15,2.1804558752144072e-16,6.403593045877196e-16,2.1654434781140533e-17,3.2987581936954093e-18,1.248996885836208e-18,2.201750034743358e-18,1.6374471252260976e-18,2.199683509356337e-18,7.002684577883496e-24,2.123739197019812e-18,8.418139277351535e-16,1.4754805823449047e-21,9.716237739720075e-17
1.968622201857662e-12,0.11224537205939847,0.9,0.0,0.0,0.0,0.0,0.09999999947082447,1.355285005248571e-10,1.3487011426118455e-10,9.364116138496354e-11,9.364232110873265e-11,8.107909913979715e-11,8.110639970755493e-11,8.110331685188781e-11,8.110338806925866e-11,7.23175207377269e-11,7.23185869853161e-11,6.547709610069543e-11,6.547801503929653e-11,6.028796267352096e-13,5.0828621497500007e-14,2.162858085798745e-14,4.679807159583948e-15,3.914554320037439e-15,2.4853600953422727e-17,4.4872650341916954e-15,2.7801782698755016e-15,3.4705489092637967e-16,1.0094819535815705e-15,4.273976265756749e-17,4.181454042603477e-18,1.5832247522285435e-18,2.7907774552350595e-18,2.075677494984235e-18,2.7887039843892866e-18,1.1174985862802869e-23,2.1237437508059134e-18,1.0662401050098972e-15,2.7108158576197363e-21,1.5464771460450518e-16
2.795702643659069e-12,0.11224537208435409,0.9,0.0,0.0,0.0,0.0,0.0999999992485011,1.9246886698964128e-10,1.915000424386327e-10,1.3298238903816941e-10,1.3298471603513524e-10,1.1512733012845001e-10,1.1518194527352257e-10,1.1517706085454453e-10,1.151771977546124e-10,1.027003980223034e-10,1.0270191312966351e-10,9.298582525495402e-11,9.298766912960935e-11,8.578529820159132e-13,1.0156658398782059e-13,4.325102462475173e-14,9.352046636291737e-15,7.303263036481605e-15,7.088611596625805e-17,8.997526389350381e-15,5.59724192977241e-15,6.959200752699569e-16,1.983588287709151e-15,1.2017491127917318e-16,5.9468534672725845e-18,2.2570192236193953e-18,3.968836236733238e-18,2.9521420703297248e-18,3.9667477479391965e-18,2.247458196321671e-23,2.123755652858302e-18,1.5150923355377478e-15,7.00854040759133e-21,3.100937144525703e-16
3.622783085460476e-12,0.11224537210931004,0.9,0.0,0.0,0.0,0.0,0.09999999902617773,2.4940956602269043e-10,2.4811144649875615e-10,1.72323386726679e-10,1.7232728657699326e-10,1.4916630435271695e-10,1.492575995145473e-10,1.4925061519548346e-10,1.4925083539167028e-10,1.330832752393048e-10,1.330852392094261e-10,1.2049439362572443e-10,1.20497483881169e-10,1.112742920850537e-12,1.6959781033253727e-13,7.227224018772152e-14,1.5617343512651107e-14,1.1767574124250961e-14,1.5211064011602645e-16,1.5073438170956825e-14,9.397617022085937e-15,1.1659142871930914e-15,3.2602791717639142e-15,2.547209509146013e-16,7.712263194373353e-18,2.9398302394150927e-18,5.146900271074498e-18,3.828611760097163e-18,5.144795262790553e-18,3.771417779071815e-23,2.1237713393919197e-18,1.963944933941426e-15,1.427563490776822e-20,5.195042081968527e-16
4.449863527261883e-12,0.11224537213426633,0.9,0.0,0.0,0.0,0.0,0.09999999880385436,3.063505976184958e-10,3.0470448808791927e-10,2.1166415445447632e-10,2.1167003267626226e-10,1.831960816069977e-10,1.8333336242769458e-10,1.833239822869505e-10,1.8332430098315854e-10,1.6346615238873193e-10,1.6346856522538335e-10,1.4800280121579207e-10,1.4800745929124135e-10,1.367550171164051e-12,2.547603524101745e-13,1.086375110852677e-13,2.3461055633139518e-14,1.7330836308677487e-14,2.7815382482761214e-16,2.2714814611018616e-14,1.4180984655050106e-14,1.7570364791073667e-15,4.822993308501399e-15,4.604223942130369e-16,9.477683223734615e-18,3.6344260160801015e-18,6.324969556520049e-18,4.705086564199528e-18,6.322846528843875e-18,5.689373924110805e-23,2.1237908925891124e-18,2.412798678923732e-15,2.5290858721453506e-20,7.828748081547898e-16
5.2769439690632894e-12,0.11224537215922287,0.9,0.0,0.0,0.0,0.0,0.099999998581531,3.6329196177410155e-10,3.6127933166081606e-10,2.510046922237852e-10,2.51012954275111e-10,2.1721672281243253e-10,2.1740923401083282e-10,2.1739716447304752e-10,2.1739759453047963e-10,1.9384902947058502e-10,1.9385189117835138e-10,1.7551104802671156e-10,1.755175953583335e-10,1.6222754735233708e-12,3.5688943862693633e-13,1.5229107413170493e-13,3.2868282514555165e-14,2.401621599798371e-14,4.5882009965448e-16,3.1921478844738394e-14,1.9947027806999075e-14,2.469286559339263e-15,6.655598733410287e-15,7.509619520582819e-16,1.1243113555264842e-17,4.34370115518386e-18,7.503044091338415e-18,5.58156648258911e-18,7.500901546024036e-18,8.001326330358884e-23,2.1238143939788566e-18,2.86165438635126e-15,4.087015907526092e-20,1.100201445411472e-15
6.9311048526661035e-12,0.11224537220913687,0.9,0.0,0.0,0.0,0.0,0.09999999813688429,4.771756877578353e-10,4.74375024510166e-10,3.296850778923586e-10,3.296993237619126e-10,2.8523081982784783e-10,2.855613031805239e-10,2.85542982088056e-10,2.855436654957094e-10,2.5461478343156927e-10,2.546185428984241e-10,2.3052705931489623e-10,2.3053834946006926e-10,2.1314829351694265e-12,6.114463216250334e-13,2.612591323741063e-13,5.631892036272635e-14,4.083456183113821e-14,1.0197993561181808e-15,5.503004275298836e-14,3.442599483087517e-14,4.25717152251718e-15,1.1075526151004715e-14,1.6331718366297978e-15,1.4774005124618632e-17,5.81726976574977e-18,9.859208902815761e-18,7.334541662117937e-18,9.857022833537587e-18,1.3807223615761425e-22,2.123873527236899e-18,3.759374792782955e-15,8.882556983309992e-20,1.896708441640707e-15
8.585265736268917e-12,0.11224537225905211,0.9,0.0,0.0,0.0,0.0,0.09999999769223757,5.910607439588917e-10,5.873998141459572e-10,4.0836454374420924e-10,4.083863945859839e-10,3.532090747841886e-10,3.537138070093944e-10,3.536880846000576e-10,3.5368904829410413e-10,3.1538053712225796e-10,3.1538519437644296e-10,2.855424274985346e-10,2.855597461787803e-10,2.6403711108305413e-12,9.319768483956766e-13,3.9873746472390827e-13,8.585239775649163e-14,6.239416020952872e-14,1.911955236916814e-15,8.439777811383909e-14,5.283205380879073e-14,6.5295715939944286e-15,1.640554364294195e-14,2.998487458161726e-15,1.8304937901968735e-17,7.384547569882775e-18,1.2215394691987677e-17,9.087537298441325e-18,1.2213159124840279e-17,2.118911747484317e-22,2.12394934293401e-18,4.657112951197114e-15,1.649405727563233e-19,2.9089940502807576e-15
1e-11,0.1122453723089686,0.9,0.0,0.0,0.0,0.0,0.09999999731194992,6.884629001953279e-10,6.840099198622362e-10,4.756550535069329e-10,4.756846943612527e-10,4.113199583757677e-10,4.1200212327148356e-10,4.119691704275654e-10,4.1197038344661616e-10,3.673509314805742e-10,3.673563566025061e-10,3.325942488815823e-10,3.326177435454036e-10,3.0753529974240294e-12,1.2574455974134035e-12,5.385918415495099e-13,1.1584574703382855e-13,8.472217780805863e-14,2.9977918509276774e-15,1.1447950162154544e-13,7.168766377113623e-14,8.857457964266852e-15,2.1604356623122784e-14,4.618811101709425e-15,2.132482896047905e-17,8.818955671490529e-18,1.4230557977025265e-17,1.0586817000683364e-17,1.4228275347169726e-17,2.875288403792344e-22,2.1240278687431903e-18,5.424930321508877e-15,2.579600012278432e-19,3.945925320282848e-15
1.023942661987173e-11,0.1122453723089686,0.9,0.0,0.0,0.0,0.0,0.09999999724759084,7.049471303625367e-10,7.003550336125693e-10,4.870430897910393e-10,4.870741662788513e-10,4.2115198514378373e-10,4.21866745482815e-10,4.2183248759307183e-10,4.218337429322182e-10,3.761462905426512e-10,3.761518456197981e-10,3.405571525858075e-10,3.4058178550712155e-10,3.148946003437377e-12,1.317145377379995e-12,5.642704514233598e-13,1.213478188966792e-13,8.886382605906005e-14,3.214842051955686e-15,1.2002328751811299e-13,7.516265628160861e-14,9.286489701139259e-15,2.2537374771785188e-14,4.938751287627852e-15,2.183591188685805e-17,9.071539557259466e-18,1.457160144482561e-17,1.0840553391324674e-17,1.4569310419423264e-17,3.0147017406475894e-22,2.1240424351975072e-18,5.554876251613908e-15,2.766060152403641e-19,4.137025663454005e-15
1.3547748387077358e-11,0.11224537240880543,0.9,0.0,0.0,0.0,0.0,0.09999999635829741,9.327238937256502e-10,9.260617301251709e-10,6.443974225114435e-10,6.444518105074913e-10,5.569336419849908e-10,5.581739263081499e-10,5.581192409336867e-10,5.581210677503184e-10,4.976777965725509e-10,4.976851474332791e-10,4.505846735004815e-10,4.506277919678406e-10,4.165178311668233e-12,2.276418694210072e-12,9.777867001379575e-13,2.0977345113553682e-13,1.5709470211804004e-13,7.349514692448172e-15,2.1004240485953664e-13,1.3158798007559596e-13,1.625389337408032e-14,3.688310614223618e-14,1.08184089924188e-14,2.889798347763955e-17,1.2911949181248865e-17,1.9284077788685844e-17,1.4346646945978485e-17,1.9281658016530802e-17,5.279087882401397e-22,2.124282425059197e-18,7.3505090385707e-15,6.373520193811805e-19,7.240200937578821e-15
1.6525237977562423e-11,0.11224537249866302,0.9,0.0,0.0,0.0,0.0,0.09999999555793333,1.1377275299116e-09,1.1289721964979443e-09,7.860131763338215e-10,7.860940828866691e-10,6.790209143978904e-10,6.808518753961125e-10,6.807750393179657e-10,6.807773066372206e-10,6.070561510750498e-10,6.070651183402114e-10,5.496072430090467e-10,5.496713954435817e-10,5.078771663029098e-12,3.3484331283042153e-12,1.4416275227868463e-12,3.0862325389760246e-13,2.3668373088793964e-13,1.3214189680513248e-14,3.12448163703844e-13,1.9576900963940734e-13,2.4181640380407035e-14,5.1741738242155526e-14,1.8750510948744468e-14,3.5253988834973357e-17,1.704718471390138e-17,2.3525378062192646e-17,1.7502201104564546e-17,2.3522822160336427e-17,7.856039878399201e-22,2.124562389618522e-18,8.966741877272154e-15,1.1609601020695838e-18,1.0770594334948314e-14
1.9502727568047488e-11,0.11224537258852493,0.9,0.0,0.0,0.0,0.0,0.09999999475756925,1.3427354757461217e-09,1.3316760564384944e-09,9.27625950154388e-10,9.277386193667072e-10,8.010007754426945e-10,8.035312325169799e-10,8.034287295594148e-10,8.03431315976262e-10,7.164345047017909e-10,7.1644508860879e-10,6.48627729001749e-10,6.487170808764771e-10,5.991434641136491e-12,4.6110373129509845e-12,1.9898520773101483e-12,4.250820259535938e-13,3.3421956055326235e-13,2.1532786027601834e-14,4.3510923529690043e-13,2.7262949063462035e-13,3.367927481103936e-14,6.807626825872938e-14,2.9497089072489957e-14,4.161012769827878e-17,2.1993655213991767e-17,2.776674605691e-17,2.0657821539275522e-17,2.776403490732308e-17,1.0943633740642702e-21,2.124905503463578e-18,1.0583178124519059e-14,1.9217153843761827e-18,1.4999516994235195e-14
2.2480217158532553e-11,0.11224537267839114,0.9,0.0,0.0,0.0,0.0,0.0999999939572052,1.547747731151001e-09,1.5341799026670747e-09,1.0692357440357135e-09,1.0693854175531473e-09,9.228757474804096e-10,9.262119975901798e-10,9.260803507375602e-10,9.260830958019177e-10,8.258128574527745e-10,8.258250582877631e-10,7.476461315223282e-10,7.477648482311032e-10,6.9031969341720256e-12,6.057625823976188e-12,2.6201461032635725e-12,5.585500368636661e-13,4.503253592930422e-13,3.2699510029631296e-14,5.780185660222441e-13,3.6215671406498706e-13,4.4746814671732256e-14,8.560149003625743e-14,4.330003015094061e-14,4.796640006512641e-17,2.79185179685408e-17,3.2008181701130566e-17,2.3813508248980704e-17,3.200529625470442e-17,1.454187531242823e-21,2.125313959738403e-18,1.2199866524001006e-14,2.9683684998481446e-18,1.9926786955497912e-14
2.5457706749017618e-11,0.11224537276826177,0.9,0.0,0.0,0.0,0.0,0.09999999315684113,1.7527642960479924e-09,1.7364900982164682e-09,1.2108425580403954e-09,1.2110344751120202e-09,1.0446482825775094e-09,1.0488941705351038e-09,1.0487299334198695e-09,1.0487326461486745e-09,9.351912093280005e-10,9.35205027427542e-10,8.466624506145405e-10,8.468146974726458e-10,7.814087195992425e-12,7.681823413887111e-12,3.330258718365142e-12,7.084479471450072e-13,5.855627863743608e-13,4.709503295842634e-14,7.411693004654337e-13,4.643383788333385e-13,5.738427797975493e-14,1.0408922173913333e-13,6.035284531600492e-14,5.432280593308611e-17,3.499339916254411e-17,3.6249684924958896e-17,2.6969261232568656e-17,3.6246606199691214e-17,1.865077044080083e-21,2.12578973508919e-18,1.381685748122647e-14,4.351332745960439e-18,2.5552222206722502e-14
2.8435196339502682e-11,0.11224537285813692,0.9,0.0,0.0,0.0,0.0,0.09999999235647707,1.9577851703587812e-09,1.9386127873696897e-09,1.3524463922310832e-09,1.3526857897673193e-09,1.1663207654044429e-09,1.1715777512710903e-09,1.1713775015331331e-09,1.171379967051052e-09,1.044569560327469e-09,1.0445849960800275e-09,9.456766863221796e-10,9.458666285667326e-10,8.724133095386191e-12,9.477474051136704e-12,4.117999841223561e-12,8.742158564604679e-13,7.404431094622452e-13,6.508712418335012e-14,9.245547720008972e-13,5.791625721200913e-13,7.159168275303029e-14,1.2335592504758112e-13,8.081117303189432e-14,6.067934529972546e-17,4.339374539031246e-17,4.0491255660235115e-17,3.012508048894205e-17,4.04879647394929e-17,2.327032497301661e-21,2.1263346288040747e-18,1.543420288986574e-14,6.122510492190084e-18,3.187564066342421e-14
3.439017552047281e-11,0.11224537303790079,0.9,0.0,0.0,0.0,0.0,0.09999999075574897,2.367839846908392e-09,2.3423192461480044e-09,1.6356451214211608e-09,1.635995181526219e-09,1.409374807661466e-09,1.4169491357935352e-09,1.4166666676923372e-09,1.4166679206608022e-09,1.2633262596991328e-09,1.2633449321366877e-09,1.1436989077589646e-09,1.14397673617651e-09,1.0541798080322319e-11,1.3559489893473268e-11,5.9178830068201485e-12,1.2512090895667543e-12,1.110994801425427e-12,1.1327435316187195e-13,1.3520041084826908e-12,8.466926300252335e-13,1.0471638875727479e-13,1.6364143743132164e-13,1.3244022596251198e-13,7.339282451931023e-17,6.488675201917347e-17,4.89745994003688e-17,3.643691781570266e-17,4.897082759237806e-17,3.4041435634823375e-21,2.1276383254103855e-18,1.8670170598271027e-14,1.1043082780237741e-17,4.661569889470359e-14
4.034515470144294e-11,0.11224537321768317,0.9,0.0,0.0,0.0,0.0,0.09999998915502088,2.777911760172904e-09,2.7453443626780427e-09,1.918831932107476e-09,1.91931357571943e-09,1.6520556778369378e-09,1.6623261505119485e-09,1.6619479520398338e-09,1.6619469569075298e-09,1.482082955567766e-09,1.4821048668975692e-09,1.3417127961832447e-09,1.3420951707912836e-09,1.2356394908712376e-11,1.8258504350014325e-11,8.003425640480485e-12,1.6854130147046279e-12,1.5653281301261745e-12,1.7996285947194559e-13,1.8603167785607125e-12,1.1646588190755827e-12,1.4412107679492812e-13,2.0558984345634909e-13,1.9892319107758422e-13,8.610683770440869e-17,9.385869349326413e-17,5.745821240912303e-17,4.274902022066976e-17,5.745388479102562e-17,4.685525406518304e-21,2.129236830756268e-18,2.1908209397452313e-14,1.8169922844233668e-17,6.41455051462623e-14
4.630013388241307e-11,0.11224537339748428,0.9,0.0,0.0,0.0,0.0,0.0999999875542928,3.188000909525295e-09,3.147729982665524e-09,2.2020068247916396e-09,2.202640956122171e-09,1.894380152485094e-09,1.907708794780723e-09,1.907221407419797e-09,1.9072170760676464e-09,1.7008396479333684e-09,1.7008648008205066e-09,1.5397183519456233e-09,1.5402219321450011e-09,1.4168112019145398e-11,2.3532593278572635e-11,1.0359186654640434e-11,2.1729997880981707e-12,2.106314503393697e-12,2.676627009856528e-13,2.4494458107567337e-12,1.5329788268579807e-12,1.8980589095631186e-13,2.4867525597914767e-13,2.807056876851103e-13,9.8821384835545e-17,1.3180866295641757e-16,6.594209420060967e-17,4.90613876953504e-17,6.593713631310773e-17,6.17118270248556e-21,2.13114024977017e-18,2.5148777024836555e-14,2.796087524866268e-17,8.446360343085002e-14
5.22551130633832e-11,0.1122453735773045,0.9,0.0,0.0,0.0,0.0,0.09999998595356474,3.5981072943387094e-09,3.5495151224352017e-09,2.485169799975151e-09,2.485977307300477e-09,2.136364091913096e-09,2.153097067954401e-09,2.1524870658108963e-09,2.1524782784174883e-09,1.91959633679594e-09,1.9196247343773205e-09,1.7377155753966123e-09,1.7383570199725992e-09,1.5977125108984413e-11,2.934266793421542e-11,1.2970555099262608e-11,2.710394721374242e-12,2.7365363056525503e-12,3.787160980237987e-13,3.1193467194360695e-12,1.951575373115826e-12,2.417709753125186e-13,2.925205253939362e-13,3.781071548483656e-13,1.115364658932509e-16,1.8025953287583836e-16,7.442624431262538e-17,5.537402023127976e-17,7.442058213627795e-17,7.861120126839459e-21,2.1333576700949596e-18,2.8392345185022715e-14,4.088777044698859e-17,1.0756853863632397e-13
5.821009224435333e-11,0.11224537375714409,0.9,0.0,0.0,0.0,0.0,0.09999998435283669,4.008230913986437e-09,3.950736313048705e-09,2.7683208581594134e-09,2.7693226145279204e-09,2.3780225369130606e-09,2.3984909693876606e-09,2.3977449496227394e-09,2.39773056423333e-09,2.1383530221554804e-09,2.1383846680515063e-09,1.9357044668866403e-09,1.9365004340091767e-09,1.7783598684076132e-11,3.565213011944503e-11,1.5823663646381292e-11,3.2942460525326184e-12,3.458370724163412e-12,5.153175291360442e-13,3.8699772147965034e-12,2.4203755978564633e-12,3.0001647391721947e-13,3.368214058927878e-13,4.913851836787239e-13,1.2425208085805583e-16,2.407502074253302e-16,8.291066230414804e-17,6.168691782000644e-17,8.290422223825359e-17,9.755342354454695e-21,2.1358974574850083e-18,3.163939723673377e-14,5.74341119577969e-17,1.334588564860656e-13
