Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011),CHO2(367),S(1123),S(872),S(869),S(1124)
1.961297784954551e-09,0.11224543238369247,0.9,0.0,0.0,0.0,0.0,0.09999947278623969,1.3595464393889397e-07,1.2687553392581848e-07,9.264985664019472e-08,9.375072604311603e-08,7.498821041767142e-08,8.110606471467864e-08,8.03582402753036e-08,8.032003240986998e-08,7.204818398943292e-08,7.227902493075685e-08,6.478398962505896e-08,6.561024018950733e-08,5.712433820051046e-10,4.049205590937149e-09,2.124260311888299e-09,3.7153260127608684e-10,6.208552478348948e-09,2.7102589024550863e-09,4.314339065466741e-09,2.6390426157228783e-09,3.414294053196384e-10,1.4688191483910564e-11,8.666531799212506e-10,4.215141309444314e-15,4.876297086625472e-12,2.8072186865545594e-15,2.0903363787658715e-15,2.8039292741142933e-15,1.1105597129089889e-17,2.3999204525068865e-17,4.656191310736863e-12,3.604264289610579e-12,5.616943465705976e-16,1.5232558447669386e-10,4.72168739472828e-18,7.413984215540987e-16,7.382994312420916e-11,6.3105973833364984e-18,4.515641887746436e-20,4.7350390779159e-15,4.265107143190206e-21,1.9502787264558694e-17,7.956364781130768e-21,1.2644926729950845e-23,1.4164428362462149e-26,3.470229758084266e-23,9.137641859278471e-26,3.607747675635998e-18,8.826040090534014e-25,2.1809033477854195e-23,2.3199527748187836e-27,5.737720616518248e-26,1.8006982353507387e-20,1.890117193998537e-26,4.527926666866873e-22,3.918275413224995e-26,3.3128270074089895e-15,3.177011954471573e-17,9.88413834789691e-28,2.442673708168094e-26,2.055704681889322e-17,3.101780034043379e-15,2.661461049140527e-23,2.0708553499841366e-23,5.1533769246588245e-26,2.67375221069703e-23,1.8636520598881506e-26,1.3614437385452363e-21,1.4345038145640608e-17,1.3184232349283684e-27,3.259022129142292e-26,1.3889426464705053e-17,2.3542546319113606e-14,2.241548170734629e-21,1.2786794060111433e-22,2.589633943528142e-18,2.0816047557747494e-15,1.0863892208591736e-18
2.0853030896623905e-09,0.11224543628308205,0.9,0.0,0.0,0.0,0.0,0.09999943945168366,1.4461287485860246e-07,1.3466196499682444e-07,9.846470139290628e-08,9.970750673002897e-08,7.94962166338039e-08,8.625410058788599e-08,8.540837816747717e-08,8.536606777120759e-08,7.660349475031876e-08,7.686469976080239e-08,6.884993243495289e-08,6.978367925186783e-08,6.063012058640641e-10,4.309614608019261e-09,2.2599938387984655e-09,3.9497421377119853e-10,7.024892627357873e-09,3.073865036640808e-09,4.873768744663829e-09,2.9795391727592512e-09,3.860289871786698e-10,1.5617964211957446e-11,9.80310680453882e-10,4.483580982300336e-15,5.6287220849575435e-12,2.9855848983646963e-15,2.2233016213198635e-15,2.98190262461131e-15,1.255628070990792e-17,2.687359281292855e-17,5.457349856610463e-12,4.341609441695431e-12,5.973836293375157e-16,1.7223085122175956e-10,5.338698791739558e-18,7.885586903611204e-16,8.348124120264406e-11,7.135548704394841e-18,5.098263520821646e-20,5.421987084732863e-15,4.82446261982324e-21,2.353336380094591e-17,9.023789817282968e-21,1.4303550954129365e-23,1.7031458007161932e-26,4.168072350979176e-23,1.1665702385293271e-25,4.401575283061501e-18,1.061933258634183e-24,2.6310144990137128e-23,2.967043873253912e-27,7.357664661518109e-26,2.1635138199909752e-20,2.2727925133043624e-26,6.1536710960353915e-22,5.0002688210024716e-26,3.814549868009506e-15,3.587027276414745e-17,1.2641620570771451e-27,3.132457292220911e-26,2.3315931074671992e-17,3.518059896485915e-15,3.3989254793630787e-23,2.640653646833813e-23,6.582359337150612e-26,3.416639966755097e-23,2.2407763702585006e-26,1.5371009689616715e-21,1.6196364333083886e-17,1.6863087286183186e-27,4.179510965959608e-26,1.5143860920129184e-17,2.714192695723995e-14,2.6972007289294384e-21,1.44637221805209e-22,3.0070248426536386e-18,2.4171204844233025e-15,1.228901882954606e-18
2.20930839437023e-09,0.11224544019200625,0.9,0.0,0.0,0.0,0.0,0.0999994061169898,1.532784869646745e-07,1.4242233209690874e-07,1.0427445319513928e-07,1.0566760620474562e-07,8.397841037403134e-08,9.14044824045622e-08,9.045478345386417e-08,9.040827744339729e-08,8.115880332139931e-08,8.145228780907412e-08,7.291231404723654e-08,7.396009228672244e-08,6.412416786422314e-10,4.569151944402008e-09,2.3949501796909672e-09,4.182816014821463e-10,7.890471015993965e-09,3.459646654661952e-09,5.466906335471323e-09,3.340275842264173e-09,4.333729852878263e-10,1.6547050106777637e-11,1.1009394545238118e-09,4.75224930459461e-15,6.436244203189254e-12,3.1640503549557297e-15,2.3563615166997227e-15,3.159956946162273e-15,1.409623107910169e-17,2.992124279547142e-17,6.351599394724642e-12,5.172729782623788e-12,6.330927961983185e-16,1.933622465417239e-10,5.993716797409097e-18,8.357525653523118e-16,9.372774514383058e-11,8.011375833779553e-18,5.715518091641646e-20,6.1684378148680095e-15,5.4181279070316115e-21,2.810272783256467e-17,1.0156315722576865e-20,1.606550756685491e-23,2.0262307960875813e-26,4.9533306094351264e-23,1.4683533258888438e-25,5.31678483121521e-18,1.264070122966202e-24,3.138661296964137e-23,3.740824673056613e-27,9.29674084755657e-26,2.571861347374965e-20,2.70405435771359e-26,8.215704758267022e-22,6.291533775737545e-26,4.3645442397719606e-15,4.021421305016087e-17,1.5939142631726845e-27,3.9581724321376627e-26,2.624537810595763e-17,3.960075563957105e-15,4.279474306033457e-23,3.320288654174019e-23,8.288867930043627e-26,4.30408425533859e-23,2.6657338730177276e-26,1.7231997797958552e-21,1.815776674354701e-17,2.1262672610887155e-27,5.281456607682124e-26,1.6442081835874296e-17,3.105785441483957e-14,3.2103620461443764e-21,1.6243506028387977e-22,3.456584299110309e-18,2.77849522175249e-15,1.3801578545567973e-18
2.4573190037859085e-09,0.11224544803834349,0.9,0.0,0.0,0.0,0.0,0.09999933944716745,1.7063183233117574e-07,1.5786522314717886e-07,1.1587869612330257e-07,1.175976547588094e-07,9.286595107714544e-08,1.0171226102596643e-07,1.0053633633634028e-07,1.0048122964149717e-07,9.02694138937231e-08,9.063322991587722e-08,8.102640615024111e-08,8.232182799357422e-08,7.107721412349708e-10,5.0856232362962864e-09,2.6625490669190747e-09,4.6449677391756686e-10,9.768522365189397e-09,4.2972288991115995e-09,6.754052135896804e-09,4.122198612149647e-09,5.362992227505545e-10,1.8403150365921544e-11,1.36309016231088e-09,5.290271201573541e-15,8.215844416943962e-12,3.5212758051232294e-15,2.6227648741309576e-15,3.516307712196733e-15,1.744409417777368e-17,3.653344111139072e-17,8.440934530511197e-12,7.1381976664372435e-12,7.045701425700155e-16,2.393061277800596e-10,7.41785631073891e-18,9.30240995118213e-16,1.1600806424463988e-10,9.915802058203339e-18,7.053462588306229e-20,7.852281443018288e-15,6.708286825399012e-21,3.901570616547087e-17,1.26151809607853e-20,1.9900200118629372e-23,2.7903277982376514e-26,6.80636802056485e-23,2.242850205502403e-25,7.561446706149461e-18,1.742252763320846e-24,4.339902890696069e-23,5.73164415135938e-27,1.429019772962197e-25,3.535731047604732e-20,3.7240853424389576e-26,1.3986438929319973e-21,9.604285128961112e-26,5.621887522872557e-15,4.963019139069104e-17,2.442382242783482e-27,6.084698002156242e-26,3.261367757577827e-17,4.9209698498133334e-15,6.540019360049074e-23,5.0626222128918126e-23,1.2670838741770784e-25,6.583783185160644e-23,3.6706782114481174e-26,2.1265823859684254e-21,2.2409326709155474e-17,3.2584004308678845e-27,8.119629111774516e-26,1.9169501599319626e-17,3.988274981188729e-14,4.422481578296338e-21,2.0111336070005996e-22,4.4517266041448776e-18,3.578434055562715e-15,1.7088738079520193e-18
2.705329613201587e-09,0.11224545592247503,0.9,0.0,0.0,0.0,0.0,0.09999927277673074,1.8801463526514104e-07,1.7320490154434576e-07,1.274626217826149e-07,1.2954065980562412e-07,1.0165200496795323e-07,1.1202935496589809e-07,1.106027803019685e-07,1.1053890883707075e-07,9.938001570550259e-08,9.98219036609475e-08,8.912629084801864e-08,9.069542264342216e-08,7.798378965722641e-10,5.59864268794037e-09,2.927092234824751e-09,5.101842153677258e-10,1.1841076384071904e-08,5.221998360739873e-09,8.175272609213144e-09,4.984271486841778e-09,6.50218070831598e-10,2.0256470406291947e-11,1.653063765348779e-09,5.829205609658175e-15,1.021347930943782e-11,3.878888690799479e-15,2.8895456640732704e-15,3.872979994241884e-15,2.1149509377978604e-17,4.383006173907314e-17,1.0967034551850795e-11,9.54423226496178e-12,7.76125116115869e-16,2.901625805564685e-10,8.994271507551723e-18,1.024863432116417e-15,1.40674283101268e-10,1.2024164745239715e-17,8.52855252172491e-20,9.813240653500294e-15,8.135380649606352e-21,5.257040206996706e-17,1.5330004459041187e-20,2.4150571217846187e-23,3.7263281904282826e-26,9.06975804340144e-23,3.288332539135031e-25,1.0451185210519598e-17,2.3281326919077502e-24,5.811124669994935e-23,8.427276936065625e-27,2.105370327223795e-25,4.713395678988908e-20,4.9737556451926535e-26,2.2619357779377008e-21,1.4074498816600018e-25,7.111752910689287e-15,6.001155758863335e-17,3.5913473203979965e-27,8.965303752772741e-26,3.96573993996733e-17,5.983776982507366e-15,9.592562076205215e-23,7.411881695161972e-23,1.8589789258433903e-25,9.664486362213169e-23,4.901584462393427e-26,2.571313268546578e-21,2.7096784487487068e-17,4.7916735523384454e-27,1.1964687348057025e-25,2.2070327716429564e-17,5.0103654956070886e-14,5.9043021521457374e-21,2.438967132501168e-22,5.573915070106515e-18,4.480500226895555e-15,2.072484972028276e-18
2.953340222617266e-09,0.11224546384417486,0.9,0.0,0.0,0.0,0.0,0.0999992061056382,2.0542685105129543e-07,1.8844205687962509e-07,1.3902626654262344e-07,1.414964120133646e-07,1.1033773038706931e-07,1.2235571872617717e-07,1.2065399851935755e-07,1.205813348478898e-07,1.0849060875574259e-07,1.0901836097501014e-07,9.721199300878411e-08,9.908085140196404e-08,8.484420494872446e-10,6.108233363915101e-09,3.1886145611440667e-09,5.553499494552883e-10,1.410651894006918e-08,6.232959844802832e-09,9.730067673124606e-09,5.925958810969584e-09,7.751394317113062e-10,2.2106988702360055e-11,1.970818383670773e-09,6.369051139929712e-15,1.2427415903867057e-11,4.2368827426394685e-15,3.156703094202375e-15,4.2299722182983805e-15,2.5212797973745322e-17,5.1805423295378926e-17,1.3972278967303197e-11,1.2434018036767991e-11,8.477564626510554e-16,3.4593686617022155e-10,1.0723125137016802e-17,1.119619595717005e-15,1.6772977700468737e-10,1.4336751951021932e-17,1.0139871504447731e-19,1.2080857058987993e-14,9.699204429389034e-21,6.911781471429706e-17,1.8297865606318704e-20,2.881819223651473e-23,4.851885145205699e-26,1.1783681641334695e-22,4.661485025934843e-25,1.411147744290214e-17,3.0327062665901754e-24,7.578490346436996e-23,1.1978109832094623e-26,2.995923996589065e-25,6.125822628500099e-20,6.476702039225587e-26,3.507401867097705e-21,1.9944001421018408e-25,8.863924909498543e-15,7.135185749636624e-17,5.104968718115867e-27,1.275856855766776e-25,4.737202962943059e-17,7.147815863301527e-15,1.360279675840431e-22,1.0494345085322809e-22,2.636786074046504e-25,1.3714130784173957e-22,6.381624628722418e-26,3.0571160906946905e-21,3.2217225862440874e-17,6.811817058016169e-27,1.7028583645073903e-25,2.514448951051853e-17,6.180638843566079e-14,7.681956406172177e-21,2.9077893887019025e-22,6.821843500301673e-18,5.4836437468083416e-15,2.470938812198412e-18
3.2013508320329445e-09,0.11224547180321795,0.9,0.0,0.0,0.0,0.0,0.09999913943384871,2.2286843502957508e-07,2.0357737414638935e-07,1.5056966678288948e-07,1.5346470445890637e-07,1.1892427247146641e-07,1.3269130691791156e-07,1.3068987584140458e-07,1.3060852747726644e-07,1.1760119304336096e-07,1.1822265333824552e-07,1.0528353745728606e-07,1.0747808927846273e-07,9.16587684110768e-10,6.614418174544547e-09,3.4471505411684046e-09,5.999999308230934e-10,1.6563250827945776e-08,7.329129488326526e-09,1.141794079698876e-08,6.946728500992271e-09,9.110731591889833e-10,2.3954684038902186e-11,2.3163118177743e-09,6.909806405184219e-15,1.4855929183938608e-11,4.595251763437995e-15,3.42423636721175e-15,4.587282814148441e-15,2.9634279684150454e-17,6.045389693606005e-17,1.7498616221484886e-11,1.5850382098589418e-11,9.194629424221659e-16,4.066341605143751e-10,1.2604577300318905e-17,1.2145092035221439e-15,1.9717791415016028e-10,1.685385112421945e-17,1.1886509257568699e-19,1.4687380276536077e-14,1.1399551629074843e-20,8.903290587850688e-17,2.1515877033334206e-20,3.39046377795067e-23,6.184694333165268e-26,1.4988143292007737e-22,6.422895105146897e-25,1.8685024580934223e-17,3.866980211943229e-24,9.667925071869607e-23,1.654545626983459e-26,4.140259246595814e-25,7.79388115909657e-20,8.256627359611153e-26,5.250543077715081e-21,2.7471505262609184e-25,1.0910906429988316e-14,8.364468819420185e-17,7.052078399422466e-27,1.7633246486755019e-25,5.575308441682064e-17,8.412409935171803e-15,1.8748562971282916e-22,1.444576703177996e-22,3.635103766406515e-25,1.8913942584409042e-22,8.134023437209614e-26,3.5837163582325086e-21,3.776775974868892e-17,9.410833995226599e-27,2.35369443686044e-25,2.8388088745598516e-17,7.507620372830921e-14,9.781391497266081e-21,3.4175381135139086e-22,8.194187435050092e-18,6.5867999429504996e-15,2.904182383449782e-18
3.449361441448623e-09,0.11224547979938145,0.9,0.0,0.0,0.0,0.0,0.09999907276132154,2.403393425931033e-07,2.1861153394423824e-07,1.620928588917302e-07,1.6544533250850434e-07,1.274127638393537e-07,1.4303607425745489e-07,1.4071029872679635e-07,1.4062050651453703e-07,1.2671176856719325e-07,1.274348318015653e-07,1.1334094897646869e-07,1.1588711113422611e-07,9.842778647930238e-10,7.117219880874814e-09,3.7027342756892977e-09,6.441400489859236e-10,1.920968704746062e-08,8.509534198496546e-09,1.3238398834807848e-08,8.04605188806276e-09,1.0580290605676782e-09,2.5799535496886464e-11,2.6895015655896897e-09,7.451470019878258e-15,1.749730614948107e-11,4.953989624573396e-15,3.692144681087703e-15,4.944910215225701e-15,3.441427271330484e-17,6.976990382459882e-17,2.158758403836348e-11,1.9835811022451464e-11,9.91243329392333e-16,4.722595583192362e-10,1.463878558159827e-17,1.3095319714625306e-15,2.2902205584252053e-10,1.957574912255023e-17,1.3767561338177906e-19,1.7667645591616075e-14,1.3236214197993363e-20,1.1271612604681127e-16,2.4981182933492984e-20,3.9411488850828844e-23,7.742534400162619e-26,1.8722830473713118e-22,8.64105406345388e-25,2.4332864252980568e-17,4.84198334069362e-24,1.2104891048608428e-22,2.231293182000553e-26,5.583246460132046e-25,9.738292042423899e-20,1.0337364781859729e-25,7.627835088075977e-21,3.6948830258565515e-25,1.3287790465861189e-14,9.688366877285146e-17,9.511030294074366e-27,2.378067004946054e-25,6.479610868906583e-17,9.77688698295253e-15,2.5228805157539023e-22,1.9417266939085183e-22,4.89265620030531e-25,2.546443505581612e-22,1.0182109062016637e-25,4.1508413385707504e-21,4.3745504999116794e-17,1.2693480628800559e-26,3.174564591340387e-25,3.180616977225161e-17,8.999780143661282e-14,1.222818656584892e-20,3.9681505984340073e-22,9.689624445039955e-18,7.78890577411271e-15,3.3721623842375548e-18
3.697372050864302e-09,0.11224548783244452,0.9,0.0,0.0,0.0,0.0,0.09999900608801629,2.5783952918906085e-07,2.3354521242602215e-07,1.7359587926580328e-07,1.774380938358889e-07,1.3580432448108637e-07,1.533899755681021e-07,1.5071515525569883e-07,1.5061729173480487e-07,1.3582233532599284e-07,1.3665494698255779e-07,1.2138425230683267e-07,1.2430789168191428e-07,1.0515156358584913e-09,7.616661095417629e-09,3.955399477926482e-09,6.877761279518124e-10,2.204425697383606e-08,9.773211737771102e-09,1.5190952057560612e-08,9.223403757300332e-09,1.2160168959653097e-09,2.764152245532283e-11,3.0903448208396027e-09,7.99404060013624e-15,2.034980126239389e-11,5.3130902665097e-15,3.960427229075913e-15,5.3028528586513666e-15,3.9553093731061373e-17,7.974791570667467e-17,2.6280305535876804e-11,2.443244756823969e-11,1.0630964113495912e-15,5.428180725197178e-10,1.6825905029772345e-17,1.4046876137881134e-15,2.632655563494893e-10,2.2502732202670387e-17,1.5782129215411853e-19,2.1059100990366795e-14,1.520898259348955e-20,1.405954047990532e-16,2.869095938665176e-20,4.534032536731226e-23,9.543172164843206e-26,2.3027437870428644e-22,1.1382981842983936e-24,3.123581206606237e-17,5.968737917970216e-24,1.4914922812597428e-22,2.9459847485565793e-26,7.368054986428121e-25,1.197973491659084e-19,1.2742729171518749e-25,1.0798528149830606e-20,4.86631504253141e-25,1.6032283507661608e-14,1.1106250374873298e-16,1.2558361104038477e-26,3.1384967289893373e-25,7.449667647974719e-17,1.124057918326629e-14,3.324371178203159e-22,2.5562618661052196e-22,6.44836582266597e-25,3.3573096895037653e-22,1.2549195803005266e-25,4.7582200809712374e-21,5.014761903867527e-17,1.6762133173322924e-26,4.190106379185539e-25,3.538330306398344e-17,1.0665535243497515e-13,1.5047988792187422e-20,4.559563686124256e-22,1.130679114716672e-17,9.088865273849384e-15,3.874825079294396e-18
3.94538266027998e-09,0.11224549590218849,0.9,0.0,0.0,0.0,0.0,0.09999893941389291,2.7536895032079394e-07,2.4837908114108007e-07,1.8507876430997698e-07,1.8944278849652604e-07,1.441000613363874e-07,1.6375296578423896e-07,1.6070433518434953e-07,1.6059890289836072e-07,1.4493289331842806e-07,1.4588304905101643e-07,1.2941347214481544e-07,1.3274040548115362e-07,1.1183040209153306e-09,8.112764277721254e-09,4.205179477488296e-09,7.309139238431054e-10,2.506540482580269e-08,1.111921107344383e-08,1.727511426772282e-08,1.0478262468938531e-08,1.385046376533038e-09,2.948062460284237e-11,3.518798463876401e-09,8.537516763861442e-15,2.341164126444493e-11,5.6725477011119395e-15,4.2290831995682705e-15,5.661109185429963e-15,4.505105780783338e-17,9.038245661576971e-17,3.161747537681648e-11,2.9682079163386995e-11,1.1350209903519397e-15,6.183146316304853e-10,1.9166088073871118e-17,1.4999758430219103e-15,2.9991176259950005e-10,2.5635085988699772e-17,1.792932045737502e-19,2.490189732449936e-14,1.7317645663908206e-20,1.7312844052797945e-16,3.264241521577922e-20,5.169274350095838e-23,1.1604583134395955e-25,2.794093048039192e-22,1.4735648993129555e-24,3.959611687489874e-17,7.258325106135636e-24,1.8122393248095424e-22,3.822321676963951e-26,9.552279578047616e-25,1.453862527595392e-19,1.549686507057029e-25,1.4946699957469158e-20,6.298266458212258e-25,1.91847928699029e-14,1.2617483921022483e-16,1.6295218100162676e-26,4.069174677894311e-25,8.485039194982108e-17,1.2802823258582219e-14,4.303722715765483e-22,3.3064603107709844e-22,8.349988087199964e-25,4.347843692052676e-22,1.5258858663141196e-25,5.405583479045475e-21,5.697123291023003e-17,2.1752079226200484e-26,5.433178833890874e-25,3.9151498575733323e-17,1.2513241064650355e-13,1.8265508732885085e-20,5.191713756893092e-22,1.3044282165012262e-17,1.0485548714736892e-14,4.412116461604543e-18
4.193393269695659e-09,0.11224550400839649,0.9,0.0,0.0,0.0,0.0,0.09999887273891178,2.9292756154848836e-07,2.6311380701233785e-07,1.9654155043660186e-07,2.014592189276196e-07,1.5230106829892512e-07,1.7412499995263927e-07,1.7067772994959144e-07,1.7056535975046126e-07,1.5404344254308331e-07,1.5511918772797796e-07,1.374286331423256e-07,1.4118462693925064e-07,1.184646022723846e-09,8.605551732651936e-09,4.452107215728601e-09,7.73559124861767e-10,2.8271589629818466e-08,1.254659237768296e-08,1.949040280767459e-08,1.1810109976848189e-08,1.565127163971524e-09,3.131682193630857e-11,3.974819062806005e-09,9.081897130671475e-15,2.6681081492841733e-11,6.032356011474059e-15,4.49811177607594e-15,6.019677640396301e-15,5.090847841240473e-17,1.0166810263719851e-16,3.763935884128395e-11,3.5626137071466205e-11,1.2070158827270866e-15,6.987540797584872e-10,2.1659484529626164e-17,1.5953963699617557e-15,3.389640140429154e-10,2.8973095470922704e-17,2.020824880114099e-19,2.9238901036629064e-14,1.9561990789062927e-20,2.1080513073223773e-16,3.683279230626889e-20,5.847032315855603e-23,1.3944538711286707e-25,3.350290647170393e-22,1.876617035844755e-24,4.9639221883868826e-17,8.721761540016036e-24,2.1752832015164163e-22,4.8781762752748837e-26,1.217764146408177e-24,1.7435501297080882e-19,1.86235969752588e-25,2.0283498609229397e-20,8.019807746478253e-25,2.2788434528974998e-14,1.4221453276343359e-16,2.079792314014033e-26,5.187905042156377e-25,9.585288954371927e-17,1.4462960500770395e-14,5.482159114183746e-22,4.208924487169632e-22,1.0638449829736146e-24,5.540993515298171e-22,1.8334420638749243e-25,6.092664280310149e-21,6.421357316292082e-17,2.776551937178173e-26,6.92763551618182e-25,4.306414886473908e-17,1.4551203612758901e-13,2.1906406807601877e-20,5.864536730353708e-22,1.490070980892793e-17,1.1977840587138335e-14,4.983981931840479e-18
4.4414038791113374e-09,0.11224551215085328,0.9,0.0,0.0,0.0,0.0,0.09999880606303346,3.1051531848766505e-07,2.7775005249252365e-07,2.0798427406443735e-07,2.1348718985473855e-07,1.6040842673648162e-07,1.8450603322945144e-07,1.806352326078668e-07,1.8051668202168136e-07,1.6315398299846258e-07,1.6436341230227036e-07,1.4542975990798988e-07,1.496405303179266e-07,1.2505446239431276e-09,9.09504561509597e-09,4.69621525213808e-09,8.157173540918758e-10,3.1661284640588194e-08,1.4054426588196234e-08,2.1836338429946638e-08,1.3218431707552745e-08,1.7562688719504841e-09,3.3150094752340044e-11,4.458362886925647e-09,9.627180321981706e-15,3.015642565257982e-11,6.392509349384552e-15,4.767512137519639e-15,6.37855667226033e-15,5.712566743750057e-17,1.1359948003624787e-16,4.438580765138419e-11,4.230570945002895e-11,1.2790799185134294e-15,7.841411799254732e-10,2.4306241693046763e-17,1.6909489037660344e-15,3.804256427963458e-10,3.251704500205076e-17,2.261803388760531e-19,3.411560093778743e-14,2.194180374122053e-20,2.5414895122279484e-16,4.1259363832358e-20,6.567467744642263e-23,1.6581234837043762e-25,3.97515544719309e-22,2.3581662435157513e-24,6.161476933702321e-17,1.0370186274345699e-23,2.582940301296868e-22,6.143257432163702e-26,1.531598085057083e-24,2.0690489010038384e-19,2.2147420341851198e-25,2.7048504934932126e-20,1.0075981587738982e-24,2.688893485248169e-14,1.5917524488423308e-16,2.619326411387477e-26,6.525324232695745e-25,1.0749983296979256e-16,1.622033661726216e-14,6.888439051585207e-22,5.284892765532158e-22,1.337076661123481e-24,6.964037563937822e-22,2.1799734728268163e-25,6.819197023773286e-21,7.187177733572972e-17,3.4972102918989655e-26,8.714477404429067e-25,4.718633248903307e-17,1.678766240151164e-13,2.5994429250192068e-20,6.577968085250094e-22,1.6874735056234062e-17,1.3564664505242008e-14,5.590366801288307e-18
4.689414488527016e-09,0.11224552032934564,0.9,0.0,0.0,0.0,0.0,0.09999873938621888,3.2813217680733486e-07,2.9228847574555846e-07,2.1940697161758414e-07,2.2552650818598463e-07,1.6842320606914778e-07,1.9489602087651173e-07,1.905767377650241e-07,1.9045288942835818e-07,1.7226451468299398e-07,1.736157716494628e-07,1.5341687700866282e-07,1.581080897408157e-07,1.3160027878606998e-09,9.581267936485012e-09,4.937535783026359e-09,8.573941725562161e-10,3.5232976739063366e-08,1.564179491039282e-08,2.4312445148348023e-08,1.4702716419049562e-08,1.95848106781987e-09,3.498042363052466e-11,4.969385921752759e-09,1.0173364960686427e-14,3.3835989083516027e-11,6.75300193163096e-15,5.037283458316271e-15,6.737744733179921e-15,6.370293529690277e-17,1.2617126280313748e-16,5.1896278096465906e-11,4.9761556316856204e-11,1.351211940825146e-15,8.744806178316447e-10,2.7106504476040638e-17,1.7866331520190376e-15,4.242999738352089e-10,3.626721834600161e-17,2.515780113703353e-19,3.9579998590601966e-14,2.445686917203012e-20,3.037181295394921e-16,4.591943377095529e-20,7.330735312030305e-23,1.9532027464804394e-25,4.67276883298967e-22,2.92103269107179e-24,7.579745707492783e-17,1.2214483882611228e-23,3.037999584022223e-22,7.623572754264671e-26,1.897660845924606e-24,2.432424961962724e-19,2.6091509286958266e-25,3.551095836258088e-20,1.2480926255234607e-24,3.153451598694216e-14,1.7705124629604392e-16,3.2507031901530093e-26,8.085440410276964e-25,1.1978691401058409e-16,1.807430155153779e-14,8.539162389334576e-22,6.549042653443588e-22,1.6575869891782826e-24,8.639923588279117e-22,2.567761180794822e-25,7.58491796710142e-21,7.994325851204111e-17,4.340670105508302e-26,1.0799177745042695e-24,5.1316684892182997e-17,1.9230830512457766e-13,3.05571704890587e-20,7.33194288163161e-22,1.896503745842273e-17,1.5244959014534018e-14,6.231215344856489e-18
4.937425097942695e-09,0.11224552854366225,0.9,0.0,0.0,0.0,0.0,0.09999867270842935,3.4577809223069485e-07,3.06729730615201e-07,2.308096795249109e-07,2.375769830182551e-07,1.7634646372819364e-07,2.0529491826268483e-07,2.0050214158415377e-07,2.0037400167237125e-07,1.8137503759503e-07,1.8287631422990322e-07,1.613900089689357e-07,1.6658727919367142e-07,1.3810234584844473e-09,1.006424056404645e-08,5.176100647310569e-09,8.985950789091333e-10,3.8985166515685756e-08,1.7307788847010197e-08,2.691825025393643e-08,1.6262456224770824e-08,2.1717732720926637e-09,3.680778944283151e-11,5.507843869163644e-09,1.0720449671881053e-14,3.771807078790936e-11,7.11382804159654e-15,5.307424908793291e-15,7.097240279609878e-15,7.06405907976405e-17,1.3937817384719646e-16,6.020982915566922e-11,5.803410793595836e-11,1.4234108058919355e-15,9.697770016442721e-10,3.006041534913126e-17,1.8824488207851705e-15,4.705903248621895e-10,4.022389858014444e-17,2.782668147660042e-19,4.568262336813909e-14,2.7106969507579946e-20,3.601079039980375e-16,5.08103343787508e-20,8.137009713188335e-23,2.281681916636915e-25,5.446407585595933e-22,3.591688632988754e-24,9.24886757240347e-17,1.4266292809039726e-23,3.5418243453899933e-22,9.396609373370396e-26,2.3354289969142983e-24,2.8355670183660805e-19,3.04830540149922e-25,4.59719436143965e-20,1.5341810502935547e-24,3.6775906409167196e-14,1.958352708692523e-16,4.0069682317874045e-26,9.95125389503279e-25,1.3270985272478495e-16,2.0024209513591855e-14,1.0488055066310948e-21,8.03677659486552e-22,2.0369626314895176e-24,1.0607352722858724e-21,2.9994032350677765e-25,8.389565098982827e-21,8.842473584124245e-17,5.35110478764699e-26,1.3292669690260615e-24,5.599099697277852e-17,2.1888793851807363e-13,3.5610657766992725e-20,8.126395761055975e-22,2.1170278546319803e-17,1.7017648172009552e-14,6.906473364716074e-18
