Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011),CHO2(367),S(1123),S(872),S(869),S(1124)
1.749632394894128e-10,0.11224537728742544,0.9,0.0,0.0,0.0,0.0,0.09999995296900838,1.2052583064752974e-08,1.1740140695403471e-08,8.317365960551805e-09,8.326368162440079e-09,7.0665197078558265e-09,7.210812552923848e-09,7.204680254428355e-09,7.204338954173423e-09,6.427288807787001e-09,6.429179709685101e-09,5.815786605307055e-09,5.822390817374986e-09,5.285486257185171e-11,2.231770330353913e-10,1.0550419013040032e-10,2.0707121817629585e-11,3.8328253693991006e-11,1.058150631446554e-11,3.4847143558036494e-11,2.1675500752019085e-11,2.7109553993803615e-12,1.2199846607708374e-12,5.984308594676757e-12,3.736618747858678e-16,6.144706524372506e-15,2.4930932480139335e-16,1.8549229213075796e-16,2.4927343233890867e-16,8.816984170018634e-20,2.261127160388186e-18,9.683975565971026e-14,1.891789037040438e-15,4.988533086881909e-17,1.208563584833254e-12,3.74587024352673e-20,6.57898877877285e-17,5.854322977144004e-13,5.002615031760808e-20,3.7088753073615786e-22,3.396318938635445e-17,2.945106861911064e-23,1.3422871105037401e-20,3.106408801372556e-23,9.971132961800713e-26,9.969118870831313e-30,2.4639358165245916e-26,5.9107940949246976e-30,2.2687299921680534e-21,5.32379175873659e-28,7.573002939023974e-27,1.2958029608487493e-31,1.8116213896982557e-30,1.211470521160995e-23,1.3295305287297737e-29,2.5433590008922845e-27,2.7164696292796786e-30,2.2669678477285925e-17,2.5959212168966567e-19,5.51664493933022e-32,7.706805268163369e-31,8.607589440146445e-20,1.298645824764021e-17,1.6103068689454386e-27,1.5897337681762682e-27,3.1126230388100687e-30,1.4892511039798501e-27,1.3126614915450174e-29,1.1182070564334683e-23,1.17212619792942e-19,7.353873529349495e-32,1.0271610554316964e-30,7.741877467827133e-19,1.3237749429433924e-16,1.2293747744691046e-24,8.829377619663014e-25,1.6435311638938424e-21,1.3201701066398665e-18,7.459267552469092e-21
1.861347926595678e-10,0.112245377625659,0.9,0.0,0.0,0.0,0.0,0.09999994996603874,1.2822655945968031e-08,1.2480383644715731e-08,8.848087713758454e-09,8.858272183213694e-09,7.51143702411157e-09,7.671393927474357e-09,7.664473416041617e-09,7.664080854524355e-09,6.8376765725024634e-09,6.8398104179271135e-09,6.186885428166474e-09,6.194359742725473e-09,5.6187753379430135e-11,2.448973481297671e-10,1.1630748382488808e-10,2.2727667651596124e-11,4.388206129936963e-11,1.243742891306964e-11,3.9429489206191527e-11,2.451604292410793e-11,3.068245086061864e-12,1.304706511026367e-12,6.83726605604227e-12,3.9753746402731967e-16,7.413634413821254e-15,2.6523650842951735e-16,1.973433044565965e-16,2.6519641881870377e-16,9.979085066311335e-20,2.280830926074678e-18,1.0331474554927677e-13,2.304375567370287e-15,5.3072165158047485e-17,1.367856361728788e-12,4.2396164324466406e-20,6.999317299212332e-17,6.625987367217339e-13,5.662117667298441e-20,4.194917075040955e-22,3.844335929121239e-17,3.364873306472667e-23,1.6162319692882712e-20,3.6512417850866336e-23,1.1285867131000734e-25,1.2123369493179476e-29,2.990029677352327e-26,7.311900369476569e-30,2.732002341474167e-21,6.820006773269432e-28,9.35983523479115e-27,1.5686427151247831e-31,2.2608605616908853e-30,1.46528670008598e-23,1.616765478201655e-29,3.4659608057513035e-27,3.3622854092695624e-30,2.5661016780163523e-17,2.9371134701755164e-19,6.678202648823579e-32,9.617592898216736e-31,1.0090190397901946e-19,1.5223393968560905e-17,2.0714690622865407e-27,2.016195729997801e-27,3.9151782010158656e-30,1.9254216905823306e-27,1.5962098593040636e-29,1.26474646961089e-23,1.3261834060676198e-19,8.903817546210981e-32,1.283743518354367e-30,8.270517509424119e-19,1.502643301832232e-16,1.5011009517621946e-24,1.0087849769695269e-24,2.051514609217927e-21,1.6479651787697828e-18,8.525817178073106e-21
1.973063458297228e-10,0.11224537796397137,0.9,0.0,0.0,0.0,0.0,0.09999994696306895,1.3592789433320525e-08,1.3220040842917204e-08,9.378767568258547e-09,9.39020684860734e-09,7.955865402054571e-09,8.131995058814331e-09,8.124238472803543e-09,8.123791396033858e-09,7.248064319452281e-09,7.250455805958842e-09,6.557954957664821e-09,6.5663531756802175e-09,5.951800636476251e-11,2.6697405715708094e-10,1.273515955290825e-10,2.4781677978429185e-11,4.9840528011737745e-11,1.4467473520980947e-11,4.42939608547362e-11,2.7530158174007974e-11,3.4476503817439352e-12,1.3894398200538112e-12,7.747408463057215e-12,4.2141492989393235e-16,8.846104161137158e-15,2.8116460812947627e-16,2.0919509632324019e-16,2.8112008640115596e-16,1.121312211028275e-19,2.3019612676109147e-18,1.0984751180437754e-13,2.774786509441176e-15,5.625918305841557e-17,1.5370105563263e-12,4.763930887708381e-20,7.419673495386955e-17,7.445428438289039e-13,6.362458640134285e-20,4.710658631153648e-22,4.3201873986002056e-17,3.8127816125098524e-23,1.925134385762077e-20,4.247190006436386e-23,1.2681636133416268e-25,1.4058838855378756e-29,3.49780628468556e-26,1.0073365818309307e-29,3.254474668713587e-21,7.079591016887012e-28,1.1892152134024195e-26,2.337847240724112e-31,3.4293365423209015e-30,1.7522654019841193e-23,1.8751414948174017e-29,4.638735831952926e-27,4.561633823043036e-30,2.8838474461163235e-17,3.2992231381697185e-19,9.953216810029835e-32,1.4589735844303346e-30,1.1707012944836486e-19,1.7662851748799664e-17,2.624873128872878e-27,2.5226203323302032e-27,5.246399686656759e-30,2.450887271454672e-27,1.8513373768115804e-29,1.4202402661136575e-23,1.489685372891012e-19,1.3264909010312193e-31,1.940568943999744e-30,8.797998288706217e-19,1.6933384992389393e-16,1.7959309381573592e-24,1.1430693866687172e-24,2.5248581861773207e-21,2.028286991647446e-18,9.6640857400815e-21
2.0847789899987778e-10,0.11224537830236277,0.9,0.0,0.0,0.0,0.0,0.09999994396009905,1.4362983522674631e-08,1.395915741338078e-08,9.909405527363576e-09,9.922172114676343e-09,8.39983089381797e-09,8.592615942688083e-09,8.583975412053472e-09,8.583470580525833e-09,7.658452048636445e-09,7.661115878747128e-09,6.928995196113849e-09,6.9383711141308354e-09,6.284582576608513e-11,2.8936200934896536e-10,1.3861210068808042e-10,2.686488496148788e-11,5.6206336991364613e-11,1.6674323769422258e-11,4.944046001802548e-11,3.071771416448528e-11,3.8491722350287655e-12,1.4740094444344311e-12,8.7148808970979e-12,4.452942758139468e-16,1.0451271702506565e-14,2.9709362463896676e-16,2.210476697300229e-16,2.970444385649929e-16,1.2519097674360403e-19,2.3245166306282206e-18,1.164421257566939e-13,3.307097863020953e-15,5.944638427407652e-17,1.7160267341677468e-12,5.3188150562618844e-20,7.840057440632676e-17,8.312649336309571e-13,7.103640385612212e-20,5.256077563455315e-22,4.823893527505601e-17,4.288904464057252e-23,2.2710972605699098e-20,4.895042676438732e-23,1.4160253158935753e-25,1.780300219190783e-29,4.3397213542455356e-26,9.892924532380574e-30,3.839729106525086e-21,1.1963599718894075e-27,1.3365747304724718e-26,1.850860009171754e-31,2.9037967244925977e-30,2.074322962363518e-23,2.3737062660072737e-29,6.10943249255857e-27,4.6131558890526214e-30,3.2202242742383585e-17,3.6821975689343346e-19,7.879429796019199e-32,1.2349894635246424e-30,1.3459669647780233e-19,2.030726498688967e-17,3.2831965228857115e-27,3.1189179262130283e-27,5.658556604688444e-30,3.0779225686535173e-27,2.3433382223253538e-29,1.5846816188131598e-23,1.662608324558428e-19,1.051738468860463e-31,1.6628961409014736e-30,9.341447950932663e-19,1.8959273687788924e-16,2.175890554930089e-24,1.2858123965745525e-24,3.0686766877617455e-21,2.465247210524247e-18,1.0874266476890666e-20
2.1964945217003277e-10,0.1122453786408334,0.9,0.0,0.0,0.0,0.0,0.09999994095712895,1.5133238209894692e-08,1.4697773391046166e-08,1.0440001594385153e-08,1.0454167939621324e-08,8.843357090927266e-09,9.053256574840313e-09,9.043684179845035e-09,9.043118409824156e-09,8.068839760054951e-09,8.071790641282765e-09,7.3000061458251685e-09,7.310413555970223e-09,6.617139037287338e-11,3.12021155704534e-10,1.5006686883684516e-10,2.8973499147008663e-11,6.298161863397575e-11,1.9060349280040062e-11,5.486889340615972e-11,3.407858762369271e-11,4.272811594309759e-12,1.5585325765738047e-12,9.739580437551417e-12,4.691754965421904e-16,1.2238086159106497e-14,3.1302355375149815e-16,2.329010216367792e-16,3.1296946994750706e-16,1.3897015851841226e-19,2.348520344486992e-18,1.231026831941912e-13,3.905410434079307e-15,6.263376860146275e-17,1.9049054600190725e-12,5.90427112173656e-20,8.260469023642723e-17,9.227653206979637e-13,7.885665946854975e-20,5.831152449956968e-22,5.355475712597351e-17,4.7931893878777636e-23,2.6562243048497324e-20,5.595493432806374e-23,1.571914027083862e-25,2.0473299144914712e-29,5.0176332389646405e-26,1.3066617923430322e-29,4.491352999882772e-21,1.305274860228318e-27,1.6443063285624494e-26,2.656816645409396e-31,4.213393491711999e-30,2.433632916621719e-23,2.729978544985765e-29,7.931579326293817e-27,6.010572188565759e-30,3.5752525264478077e-17,4.086069359172736e-19,1.13108941829043e-31,1.792191093501823e-30,1.5349566890756743e-19,2.3158755950680426e-17,4.0571470331093706e-27,3.8142390630013764e-27,7.292035735045451e-30,3.817531509992122e-27,2.6950739962577553e-29,1.7580641683499094e-23,1.8449669794882066e-19,1.5089384970796072e-31,2.4025544624403726e-30,9.87866655060433e-19,2.1105160143298001e-16,2.5583632793235923e-24,1.4369988217776623e-24,3.688032346653123e-21,2.9629152788970224e-18,1.2156220060038403e-20
2.3082100534018776e-10,0.11224537897938347,0.9,0.0,0.0,0.0,0.0,0.09999993795415871,1.5903553490845367e-08,1.5435923362159864e-08,1.0970555772634809e-08,1.0986194283787861e-08,9.286465126224167e-09,9.513916951016622e-09,9.50336471720783e-09,9.502734885752637e-09,8.479227453707794e-09,8.482480098578586e-09,7.670987809110106e-09,7.682480499089717e-09,6.94948558975083e-11,3.3491690602386553e-10,1.616960529095946e-10,3.1104236713151856e-11,7.016813432749825e-11,2.162758718308375e-11,6.05791731370979e-11,3.7612664984873083e-11,4.718569407475565e-12,1.643181099236625e-12,1.0821357763739943e-11,4.93058591818124e-16,1.4215294581578978e-14,3.2895439420277367e-16,2.447551518998404e-16,3.288951802695272e-16,1.5346879744810794e-19,2.3739790578915036e-18,1.2983330265747206e-13,4.573848087017506e-15,6.582133580432667e-17,2.1036472977195514e-12,6.520300840136058e-20,8.680908239233499e-17,1.0190443194917237e-12,8.708538014285627e-20,6.435863850351955e-22,5.914956535820604e-17,5.325562856253628e-23,3.082619759257551e-20,6.349140248522683e-23,1.7358233007345725e-25,2.1997667486236603e-29,5.520698329122033e-26,1.982175564177602e-29,5.212938620000736e-21,1.010274954653786e-27,2.1228092657009952e-26,4.843476994747012e-31,7.485702760290257e-30,2.832219939207156e-23,2.9344423502652386e-29,1.0164740689122488e-26,8.84582899115188e-30,3.948953776888498e-17,4.51082101196298e-19,2.0621343443620977e-31,3.184944664558568e-30,1.737787026466135e-19,2.6219083545253102e-17,4.959631460239527e-27,4.618979596487777e-27,1.0232244751411739e-29,4.682530879855231e-27,2.897173237377072e-29,1.940382055979698e-23,2.0367534373519345e-19,2.7475132508176642e-31,4.2276042165949896e-30,1.041141555234082e-18,2.337186505647875e-16,2.944658486352776e-24,1.5966066311095863e-24,4.387945632297645e-21,3.525327100566575e-18,1.3509752937151046e-20
2.4199255851034273e-10,0.11224537931801315,0.9,0.0,0.0,0.0,0.0,0.09999993495118828,1.667392936139171e-08,1.6173636901606026e-08,1.1501068065423994e-08,1.1518251109510989e-08,9.729173852678104e-09,9.9745970669634e-09,9.963017002197402e-09,9.96232001013498e-09,8.889615129594958e-09,8.893184255664772e-09,8.041940188279712e-09,8.05457194137585e-09,7.281635677973838e-11,3.5801969081315337e-10,1.7348192428074562e-10,3.325427925602645e-11,7.776753885194742e-11,2.43777686343734e-11,6.657121631623085e-11,4.131984160777472e-11,5.186446622013797e-12,1.727902630231119e-12,1.196025380163543e-11,5.16943565862008e-16,1.6391431996468864e-14,3.4488614737768354e-16,2.5661006297708585e-16,3.4482157380648487e-16,1.686869156576056e-19,2.4008849786664668e-18,1.3663812063611219e-13,5.31655294338755e-15,6.900908561666727e-17,2.3122528102618435e-12,7.166905583017246e-20,9.101375177550607e-17,1.1201022443922542e-12,9.572258976882524e-20,7.07019414874394e-22,6.502359754567425e-17,5.886046612950303e-23,3.5523885084867424e-20,7.156493070734205e-23,1.9079792072609938e-25,2.490398131408624e-29,6.286124928815053e-26,2.4810406120878736e-29,6.008083568896703e-21,1.042655574146494e-27,2.547067996761493e-26,6.222253211032839e-31,9.71923198720095e-30,3.2719719900107693e-23,3.322403440455756e-29,1.2874798600830579e-26,1.100260871903926e-29,4.3413507996179504e-17,4.956419319205197e-19,2.649170497769807e-31,4.1352487733606524e-30,1.9545525446599253e-19,2.94896748203294e-17,6.005631665635637e-27,5.544721931225964e-27,1.268465502637318e-29,5.68745440427612e-27,3.280221921780097e-29,2.1316298834117556e-23,2.2379527037507157e-19,3.5297765733260304e-31,5.489500144941962e-30,1.0949304824989274e-18,2.5760129974557544e-16,3.406355226039267e-24,1.7646418626620316e-24,5.173389983633433e-21,4.15648080230393e-18,1.4934920965960606e-20
2.531641116804977e-10,0.11224537965672264,0.9,0.0,0.0,0.0,0.0,0.09999993194821766,1.7444365817398865e-08,1.6910940404107808e-08,1.2031538476064376e-08,1.2050338380667862e-08,1.0171500357265444e-08,1.043529691842702e-08,1.0422641030004871e-08,1.042187378479484e-08,9.300002787716439e-09,9.303903117583707e-09,8.412863285644956e-09,8.42668788071215e-09,7.613601259515691e-11,3.813031280353394e-10,1.8540841308847722e-10,3.54211135027565e-11,8.578137857560731e-11,2.7312425346447863e-11,7.2844943493523e-11,4.5200018515631436e-11,5.67644418554645e-12,1.8125444096010567e-12,1.315639462741523e-11,5.408304209515617e-16,1.8774802674697257e-14,3.6081881358201713e-16,2.6846575620051237e-16,3.607486528747661e-16,1.8462453911426889e-19,2.429236276480697e-18,1.4352128592215714e-13,6.137679761839188e-15,7.219701780055505e-17,2.530722560143772e-12,7.844086885935266e-20,9.521869887471136e-17,1.2259394098427927e-12,1.0476831338768297e-19,7.734126560898691e-22,7.117710342558288e-17,6.474703544378404e-23,4.0676366697945427e-20,8.018002466785809e-23,2.088500245114068e-25,3.051727501990698e-29,7.546577523542785e-26,2.5228602433081331e-29,6.88039205846742e-21,1.7846357121463122e-27,2.799738039160456e-26,5.658042712560062e-31,9.344955878555846e-30,3.754838104529267e-23,4.0698404713899585e-29,1.6134337713968412e-26,1.1374133703149693e-29,4.752467610018683e-17,5.422814719234677e-19,2.408902342022153e-31,3.97540726502493e-30,2.185337053828136e-19,3.2971794493014343e-17,7.210172755526539e-27,6.603256275200371e-27,1.3705359801956773e-29,6.847059367025162e-27,4.017784906741285e-29,2.3318025445506663e-23,2.448542400172128e-19,3.2121689965017386e-31,5.309228325532852e-30,1.150990802007075e-18,2.8270616476505924e-16,3.989848668297787e-24,1.9411231179338575e-24,6.049256886744316e-21,4.8603086473864166e-18,1.6431892770974826e-20
2.6433566485065266e-10,0.11224537999551205,0.9,0.0,0.0,0.0,0.0,0.0999999289452468,1.821486285473214e-08,1.7647857598178794e-08,1.2561967007867801e-08,1.258245606249e-08,1.0613460178989912e-08,1.0896016501153969e-08,1.0882236774343326e-08,1.0881396211555843e-08,9.710390428072231e-09,9.714636689389962e-09,8.783757103516702e-09,8.79882831498238e-09,7.945392798579329e-11,4.0474351044041987e-10,1.974609068346759e-10,3.760248308555402e-11,9.421090808253202e-11,3.0432921381936196e-11,7.940027817358641e-11,4.9253101487983426e-11,6.188563045695496e-12,1.8971058557756123e-12,1.4409777216525527e-11,5.647191493645705e-16,2.137348782628866e-14,3.7675238738841343e-16,2.8032222709125225e-16,3.766764095928603e-16,2.012817136374214e-19,2.459060958874493e-18,1.5048695968321503e-13,7.0413960371238245e-15,7.53851322175372e-17,2.759057109333508e-12,8.551847134924072e-20,9.942392204970854e-17,1.3365561303167665e-12,1.1422258309520349e-19,8.427644472105031e-22,7.76103449837323e-17,7.091529431247114e-23,4.6304715306276785e-20,8.934065891721043e-23,2.277000516548338e-25,3.452256501623184e-29,8.556878263353459e-26,3.045710247382033e-29,7.833475061583677e-21,1.9778648325074535e-27,3.276889526290377e-26,6.956792202665707e-31,1.1624485665329752e-29,4.2830636464855136e-23,4.6042814513685724e-29,2.0023006390463298e-26,1.3676124178098847e-29,5.182329473593843e-17,5.91004944628713e-19,2.961890045693995e-31,4.945466372767956e-30,2.430215621173486e-19,3.666657535067543e-17,8.585912164084306e-27,7.805421682518815e-27,1.647783714846218e-29,8.17453638669667e-27,4.5454091753058585e-29,2.540895178785485e-23,2.668541596670816e-19,3.948244737815164e-31,6.590234273984135e-30,1.2068166690020188e-18,3.0904412120745075e-16,4.5733423394019796e-24,2.126049951087994e-24,7.020347431764753e-21,5.64067024456591e-18,1.800065819110227e-20
2.755072180208076e-10,0.11224538033438144,0.9,0.0,0.0,0.0,0.0,0.09999992594227573,1.8985420469257023e-08,1.8384409225866433e-08,1.309235366414616e-08,1.3114604121555981e-08,1.1055067319496331e-08,1.1356755810891383e-08,1.134180418825132e-08,1.1340887292241565e-08,1.012077805066233e-08,1.0125384976150555e-08,9.154621644205612e-09,9.17099324207051e-09,8.277019941116249e-11,4.2832011832037584e-10,2.0962623231730007e-10,3.979641183920001e-11,1.0305707832087552e-10,3.374043731744069e-11,8.623714699722717e-11,5.347900162230092e-11,6.722804149714841e-12,1.981734515882081e-12,1.5720272879046172e-11,5.886097615386963e-16,2.4195357616381577e-14,3.92686873902178e-16,2.921794817170692e-16,3.926048545555266e-16,2.1865844901916347e-19,2.4903292306511484e-18,1.575393160062652e-13,8.031882454957688e-15,7.85734285691861e-17,2.997257019084035e-12,9.290187166343578e-20,1.0362942352473516e-16,1.4519527202136242e-12,1.2408541861282962e-19,9.150733371804031e-22,8.432359625447069e-17,7.736464832337533e-23,5.2430012300074516e-20,9.905034158779523e-23,2.4740289862164794e-25,4.3058240020334804e-29,1.037631590037998e-25,2.741113608998621e-29,8.870949989818454e-21,3.403168011612377e-27,3.426664667701477e-26,4.7700363234733265e-31,9.214487811504999e-30,4.8583450446146674e-23,5.739874551701683e-29,2.4627823015377117e-26,1.2727855803182104e-29,5.630962885674998e-17,6.418074230001574e-19,2.03073281539368e-31,3.9186385394099936e-30,2.6892513353738767e-19,4.057496941635438e-17,1.0151806121266046e-26,9.165275481875496e-27,1.6599935092046352e-29,9.687909479931006e-27,5.665765428364535e-29,2.7589031996395256e-23,2.897928046222946e-19,2.713711502941093e-31,5.302759791529209e-30,1.2642089024949066e-18,3.3662173293333655e-16,5.325877803741981e-24,2.3194033742829866e-24,8.091381435850155e-21,6.501359883968952e-18,1.964105464955975e-20
2.866787711909626e-10,0.11224538067333097,0.9,0.0,0.0,0.0,0.0,0.09999992293930446,1.9756038656839478e-08,1.9120612697098634e-08,1.3622698448211203e-08,1.3646782525819531e-08,1.1496334211414947e-08,1.1817514843387456e-08,1.180134324682114e-08,1.1800347028675496e-08,1.0531165655486716e-08,1.053614798294273e-08,9.52545691002203e-09,9.543182659857363e-09,8.608489369322391e-11,4.520155857421909e-10,2.2189267755731096e-10,4.200123352189935e-11,1.1232075497837721e-10,3.7235950223469635e-11,9.335547998617323e-11,5.7877635989341626e-11,7.2791684442991e-12,2.066445819654015e-12,1.7087865001010893e-11,6.125022173845859e-16,2.724807418077404e-14,4.086222490736555e-16,3.04037496803599e-16,4.085339469672263e-16,2.367548552261245e-19,2.5231691184385393e-18,1.6468253980168048e-13,9.113331009320614e-15,8.176190703370963e-17,3.2453228498301398e-12,1.0059112119578686e-19,1.0783519477239388e-16,1.5721294938211537e-12,1.3435687388971559e-19,9.903376439263633e-22,9.131714306957849e-17,8.409486987056367e-23,5.907334584018128e-20,1.0931178186432398e-22,2.6775261354299834e-25,3.3095351470058265e-29,9.032296303697362e-26,6.565638717757398e-29,9.996440596774087e-21,-6.384595093072729e-28,5.340765751326987e-26,1.9292502657101674e-30,2.99291986890691e-29,5.483907845208201e-23,4.4219961482026183e-29,3.004344282962681e-26,2.8160693632791845e-29,6.098395545730286e-17,6.947045201139003e-19,8.214391269223383e-31,1.2737637039960525e-29,2.962492340401603e-19,4.469770321215671e-17,1.1911820966717783e-26,1.0689849129780436e-26,3.0817141361383565e-29,1.1394337331560327e-26,4.367212731717092e-29,2.9858223293759606e-23,3.1367722466678864e-19,1.0930132400864807e-30,1.6737255890510845e-29,1.3154025735898137e-18,3.654551234176039e-16,5.613006744894217e-24,2.5211809384439e-24,9.267008685249624e-21,7.446115577146657e-18,2.1353040856084036e-20
2.9785032436111755e-10,0.11224538101236074,0.9,0.0,0.0,0.0,0.0,0.09999991993633292,2.0526717413345595e-08,1.985648312924e-08,1.4153001363374763e-08,1.4178991244352496e-08,1.1937272012154136e-08,1.227829359439059e-08,1.2260853954640985e-08,1.2259775422681049e-08,1.0941553242545382e-08,1.0946925714850454e-08,9.89626290327612e-09,9.915396566220054e-09,8.939809731462572e-11,4.758148142835266e-10,2.3424972969935276e-10,4.4215498007076e-11,1.2200282420249626e-10,4.09202960359201e-11,1.0075520963482566e-10,6.244892569426831e-11,7.857656876056707e-12,2.1510697155937967e-12,1.851269431516472e-11,6.363965802954761e-16,3.05390792102825e-14,4.2455854867982097e-16,3.158963091726677e-16,4.244637512974092e-16,2.555708370091002e-19,2.5573851067498587e-18,1.7192082292204787e-13,1.0289940642473673e-14,8.495056683742527e-17,3.5032551614759615e-12,1.0858618314305364e-19,1.1204124928581007e-16,1.6970867654082296e-12,1.4503693261215897e-19,1.068556436064944e-21,9.859128330352577e-17,9.110688361128524e-23,6.62558157897799e-20,1.2012768687909398e-22,2.8907684142417996e-25,4.127027404917224e-29,1.0848183582997326e-25,6.65693245892548e-29,1.1213578067544315e-20,5.0127759059114445e-28,5.701952409955666e-26,1.8469474225880613e-30,2.96517969205567e-29,6.159847291685171e-23,5.51025864722784e-29,3.6372482422762763e-26,2.883988027785909e-29,6.584656382049341e-17,7.496693554132444e-19,7.8639008249180385e-31,1.2618482804783077e-29,3.249978901610182e-19,4.903538433491353e-17,1.3902663047989242e-26,1.2402115995830744e-26,3.259876461608107e-29,1.332531045170188e-26,5.440994684187926e-29,3.2216484971875274e-23,3.384952824134219e-19,1.0468116840115703e-30,1.6640297311532503e-29,1.372515343396444e-18,3.955405299317658e-16,6.450614411152174e-24,2.7314034041789203e-24,1.0551790412686147e-20,8.478604159398825e-18,2.3136830985484324e-20
3.090218775312725e-10,0.1122453813514708,0.9,0.0,0.0,0.0,0.0,0.09999991693336112,2.1297456734641755e-08,2.0592034462897346e-08,1.4683262412948908e-08,1.4711230247069332e-08,1.237789092099153e-08,1.2739092059649313e-08,1.2720336304416076e-08,1.2719172476081588e-08,1.135194081183832e-08,1.1357718176962647e-08,1.026703962627799e-08,1.0287634959035558e-08,9.270984285191516e-11,4.997039332607042e-10,2.4668778916107035e-10,4.643787922537263e-11,1.3210402390874795e-10,4.479423064914634e-11,1.0843627001588383e-10,6.71927940319092e-11,8.458270391748115e-12,2.2355193658731292e-12,1.999483095926334e-11,6.602927456719501e-16,3.4075593685970304e-14,4.404957114450599e-16,3.2775585809457544e-16,4.403941611896957e-16,2.751066322145109e-19,2.5933074641398263e-18,1.7925836209182888e-13,1.15659160276245e-14,8.813940877083761e-17,3.7710545135628725e-12,1.168871638424611e-19,1.1624756481266122e-16,1.8268248493470557e-12,1.561256919174987e-19,1.1497277097099326e-21,1.0614632713922338e-16,9.840065140132879e-23,7.399853672634516e-20,1.3149985748851008e-22,3.1083436468667137e-25,7.065577105908999e-30,5.392986283959487e-26,1.6011373653781423e-28,1.2526001801189147e-20,-1.0774730021388544e-26,9.995553219334973e-26,5.532171387139791e-30,8.13276292169706e-29,6.891350253058714e-23,9.782082287625732e-30,4.3725895710253136e-26,6.624367961159464e-29,7.089775578726573e-17,8.067325911843513e-19,2.3555743506596114e-30,3.462112824757968e-29,3.5517493794513364e-19,5.3588591693662307e-17,1.6109547186723315e-26,1.4300456413713565e-26,6.580277601310718e-29,1.5474548675552699e-26,9.738199523017602e-30,3.4663777471821117e-23,3.642608228377873e-19,3.1308789365075316e-30,4.504936163143815e-29,1.4207841695354421e-18,4.269010685246415e-16,6.195964186931624e-24,2.9500811255656216e-24,1.1950180458314021e-20,9.602406138256888e-18,2.4992478652782403e-20
3.201934307014275e-10,0.11224538169066109,0.9,0.0,0.0,0.0,0.0,0.09999991393038908,2.2068256616594198e-08,2.1327279128831378e-08,1.5213481600245808e-08,1.524349950468392e-08,1.2818200231415221e-08,1.3199910234912362e-08,1.3179790245390685e-08,1.3178538190700447e-08,1.1762328363365522e-08,1.1768525374376238e-08,1.0637787081337565e-08,1.0659897836183067e-08,9.602023830390452e-11,5.236705030045401e-10,2.59198113489199e-10,4.866718776592925e-11,1.426247580606378e-10,4.88584211605404e-11,1.1639859686350291e-10,7.2109166847046e-11,9.0810099378372e-12,2.3200001513513464e-12,2.1534097170518426e-11,6.841908934603917e-16,3.786463490699454e-14,4.564338405639964e-16,3.396162480594027e-16,4.563253595377075e-16,2.953619145692069e-19,2.6303723296618836e-18,1.8669936242846896e-13,1.2945469670801725e-14,9.132843098370199e-17,4.048721465053617e-12,1.2549392714291818e-19,1.2045417964227857e-16,1.9613440598991597e-12,1.6762305775167527e-19,1.2338513899721765e-21,1.1398259688623595e-16,1.0597596040058548e-22,8.232263434986831e-20,1.4343097413666071e-22,3.339597760198816e-25,3.498484408307815e-29,1.0677087683531242e-25,1.2219998847747827e-28,1.393735903447554e-20,-4.089705978180386e-27,8.762975586300962e-26,3.837245252131428e-30,5.917752860040512e-29,7.674958559975039e-23,4.6858396891841114e-29,5.222334648291141e-26,5.161315177683438e-29,7.613784557300261e-17,8.6584415401896e-19,1.6338633765985827e-30,2.5188381488667898e-29,3.8678372654415417e-19,5.835783062630857e-17,1.8606919469475013e-26,1.6426383400967168e-26,5.486048662246914e-29,1.7901709916631585e-26,4.630164537477017e-29,3.720006251698057e-23,3.9095123624203547e-19,2.1728813770179738e-30,3.29619999238735e-29,1.483192930735493e-18,4.595221046320375e-16,7.677478198473153e-24,3.177187865056964e-24,1.3466531001548283e-20,1.0821020301980067e-17,2.6919811659174305e-20
