Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013)
4.758592630988414e-06,0.11273849912143281,0.9,0.0,0.0,0.0,0.0,0.09844819634947245,0.0005572918948468183,2.4309693892218806e-06,1.4003024851478658e-05,3.245577487390657e-05,8.510825105597373e-07,3.207886138494294e-05,3.4325472868377685e-06,6.2283626657284e-06,0.0001762551092431111,0.000885166750074356,4.652706435063525e-06,4.545682163648156e-05,1.0945259989327638e-08,8.110897003818312e-08,2.5493769765966474e-08,4.433415774400308e-09,5.6832367398507166e-05,0.0001605560522612101,0.002067192655933105,0.0002410227017277328,0.0005542386747627373,6.365210351199075e-10,0.0001802461625073038,1.6935945332339515e-11,6.178877114157458e-08,9.525814853801585e-13,1.4195552477736173e-12,1.0870300115699126e-12,1.7670497385360514e-11,1.963042652832582e-13,7.222133640890807e-06,0.0002859366493438495,1.944850088242814e-13,0.00020535862964408564,6.239475427810456e-12,5.13704647117366e-13,0.00019562771044956173,1.6390286665813768e-11,4.148305156764025e-15,0.0001085816920596853,8.870718075035401e-16,5.92045813558372e-05,4.713396812714518e-16,6.319959071801644e-16,2.328351508765382e-16,1.2965509049373904e-14,1.3513455211165512e-14,3.52067314745821e-05,7.491553743058151e-16,5.272763353478361e-15,7.798472868786335e-16,5.493717981930581e-15,6.764695782475727e-12,6.10655263725695e-16,4.600697985078426e-06,4.776467099235718e-15,2.278332115074511e-05,2.9030168332560074e-12,2.7593923567093586e-16,1.9423906263023063e-15,2.026892638389486e-12,3.058328745279941e-10
4.8319913903825895e-06,0.1127458585083635,0.9,0.0,0.0,0.0,0.0,0.0984251114767017,0.0005649353166230412,2.4304954174918086e-06,1.3929972928450173e-05,3.244950069449046e-05,8.508967200430769e-07,3.195887528205367e-05,3.4318080217748934e-06,6.227250391155246e-06,0.0001789016541022516,0.0008992708360932433,4.6518466612338775e-06,4.5462571853392086e-05,1.0943126004828286e-08,8.109315603796229e-08,2.5488204491916735e-08,4.432606980508248e-09,5.6306448521789546e-05,0.00016302384300042924,0.0020989818426228645,0.00024473665520620164,0.000562083802765946,6.364129866968016e-10,0.00018304773681913873,1.7163080677020073e-11,6.119858365015781e-08,9.521118597397992e-13,1.4193092590332745e-12,1.0826395267557666e-12,1.7915247796264344e-11,1.94435906946978e-13,7.1538727241649935e-06,0.00028969688290439834,1.9444839465764443e-13,0.00020864219568586173,6.3373408771057884e-12,5.137709013685648e-13,0.00019902329044817516,1.6669780520180666e-11,4.2122262805359246e-15,0.00011130075952586967,9.008586004470789e-16,6.08282447097774e-05,4.785840545895899e-16,6.508296536269866e-16,2.4031163655139625e-16,1.3344991330199519e-14,1.391500513698263e-14,3.620882319015285e-05,7.711837771246891e-16,5.426881953538025e-15,8.031262047924544e-16,5.656746297094178e-15,6.96268910406563e-12,6.311123858172169e-16,4.82572850120736e-06,4.927296517232681e-15,2.3204167100148836e-05,2.9477498419675126e-12,2.846902744651742e-16,2.0036499812193984e-15,2.0581258243971488e-12,3.105455736076449e-10
4.905390149776765e-06,0.11275319636108933,0.9,0.0,0.0,0.0,0.0,0.09840206576158758,0.0005725599461612793,2.430021467342964e-06,1.3858668276236825e-05,3.244307816713251e-05,8.507111447498937e-07,3.18416106574387e-05,3.431069484425819e-06,6.226143117608709e-06,0.00018154606376370605,0.0009133393372165737,4.650988771958658e-06,4.546701278057271e-05,1.094099211713307e-08,8.107734275657575e-08,2.548264566482115e-08,4.4317978057121136e-09,5.5793266397460995e-05,0.00016549105280785916,0.0021306625237972132,0.00024844968655636014,0.0005698641093817805,6.3630479276623e-10,0.0001858486838777745,1.7389516943596137e-11,6.062261800197047e-08,9.51638590956156e-13,1.419023191125714e-12,1.0783443215168088e-12,1.8157794238298218e-11,1.9261263433624313e-13,7.087265730498887e-06,0.00029342312090356435,1.944109040876827e-13,0.00021191456900191306,6.434810690693256e-12,5.138223770615874e-13,0.00020240502411200692,1.6947955075154108e-11,4.2761315399173424e-15,0.00011403631796817707,9.14642315729503e-16,6.246098350095752e-05,4.858267247995249e-16,6.698891762661424e-16,2.478830679920666e-16,1.3729404704394446e-14,1.432071740938533e-14,3.721936622109013e-05,7.935000989557739e-16,5.583001454803689e-15,8.266485222478061e-16,5.82146196633175e-15,7.163255205539642e-12,6.518347061623174e-16,5.05708442799147e-06,5.080173424716754e-15,2.3627243206483882e-05,2.9924717440309244e-12,2.935608688957935e-16,2.0657399853383526e-15,2.089351255579508e-12,3.1525710258066693e-10
4.9787889091709405e-06,0.11276051307754889,0.9,0.0,0.0,0.0,0.0,0.09837905836508,0.0005801658569031786,2.4295475663836388e-06,1.3789063093104334e-05,3.2436525708725656e-05,8.505257834767192e-07,3.1727020391897355e-05,3.430331678708809e-06,6.225040776414559e-06,0.00018418837640975155,0.0009273729636083486,4.650132733117536e-06,4.5470251539392095e-05,1.093885845056365e-08,8.106153111537251e-08,2.5477093248649894e-08,4.430988317954631e-09,5.529240877741163e-05,0.00016795768270339118,0.0021622373749594073,0.0002521617976949206,0.000577580532589243,6.361964677099989e-10,0.00018864900452501552,1.761525709425856e-11,6.006041215745627e-08,9.511622103368191e-13,1.4187004053980771e-12,1.0741426976361794e-12,1.8398168686002212e-11,1.9083298208375692e-13,7.022262819608067e-06,0.0002971161819981638,1.9437264734215159e-13,0.00021517574641232953,6.5318851846327945e-12,5.138602844455264e-13,0.00020577264589734153,1.7224789465994145e-11,4.340020967686584e-15,0.0001167882863217014,9.28422957195119e-16,6.410259170510569e-05,4.930676948212194e-16,6.891729923086694e-16,2.555485672897001e-16,1.4118728016964871e-14,1.4730540178822532e-14,3.82382870024666e-05,8.161031148733053e-16,5.741113311542821e-15,8.504112189934651e-16,5.987844024102393e-15,7.366383049388032e-12,6.728184912514926e-16,5.294799646935413e-06,5.235084527364432e-15,2.405270356906851e-05,3.0371825625323033e-12,3.025502482673651e-16,2.1286552610990913e-15,2.1205689480559708e-12,3.199674638792701e-10
5.052187668565116e-06,0.11276780904464245,0.9,0.0,0.0,0.0,0.0,0.09835608847552797,0.0005877531169940228,2.4290737375399023e-06,1.3721108758242034e-05,3.242985959624919e-05,8.503406345969364e-07,3.161505149716659e-05,3.429594605892668e-06,6.223943300774394e-06,0.00018682862860121144,0.0009413724089373549,4.649278511541895e-06,4.547238656881696e-05,1.0936725108358598e-08,8.104572187951035e-08,2.547154719471104e-08,4.430178573538806e-09,5.4803470571905956e-05,0.00017042373368389207,0.002193709000896442,0.0002558729904886939,0.0005852339891871832,6.360880237212164e-10,0.00019144869959355655,1.784030391924989e-11,5.951151254098296e-08,9.506831872157493e-13,1.4183439895381204e-12,1.0700327606819788e-12,1.8636402385556183e-11,1.8909551169934978e-13,6.9588143159260185e-06,0.0003007768581794931,1.9433372183010853e-13,0.00021842572700553906,6.628564738577396e-12,5.138857356594918e-13,0.00020912590257761898,1.7500263870038192e-11,4.4038945957668444e-15,0.00011955658833187315,9.422005286488299e-16,6.575287292734932e-05,5.003069675083821e-16,7.086796454964868e-16,2.6330727440006623e-16,1.4512940125630422e-14,1.5144422647878465e-14,3.9265515287915016e-05,8.389916006694753e-16,5.90120898270198e-15,8.74411336036653e-16,6.155871930021469e-15,7.572061604685177e-12,6.940600397910962e-16,5.538906652167695e-06,5.3920166364616175e-15,2.4480697833275075e-05,3.0818823199565315e-12,3.1165764795484674e-16,2.1923904736101707e-15,2.1517789175262415e-12,3.24676659872351e-10
5.125586427959292e-06,0.11277508463821441,0.9,0.0,0.0,0.0,0.0,0.09833315530812059,0.0005953217900366501,2.428599999699596e-06,1.3654756301405862e-05,3.2423094212823575e-05,8.501556961357669e-07,3.1505646397062054e-05,3.428858265006876e-06,6.222850625738068e-06,0.00018946685534816052,0.0009553383499825555,4.648426075020039e-06,4.54735083272542e-05,1.0934592175574236e-08,8.102991567926673e-08,2.54660074438524e-08,4.4293686223754675e-09,5.4326055409572426e-05,0.00017288920672414788,0.0022250799342065715,0.0002595832667575515,0.0005928253738095975,6.359794717707574e-10,0.00019424776990611264,1.806466006239795e-11,5.8975475535126583e-08,9.502019349041098e-13,1.4179567787035325e-12,1.0660124631245523e-12,1.8872525835846104e-11,1.8739881620156795e-13,6.896871021548284e-06,0.0003044059152818772,1.9429421361516173e-13,0.00022166451192515445,6.724849791809662e-12,5.138997526623816e-13,0.00021246455252362667,1.7774359451281427e-11,4.46775245527794e-15,0.00012234115181974461,9.559750338528258e-16,6.741163963956542e-05,5.075445456515091e-16,7.284076963315547e-16,2.711583397317869e-16,1.4912019918362608e-14,1.5562314736103868e-14,4.030098380946309e-05,8.621643338580726e-16,6.06327993900002e-15,8.98645956179248e-16,6.325525433044545e-15,7.780279856293768e-12,7.155556653028817e-16,5.789436591153809e-06,5.550956615434417e-15,2.491137126032593e-05,3.1265710382231985e-12,3.20882306296119e-16,2.2569403089750956e-15,2.182981179295253e-12,3.2938469286923685e-10
5.198985187353467e-06,0.11278234022310946,0.9,0.0,0.0,0.0,0.0,0.0983102581042402,0.0006028719357443487,2.428126368284888e-06,1.3589956796068096e-05,3.241624226557473e-05,8.499709658383798e-07,3.139874404120604e-05,3.42812265320538e-06,6.221762688168523e-06,0.00019210309017995292,0.0009692714464114469,4.647575392294835e-06,4.54736999377776e-05,1.0932459721659877e-08,8.101411302931468e-08,2.5460473928536965e-08,4.428558505480807e-09,5.3859776845822744e-05,0.00017535410277776136,0.0022563526345441964,0.0002632926282771128,0.0006003555582508227,6.35870821117361e-10,0.00019704621627473267,1.8288328043493444e-11,5.845186893158378e-08,9.497188164855479e-13,1.4175413759304068e-12,1.062079644532056e-12,1.9106568765648568e-11,1.8574152490251135e-13,6.8363844710251395e-06,0.00030800409358342884,1.9425419872046095e-13,0.00022489210417852624,6.820740838353074e-12,5.139032745239035e-13,0.0002157883650403132,1.804705830393922e-11,4.531594576583168e-15,0.00012514190804738373,9.697464765240924e-16,6.907871249150845e-05,5.147804319807221e-16,7.483557168703671e-16,2.7910092153336517e-16,1.531594624599434e-14,1.5984167105612006e-14,4.1344627974915845e-05,8.856200897942197e-16,6.227317635753174e-15,9.231122055574534e-16,6.496784581933454e-15,7.991026769758622e-12,7.373016937257252e-16,6.0464193026535395e-06,5.711891344851115e-15,2.5344864810481934e-05,3.17124873871899e-12,3.3022346257358863e-16,2.322299460142572e-15,2.2141757482957984e-12,3.3409156512308895e-10
5.272383946747643e-06,0.11278957615329073,0.9,0.0,0.0,0.0,0.0,0.09828739613074923,0.000610403610504443,2.427652855759004e-06,1.3526661685192265e-05,3.2409314978532725e-05,8.497864412284967e-07,3.129428086746166e-05,3.42738776608745e-06,6.2206794267005845e-06,0.00019473736521398655,0.000983172340702405,4.646726433055171e-06,4.5473037781298153e-05,1.0930327802741006e-08,8.099831434568382e-08,2.5454946574619347e-08,4.4277482551186805e-09,5.340425927067055e-05,0.00017781842277799986,0.002287529488469234,0.0002670010767811897,0.0006078253910565237,6.357620793551251e-10,0.00019984403950027126,1.8511310271495805e-11,5.7940272966189475e-08,9.492341528429743e-13,1.4171001724896506e-12,1.058232062563919e-12,1.93385601124233e-11,1.8412230662944441e-13,6.777307135577131e-06,0.000311572108477514,1.942137442856652e-13,0.0002281085084646194,6.9162384180528125e-12,5.138971641287934e-13,0.00021909711975563208,1.831834339311003e-11,4.595420989331867e-15,0.00012795879117171818,9.835148603325536e-16,7.075391968902159e-05,5.220146291684175e-16,7.685223052671074e-16,2.8713419569316456e-16,1.5724697994072273e-14,1.640993134932851e-14,4.239638559903049e-05,9.093576458006158e-16,6.3933135419178036e-15,9.47807264528041e-16,6.66962980137843e-15,8.204291328669476e-12,7.5929448501048045e-16,6.309883352161772e-06,5.8748078182759564e-15,2.578131523647512e-05,3.2159154423268514e-12,3.396803625729876e-16,2.388462665704363e-15,2.2453626391090314e-12,3.38797278834029e-10
5.345782706141818e-06,0.11279679277200892,0.9,0.0,0.0,0.0,0.0,0.09826456867922923,0.0006179168678632007,2.427179472073356e-06,1.3464823047961165e-05,3.240232226341718e-05,8.496021196573233e-07,3.119219162830992e-05,3.426653597979173e-06,6.219600781695183e-06,0.00019736971122275186,0.0009970416581859042,4.645879167922342e-06,4.5471592041867746e-05,1.0928196463634728e-08,8.09825199604233e-08,2.544942530274932e-08,4.426937901341181e-09,5.295913856101469e-05,0.0001802821676385922,0.0023186128098011387,0.0002707086139640063,0.0006152356973409313,6.356532536311489e-10,0.00020264124037199776,1.8733609061591457e-11,5.744028074676923e-08,9.487482262581619e-13,1.4166353637970429e-12,1.0544674198069157e-12,1.9568528031812924e-11,1.8253987089530561e-13,6.719592583563215e-06,0.0003151106511965595,1.9417290958912374e-13,0.0002313137310191238,7.011343114649796e-12,5.138822143374982e-13,0.00022239060605719425,1.8588198513842697e-11,4.659231722497921e-15,0.00013079173777625383,9.97280188899438e-16,7.243709643305308e-05,5.292471398317212e-16,7.889060755077538e-16,2.952573475849328e-16,1.613825411874784e-14,1.6839559595867897e-14,4.345619666500378e-05,9.333757832292096e-16,6.56125915457782e-15,9.727283447021019e-16,6.84404173188961e-15,8.420062553444239e-12,7.815304129316872e-16,6.579856065057317e-06,6.039693086984568e-15,2.6220855184509575e-05,3.2605711694529854e-12,3.4925225536634374e-16,2.455424687478808e-15,2.2765418659831677e-12,3.435018361519422e-10
5.419181465535994e-06,0.11280399041201035,0.9,0.0,0.0,0.0,0.0,0.09824177506518578,0.0006254117589417537,2.4267062250594855e-06,1.3404393815018885e-05,3.23952728708372e-05,8.494179983485919e-07,3.1092410095452246e-05,3.42592014217937e-06,6.218526695190197e-06,0.00020000015769882628,0.0010108800071829483,4.645033568432406e-06,4.546942720796976e-05,1.0926065739610709e-08,8.096673013487042e-08,2.5443910029757234e-08,4.4261274686015106e-09,5.2524062516453366e-05,0.00018274533825448855,0.002349604840389677,0.00027441524148221966,0.0006225872787951087,6.355443499777081e-10,0.0002054378196673282,1.8955226651726016e-11,5.695149886812878e-08,9.482612834938702e-13,1.4161489648193464e-12,1.0507833908715432e-12,1.9796499898366087e-11,1.8099297010908864e-13,6.663195603329407e-06,0.00031862038957261785,1.941317469530876e-13,0.00023450777947497007,7.106055553592297e-12,5.138591536503502e-13,0.00022566862257284155,1.8856608248776424e-11,4.723026804414717e-15,0.0001336406864710272,1.0110424657962785e-15,7.412808441357637e-05,5.36477966534783e-16,8.095056475773566e-16,3.0346956651713735e-16,1.6556593544871556e-14,1.7273004506683347e-14,4.452400311302767e-05,9.576732815986054e-16,6.73114595782475e-15,9.978726888495271e-16,7.0200012288206035e-15,8.638329448266055e-12,8.040058568472958e-16,6.856363557669028e-06,6.206534193497762e-15,2.666361330057473e-05,3.3052159400512617e-12,3.5893838947098255e-16,2.523180283630108e-15,2.3077134428505104e-12,3.4820523917902487e-10
5.492580224930169e-06,0.11281116939577769,0.9,0.0,0.0,0.0,0.0,0.09821901462723376,0.0006328883327917851,2.426233120770956e-06,1.3345327939060161e-05,3.2388174524148106e-05,8.492340744367862e-07,3.09948696559286e-05,3.4251873911729476e-06,6.217457110848945e-06,0.00020262873291757082,0.0010246879792220637,4.64418960701535e-06,4.546660253334166e-05,1.0923935657931928e-08,8.095094507118893e-08,2.54384006698403e-08,4.425316973891958e-09,5.209869111413746e-05,0.00018520793550257837,0.0023805077512255306,0.0002781209609567615,0.000629880913854991,6.354353729965957e-10,0.000208233778151659,1.91761652079503e-11,5.647354781820797e-08,9.477735429086026e-13,1.41564282687647e-12,1.0471776408117485e-12,2.002250229704992e-11,1.7948040083137307e-13,6.608072293908965e-06,0.00032210196882155286,1.940903025474716e-13,0.00023769066273663872,7.200376393049314e-12,5.138286514168617e-13,0.00022893097669156415,1.9123557916719168e-11,4.786806262807042e-15,0.0001365055775520865,1.0248016945444386e-15,7.582673135293164e-05,5.437071117909303e-16,8.303196677440604e-16,3.117700597198015e-16,1.697969524120638e-14,1.771021961729529e-14,4.559974865292689e-05,9.822489229159324e-16,6.902965453166423e-15,1.0232375906601203e-15,7.197489500468864e-15,8.85908104014326e-12,8.267172330421873e-16,7.139430766453372e-06,6.3753183014036635e-15,2.7109714340181527e-05,3.349849773645021e-12,3.687380203810899e-16,2.591724261228229e-15,2.33887738334288e-12,3.529074899721552e-10
5.565978984324345e-06,0.11281833003579532,0.9,0.0,0.0,0.0,0.0,0.09819628672627291,0.0006403466366987644,2.4257601637812076e-06,1.3287580526915193e-05,3.238103403795162e-05,8.490503449966706e-07,3.089950381204834e-05,3.424455336814787e-06,6.216391973907147e-06,0.00020525546399735933,0.0010384661493189067,4.643347256971816e-06,4.5463172460590135e-05,1.092180623919939e-08,8.09351649219506e-08,2.5432897135363843e-08,4.4245064351503616e-09,5.168269661367602e-05,0.00018766996024236214,0.002411323643823602,0.0002818257739745185,0.0006371173580015273,6.353263274406907e-10,0.00021102911657828753,1.9396426835315382e-11,5.6006061721223026e-08,9.472851965565608e-13,1.415118649510904e-12,1.0436478397337052e-12,2.024656105106411e-11,1.7800100265021925e-13,6.5541801284349774e-06,0.0003255560123398786,1.9404861709874446e-13,0.00024086239086682987,7.294306323283445e-12,5.137913226211752e-13,0.00023217748412146936,1.9389033542975114e-11,4.850570124820016e-15,0.00013938635271277557,1.0385578786145806e-15,7.753289059359125e-05,5.509345780646626e-16,8.513467988166288e-16,3.2015804402112766e-16,1.7407538287673452e-14,1.815115887430697e-14,4.6683378598185246e-05,1.007101495543315e-15,7.076709186659297e-15,1.0488203678104768e-15,7.376487920440404e-15,9.08230641404231e-12,8.496609726600493e-16,7.42908147546245e-06,6.546032645884437e-15,2.755927927994833e-05,3.394472689347593e-12,3.7865040768204634e-16,2.6610514561726357e-15,2.3700337008057655e-12,3.5760859054501343e-10
5.63937774371852e-06,0.112825472634832,0.9,0.0,0.0,0.0,0.0,0.09817359074466207,0.0006477867164397358,2.4252873574408083e-06,1.3231107938633432e-05,3.2373857422997724e-05,8.488668070715854e-07,3.080624659644784e-05,3.423723970487847e-06,6.215331231119107e-06,0.0002078803769572371,0.0010522150763048947,4.642506492448025e-06,4.545918701059688e-05,1.0919677498505448e-08,8.091938979891299e-08,2.5427399337740512e-08,4.423695867424572e-09,5.127576353789095e-05,0.00019013141331659472,0.002442054551820903,0.0002855296820898692,0.0006442973441686344,6.352172174407554e-10,0.0002138238356884094,1.9616013591685932e-11,5.55486884441566e-08,9.467964108006418e-13,1.414577991666159e-12,1.0401916811125838e-12,2.0468701238813332e-11,1.7655365886960644e-13,6.501477994561403e-06,0.0003289831225051613,1.940067265171673e-13,0.00024402297498423524,7.387846067324817e-12,5.137477322813428e-13,0.0002354079684817741,1.9653021829533997e-11,4.914318417045471e-15,0.00014228295479985873,1.0523110214266133e-15,7.924642072572693e-05,5.581603677735203e-16,8.725857032151826e-16,3.286327356639367e-16,1.7840101731452553e-14,1.859577655630218e-14,4.777483971888759e-05,1.0322297859217116e-15,7.252368690819423e-15,1.074618357465636e-15,7.556977995870802e-15,9.30799463799687e-12,8.728335039159233e-16,7.725338342266997e-06,6.718664420616275e-15,2.8012425429742662e-05,3.439084705880998e-12,3.8867480850716054e-16,2.7311566874393798e-15,2.4011824083113006e-12,3.6230854287000273e-10
5.712776503112696e-06,0.11283259748623628,0.9,0.0,0.0,0.0,0.0,0.09815092608539988,0.0006552086165019356,2.4248147040981796e-06,1.3175867858466042e-05,3.236664997904455e-05,8.48683457697493e-07,3.071503291262973e-05,3.422993283237869e-06,6.214274830703696e-06,0.00021050349677195917,0.0010659353031933405,4.6416672884094006e-06,4.545469214047148e-05,1.0917549446428333e-08,8.090361978063307e-08,2.5421907188221677e-08,4.422885278210567e-09,5.087758855310904e-05,0.0001925922955518954,0.0024727024427388974,0.0002892326868260926,0.0006514215832377346,6.351080456745602e-10,0.00021661793621117784,1.9834927487277764e-11,5.5101089718191365e-08,9.463073332139107e-13,1.4140222860585226e-12,1.0368068917160787e-12,2.0688947188191775e-11,1.751372969313e-13,6.44992621567012e-06,0.00033238388147254286,1.939646624555802e-13,0.000247172427171302,7.480996371211668e-12,5.136983994969624e-13,0.00023862226092603592,1.9915510108110222e-11,4.9780511655462305e-15,0.00014519532760825615,1.066061126350153e-15,8.096718525034127e-05,5.653844832898566e-16,8.940350699939166e-16,3.37193369359557e-16,1.8277364658710503e-14,1.904402781390574e-14,4.8874080111324556e-05,1.057632582694312e-15,7.42993551364241e-15,1.1006289475851217e-15,7.738941586082351e-15,9.536134800279182e-12,8.962312956488122e-16,8.028222922484852e-06,6.893200947014462e-15,2.8469266544325963e-05,3.483685841592385e-12,3.988104873604049e-16,2.8020348256162698e-15,2.4323235186700455e-12,3.6700734888008093e-10
5.786175262506871e-06,0.11283970487424122,0.9,0.0,0.0,0.0,0.0,0.09812829217131785,0.0006626123802676696,2.424342205289608e-06,1.3121819342086298e-05,3.235941637705472e-05,8.485002939185426e-07,3.0625798810412876e-05,3.422263265886997e-06,6.213222722290639e-06,0.0002131248474243956,0.001079627357573379,4.640829620613393e-06,4.544973007258583e-05,1.0915422089893273e-08,8.08878549183296e-08,2.5416420598256663e-08,4.4220746782869255e-09,5.048788026964074e-05,0.00019505260775931502,0.002503269219867355,0.0002929347896766631,0.0006584907646003213,6.349988154281647e-10,0.00021941141886381256,2.0053170490693988e-11,5.4662940452434746e-08,9.458180939480567e-13,1.4134528480112995e-12,1.0334912369905308e-12,2.0907322515349924e-11,1.7375088574601993e-13,6.399486556170378e-06,0.0003357588519613704,1.9392245280089179e-13,0.0002503107603909868,7.573758003880638e-12,5.13643801165837e-13,0.0002418201997940614,2.017648631880949e-11,5.041768395878261e-15,0.00014812341570900273,1.0798081967046602e-15,8.2695052274196e-05,5.726069269424751e-16,9.15693607502741e-16,3.4583919092394635e-16,1.871930631084462e-14,1.9495868141701672e-14,4.998104908228762e-05,1.0833086833918464e-15,7.609401265506461e-15,1.1268495461737006e-15,7.922360688504135e-15,9.766716070062523e-12,9.19850835405486e-16,8.337755693052075e-06,7.069629643650854e-15,2.8929912933650877e-05,3.528276114469911e-12,4.0905671431893973e-16,2.8736807804568045e-15,2.4634570444418726e-12,3.7170501047039663e-10
5.859574021901047e-06,0.11284679507427246,0.9,0.0,0.0,0.0,0.0,0.09810568844428956,0.000669998050170305,2.423869861900817e-06,1.3068922843873021e-05,3.235216073194896e-05,8.483173128036858e-07,3.053848170482525e-05,3.4215339091296234e-06,6.2121748568674675e-06,0.00021574445195532554,0.0010932917520235354,4.639993465581853e-06,4.544433959702147e-05,1.0913295432893805e-08,8.08720952414413e-08,2.5410939480008584e-08,4.421264078148918e-09,5.0106358978370485e-05,0.00019751235073488282,0.002533756724233187,0.00029663599210644133,0.0006655055567725529,6.348895298418206e-10,0.00022220428435175356,2.027074454261878e-11,5.4233928527229455e-08,9.453288038191025e-13,1.4128708828524077e-12,1.0302425339766425e-12,2.1123850154408474e-11,1.7239343548586575e-13,6.350122213769632e-06,0.0003391085780271459,1.9388012210783332e-13,0.0002534379884116142,7.666131761207964e-12,5.135843753997069e-13,0.00024500163029013693,2.043593899244038e-11,5.10547013311094e-15,0.00015106716430561364,1.0935522357599225e-15,8.442989423308884e-05,5.798277010181707e-16,9.375600161504722e-16,3.545694401975142e-16,1.916590589135002e-14,1.995125315374254e-14,5.109569704625863e-05,1.1092568833253646e-15,7.790757541181946e-15,1.1532775683726765e-15,8.107217348091766e-15,9.999727596968227e-12,9.436885970061332e-16,8.653956074361085e-06,7.247937846861043e-15,2.939447157113964e-05,3.5728555421574582e-12,4.194127546466823e-16,2.9460894282931584e-15,2.494582997946075e-12,3.7640152949975353e-10
5.932972781295222e-06,0.11285386835325686,0.9,0.0,0.0,0.0,0.0,0.09808311436445989,0.000677365667825721,2.42339767430265e-06,1.3017140227613396e-05,3.234488666699921e-05,8.481345114616703e-07,3.0453020546120308e-05,3.4208052036122365e-06,6.2111311867274835e-06,0.00021836233251067247,0.0011069289845381698,4.639158800573256e-06,4.5438556349573325e-05,1.0911169477102081e-08,8.085634076257616e-08,2.5405463746916466e-08,4.420453479436079e-09,4.9732756338504316e-05,0.00019997152526012875,0.002564166736623396,0.0003003362955527763,0.0006724666080481491,6.347801903488859e-10,0.00022499653336884926,2.0487651551082193e-11,5.381375487817721e-08,9.448395614872512e-13,1.4122774987695742e-12,1.0270586561034021e-12,2.1338552346913237e-11,1.710639980252854e-13,6.301797801208528e-06,0.0003424335858150425,1.9383769198794423e-13,0.00025655412573905804,7.758118454938905e-12,5.135205246693993e-13,0.0002481664041854161,2.069385720508652e-11,5.169156401845985e-15,0.000154026519114552,1.1072932467371266e-15,8.617158764032686e-05,5.870468077632071e-16,9.596330229056522e-16,3.633833759427601e-16,1.9617142621297114e-14,2.0410139377270887e-14,5.221797543385956e-05,1.135475978776899e-15,7.973995942319024e-15,1.1799104825052197e-15,8.293493978768546e-15,1.0235158539677227e-11,9.67741098748606e-16,8.976842451378564e-06,7.428113022653613e-15,2.986304619942579e-05,3.6174241419671902e-12,4.2987788109907645e-16,3.019255697866283e-15,2.5257013912705433e-12,3.8109690779206293e-10
6.006371540689398e-06,0.11286092496993179,0.9,0.0,0.0,0.0,0.0,0.09806056940949773,0.0006847152741428353,2.4229256424665332e-06,1.296643476355551e-05,3.2337597370819185e-05,8.47951887046835e-07,3.0369355947807033e-05,3.420077139998715e-06,6.21009166541898e-06,0.0002209785103862443,0.0011205395389611628,4.6383256035550615e-06,4.543241306728134e-05,1.0909044222397041e-08,8.084059148074865e-08,2.5399993313737225e-08,4.419642888665588e-09,4.936681502994664e-05,0.00020243013210256448,0.0025945009796362354,0.00030403570142652583,0.000679374547177761,6.346707993217634e-10,0.00022778816659756908,2.0703893392985866e-11,5.34021325481301e-08,9.443504548979597e-13,1.4116737135380722e-12,1.0239375313449874e-12,2.1551450685864905e-11,1.6976166318223104e-13,6.254479319607863e-06,0.0003457343842921501,1.937951814503991e-13,0.0002596591875555234,7.84971891212127e-12,5.134526186910988e-13,0.00025131437954247117,2.0950230562152135e-11,5.232827226234831e-15,0.0001570014262662101,1.1210312328093727e-15,8.792001285768043e-05,5.942642493846828e-16,9.819113794642453e-16,3.7228027138228133e-16,2.007299592764992e-14,2.0872483680874144e-14,5.334783661018586e-05,1.1619647778306686e-15,8.159108153444632e-15,1.2067457767354748e-15,8.481173131498311e-15,1.0472998164118363e-11,9.920048853938402e-16,9.306432193844663e-06,7.610142775810074e-15,3.0335737433162423e-05,3.661981930892095e-12,4.404513744177039e-16,3.0931745739221597e-15,2.556812236280329e-12,3.85791147137644e-10
