Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013)
6.882792508958776e-10,0.11224539291145115,0.9,0.0,0.0,0.0,0.0,0.09999981498677933,4.749879287257593e-08,4.541317891834814e-08,3.266001278870942e-08,3.279772682038515e-08,2.7181254836264818e-08,2.8394169445120605e-08,2.830212064993964e-08,2.8296430200052214e-08,2.528396901615791e-08,2.531227671359989e-08,2.2837004453809428e-08,2.293907753976919e-08,2.0446521788019694e-10,1.324839891967479e-09,6.850449986621356e-10,1.2294046786969587e-10,7.247355367871477e-10,2.90472435275759e-10,5.356901654454954e-10,3.301793499486852e-10,4.197807820625674e-11,5.104245367495837e-12,1.0419281944378287e-10,1.4726460127609454e-15,3.391359257089624e-13,9.820716772364513e-16,7.308329058300341e-16,9.816126423009683e-16,1.3653906447374175e-18,4.683925860088025e-18,5.1721614536737e-13,1.4388360860998908e-13,1.9650231797133395e-16,1.871975377369051e-11,5.802541787819953e-19,2.5921011841110787e-16,9.06956451755012e-12,7.751831159778626e-19,5.682776870712875e-21,5.322625062082863e-16,5.127639127770661e-22,8.201971131871842e-19,8.527207949394687e-22,1.5471195031697579e-24,6.096006532575944e-28,1.5102694509664537e-24,1.4082504066216692e-27,1.401273623337722e-19,3.707206579603079e-26,8.166131344931456e-25,3.429336954865773e-29,7.560820666456404e-28,7.7577478384606185e-22,8.131328472469938e-28,2.3984233363814915e-24,5.990762232537411e-28,3.5720185173801975e-16,3.971133110716609e-18,1.4604124546418048e-29,3.217368705557611e-28,2.234389316938926e-18,3.3713408376506465e-16
7.168308983163162e-10,0.11224539378546684,0.9,0.0,0.0,0.0,0.0,0.09999980731190868,4.94741295621081e-08,4.727116375241709e-08,3.4011408026714966e-08,3.4160718494371e-08,2.8284715066614847e-08,2.9573646015254554e-08,2.9473824396454747e-08,2.9467673605217817e-08,2.6332813602362886e-08,2.636351122440238e-08,2.3781946861436177e-08,2.3892656377077757e-08,2.1283065572248964e-10,1.3869618662746314e-09,7.182171661829177e-10,1.28677180195768e-10,7.889563616121215e-10,3.1795369093611055e-10,5.809172456026226e-10,3.579615178007688e-10,4.553469598863709e-11,5.3199648640306285e-12,1.131940099807301e-10,1.5338898023256083e-15,3.790360543335162e-13,1.0228845883776032e-15,7.612140446626576e-16,1.0223887836779272e-15,1.4810757874325337e-18,4.9103239234316335e-18,5.521035670740177e-13,1.633090078394764e-13,2.0466850668004252e-16,2.0306043924775717e-11,6.294248895226965e-19,2.6998565234772107e-16,9.838192635875038e-12,8.408808996292612e-19,6.160940921237934e-21,5.779938900998151e-16,5.570614966750323e-22,9.268714154567398e-19,9.33395682219772e-22,1.6783846245940883e-24,6.887199398405961e-28,1.7058933960892835e-24,1.656099857087398e-27,1.5850881229195346e-19,4.1949621439911924e-26,9.310458079415061e-25,4.0412500648987156e-29,8.977346320339856e-28,8.768048319636002e-22,9.186761697173173e-28,2.9390867304288822e-24,7.045210979575684e-28,3.880955284005133e-16,4.3055226951224304e-18,1.7210218819505443e-29,3.820191779410678e-28,2.4430751877500922e-18,3.6862184147619263e-16
7.453825457367548e-10,0.11224539466000533,0.9,0.0,0.0,0.0,0.0,0.0999997996370343,5.1449860839311966e-08,4.912771026346599e-08,3.536253061726637e-08,3.5523902303239327e-08,2.9386705396711774e-08,3.075325031634536e-08,3.064533942139714e-08,3.0638712745146333e-08,2.7381658072520496e-08,2.7414843196162657e-08,2.4726698652363054e-08,2.4846394631752902e-08,2.2118961761950657e-10,1.4490404161085789e-09,7.513572586841564e-10,1.3440665205379503e-10,8.559111647350652e-10,3.4668726098411535e-10,6.279691491841173e-10,3.868571372313115e-10,4.9236055327504605e-11,5.535649668160671e-12,1.2256771319969147e-10,1.5951458154398218e-15,4.215546956541366e-13,1.0637032458431816e-15,7.916002574224466e-16,1.0631693340019152e-15,1.6014689517396452e-18,5.146342545831894e-18,5.886707439018428e-13,1.8441831396211393e-13,2.1283584654039053e-16,2.1956918862203878e-11,6.805975750703434e-19,2.8076298771638105e-16,1.0638125097162226e-11,9.092544853516208e-19,6.658268825289823e-21,6.256927303967612e-16,6.031923471478122e-22,1.0424561037959183e-18,1.0177469198707469e-21,1.8150142941976863e-24,7.744105293344925e-28,1.917692147709555e-24,1.9352714538667726e-27,1.784590300513832e-19,4.7237481950354846e-26,1.055726067221539e-24,4.73161272248389e-29,1.0584320753502445e-27,9.862320606166868e-22,1.0329867529430785e-27,3.573150186088351e-24,8.232933866163482e-28,4.2035270050050954e-16,4.653323517681091e-18,2.015046736438357e-29,4.504073156618965e-28,2.6611436643480446e-18,4.015253178953472e-16
7.739341931571934e-10,0.11224539553506625,0.9,0.0,0.0,0.0,0.0,0.0999997919621561,5.342598663533021e-08,5.098282084477403e-08,3.6713380615699674e-08,3.6887277896142234e-08,3.04872305486675e-08,3.193298227771974e-08,3.181666552568322e-08,3.180954765023983e-08,2.8430502426630294e-08,2.8466272713361843e-08,2.5671259865031403e-08,2.5800292267820052e-08,2.2954211434777512e-10,1.5110742888157542e-09,7.844625873643944e-10,1.4012878537964532e-10,9.255973281065492e-10,3.7667155192742604e-10,6.768450676025861e-10,4.1686534670216267e-10,5.308217189204035e-11,5.75129975615704e-12,1.3231386908999618e-10,1.656414049964752e-15,4.66724708594412e-13,1.1045276391254667e-15,8.219915429615303e-16,1.1039542908279617e-15,1.7265706461380588e-18,5.3919725123169404e-18,6.269874894349932e-13,2.0728168569978634e-13,2.210043354503172e-16,2.3672387643066308e-11,7.33772515666097e-19,2.9154212411057147e-16,1.1469367130138607e-11,9.803043194033372e-19,7.174745757864293e-21,6.753720548434509e-16,6.511561708261285e-22,1.1673165541058005e-18,1.1057698318106817e-21,1.957010859938366e-24,8.669354397453425e-28,2.146304421070087e-24,2.2482922904431296e-27,2.000477833412001e-19,5.295224576017578e-26,1.1910902227352071e-24,5.506858634262303e-29,1.2398054477542834e-27,1.1043897432491921e-21,1.1564156673909633e-27,4.312227888753492e-24,9.564686260713918e-28,4.539864050453731e-16,5.014525201224265e-18,2.3452281235919276e-29,5.275956537757342e-28,2.888587634322914e-18,4.3584343985021826e-16
8.02485840577632e-10,0.11224539641064925,0.9,0.0,0.0,0.0,0.0,0.099999784287274,5.5402506881315234e-08,5.2836497523638945e-08,3.806395807735379e-08,3.82508449232674e-08,3.158629459020848e-08,3.311284182872374e-08,3.2987802510777577e-08,3.298017835089787e-08,2.9479346664691814e-08,2.9517799860395893e-08,2.6615630537874765e-08,2.6754349249273427e-08,2.37888155035744e-10,1.5730625976186473e-09,8.175311012458855e-10,1.4584351502502263e-10,9.98012220531649e-10,4.079049529006066e-10,7.275441937332296e-10,4.479852859872622e-10,5.7073061342753046e-11,5.966915030588034e-12,1.4243241764029703e-10,1.7176945037618675e-15,5.145761022735136e-13,1.145357757747753e-15,8.523879001310456e-16,1.1447436517117667e-15,1.8563813788246904e-18,5.647204561657488e-18,6.671235357663348e-13,2.3196921436429205e-13,2.291739713139665e-16,2.545245930785505e-11,7.88949991036427e-19,3.023230611234239e-16,1.2331923962350369e-11,1.0540308479416537e-18,7.710356916530659e-21,7.270453975881802e-16,7.0095267433409815e-22,1.301819357212838e-18,1.197459690949882e-21,2.1043766705517278e-24,9.665577868090624e-28,2.3923685329335617e-24,2.5977865181497895e-27,2.233456962643974e-19,5.911051416404389e-26,1.337573954233404e-24,6.373674874904304e-29,1.4435517160633363e-27,1.2316109453744647e-21,1.2893141271568878e-27,5.1688600268923074e-24,1.1051636912545558e-27,4.890101942334145e-16,5.389117384433771e-18,2.7144151736660945e-29,6.143066435240526e-28,3.1253999470392045e-18,4.715751284000471e-16
8.310374879980706e-10,0.11224539728675385,0.9,0.0,0.0,0.0,0.0,0.09999977661238789,5.737942150842921e-08,5.468874206692056e-08,3.9414263057570565e-08,3.9614603035703296e-08,3.2683901088030594e-08,3.429282889872272e-08,3.415875017861091e-08,3.4150604877517536e-08,3.052819078670457e-08,3.05694247215753e-08,2.755981070931898e-08,2.7708565540076145e-08,2.462277476390648e-10,1.6350047158483863e-09,8.505612378218618e-10,1.515507987737731e-10,1.0731532032687977e-09,4.4038584178139155e-10,7.80065721715901e-10,4.802160959845106e-10,6.120873933148136e-11,6.182495442324971e-12,1.5292329873522938e-10,1.7789871746929432e-15,5.651362622107884e-13,1.1861935912603126e-15,8.82789327781138e-16,1.1855374142096992e-15,1.990901657714142e-18,5.912029406069313e-18,7.091485332480733e-13,2.585509235914998e-13,2.3734475204087936e-16,2.729714288050882e-11,8.461302803945367e-19,3.1310579834771815e-16,1.3225800820161952e-11,1.1304345170225769e-18,8.265087518193957e-21,7.807267987151656e-16,7.525815637806931e-22,1.4463323640717729e-18,1.2928117371456812e-21,2.257114075550465e-24,1.0735407839614818e-27,2.6565224014296405e-24,2.986475238600761e-27,2.484242820012282e-19,6.572889141077476e-26,1.4956123211959234e-24,7.339001881049954e-29,1.6714336324792238e-27,1.3682285245573971e-21,1.4320334900542825e-27,6.156548435544094e-24,1.2705367514273658e-27,5.254381348813787e-16,5.777089719561822e-18,3.1255650443611917e-29,7.112907632656269e-28,3.3715734288480113e-18,5.087193011311908e-16
8.595891354185091e-10,0.11224539816337979,0.9,0.0,0.0,0.0,0.0,0.09999976893749764,5.935673044784403e-08,5.653955605127337e-08,4.0764295611694655e-08,4.09785518853382e-08,3.378005322253986e-08,3.547294341710136e-08,3.532950833153759e-08,3.5320827260493386e-08,3.157703479266805e-08,3.1621147381125055e-08,2.8503800417782104e-08,2.8662941104160278e-08,2.545608992568619e-10,1.6969002065633256e-09,8.835518110165312e-10,1.572506107885047e-10,1.1510176336493348e-09,4.741125891444059e-10,8.344088468119881e-10,5.135569185904107e-10,6.548922150139625e-11,6.39804099113382e-12,1.6378645215505036e-10,1.84029206062005e-15,6.184301589010207e-13,1.2270351292373705e-15,9.13195824760964e-16,1.2263355758787947e-15,2.13013199043877e-18,6.18643774395055e-18,7.531320503872459e-13,2.8709676922032176e-13,2.4551667554538865e-16,2.9206447368452947e-11,9.053136624415998e-19,3.2389033537588316e-16,1.4151002928755029e-11,1.2095157726007846e-18,8.83892279693744e-21,8.364308037817408e-16,8.060425447579909e-22,1.6012247309046234e-18,1.391821188809077e-21,2.4152254252236656e-24,1.1881477423084615e-27,2.9394035458250027e-24,3.4171763960012665e-27,2.7535597546806376e-19,7.282398484516134e-26,1.665639773395368e-24,8.410033453959901e-29,1.9252796092596896e-27,1.5145751302825833e-21,1.5849252577022336e-27,7.2897922525499e-24,1.4537872263457215e-27,5.632848078574482e-16,6.178431870912747e-18,3.581742927157289e-29,8.19326466496579e-28,3.627100891382718e-18,5.472748734089699e-16
8.881407828389477e-10,0.11224539904052667,0.9,0.0,0.0,0.0,0.0,0.0999997612626032,6.133443363074129e-08,5.838894091511164e-08,4.2114055795073634e-08,4.234269112478211e-08,3.4874753876237204e-08,3.665318531326362e-08,3.650007677231549e-08,3.649084553021752e-08,3.262587868258176e-08,3.2672967923184594e-08,2.944759970167445e-08,2.961747590542696e-08,2.6288761636573975e-10,1.7587487704742639e-09,9.16501924792742e-10,1.6294293683818276e-10,1.23160286771375e-09,5.090835611190389e-10,8.905727652952649e-10,5.480068966071842e-10,6.991452348700327e-11,6.613551651144914e-12,1.750218176389951e-10,1.901609159405568e-15,6.744805399712374e-13,1.2678823612747692e-15,9.436073899186957e-16,1.2671381342767594e-15,2.2740728843487725e-18,6.4704202691588295e-18,7.991435738092526e-13,3.1767663923971223e-13,2.536897397461516e-16,3.118038176263508e-11,9.665004153678693e-19,3.3467667179999846e-16,1.5107535512127475e-11,1.291275060529544e-18,9.431848002424017e-21,8.94172463360948e-16,8.613353226529834e-22,1.766866964277376e-18,1.4944832512943823e-21,2.5787130706361333e-24,1.3106420705960235e-27,3.2416490864310533e-24,3.8928046697300866e-27,3.0421416593292986e-19,8.041240482813575e-26,1.848090157844709e-24,9.594216722604943e-29,2.206983589980226e-27,1.670983203861831e-21,1.7483410756134953e-27,8.58412358748634e-24,1.6561557425169177e-27,6.025653075198957e-16,6.593133513717461e-18,4.086122036745222e-29,9.392201284019352e-28,3.891975137951231e-18,5.872407593422745e-16
9.452440776798249e-10,0.11224540079638175,0.9,0.0,0.0,0.0,0.0,0.09999974591280134,6.529102245175842e-08,6.208342855335497e-08,4.481275927100064e-08,4.5071539386824744e-08,3.70598111444861e-08,3.901405095665158e-08,3.884064373033555e-08,3.8830269851466424e-08,3.4723566114257645e-08,3.477690299096338e-08,3.133462714934938e-08,3.152702307495793e-08,2.7952177079467004e-10,1.882304398892035e-09,9.822782852841855e-10,1.7430511325693272e-10,1.4009251744056785e-09,5.827516324474591e-10,1.0083597721331586e-09,6.202308942350771e-10,7.919964940000319e-11,7.0444681460463246e-12,1.9860894348994313e-10,2.02427998700286e-15,7.949316436744041e-13,1.3495938660124231e-15,1.0044457201556414e-15,1.3487564314934629e-15,2.576088383715321e-18,7.06707066878422e-18,8.975281767244084e-13,3.8521766518632646e-13,2.700392819307654e-16,3.532217615130418e-11,1.094885144070282e-18,3.562547412026502e-16,1.7114612993276964e-11,1.4628295163442023e-18,1.0674909263709266e-20,1.0158314707102737e-15,9.774150894177183e-22,2.1318900784723835e-18,1.7107459978988923e-21,2.92182665681261e-24,1.5803469599983257e-27,3.906779843807653e-24,4.9909843176243594e-27,3.680085619517251e-19,9.713568036593936e-26,2.2519921106982163e-24,1.2333093256083835e-28,2.8618681837015367e-27,2.015312479586394e-21,2.1081521642724544e-27,1.1723556243649817e-23,2.123415176878361e-27,6.854907284479963e-16,7.462574024692273e-18,5.252716837105559e-29,1.2179461004340349e-27,4.449735183649293e-18,6.713991266832272e-16
9.999999999999999e-10,0.11224540255431616,0.9,0.0,0.0,0.0,0.0,0.09999973119397436,6.908644617893148e-08,6.562069052632358e-08,4.739950324267422e-08,4.768892295408104e-08,3.914962111663875e-08,4.127834510068879e-08,4.108428098771759e-08,4.107275987543113e-08,3.673502246691366e-08,3.679471924738684e-08,3.3143368709100057e-08,3.3358671381431925e-08,2.9544802841738326e-10,2.0006031435331566e-09,1.0451930747856733e-09,1.8517208260552197e-10,1.573478913465167e-09,6.580473413451427e-10,1.128136134824695e-09,6.936431939732041e-10,8.864731122214519e-11,7.457539132184016e-12,2.226240898842702e-10,2.1419539826778433e-15,9.209962013209037e-13,1.4279676920694526e-15,1.0628021668957424e-15,1.427036096318384e-15,2.883390775345575e-18,7.675058150941483e-18,1.0002612049649827e-12,4.58402431771465e-13,2.8572099778294646e-16,3.95366092535712e-11,1.2255215280899941e-18,3.769525458501311e-16,1.9156943172462283e-11,1.6373974347538992e-18,1.1938422797987729e-20,1.1403240164106626e-15,1.0956013886258247e-21,2.526462913832686e-18,1.9317869877460365e-21,3.2710592982396013e-24,1.8715395210596172e-27,4.624421336500238e-24,6.247576142561734e-27,4.372607536115678e-19,1.1521036087601325e-25,2.690791430899152e-24,1.5473469310020344e-28,3.617143833527925e-27,2.3869931688118713e-21,2.496638628436676e-27,1.553781726609021e-23,2.6580914297687284e-27,7.705741871331618e-16,8.346347016996956e-18,6.590362918145392e-29,1.53940847017245e-27,5.019600123744798e-18,7.573840009852121e-16
1.002347372520702e-09,0.11224540255431616,0.9,0.0,0.0,0.0,0.0,0.0999997305629816,6.924918742112839e-08,6.577221500140774e-08,4.751037392818849e-08,4.780114505513518e-08,3.92390922657739e-08,4.1375425264504724e-08,4.118044948198409e-08,4.11688780843509e-08,3.682125308172769e-08,3.688123059631816e-08,3.322089335947137e-08,3.3437206759261034e-08,2.9613025603997483e-10,2.0056706798946018e-09,1.0478867294736808e-09,1.8563733129264865e-10,1.581099005180706e-09,6.613769641315308e-10,1.1334203298882893e-09,6.968812471104821e-10,8.90642419733064e-11,7.475244492386267e-12,2.2368419314427212e-10,2.1469996403899013e-15,9.266334748320242e-13,1.4313280226121079e-15,1.0653043092577014e-15,1.4303922863348323e-15,2.8969522089749596e-18,7.701906273778153e-18,1.0048565983940657e-12,4.617317487460596e-13,2.8639336201841505e-16,3.9722597645733006e-11,1.2312866818422478e-18,3.7784000328533568e-16,1.924707503187916e-11,1.6451014492611455e-18,1.1994153571535969e-20,1.145834308447177e-15,1.1008185019019061e-21,2.5443944748572058e-18,1.9415615589710786e-21,3.2864736580869188e-24,1.8847646738061197e-27,4.657003661370655e-24,6.3062622530175325e-27,4.40414907748079e-19,1.1603165971496046e-25,2.7107770239449296e-24,1.5620273920462383e-28,3.652544541285835e-27,2.4038717213118957e-21,2.5142828013424547e-27,1.5721118951744325e-23,2.6830625439042996e-27,7.743454011815574e-16,8.385328845122326e-18,6.65289533105561e-29,1.5544760164006314e-27,5.0447959875549195e-18,7.611857152913881e-16
1.0594506673615792e-09,0.11224540431432692,0.9,0.0,0.0,0.0,0.0,0.09999971521314333,7.320892798865473e-08,6.945530970854068e-08,5.020690020951871e-08,5.0531505371822764e-08,4.1412614934062146e-08,4.373730767275011e-08,4.351949246193305e-08,4.350667047191759e-08,3.891893958498714e-08,3.89859514092911e-08,3.510639863904419e-08,3.534802666843658e-08,3.12713114646782e-10,2.1288472499062355e-09,1.1133252836802469e-09,1.9693963413832407e-10,1.7721032932859685e-09,7.449464789556486e-10,1.2657480386866442e-09,7.779511250168807e-10,9.950842597124085e-11,7.905880463858964e-12,2.5024708228450257e-10,2.269768102476613e-15,1.0697043777893236e-12,1.5130847484763874e-15,1.1261831479749453e-15,1.5120456792865853e-15,3.23666840877909e-18,8.374852933923639e-18,1.1216817885852956e-12,5.47775554050147e-13,3.0275196348555147e-16,4.4381717583380697e-11,1.3757072359079502e-18,3.994324547721611e-16,2.150496337719743e-11,1.8380944224468343e-18,1.3389463393888552e-20,1.2843195156312925e-15,1.2315431921058802e-21,3.0073974014639636e-18,2.1868915587397244e-21,3.672672910834269e-24,2.2260059939937384e-27,5.497403150681728e-24,7.865427460596493e-27,5.220579906448875e-19,1.37233331749101e-25,3.2278943091928623e-24,1.952445274244207e-28,4.5965098883686935e-27,2.8393129718238948e-21,2.9695513400432505e-27,2.0741896716679984e-23,3.3465018485980384e-27,8.692685095797959e-16,9.361315706725068e-18,8.31593139117608e-29,1.956260467013196e-27,5.6771000297070345e-18,8.565918461193518e-16
1.1165539622024564e-09,0.11224540607641108,0.9,0.0,0.0,0.0,0.0,0.09999969986328582,7.717024360429675e-08,7.313272178642675e-08,5.290233855791694e-08,5.326261758723392e-08,4.3580395790271285e-08,4.609969761762373e-08,4.5857771110090966e-08,4.584364725717309e-08,4.101662562403093e-08,4.109106609856388e-08,3.699114329494777e-08,3.7259482512095054e-08,3.292703876399674e-10,2.251834069619995e-09,1.178592973558438e-09,2.0821208669651304e-10,1.973917028809028e-09,8.334471237239958e-10,1.4053365104104485e-09,8.634337088487138e-10,1.105323260197115e-10,8.336375860853374e-12,2.782971255769129e-10,2.3925853561777703e-15,1.22424103478444e-12,1.5948639612545357e-15,1.187082227041845e-15,1.5937165908451396e-15,3.595241027271772e-18,9.08583669906116e-18,1.2485553939963252e-12,6.439046650838615e-13,3.191150698579771e-16,4.929960704074517e-11,1.5281490053999836e-18,4.2103209238169737e-16,2.3888319759457584e-11,2.0418119974368516e-18,1.486072138984535e-20,1.431433668402051e-15,1.3695867869781665e-21,3.523942017279298e-18,2.4466976918337224e-21,4.0804432637766545e-24,2.6061832619201856e-27,6.43305455489462e-24,9.696806431095683e-27,6.135809833760303e-19,1.6087373203856464e-25,3.8067839516232344e-24,2.4118374475881958e-28,5.712297225573489e-27,3.324284950758715e-21,3.476778444295432e-27,2.697093064854625e-23,4.125792220276061e-27,9.704074002524219e-16,1.0390452475087703e-17,1.0272826665971124e-28,2.4311914966918634e-27,6.346589860128683e-18,9.576088506791238e-16
1.1736572570433335e-09,0.11224540784056576,0.9,0.0,0.0,0.0,0.0,0.09999968451340849,8.113313371816956e-08,7.680446013787303e-08,5.559668941635233e-08,5.5994478959601686e-08,4.574245079980546e-08,4.8462594535670384e-08,4.819528387154057e-08,4.817980868308401e-08,4.3114311198853724e-08,4.319657533146149e-08,3.887512763393824e-08,3.917157399935869e-08,3.4580211510385743e-10,2.374631295013626e-09,1.2436894516584352e-09,2.1945476614410089e-10,2.186519259982464e-09,9.268658739606339e-10,1.5521793682671925e-09,9.533221903663285e-10,1.221360666062747e-10,8.766730346417132e-12,3.078338368139743e-10,2.5154513844129873e-15,1.3903217557403427e-12,1.6766655788320408e-15,1.2480015371773272e-15,1.6754050015176067e-15,3.972674104092145e-18,9.834783823679905e-18,1.3860277619011588e-12,7.506735888055682e-13,3.35482664708746e-16,5.447633683411868e-11,1.6886141813827784e-18,4.4263891282699835e-16,2.6397185889815767e-11,2.25625773413316e-18,1.6407810405362154e-20,1.5873313657588168e-15,1.5149469091167602e-21,4.09709881923663e-18,2.7209417370810383e-21,4.5098035779613736e-24,3.027410377387102e-27,7.469027751733249e-24,1.1830259743193374e-26,7.15646476975434e-19,1.870859432217336e-25,4.4508766294809e-24,2.9478833956446165e-28,7.01947135034009e-27,3.8614330567712004e-21,4.038787091503854e-27,3.461436243366846e-23,5.0336465154972046e-27,1.077917565051743e-15,1.1472657146699275e-17,1.2556310457190798e-28,2.9876009493119467e-27,7.053208104803083e-18,1.0642280719439417e-15
1.2307605518842107e-09,0.11224540960678799,0.9,0.0,0.0,0.0,0.0,0.09999966916351066,8.509759778054394e-08,8.047053357015173e-08,5.8289953227837036e-08,5.8727086754780804e-08,4.7898795532692246e-08,5.082599786374373e-08,5.053202919643899e-08,5.05151549925768e-08,4.5211996309449955e-08,4.530247977395596e-08,4.075835196264804e-08,4.1084300838863336e-08,3.6230833669257794e-10,2.497239163799068e-09,1.3086147216742845e-09,2.3066775310505086e-10,2.4098890947301857e-09,1.0251897386128588e-09,1.7062702464534278e-09,1.0476097719783289e-09,1.3431977208021254e-10,9.196943588556313e-12,3.3885672879689565e-10,2.6383661701067244e-15,1.5680092972964326e-12,1.7584895193226751e-15,1.3089410690848302e-15,1.7571108918217923e-15,4.368971674376855e-18,1.0621620772359767e-17,1.5346479436026435e-12,8.686357580757563e-13,3.5185473165657677e-16,5.991197752032654e-11,1.857104946875512e-18,4.642529128156219e-16,2.903160346032654e-11,2.4814351908013754e-18,1.803061346952648e-20,1.752175215384702e-15,1.6676211761910961e-21,4.729967065252017e-18,3.0095855713161763e-21,4.960772726739787e-24,3.4918027976919605e-27,8.610386262940993e-24,1.4297178672484823e-26,8.289375108945554e-19,2.160030938792438e-25,5.163593683207304e-24,3.5686675057466877e-28,8.53862448916731e-27,4.453399371665546e-21,4.6584025753326416e-27,4.3900579590700135e-23,6.083429931048619e-27,1.1919626236161956e-15,1.2607847846314745e-17,1.5200839423863018e-28,3.634258647015565e-27,7.796897476818303e-18,1.1764408660300485e-15
1.2878638467250879e-09,0.11224541137507493,0.9,0.0,0.0,0.0,0.0,0.09999965381359183,8.906363524184648e-08,8.413095086259901e-08,6.098213043542568e-08,6.146043824606971e-08,5.00494453446744e-08,5.3189907039006227e-08,5.286800553995565e-08,5.284968642853788e-08,4.7309680955813725e-08,4.7408780090669855e-08,4.2640816587585894e-08,4.299766273876003e-08,3.7878909193446414e-10,2.619657927701496e-09,1.3733689600017666e-09,2.418511266447682e-10,2.6440057005918495e-09,1.1284057625846248e-09,1.8676027899327414e-09,1.14628966660524e-09,1.4708356665260735e-10,9.627015335097449e-12,3.713653132753471e-10,2.761329696188289e-15,1.7573532723179584e-12,1.8403357010631603e-15,1.3699008134523552e-15,1.8388342422861966e-15,4.7841377687624915e-18,1.1446274219505423e-17,1.6949636978774963e-12,9.983435345794084e-13,3.682312543647863e-16,6.560659939744824e-11,2.0336234768744684e-18,4.858740890496465e-16,3.179161414391096e-11,2.71734792406804e-18,1.9729013792212024e-20,1.926135819515414e-15,1.8276072006456504e-21,5.425676193304268e-18,3.31259117681841e-21,5.43336959574598e-24,4.0014775366917184e-27,9.862187259343681e-24,1.7130481790930252e-26,9.541586003467338e-19,2.477583587971821e-25,5.9483471953899575e-24,4.28267900094755e-28,1.0291372257004541e-26,5.102822663800732e-21,5.338452508471277e-27,5.508136151270801e-23,7.289158611467681e-27,1.3127143059666936e-15,1.3795942825304301e-17,1.8242597437971761e-28,4.3803707072295094e-27,8.577600782408402e-18,1.2942386031083214e-15
1.344967141565965e-09,0.11224541314542358,0.9,0.0,0.0,0.0,0.0,0.09999963846365134,9.303124555265941e-08,8.778572077446965e-08,6.367322148221482e-08,6.419453071412386e-08,5.2194415454019276e-08,5.5554321498929004e-08,5.520321136227115e-08,5.5183403233813524e-08,4.94073651379389e-08,4.951547694488006e-08,4.452252181513693e-08,4.491165940671665e-08,3.952444202674314e-10,2.7418878446094323e-09,1.4379524393401984e-09,2.530049645568519e-10,2.888848302126202e-09,1.2365010261245216e-09,2.0361706543407918e-09,1.24935509764941e-09,1.6042757439641575e-10,1.0056945322625078e-11,4.053591010279006e-10,2.884341945591829e-15,1.958392181897767e-12,1.9222040426105762e-15,1.43088076095252e-15,1.9205750334500097e-15,5.218176413387993e-18,1.2308671040208977e-17,1.8675214944957316e-12,1.1403482118241026e-12,3.8461221654076974e-16,7.156027250552091e-11,2.218171938374852e-18,5.075024382256923e-16,3.467725959432484e-11,2.963999488917921e-18,2.1502894763561058e-20,2.109391760847481e-15,1.994902590095858e-21,6.187387236444482e-18,3.629920639515615e-21,5.927613082875616e-24,4.5585531638655e-27,1.1229481569162971e-23,2.0364611584059768e-26,1.092036760795525e-18,2.8248495875194036e-25,6.80853998508659e-24,5.098811857615805e-28,1.2300349411437054e-26,5.812338391851467e-21,6.08176682539225e-27,6.843302631687926e-23,8.665498262687672e-27,1.440352435150167e-15,1.5036860461289815e-17,2.1719495375626754e-28,5.235577771259817e-27,9.395260918044188e-18,1.417612666965271e-15
