Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165)
1.3836941225544155e-10,0.11224537617488896,0.9,0.0,0.0,0.0,0.0,0.09999996280569218,9.525882713729126e-09,9.328457398482154e-09,6.58184247533113e-09,6.58184247533113e-09,5.628361430066552e-09,5.7007383434701785e-09,5.700583002452461e-09,5.700583002452461e-09,5.0830123711215976e-09,5.0830123711215976e-09,4.6022489000271294e-09,4.6022489000271294e-09,4.199918400215575e-11,1.554261312448184e-10,7.237691340362854e-11
1.4807999017751707e-10,0.11224537646787688,0.9,0.0,0.0,0.0,0.0,0.09999996019544656,1.0194396126124864e-08,9.976521710104873e-09,7.043747172802997e-09,7.043747172802997e-09,6.01988188321565e-09,6.1008083587853005e-09,6.100642116147542e-09,6.100642116147542e-09,5.439731223074079e-09,5.439731223074079e-09,4.925228429516898e-09,4.925228429516898e-09,4.491723952898697e-11,1.7295717649100233e-10,8.092647556965088e-11
1.577905680995926e-10,0.11224537676086488,0.9,0.0,0.0,0.0,0.0,0.09999995758520101,1.0862909521070464e-08,1.0624158754342597e-08,7.505651858217874e-09,7.505651858217874e-09,6.411136709022661e-09,6.5008783636575045e-09,6.500701219399986e-09,6.500701219399986e-09,5.796450065715318e-09,5.796450065715318e-09,5.248207950576036e-09,5.248207950576036e-09,4.783337086850201e-11,1.909173958593651e-10,8.974165463484492e-11
1.6750114602166812e-10,0.11224537705385287,0.9,0.0,0.0,0.0,0.0,0.09999995497495553,1.153142289856591e-08,1.1271414836478346e-08,7.967556531575747e-09,7.967556531575747e-09,6.802148771246296e-09,6.900948358086784e-09,6.900760312209789e-09,6.900760312209789e-09,6.153168899045315e-09,6.153168899045315e-09,5.57118746320454e-09,5.57118746320454e-09,5.0747786555313985e-11,2.0926027553224988e-10,9.879958684049092e-11
1.7721172394374364e-10,0.11224537734684085,0.9,0.0,0.0,0.0,0.0,0.09999995236471013,1.2199936258611184e-08,1.1918331242944307e-08,8.429461192876612e-09,8.429461192876612e-09,7.192938965528711e-09,7.301018342073134e-09,7.300819394576943e-09,7.300819394576943e-09,6.5098877230640725e-09,6.5098877230640725e-09,5.894166967402402e-09,5.894166967402402e-09,5.366067252177482e-11,2.279443431451059e-10,1.0807937654442525e-10
1.8692230186581917e-10,0.11224537763982878,0.9,0.0,0.0,0.0,0.0,0.09999994975446476,1.286844960120627e-08,1.2564944784829588e-08,8.891365842120456e-09,8.891365842120456e-09,7.583526388668254e-09,7.701088315616547e-09,7.700878466501443e-09,7.700878466501443e-09,6.866606537771588e-09,6.866606537771588e-09,6.217146463169621e-09,6.217146463169621e-09,5.657219454564709e-11,2.469326218310352e-10,1.1756192694829605e-10
1.966328797878947e-10,0.11224537793281678,0.9,0.0,0.0,0.0,0.0,0.09999994714421948,1.3536962926351147e-08,1.3211288283425538e-08,9.353270479307271e-09,9.353270479307271e-09,7.97392849357296e-09,8.101158278717015e-09,8.100937527983281e-09,8.100937527983281e-09,7.2233253431678636e-09,7.2233253431678636e-09,6.540125950506192e-09,6.540125950506192e-09,5.948250043674522e-11,2.661921424888628e-10,1.2722978514405858e-10
2.063434577099702e-10,0.1122453782258047,0.9,0.0,0.0,0.0,0.0,0.09999994453397426,1.4205476234045793e-08,1.385739100321229e-08,9.815175104437052e-09,9.815175104437052e-09,8.364161230916017e-09,8.501228231374533e-09,8.50099657902245e-09,8.50099657902245e-09,7.580044139252898e-09,7.580044139252898e-09,6.863105429412111e-09,6.863105429412111e-09,6.239172198687922e-11,2.856935088466241e-10,1.3706700045851609e-10
2.1605403563204574e-10,0.11224537851879263,0.9,0.0,0.0,0.0,0.0,0.09999994192372912,1.4873989524290198e-08,1.4503279037390927e-08,1.0277079717509783e-08,1.0277079717509783e-08,8.754239178470443e-09,8.901298173589095e-09,8.901055619618947e-09,8.901055619618947e-09,7.936762926026693e-09,7.936762926026693e-09,7.186084899887372e-09,7.186084899887372e-09,6.529997670608743e-11,3.054105101931867e-10,1.470589951186538e-10
2.2576461355412126e-10,0.11224537881178058,0.9,0.0,0.0,0.0,0.0,0.09999993931348404,1.5542502797084343e-08,1.514897565131582e-08,1.0738984318525462e-08,1.0738984318525462e-08,9.144175659223006e-09,9.301368105360696e-09,9.30111464977276e-09,9.30111464977276e-09,8.29348170348925e-09,8.29348170348925e-09,7.509064361931972e-09,7.509064361931972e-09,6.820736936927552e-11,3.2531977639924446e-10,1.571924461376904e-10
2.354751914761968e-10,0.11224537910476849,0.9,0.0,0.0,0.0,0.0,0.09999993670323903,1.6211016052428207e-08,1.5794501588777393e-08,1.1200888907484079e-08,1.1200888907484079e-08,9.533982849329972e-09,9.701438026689326e-09,9.701173669483887e-09,9.701173669483887e-09,8.650200471640565e-09,8.650200471640565e-09,7.832043815545906e-09,7.832043815545906e-09,7.111399339555367e-11,3.4540047025525816e-10,1.674551773593543e-10
2.451857693982723e-10,0.11224537939775639,0.9,0.0,0.0,0.0,0.0,0.0999999340929941,1.6879529290321762e-08,1.6439875345305736e-08,1.166279348438562e-08,1.166279348438562e-08,9.923671876833346e-09,1.0101507937574979e-08,1.0101232678752318e-08,1.0101232678752318e-08,9.006919230480641e-09,9.006919230480641e-09,8.155023260729174e-09,8.155023260729174e-09,7.401993207905063e-11,3.656340129369771e-10,1.7783606074163507e-10
2.5489634732034783e-10,0.11224537969074434,0.9,0.0,0.0,0.0,0.0,0.09999993148274923,1.7548042510765013e-08,1.7085113411943188e-08,1.2124698049230082e-08,1.2124698049230082e-08,1.03132529119064e-08,1.0501577838017654e-08,1.0501291677578046e-08,1.0501291677578046e-08,9.363637980009477e-09,9.363637980009477e-09,8.478002697481765e-09,8.478002697481765e-09,7.692525968673731e-11,3.860038391350819e-10,1.8832492611125565e-10
2.6460692524242335e-10,0.11224537998373221,0.9,0.0,0.0,0.0,0.0,0.09999992887250443,1.8216555713757915e-08,1.7730230492540177e-08,1.258660260201745e-08,1.258660260201745e-08,1.070273524932008e-08,1.0901647728017336e-08,1.0901350665961067e-08,1.0901350665961067e-08,9.720356720227074e-09,9.720356720227074e-09,8.800982125803677e-09,8.800982125803677e-09,7.983004243701473e-11,4.0649517878072707e-10,1.9891247869725474e-10
2.743175031644989e-10,0.11224538027672008,0.9,0.0,0.0,0.0,0.0,0.0999999262622597,1.8885068899300477e-08,1.837523969741998e-08,1.3048507142747723e-08,1.3048507142747723e-08,1.1092127383790425e-08,1.1301717607574025e-08,1.1301409643901375e-08,1.1301409643901375e-08,1.0077075451133431e-08,1.0077075451133431e-08,9.12396154569491e-09,9.12396154569491e-09,8.273433937187565e-11,4.2709486250862116e-10,2.0959022378360197e-10
2.840280810865744e-10,0.112245380569708,0.9,0.0,0.0,0.0,0.0,0.09999992365201504,1.9553582067392658e-08,1.9020152716036297e-08,1.3510411671420887e-08,1.3510411671420887e-08,1.1481437078833698e-08,1.1701787476687712e-08,1.170146861139896e-08,1.170146861139896e-08,1.0433794172728553e-08,1.0433794172728553e-08,9.446940957155453e-09,9.446940957155453e-09,8.563820313446374e-11,4.477911482218926e-10,2.2035039785401896e-10
2.937386590086499e-10,0.11224538086269588,0.9,0.0,0.0,0.0,0.0,0.09999992104177043,2.0222095218034454e-08,1.9664979970949954e-08,1.3972316188036934e-08,1.3972316188036934e-08,1.1870671429701442e-08,1.2101857335358392e-08,1.2101527568453816e-08,1.2101527568453816e-08,1.0790512885012436e-08,1.0790512885012436e-08,9.76992036018531e-09,9.76992036018531e-09,8.854168066250609e-11,4.685735664219881e-10,2.3118590565694944e-10
3.1315981485280097e-10,0.11224538144867158,0.9,0.0,0.0,0.0,0.0,0.09999991582128144,2.1559121466966802e-08,2.0954413317695032e-08,1.489612518509764e-08,1.489612518509764e-08,1.264893946651806e-08,1.2901997021370702e-08,1.2901645451235322e-08,1.2901645451235322e-08,1.1503950281646484e-08,1.1503950281646484e-08,1.0415879140952926e-08,1.0415879140952926e-08,9.434763971655758e-11,5.103605095552077e-10,2.530575548526412e-10
3.306388551125369e-10,0.11224538197604972,0.9,0.0,0.0,0.0,0.0,0.09999991112284158,2.2762445031325394e-08,2.211469317832904e-08,1.5727553241216842e-08,1.5727553241216842e-08,1.3349182447605675e-08,1.3622122703066627e-08,1.3621751510024479e-08,1.3621751510024479e-08,1.2146043906772698e-08,1.2146043906772698e-08,1.0997242014810773e-08,1.0997242014810773e-08,9.95720564538298e-11,5.481797965425275e-10,2.729402554609513e-10
3.4811789537227286e-10,0.11224538250342783,0.9,0.0,0.0,0.0,0.0,0.09999990642440194,2.3965768539144445e-08,2.3274812392666135e-08,1.655898125827085e-08,1.655898125827085e-08,1.4049266697545712e-08,1.4342248350927103e-08,1.4341857534979095e-08,1.4341857534979095e-08,1.2788137501730499e-08,1.2788137501730499e-08,1.1578604861353118e-08,1.1578604861353118e-08,1.0479574972480949e-10,5.861603967535006e-10,2.929816533813925e-10
3.655969356320088e-10,0.11224538303080592,0.9,0.0,0.0,0.0,0.0,0.09999990172596253,2.5169091990423847e-08,2.4434800949786242e-08,1.73904092362596e-08,1.73904092362596e-08,1.4749215962847639e-08,1.5062373964952102e-08,1.5061963526099126e-08,1.5061963526099126e-08,1.3430231066519899e-08,1.3430231066519899e-08,1.215996768057993e-08,1.215996768057993e-08,1.100188545845195e-10,6.242721860530806e-10,3.131580021044633e-10
3.8307597589174474e-10,0.11224538355818395,0.9,0.0,0.0,0.0,0.0,0.09999989702752334,2.637241538516349e-08,2.5594683222361346e-08,1.822183717518306e-08,1.822183717518306e-08,1.5449050431410004e-08,1.578249954514158e-08,1.5782069483384538e-08,1.5782069483384538e-08,1.4072324601140892e-08,1.4072324601140892e-08,1.274133047249119e-08,1.274133047249119e-08,1.1524148079464246e-10,6.624906820074999e-10,3.3344911373157174e-10
4.005550161514807e-10,0.112245384085562,0.9,0.0,0.0,0.0,0.0,0.09999989232908436,2.757573872336327e-08,2.675447902437298e-08,1.905326507504116e-08,1.905326507504116e-08,1.6148787267941048e-08,1.650262509149549e-08,1.6502175406835295e-08,1.6502175406835295e-08,1.4714418105593476e-08,1.4714418105593476e-08,1.3322693237086862e-08,1.3322693237086862e-08,1.20463717586921e-10,7.007959814033639e-10,3.538378235544435e-10
4.1803405641121663e-10,0.11224538461293998,0.9,0.0,0.0,0.0,0.0,0.09999988763064561,2.877906200502308e-08,2.7914204471110222e-08,1.9884692935833853e-08,1.9884692935833853e-08,1.6848441068791428e-08,1.7222750604013813e-08,1.7222281296451348e-08,1.7222281296451348e-08,1.535651157987766e-08,1.535651157987766e-08,1.3904055974366935e-08,1.3904055974366935e-08,1.2568563753612808e-10,7.391718963767267e-10,3.7430953522238293e-10
4.3551309667095257e-10,0.11224538514031795,0.9,0.0,0.0,0.0,0.0,0.09999988293220706,2.998238523014281e-08,2.9073872676736032e-08,2.0716120757561086e-08,2.0716120757561086e-08,1.7548024248586862e-08,1.7942876082696502e-08,1.7942387152232673e-08,1.7942387152232673e-08,1.5998605023993445e-08,1.5998605023993445e-08,1.4485418684331371e-08,1.4485418684331371e-08,1.3090729970154882e-10,7.776052537052331e-10,3.9485183410963147e-10
4.529921369306885e-10,0.11224538566769592,0.9,0.0,0.0,0.0,0.0,0.09999987823376874,3.118570839872236e-08,3.0233494311555045e-08,2.1547548540222814e-08,2.1547548540222814e-08,1.82475473658638e-08,1.8663001527543515e-08,1.8662492974179217e-08,1.8662492974179217e-08,1.6640698437940832e-08,1.6640698437940832e-08,1.5066781366980153e-08,1.5066781366980153e-08,1.3612875213662126e-10,8.160853350306958e-10,4.1545416167971314e-10
4.704711771904244e-10,0.1122453861950739,0.9,0.0,0.0,0.0,0.0,0.09999987353533064,3.2389031510761634e-08,3.1393078054153344e-08,2.2378976283818976e-08,2.2378976283818976e-08,1.8947019399621433e-08,1.9383126938554824e-08,1.9382598762290954e-08,1.9382598762290954e-08,1.7282791821719817e-08,1.7282791821719817e-08,1.564814402231326e-08,1.564814402231326e-08,1.4135003392512262e-10,8.546034226831592e-10,4.361075389333832e-10
4.879502174501603e-10,0.11224538672245181,0.9,0.0,0.0,0.0,0.0,0.09999986883689277,3.3592354566260505e-08,3.255263096184843e-08,2.321040398834953e-08,2.321040398834953e-08,1.964644798518463e-08,2.010325231573038e-08,2.0102704516567834e-08,2.0102704516567834e-08,1.7924885175330403e-08,1.7924885175330403e-08,1.6229506650330653e-08,1.6229506650330653e-08,1.4657117684949466e-10,8.931524275625759e-10,4.568043305457449e-10
5.054292577098963e-10,0.1122453872498296,0.9,0.0,0.0,0.0,0.0,0.09999986413845512,3.4795677565218874e-08,3.371215877485189e-08,2.4041831653814412e-08,2.4041831653814412e-08,2.034583961564759e-08,2.0823377659070154e-08,2.082281023700982e-08,2.082281023700982e-08,1.85669784987726e-08,1.85669784987726e-08,1.6810869251032314e-08,1.6810869251032314e-08,1.5179220676063413e-10,9.317265836063448e-10,4.775380434225597e-10
5.229082979696322e-10,0.11224538777720751,0.9,0.0,0.0,0.0,0.0,0.09999985944001769,3.599900050763665e-08,3.487166616348616e-08,2.4873259280213577e-08,2.4873259280213577e-08,2.1045199813170742e-08,2.154350296857411e-08,2.1542915923616884e-08,2.1542915923616884e-08,1.92090717920464e-08,1.92090717920464e-08,1.7392231824418225e-08,1.7392231824418225e-08,1.5701314469120845e-10,9.70321199459281e-10,4.983031554033553e-10
5.403873382293682e-10,0.11224538830458534,0.9,0.0,0.0,0.0,0.0,0.09999985474158048,3.7202323393513705e-08,3.603115692778869e-08,2.570468686754697e-08,2.570468686754697e-08,2.1744533274246832e-08,2.22636282442422e-08,2.226302157638897e-08,2.226302157638897e-08,1.9851165055151804e-08,1.9851165055151804e-08,1.797359437048835e-08,1.797359437048835e-08,1.6223400775458348e-10,1.0089324579704327e-09,5.190949699953605e-10
5.578663784891041e-10,0.11224538883196312,0.9,0.0,0.0,0.0,0.0,0.09999985004314349,3.840564622284994e-08,3.719063415903373e-08,2.653611441581455e-08,2.653611441581455e-08,2.244384399297191e-08,2.2983753486074396e-08,2.2983127195326055e-08,2.2983127195326055e-08,2.0493258288088822e-08,2.0493258288088822e-08,1.8554956889242673e-08,1.8554956889242673e-08,1.6745480987223963e-10,1.0475572539439786e-09,5.399094931024807e-10
5.753454187488401e-10,0.11224538935934095,0.9,0.0,0.0,0.0,0.0,0.09999984534470673,3.9608968995645266e-08,3.8350100371453185e-08,2.736754192501625e-08,2.736754192501625e-08,2.314313536594876e-08,2.3703878694070655e-08,2.3703232780428088e-08,2.3703232780428088e-08,2.1135351490857446e-08,2.1135351490857446e-08,1.913631938068116e-08,1.913631938068116e-08,1.7267556236694727e-10,1.0861930618251303e-09,5.6074332812189e-10
5.92824459008576e-10,0.11224538988671873,0.9,0.0,0.0,0.0,0.0,0.09999984064627018,4.081229171189955e-08,3.950955761001658e-08,2.8198969395152024e-08,2.8198969395152024e-08,2.3842410281676328e-08,2.4424003868230944e-08,2.4423338331695043e-08,2.4423338331695043e-08,2.1777444663457687e-08,2.1777444663457687e-08,1.9717681844803797e-08,1.9717681844803797e-08,1.7789627444816768e-10,1.1248378274348011e-09,5.815935865546133e-10
6.103034992683119e-10,0.11224539041409642,0.9,0.0,0.0,0.0,0.0,0.09999983594783386,4.201561437161271e-08,4.066900753830624e-08,2.9030396826221817e-08,2.9030396826221817e-08,2.4541671196639748e-08,2.5144129008555226e-08,2.514344384912687e-08,2.514344384912687e-08,2.2419537805889536e-08,2.2419537805889536e-08,2.029904428161055e-08,2.029904428161055e-08,1.8311695360781208e-10,1.1634898796986498e-09,6.024578119154674e-10
6.277825395280479e-10,0.11224539094147415,0.9,0.0,0.0,0.0,0.0,0.09999983124939774,4.3218936974784624e-08,4.1828451509780483e-08,2.986182421822558e-08,2.986182421822558e-08,2.52409201999676e-08,2.5864254115043456e-08,2.5863549332723532e-08,2.5863549332723532e-08,2.3061630918153006e-08,2.3061630918153006e-08,2.0880406691101397e-08,2.0880406691101397e-08,1.8833760594113764e-10,1.2021478590629924e-09,6.233339150758471e-10
6.627406200475198e-10,0.11224539199622943,0.9,0.0,0.0,0.0,0.0,0.09999982185252619,4.562558201150431e-08,4.414732575425163e-08,3.1524678885034825e-08,3.1524678885034825e-08,2.663938929237841e-08,2.7304504226511618e-08,2.7303760198411215e-08,2.7303760198411215e-08,2.4345817052174784e-08,2.4345817052174784e-08,2.2043131428135274e-08,2.2043131428135274e-08,1.9877884891717431e-10,1.279477408335507e-09,6.651149341332036e-10
6.976987005669917e-10,0.11224539305098473,0.9,0.0,0.0,0.0,0.0,0.0999998124556555,4.8032226822057766e-08,4.64661869139506e-08,3.318753339557932e-08,3.318753339557932e-08,2.8037828816355258e-08,2.8744754202635147e-08,2.874397092875778e-08,2.874397092875778e-08,2.5630003065523034e-08,2.5630003065523034e-08,2.320585605590522e-08,2.320585605590522e-08,2.0922003296645347e-10,1.3568198751407053e-09,7.069253862798807e-10
7.326567810864635e-10,0.11224539410573985,0.9,0.0,0.0,0.0,0.0,0.09999980305878572,5.043887140644413e-08,4.8785039366053824e-08,3.4850387749858646e-08,3.4850387749858646e-08,2.943624693603204e-08,3.018500404341374e-08,3.0184181523762924e-08,3.0184181523762924e-08,2.6914188958197772e-08,2.6914188958197772e-08,2.4368580574411042e-08,2.4368580574411042e-08,2.196611778014705e-10,1.4341708625888395e-09,7.487571073816805e-10
7.676148616059354e-10,0.11224539516049495,0.9,0.0,0.0,0.0,0.0,0.09999979366191683,5.284551576466257e-08,5.110388600837861e-08,3.65132419478724e-08,3.65132419478724e-08,3.0834649559536844e-08,3.1625253748847077e-08,3.162439198342633e-08,3.162439198342633e-08,2.8198374730199015e-08,2.8198374730199015e-08,2.553130498365254e-08,2.553130498365254e-08,2.3010229647246855e-10,1.5115274598114904e-09,7.906041893102204e-10
8.025729421254073e-10,0.11224539621524982,0.9,0.0,0.0,0.0,0.0,0.0999997842650488,5.5252159896712235e-08,5.342272873505229e-08,3.817609598962017e-08,3.817609598962017e-08,3.223304094377633e-08,3.306550331893487e-08,3.306460230774769e-08,3.306460230774769e-08,2.9482560381526763e-08,2.9482560381526763e-08,2.6694029283629512e-08,2.6694029283629512e-08,2.405433975095998e-10,1.5888877641503378e-09,8.32462375158526e-10
8.375310226448792e-10,0.11224539727000472,0.9,0.0,0.0,0.0,0.0,0.09999977486818167,5.765880380259228e-08,5.5741568784067415e-08,3.9838949875101525e-08,3.9838949875101525e-08,3.363142415488176e-08,3.4505752753676826e-08,3.4504812496726686e-08,3.4504812496726686e-08,3.076674591218103e-08,3.076674591218103e-08,2.7856753474341756e-08,2.7856753474341756e-08,2.509844864881309e-10,1.6662505320367319e-09,8.743285987950549e-10
8.724891031643511e-10,0.11224539832475941,0.9,0.0,0.0,0.0,0.0,0.09999976547131542,6.006544748230184e-08,5.806040697927549e-08,4.1501803604316057e-08,4.1501803604316057e-08,3.502980141202982e-08,3.594600205307262e-08,3.5945022550363015e-08,3.5945022550363015e-08,3.205093132216183e-08,3.205093132216183e-08,2.9019477555789072e-08,2.9019477555789072e-08,2.6142556711825516e-10,1.7436149359080945e-09,9.162006410427972e-10
9.07447183683823e-10,0.11224539937951412,0.9,0.0,0.0,0.0,0.0,0.09999975607445004,6.247209093584008e-08,6.037924387559115e-08,4.316465717726336e-08,4.316465717726336e-08,3.642817432703242e-08,3.738625121712199e-08,3.738523246865636e-08,3.738523246865636e-08,3.333511661146917e-08,3.333511661146917e-08,3.0182201527971266e-08,3.0182201527971266e-08,2.7186664189901596e-10,1.8209804183499067e-09,9.580768900895614e-10
9.424052642032947e-10,0.11224540043426864,0.9,0.0,0.0,0.0,0.0,0.09999974667758556,6.487873416320617e-08,6.269807984161639e-08,4.4827510593943e-08,4.4827510593943e-08,3.782654406739194e-08,3.88265002458246e-08,3.882544225160642e-08,3.882544225160642e-08,3.461930178010307e-08,3.461930178010307e-08,3.1344925390888136e-08,3.1344925390888136e-08,2.823077124904025e-10,1.8983466090993874e-09,9.999561784326483e-10
9.773633447227666e-10,0.11224540148902314,0.9,0.0,0.0,0.0,0.0,0.09999973728072196,6.728537716439924e-08,6.501691511691755e-08,4.6490363854354576e-08,4.6490363854354576e-08,3.922491147473392e-08,4.026674913918017e-08,4.0265651899212886e-08,4.0265651899212886e-08,3.590348682806352e-08,3.590348682806352e-08,3.250764914453947e-08,3.250764914453947e-08,2.927487799712957e-10,1.9757132675103835e-09,1.041837664446231e-09
9.999999999999999e-10,0.11224540254377742,0.9,0.0,0.0,0.0,0.0,0.0999997311959043,6.884376775582442e-08,6.651844677313495e-08,4.75671230058646e-08,4.75671230058646e-08,4.0130405346486e-08,4.119936370794277e-08,4.119824105489742e-08,4.119824105489742e-08,3.673504426945179e-08,3.673504426945179e-08,3.326055589357788e-08,3.326055589357788e-08,2.9950975756808455e-10,2.0258112251213727e-09,1.0689583614567556e-09
1.0123214252422385e-09,0.11224540254377742,0.9,0.0,0.0,0.0,0.0,0.09999972788385923,6.969201993941844e-08,6.733574985812476e-08,4.815321695849766e-08,4.815321695849766e-08,4.062327715602242e-08,4.1706997897188375e-08,4.170586141147544e-08,4.170586141147544e-08,3.7187671755350564e-08,3.7187671755350564e-08,3.367037278892508e-08,3.367037278892508e-08,3.0318984504707485e-10,2.0530802362465968e-09,1.0837207411659407e-09
1.0472795057617104e-09,0.11224540359853172,0.9,0.0,0.0,0.0,0.0,0.0999997184869974,7.209866248826293e-08,6.965458417098221e-08,4.9816069906371847e-08,4.9816069906371847e-08,4.202164155133296e-08,4.314724651984894e-08,4.3146070788393773e-08,4.3146070788393773e-08,3.847185656196419e-08,3.847185656196419e-08,3.4833096324044765e-08,3.4833096324044765e-08,3.1363090819395655e-10,2.1304474090867505e-09,1.1256049685159614e-09
1.0822375862811823e-09,0.11224540465328581,0.9,0.0,0.0,0.0,0.0,0.09999970909013643,7.450530481093186e-08,7.197341812757228e-08,5.147892269797671e-08,5.147892269797671e-08,4.342000498051327e-08,4.458749500716155e-08,4.458628002996758e-08,4.458628002996758e-08,3.975604124790442e-08,3.975604124790442e-08,3.599581974989831e-08,3.599581974989831e-08,3.240719697365613e-10,2.20781471362302e-09,1.167490026648267e-09
1.1171956668006542e-09,0.11224540570803992,0.9,0.0,0.0,0.0,0.0,0.09999969969327636,7.691194690742438e-08,7.429225177538705e-08,5.314177533331184e-08,5.314177533331184e-08,4.481836767503955e-08,4.602774335912591e-08,4.6026489136196544e-08,4.6026489136196544e-08,4.104022581317125e-08,4.104022581317125e-08,3.715854306648554e-08,3.715854306648554e-08,3.3451302988876894e-10,2.2851821021485603e-09,1.2093756840863537e-09
1.187111827839598e-09,0.11224540781754772,0.9,0.0,0.0,0.0,0.0,0.09999968089955887,8.172523042187682e-08,7.892991825284456e-08,5.646748013517123e-08,5.646748013517123e-08,4.7615091466043846e-08,4.8908239657008666e-08,4.890690694261871e-08,4.890690694261871e-08,4.3608594581684795e-08,4.3608594581684795e-08,3.94839893718602e-08,3.94839893718602e-08,3.5539514650906025e-10,2.439917022523174e-09,1.293148190964822e-09
1.2570279888785417e-09,0.11224540992705513,0.9,0.0,0.0,0.0,0.0,0.0999996621058449,8.653851303161347e-08,8.356758374196999e-08,5.979318431194669e-08,5.979318431194669e-08,5.0411813782650964e-08,5.1788735413494816e-08,5.17873242076578e-08,5.17873242076578e-08,4.617696286750493e-08,4.617696286750493e-08,4.180943524016715e-08,4.180943524016715e-08,3.762772586790805e-10,2.59465203096437e-09,1.3769216308438473e-09
1.3269441499174855e-09,0.11224541203656217,0.9,0.0,0.0,0.0,0.0,0.09999964331213448,9.135179473662751e-08,8.82052483116425e-08,6.311888786363492e-08,6.311888786363492e-08,5.320853509242645e-08,5.4669230628581925e-08,5.466774093131132e-08,5.466774093131132e-08,4.8745330670631735e-08,4.8745330670631735e-08,4.413488067140478e-08,4.413488067140478e-08,3.9715936670902527e-10,2.749387058275961e-09,1.460695536155464e-09
1.3968603109564292e-09,0.11224541414606876,0.9,0.0,0.0,0.0,0.0,0.09999962451842757,9.616507553691222e-08,9.284291199810472e-08,6.644459079023254e-08,6.644459079023254e-08,5.6005255652036417e-08,5.754972530226761e-08,5.75481571135768e-08,5.75481571135768e-08,5.13136979910653e-08,5.13136979910653e-08,4.646032566557149e-08,4.646032566557149e-08,4.1804147076211197e-10,2.904122068045326e-09,1.544469650231198e-09
1.466776471995373e-09,0.11224541625557503,0.9,0.0,0.0,0.0,0.0,0.09999960572472422,1.0097835543246075e-07,9.748057480693573e-08,6.977029309173626e-08,6.977029309173626e-08,5.880197555960667e-08,6.043021943454945e-08,6.042857275445174e-08,6.042857275445174e-08,5.388206482880572e-08,5.388206482880572e-08,4.878577022266568e-08,4.878577022266568e-08,4.3892357086346634e-10,3.058857054661538e-09,1.6282438749427826e-09
1.5366926330343168e-09,0.11224541836508088,0.9,0.0,0.0,0.0,0.0,0.09999958693102437,1.0579163442326638e-07,1.0211823673548728e-07,7.309599476814276e-08,7.309599476814276e-08,6.159869485498977e-08,6.331071302542504e-08,6.330898785393367e-08,6.330898785393367e-08,5.645043118385308e-08,5.645043118385308e-08,5.1111214342685736e-08,5.1111214342685736e-08,4.598056670011614e-10,3.2135920207779114e-09,1.7120181704352763e-09
1.6765249551122041e-09,0.11224542258409131,0.9,0.0,0.0,0.0,0.0,0.09999954934363531,1.1541818969062171e-07,1.113935579672985e-07,7.974739624565071e-08,7.974739624565071e-08,6.719213174055195e-08,6.907169858294787e-08,6.906981642870859e-08,6.906981642870859e-08,6.158716244586897e-08,6.158716244586897e-08,5.576210127149708e-08,5.576210127149708e-08,5.015698474555887e-10,3.523061875867593e-09,1.879566842395919e-09
1.8163572771900915e-09,0.11224542680310017,0.9,0.0,0.0,0.0,0.0,0.09999951175626037,1.2504474133892396e-07,1.2066887570636404e-07,8.639879522272982e-08,8.639879522272982e-08,7.278556647680874e-08,7.483268197481683e-08,7.483064283788167e-08,7.483064283788167e-08,6.672389177711376e-08,6.672389177711376e-08,6.04129864519927e-08,6.04129864519927e-08,5.433340121831533e-10,3.83253162037674e-09,2.0471154980080805e-09
1.956189599267979e-09,0.11224543102210746,0.9,0.0,0.0,0.0,0.0,0.09999947416889957,1.346712893681189e-07,1.2994418995918243e-07,9.305019169935345e-08,9.305019169935345e-08,7.837899911475302e-08,8.059366320101265e-08,8.059146708143307e-08,8.059146708143307e-08,7.18606191775881e-08,7.18606191775881e-08,6.50638698841598e-08,6.50638698841598e-08,5.850981612131215e-10,4.142001247723307e-09,2.2146640862596238e-09
2.0960219213458665e-09,0.1122454352411132,0.9,0.0,0.0,0.0,0.0,0.09999943658155289,1.4429783377815216e-07,1.3921950072627642e-07,9.970158567549496e-08,9.970158567549496e-08,8.397242965366524e-08,8.63546422615161e-08,8.63522891593429e-08,8.63522891593429e-08,7.699734464729276e-08,7.699734464729276e-08,6.971475156798552e-08,6.971475156798552e-08,6.268622945478477e-10,4.451470757327889e-09,2.3822126078508318e-09
2.375686565501641e-09,0.11224544367911983,0.9,0.0,0.0,0.0,0.0,0.09999936140690192,1.6355091174051702e-07,1.577701117989992e-07,1.1300436612622527e-07,1.1300436612622527e-07,9.515928441206963e-08,9.787659388536877e-08,9.787392681815855e-08,9.787392681815855e-08,8.727078979439593e-08,8.727078979439593e-08,7.901650969056167e-08,7.901650969056167e-08,7.103905141122447e-10,5.070409427405562e-09,2.717309473299145e-09
