Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015)
3.221096095769166e-11,0.11224537297212123,0.9,0.0,0.0,0.0,0.0,0.09999999134153277,2.2177790405355792e-09,2.1946643409623802e-09,1.5320104098206967e-09,1.5323174999444072e-09,1.3204735357243954e-09,1.3271552418056562e-09,1.326904420681496e-09,1.3269062380991136e-09,1.1832725932331628e-09,1.1833508590840986e-09,1.0712339863659725e-09,1.0714578893980607e-09,9.876990462178459e-12,1.1992315381860042e-11,5.2254450153206896e-12,1.1064488684195787e-12,9.658467865932264e-13,9.363347050375852e-14,1.1862433663632525e-12,7.42964430340116e-13,9.186957529856229e-14,1.4870566869320957e-13,1.1183325899668661e-13,6.8740286623033e-17,5.62403626584048e-17,4.587010153853387e-17,3.4126449724412205e-17,4.586651581330962e-17,2.9863981023172565e-21,2.127593544404264e-18,1.7487676918270187e-14,9.012946391649117e-18,9.179653199012968e-18,4.0947767136169727e-14,1.2685342681620353e-21,1.2103882017765193e-17,1.9828406345689857e-14,1.69209676146721e-21,1.2787525535400453e-23,1.1501116074216026e-18,5.505216675364073e-25,8.375284731933518e-23,2.7503606523204607e-25,3.3770700751075994e-27,6.233831701258852e-32,1.4266938525540205e-28,6.931113415749075e-33,1.4143891792855325e-23,1.8581259298111383e-30,1.2287524287559558e-29,8.054310037988712e-35,5.329508569493622e-34,5.406700949474542e-26,8.31064999132884e-32,5.45909483114862e-31,2.947090975912381e-33,7.6754437936808265e-19,8.675580179930873e-21
3.879037327773791e-11,0.112245373170752,0.9,0.0,0.0,0.0,0.0,0.09999998957295395,2.6708447118327158e-09,2.6401814870364196e-09,1.8448960375890304e-09,1.8453412259757139e-09,1.5887290431456231e-09,1.5982602934265703e-09,1.597908376119121e-09,1.597908076758704e-09,1.4249678876718243e-09,1.425077100133728e-09,1.2900143050567494e-09,1.2903390133557791e-09,1.1882905302114673e-11,1.6975140685853957e-11,7.432472060502928e-12,1.5668033634906916e-12,1.4384579290166349e-12,1.60618855918466e-13,1.7198519331618296e-12,1.0768108294859352e-12,1.3323083509446935e-13,1.945521997189491e-13,1.8007828175787036e-13,8.278729349145524e-17,8.550021863380521e-17,5.524320345500418e-17,4.110005671127057e-17,5.5239030544448594e-17,4.331385662615325e-21,2.129351539315333e-18,2.1065350955750835e-14,1.607478327118867e-17,1.1055094452463343e-17,5.938560601085592e-14,1.839912266523236e-21,1.4577260081296817e-17,2.875860071700511e-14,2.4548580124243787e-21,1.8533456573702558e-23,1.6679374045794215e-18,8.86404340467942e-25,1.4625572565937905e-22,4.7171232473315e-25,4.89773859450808e-27,1.0887580563625426e-31,2.527750277450953e-28,1.4571316196555043e-32,2.470081036206026e-23,3.602884085706508e-30,2.538573984971648e-29,1.8810279066439883e-34,1.3263793416459231e-33,1.0080642153943537e-25,1.4515820817036904e-31,1.3740684550758673e-30,6.195922056199532e-33,1.1131199322137551e-18,1.2640274607199267e-20
4.536978559778416e-11,0.11224537336940622,0.9,0.0,0.0,0.0,0.0,0.09999998780437512,3.1239314235571993e-09,3.08490510058557e-09,2.1577671174630868e-09,2.1583759136903657e-09,1.856544285387188e-09,1.869372217257046e-09,1.8689027680206653e-09,1.8688990301233732e-09,1.6666631759484094e-09,1.666808411856247e-09,1.5087844529985335e-09,1.5092286473994157e-09,1.3885246783436774e-11,2.2672881677906475e-11,9.974154530423438e-12,2.0935033008895772e-12,2.0160167315452777e-12,2.524794166084965e-13,2.3521287036356277e-12,1.4721502509716439e-12,1.8225828301109286e-13,2.4188508184637463e-13,2.669163405449569e-13,9.683495215819268e-17,1.2523510665123377e-16,6.461663324161629e-17,4.8073934560278304e-17,6.461178249371466e-17,5.925733513036847e-21,2.1314788290786024e-18,2.464612328398644e-14,2.624000575702661e-17,1.2930601381504072e-17,8.124129738476368e-14,2.5172362023319715e-21,1.7050734309642635e-17,3.9344510059347263e-14,3.3591457024836505e-21,2.533775302239235e-23,2.2817587933985542e-18,1.3137875887162056e-24,2.3400005971223085e-22,7.414123704153972e-25,6.700327266328637e-27,1.7421065422324106e-31,4.089063341240335e-28,2.724970760903746e-32,3.9521804736722854e-23,6.245862968403849e-30,4.6671899701960396e-29,3.8137902134874824e-34,2.8536925716620694e-33,1.6925639060842582e-25,2.3227720715842633e-31,2.9942176163849803e-30,1.158727138107176e-32,1.5227585098999495e-18,1.734572724339102e-20
5.1949197917830406e-11,0.11224537356808423,0.9,0.0,0.0,0.0,0.0,0.09999998603579634,3.5770391748636976e-09,3.5288885334182545e-09,2.4706236501191424e-09,2.4714215399810976e-09,2.1239408949499307e-09,2.1404910124265054e-09,2.1398876373744162e-09,2.1398790985657954e-09,1.9083584580629183e-09,1.908544795069007e-09,1.7275444306639629e-09,1.7281267911075507e-09,1.588425515873367e-11,2.9032087324284464e-11,1.2830567256729014e-11,2.681661941124956e-12,2.702038679721122e-12,3.724175472493829e-13,3.083013034641685e-12,1.9288771668953043e-12,2.3895211349094063e-13,2.902068819065869e-13,3.7276873791399927e-13,1.1088326259698989e-16,1.7749583647178623e-16,7.399039020637881e-17,5.504808325798887e-17,7.398477163099179e-17,7.769447963713512e-21,2.13398778509384e-18,2.8230627149300554e-14,4.014202079259367e-17,1.4806173847687067e-17,1.0651496040154149e-13,3.3005097626073385e-21,1.952430469804059e-17,5.1586198731369114e-14,4.404965324602913e-21,3.3198598662703e-23,2.9915865175806177e-18,1.8347447589176708e-24,3.512686247521599e-22,1.0935372037369756e-24,8.784864594192824e-27,2.6153235906403984e-31,6.191362692131196e-28,4.682610560002283e-32,5.933062070770939e-23,9.983875344534227e-30,7.883254814667647e-29,6.981125864477471e-34,5.5176426437728355e-33,2.6363317707987416e-25,3.487174318862955e-31,5.8772034059043854e-30,1.9912093300514448e-32,1.996468061127513e-18,2.279066186043866e-20
5.852861023787665e-11,0.11224537376678642,0.9,0.0,0.0,0.0,0.0,0.09999998426721755,4.0301679649067485e-09,3.972181187901753e-09,2.7834656362335664e-09,2.7844780828597226e-09,2.3909392096188207e-09,2.4116166780644686e-09,2.4108630059012585e-09,2.4108482824587315e-09,2.1500537340153505e-09,2.1502862506078463e-09,1.9462942385257187e-09,1.947033444059215e-09,1.7880152895563444e-11,3.600326443145244e-11,1.5982959316135542e-11,3.326746516542846e-12,3.4996906181502163e-12,5.234010227152502e-13,3.912447764465313e-12,2.446893072723268e-12,3.03312520816955e-13,3.391627941430076e-13,4.979357786078672e-13,1.249322247815843e-16,2.4436107426824744e-16,8.3364473690809e-17,6.202250279096844e-17,8.335799792616308e-17,9.86253531959512e-21,2.1368895517855394e-18,3.181951460005903e-14,5.843306620412942e-17,1.668181171926954e-17,1.3520671389532226e-13,4.189736624776926e-21,2.1997971241733556e-17,6.548373105589791e-14,5.592322368688719e-21,4.211429815692945e-23,3.797432470905817e-18,2.4507537402470023e-24,5.02343793551464e-22,1.536799074676172e-24,1.115137908385723e-26,3.740306388909707e-31,8.915212500276382e-28,7.537529018856849e-32,8.485102463039067e-23,1.503154255206966e-29,1.2481888241172158e-28,1.1838969302328047e-33,9.845480642429384e-33,3.8814249299870647e-25,4.98733075294553e-31,1.0654540073288095e-29,3.20527571296477e-32,2.5342577083234984e-18,2.897388251186046e-20
6.51080225579229e-11,0.11224537396551312,0.9,0.0,0.0,0.0,0.0,0.09999998249863878,4.483317792840785e-09,4.414829012799419e-09,3.096293076482804e-09,3.097545521336228e-09,2.6575584128347283e-09,2.68274921330055e-09,2.6818288868725615e-09,2.6818065821750126e-09,2.391749003805706e-09,2.3920327793241666e-09,2.1650338770565136e-09,2.165948605833154e-09,1.9873146909299457e-11,4.354038075403398e-11,1.9413628402230274e-11,4.024534619153806e-12,4.411881035392741e-12,7.081919875497001e-13,4.840378794748559e-12,3.0261056057942606e-12,3.75339699126537e-13,3.8846736228068455e-13,6.426589337980864e-13,1.389818386857171e-16,3.2792762533778454e-16,9.273888306632424e-17,6.899719314577772e-17,9.273146134912456e-17,1.22050018808749e-20,2.1401943643688165e-18,3.54134535305087e-14,8.178125474361194e-17,1.8557514870488727e-17,1.6731667641987007e-13,5.1849204575676324e-21,2.4471733935961524e-17,8.103717132310238e-14,6.921222321828484e-21,5.208326187571799e-23,4.6993096986878695e-18,3.1630028883803906e-24,6.915075982851463e-22,2.0793065827945426e-24,1.379989924201007e-26,5.1489563350665255e-31,1.2341036291314089e-27,1.154226199159265e-31,1.1680682731691716e-22,2.1572512076965264e-29,1.8790847526162493e-28,1.8908467369993885e-33,1.6477529952869887e-32,5.469832292457049e-25,6.865790643489823e-31,1.8139799657761e-29,4.908331757309344e-32,3.1361377494289497e-18,3.589427556381443e-20
7.168743487796915e-11,0.11224537416426456,0.9,0.0,0.0,0.0,0.0,0.09999998073006,4.936488657820343e-09,4.8568746402391495e-09,3.4091059715432536e-09,3.4106238353865413e-09,2.9238165704378194e-09,2.9538886172644203e-09,2.9527852786304364e-09,2.95275399808742e-09,2.6334442674339837e-09,2.633784382085073e-09,2.3837633467290076e-09,2.384872276008444e-09,2.1863429179914867e-11,5.160072773624969e-11,2.310588813228309e-11,4.7711022006900445e-12,5.441232024300976e-12,9.293549378495322e-13,5.866754977357258e-12,3.666428300858706e-12,4.55033842583156e-13,4.3794665403563276e-13,8.070850634302383e-13,1.5303210428311605e-16,4.3030984985648413e-16,1.0211361773324871e-16,7.597215430897953e-17,1.0210516186975166e-16,1.479685394864345e-20,2.1439114501475345e-18,3.9013127694700254e-14,1.108705888038926e-16,2.043328318137076e-17,2.028449663357507e-13,6.2860649237374826e-21,2.6945592775967513e-17,9.824658383188862e-14,8.391670671917519e-21,6.31040016929016e-23,5.6972324387089e-18,3.972214956596951e-24,9.230425837700798e-22,2.7285881102661315e-24,1.6730453579263992e-26,6.873174355733859e-31,1.6549156901687873e-27,1.6938856961826808e-31,1.5592204179989094e-22,2.986290862962334e-29,2.7147076515405624e-28,2.87995907329939e-33,2.6229353722933125e-32,7.443503390550526e-25,9.165099405421706e-31,2.93498662732417e-29,7.203310911944381e-32,3.802119698639143e-18,4.3550786713220123e-20
7.82668471980154e-11,0.112245374363041,0.9,0.0,0.0,0.0,0.0,0.09999997896148123,5.3896805590001475e-09,5.298357387349618e-09,3.7219043220912176e-09,3.7237130059569957e-09,3.1897306252185363e-09,3.2250348890857632e-09,3.2237321627677903e-09,3.223690530568636e-09,2.8751395249001844e-09,2.8755410597736494e-09,2.6024826480157694e-09,2.6038044541646623e-09,2.3851176759371032e-11,6.014491887292947e-11,2.7044073455713464e-11,5.562823616664299e-12,6.590069099763494e-12,1.189256713253607e-12,6.991528118164893e-12,4.367780586619328e-12,5.42395145459246e-13,4.875502510855147e-13,9.912562448445534e-13,1.670830215475532e-16,5.536388576586521e-16,1.1148867712101251e-16,8.294738626717233e-17,1.1147909945797254e-16,1.763809782741714e-20,2.1480489926754215e-18,4.261923691602101e-14,1.464011714654932e-16,2.2309116537752812e-17,2.4179170184807915e-13,7.493173681176317e-21,2.941954775700193e-17,1.1711203291022432e-13,1.0003672909192025e-20,7.517513091999972e-23,6.7912161755160406e-18,4.878597036773094e-24,1.201232286752505e-21,3.491591794846697e-24,1.9943070603302397e-26,8.944871924622357e-31,2.1619764268769116e-27,2.4089163153678714e-31,2.029209785602815e-22,3.9976345626250533e-29,3.7942068170415117e-28,4.214364534719881e-33,3.997305903614512e-32,9.844329546089655e-25,1.1927824958090765e-30,4.5527367806666697e-29,1.0244133188239504e-31,4.5322163412338065e-18,5.194245267720768e-20
8.614271187609919e-11,0.11224537460101894,0.9,0.0,0.0,0.0,0.0,0.09999997684440962,5.932200149949334e-09,5.826143379357291e-09,4.096319472004207e-09,4.0985096566919714e-09,3.5076119141000974e-09,3.5496187048438985e-09,3.5480557415158518e-09,3.547999937595668e-09,3.1644600592016184e-09,3.1649417997665926e-09,2.86428652424759e-09,2.8658877118492854e-09,2.622749869539656e-11,7.095822882009349e-11,3.206110581962826e-11,6.565248811776328e-12,8.12537472463793e-12,1.5543629918061726e-12,8.467261124125887e-12,5.287480058006938e-12,6.570531803451887e-13,5.470552639095481e-13,1.2377119989753582e-12,1.8390348444894938e-16,7.318109054062588e-16,1.2271148850952108e-16,9.129742166159643e-17,1.2270045345477585e-16,2.136715488231384e-20,2.1535651756982474e-18,4.6945381242621306e-14,1.9840423037495984e-16,2.4554662297298115e-17,2.929081347564686e-13,9.077485857538111e-21,3.238111414828571e-17,1.418726106697232e-13,1.2119463868583108e-20,9.100427615186063e-23,8.22710820481892e-18,6.0915025200840316e-24,1.6015919917550322e-21,4.5634415908747564e-24,2.4159671512933827e-26,1.192642667357493e-30,2.8935920769080643e-27,3.529407865728244e-31,2.705632212330927e-22,5.499945866939058e-29,5.4571510714871955e-28,6.376250082549711e-33,6.332177324506679e-32,1.3338519462687952e-24,1.5903938728677743e-30,7.354537223165487e-29,1.5009281637463901e-31,5.490505855837169e-18,6.295309836847143e-20
9.401857655418298e-11,0.11224537483903345,0.9,0.0,0.0,0.0,0.0,0.099999974727338,6.474749881453039e-09,6.353231751141156e-09,4.47071378290731e-09,4.473321808447264e-09,3.82504830495152e-09,3.874212358960398e-09,3.872365635330795e-09,3.872293750697607e-09,3.4537805846732803e-09,3.454349814575994e-09,3.1260758314724322e-09,3.1279831594720497e-09,2.860067920791896e-11,8.2355719526028e-11,3.7385921037036744e-11,7.622302005679502e-12,9.838286399584553e-12,1.981542931159576e-12,1.008385082258791e-11,6.294402845628787e-12,7.826982612989839e-13,6.066601174386431e-13,1.5125250667281157e-12,2.007248810551334e-16,9.467346174399624e-16,1.3393476353479009e-16,9.964784504151613e-17,1.3392214705593826e-16,2.545359057193449e-20,2.1597063333492e-18,5.128301591395907e-14,2.6190755370272223e-16,2.680030092928611e-17,3.4892330162166116e-13,1.0813647987574759e-20,3.5342818287078896e-17,1.6900636068856884e-13,1.4438107664376735e-20,1.0833463504626328e-22,9.800703319100072e-18,7.443961037102763e-24,2.0822914252858983e-21,5.8175156234651316e-24,2.87805357739991e-26,1.5506349268800229e-30,3.773989748421656e-27,5.005021539003592e-31,3.517835675094946e-22,7.335812805116525e-29,7.593230321570203e-28,9.281991187712378e-33,9.616147351581494e-32,1.75763126648646e-24,2.0678075060728148e-30,1.1392278976215739e-28,2.1284747150118187e-31,6.540713558272178e-18,7.501440144576019e-20
9.999999999999999e-11,0.11224537507708486,0.9,0.0,0.0,0.0,0.0,0.09999997311950161,6.886816163839047e-09,6.753101672309672e-09,4.755038279397967e-09,4.757987900999544e-09,4.065846676138293e-09,4.1207356214992805e-09,4.11865765944711e-09,4.118572304667464e-09,3.6735086524707422e-09,3.6741491945813705e-09,3.324885245454543e-09,3.3270429529073048e-09,3.0401066799071524e-11,9.136974319131822e-11,4.162201576271143e-11,8.458607752494418e-12,1.1259733933000781e-11,2.34938374914182e-12,1.1405657108202009e-11,7.117330296888513e-12,8.854618825854143e-13,6.51965977993143e-13,1.740204873581792e-12,2.1350072385372524e-16,1.136770073385252e-15,1.4245872867696527e-16,1.059899372071154e-16,1.4244482878230257e-16,2.879586447637149e-20,2.164794532530952e-18,5.458574219821065e-14,3.185986282478183e-16,2.8505841082341324e-17,3.947377970914709e-13,1.223365617838397e-20,3.759221338125195e-17,1.9119906315878322e-13,1.6334566946107267e-20,1.2249820833115825e-22,1.1087812968076904e-17,8.56445640426925e-24,2.50555784383843e-21,6.897383579024638e-24,3.256003627823629e-26,1.865859100227157e-30,4.550444100815516e-27,6.403030402016648e-31,4.2330345645382582e-22,8.976126406792797e-29,9.575969516998154e-28,1.2081056790287946e-32,1.2897709013571596e-31,2.1335535716374653e-24,2.488189938569411e-30,1.5509057639455329e-28,2.723022480242446e-31,7.399737433617162e-18,8.48756485116454e-20
1.0189444123226678e-10,0.11224537507708486,0.9,0.0,0.0,0.0,0.0,0.09999997261026637,7.017329752061359e-09,6.879674587568439e-09,4.8450872559606935e-09,4.848149433224037e-09,4.1420634469604276e-09,4.198815849942763e-09,4.196661815809396e-09,4.196571970513768e-09,3.743101101315169e-09,3.743765105783575e-09,3.387850570500836e-09,3.3900907963072756e-09,3.0970952844256636e-11,9.428521977717317e-11,4.299658696127888e-11,8.729153812665329e-12,1.1731866869939332e-11,2.4739366725278786e-12,1.1841228410761855e-11,7.388438053935232e-12,9.19330721284123e-13,6.663180888288825e-13,1.815733884108419e-12,2.1754721132106046e-16,1.2020779683608409e-15,1.4515850135832162e-16,1.0799865638377092e-16,1.4514418020981473e-16,2.989741570173253e-20,2.1664832434926788e-18,5.5633409328425284e-14,3.381802062899429e-16,2.9046032265961934e-17,4.0983740404109855e-13,1.2701666309778843e-20,3.830466016518082e-17,1.985133932584497e-13,1.695961370989284e-20,1.2716429903251001e-22,1.151203533148189e-17,8.936161779168686e-24,2.650679775817115e-21,7.263032161450033e-24,3.3805712303053773e-26,1.9739381240761385e-30,4.816870710750039e-27,6.9005916574873075e-31,4.478256242288436e-22,9.544374956636521e-29,1.0274552449113494e-27,1.3087886530576294e-32,1.4101535711500506e-31,2.2629235284995092e-24,2.6323245346319758e-30,1.7034972165216712e-28,2.934626699610333e-31,7.68286878165878e-18,8.812502082967093e-20
1.0977030591035057e-10,0.11224537531517349,0.9,0.0,0.0,0.0,0.0,0.09999997049319473,7.559939760324451e-09,7.405519410842102e-09,5.219439892324528e-09,5.222992504472602e-09,4.458679315917306e-09,4.523429176298609e-09,4.520944255301881e-09,4.520834597683446e-09,4.032421609127285e-09,4.033187674990997e-09,3.649610742143292e-09,3.6522106216279403e-09,3.33385336052496e-11,1.0669913072641205e-10,4.887270277785417e-11,9.88138991095055e-12,1.3808901457820861e-11,3.034409909387998e-12,1.3739329263178257e-11,8.569482901985587e-12,1.0669508932116213e-12,7.259955135638946e-13,2.1473658063860984e-12,2.3437047520169636e-16,1.5014979816908496e-15,1.5638270118502448e-16,1.163498556651618e-16,1.5636655286477537e-16,3.4698641075426154e-20,2.173905707725187e-18,5.999785011331389e-14,4.285115520665384e-16,3.129185614825268e-17,4.756506432579229e-13,1.4741547051647814e-20,4.1266639774376066e-17,2.303938186639584e-13,1.9683991417815276e-20,1.4749149920089728e-22,1.3361140770283121e-17,1.05682394067478e-23,3.3141071811447973e-21,8.908403801970801e-24,3.9235250019628584e-26,2.4680271738467848e-30,6.0359199414704854e-27,9.288909279958547e-31,5.599335677243377e-22,1.2160432679299181e-28,1.3576797502480211e-27,1.7963797044380254e-32,2.007372229365246e-31,2.8568729188277882e-24,3.291247366243775e-30,2.471923197106281e-28,3.950344056626066e-31,8.917003630800292e-18,1.0228371043416793e-19
1.1764617058843437e-10,0.11224537555329958,0.9,0.0,0.0,0.0,0.0,0.09999996837612307,8.10257990479255e-09,7.930809541583662e-09,5.59377169315898e-09,5.597850996999954e-09,4.7749163214643786e-09,4.848052336535658e-09,4.845212925665742e-09,4.845081632845915e-09,4.321742108109624e-09,4.322617523818376e-09,3.91135634721024e-09,3.914342634705864e-09,3.5703616571276034e-11,1.1955406404218764e-10,5.499530262322922e-11,1.1074978956300701e-11,1.6071912978324406e-11,3.665575198596672e-12,1.577809262355472e-11,9.837442081454478e-12,1.2255591099601051e-12,7.856785752877535e-13,2.507431348295469e-12,2.511946726520096e-16,1.8486353738476462e-15,1.6760736226043607e-16,1.2470144286245336e-16,1.6758926496919492e-16,3.985727749567723e-20,2.1819826038609207e-18,6.437764560898472e-14,5.342097395242494e-16,3.353777242521414e-17,5.46363220186634e-13,1.6933296430489948e-20,4.422875710643621e-17,2.6464774718747803e-13,2.2611250200634472e-20,1.6931459525419001e-22,1.534805892115287e-17,1.234024570459521e-23,4.0799249059040095e-21,1.0761300032122367e-23,4.5069197847455575e-26,3.038377564740508e-30,7.44480779154483e-27,1.2248572177462748e-30,6.893522135739931e-22,1.5218673793128017e-28,1.757811259508782e-27,2.4094087506578595e-32,2.7854051424212616e-31,3.5466154481755195e-24,4.0518792289743306e-30,3.4955003934168853e-28,5.2090562740215586e-31,1.0243153025210441e-17,1.1748931688668146e-19
1.2552203526651815e-10,0.11224537579146342,0.9,0.0,0.0,0.0,0.0,0.0999999662590514,8.645250184015962e-09,8.455584443733237e-09,5.968082659624213e-09,5.972724886879668e-09,5.090793411702568e-09,5.1726853291617405e-09,5.169467799334496e-09,5.169313076640422e-09,4.611062598262189e-09,4.612054653902657e-09,4.173087386512068e-09,4.176486834811711e-09,3.8066379455397825e-11,1.328104962746091e-10,6.134676139429377e-11,1.2306241855546105e-11,1.8523188666343594e-11,4.369812360583529e-12,1.795746130842858e-11,1.1192227143564708e-11,1.3951557043688205e-12,8.453648981703083e-13,2.895931316677096e-12,2.680198036269706e-16,2.24710913410012e-15,1.788324838680226e-16,1.3305341795237282e-16,1.7881231647145122e-16,4.5373335763865314e-20,2.1907219806937266e-18,6.877412023377783e-14,6.566000676681741e-16,3.578378095349085e-17,6.219753354256233e-13,1.927692065381347e-20,4.719101215311959e-17,3.012752891075007e-13,2.574139947050807e-20,1.926320649560262e-22,1.747283185638303e-17,1.42521846831047e-23,4.955485379789741e-21,1.2828707115935523e-23,5.130760471450968e-26,3.690465358445418e-30,9.057191380812563e-27,1.5863942371950154e-30,8.373270612724142e-22,1.8753824100645768e-28,2.235881877683853e-27,3.1677968739102846e-32,3.780069141754995e-31,4.3392797056967446e-24,4.92152417071322e-30,4.8330988160851335e-28,6.7466450698672e-31,1.1661354729213525e-17,1.3374077019332802e-19
1.4127376462268574e-10,0.11224537626790512,0.9,0.0,0.0,0.0,0.0,0.09999996202490793,9.73068114093022e-09,9.503729085688281e-09,6.71664209408775e-09,6.7225187688034354e-09,5.7215369342718955e-09,5.821980805612893e-09,5.817936055247491e-09,5.817729192682483e-09,5.189703552077985e-09,5.190950764464648e-09,4.696505771061688e-09,4.700811793183991e-09,4.2785577779643726e-11,1.6038713286828717e-10,7.467191489869709e-11,1.486865986383808e-11,2.3998656142119366e-11,6.005973538732611e-12,2.2737802095304827e-11,1.4161951950386581e-11,1.7673153572724069e-12,9.647474616897048e-13,3.758229572676791e-12,3.0167286597072535e-16,3.2124039592093365e-15,2.012841059876633e-16,1.4975853171681903e-16,2.0125943746300567e-16,5.747776104138013e-20,2.2102167634148134e-18,7.762248065500027e-14,9.568348206670933e-16,4.0276074225397006e-17,7.878989817134972e-13,2.4419818416983742e-20,5.311593535732412e-17,3.816516542182311e-13,3.2610407117238753e-20,2.437445669764782e-22,2.2136124436323032e-17,1.8495836432717768e-23,7.065250257851997e-21,1.7631922247996053e-23,6.499799129965581e-26,5.261760264851817e-30,1.294701637219222e-26,2.542810160035347e-30,1.1939310338463702e-21,2.7393731862688657e-28,3.458904543933233e-27,5.207685187217718e-32,6.581372464542451e-31,6.261856145048321e-24,7.017073583948307e-30,8.72845172095829e-28,1.0814251319623943e-30,1.477408048515435e-17,1.6937730934321388e-19
1.5702549397885333e-10,0.11224537674450025,0.9,0.0,0.0,0.0,0.0,0.09999995779076433,1.0816232619470777e-08,1.0550204231220591e-08,7.465118204996686e-09,7.47237398087298e-09,6.351036056150227e-09,6.4713155937169604e-09,6.466348839834872e-09,6.466082950923343e-09,5.768344470574661e-09,5.769876020051997e-09,5.2198659022743604e-09,5.225185490887721e-09,4.749725840007051e-11,1.8917780771494696e-10,8.873053254590838e-11,1.754515580146231e-11,3.024978436852259e-11,7.95800756425045e-12,2.8079954957487106e-11,1.747806503024089e-11,2.1834325136171033e-12,1.0841342600247662e-12,4.734258448590667e-12,3.3532966187275656e-16,4.425719067383687e-15,2.237375624717104e-16,1.6646519677160622e-16,2.2370791542653943e-16,7.101200328581769e-20,2.232441012725074e-18,8.655381067089461e-14,1.3401036344400535e-15,4.476873494918486e-17,9.734231810577721e-13,3.0170289819830095e-20,5.904140932080439e-17,4.715237960896997e-13,4.029108964375385e-20,3.0081881178426573e-22,2.7351411725318313e-17,2.329918451864264e-23,9.702246121742164e-21,2.336241868075299e-23,8.030680128520773e-26,7.225731837045975e-30,1.7814436405520195e-26,3.877160430148019e-30,1.6397249305391256e-21,3.8357784801567184e-28,5.094417282304289e-27,8.104769172806547e-32,1.077372936422343e-30,8.681513236608254e-24,9.636344395513529e-30,1.4807591951970567e-27,1.6489274075826103e-30,1.8255540837587763e-17,2.0918616134734863e-19
1.7277722333502092e-10,0.1122453772212501,0.9,0.0,0.0,0.0,0.0,0.09999995355662053,1.1901904608042038e-08,1.1595218336919032e-08,8.213511001632786e-09,8.222290368758279e-09,6.979399625004749e-09,7.120689681540637e-09,7.114705997477806e-09,7.114374356476516e-09,6.346985353752204e-09,6.348830434221286e-09,5.743167786631591e-09,5.749607922050405e-09,5.220236003330586e-11,2.189738161529807e-10,1.0342096171604414e-10,2.0316152506413347e-11,3.7288562444465306e-11,1.0238449281005563e-11,3.398356365074542e-11,2.1140049591979803e-11,2.6435098342524556e-12,1.2035022157200133e-12,5.824027778357985e-12,3.689901909728855e-16,5.9147737874902325e-15,2.461928486983478e-16,1.831734129293477e-16,2.4615774994921506e-16,8.597614884750533e-20,2.2574369182292798e-18,9.557917426304268e-14,1.817480233305582e-15,4.926176220018678e-17,1.1785495281574415e-12,3.65283842096571e-20,6.49674339772008e-17,5.708925967002798e-13,4.87835223259337e-20,3.6384590536212084e-22,3.3119132938969895e-17,2.8662277664621875e-23,1.2925339485869546e-20,3.005699414934313e-23,9.723442625133719e-26,9.626209169289418e-30,2.3768351908802562e-26,5.677677673135634e-30,2.184702316015292e-21,5.192368674850306e-28,7.212191122130828e-27,1.207127908985961e-31,1.6781878238736127e-30,1.1655085878152775e-23,1.2837798524432883e-29,2.388211904135068e-27,2.414700929548606e-30,2.210614269218358e-17,2.5316107555455056e-19
1.8695377975557174e-10,0.11224537765045807,0.9,0.0,0.0,0.0,0.0,0.09999994974589092,1.2879112424249404e-08,1.2534625659816746e-08,8.886993292573553e-09,8.897267306102182e-09,7.54403384336724e-09,7.70515995198078e-09,7.698179764452843e-09,7.697783314152533e-09,6.8677621184141225e-09,6.869914348886902e-09,6.214089686848076e-09,6.221629772340159e-09,5.6431974101578375e-11,2.4650582261908124e-10,1.17109679928136e-10,2.2877302168114113e-11,4.430511432298991e-11,1.2580259350602895e-11,3.9776589284552e-11,2.473117935026669e-11,3.0951675618324344e-12,1.3109134978708891e-12,6.9020633854635404e-12,3.9928785874970996e-16,7.513025579131823e-15,2.6640416722609614e-16,1.9821213350913274e-16,2.663637605365289e-16,1.0066651853657175e-19,2.282331893618978e-18,1.0379166796238687e-13,2.336858133324084e-15,5.3305799405400994e-17,1.3799243917857994e-12,4.277022750346852e-20,7.030132695543642e-17,6.684448893406952e-13,5.712082033112146e-20,4.256534963538259e-22,3.8782813515239325e-17,3.396761979189474e-23,1.6375909948263035e-20,3.693171646369161e-23,1.138536992273811e-25,1.2196083305998469e-29,3.014574268663523e-26,7.777055642087747e-30,2.768256276350359e-21,6.658710331017936e-28,9.589430884866706e-27,1.6749863859249261e-31,2.4143480605598577e-30,1.4851821645131753e-23,1.6265203336411964e-29,3.5425844149430034e-27,3.30759197633246e-30,2.5887674906688062e-17,2.9629592898660625e-19
