Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392)
6.270453834014996e-07,0.11229337489128728,0.9,0.0,0.0,0.0,0.0,0.09981555472063583,7.794128537285773e-05,2.450697104987391e-06,1.0751873466398171e-05,2.1203604564221913e-05,8.610367154689136e-07,2.189397370431904e-05,3.4710271373769614e-06,6.216254359398501e-06,2.309970690917553e-05,6.074477787362455e-05,4.647420983397249e-06,2.296893849355598e-05,1.1034077060312476e-08,8.176717077843471e-08,2.5791941444424e-08,4.462250206652994e-09,5.4997730246485326e-05,2.0664148891219487e-05,0.0001504567311401115,3.0365777881707563e-05,3.3093907625169625e-05,6.39527173740149e-10,2.1530729058750374e-05,2.41103130113505e-12,6.083785420206895e-08,6.334734553309584e-13,7.301342615063209e-13,7.551891676469031e-13,1.0740105824271967e-12,1.9311524972300524e-13,5.5510888637324625e-06,1.600307117042873e-05,1.2703879254562174e-13,1.2784668921383269e-05,3.953968194834407e-13,2.595513782898082e-13,8.899944267965344e-06,7.590178826586748e-13,5.226576081871711e-16,9.775264064375266e-07,1.0599689494721764e-16,2.113925073480207e-07,6.067161990881188e-17,6.0897725103177445e-18,9.986816058510261e-19,2.2935960709245652e-16,1.0206152918263576e-16,1.3374170549831906e-07,1.2565144793916667e-17,9.528669884647215e-17,5.584336848993626e-18,4.2386367958325614e-17,1.1966601046203168e-13
6.368712647079982e-07,0.11229432001108422,0.9,0.0,0.0,0.0,0.0,0.0998124299118747,7.929084672429281e-05,2.450673300545115e-06,1.0857035444926707e-05,2.139191012922821e-05,8.610167603275137e-07,2.2118732158001602e-05,3.4709696338830777e-06,6.221648652831307e-06,2.346458039971067e-05,6.220081236135687e-05,4.651077386003132e-06,2.322888112944212e-05,1.1033969910929164e-08,8.176637643485237e-08,2.5791343699080428e-08,4.462238632459192e-09,5.565125985337566e-05,2.0999230401022964e-05,0.00015399837621121563,3.087087643775793e-05,3.401075847091681e-05,6.395325003276094e-10,2.191045658600455e-05,2.4526811266557052e-12,6.155895210376811e-08,6.390738392620265e-13,7.383679609271758e-13,7.629114589501202e-13,1.1037216873586006e-12,1.9540247905275045e-13,5.64544310643207e-06,1.649179285995913e-05,1.2816700781000719e-13,1.3128219773099618e-05,4.06005832931378e-13,2.6248876208511144e-13,9.160772973669156e-06,7.812312202068408e-13,5.313512568449952e-16,1.0245780363354024e-06,1.0786608421896723e-16,2.2381727078071985e-07,6.165539909474866e-17,6.3436617764055205e-18,1.050090770590581e-18,2.372101779002278e-16,1.0663297350301017e-16,1.4150097014458512e-07,1.3008048570345336e-17,9.850761539830221e-17,5.840216093190713e-18,4.426673082959999e-17,1.2376201589008091e-13
6.466971460144969e-07,0.11229526885141637,0.9,0.0,0.0,0.0,0.0,0.0998092994887384,8.063962391867974e-05,2.4506498620494728e-06,1.0961426861654522e-05,2.157715443251462e-05,8.609968193346089e-07,2.234130620922985e-05,3.4709091758348094e-06,6.2266716158445995e-06,2.382957887342086e-05,6.366850468772606e-05,4.6544810005194054e-06,2.3485892238399313e-05,1.1033864398830269e-08,8.176559430483085e-08,2.5790746375013998e-08,4.462227877580715e-09,5.6296539367804324e-05,2.1334300906575237e-05,0.0001575639363153552,3.1375955033640065e-05,3.493656027744306e-05,6.39537421595322e-10,2.229017615654141e-05,2.4943031595747046e-12,6.227085597729628e-08,6.445822672581101e-13,7.465077579818278e-13,7.705577254814399e-13,1.1337207943069581e-12,1.9766054807440596e-13,5.7388475897460045e-06,1.6986249032264902e-05,1.2927688209512804e-13,1.3474679049867504e-05,4.1670390831983547e-13,2.653930195853024e-13,9.424516532081914e-06,8.036912883230666e-13,5.400445666079662e-16,1.0729993980240224e-06,1.0973523065363505e-16,2.367329263231866e-07,6.263915206284151e-17,6.603746357134658e-18,1.103225696982856e-18,2.451901855043094e-16,1.1132674313922244e-16,1.4956041144390644e-07,1.3458477707895918e-17,1.017808998493836e-16,6.103109305861981e-18,4.6196827673430135e-17,1.279255236801539e-13
6.663489086274941e-07,0.11229717748974519,0.9,0.0,0.0,0.0,0.0,0.0998030220914412,8.333461774280987e-05,2.4506040421503923e-06,1.1167849260993137e-05,2.193865636074934e-05,8.60956975664802e-07,2.278004876748826e-05,3.4707811978888935e-06,6.235700543757985e-06,2.455995137009758e-05,6.663824258973314e-05,4.66059644452256e-06,2.3991250483161012e-05,1.1033658143143989e-08,8.176406532582333e-08,2.5789552866200834e-08,4.4622087200260435e-09,5.756251983990844e-05,2.2004408819158127e-05,0.00016476571308747667,3.238605213762654e-05,3.6814614331913076e-05,6.395463716572694e-10,2.3049590222298864e-05,2.5774573893395434e-12,6.366727553152081e-08,6.55329189348387e-13,7.625098356407268e-13,7.85627307758979e-13,1.1945697898016251e-12,2.020898229957818e-13,5.922780052645218e-06,1.799207443743099e-05,1.3144278886918022e-13,1.4176115988387514e-05,4.3836079478011715e-13,2.71103631540482e-13,9.960616078515375e-06,8.493402105236197e-13,5.574301334162687e-16,1.1739960278608904e-06,1.1347338115549915e-16,2.640745812370947e-07,6.460655059438527e-17,7.142641258410933e-18,1.21477179021795e-18,2.61537415210951e-16,1.210858230369578e-16,1.6660139228235313e-07,1.4381865059204894e-17,1.0848443480878498e-16,6.650182797100433e-18,5.0208381102740416e-17,1.36454574930648e-13
6.840354949791916e-07,0.11229890748249217,0.9,0.0,0.0,0.0,0.0,0.09979735396220354,8.575693247768618e-05,2.4505639523949545e-06,1.1350875057590043e-05,2.2254026637400114e-05,8.609211544638171e-07,2.316779849069715e-05,3.4706599161138196e-06,6.242787462094645e-06,2.521771499221689e-05,6.934933315137269e-05,4.6653941418999395e-06,2.4436371919879762e-05,1.1033477684658088e-08,8.176272756270412e-08,2.5788479852870536e-08,4.462194016452283e-09,5.867411971476467e-05,2.2607468093627745e-05,0.00017132640352946095,3.3295070758536765e-05,3.853447818295498e-05,6.395537471877624e-10,2.3733032987107784e-05,2.6521856968356446e-12,6.489309814784912e-08,6.647016162146798e-13,7.766009821796487e-13,7.989421471804351e-13,1.250286087916513e-12,2.0597799540861332e-13,6.085009793377478e-06,1.8916203994952596e-05,1.3333230315350596e-13,1.481684368232232e-05,4.581406113397116e-13,2.761335610658216e-13,1.0452745954483466e-05,8.912397017735842e-13,5.730759441055981e-16,1.269686705356319e-06,1.1683754887114644e-16,2.904548499998636e-07,6.637709198469961e-17,7.649176694137209e-18,1.321311452660467e-18,2.766896496211776e-16,1.302980253008329e-16,1.8301850288414805e-07,1.523850538947311e-17,1.146955917389902e-16,7.167144408867332e-18,5.399346021602821e-17,1.4436015882330854e-13
7.017220813308891e-07,0.11230064875454232,0.9,0.0,0.0,0.0,0.0,0.09979166876779559,8.817597435420545e-05,2.4505248865943113e-06,1.1531225746589259e-05,2.2560224155563446e-05,8.608853633211117e-07,2.3548986258947096e-05,3.4705344912172863e-06,6.249008731865183e-06,2.5875884026770344e-05,7.20958239155427e-05,4.669604095420728e-06,2.4872494003678555e-05,1.1033301810573255e-08,8.1761423975536e-08,2.5787407735775e-08,4.462181562388945e-09,5.975966373405537e-05,2.3210491390056588e-05,0.00017796044862746662,3.4204023938129405e-05,4.028181762845819e-05,6.395607523531312e-10,2.441644632488083e-05,2.7268012414972315e-12,6.608989347864499e-08,6.737985377360677e-13,7.904038894863476e-13,8.120285645336762e-13,1.3068853827296622e-12,2.0977410413267913e-13,6.244078729820665e-06,1.985779439345165e-05,1.3516686069315969e-13,1.546621167459672e-05,4.781845794197579e-13,2.8106179787132667e-13,1.0953815667247391e-05,9.338950709967563e-13,5.887206372672202e-16,1.3699795829558276e-06,1.2020155864939327e-16,3.1857022528256203e-07,6.814754200460408e-17,8.176299761475216e-18,1.433819836087839e-18,2.922567246524792e-16,1.399223647142084e-16,2.0049046445811208e-07,1.6119277094763488e-17,1.2107458588025407e-16,7.707760367710276e-18,5.79460939943603e-17,1.5248210879724083e-13
7.194086676825866e-07,0.11230240102745626,0.9,0.0,0.0,0.0,0.0,0.09978596692272806,9.059151911363721e-05,2.450486782947625e-06,1.1708843126555186e-05,2.2857514039135122e-05,8.608495965130963e-07,2.39237668338325e-05,3.47040607885801e-06,6.254465251813218e-06,2.6534457355982324e-05,7.48768544770142e-05,4.673295247158426e-06,2.529979729681239e-05,1.1033130313532684e-08,8.17601524989445e-08,2.5786336354168574e-08,4.462171210135038e-09,6.081940947417907e-05,2.3813478593427398e-05,0.00018466636605285648,3.511291141182698e-05,4.205608619353053e-05,6.395675916698471e-10,2.5099829447231552e-05,2.8012970662506256e-12,6.725795218386084e-08,6.826279383467929e-13,8.039243515499418e-13,8.248919391032165e-13,1.3643497141266414e-12,2.1347907658641338e-13,6.399969900672274e-06,2.081643346788894e-05,1.3694805029532837e-13,1.6123941445716623e-05,4.984840169440151e-13,2.858903822528897e-13,1.1463642812604248e-05,9.772905736254596e-13,6.043641501252058e-16,1.474929456703125e-06,1.235653920491129e-16,3.484735215014338e-07,6.991784975514411e-17,8.72418335293548e-18,1.5524317300909563e-18,3.0823700275343606e-16,1.499651830827001e-16,2.1904693742777898e-07,1.7024117821383965e-17,1.276211679810642e-16,8.272362151409721e-18,6.206939900880499e-17,1.6081976152760355e-13
7.370952540342841e-07,0.11230416402816298,0.9,0.0,0.0,0.0,0.0,0.09978024883730352,9.300336600866243e-05,2.450449579985233e-06,1.1883674233610443e-05,2.3146153747731734e-05,8.608138484367232e-07,2.4292276967085518e-05,3.470275525482206e-06,6.259246192730231e-06,2.7193433198908256e-05,7.769157991919398e-05,4.676528436860156e-06,2.5718458832659662e-05,1.1032962873376719e-08,8.175891108132341e-08,2.5785265543584374e-08,4.4621628148475225e-09,6.185361688259459e-05,2.441642959228573e-05,0.00019144270430844956,3.6021732927541554e-05,4.385674930581146e-05,6.395743931297821e-10,2.578318176857252e-05,2.8756669495112856e-12,6.839756753457912e-08,6.911975572139048e-13,8.17168049123127e-13,8.375370300518415e-13,1.4226615153447826e-12,2.1709384050437717e-13,6.55267290294464e-06,2.1791713206180236e-05,1.3867741431039914e-13,1.6789762479663105e-05,5.190304925278872e-13,2.9062131478653495e-13,1.1982048575847673e-05,1.021410776531074e-12,6.200065128179774e-16,1.5845874776916175e-06,1.2692905460028092e-16,3.802166969099965e-07,7.168804558387658e-17,9.292989767918123e-18,1.6772791969256044e-18,3.246286609255463e-16,1.6043147720664152e-16,2.3871688182431237e-07,1.7952913133203143e-17,1.3433413257898677e-16,8.861271700224139e-18,6.636503359515603e-17,1.6937207173444048e-13
7.547818403859816e-07,0.11230593748949769,0.9,0.0,0.0,0.0,0.0,0.09977451491758042,9.54113354163987e-05,2.4504132168269324e-06,1.2055671454543099e-05,2.342639329843695e-05,8.607781136269118e-07,2.4654637357810387e-05,3.470143449829981e-06,6.263430355236662e-06,2.78528091436491e-05,8.053917055766765e-05,4.679357357174678e-06,2.6128652159376118e-05,1.1032799158035242e-08,8.175769769736504e-08,2.5784195118909973e-08,4.462156235230944e-09,6.286254816347198e-05,2.5019344278693118e-05,0.0001982880395828006,3.6930488245207306e-05,4.568328304387509e-05,6.39581238146563e-10,2.6466502852170412e-05,2.9499053266679185e-12,6.950903528297794e-08,6.995149047611815e-13,8.301405512705937e-13,8.499680421911605e-13,1.481803570544949e-12,2.206193285634421e-13,6.702183122911038e-06,2.2783229785558093e-05,1.4035645042608292e-13,1.746341205227431e-05,5.39815818371129e-13,2.9525655668699257e-13,1.2508857660879384e-05,1.0662405510253661e-12,6.356477705881941e-16,1.6990012256797307e-06,1.3029255736328503e-16,4.1385080843730933e-07,7.345817093375419e-17,9.882870537275932e-18,1.8084908249644033e-18,3.414300619578533e-16,1.713259184188575e-16,2.595285336254557e-07,1.8905537773613124e-17,1.4121272030305167e-16,9.474801237570818e-18,7.083442054090992e-17,1.7813800245427239e-13
7.724684267376791e-07,0.11230772114920534,0.9,0.0,0.0,0.0,0.0,0.09976876556533835,9.781526672038533e-05,2.450377633253946e-06,1.2224792541625267e-05,2.369847548104372e-05,8.607423867009201e-07,2.5010954471141893e-05,3.4700103036466254e-06,6.2670873712019205e-06,2.8512582178930516e-05,8.341881168942456e-05,4.68182939564247e-06,2.653054738962334e-05,1.1032639001290929e-08,8.175651033370509e-08,2.5783124931191424e-08,4.462151331212174e-09,6.384646767320901e-05,2.5622222548182177e-05,0.0002052009730549215,3.783917713641412e-05,4.7535173028759253e-05,6.395882085803884e-10,2.7149792369959767e-05,3.0240072180110344e-12,7.059265354412828e-08,7.075872978871602e-13,8.428473172137468e-13,8.621886868922301e-13,1.5417589754659031e-12,2.240564942336137e-13,6.8485010571389605e-06,2.3790583607103962e-05,1.419866137960741e-13,1.814463502455118e-05,5.608320425360339e-13,2.9979803012092196e-13,1.3043898220330614e-05,1.111765065198747e-12,6.512878336666111e-16,1.818214783327239e-06,1.3365587730438706e-16,4.494259690288171e-07,7.52281507539843e-17,1.0493967627119321e-17,1.946190602764944e-18,3.5863963653550144e-16,1.826547239411525e-16,2.815093835466332e-07,1.9881945364581284e-17,1.4825696915618448e-16,1.0113254426298513e-17,7.548089920051656e-17,1.871170111395895e-13
7.901550130893766e-07,0.11230951475002088,0.9,0.0,0.0,0.0,0.0,0.09976300117804543,0.00010021501642758317,2.4503427701047547e-06,1.2391000549952638e-05,2.3962636067118855e-05,8.607066623903387e-07,2.5361322223033852e-05,3.469876415966021e-06,6.270278768334416e-06,2.9172748725004242e-05,8.63297033476081e-05,4.683986378047662e-06,2.69243112548508e-05,1.103248210669137e-08,8.1755347012872e-08,2.5782054836077525e-08,4.462147965292348e-09,6.480564182343098e-05,2.6225064299708546e-05,0.0002121801285879848,3.874779938412495e-05,4.9411913444909784e-05,6.395953414660046e-10,2.7833050073327133e-05,3.0979681820221375e-12,7.164872268292613e-08,7.154218259598397e-13,8.552936976099988e-13,8.742022446124776e-13,1.6025111111016882e-12,2.274062893426925e-13,6.991631712095338e-06,2.4813379328578203e-05,1.4356931689170758e-13,1.8833183640695187e-05,5.820714445191835e-13,3.0424761923137537e-13,1.3587001786736504e-05,1.1579697807788815e-12,6.669267209517524e-16,1.9422688108700402e-06,1.370190182991321e-16,4.869913073646724e-07,7.699800571227296e-17,1.1126413550886e-17,2.090499889199141e-18,3.76255533423084e-16,1.944225586108862e-16,3.0468615811553275e-07,2.0882029726895182e-17,1.5546560245858605e-16,1.0776925634355194e-17,8.030609697665414e-17,1.9630808911837993e-13
8.078415994410741e-07,0.11231131803923483,0.9,0.0,0.0,0.0,0.0,0.09975722214882707,0.00010261045650244767,2.450308569249725e-06,1.2554263710649955e-05,2.4219104012910345e-05,8.60670935581521e-07,2.57058235300644e-05,3.469742024212625e-06,6.273058908157931e-06,2.9833304663842274e-05,8.92710600619037e-05,4.685865220926433e-06,2.7310107162932507e-05,1.1032328116836918e-08,8.175420580302983e-08,2.5780984653704942e-08,4.46214600418002e-09,6.574033898920311e-05,2.6827869435602387e-05,0.0002192241507780701,3.965635478244321e-05,5.1313006184482e-05,6.396026420873858e-10,2.8516275772568866e-05,3.171784260104332e-12,7.267754520915393e-08,7.23025360366354e-13,8.674849365058372e-13,8.860116166904919e-13,1.6640436147467446e-12,2.306696650397923e-13,7.1315840762072765e-06,2.5851225895595564e-05,1.4510593103837613e-13,1.952881733089822e-05,6.035265288590143e-13,3.0860717069809366e-13,1.4138003204850758e-05,1.2048404466907509e-12,6.82564509418507e-16,2.0712006211609687e-06,1.4038200054030948e-16,5.265949299737053e-07,7.876780422043171e-17,1.178033077316197e-17,2.2415368553118213e-18,3.942761131549162e-16,2.0663322659058387e-16,3.290848029987692e-07,2.1905648597147595e-17,1.628376569354291e-16,1.1466099339631311e-17,8.5310787173048e-17,2.057100947714592e-13
8.255281857927716e-07,0.11231313076854314,0.9,0.0,0.0,0.0,0.0,0.09975142886643616,0.00010500147288602437,2.4502749733676723e-06,1.271455526000975e-05,2.4468101656382653e-05,8.606352012419027e-07,2.6044531727907283e-05,3.469607297166537e-06,6.275475815739266e-06,3.0494245368605652e-05,9.224211062449199e-05,4.6874985070459196e-06,2.7688095257372523e-05,1.1032176905912843e-08,8.175308478790325e-08,2.5779914243547852e-08,4.462145315704213e-09,6.66508294193405e-05,2.7430637861523312e-05,0.00022633170329952354,4.056484313639001e-05,5.323796010238406e-05,6.396101456525668e-10,2.9199469321686436e-05,3.2454519198334537e-12,7.367942567687037e-08,7.304046058572609e-13,8.794261736581653e-13,8.976193708415099e-13,1.726340350318817e-12,2.3384759693397427e-13,7.268370653519421e-06,2.690373657128882e-05,1.4659778898206526e-13,2.0231302518718423e-05,6.251900170886729e-13,3.128784939968181e-13,1.4696740565171411e-05,1.252363090600067e-12,6.98201088015131e-16,2.2050442549502196e-06,1.437447965904842e-16,5.682838856561507e-07,8.053745189262291e-17,1.245583312313245e-17,2.399414621635267e-18,4.1269989947638504e-16,2.1929275544429165e-16,3.5473046843747113e-07,2.2952768801398817e-17,1.703734719554625e-16,1.2181051711201133e-17,9.049845342168912e-17,2.1532259628930218e-13
8.432147721444691e-07,0.11231495269382731,0.9,0.0,0.0,0.0,0.0,0.09974562171522514,0.00010738796417661948,2.4502419263358275e-06,1.2871853238526226e-05,2.470984490856106e-05,8.605994544442478e-07,2.6377511862710724e-05,3.4694723526717866e-06,6.277571914670428e-06,3.115556573236887e-05,9.524209786147688e-05,4.6889149939041295e-06,2.8058432477070057e-05,1.103202820799896e-08,8.175198208872493e-08,2.5778843480480314e-08,4.462145769870697e-09,6.753738514728173e-05,2.8033369486411865e-05,0.00023350146750428027,4.147326426168127e-05,5.518629037192743e-05,6.396178552630561e-10,2.9882630606775565e-05,3.3189680289333387e-12,7.465467058026182e-08,7.375660573984826e-13,8.911224458718492e-13,9.090277913561025e-13,1.7893853942760001e-12,2.3694105812895864e-13,7.4020070509908655e-06,2.7970528964513645e-05,1.4804618428093588e-13,2.0940412432946603e-05,6.470548441589171e-13,3.170633625887191e-13,1.5263055138717373e-05,1.300524016773377e-12,7.138364614935017e-16,2.343830556302573e-06,1.471074069672039e-16,6.12104132172818e-07,8.23069572026608e-17,1.3153026088007939e-17,2.5642437751198473e-18,4.315250295079143e-16,2.324055199131008e-16,3.81647496693068e-07,2.4023294698361615e-17,1.7807173314518112e-16,1.2922049893690453e-17,9.587073713874882e-17,2.2514463926118174e-13
8.609013584961666e-07,0.1123167835750052,0.9,0.0,0.0,0.0,0.0,0.09973980107511884,0.00010976984045270949,2.4502093732344412e-06,1.3026140269457101e-05,2.494454343936801e-05,8.605636904334071e-07,2.6704821862280333e-05,3.469337271278693e-06,6.279384678543432e-06,3.181726019608899e-05,9.827027840960431e-05,4.690140063437831e-06,2.8421272616233683e-05,1.1031881626417225e-08,8.175089588309245e-08,2.577777218797411e-08,4.462147241590858e-09,6.840027990182783e-05,2.863606422243951e-05,0.0002407321412406736,4.2381617984508415e-05,5.715751793115988e-05,6.396257385345947e-10,3.0565759537049896e-05,3.3923298171731995e-12,7.560358825117503e-08,7.44515998457032e-13,9.025786889400853e-13,9.20238918319449e-13,1.8531630176259416e-12,2.399510140415876e-13,7.532511612878563e-06,2.9051225056597954e-05,1.4945237245441535e-13,2.1655926923866393e-05,6.691141529293126e-13,3.211635145914539e-13,1.5836791313052684e-05,1.3493098005179953e-12,7.294707517010368e-16,2.4875872480592542e-06,1.5046986360054705e-16,6.581005051586851e-07,8.407642695833453e-17,1.3872005733539602e-17,2.7361321878019743e-18,4.507498568713363e-16,2.4597429503027525e-16,4.0985941140199424e-07,2.5117060047282993e-17,1.8593117639985215e-16,1.3689350897458018e-17,1.01427568951796e-16,2.351749321264043e-13
8.785879448478641e-07,0.11231862317588076,0.9,0.0,0.0,0.0,0.0,0.09973396732158944,0.0001121470222238395,2.4501772599587156e-06,1.3177403322999723e-05,2.517240085808625e-05,8.605279045341157e-07,2.702651359408037e-05,3.469202106249993e-06,6.2809472072570365e-06,3.2479322775812146e-05,0.00010132592249809958,4.691196118923476e-06,2.8776766384308696e-05,1.1031737080549605e-08,8.174982436325303e-08,2.5776700231508107e-08,4.4621496068016855e-09,6.923978901765825e-05,2.92387219849635e-05,0.0002480224378665103,4.328990414132885e-05,5.9151169011605116e-05,6.396338151097478e-10,3.124885603818599e-05,3.4655348270101426e-12,7.652648875992605e-08,7.512605735794247e-13,9.137997402228896e-13,9.312545784895116e-13,1.917657662278965e-12,2.428784595291932e-13,7.659905097384238e-06,3.0145451226611343e-05,1.5081757418029041e-13,2.2377632283843853e-05,6.913612855315623e-13,3.251806528320756e-13,1.641779652954656e-05,1.398707278598144e-12,7.451038238563898e-16,2.636339007271157e-06,1.5383213362127194e-16,7.063166892393349e-07,8.584574512387822e-17,1.461286032347358e-17,2.9151821510062513e-18,4.703730322909013e-16,2.6000495708781513e-16,4.39388908759361e-07,2.6234046496836446e-17,1.939525307199855e-16,1.4483203691338777e-17,1.0717262020212167e-16,2.4541317416074134e-13
8.962745311995616e-07,0.11232047126402302,0.9,0.0,0.0,0.0,0.0,0.09972812082563247,0.00011451943949574854,2.4501455336562976e-06,1.3325633471732798e-05,2.5393614888594884e-05,8.604920921604405e-07,2.7342633817107156e-05,3.4690668906932837e-06,6.2822887361983164e-06,3.314174708911747e-05,0.00010440831373545879,4.692102934858704e-06,2.9125061465678464e-05,1.1031594354850585e-08,8.174876575559555e-08,2.5775627509378713e-08,4.462152742935623e-09,7.005618934554781e-05,2.9841342692478332e-05,0.0002553710854321033,4.419812257866708e-05,6.116677474136208e-05,6.396420811080368e-10,3.1931920047725366e-05,3.5385809029687255e-12,7.742368381076048e-08,7.578057365091569e-13,9.24790339858619e-13,9.420764252131318e-13,1.982853936418377e-12,2.4572438765081687e-13,7.784210390919401e-06,3.125283827514606e-05,1.521429742182162e-13,2.3105321072172297e-05,7.137897806124603e-13,3.2911644614345844e-13,1.700592122186142e-05,1.4487035481401558e-12,7.607356528197137e-16,2.790107540540207e-06,1.5719420971942547e-16,7.567951913250456e-07,8.761489450580475e-17,1.5375670938606676e-17,3.1014934751242745e-18,4.903926885225634e-16,2.7450179337369757e-16,4.7025785044786826e-07,2.7374178633104734e-17,2.0213451900564501e-16,1.5303848630348435e-17,1.1310777667941028e-16,2.558585239056347e-13
9.139611175512591e-07,0.11232232761065625,0.9,0.0,0.0,0.0,0.0,0.0997222619537445,0.00011688703093634559,2.4501141428025437e-06,1.347082564278077e-05,2.5608377539530152e-05,8.604562489189516e-07,2.7653225034445723e-05,3.4689316427253136e-06,6.28343508609722e-06,3.38045263808014e-05,0.00010751674890103986,4.6928779654569285e-06,2.9466302578823862e-05,1.1031452995701083e-08,8.174771835326963e-08,2.5774553848980253e-08,4.462156533173423e-09,7.084975916165053e-05,3.044392626656402e-05,0.0002627768260096729,4.510627315291456e-05,6.32038708148247e-05,6.396504808087494e-10,3.261495151173351e-05,3.6114661681506787e-12,7.829548663710204e-08,7.641572293227824e-13,9.355551325166433e-13,9.527059678140823e-13,2.0487366058946725e-12,2.484897739024145e-13,7.905452255483163e-06,3.237302144661129e-05,1.5342972193105232e-13,2.3838791944092323e-05,7.363933690449404e-13,3.329725301852708e-13,1.7601018755664976e-05,1.4992859624434565e-12,7.763664202390615e-16,2.948911659209769e-06,1.6055613895043562e-16,8.095773160549387e-07,8.938403344375101e-17,1.6160509753746974e-17,3.2951640198456714e-18,5.108071456338115e-16,2.894663640962089e-16,5.024872582277002e-07,2.8537258277481314e-17,2.1047541589838735e-16,1.6151515595406782e-17,1.1923190287172917e-16,2.6650948096896927e-13
9.316477039029566e-07,0.1123241919905685,0.9,0.0,0.0,0.0,0.0,0.09971639106790223,0.000119249743130141,2.4500830366084186e-06,1.3612978371330392e-05,2.5816875269525977e-05,8.604203704990958e-07,2.7958326253522972e-05,3.468796369389821e-06,6.2844090607990745e-06,3.446765354780738e-05,0.0001106505377412835,4.693536616963321e-06,2.980063153469934e-05,1.1031312965091906e-08,8.174668046172081e-08,2.5773479117581543e-08,4.4621608618053725e-09,7.16207780754584e-05,3.104647263184124e-05,0.00027023841514743104,4.60143557301253e-05,6.526199722157166e-05,6.396590299894618e-10,3.3297950382139174e-05,3.684188976142806e-12,7.914221190076401e-08,7.703206829331738e-13,9.460986702411865e-13,9.63144589208259e-13,2.1152905732526915e-12,2.511756289197536e-13,8.023657104979844e-06,3.350564045003846e-05,1.5467893536826657e-13,2.457784948390277e-05,7.59165964365024e-13,3.367505071923779e-13,1.820294536955646e-05,1.55044211977533e-12,7.919959705493269e-16,3.112767354347261e-06,1.6391788371333835e-16,8.647031433603871e-07,9.115302653020027e-17,1.6967441825191717e-17,3.496285463153935e-18,5.316152156806264e-16,3.049043667407913e-16,5.360973101020652e-07,2.972328016721767e-17,2.189764113308047e-16,1.7026426677421468e-17,1.255488243198234e-16,2.7736587667766036e-13
9.493342902546541e-07,0.1123260641820312,0.9,0.0,0.0,0.0,0.0,0.09971050852554325,0.00012160752991066732,2.4500521655304473e-06,1.3752093558710236e-05,2.6019289147680093e-05,8.603844526549905e-07,2.8257973661196215e-05,3.4686610697226327e-06,6.285230799107434e-06,3.5131121163407594e-05,0.00011380900277038541,4.6940924881644755e-06,3.01281872942279e-05,1.1031174123562601e-08,8.17456504125058e-08,2.577240324081084e-08,4.462165613584537e-09,7.23695269367041e-05,3.1648981715923234e-05,0.00027775462143028197,4.692237018581524e-05,6.734069802760141e-05,6.396677319249224e-10,3.398091661483413e-05,3.756747911843638e-12,7.99641755843874e-08,7.763015596892376e-13,9.564254134857614e-13,9.733935777028744e-13,2.1825008800327718e-12,2.537829648379701e-13,8.138852806957157e-06,3.465033947838334e-05,1.558916997923872e-13,2.532230404208329e-05,7.821016606841374e-13,3.4045194733482674e-13,1.8811560117188474e-05,1.6021598631888753e-12,8.0762422749463e-16,3.281687871466099e-06,1.672794232829305e-16,9.222115081183375e-07,9.292181263790193e-17,1.7796526271973096e-17,3.7049469150344655e-18,5.528150422424388e-16,3.2082027556643394e-16,5.711073379776805e-07,3.0932201775621857e-17,2.276363931835919e-16,1.7928795981540832e-17,1.320609844999379e-16,2.884270623182534e-13
9.670208766063516e-07,0.11232794396672961,0.9,0.0,0.0,0.0,0.0,0.09970461467954805,0.000123960351762116,2.450021481512842e-06,1.3888176237100036e-05,2.621579500938212e-05,8.603484913555182e-07,2.8552201220713642e-05,3.4685257370466613e-06,6.28591808587466e-06,3.579492150064396e-05,0.0001169914790752395,4.694557582732722e-06,3.044910602489685e-05,1.1031035938937808e-08,8.174462661640737e-08,2.577132605142278e-08,4.462170679954887e-09,7.309628774111287e-05,3.225145344936236e-05,0.000285324226132218,4.7830316404761984e-05,6.943952120274733e-05,6.396765109893183e-10,3.4663850168266275e-05,3.8291417821448576e-12,8.076169488172457e-08,7.821051023526237e-13,9.665397325067185e-13,9.834541497398903e-13,2.2503527068220085e-12,2.5631276280374444e-13,8.25106850682496e-06,3.580676722630518e-05,1.5706906722219274e-13,2.6071971576353707e-05,8.051947301014457e-13,3.4407838977387075e-13,1.942672481056229e-05,1.6544272784057184e-12,8.232514501453689e-16,3.455683784938591e-06,1.7064082404149184e-16,9.821399818660818e-07,9.46906172017619e-17,1.864781373812858e-17,3.9212366502611285e-18,5.744048711030541e-16,3.3721421720204525e-16,6.075358267438117e-07,3.216378349917989e-17,2.3645296535743345e-16,1.8858826720029115e-17,1.3876591694312976e-16,2.9969125598492363e-13
