Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392)
3.5455313143790767e-10,0.11224538273439298,0.9,0.0,0.0,0.0,0.0,0.09999990469431971,2.4439340825779e-08,2.3586810673985086e-08,1.684398377535569e-08,1.688075864773823e-08,1.4170576880011196e-08,1.4617345663417227e-08,1.4592727905749155e-08,1.4591186376957522e-08,1.3024533537319563e-08,1.3032113613712125e-08,1.1777890713584304e-08,1.1804998703607449e-08,1.0619362429587913e-10,5.977651349311946e-10,2.980500007246859e-10,5.5557215242632884e-11,1.7761659770570585e-10,6.255625324882958e-11,1.4265014152575568e-10,8.831078384759521e-11,1.1134502175910684e-11,2.5802437485186327e-12,2.6626186433368555e-11,7.577047333392e-16,5.1172289539078805e-14,5.054594458281685e-16,3.7609940730845865e-16,5.053282205801404e-16,3.621542812019086e-19,2.7518044876760274e-18,2.1018542191299436e-13,1.7882432530557322e-14,1.0113785741076108e-16,4.9645798790758935e-12,1.538826517445221e-19,1.3339394082763427e-16,2.4050475771934087e-12,2.0554669170540142e-19,1.5199333455503414e-21,1.3985044075644187e-16,1.310357576114503e-22,1.117874464410212e-19,1.8364293629481823e-22,4.0984003147617922e-25,8.323603817107478e-29,2.0655198076871573e-25,9.991593833561993e-29,1.8937086893748153e-20,4.871953723285664e-27,9.049057700245808e-26,2.3243822952339284e-30,4.318738443217547e-29,1.045538886214434e-22
3.7080334264110766e-10,0.11224538322828474,0.9,0.0,0.0,0.0,0.0,0.09999990032617592,2.556093014700664e-08,2.4654535485507187e-08,1.7614981961065757e-08,1.765518975095631e-08,1.4809239338570263e-08,1.528777797173256e-08,1.5260874389835872e-08,1.525918650037085e-08,1.3621485728627001e-08,1.3629768635107164e-08,1.2316999180310666e-08,1.2346647830250638e-08,1.1100097581941256e-10,6.329600902898701e-10,3.1658366350852304e-10,5.88287513864264e-11,1.9555241492896477e-10,6.966658428163154e-11,1.559916545411033e-10,9.654077039195596e-11,1.2178798541582644e-11,2.703254565750117e-12,2.922279261676293e-11,7.924788145004945e-16,5.837422548814655e-14,5.286487667216916e-16,3.933564496634603e-16,5.28506042204797e-16,3.9612142034300056e-19,2.8150589356603676e-18,2.2171820832368332e-13,2.0607790880014834e-14,1.0577776141636519e-16,5.4302474650279516e-12,1.6831692607597882e-19,1.395146288250544e-16,2.6306508069499052e-12,2.248292683065719e-19,1.6615810949584869e-21,1.530151393835574e-16,1.4381440118822043e-22,1.2788630302023349e-19,2.0451624192469182e-22,4.483066428338005e-25,9.521865864602413e-29,2.3629513837435934e-25,1.1944581112315628e-28,2.167035913868362e-20,5.597973732422704e-27,1.0539253962306034e-25,2.7905810017426423e-30,5.261191481079337e-29,1.1976805782847205e-22
3.8705355384430765e-10,0.11224538372234674,0.9,0.0,0.0,0.0,0.0,0.09999989595803145,2.6682647558919708e-08,2.572170476348258e-08,1.8385891610004e-08,1.8429684554775517e-08,1.544732426245866e-08,1.5958251934720005e-08,1.592896057856465e-08,1.592712033604111e-08,1.4218437882344145e-08,1.4227454893391012e-08,1.2856045748813863e-08,1.2888348737898775e-08,1.1580582603021473e-10,6.682262616442176e-10,3.351973655691904e-10,6.210603828756776e-11,2.1437958501605958e-10,7.71840154708545e-11,1.6992760077309433e-10,1.0513498347952547e-10,1.3269919788091692e-11,2.82625406982488e-12,3.1940302142695985e-11,8.2725686368134645e-16,6.6184892153395e-14,5.518399928198458e-16,4.1061514011349755e-16,5.516853016650645e-16,4.3161164126187104e-19,2.881449955967425e-18,2.3351884729696414e-13,2.360174611474995e-14,1.1041804707634386e-16,5.916800220839059e-12,1.8339859299676715e-19,1.4563590195339077e-16,2.86637400018174e-12,2.449768719156919e-19,1.8094976126374622e-21,1.6677911097363072e-16,1.5718804489638339e-22,1.454628825512061e-19,2.265846416223253e-22,4.885018122906359e-25,1.0829992973481278e-28,2.687601594877611e-25,1.4176070983735864e-28,2.4655970523909997e-20,6.381272082405512e-27,1.2189806996097265e-25,3.323074616925048e-30,6.350634859804365e-29,1.3638866967944704e-22
4.0330376504750763e-10,0.11224538421657909,0.9,0.0,0.0,0.0,0.0,0.09999989158988623,2.7804493048801016e-08,2.6788333874814223e-08,1.9156712732365665e-08,1.9204242981883963e-08,1.608484578072184e-08,1.6628767539306987e-08,1.659698642553489e-08,1.6594987889579088e-08,1.4815389998470943e-08,1.4825172404274668e-08,1.3395030426198866e-08,1.3430101419995147e-08,1.2060824412665733e-10,7.035484626518853e-10,3.5387789019916693e-10,6.538761692150341e-11,2.3409850171702226e-10,8.51091690984929e-11,1.8445780912328656e-10,1.1409323622650026e-10,1.44078688241041e-11,2.9492424572105902e-12,3.4778703930010416e-11,8.620388804877322e-16,7.462183420479267e-14,5.750331218044109e-16,4.2787547844773704e-16,5.748659985070382e-16,4.686250383618499e-19,2.9509789337491784e-18,2.456003352776074e-13,2.6877326052098592e-14,1.1505871392680976e-16,6.4242398562464855e-12,1.9912770541659624e-19,1.5175776013767867e-16,3.1122181235634562e-12,2.6598958504926716e-19,1.963679683211335e-21,1.8114359783237034e-16,1.7115663486108788e-22,1.6458247485374605e-19,2.498499628202628e-22,5.304259716063078e-25,1.2252803767364672e-28,3.0406575538031864e-25,1.670039286021111e-28,2.79053350694395e-20,7.246487951974751e-27,1.4005665543818997e-25,3.928957227020503e-30,7.603744393765263e-29,1.544776348251163e-22
4.195539762507076e-10,0.11224538471098176,0.9,0.0,0.0,0.0,0.0,0.09999988722174027,2.892646660393442e-08,2.7854435534501724e-08,1.992744533834633e-08,1.9978864956712447e-08,1.6721816078299438e-08,1.7299324772422992e-08,1.7264951885975797e-08,1.726278916659535e-08,1.541234207700735e-08,1.5422921183471522e-08,1.3933953219569835e-08,1.3971905869978936e-08,1.2540828736787434e-10,7.389141644196009e-10,3.726138722055116e-10,6.867228428858043e-11,2.54709399217138e-10,9.344250227225514e-11,1.9958211184265898e-10,1.2341534653323318e-10,1.5592648557375004e-11,3.072219871763134e-12,3.773798693394253e-11,8.968248645236232e-16,8.370180269855101e-14,5.982281514150811e-16,4.451374644585222e-16,5.980481322802616e-16,5.071617059915866e-19,3.0236466928410807e-18,2.579756717880498e-13,3.044756307954105e-14,1.1969976151571012e-16,6.95256807892746e-12,2.1550431617095772e-19,1.5788020330469216e-16,3.36818414364758e-12,2.8786749018797237e-19,2.1241241725751226e-21,1.9610989614223304e-16,1.857201167943269e-22,1.8531043712333302e-19,2.743135474349688e-22,5.740795512815996e-25,1.37951348863263e-28,3.4233047397682167e-25,1.955343402328665e-28,3.142991317979893e-20,8.174046309460986e-27,1.5998481542236945e-25,4.61354417538383e-30,9.034205621308958e-29,1.7409684267155143e-22
4.358041874539076e-10,0.11224538520555476,0.9,0.0,0.0,0.0,0.0,0.09999988285359354,3.004856821160478e-08,2.8920020256182928e-08,2.0698089438141903e-08,2.0753550405199794e-08,1.7358245665931368e-08,1.7969923620999615e-08,1.7932856916506943e-08,1.793052417270017e-08,1.6009294117953324e-08,1.602070124669532e-08,1.4472814136030102e-08,1.4513762081285355e-08,1.3020600309700304e-10,7.74313044008623e-10,3.9139554330260596e-10,7.19590501470207e-11,2.762123796817593e-10,1.021843351283582e-10,2.1530034402767802e-10,1.3310113628332722e-10,1.6824261894746997e-11,3.1951862044701265e-12,4.0818140316264345e-11,9.316148153951575e-16,9.34407843586525e-14,6.214250794307104e-16,4.62401097934605e-16,6.212317025308147e-16,5.472217384962162e-19,3.099453592292093e-18,2.706578573625982e-13,3.4325492089178745e-14,1.2434118939856455e-16,7.501786594541376e-12,2.3252847804361586e-19,1.6400323137929012e-16,3.6342730268641837e-12,3.1061066982840195e-19,2.2908280163026266e-21,2.116793559217197e-16,2.0087843804656174e-22,2.0771219667007978e-19,2.999763359473515e-22,6.194629833106246e-25,1.5461806134361773e-28,3.83672950849829e-25,2.275055309133733e-28,3.524121362815057e-20,9.190871010289423e-27,1.8172842264815565e-25,5.3845675823551034e-30,1.066030656292984e-28,1.9530816110113668e-22
4.520543986571076e-10,0.11224538570029807,0.9,0.0,0.0,0.0,0.0,0.09999987848544603,3.117079785909798e-08,2.9985096749533993e-08,2.1468645041948593e-08,2.152829925458408e-08,1.799414362019953e-08,1.864056407197052e-08,1.860070147486408e-08,1.859819291350356e-08,1.660624612130882e-08,1.6618512609658414e-08,1.5011613182682208e-08,1.5055670047345777e-08,1.3500143053664752e-10,8.097365861834031e-10,4.1021450555813767e-10,7.524709890178986e-11,2.9860743715279856e-10,1.1133487566371828e-10,2.3161234317406096e-10,1.431504306371724e-10,1.8102711742149078e-11,3.3181413320351677e-12,4.401915324311408e-11,9.664087327062565e-16,1.0385403045433938e-13,6.4462390367538e-16,4.796663786682637e-16,6.444167088085723e-16,5.888052301635407e-19,3.1783996108789884e-18,2.8365989173577695e-13,3.85241486661992e-14,1.2898299714022125e-16,8.071897106767542e-12,2.502002437455271e-19,1.7012684428825744e-16,3.910485739520518e-12,3.342192064289921e-19,2.4637882051759853e-21,2.278533809886746e-16,2.16631545331481e-22,2.318532536632201e-19,3.2683893894229475e-22,6.665766982790596e-25,1.725765722490014e-28,4.282116448565566e-25,2.6330899019416917e-28,3.935079554363005e-20,1.02747490333826e-26,2.0540776131882117e-25,6.2477528036146155e-30,1.2496935728220616e-28,2.181734367175683e-22
4.683046098603076e-10,0.11224538619521165,0.9,0.0,0.0,0.0,0.0,0.09999987411729767,3.229315553370093e-08,3.104967224686204e-08,2.223911215996295e-08,2.2303111433222892e-08,1.8629517790164777e-08,1.9311246112271453e-08,1.9268485519677517e-08,1.926579539461531e-08,1.7203198087073778e-08,1.7216355288070265e-08,1.555035036662785e-08,1.5597629761587813e-08,1.3979460225337705e-10,8.451777561302267e-10,4.2906353593016165e-10,7.853575815531063e-11,3.2189447725051e-10,1.20894240190913e-10,2.4851794880182847e-10,1.535630574513667e-10,1.942800100459718e-11,3.4410852883820172e-12,4.7341014739694804e-11,1.0012066160632419e-15,1.1495608558497304e-13,6.678246220000371e-16,4.969333064478124e-16,6.67603150659559e-16,6.319122752806922e-19,3.2604844159916877e-18,2.969947723570397e-13,4.305656760351338e-14,1.3362518431060545e-16,8.662901317338581e-12,2.6851966593931473e-19,1.7625104195626132e-16,4.1968232478010475e-12,3.586931824666003e-19,2.643001777636824e-21,2.446334289227736e-16,2.32979385364427e-22,2.5779918388434285e-19,3.549016985921899e-22,7.154211284316785e-25,1.91875089349146e-28,4.760651182305452e-25,3.031061163321772e-28,4.3770270400969486e-20,1.1455426062607613e-26,2.31064264381866e-25,7.211494686398394e-30,1.4564031790908384e-28,2.4275449505684606e-22
4.845548210635076e-10,0.1122453866902955,0.9,0.0,0.0,0.0,0.0,0.09999986974914846,3.341564122270156e-08,3.211375275765155e-08,2.3009490802381845e-08,2.3077986870442816e-08,1.926437497021376e-08,1.9981969728840263e-08,1.993620901033761e-08,1.9933331621644895e-08,1.7800150015248154e-08,1.7814229297636363e-08,1.6089025694967932e-08,1.613964121743542e-08,1.4458554531051664e-10,8.806307443628507e-10,4.479364222435461e-10,8.182447402951007e-11,3.4607333279892977e-10,1.3086246934329254e-10,2.660170021527007e-10,1.6433884682618253e-10,2.0800132586195145e-11,3.5640181465832575e-12,5.078371379058888e-11,1.0360084650699758e-15,1.2676081628937812e-13,6.910272322916537e-16,5.142018810654928e-16,6.907910276339964e-16,6.765429680745339e-19,3.345707419089816e-18,3.106754932338402e-13,4.79357817445475e-14,1.3826775048716747e-16,9.274800926068826e-12,2.874867972154705e-19,1.8237582431011075e-16,4.4932865177675634e-12,3.8403268037732155e-19,2.828465809415651e-21,2.620210110252782e-16,2.499219039258838e-22,2.8561564147692687e-19,3.8416473412462943e-22,7.659967044309795e-25,2.125620415075823e-28,5.273517412006869e-25,3.473221391901533e-28,4.8511304006529814e-20,1.270779120989194e-26,2.588223468740063e-25,8.281917035421512e-30,1.6877658432923624e-28,2.691131406610277e-22
5.008050322667076e-10,0.11224538718554955,0.9,0.0,0.0,0.0,0.0,0.09999986538099835,3.4538254913388856e-08,3.3177343274454577e-08,2.3779780979402453e-08,2.3852925496411826e-08,1.989872104657096e-08,2.065273490861684e-08,2.0603871906891223e-08,2.060080160020157e-08,1.8397101905831895e-08,1.841213465405729e-08,1.6627639174802526e-08,1.6681704408308935e-08,1.493742821884565e-10,9.160907604010961e-10,4.668278238641536e-10,8.51127911586727e-11,3.711437764923249e-10,1.4123954102355064e-10,2.841093459394468e-10,1.7547763073955374e-10,2.221910939013492e-11,3.686939888179349e-12,5.4347239450740914e-11,1.0708142793329747e-15,1.392814390696178e-13,7.142317324550287e-16,5.31472102309178e-16,7.139803392778415e-16,7.226974027743843e-19,3.434067819780667e-18,3.247150440000472e-13,5.3174821051228115e-14,1.4291069525058644e-16,9.907597630878305e-12,3.0710169011905873e-19,1.885011912742777e-16,4.799876515359142e-12,4.1023778261835574e-19,3.0201774099584604e-21,2.800176922790969e-16,2.674590479176319e-22,3.153683616866126e-19,4.146279814361019e-22,8.183038587791926e-25,2.3468564533186907e-28,5.821900030837431e-25,3.961252495514342e-28,5.3585618479582893e-20,1.4064641430085963e-26,2.887186746896604e-25,9.46808814411238e-30,1.9459418969483574e-28,2.973111567424404e-22
5.170552434699076e-10,0.1122453876809738,0.9,0.0,0.0,0.0,0.0,0.09999986101284733,3.566099659305275e-08,3.424044794990657e-08,2.4549982701222283e-08,2.4627927242028088e-08,2.0532561124995515e-08,2.1323541638543204e-08,2.1271474169928237e-08,2.1268205335894305e-08,1.8994053758824946e-08,1.9010071373027945e-08,1.7166190813230917e-08,1.722381932762513e-08,1.5416083158898094e-10,9.515538553712782e-10,4.857331501771634e-10,8.840033552579933e-11,3.9710553161175215e-10,1.520253815034007e-10,3.0279482412885084e-10,1.8697924273236617e-10,2.3684934318696257e-11,3.809850452831071e-12,5.80315808034417e-11,1.1056240584560236e-15,1.5253054757845364e-13,7.37438120424584e-16,5.487439699711035e-16,7.371710851416858e-16,7.703756735460302e-19,3.525564644053635e-18,3.391264091214043e-13,5.878671180892216e-14,1.4755401818782806e-16,1.0561293127813624e-11,3.273643971230497e-19,1.9462714277561014e-16,5.116594206391963e-12,4.373085716033102e-19,3.2181337141316534e-21,2.9862509131153764e-16,2.85590763561523e-22,3.471231635972123e-19,4.462912239849864e-22,8.723430222047515e-25,2.5829436275948387e-28,6.406981834844952e-25,4.499759529574952e-28,5.900499423176048e-20,1.5497616329907027e-26,3.208823377470076e-25,1.0776513590720329e-29,2.2326520511978903e-28,3.27410305181404e-22
5.495556658763076e-10,0.11224538867233255,0.9,0.0,0.0,0.0,0.0,0.09999985227654246,3.790686386847544e-08,3.6365213002298087e-08,2.60901208200512e-08,2.617811981891103e-08,2.17987404222285e-08,2.2665279696623667e-08,2.260649663997432e-08,2.260281410112258e-08,2.0187957352038736e-08,2.0206038961366184e-08,1.8243108594262012e-08,1.830820432523518e-08,1.6372742750994721e-10,1.022476878360481e-09,5.235703796037355e-10,9.497193764161639e-11,4.517016712107409e-10,1.7482286677827967e-10,3.419445648313849e-10,2.1107029148647256e-10,2.6757140154242663e-11,4.055638026276902e-12,6.576266670071858e-11,1.1752555097063666e-15,1.8126163754349472e-13,7.838565515885635e-16,5.832926437038237e-16,7.835568777175874e-16,8.703040999269758e-19,3.717962969534291e-18,3.6911649083447545e-13,7.118113081478011e-14,1.568417969442237e-16,1.193138727298395e-11,3.69833463081422e-19,2.0688079908927968e-16,5.780416531431238e-12,4.940475395115636e-19,3.632769087118545e-21,3.376787852293947e-16,3.236376962240407e-22,4.169027244638586e-19,5.132162232213541e-22,9.856191055286733e-25,3.101602884605086e-28,7.69197752135967e-25,5.7381525537709165e-28,7.092635455294873e-20,1.8673411692523785e-26,3.922327906405703e-25,1.379649563914226e-29,2.900534585484837e-28,3.9355894021523925e-22
5.788060460420676e-10,0.11224538956513688,0.9,0.0,0.0,0.0,0.0,0.0999998444138647,3.992858201116988e-08,3.827586917739773e-08,2.7475942712518456e-08,2.7573508325885674e-08,2.2936610113120284e-08,2.3872985919453096e-08,2.3807809109078702e-08,2.3803735495497285e-08,2.1262470457370385e-08,2.12825172081053e-08,1.9212123170783885e-08,1.928432766824405e-08,1.723300141781511e-10,1.0862909923754754e-09,5.576373833168324e-10,1.0088118969348163e-10,5.038829806366714e-10,1.9673709310206494e-10,3.792063055030698e-10,2.339914610475205e-10,2.9682375089438376e-11,4.276808632386224e-12,7.313372348983323e-11,1.237937371695561e-15,2.097255421698601e-13,8.256395755184248e-16,6.143920787000716e-16,8.253089915337683e-16,9.654521473027428e-19,3.9018357060655145e-18,3.975093027432315e-13,8.37418432057006e-14,1.6520208709512917e-16,1.323596284969244e-11,4.1027167199008614e-19,2.1791108813943495e-16,6.412503022084928e-12,5.480740860494131e-19,4.027269480771648e-21,3.749330996990322e-16,3.5991283281834164e-22,4.872135589697042e-19,5.775483078549255e-22,1.0934953855523439e-24,3.6240366789800596e-28,8.985852498542616e-25,7.056577937235959e-28,8.295513295332673e-20,2.1877675342630736e-26,4.649358464216348e-25,1.702042495575069e-29,3.6210040873186892e-28,4.6021374263655625e-22
6.080564262078276e-10,0.11224539045849166,0.9,0.0,0.0,0.0,0.0,0.09999983655118365,4.195071464052901e-08,4.018499066585107e-08,2.8861478168741314e-08,2.8969100290336327e-08,2.407289429213526e-08,2.5080826561784933e-08,2.500892452912995e-08,2.5004442350211736e-08,2.2336983440907233e-08,2.235909731327626e-08,2.0180937491520134e-08,2.026061850886666e-08,1.809256910191264e-10,1.1500788609581007e-09,5.917026677242924e-10,1.0678455255208688e-10,5.589463780217303e-10,2.1997305344736661e-10,4.183874155288204e-10,2.5808565269945926e-10,3.2759443042984744e-11,4.497943046105257e-12,8.089605221220817e-11,1.300632073693087e-15,2.4071983446210934e-13,8.674286844874389e-16,6.454968448192088e-16,8.670657452001302e-16,1.0655388869325365e-18,4.095850175956157e-18,4.2730843264046514e-13,9.771295225723109e-14,1.7356359623704836e-16,1.4608276805895496e-11,4.528096121546387e-19,2.2894326993111325e-16,7.077418254237557e-12,6.049067391174981e-19,4.441958991665296e-21,4.1419376075673326e-16,3.981135462114565e-22,5.650388775852269e-19,6.457605240989879e-22,1.2069900923946239e-24,4.202110706437241e-28,1.0417022541033773e-24,8.592136776911405e-28,9.628799223339552e-20,2.5380504618460536e-26,5.4624303807408395e-25,2.0776596540300698e-29,4.4680075899594345e-28,5.3398775736909465e-22
6.373068063735876e-10,0.11224539135239654,0.9,0.0,0.0,0.0,0.0,0.09999982868849909,4.397326168246493e-08,4.209258578984493e-08,3.024672724820308e-08,3.036489532569245e-08,2.5207605949762866e-08,2.6288801547540213e-08,2.6209842680985062e-08,2.6204934697968047e-08,2.3411496302648908e-08,2.3435779368144575e-08,2.1149551597844222e-08,2.1237076808585716e-08,1.8951449550043576e-10,1.213833380726096e-09,6.25755657102283e-10,1.1268137899373897e-10,6.168893384386011e-10,2.445293569776548e-10,4.5948701164630407e-10,2.8335192643342563e-10,3.59883609080137e-11,4.719041157434921e-12,8.904958874567688e-11,1.363339613403504e-15,2.7429872955038393e-13,9.09223866901565e-16,6.766069408227242e-16,9.088271360750075e-16,1.1705648670907935e-18,4.2999974912159236e-18,4.585893552302441e-13,1.1317023040488458e-13,1.8192632204982972e-16,1.6048338967141846e-11,4.974475876289633e-19,2.399773440239386e-16,7.775167856077209e-12,6.645459791390606e-19,4.8768214476468346e-21,4.554721433188457e-16,4.38239524706957e-22,6.507659288304925e-19,7.178487928119036e-22,1.326105750542133e-24,4.838642943169102e-28,1.1992379488318103e-24,1.0360959432451705e-27,1.1099600396855098e-19,2.9329780728343284e-26,6.364303439580243e-25,2.5127061085140103e-29,5.4567291443860105e-28,6.152404039226521e-22
6.665571865393475e-10,0.11224539224685119,0.9,0.0,0.0,0.0,0.0,0.09999982082581099,4.5996223062900473e-08,4.399866074134796e-08,3.1631690010390363e-08,3.176089304819874e-08,2.6340755442530585e-08,2.7496910800661803e-08,2.741056334712391e-08,2.7405212571465575e-08,2.448600904259498e-08,2.451256346388797e-08,2.211796553112105e-08,2.2213702528848796e-08,1.9809645550980516e-10,1.2775495820573049e-09,6.59788327917197e-10,1.1857122498300548e-10,6.777092218901207e-10,2.70404488643345e-10,5.025042149113565e-10,3.097893467586414e-10,3.936914556809387e-11,4.9401028868236276e-12,9.75942688711131e-11,1.4260599885220184e-15,3.105117876717018e-13,9.510251112782449e-16,7.077223654866667e-16,9.50593161533473e-16,1.2805306356220513e-18,4.5142683598624415e-18,4.914274618639061e-13,1.301893823270344e-13,1.9029026223688766e-16,1.7556159140281112e-11,5.44185901838082e-19,2.510133099856021e-16,8.505757454497063e-12,7.2699228631069e-19,5.331840749132096e-21,4.987801827388271e-16,4.802904532568889e-22,7.44783059038197e-19,7.93808667157448e-22,1.4508448788365018e-24,5.536460681582474e-28,1.3718804897618976e-24,1.2390134009269341e-27,1.2715100910946943e-19,3.365904032434118e-26,7.3609720100523625e-25,3.0126747820186825e-29,6.601298656488319e-28,7.04330874511456e-22
6.958075667051075e-10,0.11224539314185518,0.9,0.0,0.0,0.0,0.0,0.0999998129631192,4.80195987077692e-08,4.590322022682993e-08,3.301636651479304e-08,3.315709307635501e-08,2.747235113384488e-08,2.8705154245114448e-08,2.8611086311255155e-08,2.8605276003400955e-08,2.5560521660745027e-08,2.558944969159389e-08,2.3086179332706968e-08,2.319049563106857e-08,2.0667159224631405e-10,1.3412239830113874e-09,6.937945914022785e-10,1.2445378710043641e-10,7.414033114667284e-10,2.9759684889649145e-10,5.474381497524879e-10,3.3739698155579395e-10,4.290181389723254e-11,5.16112823520364e-12,1.0653002823046119e-10,1.488793196743545e-15,3.4940428543949825e-13,9.928324062042196e-16,7.38843117586989e-16,9.923638189523871e-16,1.395436740051844e-18,4.738653219321313e-18,5.258980579410461e-13,1.4884604232856507e-13,1.9865541451559705e-16,1.9131747113588e-11,5.930248576278892e-19,2.620511673839479e-16,9.269192675094033e-12,7.922461407111407e-19,5.807000854199172e-21,5.4413037421960235e-16,5.242660159296601e-22,8.474797637052324e-19,8.736354520286117e-22,1.5812099965347206e-24,6.298392854575474e-28,1.5603175563988964e-24,1.4708486250624136e-27,1.4482565512600816e-19,3.828719416441716e-26,8.458642054607937e-25,3.583270132015053e-29,7.916456577609479e-28,8.016181338020815e-22
7.250579468708675e-10,0.11224539403740813,0.9,0.0,0.0,0.0,0.0,0.09999980510042357,5.0043388543015403e-08,4.780626792808223e-08,3.440075682090425e-08,3.455349503048803e-08,2.860239988344817e-08,2.9913531804884705e-08,2.981141135805388e-08,2.980512502646805e-08,2.6635034157098593e-08,2.666643814225785e-08,2.40541930439498e-08,2.416745607662302e-08,2.1523992227726982e-10,1.404854127548004e-09,7.277698209684024e-10,1.3032885792078805e-10,8.079688404454542e-10,3.2610478187285135e-10,5.942879432672544e-10,3.6617390125732745e-10,4.6586382759878273e-11,5.38211719210485e-12,1.158568024050606e-10,1.5515392357764572e-15,3.910175593335295e-13,1.0346457402841208e-15,7.699691958772968e-16,1.0341391056877195e-15,1.5152837277549835e-18,4.973142330449055e-18,5.620763611331264e-13,1.6921577254667976e-13,2.0702177660518347e-16,2.0775112656863295e-11,6.439647573379369e-19,2.7309091577496137e-16,1.0065479142167593e-11,8.603080224638462e-19,6.302285771880967e-21,5.915357722506597e-16,5.701659003946987e-22,9.592467387810108e-19,9.573242911274666e-22,1.7172036325978412e-24,7.127258271622963e-28,1.7652371952189103e-24,1.7332491999700783e-27,1.6409343310622742e-19,4.3424576676176135e-26,9.659106283141813e-25,4.23182369909437e-29,9.420102108482812e-28,9.074609180602587e-22
7.543083270366275e-10,0.11224539493350966,0.9,0.0,0.0,0.0,0.0,0.09999979723772404,5.2067592494594114e-08,4.970780681347202e-08,3.5784860988220344e-08,3.5950098532430285e-08,2.9730907414241162e-08,3.1122043403981025e-08,3.1011538272980764e-08,3.1004759673358e-08,2.7709546531655207e-08,2.7743528906782332e-08,2.50220067061888e-08,2.5144583826855568e-08,2.2380145897273343e-10,1.4684382735783348e-09,7.617104969432948e-10,1.3619629593370234e-10,8.774030102914829e-10,3.559265942308562e-10,6.430527247148858e-10,3.9611917829351336e-10,5.0422869010923696e-11,5.603069696625133e-12,1.2557452694904626e-10,1.6142981033178744e-15,4.353893237017307e-13,1.0764651022001692e-15,8.011005991288446e-16,1.075919019115305e-15,1.640072145653434e-18,5.217725843282457e-18,6.000375002740774e-13,1.9137406182333258e-13,2.1538934624191083e-16,2.2486265521515912e-11,6.970059026788349e-19,2.8413255472435837e-16,1.0894622478718633e-11,9.311784114429834e-19,6.817679539378751e-21,6.410099900555742e-16,6.1798979074613005e-22,1.0804759318788513e-18,1.0448702144824215e-21,1.8588283090539807e-24,8.025886685257658e-28,1.9873263048979403e-24,2.0291528292595807e-27,1.8502871480106912e-19,4.9024828793243065e-26,1.0968032489494741e-24,4.9647589422915205e-29,1.1128723206474995e-27,1.0222177349105631e-21
7.835587072023875e-10,0.11224539583015936,0.9,0.0,0.0,0.0,0.0,0.09999978937502045,5.409221048847107e-08,5.160783933642575e-08,3.71686790762409e-08,3.734690320528601e-08,3.0857878578985015e-08,3.2330688966433656e-08,3.221146684215473e-08,3.220417997675918e-08,2.8784058784414392e-08,2.882072207597623e-08,2.5989620360754705e-08,2.6121878843075224e-08,2.3235621339001844e-10,1.531975194069419e-09,7.956139473721126e-10,1.4205600648678336e-10,9.4970300175523e-10,3.870605669396122e-10,6.937316251636557e-10,4.272318867390608e-10,5.441128949570845e-11,5.823985690843965e-12,1.3568313734426266e-10,1.6770697970606454e-15,4.825539638419728e-13,1.1182904806856096e-15,8.322373261192479e-16,1.1177035566193326e-15,1.76980254030172e-18,5.472393835414068e-18,6.398565147498472e-13,2.1539632507633757e-13,2.237581211728677e-16,2.4265215440629465e-11,7.521485947696366e-19,2.951760838014916e-16,1.1756628306448347e-11,1.004857787357117e-18,7.353166219699898e-21,6.925671990532136e-16,6.677373693413648e-22,1.2115605934150027e-18,1.1362681752388657e-21,2.006086545667324e-24,8.99711287728614e-28,2.2272710619900692e-24,2.3620771468229084e-27,2.0770678961859367e-19,5.493876717260062e-26,1.2392634724085243e-24,5.788302823730359e-29,1.305867860041145e-27,1.14624686309629e-21
