Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66)
9.999999999999999e-11,0.11224537513617504,0.9,0.0,0.0,0.0,0.0,0.09999997311955769,6.886816165502171e-09,6.753102509224959e-09,4.755038182318121e-09,4.758382719097714e-09,4.0658470015751924e-09,4.1207357682130425e-09,4.118657663186837e-09,4.1185723095143634e-09,3.673508870489214e-09,3.673508870489214e-09,3.324885116619044e-09,3.327234157591131e-09,3.040107056785732e-11,9.136894042147233e-11,4.162175182546622e-11,8.458535624781288e-12,1.1206897944091082e-11,2.3494009163843466e-12,1.1405593032619554e-11,7.117302016043261e-12,8.854585083733884e-13,6.519671163393823e-13,1.7401950116634752e-12,2.1350072390534065e-16
1.0385199301539317e-10,0.11224537513617504,0.9,0.0,0.0,0.0,0.0,0.09999997208412507,7.152193044763616e-09,7.010428634315544e-09,4.938134711336804e-09,4.941741322545474e-09,4.220795343701019e-09,4.279497958080196e-09,4.277263735834901e-09,4.277169138737114e-09,3.815012155849453e-09,3.815012155849453e-09,3.4529124689195006e-09,3.4554459439585185e-09,3.155966413176041e-11,9.732641117807956e-11,4.443280389018441e-11,9.011394530666314e-12,1.217613300392263e-11,2.606797082474357e-12,1.2299797853575899e-11,7.67383759372379e-12,9.549923328187649e-13,6.811488085379244e-13,1.895498327724485e-12,2.2172855845067143e-16
1.1089964196008016e-10,0.1122453753492223,0.9,0.0,0.0,0.0,0.0,0.09999997018968616,7.637748173600327e-09,7.480875746763626e-09,5.273117239534144e-09,5.277228838849047e-09,4.504048309209487e-09,4.56997710305354e-09,4.567442641849287e-09,4.5673299935035755e-09,4.073908125064426e-09,4.073908125064426e-09,3.6871437050972227e-09,3.690032659202903e-09,3.367782038525603e-11,1.0851551278478241e-10,4.973565968378411e-11,1.0050019768046214e-11,1.406370954443268e-11,3.1205309191230784e-12,1.4022965566845573e-11,8.74593414508053e-12,1.0890158418028538e-12,7.345493728323645e-13,2.1972444802290733e-12,2.3678287345106486e-16
1.1794729090476715e-10,0.11224537556229901,0.9,0.0,0.0,0.0,0.0,0.0999999682952473,8.123327433674157e-09,7.950883439295727e-09,5.6080830829707745e-09,5.6127326230762094e-09,4.7870001625526504e-09,4.860464122319673e-09,4.857610518496323e-09,4.8574783631838606e-09,4.332804089374771e-09,4.332804089374771e-09,3.9213632759902316e-09,3.924631032848867e-09,3.579399792001334e-11,1.2005300666452672e-10,5.5233784694767065e-11,1.112131596019533e-11,1.6100528505198067e-11,3.691156973706207e-12,1.5858760538170258e-11,9.887616024805164e-12,1.231837967080249e-12,7.87957929234438e-13,2.5217555066866956e-12,2.518379359975289e-16
1.2499493984945414e-10,0.11224537577540526,0.9,0.0,0.0,0.0,0.0,0.09999996640080844,8.608930823946403e-09,8.420479683891868e-09,5.943032242477393e-09,5.948252658325133e-09,5.069664367479189e-09,5.1509590148093796e-09,5.147767346457162e-09,5.147614248235939e-09,4.59170004878049e-09,4.59170004878049e-09,4.15557118217925e-09,4.159241064452721e-09,3.790832269945338e-11,1.3191087884507567e-10,6.091465362275831e-11,1.2222674723710843e-11,1.8288215868960403e-11,4.320362083144166e-12,1.7807142072926685e-11,1.109882039920439e-11,1.383458947162664e-12,8.413711232418949e-13,2.8690333866118494e-12,2.6689374605499363e-16
1.3204258879414114e-10,0.11224537598854124,0.9,0.0,0.0,0.0,0.0,0.09999996450636964,9.094558343378378e-09,8.889690363641886e-09,6.277964718884668e-09,6.283788928403654e-09,5.352053569303153e-09,5.4414617794535265e-09,5.437913107754456e-09,5.43773764911778e-09,4.850596003281582e-09,4.850596003281582e-09,4.389767424244986e-09,4.393862753570031e-09,4.0020911279111344e-11,1.440632086864952e-10,6.676649378920261e-11,1.3351679256329434e-11,2.062827535441926e-11,5.009706606362707e-12,1.9868071435362103e-11,1.2379488150373052e-11,1.5438790205095334e-12,8.947850114130146e-13,3.2390805976835052e-12,2.8195030359356294e-16
1.3909023773882814e-10,0.11224537620170706,0.9,0.0,0.0,0.0,0.0,0.09999996261193085,9.58020999093143e-09,9.35853913802607e-09,6.6128805130232285e-09,6.619341417865084e-09,5.634179553313882e-09,5.7319724151830465e-09,5.728047785373953e-09,5.727848566287347e-09,5.109491952878046e-09,5.109491952878046e-09,4.6239520027681196e-09,4.628496099755624e-09,4.213187020015056e-11,1.564863038870517e-10,7.277832264836588e-11,1.4506116360005122e-11,2.3122078108736815e-11,5.760616444487257e-12,2.2041511965055486e-11,1.3729564115630199e-11,1.7130984255502156e-12,9.481980874069675e-13,3.6318975486193626e-12,2.9700760858776667e-16
1.4613788668351514e-10,0.11224537641490293,0.9,0.0,0.0,0.0,0.0,0.09999996071749212,1.006588576556693e-08,9.827047859504608e-09,6.947779625723674e-09,6.9549101118953704e-09,5.916053375699851e-09,6.022490920928949e-09,6.018171363228447e-09,6.017947000202599e-09,5.368387897569884e-09,5.368387897569884e-09,4.8581249183293054e-09,4.863141102563685e-09,4.424129787111039e-11,1.6915828300162234e-10,7.893982952719105e-11,1.5683939145271757e-11,2.5770887905337212e-11,6.574407785610201e-12,2.4327428715004643e-11,1.514899634699706e-11,1.8911174006707343e-12,1.001609875293187e-12,4.0474837727299585e-12,3.1206566099255283e-16
1.5318553562820214e-10,0.11224537662812892,0.9,0.0,0.0,0.0,0.0,0.09999995882305343,1.0551585666246297e-08,1.0295236654743291e-08,7.282662057816554e-09,7.290494996289991e-09,6.1976853902952e-09,6.313017295622321e-09,6.308283826207485e-09,6.308032951321484e-09,5.627283837357094e-09,5.627283837357094e-09,5.0922861715091705e-09,5.097797761547787e-09,4.6349284928058307e-11,1.820589940488431e-10,8.524135137323429e-11,1.688325970070349e-11,2.857586640910202e-11,7.452291963976036e-12,2.672578838005602e-11,1.6637735966796626e-11,2.0779361842303264e-12,1.0550202808184499e-12,4.48583847832936e-12,3.271244607667011e-16
1.6023318457288914e-10,0.11224537684138526,0.9,0.0,0.0,0.0,0.0,0.09999995692861476,1.1037309691930972e-08,1.0763124104170089e-08,7.617527810132386e-09,7.626096057404214e-09,6.479085306281578e-09,6.603551538194319e-09,6.598385160141601e-09,6.598106420101945e-09,5.886179772239677e-09,5.886179772239677e-09,5.3264357628883135e-09,5.3324660762609255e-09,4.845591503249159e-11,1.951698345831051e-10,9.167382053149247e-11,1.810233297470435e-11,3.153808394767273e-11,8.395386149265028e-12,2.923655913978751e-11,1.8195736848502062e-11,2.2735550145509727e-12,1.1084291186142774e-12,4.946960949905642e-12,3.4218400791728014e-16
1.6728083351757614e-10,0.11224537705467191,0.9,0.0,0.0,0.0,0.0,0.09999995503417614,1.1523057841582479e-08,1.1230727165525463e-08,7.952376883501621e-09,7.961713282172067e-09,6.760262166103978e-09,6.894093647576169e-09,6.888475351830543e-09,6.8881674070018976e-09,6.145075702217633e-09,6.145075702217633e-09,5.560573693047286e-09,5.56714604625552e-09,5.0561264545278317e-11,2.084738282888205e-10,9.822878454190556e-11,1.9339563535413048e-11,3.465851505737509e-11,9.404708854371821e-12,3.185971072328628e-11,1.9822955752562587e-11,2.4779741299432577e-12,1.161836227335762e-12,5.430850450440694e-12,3.572443024237255e-16
1.7432848246226314e-10,0.11224537726798904,0.9,0.0,0.0,0.0,0.0,0.09999995313973753,1.2008830114162344e-08,1.1698061537351481e-08,8.287209278754692e-09,8.297346658004127e-09,7.041224464030842e-09,7.184643622699185e-09,7.178554388832601e-09,7.178215912479265e-09,6.403971627290964e-09,6.403971627290964e-09,5.794699962566634e-09,5.801837671083486e-09,5.2665404186361175e-11,2.2195526069505627e-10,1.0489829869958695e-10,2.059347287723196e-11,3.793805955111778e-11,1.0481201610753456e-11,3.4595214089467867e-11,2.151935168027601e-11,2.6911937686632445e-12,1.215241424234626e-12,5.9375062600883086e-12,3.723053441425246e-16
1.8137613140695013e-10,0.11224537748133669,0.9,0.0,0.0,0.0,0.0,0.09999995124529898,1.2494626508632176e-08,1.216514146843329e-08,8.622024996721957e-09,8.632996172839117e-09,7.321980086214329e-09,7.475201462494738e-09,7.468622259550622e-09,7.468251936991938e-09,6.662867547459669e-09,6.662867547459669e-09,6.02881457202684e-09,6.036540950296225e-09,5.476839812097457e-11,2.3559987019513473e-10,1.1167498020483846e-10,2.1862716471942622e-11,4.137753138768574e-11,1.1625717655441037e-11,3.744304159287031e-11,2.3284886212550717e-11,2.9132141689698035e-12,1.2686446895896628e-12,6.466927519693996e-12,3.873671330396291e-16
1.8842378035163713e-10,0.11224537769471503,0.9,0.0,0.0,0.0,0.0,0.09999994935086047,1.298044702395359e-08,1.2631980203458042e-08,8.956824038233754e-09,8.968661815017034e-09,7.602536457826646e-09,7.765767165894283e-09,7.7586789529868e-09,7.758275480997803e-09,6.921763462723746e-09,6.921763462723746e-09,6.262917522008384e-09,6.271255883444701e-09,5.6870305922932405e-11,2.493944014829232e-10,1.185518746905609e-10,2.314604362087221e-11,4.497768461093666e-11,1.2839048541991623e-11,4.040316659017499e-11,2.5119522717857154e-11,3.1440355690657864e-12,1.3220460251004567e-12,7.019113351087873e-12,4.024296693726035e-16
1.9547142929632413e-10,0.11224537790812408,0.9,0.0,0.0,0.0,0.0,0.09999994745642198,1.3466291659088231e-08,1.3098589992609315e-08,9.291606404120387e-09,9.30434357327281e-09,7.882900550356067e-09,8.05634073182935e-09,8.04872445874638e-09,8.048286544954764e-09,7.180659373083195e-09,7.180659373083195e-09,6.497008813091718e-09,6.50598247007947e-09,5.897118277180012e-11,2.633265957844141e-10,1.255224492954409e-10,2.444229642354177e-11,4.8739214054561004e-11,1.4121924808996148e-11,4.347556342807028e-11,2.7023226334872547e-11,3.3836582071102785e-12,1.3754453907235805e-12,7.594062910692309e-12,4.174929530468256e-16
2.0251907824101113e-10,0.11224537812156385,0.9,0.0,0.0,0.0,0.0,0.09999994556198354,1.3952160412997747e-08,1.3564982198561429e-08,9.626372095212147e-09,9.640041436704097e-09,8.163078918872306e-09,8.346922159231532e-09,8.338758766969307e-09,8.338285129320725e-09,7.43955527853802e-09,7.43955527853802e-09,6.731088445857279e-09,6.740720709750684e-09,6.107108001615009e-11,2.773850835545208e-10,1.325805587154178e-10,2.5750400056971373e-11,5.2662761564017954e-11,1.5475022416109242e-11,4.666020734706751e-11,2.899596378213883e-11,3.632082321215964e-12,1.428842732737875e-12,8.191775365769887e-12,4.3255698327471966e-16
2.0956672718569813e-10,0.1122453783350345,0.9,0.0,0.0,0.0,0.0,0.09999994366754511,1.4438053284643882e-08,1.4031167100678886e-08,9.961121112339238e-09,9.975755394823265e-09,8.443077641654759e-09,8.637511447032504e-09,8.628781868442617e-09,8.628271234553543e-09,7.69845117908822e-09,7.69845117908822e-09,6.9651564208854536e-09,6.975470602008092e-09,6.317004385666448e-11,2.9155958112843857e-10,1.397204996313166e-10,2.7069380299946825e-11,5.674890468544138e-11,1.6898951111960195e-11,4.9957074650968503e-11,3.103770370685292e-11,3.889308149496027e-12,1.4822380164609209e-12,8.81224986662826e-12,4.476217603978777e-16
2.1661437613038513e-10,0.1122453785485361,0.9,0.0,0.0,0.0,0.0,0.09999994177310674,1.492397027298838e-08,1.4497154256578698e-08,1.0295853456331843e-08,1.0311485437452758e-08,8.722902441503139e-09,8.928108594164018e-09,8.918793754381718e-09,8.918244861111094e-09,7.957347074733793e-09,7.957347074733793e-09,7.199212738756609e-09,7.210232146401093e-09,6.52681168748337e-11,3.0584052848918965e-10,1.46936900515472e-10,2.8398330892828363e-11,6.099817763718618e-11,1.8394276061682258e-11,5.336614238595807e-11,3.314841604240256e-11,4.155335930011263e-12,1.535631242332526e-12,9.455485533101347e-12,4.626872863041677e-16
2.2366202507507213e-10,0.11224537876206855,0.9,0.0,0.0,0.0,0.0,0.09999993987866838,1.5409911376993068e-08,1.4962952350296022e-08,1.0630569128020092e-08,1.0647231554765064e-08,9.002558639316288e-09,9.218713599557888e-09,9.2087944165235e-09,9.208206009451215e-09,8.21624296547474e-09,8.21624296547474e-09,7.4332574000510706e-09,7.445005342478728e-09,6.736533884900092e-11,3.2021923992898136e-10,1.5422476349246526e-10,2.9736426981021134e-11,6.541106267198716e-11,1.9961508923961804e-11,5.6887388470603415e-11,3.5328072275459565e-11,4.430165900811293e-12,1.5890224246496688e-12,1.0121481472565783e-11,4.777535581368752e-16
2.3070967401975912e-10,0.11224537897563203,0.9,0.0,0.0,0.0,0.0,0.09999993798423008,1.5895876595619803e-08,1.5428569382624403e-08,1.0965268128234067e-08,1.0982993737226351e-08,9.282051219392755e-09,9.509326462146016e-09,9.498783847017959e-09,9.498154680031744e-09,8.475138851311063e-09,8.475138851311063e-09,7.667290405349134e-09,7.679790189789712e-09,6.946174645414709e-11,3.3468771445849786e-10,1.6157940488504287e-10,3.108290797389823e-11,6.998800111876857e-11,2.1601119201948917e-11,6.052079152632768e-11,3.757664510978173e-11,4.713798299912696e-12,1.642411559712452e-12,1.0810236807037918e-11,4.928205731540558e-16
2.377573229644461e-10,0.1122453791892266,0.9,0.0,0.0,0.0,0.0,0.09999993608979182,1.6381865927830494e-08,1.589401266750427e-08,1.1299950457803788e-08,1.131877197559521e-08,9.561384830823073e-09,9.799947180860364e-09,9.788762038430117e-09,9.788090873310495e-09,8.734034732242756e-09,8.734034732242756e-09,7.901311755231059e-09,7.914586687882452e-09,7.155737047284124e-11,3.4923864219214594e-10,1.689964536825893e-10,3.243707800057433e-11,7.47293930685719e-11,2.3313533928014687e-11,6.426633088000657e-11,3.989410847770325e-11,5.00623336531067e-12,1.6957986380054075e-12,1.1521750662853956e-11,5.078883403762767e-16
2.448049719091331e-10,0.11224537940285223,0.9,0.0,0.0,0.0,0.0,0.09999993419535358,1.6867879372587033e-08,1.635928910883152e-08,1.1634616117559292e-08,1.1654566260838285e-08,9.840563885272731e-09,1.0090575754632975e-08,1.0078728983571932e-08,1.0078014589745307e-08,8.992930608269828e-09,8.992930608269828e-09,8.135321450277103e-09,8.149394836305082e-09,7.365224096144181e-11,3.638651230402991e-10,1.7647176244990543e-10,3.37982804379341e-11,7.963561373932774e-11,2.5099154528342916e-11,6.812398631160225e-11,4.2280437040948376e-11,5.3074713349319695e-12,1.7491836450484564e-12,1.2256022170036443e-11,5.229568641084283e-16
2.5185262085382007e-10,0.11224537961650898,0.9,0.0,0.0,0.0,0.0,0.09999993230091539,1.735391692885141e-08,1.68244049186497e-08,1.1969265108330527e-08,1.199037658420771e-08,1.0119592467098305e-08,1.0381212182395967e-08,1.0368684675664287e-08,1.0367925829793985e-08,9.25182647939227e-09,9.25182647939227e-09,8.369319491067468e-09,8.38421463460544e-09,7.574639212055022e-11,3.785609429922286e-10,1.8400148877042358e-10,3.5165922728464844e-11,8.470699749441033e-11,2.695834036829384e-11,7.209373829669775e-11,4.4735606680216236e-11,5.617512446702192e-12,1.8025665806568411e-12,1.3013050445900228e-11,5.380261181093992e-16
2.5890026979850704e-10,0.11224537983019683,0.9,0.0,0.0,0.0,0.0,0.09999993040647721,1.783997859558562e-08,1.7289365910419805e-08,1.2303897430947425e-08,1.2326202937156625e-08,1.0398474431252912e-08,1.0671856463081526e-08,1.065862910817308e-08,1.0657824593914332e-08,9.510722345610088e-09,9.510722345610088e-09,8.603305878182351e-09,8.619046082331105e-09,7.783984688278862e-11,3.933202969145252e-10,1.9158200592970889e-10,3.653945122988963e-11,8.994385400697991e-11,2.8891425398313707e-11,7.617556775643568e-11,4.725959400463631e-11,5.93635693849382e-12,1.8559474484515867e-12,1.3792834604029877e-11,5.530961160576242e-16
2.65947918743194e-10,0.11224538004391596,0.9,0.0,0.0,0.0,0.0,0.0999999285120391,1.8326064371751632e-08,1.775417750074374e-08,1.26385130862399e-08,1.26620453113325e-08,1.0677213410937747e-08,1.0962508595621919e-08,1.0948562274804636e-08,1.0947710882564171e-08,9.76961820692328e-09,9.76961820692328e-09,8.837280612201925e-09,8.853889179029407e-09,7.993262516957112e-11,4.0813777859492003e-10,1.9920989563419578e-10,3.7918350186033147e-11,9.534646891506509e-11,3.089871881948103e-11,8.036945604492899e-11,4.9852376333563363e-11,6.264005048129466e-12,1.9093262467468628e-12,1.45953737620207e-11,5.681668767153134e-16
2.80043216632568e-10,0.11224538047144778,0.9,0.0,0.0,0.0,0.0,0.09999992472316295,1.9298308248227476e-08,1.8683371573035783e-08,1.3307694398170876e-08,1.3333778091075657e-08,1.1234275667812305e-08,1.1543836411996617e-08,1.152839478678701e-08,1.1527446035283438e-08,1.028740991483579e-08,1.028740991483579e-08,9.305195123275622e-09,9.323610317531988e-09,8.411625240885798e-11,4.3792804435453446e-10,2.1459531801422506e-10,4.069043512737699e-11,1.0664996455969778e-10,3.51370112101179e-11,8.909333716707868e-11,5.5244239805182486e-11,6.945713072181916e-12,2.0160776294099715e-12,1.626871354439736e-11,5.983106265770544e-16
2.9193947312213376e-10,0.11224538083237649,0.9,0.0,0.0,0.0,0.0,0.09999992152539862,2.0118945047773057e-08,1.946717532682411e-08,1.387242324927363e-08,1.390076201690774e-08,1.1704012683253261e-08,1.2034494304575418e-08,1.2017731112919745e-08,1.201669648231227e-08,1.0724419675016883e-08,1.0724419675016883e-08,9.700072897332699e-09,9.720085383543819e-09,8.764527201760706e-11,4.6321112930193097e-10,2.2770110168495304e-10,4.304288661226129e-11,1.1670799445940406e-10,3.89473359058056e-11,9.680482011686706e-11,6.000884762664165e-11,7.548470514968137e-12,2.1061680111104983e-12,1.7751810926956813e-11,6.237538951335231e-16
3.026461039627429e-10,0.11224538115728863,0.9,0.0,0.0,0.0,0.0,0.0999999186474108,2.0857576889061714e-08,2.0172282257503857e-08,1.4380638621068388e-08,1.4411086491818572e-08,1.2126461452789765e-08,1.2476105523891775e-08,1.2458106298575726e-08,1.2456991498091682e-08,1.1117728447231624e-08,1.1117728447231624e-08,1.0055434512220165e-08,1.0076941316104966e-08,9.081996353013814e-11,4.860600879444428e-10,2.395799050769804e-10,4.5168637602631054e-11,1.2616643729226177e-10,4.256005921565576e-11,1.0401794729372242e-10,6.446435562264784e-11,8.112401543434482e-12,2.1872442924928294e-12,1.914202245395814e-11,6.466546613082257e-16
3.1335273480335207e-10,0.11224538148227299,0.9,0.0,0.0,0.0,0.0,0.09999991576942309,2.1596264357659167e-08,2.0877101224857067e-08,1.4888815538218687e-08,1.4921447832253647e-08,1.2548621117785628e-08,1.2917734849217872e-08,1.2898455405990977e-08,1.2897257728280816e-08,1.1511037208126982e-08,1.1511037208126982e-08,1.0410769241229587e-08,1.0433824126842161e-08,9.399335877279823e-11,5.089864792513955e-10,2.5152954137813194e-10,4.730135277606579e-11,1.3601028233148338e-10,4.6347197096963686e-11,1.1148945019640583e-10,6.907834764005895e-11,8.696653853867751e-12,2.2683157777957087e-12,2.0584737594460778e-11,6.69557149338634e-16
3.240593656439612e-10,0.11224538180732967,0.9,0.0,0.0,0.0,0.0,0.09999991289143545,2.233500744992719e-08,2.1581642282045702e-08,1.5396954003633114e-08,1.5431846013306463e-08,1.2970499427179487e-08,1.335938227681204e-08,1.3338778418473066e-08,1.3337495174484505e-08,1.190434595770295e-08,1.190434595770295e-08,1.076607708639431e-08,1.0790733814162566e-08,9.71655025094397e-11,5.3198029028777e-10,2.635427167315511e-10,4.944007137749598e-11,1.4623999345303593e-10,5.030928012950533e-11,1.1921927318297625e-10,7.385076008361762e-11,9.301228279340159e-12,2.34938246529481e-12,2.2079953239912995e-11,6.9246136126068e-16
3.347659964845704e-10,0.11224538213245867,0.9,0.0,0.0,0.0,0.0,0.09999991001344789,2.307380616222776e-08,2.228591430004753e-08,1.590505402022004e-08,1.5942281010713255e-08,1.3392103401072598e-08,1.3801047802932987e-08,1.3779075320043671e-08,1.3777703838307554e-08,1.2297654695959533e-08,1.2297654695959533e-08,1.1121358049747518e-08,1.1147670376472332e-08,1.0033643508645625e-10,5.550326918962804e-10,2.756128259535181e-10,5.158394575446266e-11,1.568559630647389e-10,5.444676531194571e-11,1.272073619644556e-10,7.878153147111968e-11,9.92612565274752e-12,2.430444351073694e-12,2.362766628167352e-11,7.153672952665038e-16
3.4547262732517953e-10,0.11224538245766001,0.9,0.0,0.0,0.0,0.0,0.09999990713546039,2.381266049092305e-08,2.2989925096529716e-08,1.6413115590887606e-08,1.6452752800796958e-08,1.3813439395301323e-08,1.4242731423839821e-08,1.4219346095362108e-08,1.42178837213547e-08,1.2690963422896729e-08,1.2690963422896729e-08,1.1476612133322259e-08,1.1504633812176651e-08,1.0350619133937503e-10,5.781359112193155e-10,2.877338921717615e-10,5.373222929299729e-11,1.6785851978799656e-10,5.876004397120611e-11,1.354536634727706e-10,8.387060220739009e-11,1.0571346806811528e-11,2.511501431012445e-12,2.522787360940033e-11,7.382749528104586e-16
3.561792581657887e-10,0.11224538278293374,0.9,0.0,0.0,0.0,0.0,0.09999990425747299,2.455157043237544e-08,2.369368156139923e-08,1.6921138718543754e-08,1.6963261360410985e-08,1.4234513166232946e-08,1.4684433135792042e-08,1.4659590729649127e-08,1.4658034825230646e-08,1.3084272138514539e-08,1.3084272138514539e-08,1.1831839339151411e-08,1.1861624119679801e-08,1.0667480253475399e-10,6.012831045082691e-10,2.999005062330214e-10,5.5884264380109904e-11,1.7924793612153912e-10,6.324944965282448e-11,1.4395812572866887e-10,8.91179143585687e-11,1.1236892574082044e-11,2.5925537019435412e-12,2.688057211014597e-11,7.611843327554661e-16
3.7759251984700704e-10,0.11224538343369857,0.9,0.0,0.0,0.0,0.0,0.09999989850149844,2.602955713900206e-08,2.510045505060301e-08,1.79370696564524e-08,1.7984388698010287e-08,1.5075894395411664e-08,1.5567890817872606e-08,1.5540001518442932e-08,1.553825070188749e-08,1.3870889535792001e-08,1.3870889535792001e-08,1.2542213125703722e-08,1.2575685343695288e-08,1.1300869546101812e-10,6.476860530660301e-10,3.2435127168680314e-10,6.019734400061188e-11,2.031881950212573e-10,7.275772649322859e-11,1.6174132934860205e-10,1.0008703835869584e-10,1.2628961277580971e-11,2.7546438052206925e-12,3.034343016933288e-11,8.070082609366935e-16
3.9900578152822535e-10,0.11224538408475306,0.9,0.0,0.0,0.0,0.0,0.09999989274552423,2.7507766253010715e-08,2.6506275317734742e-08,1.8952846857205024e-08,1.9005662847132718e-08,1.5916283240895263e-08,1.64514208192585e-08,1.642030757704296e-08,1.641835148111467e-08,1.4657506887791922e-08,1.4657506887791922e-08,1.3252479425664446e-08,1.3289854035735738e-08,1.1933829649638209e-10,6.942013892933756e-10,3.489312448666343e-10,6.451932621238775e-11,2.2867803745886002e-10,8.297335577673454e-11,1.8055657457755146e-10,1.116884661669451e-10,1.4102338420211411e-11,2.916714643581811e-12,3.4016215515180405e-11,8.528390788049494e-16
4.2041904320944366e-10,0.11224538473609733,0.9,0.0,0.0,0.0,0.0,0.09999988698955035,2.8986197745307747e-08,2.7911174019354925e-08,1.9968470344057118e-08,2.0027083637109762e-08,1.675570946209166e-08,1.733502311003985e-08,1.7300508801495095e-08,1.729833717574801e-08,1.5444124194514306e-08,1.5444124194514306e-08,1.3962638255291119e-08,1.4004130183005124e-08,1.2566374816443777e-10,7.407978771269553e-10,3.7361263153632467e-10,6.884721090360933e-11,2.5571822279187286e-10,9.389754311180824e-11,2.0040347426150403e-10,1.2392177649954517e-10,1.5657030656187958e-11,3.0787661970518354e-12,3.789890318051953e-11,8.98676785569584e-16
4.4183230489066197e-10,0.11224538538773136,0.9,0.0,0.0,0.0,0.0,0.09999988123357681,3.046485158680275e-08,2.93151758457381e-08,2.0983940140260704e-08,2.104865090199474e-08,1.75941975623005e-08,1.8218697660313013e-08,1.8180605092118925e-08,1.817820779862252e-08,1.6230741455959154e-08,1.6230741455959154e-08,1.467268963083882e-08,1.4718513772694985e-08,1.3198516165723743e-10,7.874512612895675e-10,3.9837264920478295e-10,7.317867132305331e-11,2.8430908923031403e-10,1.0553106038762106e-10,2.2128165019905765e-10,1.3678656066733324e-10,1.7293044636967812e-11,3.2407984439587765e-12,4.1991468175359733e-11,9.445213803044196e-16
4.632455665718803e-10,0.11224538603965517,0.9,0.0,0.0,0.0,0.0,0.09999987547760357,3.194372774840854e-08,3.0718300028870344e-08,2.1999256269064267e-08,2.2070364479749302e-08,1.84317677241763e-08,1.9102444440180646e-08,1.906059635260388e-08,1.9057963362572452e-08,1.701735867212647e-08,1.701735867212647e-08,1.5382633568560174e-08,1.543300479198489e-08,1.3830262357790697e-10,8.34142756132503e-10,4.231926431573719e-10,7.751190888019038e-11,3.1445064567174e-10,1.1787434029302385e-10,2.431907314265768e-10,1.5028241989506914e-10,1.9010387011254278e-11,3.4028113657924677e-12,4.629388548364701e-11,9.903728621105434e-16
4.846588282530986e-10,0.11224538669186859,0.9,0.0,0.0,0.0,0.0,0.09999986972163068,3.342282620104121e-08,3.212056157852528e-08,2.301441875371278e-08,2.309222421155347e-08,1.9268436602722292e-08,1.9986263419751663e-08,1.9940482489269034e-08,1.9937603880431273e-08,1.780397584301625e-08,1.780397584301625e-08,1.6092470084705333e-08,1.6147603228042792e-08,1.4461620151778054e-10,8.808578069190116e-10,4.480573358609337e-10,8.184553395715853e-11,3.461426469839983e-10,1.3092755379559398e-10,2.6613035278949575e-10,1.6440896312401167e-10,2.0809064425001295e-11,3.5648049467317863e-12,5.0806130064392694e-11,1.0362312300844107e-15
5.060720899343169e-10,0.11224538734437169,0.9,0.0,0.0,0.0,0.0,0.09999986396565812,3.490214691562005e-08,3.3521972262921156e-08,2.4029427617447688e-08,2.411422994123386e-08,2.0104217982329893e-08,2.087015456914123e-08,2.0820263410476274e-08,2.081712936503164e-08,1.8590592968628514e-08,1.8590592968628514e-08,1.6802199195522013e-08,1.6862309068025366e-08,1.5092594847091788e-10,9.27585107082529e-10,4.729542037679308e-10,8.617847115603468e-11,3.7938465374634424e-10,1.4469067162263304e-10,2.901001537843002e-10,1.7916580526856245e-10,2.268908352141419e-11,3.726779170229386e-12,5.552817685514886e-11,1.0820964833226117e-15
5.274853516155352e-10,0.11224538799716414,0.9,0.0,0.0,0.0,0.0,0.09999985820968589,3.638168986306764e-08,3.492254134190032e-08,2.5044282883506933e-08,2.5136381514806144e-08,2.0939123302052322e-08,2.175411785847082e-08,2.1699939026191254e-08,2.169653982920544e-08,1.937721004896325e-08,1.937721004896325e-08,1.7511820917255453e-08,1.7577122299078173e-08,1.5723190613565497e-10,9.743158634875336e-10,4.978729776115811e-10,9.050988817600973e-11,4.1417607695831283e-10,1.5916351027265353e-10,3.1509977766280664e-10,1.9455256591283112e-10,2.4650450940948215e-11,3.8887340185580766e-12,6.046000077282823e-11,1.12796862092199e-15
5.488986132967535e-10,0.11224538865024598,0.9,0.0,0.0,0.0,0.0,0.099999852453714,3.7861455014309795e-08,3.632227611238158e-08,2.6058984575124936e-08,2.615867878010936e-08,2.1773162075252354e-08,2.2638153257868116e-08,2.2579509247656416e-08,2.257583528578377e-08,2.0163827084020456e-08,2.0163827084020456e-08,1.8221335266148445e-08,1.829204290833588e-08,1.6353410737095328e-10,1.0210432498167626e-09,5.2280524199355e-10,9.483914270026154e-11,4.505162113121636e-10,1.7434576625883776e-10,3.4112887074039817e-10,2.1056886834090723e-10,2.6693173321308202e-11,4.050669474715718e-12,6.560157671241869e-11,1.1738476419794508e-15
