Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634)
3.9239063081198076e-08,0.11224693732731528,0.9,0.0,0.0,0.0,0.0,0.09998942787268078,3.0471739966299176e-06,1.6040296943481927e-06,1.6315499991576794e-06,1.952143621049877e-06,7.221657366815466e-07,1.7109457214718947e-06,1.3911580003837892e-06,1.4357446976569248e-06,1.4413396549474067e-06,1.559006573998101e-06,1.1398067868919862e-06,1.438242621214662e-06,7.222019572299272e-09,5.3451083936797214e-08,2.161042049805332e-08,3.736857348656974e-09,1.792028256970155e-06,7.202284159769846e-07,1.465758741649718e-06,7.755790070890033e-07,1.4198697571529357e-07,2.560276039421947e-10,3.2133726951489633e-07,9.446434582685577e-14,1.95856748804142e-09,5.844749256902725e-14,4.581728367966985e-14,5.914292049899732e-14,4.6178975925541194e-15,6.30795096803577e-15,2.1493931673502804e-08,2.3068906975092437e-08,1.1696015703001349e-14,6.304682871537588e-08,1.9540794706032535e-15,1.6252278553327527e-14,3.151247620023318e-08,2.6932841485521447e-15,1.3349196083086977e-17,6.368715866574317e-11,1.5818869772398894e-18,1.585824196721235e-12,2.1145757894955686e-18,6.1129296017747486e-21,1.2645017540532524e-22,2.2909803919476117e-19,1.1187824604996673e-20,1.0570626331136719e-12,7.334647365050426e-21,1.2989549025296515e-19,3.577289253124122e-22,6.34102230119218e-21,1.1950029277319399e-16,1.7400785701258473e-22,1.547017581793564e-15,4.739393804690859e-21,6.12797468927454e-11,9.341320324550218e-15,1.5168986203097442e-22,2.686755231531182e-21,6.500898691477239e-15,9.809044151861441e-13,3.27608602799546e-18
4.08865267228514e-08,0.1122470157895268,0.9,0.0,0.0,0.0,0.0,0.09998898218610197,3.1890075975952433e-06,1.641014386658365e-06,1.6908370504964086e-06,2.034825725884224e-06,7.324545264355238e-07,1.7857588837928605e-06,1.4386558188183e-06,1.4886767447878952e-06,1.501849801046184e-06,1.6305018444113762e-06,1.181092810401269e-06,1.5035427446986388e-06,7.388540384909758e-09,5.4687998717414274e-08,2.192021069179903e-08,3.79035958373144e-09,1.9186440344360047e-06,7.676691494288987e-07,1.58163783654808e-06,8.317108012239569e-07,1.5436579468689662e-07,2.6477305301232425e-10,3.4728716092670556e-07,9.886076955216694e-14,2.0983637076591127e-09,6.092269449174797e-14,4.789726639612742e-14,6.172869833207718e-14,5.020472950220692e-15,6.7534398249139885e-15,2.397872889322015e-08,2.581719728287609e-08,1.2191394875517578e-14,6.849498194272948e-08,2.1229291514176644e-15,1.6990176344630988e-14,3.429822106641622e-08,2.931359100203038e-15,1.431534507902976e-17,7.433253049795256e-11,1.709647331146321e-18,1.91402628505695e-12,2.2538661492595615e-18,6.690841456120216e-21,1.4367724434467287e-22,2.571151978845759e-19,1.3043551035990442e-20,1.2816323801322442e-12,8.295925911212543e-21,1.44895836724101e-19,4.203237669944922e-22,7.347936275773285e-21,1.3411585153056423e-16,1.9807559431389132e-22,1.9047624187358265e-15,5.5215919012573775e-21,7.142030633486746e-11,1.0017399515291e-14,1.7810634503797264e-22,3.1111944050872297e-21,6.9724526418229016e-15,1.0520560310938652e-12,3.819534007733408e-18
4.2533990364504726e-08,0.11224709504199219,0.9,0.0,0.0,0.0,0.0,0.09998853630915844,3.3318635762186237e-06,1.676387421239761e-06,1.7494674305995633e-06,2.1174147170118794e-06,7.419873456656448e-07,1.8607265296385085e-06,1.4852690469260553e-06,1.541062051301444e-06,1.5623595493747824e-06,1.7025360887439584e-06,1.2219009726166053e-06,1.5691608279933484e-06,7.547804829077198e-09,5.587101330852118e-08,2.2207239043376605e-08,3.839930820199862e-09,2.0478289554274812e-06,8.157591277838756e-07,1.7012614142342772e-06,8.890938991239257e-07,1.67274830626787e-07,2.733556503110845e-10,3.7410040036190495e-07,1.0328884105612509e-13,2.2410370760037996e-09,6.339508250913727e-14,4.998735617935899e-14,6.431978896070992e-14,5.4402883908389135e-15,7.207963688897577e-15,2.662315797845421e-08,2.8754984631283137e-08,1.268621616959966e-14,7.416889988244784e-08,2.2987743748193592e-15,1.7731667113777812e-14,3.7207937190580475e-08,3.180026953123357e-15,1.5303032585757417e-17,8.621921776321507e-11,1.8416593082912313e-18,2.293236377460349e-12,2.395063049491664e-18,7.299399298749425e-21,1.6245227488805657e-22,2.8716817443486487e-19,1.510956133370415e-20,1.5417187573924573e-12,9.336748499692419e-21,1.6087001874137895e-19,4.9063961676051015e-22,8.461209629242442e-21,1.4979353299815395e-16,2.2437253339478694e-22,2.326165073317462e-15,6.3914938149773764e-21,8.271677337013997e-11,1.0708550337749899e-14,2.0775027743216076e-22,3.5799567415258314e-21,7.454551309062773e-15,1.1247987138522934e-12,4.424568305351373e-18
4.418145400615805e-08,0.11224717506544693,0.9,0.0,0.0,0.0,0.0,0.09998809023827566,3.4757312627578443e-06,1.7102190082610506e-06,1.807450595755077e-06,2.1999010811506583e-06,7.508197186353633e-07,1.935839933214925e-06,1.5310037938123894e-06,1.5929056721810917e-06,1.6228689009432061e-06,1.775113344976912e-06,1.262236802381569e-06,1.6350879946125866e-06,7.700129020838067e-09,5.700247581489508e-08,2.247317735672124e-08,3.8858597851115604e-09,2.179460864462057e-06,8.64450646915613e-07,1.8245722973888155e-06,9.476737720671733e-07,1.807151409134544e-07,2.8177651967320006e-10,4.0176081456583114e-07,1.0774822897968782e-13,2.3864505817316863e-09,6.586437178207452e-14,5.2087270054522344e-14,6.691589061843263e-14,5.87737802576276e-15,7.671092616497616e-15,2.9429061602668764e-08,3.1885983938171055e-08,1.3180422587643732e-14,8.006830923820141e-08,2.4816065575596804e-15,1.8476650555604007e-14,4.02422179242038e-08,3.4393382483438267e-15,1.6311320017393797e-17,9.943258080130718e-11,1.9778432840278245e-18,2.728886852208826e-12,2.5380264103147404e-18,7.939178268290134e-21,1.828496236084508e-22,3.1930666529532015e-19,1.7399153242389287e-20,1.8411244005796463e-12,1.0460049347286026e-20,1.7783287384728734e-19,5.692534192195292e-22,9.686666621758754e-21,1.6655926810848724e-16,2.530145286147696e-22,2.819439919226412e-15,7.354482511260436e-21,9.524415048421032e-11,1.141411600751433e-14,2.4085714065000398e-22,4.095383304476041e-21,7.946735180852492e-15,1.1990631287542133e-12,5.095083789721358e-18
4.582891764781138e-08,0.11224725584148426,0.9,0.0,0.0,0.0,0.0,0.09998764397004876,3.6206000835817987e-06,1.742576299367382e-06,1.864795912990939e-06,2.282276048323082e-06,7.590030917377781e-07,2.0110905383104646e-06,1.5758667895601329e-06,1.6442126283974841e-06,1.6833778569892671e-06,1.8482374330005352e-06,1.3021057645676164e-06,1.7013154451583686e-06,7.845815305455352e-09,5.8084632052230244e-08,2.2719574653422194e-08,3.928414000538113e-09,2.3134237680786178e-06,9.136995062196074e-07,1.9515151169193874e-06,1.007398266703931e-06,1.9468772142138563e-07,2.9003689933097643e-10,4.302523480350956e-07,1.1223860495020152e-13,2.534474137133343e-09,6.833029973266113e-14,5.4196727508627536e-14,6.951670740765317e-14,6.331773964640092e-15,8.142418353116088e-15,3.239808553774664e-08,3.521373375578332e-08,1.3673961585461071e-14,8.619291179272003e-08,2.6714163438907896e-15,1.922502723604965e-14,4.340163988690501e-08,3.7093420954025e-15,1.733930967108448e-17,1.1405984574722365e-10,2.118120208827852e-18,3.226730911467456e-12,2.682626438771144e-18,8.610755965198334e-21,2.049445273374475e-22,3.5357864202635785e-19,1.992578564140109e-20,2.1838716715977757e-12,1.1668726519940571e-20,1.957984678209554e-19,6.567574839489343e-22,1.1030145811881574e-20,1.8443808777519553e-16,2.8411950622835487e-22,3.393491182420626e-15,8.415986794079708e-21,1.090785826252168e-10,1.2133468350915435e-14,2.776679679370477e-22,4.6598112867026406e-21,8.448564762055962e-15,1.2747829614405899e-12,5.835022534189859e-18
4.74763812894647e-08,0.11224733735249723,0.9,0.0,0.0,0.0,0.0,0.09998719750123373,3.7664595605759406e-06,1.7735235208962634e-06,1.921512658895624e-06,2.3645315371630906e-06,7.665851328822921e-07,2.086469956136047e-06,1.6198653339205322e-06,1.6949879068306166e-06,1.7438864189858763e-06,1.9219119655807744e-06,1.3415132608143335e-06,1.7678344627586786e-06,7.985152857213048e-09,5.91196300024033e-08,2.294786618707504e-08,3.967841340385732e-09,2.4496074767613698e-06,9.634647513936076e-07,2.0820362265225105e-06,1.0682175015955119e-06,2.0919350771088603e-07,2.9813813246373224e-10,4.5955907393756213e-07,1.1675964356286639e-13,2.6849841752494604e-09,7.079262440610803e-14,5.631545066369195e-14,7.212194922482317e-14,6.8035063541696165e-15,8.621553072671851e-15,3.553168973238584e-08,3.874160512840973e-08,1.4166784744590253e-14,9.254238635982074e-08,2.868193666091693e-15,1.9976698653606205e-14,4.66867631175941e-08,3.990086185303018e-15,1.8386142946764708e-17,1.301900369105195e-10,2.2624116625053686e-18,3.792845734940086e-12,2.828742873742129e-18,9.314712318609716e-21,2.288130979997212e-22,3.9003042030203605e-19,2.2703063794713078e-20,2.57420401433809e-12,1.2965641065697844e-20,2.1478016231531453e-19,7.537588979153313e-22,1.2497496352195663e-20,2.0345415886955756e-16,3.1780746210554167e-22,4.057941982252965e-15,9.581474875987035e-21,1.2429727797982795e-10,1.2866006558868402e-14,3.1842906790794675e-22,5.275572503584231e-21,8.959619702882683e-15,1.3518947863473165e-12,6.648369496160744e-18
4.912384493111803e-08,0.1122474195816384,0.9,0.0,0.0,0.0,0.0,0.09998675082873976,3.913299310543264e-06,1.8031221012822781e-06,1.9776100185768994e-06,2.4466601042507615e-06,7.736100088341373e-07,2.1619699631638613e-06,1.663007247907732e-06,1.7452364602020438e-06,1.8043945886476493e-06,1.996140358676645e-06,1.3804646302611076e-06,1.8346364180261775e-06,8.118418253046308e-09,6.01095240743883e-08,2.3159381793813065e-08,4.0043714725626225e-09,2.5879072698853208e-06,1.0137084361599745e-06,2.216083622282678e-06,1.130083768266634e-06,2.2423337620291856e-07,3.06081658282043e-10,4.896652041158462e-07,1.213110223620687e-13,2.8378632726888154e-09,7.325112295329994e-14,5.844316443462871e-14,7.4731331685562e-14,7.292603416368311e-15,9.108128198278666e-15,3.883115875122059e-08,4.247280993571126e-08,1.4658847468742652e-14,9.911639059210092e-08,3.071927800517582e-15,2.0731567295350494e-14,5.009813123548662e-08,4.281616804315121e-15,1.945099864448282e-17,1.479139121909331e-10,2.4106399038747012e-18,4.433635318561073e-12,2.976264286416148e-18,1.0051629461525992e-20,2.5453231764390755e-22,4.2870672483498627e-19,2.574472595886547e-20,3.0165870814728084e-12,1.4353616294203357e-20,2.347906720006524e-19,8.608789448156548e-22,1.4094575096414213e-20,2.2363081810873955e-16,3.5420045822198786e-22,4.823163412403407e-15,1.0856448649413514e-20,1.4097843267312067e-10,1.361115599507304e-14,3.633917554263966e-22,5.944992284142011e-21,9.479497965057726e-15,1.4303379408906292e-12,7.539148592610522e-18
5.077130857277135e-08,0.11224750251277607,0.9,0.0,0.0,0.0,0.0,0.09998630394962138,4.0611090446012385e-06,1.8314307929245539e-06,2.0330970847494824e-06,2.528654897152179e-06,7.801186422738442e-07,2.2375824989663932e-06,1.7053008281404046e-06,1.794963207016755e-06,1.8649023679368698e-06,2.0709258411551815e-06,1.4189651502703461e-06,1.9017127735675582e-06,8.245876021240706e-09,6.105627917998535e-08,2.3355353632234213e-08,4.038217195689424e-09,2.7282235819743978e-06,1.0643954014117447e-06,2.3536068669488212e-06,1.192951436558215e-06,2.3980814533894084e-07,3.138690036179332e-10,5.205550982304751e-07,1.2589242182260034e-13,2.9929997967858762e-09,7.570559022434871e-14,6.057959667281775e-14,7.73445760497996e-14,7.799091486350706e-15,9.601793297947032e-15,4.229761161837527e-08,4.641040875758822e-08,1.5150108702446832e-14,1.0591456265588049e-07,3.282607419532963e-15,2.1489536687900587e-14,5.3636271610032005e-08,4.583978848537241e-15,2.0533091335730515e-17,1.6732390132530593e-10,2.5627279161462906e-18,5.155833018627974e-12,3.1250874319439378e-18,1.0822091613229018e-20,2.8218003420716354e-22,4.696507506562959e-19,2.90646302183939e-20,3.5157096501891464e-12,1.583543713830973e-20,2.5584211264380313e-19,9.78752535265188e-22,1.5827243163711813e-20,2.449906040586519e-16,3.9342261895084924e-22,5.7003036491390215e-15,1.2246438123644348e-20,1.5920115914365248e-10,1.4368367056012627e-14,4.1281209042249594e-22,6.670388156525279e-21,1.0007815024231807e-14,1.5100544051206738e-12,8.511418845115906e-18
5.241877221442468e-08,0.11224758613045642,0.9,0.0,0.0,0.0,0.0,0.09998585686107175,4.209878567575052e-06,1.858505788777876e-06,2.0879828569428898e-06,2.610509610877084e-06,7.861489501496073e-07,2.3132996640574847e-06,1.7467548037831148e-06,1.8441730315144067e-06,1.9254097590688254e-06,2.1462714639457098e-06,1.4570200371423461e-06,1.9690550880712605e-06,8.367779166375015e-09,6.196177463308808e-08,2.353692336004927e-08,4.069575678533534e-09,2.870461708740621e-06,1.1154930704310167e-06,2.4945570185641175e-06,1.256776864078007e-06,2.5591857672577065e-07,3.2150177499390396e-10,5.522132720951394e-07,1.3050352533075397e-13,3.1502875750723935e-09,7.815583746446587e-14,6.272447829624405e-14,7.996140914698647e-14,8.322995049619403e-15,1.0102215049883273e-14,4.593201110495753e-08,5.0557318292951986e-08,1.5640530670170022e-14,1.1293652278370423e-07,3.5002206396496706e-15,2.2250511443607694e-14,5.730169553888978e-08,4.897215839145856e-15,2.1631669805271767e-17,1.8851404678255854e-10,2.7185994483400124e-18,5.9665038219925396e-12,3.27511664824305e-18,1.1626684958372017e-20,3.118349562239222e-22,5.129042252230218e-19,3.26767422256015e-20,4.076484344616697e-12,1.7413849535770655e-20,2.779460551502611e-19,1.1080276412377276e-21,1.7701363479558065e-20,2.675552894933205e-16,4.356001266375818e-22,6.701317074557683e-15,1.3756996264336364e-20,1.7904541796551636e-10,1.513711408031025e-14,4.669506199825077e-22,7.454068942207901e-21,1.0544203106923727e-14,1.5909886865856043e-12,9.569270788920883e-18
5.4066235856078e-08,0.11224767041986614,0.9,0.0,0.0,0.0,0.0,0.09998540956041566,4.359597777387503e-06,1.8844008338654602e-06,2.1422762408227845e-06,2.6922184475341796e-06,7.917360645273735e-07,2.3891137177368448e-06,1.7873782959739805e-06,1.8928707836296785e-06,1.9859167645165615e-06,2.2221801086653634e-06,1.494634446821899e-06,2.0366550199951315e-06,8.484369671398995e-09,6.282780787910956e-08,2.3705148783743344e-08,4.098629608431919e-09,3.0145315317334173e-06,1.166971259144515e-06,2.6388865632018953e-06,1.3215183095953005e-06,2.7256537626543553e-07,3.2898165114992823e-10,5.846244052448511e-07,1.3514401916531728e-13,3.3096255854213393e-09,8.060169110564386e-14,6.487754340688564e-14,8.258156330142932e-14,8.864336778864703e-15,1.060907627331563e-14,4.973517249061726e-08,5.491631835709072e-08,1.6130078634598144e-14,1.2018187471230095e-07,3.724755066111718e-15,2.3014397302227142e-14,6.109489843325814e-08,5.221369938272142e-15,2.27460155607281e-17,2.1157994716238497e-10,2.8781790528679827e-18,6.8730463569992425e-12,3.42626329888093e-18,1.2465997533905153e-20,3.435766475833662e-22,5.585074665884947e-19,3.659512439932512e-20,4.704048177981624e-12,1.909155995782126e-20,3.0111357009674434e-19,1.2493647385954057e-21,1.972279926787876e-20,2.913459117626125e-16,4.808612158587011e-22,7.838993403929705e-15,1.5393694572266854e-20,2.005919529410874e-10,1.5916894305590055e-14,5.260721282759806e-22,8.298334302989771e-21,1.1088310460699325e-14,1.6730877102106534e-12,1.0716823305894844e-17
5.571369949773133e-08,0.11224775536679832,0.9,0.0,0.0,0.0,0.0,0.0999849620451034,4.510256664445827e-06,1.909167331922294e-06,2.1959860476190296e-06,2.7737760789623076e-06,7.969125371525791e-07,2.465017075939389e-06,1.8271807796202823e-06,1.941061278961501e-06,2.046423387015063e-06,2.2986544957482015e-06,1.5318134755966978e-06,2.1045043308763434e-06,8.595878977787197e-09,6.365609806155594e-08,2.386101001782598e-08,4.125548255013541e-09,3.1603472604121446e-06,1.2188020003733521e-06,2.786549351556513e-06,1.3871358502174266e-06,2.8974919527000647e-07,3.3631037600654373e-10,6.177733477792005e-07,1.3981359247849053e-13,3.470917665885994e-09,8.304299164749693e-14,6.703852939606657e-14,8.520477625780249e-14,9.423137570276075e-15,1.1122075020662034e-14,5.370777182988191e-08,5.949005848275787e-08,1.661872067274531e-14,1.2765020701395526e-07,3.956197834174923e-15,2.3781101168320445e-14,6.501636000985365e-08,5.55648196544758e-15,2.3875441407267147e-17,2.366187029570239e-10,3.0413921195221773e-18,7.883194660327276e-12,3.578445257104217e-18,1.3340619125049498e-20,3.774855234166741e-22,6.064994370830455e-19,4.083392506006044e-20,5.4037629276976295e-12,2.087123502148935e-20,3.253552608195414e-19,1.4034362638206684e-21,2.189741150891638e-20,3.1638280085239903e-16,5.293361677309048e-22,9.12698680617074e-15,1.716211869832629e-20,2.239222292900984e-10,1.670722687088972e-14,5.9044539603744045e-22,9.205473871598352e-21,1.163980065621974e-14,1.756300712985866e-12,1.1958220444754057e-17
5.7361163139384654e-08,0.1122478409576199,0.9,0.0,0.0,0.0,0.0,0.09998451431270473,4.661845311025776e-06,1.9328544473825105e-06,2.249120993653578e-06,2.8551776121166046e-06,8.0170852893257e-07,2.5410023090907716e-06,1.8661720474417981e-06,1.9887492987508892e-06,2.1069296295649014e-06,2.3756971921103476e-06,1.5685621607876558e-06,2.17259488828609e-06,8.702528444729534e-09,6.444828943288689e-08,2.4005415190038468e-08,4.150488455509836e-09,3.3078271904562705e-06,1.2709593810382837e-06,2.9375005391379565e-06,1.4535913021822912e-06,3.07470631561439e-07,3.434897520419388e-10,6.516451265233433e-07,1.445119372767049e-13,3.6340722430102257e-09,8.547959262054896e-14,6.920717703849462e-14,8.783079110686827e-14,9.999416579364618e-15,1.1640923726810832e-14,5.785035375405447e-08,6.428106415015162e-08,1.7106427468569262e-14,1.3534109432921422e-07,4.1945356473293135e-15,2.455053114464401e-14,6.906654448884327e-08,5.902591414557248e-15,2.5019290084538728e-17,2.637288645357136e-10,3.2081649061149417e-18,9.00501971429911e-12,3.731586427887175e-18,1.4251141154849566e-20,4.1364284468795996e-22,6.56917799071884e-19,4.540736817255341e-20,6.181215356050206e-12,2.2755501079260608e-20,3.5068130696948114e-19,1.570926075905161e-21,2.4231057204650246e-20,3.42685608402296e-16,5.811573037950851e-22,1.0579845006560825e-14,1.9067864295421195e-20,2.49118374761633e-10,1.7507651862626966e-14,6.603429627406001e-22,1.0177766697708452e-20,1.2198351919761732e-14,1.8405791432517137e-12,1.3297628417342027e-17
5.900862678103798e-08,0.11224792717924167,0.9,0.0,0.0,0.0,0.0,0.09998406636090329,4.814353890653265e-06,1.9555092029246884e-06,2.3016896999615166e-06,2.9364185569961213e-06,8.061519855084089e-07,2.6170621399703642e-06,1.90436217614219e-06,2.035939589867109e-06,2.167435495435366e-06,2.453310618382647e-06,1.6048854814312304e-06,2.2409186684513427e-06,8.80452978832149e-09,6.520595461681504e-08,2.4139205727707963e-08,4.173595527730637e-09,3.4568934771625137e-06,1.323419391316339e-06,3.0916965298257694e-06,1.5208481451008037e-06,3.257302305564743e-07,3.505216340610379e-10,6.862249505489318e-07,1.4923874840136407e-13,3.799002076989047e-09,8.791135962567463e-14,7.138323057568719e-14,9.045935621145992e-14,1.0593191256296453e-14,1.2165348411527678e-14,6.216333883871002e-08,6.92917426703089e-08,1.7593172120813944e-14,1.4325409850858712e-07,4.43975481269798e-15,2.5322596561775375e-14,7.32459007970484e-08,6.259736471242185e-15,2.6176932962846792e-17,2.930103822164878e-10,3.3784245659139694e-18,1.0246930769061777e-11,3.88561630497779e-18,1.5198156580406784e-20,4.52130712534823e-22,7.097989672572519e-19,5.032974476342093e-20,7.042217288857299e-12,2.4746943954830647e-20,3.7710150040932886e-19,1.7525289262303437e-21,2.6729588953604536e-20,3.7027333501076173e-16,6.364589783944915e-22,1.2213038360908263e-14,2.1116533696283348e-20,2.7626312350052524e-10,1.8317729402118956e-14,7.360408963778504e-22,1.1217481295440168e-20,1.2763656494810234e-14,1.9258765643713466e-12,1.4739233078852157e-17
6.065609042269131e-08,0.11224801401908951,0.9,0.0,0.0,0.0,0.0,0.09998361818749112,4.967772667483855e-06,1.9771765727728935e-06,2.3537006919991784e-06,3.0174947969219946e-06,8.102687999609718e-07,2.6931894415828595e-06,1.9417614945980545e-06,2.082636864801915e-06,2.2279409881671233e-06,2.5314970557391453e-06,1.6407883589538573e-06,2.309467758564184e-06,8.902085501645254e-09,6.593059772865967e-08,2.426316125674571e-08,4.195004116137349e-09,3.607471922895665e-06,1.3761597848510823e-06,3.2490949225625903e-06,1.5888714494955795e-06,3.4452848633664413e-07,3.5740792333616174e-10,7.214982160938085e-07,1.5399372350954455e-13,3.965624022554571e-09,9.033816944399353e-14,7.356643778944315e-14,9.309022513277408e-14,1.1204477380742478e-14,1.269508793135728e-14,6.664703056386654e-08,7.452438874399415e-08,1.8078929964934947e-14,1.5138876967008394e-07,4.691841273825529e-15,2.6097208004208388e-14,7.755486277579818e-08,6.627954030699953e-15,2.7347768796080257e-17,3.2456455830206627e-10,3.552099172086182e-18,1.1617676462605034e-11,4.040469560480741e-18,1.6182259801274636e-20,4.930320642881943e-22,7.651781551476328e-19,5.561540401643187e-20,7.992805563233016e-12,2.6848108776574737e-20,4.0462526541435176e-19,1.9489499459810815e-21,2.939885298022837e-20,3.9916435457149363e-16,6.953775713098584e-22,1.404298889078447e-14,2.3313732521160322e-20,3.0543976251462534e-10,1.913703877280465e-14,8.178185745893019e-22,1.2326875062291846e-20,1.3335420031428639e-14,2.0121485625941306e-12,1.6287237324317644e-17
6.230355406434464e-08,0.1122481014650779,0.9,0.0,0.0,0.0,0.0,0.09998316979036398,5.122091995680351e-06,1.997899571936186e-06,2.405162399433822e-06,3.098402560996071e-06,8.140829635823678e-07,2.7693772350395376e-06,1.9783805539639926e-06,2.1288458016716263e-06,2.2884461115744057e-06,2.6102586523467653e-06,1.6762756578385783e-06,2.3782343587975356e-06,8.995389256564015e-09,6.662365735986834e-08,2.437800414129421e-08,4.214838975855873e-09,3.7594917776681217e-06,1.4291599492166131e-06,3.409654460990372e-06,1.6576278074939985e-06,3.638658427034372e-07,3.641505621005737e-10,7.574505109161419e-07,1.587765630546201e-13,4.133858804783631e-09,9.275990921198002e-14,7.575655006596484e-14,9.572315655699021e-14,1.1833289096244504e-14,1.322989327768076e-14,7.130162189117338e-08,7.998118971591089e-08,1.85636784080888e-14,1.597446471786927e-07,4.950780641049046e-15,2.6874277333131546e-14,8.199384939286593e-08,7.007279715833272e-15,2.853122252899476e-17,3.5849400096899784e-10,3.729117739388797e-18,1.3126345750311223e-11,4.1960856645530835e-18,1.7204046558063736e-20,5.364306679839828e-22,8.230894249949445e-19,6.12787445807798e-20,9.039241854450321e-12,2.906149973776906e-20,4.3326169413967725e-19,2.1609041393247154e-21,3.224468771966164e-20,4.293764402147597e-16,7.580514803494997e-22,1.6087099269879412e-14,2.5665066309298746e-20,3.3673208060433443e-10,1.996517758546079e-14,9.059584675359686e-22,1.3508193882959384e-20,1.3913361002210656e-14,2.099352658930042e-12,1.7945858545147547e-17
6.395101770599797e-08,0.11224818950558457,0.9,0.0,0.0,0.0,0.0,0.09998272116751619,5.27730231878876e-06,2.0177193415595944e-06,2.4560831560097608e-06,3.179138398583874e-06,8.176167055672045e-07,2.845618687450154e-06,2.0142300995977983e-06,2.174571044226789e-06,2.3489508697467725e-06,2.6895974294595763e-06,1.7113521862839587e-06,2.4472107840449777e-06,9.084626288008053e-09,6.728650943249032e-08,2.44844036897366e-08,4.233215699073663e-09,3.912885551996103e-06,1.4824007859011528e-06,3.5733349858475123e-06,1.727085266541255e-06,3.837426942186773e-07,3.7075152837732644e-10,7.940676181165329e-07,1.635869702668277e-13,4.303630808743966e-09,9.51764756572312e-14,7.7953322451185e-14,9.835791422226003e-14,1.2479638944096709e-14,1.3769526918004744e-14,7.612720148064501e-08,8.566423054256238e-08,1.9047396776250986e-14,1.683212605533914e-07,5.2165582196203355e-15,2.7653717706088423e-14,8.656326495796025e-08,7.397747895700369e-15,2.972674415630531e-17,3.9490257990763894e-10,3.909410243186738e-18,1.478236865471945e-11,4.352408532923021e-18,1.8264113835689218e-20,5.8241111613864465e-22,8.83565735180772e-19,6.733420789252293e-20,1.0188012390991199e-11,3.138957999965517e-20,4.630195774904533e-19,2.389115883213291e-21,3.5272924298146334e-20,4.609267890357122e-16,8.246211121378155e-22,1.8363781751873967e-14,2.8176138115096216e-20,3.7022431962620055e-10,2.0801760979792308e-14,1.0007459274162444e-21,1.476367258028872e-20,1.4497210143681534e-14,2.187448224864067e-12,1.971932666253016e-17
6.55984813476513e-08,0.11224827812942736,0.9,0.0,0.0,0.0,0.0,0.09998227231703634,5.433394169112845e-06,2.036675230554894e-06,2.506471199486047e-06,3.259699155674196e-06,8.20890622432144e-07,2.9219071098263537e-06,2.0493210447128986e-06,2.2198172018692146e-06,2.409455267050455e-06,2.769515287179904e-06,1.7460226968553663e-06,2.5163894654017303e-06,9.16997376151141e-09,6.792046992923048e-08,2.458298005145133e-08,4.250241388022944e-09,4.067588841223314e-06,1.5358645991156083e-06,3.7400973899540117e-06,1.7972132660026736e-06,4.041593872301841e-07,3.772128311261933e-10,8.313355194604443e-07,1.6842465113382333e-13,4.4748678819294235e-09,9.758777439052552e-14,8.015651369784552e-14,1.0099426684611005e-13,1.3143537896749388e-14,1.431376217766174e-14,8.112375956842353e-08,9.157549849122005e-08,1.9530066172577536e-14,1.7711813030699217e-07,5.4891590357437306e-15,2.843544359371213e-14,9.126349934126715e-08,7.799391704227265e-15,3.093380763153129e-17,4.338953836162615e-10,4.092907635967532e-18,1.659551684561197e-11,4.509386200421792e-18,1.9363059783486428e-20,6.310588219283237e-22,9.46638979799033e-19,7.379627097710732e-20,1.1445827566309942e-11,3.383477172291704e-20,4.939074137637654e-19,2.6343184481772994e-21,3.8489384941663946e-20,4.938320429016804e-16,8.952288732991342e-22,2.0892487030473984e-14,3.085254596756202e-20,4.060011279690745e-10,2.164642086082363e-14,1.1024689915165692e-21,1.6095534527786186e-20,1.508670992204729e-14,2.2763964017443662e-12,2.1611882026457656e-17
