Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634)
5.591723436555974e-06,0.11282083732117051,0.9,0.0,0.0,0.0,0.0,0.09818832256480932,0.0006429582986287524,2.4255943109045766e-06,1.3267630177433348e-05,3.237852083408998e-05,8.489859479231744e-07,3.086655795531971e-05,3.424198734148728e-06,6.216019423390808e-06,0.00020617635160100775,0.0010432918488095673,4.64305218174037e-06,4.5461835740955015e-05,1.0921059511152624e-08,8.092963126195415e-08,2.543096814940395e-08,4.424222134369609e-09,5.1538950801216914e-05,0.00018853337450496212,0.002422111994195225,0.00028312500913237553,0.0006396421005089388,6.352880647182416e-10,0.00021200942859925996,1.9473523075118077e-11,5.584450631065277e-08,9.471138023493543e-13,1.4149308269569245e-12,1.0424273538976073e-12,2.032469300137911e-11,1.774897596027059e-13,6.53556170952159e-06,0.0003267610932241781,1.9403394661813913e-13,0.00024197222653337712,7.327159557301425e-12,5.137767229974012e-13,0.0002333124024891846,1.9481796858693185e-11,4.872931376243428e-15,0.00014040053247372605,1.0433821091250557e-15,7.813307732109864e-05,5.534691985765082e-16,8.587722411053594e-16,3.2312068600023455e-16,1.7558722155955652e-14,1.830668468496398e-14,4.7065318644645654e-05,1.0158838522029934e-15,7.138103641242064e-15,1.0578445622406395e-15,7.439625342075754e-15,9.161185984488381e-12,8.577628084884158e-16,7.532239257336696e-06,6.606365039140184e-15,2.7717804582536493e-05,3.4101214307683222e-12,3.8215372643958554e-16,2.6855523761451318e-15,2.380959861677383e-12,3.5925721224729637e-10,5.362082028091e-12
5.646262480070873e-06,0.11282614168480583,0.9,0.0,0.0,0.0,0.0,0.09817146350535091,0.0006484836535332952,2.4252430166254943e-06,1.3225874957941805e-05,3.237318274885823e-05,8.488496011990829e-07,3.0797605594269864e-05,3.4236554042982106e-06,6.215231958268385e-06,0.00020812649851253618,0.001053503224885459,4.642427710226648e-06,4.5458786736404855e-05,1.0919477860523016e-08,8.091791037331854e-08,2.5426883943430123e-08,4.423619835942238e-09,5.12380483963244e-05,0.00019036226606525486,0.0024449327727495457,0.0002858770534516901,0.0006449679365379973,6.352069798155888e-10,0.00021408594604176978,1.9636576013399157e-11,5.550629484683588e-08,9.4675055034172e-13,1.4145264970677647e-12,1.0398712137223607e-12,2.0489439824890564e-11,1.7641950829341148e-13,6.496594357116734e-06,0.00032930321491119965,1.9400278872380958e-13,0.00024431886314431615,7.396600006161882e-12,5.137433454669862e-13,0.00023571015679709108,1.9677706926022118e-11,4.920297056699154e-15,0.0001425554654877027,1.053600897756875e-15,7.940752343862313e-05,5.588380543120774e-16,8.745887000850413e-16,3.29432071547444e-16,1.7880916770791965e-14,1.863766205244424e-14,4.787761909407577e-05,1.0346008928014197e-15,7.268943334789064e-15,1.0770491114076548e-15,7.573983526005488e-15,9.32928971948155e-12,8.750186703905914e-16,7.753466284909706e-06,6.734954886496082e-15,2.8055116910192466e-05,3.4432686479373756e-12,3.896208070486148e-16,2.7377722162226503e-15,2.4041036926980352e-12,3.6274932832933233e-10,5.459026335626762e-12
5.700801523585772e-06,0.11283143626468368,0.9,0.0,0.0,0.0,0.0,0.09815462170899686,0.0006539989732726945,2.424891806932441e-06,1.3184798055750684e-05,3.236782791101788e-05,8.48713358424713e-07,3.072977815171241e-05,3.42311244891492e-06,6.214446888009536e-06,0.00021007565666850462,0.0010636987829110817,4.641804099006116e-06,4.545545881514459e-05,1.0917896590601953e-08,8.090619230684355e-08,2.542280285129367e-08,4.4230175272423695e-09,5.0941965942822364e-05,0.00019219084249365108,0.0024677078168564215,0.00028862859907065525,0.0006502630298312522,6.351258611810497e-10,0.0002161621219842589,1.979925755160147e-11,5.517346270126784e-08,9.463871447927015e-13,1.4141139320448763e-12,1.0373543600747486e-12,2.06531420472189e-11,1.7536630741529978e-13,6.458260101139444e-06,0.00033183081742600164,1.9397153665247623e-13,0.0002466593541691194,7.465825474043113e-12,5.137068238979175e-13,0.00023809896245509664,1.9872788150403403e-11,4.9676541564078385e-15,0.00014471910301108262,1.0638180092678885e-15,8.068595681632875e-05,5.642059858062159e-16,8.905212935849988e-16,3.357908684849651e-16,1.820570502737886e-14,1.8970643251465384e-14,4.869421199798336e-05,1.0534694338125991e-15,7.400835678084388e-15,1.096370905351287e-15,7.709154321032444e-15,9.498746677561625e-12,8.923987210922334e-16,7.978353748019693e-06,6.8645957453763674e-15,2.8394475184465763e-05,3.4764098584702596e-12,3.9714928936102206e-16,2.7904185347769992e-15,2.4272433297987275e-12,3.6624081160103864e-10,5.556557572148559e-12
5.80987961061557e-06,0.11284199653749252,0.9,0.0,0.0,0.0,0.0,0.09812098896287876,0.0006649995782808023,2.424189643659713e-06,1.3104612368559322e-05,3.2357075531081486e-05,8.484411798773407e-07,3.059739349372878e-05,3.422027646471586e-06,6.212883849743773e-06,0.00021397104585591255,0.001084043307035729,4.640559417841146e-06,4.54480347699101e-05,1.0914735203499689e-08,8.088276471900962e-08,2.541464986331867e-08,4.42181289361733e-09,5.036378553606201e-05,0.00019584705128220415,0.0025131238103827196,0.00029413019665182414,0.000660762114585433,6.349635274759845e-10,0.00022031345054329668,2.0123509656595588e-11,5.452340612161248e-08,9.456600812376055e-13,1.4132662306142985e-12,1.032434863446014e-12,2.0977451281983034e-11,1.7330937545257832e-13,6.383428485404946e-06,0.00033684338403664014,1.9390879507246224e-13,0.0002513219209064155,7.603632736591515e-12,5.136251228759654e-13,0.0002428494641171188,2.0260444418872395e-11,5.062342655410867e-15,0.00014907240071867708,1.084247206362786e-15,8.325456987358377e-05,5.749390798820366e-16,9.22732753730421e-16,3.486494521139237e-16,1.8863028303817035e-14,1.964254414445238e-14,5.034019221194648e-05,1.0916590382243532e-15,7.667764507258835e-15,1.1353619761685549e-15,7.98190421575562e-15,9.841702439096783e-12,9.27525611910406e-16,8.439143330881896e-06,7.127009766750823e-15,2.90795098083776e-05,3.542674289067936e-12,4.1238925637055177e-16,2.896982219864782e-15,2.4735100427963345e-12,3.7322188281512163e-10,5.753359450306237e-12
5.918957697645368e-06,0.11285251904092014,0.9,0.0,0.0,0.0,0.0,0.09808742249912306,0.0006759602527572032,2.4234878238485455e-06,1.3026943680994411e-05,3.234627708880383e-05,8.481694026715582e-07,3.046919899263651e-05,3.420944296254938e-06,6.211330148056252e-06,0.0002178625945689582,0.0011043270998802748,4.639318061369607e-06,4.5439690181739075e-05,1.0911575362300467e-08,8.085934859068167e-08,2.5406508897625397e-08,4.420608258286768e-09,4.980349439616948e-05,0.00019950200347964631,0.002558366002291564,0.0002996298066769469,0.0006711415439226667,6.348010721485357e-10,0.00022446341658874174,2.0446285742766546e-11,5.389331582648672e-08,9.44932978324301e-13,1.4123916601989438e-12,1.027661712886753e-12,2.129769577519383e-11,1.7131572675719206e-13,6.31094642874598e-06,0.0003418005742938812,1.938458018077634e-13,0.0002559599721081725,7.740583951201577e-12,5.135330495407429e-13,0.0002475634010478702,2.0644728135775608e-11,5.156996955418063e-15,0.00015346024584113958,1.1046697111294442e-15,8.583849879032732e-05,5.856684882993385e-16,9.55402399977054e-16,3.6169397303376754e-16,1.9530623820828248e-14,2.032224270296329e-14,5.200309677393901e-05,1.1304487167963202e-15,7.938862579035842e-15,1.174809350028922e-15,8.257816508038948e-15,1.01900177045506e-11,9.631319788887995e-16,8.914671482470523e-06,7.393565802113287e-15,2.9773258745237493e-05,3.6089147803881646e-12,4.278712312034326e-16,3.005226721199527e-15,2.519760041046442e-12,3.8020043198181747e-10,5.952445290888789e-12
6.028035784675166e-06,0.11286300463505985,0.9,0.0,0.0,0.0,0.0,0.0980539205786109,0.0006868811319309604,2.4227863479736627e-06,1.2951669419254284e-05,3.233544364488031e-05,8.478980174051478e-07,3.0344997271738812e-05,3.4198623675675435e-06,6.209785628712405e-06,0.00022175037390149255,0.0011245517695515409,4.638079956274503e-06,4.543053653825106e-05,1.09084170691583e-08,8.083594393774638e-08,2.5398379672567396e-08,4.419403640392789e-09,4.926023230945296e-05,0.0002031557016248258,0.0026034401288325144,0.00030512743381399464,0.0006814034092127313,6.346385024655125e-10,0.00022861202237668072,2.076759202080725e-11,5.3282232527236096e-08,9.44206135110854e-13,1.4114936843541346e-12,1.0230280287017819e-12,2.1613947340390403e-11,1.6938231928509446e-13,6.240700361294085e-06,0.00034670408296686616,1.937826228102684e-13,0.0002605735566641334,7.876681818246753e-12,5.134318630008319e-13,0.000252240298527945,2.1025604453353065e-11,5.2516171363323116e-15,0.00015788246102670748,1.1250855340502966e-15,8.843734549344495e-05,5.963942183573307e-16,9.885260723376552e-16,3.7492200604234254e-16,2.0208423684257892e-14,2.100959632718552e-14,5.368276803786012e-05,1.1698345362383687e-15,8.214102451551825e-15,1.21470472257728e-15,8.536833509742853e-15,1.0543657050402168e-11,9.992064013476178e-16,9.404996653260823e-06,7.664222802016833e-15,3.0476056652317783e-05,3.6751313886547045e-12,4.4359283197576807e-16,3.1151354298366293e-15,2.565993363805972e-12,3.871764650245069e-10,6.153773325939939e-12
6.137113871704964e-06,0.11287345414450141,0.9,0.0,0.0,0.0,0.0,0.09802048154485073,0.0006977623479500072,2.4220852149896026e-06,1.2878673829186799e-05,3.232458434410999e-05,8.476270149408015e-07,3.0224599469778915e-05,3.4187818300577153e-06,6.20825014340117e-06,0.00022563445096750783,0.0011447188568344854,4.63684503259001e-06,4.542067212674278e-05,1.0905260319381362e-08,8.081255072535847e-08,2.5390261914432965e-08,4.418199054978559e-09,4.8733191349138624e-05,0.00020680814819007314,0.0026483516504438656,0.00031062308260543367,0.0006915497091819074,6.344758247301624e-10,0.00023275927010859296,2.1087434584351294e-11,5.268925534115229e-08,9.434797953202726e-13,1.4105753521413527e-12,1.0185272321966572e-12,2.1926274706544776e-11,1.6750629622640772e-13,6.17258336280832e-06,0.00035155552382807454,1.937193125578414e-13,0.00026516272653932235,8.011929118809493e-12,5.133226732048553e-13,0.00025687971150573004,2.1403041030099654e-11,5.346203275923073e-15,0.00016233887061935522,1.1454946853767873e-15,9.105072985604145e-05,6.07116277169317e-16,1.0220996703515693e-15,3.883311628441588e-16,2.0896360285359408e-14,2.1704464371235682e-14,5.537905262783832e-05,1.2098125794846139e-15,8.493456796979145e-15,1.2550399034861694e-15,8.818898319549668e-15,1.0902585202037088e-11,1.0357375385558864e-15,9.910172418222244e-06,7.938939962846278e-15,3.118822332076815e-05,3.7413241685796576e-12,4.595516908494357e-16,3.2266918357152973e-15,2.6122100492763477e-12,3.9414998770730943e-10,6.357302359811738e-12
6.2461919587347615e-06,0.11288386835330894,0.9,0.0,0.0,0.0,0.0,0.09798710381880141,0.0007086040304682156,2.4213844228418265e-06,1.2807847806146038e-05,3.231370674800767e-05,8.473563864409496e-07,3.0107825706533978e-05,3.4177026540016466e-06,6.206723549383531e-06,0.00022951488919886363,0.0011648298384200231,4.6356132235022045e-06,4.541018364111943e-05,1.090210510373346e-08,8.078916888499075e-08,2.5382155358487417e-08,4.416994514267591e-09,4.822161299093151e-05,0.0002104593455845013,0.0026931057669513057,0.00031611675747487896,0.0007015823551411915,6.343130445342155e-10,0.0002369051619332398,2.1405819428915517e-11,5.211353852702551e-08,9.427541571394316e-13,1.409639349014778e-12,1.0141530606964787e-12,2.2234743692525763e-11,1.6568497564908308e-13,6.106494877981013e-06,0.00035635643473328637,1.9365591604691855e-13,0.00026972753640312536,8.14632870373683e-12,5.132064590999801e-13,0.0002614812228380657,2.1777007879659906e-11,5.440755449939416e-15,0.00016682930015183629,1.165897175136567e-15,9.367828826970835e-05,6.178346716718606e-16,1.0561191504398196e-15,4.019190904706326e-16,2.159436630542396e-14,2.240670803402056e-14,5.709180094821241e-05,1.250378945963779e-15,8.776898403450307e-15,1.2958068100668552e-15,9.103954778948226e-15,1.126676703616817e-11,1.0727141300737838e-15,1.0430247615233971e-05,8.217676724875978e-15,3.1910064390313466e-05,3.807493173443616e-12,4.757454539281191e-16,3.339879526881533e-15,2.658410134659457e-12,4.01121005643527e-10,6.562991737203477e-12
6.3552700457645595e-06,0.11289424801291412,0.9,0.0,0.0,0.0,0.0,0.09795378589416565,0.0007194063070677148,2.42068396885949e-06,1.2739088641345989e-05,3.2302817094321386e-05,8.470861233924302e-07,2.9994505214879603e-05,3.416624810471345e-06,6.205205709170643e-06,0.00023339174860789556,0.0011848861299980679,4.634384465162808e-06,4.5399147528047406e-05,1.0898951410202646e-08,8.076579832754229e-08,2.5374059749712883e-08,4.415790028557332e-09,4.772478519539683e-05,0.00021410929615694408,0.002737707432048649,0.0003216084627328169,0.0007115031760948999,6.341501669286006e-10,0.0002410496999486135,2.1722752465356958e-11,5.155428820102359e-08,9.420293807946692e-13,1.4086880391798722e-12,1.009899571042929e-12,2.253941737638818e-11,1.6391584008182367e-13,6.042340395774649e-06,0.00036110828224651263,1.935924703471884e-13,0.00027426804332977356,8.279883484825882e-12,5.13084083843552e-13,0.0002660444417920379,2.2147477242383633e-11,5.535273732207013e-15,0.00017135357599734356,1.186293013140967e-15,9.631967244682748e-05,6.28549408632886e-16,1.0905805240366387e-15,4.156834698643807e-16,2.2302374724218726e-14,2.3116190286477114e-14,5.8820866785375466e-05,1.291529752091189e-15,9.064400178517326e-15,1.3369974629964017e-15,9.391947442958788e-15,1.1636167585236597e-11,1.1101249953660268e-15,1.0965266471596117e-05,8.500392768359219e-15,3.264187200141575e-05,3.87363845516458e-12,4.921717810363947e-16,3.454682187910056e-15,2.7045936562057787e-12,4.080895243029057e-10,6.770801321847965e-12
6.4643481327943574e-06,0.11290459384333834,0.9,0.0,0.0,0.0,0.0,0.09792052633338309,0.0007301693035520685,2.4199838500847175e-06,1.267229975510167e-05,3.2291920493951556e-05,8.468162176252324e-07,2.988447629283423e-05,3.4155482714685753e-06,6.2036964902444175e-06,0.00023726508600567384,0.0012048890889817022,4.633158696527979e-06,4.538763106636176e-05,1.089579922548392e-08,8.074243895432563e-08,2.5365974843369833e-08,4.414585606989262e-09,4.7242039750636064e-05,0.0002177580021984323,0.002782161365976681,0.0003270982025812766,0.0007213139232714567,6.339871965712691e-10,0.0002451928862037121,2.2038239529596927e-11,5.1010759347067414e-08,9.413055943212464e-13,1.4077234996850158e-12,1.0057611372071728e-12,2.2840356245976082e-11,1.6219652703054177e-13,5.980031145461998e-06,0.00036581246558095847,1.9352900578123587e-13,0.000278784306564059,8.412596428009689e-12,5.129563070005441e-13,0.000270569002823814,2.251442348009448e-11,5.629758194707183e-15,0.00017591152514068178,1.2066822089918e-15,9.897454846203941e-05,6.392604946584675e-16,1.125479855353749e-15,4.2962201456539133e-16,2.3020318822229014e-14,2.3832775796665712e-14,6.0566106997836626e-05,1.333261131405316e-15,9.355935150106618e-15,1.378603981929656e-15,9.682821549979571e-15,1.2010752038582257e-11,1.1479590344341313e-15,1.1515268713161484e-05,8.787048011848088e-15,3.338392535117701e-05,3.939760064354231e-12,5.088283456297539e-16,3.571083599237687e-15,2.75076064925367e-12,4.1505554901756383e-10,6.980691474571831e-12
6.573426219824155e-06,0.11291490652816775,0.9,0.0,0.0,0.0,0.0,0.09788732376274674,0.0007408931442431037,2.419284063680113e-06,1.2607390335702996e-05,3.228102115247697e-05,8.465466613358696e-07,2.977758612531958e-05,3.414473010100152e-06,6.202195764711885e-06,0.00024113495526355513,0.0012248400178991549,4.631935859159734e-06,4.537569362953096e-05,1.0892648536814213e-08,8.071909067066452e-08,2.535790040569718e-08,4.413381258511671e-09,4.677274888322777e-05,0.00022140546594519683,0.002826472071236957,0.0003325859811193349,0.000731016275774057,6.33824137913543e-10,0.00024933472270081356,2.2352286392571615e-11,5.048225200839277e-08,9.405829000761667e-13,1.4067475604283173e-12,1.0017324434091321e-12,2.313761838629925e-11,1.605248168984496e-13,5.9194837017594666e-06,0.00037047032140647855,1.9346554725161223e-13,0.0002832763872512536,8.544470545450756e-12,5.128237988095945e-13,0.00027505456412918374,2.287782295119854e-11,5.724208907669909e-15,0.00018050297496162803,1.2270647720900954e-15,0.00010164259563217013,6.499679362010359e-16,1.160813258949133e-15,4.43732469375049e-16,2.3748132181473048e-14,2.4556330838125928e-14,6.232738116444778e-05,1.3755692346220878e-15,9.651476466898504e-15,1.4206185801212864e-15,9.976522984867406e-15,1.239048574286868e-11,1.1862052287824658e-15,1.2080289699760564e-05,9.07760261154699e-15,3.413649137230671e-05,4.005858050384232e-12,5.257128347657933e-16,3.689067636916889e-15,2.796911148275669e-12,4.2201908498897835e-10,7.192623026452237e-12
6.682504306853953e-06,0.11292518673049357,0.9,0.0,0.0,0.0,0.0,0.09785417686863114,0.0007515779522079486,2.4185846067855742e-06,1.2544275021919144e-05,3.22701225203826e-05,8.462774470371844e-07,2.967369051550529e-05,3.4133990005611703e-06,6.200703409050469e-06,0.00024500140751282807,0.001244740167096087,4.630715897070495e-06,4.536338759904103e-05,1.088949933132756e-08,8.06957533811424e-08,2.5349836212413105e-08,4.412176990987059e-09,4.631632263481538e-05,0.00022505168958106967,0.0028706438450137135,0.0003380718023477694,0.0007406118451103384,6.336609950851177e-10,0.0002534752113974281,2.266489876688262e-11,4.996810839695751e-08,9.398613790236064e-13,1.4057618323735715e-12,9.978084743352575e-13,2.3431259626050945e-11,1.5889862382253185e-13,5.860619656342968e-06,0.0003750831275609662,1.9340211514081033e-13,0.0002877443482513102,8.675508889964544e-12,5.126871505042801e-13,0.00027950080656907213,2.3237653918843105e-11,5.818625939652597e-15,0.00018512775307287198,1.2474407116438395e-15,0.00010432350566521536,6.606717395659627e-16,1.1965768996635066e-15,4.580126096264841e-16,2.4485748693361212e-14,2.5286723336147596e-14,6.410455131508925e-05,1.4184502300935792e-15,9.950997401536444e-15,1.4630335670853591e-15,1.0272998297898506e-14,1.2775334206183165e-11,1.2248526405059524e-15,1.2660360534849602e-05,9.3720169548918e-15,3.4899825260277594e-05,4.071932461442276e-12,5.42822948734603e-16,3.808618270017032e-15,2.843045186917614e-12,4.289801372938878e-10,7.406557292367789e-12
6.791582393883751e-06,0.11293543508009594,0.9,0.0,0.0,0.0,0.0,0.09782108439412866,0.0007622238494167852,2.4178854766316397e-06,1.2482873586773228e-05,3.2259227408467055e-05,8.460085675647407e-07,2.9572653534051238e-05,3.4123262180973007e-06,6.19921930387599e-06,0.0002488644913188821,0.0012645907372202862,4.629498756582732e-06,4.535075912286009e-05,1.0886351596565664e-08,8.067242699334946e-08,2.5341782048899767e-08,4.4109728122615085e-09,4.5872206414680586e-05,0.0002286966752395809,0.002914680790484831,0.00034355567017290485,0.0007501021793485079,6.334977720762571e-10,0.00025761435420811177,2.297608231265866e-11,4.94677101236964e-08,9.391410941510566e-13,1.4047677317795592e-12,9.939845025900965e-13,2.3721333676718492e-11,1.573159868838926e-13,5.8033653062381005e-06,0.0003796521063630825,1.9333872600255164e-13,0.0002921882539899359,8.805714550846294e-12,5.125468828839624e-13,0.0002839074327490746,2.3593896470733885e-11,5.9130093576050044e-15,0.0001897856872228595,1.2678100366751082e-15,0.00010701698193838501,6.713719109172727e-16,1.2327669899038574e-15,4.724602399434491e-16,2.5233102557566853e-14,2.602382276713042e-14,6.589748171025705e-05,1.4619003037520444e-15,1.0254471350209488e-14,1.5058413427114131e-15,1.057219466415002e-14,1.3165263097448447e-11,1.2638904142891072e-15,1.3255508167553058e-05,9.670251662555581e-15,3.567417094568131e-05,4.137983344578401e-12,5.601564011835109e-16,3.929719561454219e-15,2.8891627980310074e-12,4.359387108891747e-10,7.622456041524928e-12
6.900660480913549e-06,0.11294565218505724,0.9,0.0,0.0,0.0,0.0,0.09778804513586158,0.0007728309568739946,2.417186670801472e-06,1.2423110625624498e-05,3.2248338087695596e-05,8.457400161009615e-07,2.9474347138422546e-05,3.4112546390083748e-06,6.197743333714467e-06,0.00025272425284382554,0.0012843928816178378,4.6282843861952565e-06,4.533784880274388e-05,1.0883205321657648e-08,8.064911142661966e-08,2.53337377109264e-08,4.409768730938882e-09,4.54398786352971e-05,0.00023234042500594243,0.0029585868276312596,0.0003490375884101215,0.0007594887670936214,6.333344728567263e-10,0.00026175215300617644,2.3285842642498312e-11,4.898047553827257e-08,9.384220934077705e-13,1.403766502070301e-12,9.902560751545194e-13,2.4007892265165697e-11,1.5577506167078602e-13,5.747651354599079e-06,0.00038417842775238136,1.9327539315989418e-13,0.000296608170326121,8.935090650163473e-12,5.1240345408052e-13,0.0002882741661645575,2.3946532444720748e-11,6.0073592269284225e-15,0.00019447660522399862,1.2881727560267635e-15,0.00010972273883538394,6.820684562830397e-16,1.2693797871710994e-15,4.870731931105502e-16,2.5990128278359996e-14,2.6767500076553938e-14,6.770603864176893e-05,1.5059156589090425e-15,1.0561871831227155e-14,1.5490343924681733e-15,1.087405985044474e-14,1.3560238244509648e-11,1.3033077791273641e-15,1.3865755492367995e-05,9.972267589358065e-15,3.645976154230927e-05,4.204010745747267e-12,5.777109191787887e-16,4.052355668385733e-15,2.9352640137025175e-12,4.428948106163183e-10,7.840281473429157e-12
7.009738567943347e-06,0.112955838627834,0.9,0.0,0.0,0.0,0.0,0.09775505794077077,0.0007833993947304237,2.416488187297963e-06,1.236491523838385e-05,3.223745638510825e-05,8.454717861485484e-07,2.937865077021422e-05,3.4101842407181497e-06,6.196275386770762e-06,0.00025658073600858607,0.0013041477087681241,4.627072736448138e-06,4.532469236943403e-05,1.0880060497621943e-08,8.062580661432599e-08,2.5325703003864144e-08,4.408564755296049e-09,4.501884828704252e-05,0.00023598294091910026,0.003002365704165688,0.0003545175607875035,0.0007687730414990938,6.331711012193543e-10,0.00026588860962545714,2.359418532439001e-11,4.850585707474593e-08,9.377044123826765e-13,1.4027592344583742e-12,9.866189992058989e-13,2.4290985262242117e-11,1.5427411186772085e-13,5.693412604638959e-06,0.00038866321245319477,1.932121272797944e-13,0.0003010041644220517,9.06364033880486e-12,5.122572671881059e-13,0.0002926007503448944,2.429554535562065e-11,6.101675611537266e-15,0.00019920033490166737,1.308528878369438e-15,0.00011244050109411213,6.927613815609883e-16,1.3064115945136627e-15,5.018493296116994e-16,2.675676067192083e-14,2.7517627753647243e-14,6.953009024151453e-05,1.5504925166828521e-15,1.0873172488001887e-14,1.5926052917191193e-15,1.1178542245802941e-14,1.3960225637948874e-11,1.3430940476012288e-15,1.4491121452070435e-05,1.027802581806135e-14,3.7256819799331735e-05,4.2700147098520925e-12,5.954842428474701e-16,4.176510839698556e-15,2.981348865284655e-12,4.498484412060221e-10,8.059996239750371e-12
7.227894742002943e-06,0.11297612174584874,0.9,0.0,0.0,0.0,0.0,0.09768923536203684,0.0008044207385681546,2.4150921807106187e-06,1.2252964288554563e-05,3.221572137071705e-05,8.449362662208065e-07,2.9194640759736166e-05,3.4080469015124655e-06,6.1933631325336125e-06,0.00026428403260450784,0.001343519634462417,4.624657410501775e-06,4.529776314322856e-05,1.0873775172669817e-08,8.057922903412876e-08,2.5309661746843317e-08,4.406157156080122e-09,4.420885558652695e-05,0.00024326427912165914,0.0030895561650500555,0.00036547168245962356,0.0007870401277932336,6.328441557326522e-10,0.00027415750347612513,2.4206639816721164e-11,4.7592433853806666e-08,9.362731033416317e-13,1.400730298565446e-12,9.796033423138324e-13,2.4846965424313306e-11,1.513856866783498e-13,5.589118694358292e-06,0.00039751242578899264,1.9308582847612353e-13,0.0003097246604301928,9.318273214391938e-12,5.119579948822434e-13,0.0003011325407428176,2.4982644034488787e-11,6.2902081751891164e-15,0.00020874554041737565,1.3492213658913188e-15,0.00011791098891558493,7.141363948236547e-16,1.3817176654380982e-15,5.318827270747834e-16,2.831858628532356e-14,2.903673142059744e-14,7.322415815604989e-05,1.6413157127012433e-15,1.1507369521597915e-14,1.6808513623734567e-15,1.1795155142846081e-14,1.477510193148155e-11,1.423730977091818e-15,1.578726588846821e-05,1.0900614666378995e-14,3.88861809468484e-05,4.401952501478196e-12,6.316783339026791e-16,4.429315835622448e-15,3.073469598096733e-12,4.63748313368706e-10,8.50494650672245e-12
7.424235298656579e-06,0.1129942770892396,0.9,0.0,0.0,0.0,0.0,0.09763016245877579,0.0008232088893952356,2.413836862993177e-06,1.2156939894713403e-05,3.2196197717025106e-05,8.444553384009649e-07,2.9036886909023038e-05,3.406127129053828e-06,6.190768489850301e-06,0.0002712061873225404,0.0013788028230596328,4.622492463057464e-06,4.527296353762568e-05,1.0868123278601934e-08,8.053734552006348e-08,2.5295255772244723e-08,4.4039907675235165e-09,4.351412358063029e-05,0.0002498132832996201,0.00316762710983031,0.0003753237728581779,0.0008031439646180583,6.32549694377114e-10,0.00028159493533976926,2.475305558156052e-11,4.680861943733948e-08,9.349896180500378e-13,1.3988920631528576e-12,9.73564415198862e-13,2.5335961821258592e-11,1.4890734365069776e-13,5.499719240840359e-06,0.00040534499747237366,1.9297245655911656e-13,0.00031749198963075407,9.544648577180919e-12,5.116823565698503e-13,0.00030867165266529524,2.5588508627551322e-11,6.459773577549807e-15,0.00021744671287176844,1.3858221265913592e-15,0.00012287291645911067,7.333615827373905e-16,1.4508899202614153e-15,5.594499433597584e-16,2.9756436559891795e-14,3.0424735405502984e-14,7.660051987463708e-05,1.7249393797324485e-15,1.209122358185925e-14,1.7614923110616537e-15,1.2358551781077509e-14,1.5525294596221902e-11,1.4974604248949064e-15,1.700561424109682e-05,1.1473357596774006e-14,4.0393862191070916e-05,4.520616789587084e-12,6.649789304966002e-16,4.6618794139811515e-15,3.1563225929606113e-12,4.76249799209604e-10,8.911497266711845e-12
7.620575855310215e-06,0.1130123411949242,0.9,0.0,0.0,0.0,0.0,0.09757124231504641,0.0008418735906298344,2.4125825710812283e-06,1.206506674719348e-05,3.2176713978085955e-05,8.43975363644205e-07,2.88860121888731e-05,3.4042108759820205e-06,6.188198251479754e-06,0.0002781183153230562,0.0014139481214848564,4.620335642155698e-06,4.524775534254816e-05,1.086247600206375e-08,8.049549623191511e-08,2.5280878346694226e-08,4.401824861400893e-09,4.284953748516111e-05,0.0002563583195806428,0.0032453374772819375,0.0003851696130129224,0.0008189364333999711,6.322550550939072e-10,0.000289028045436242,2.529496310098304e-11,4.605847796290235e-08,9.3371060504901e-13,1.39704604522431e-12,9.677665951056449e-13,2.5814432808073767e-11,1.4653567988236104e-13,5.414243880146093e-06,0.0004130584585800496,1.9285938866711521e-13,0.000325182904787763,9.768396407509833e-12,5.114021656028703e-13,0.0003160775324023804,2.618244816251686e-11,6.6292314214330585e-15,0.0002262515138687642,1.4224016406664264e-15,0.00012786987478884026,7.525751278555567e-16,1.5213641753211094e-15,5.87513777165285e-16,3.1224412863639396e-14,3.183172143152336e-14,8.002510043626367e-05,1.8103243546322605e-15,1.2687309991951737e-14,1.843245859255483e-15,1.2929652088052357e-14,1.6291205406527334e-11,1.5722229079153972e-15,1.8273071290699275e-05,1.2057630842967083e-14,4.194173088294928e-05,4.639205796135741e-12,6.989539142462613e-16,4.899124026441856e-15,3.2391230251814116e-12,4.887433540017889e-10,9.323607930594684e-12
