Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638)
1.0428974619933477e-06,0.11233566192655897,0.9,0.0,0.0,0.0,0.0,0.0996796064714771,0.00013403090679329967,2.4498283971045758e-06,1.4345017073977446e-05,2.6995770661395697e-05,8.60187429269904e-07,2.895372700334199e-05,3.467920122645382e-06,6.287695996586654e-06,3.8636962998962834e-05,0.00013050611678472521,4.695763941812492e-06,3.175367843729106e-05,1.1030166771664751e-08,8.173818489603046e-08,2.5766501834715085e-08,4.462027550296049e-09,7.462615058107346e-05,3.483572838380877e-05,0.00031674379743038954,5.172485648504051e-05,7.74447315857872e-05,6.396877092635677e-10,3.759329397371647e-05,4.138898915462584e-12,8.24287594139341e-08,8.051170610751529e-13,1.007628457586464e-12,9.969656912171674e-13,2.5089786770829193e-12,2.6160113132239987e-13,8.57260025104504e-06,4.04975975748056e-05,1.617423216376443e-13,2.9340756853413262e-05,9.058568635269257e-13,3.588203218904013e-13,2.2121881158420972e-05,1.8833514333773456e-12,8.902817152196339e-16,4.210865258627518e-06,1.8505835729961372e-16,1.238133067157924e-06,1.0227730231189445e-16,2.2490383113695372e-17,4.9222908252249854e-18,6.715940923989602e-16,4.0668328457118397e-16,7.706990051523863e-07,3.7713163340323576e-17,2.761310773420942e-16,2.280885966752726e-17,1.6715298942735916e-16,3.5039910781227315e-13,1.0217582807038551e-17,1.419323230065946e-08,1.4698085347989197e-16,1.8662887038903996e-06,6.23003846821131e-13,8.252219233846774e-18,6.042930699101544e-17,4.349569792473096e-13,6.562959479338215e-11,1.191180093212829e-13,7.669026070177833e-14,3.0506109164576927e-16,1.594342073098387e-13,7.626507759626686e-18,2.6684103099838207e-17,2.813032974759688e-13,1.712293759837226e-17,1.254190598578097e-16
1.0508855475739272e-06,0.11233651776391972,0.9,0.0,0.0,0.0,0.0,0.09967693094854058,0.00013508324416875182,2.449813203573133e-06,1.4397761295534672e-05,2.7072255916429423e-05,8.601709271725474e-07,2.9064435861114428e-05,3.467858216179077e-06,6.287793791208478e-06,3.893717307118155e-05,0.000131983859884827,4.695830423420355e-06,3.1884467969714895e-05,1.1030098383057513e-08,8.173767795917416e-08,2.5766007318807058e-08,4.462026172650279e-09,7.48873909270954e-05,3.51077494775239e-05,0.00032023569171545964,5.2134778763378605e-05,7.840767999844932e-05,6.396911741004292e-10,3.790166371700369e-05,4.171251541738059e-12,8.271470085205673e-08,8.073703183691479e-13,1.0117438912338013e-12,1.000743250564163e-12,2.5400878050965056e-12,2.6250818995251233e-13,8.614572184172012e-06,4.103448843244448e-05,1.6220058822102262e-13,2.9689919181508207e-05,9.16605199581249e-13,3.602982721619063e-13,2.2413208563304645e-05,1.9080879055079095e-12,8.97337079932097e-16,4.299404114553662e-06,1.8657610061558234e-16,1.2698368208720228e-06,1.0307589465290747e-16,2.2923452188520976e-17,5.037228089004977e-18,6.82226281571069e-16,4.1499989442844543e-16,7.901269568837674e-07,3.832075259785492e-17,2.8047077958944834e-16,2.328171044729234e-17,1.705515824597116e-16,3.5594643268590777e-13,1.0469279466319997e-17,1.4672558569861691e-08,1.4990750683626972e-16,1.8992391025093803e-06,6.27941188363854e-13,8.418855213880761e-18,6.162546381087407e-17,4.384042974827931e-13,6.614975221565595e-11,1.215539546975551e-13,7.821729508560883e-14,3.115256110304503e-16,1.628127682485043e-13,7.808706329335239e-18,2.6895576056026402e-17,2.835326423772845e-13,1.749060522892163e-17,1.2806202940680323e-16
1.0588736331545068e-06,0.112337374807974,0.9,0.0,0.0,0.0,0.0,0.09967425365122609,0.00013613456851846288,2.4497979799702604e-06,1.4449889146804962e-05,2.7147722873337706e-05,8.601544109530549e-07,2.9174077696168424e-05,3.4677962773077715e-06,6.287878162848974e-06,3.9237435328261493e-05,0.00013346563341604323,4.69588782931345e-06,3.20140526914386e-05,1.1030029844831406e-08,8.173717001939371e-08,2.576551206209199e-08,4.462024709165304e-09,7.514446745353081e-05,3.53797629238223e-05,0.0003237365295604364,5.254468717423619e-05,7.937387494678611e-05,6.39694661439942e-10,3.8210026732554885e-05,4.203570540568584e-12,8.29960190929612e-08,8.095931215072411e-13,1.0158207790782941e-12,1.0044837893642445e-12,2.5712998813248904e-12,2.634006446849744e-13,8.655966192874337e-06,4.1573242261168744e-05,1.6265275376425258e-13,3.0039948594335658e-05,9.273795315684744e-13,3.617626090443184e-13,2.2705711054969723e-05,1.932922649118233e-12,9.04392085458953e-16,4.3889465178943665e-06,1.880937528658791e-16,1.302044544106937e-06,1.038744167671644e-16,2.3361057448957365e-17,5.1537958378208235e-18,6.929319115909414e-16,4.2341429128294384e-16,8.09853449216239e-07,3.8933032666171005e-17,2.8482358685085283e-16,2.3760172362671214e-17,1.7398964496235266e-16,3.615326392395958e-13,1.0724897635236241e-17,1.516382030095302e-08,1.528665597747045e-16,1.9324352356208217e-06,6.328783631073875e-13,8.58734827646169e-18,6.283469374184033e-17,4.418514994409802e-13,6.666989204100466e-11,1.2401855571286565e-13,7.9761236075849e-14,3.1807034142433407e-16,1.6623326284050112e-13,7.993617583154042e-18,2.7107041876839045e-17,2.8576191220584266e-13,1.7862884332191302e-17,1.3073743777045228e-16
1.0668617187350863e-06,0.11233823304073023,0.9,0.0,0.0,0.0,0.0,0.09967157460935856,0.00013718487938046205,2.4497827225826007e-06,1.4501402833944655e-05,2.72221849317025e-05,8.601378788638092e-07,2.9282656527218504e-05,3.4677343044084518e-06,6.287949843556715e-06,3.953774890219977e-05,0.0001349513831385116,4.695936652520895e-06,3.214244360241982e-05,1.1029961182936845e-08,8.173666100672399e-08,2.576501751408465e-08,4.462023149247698e-09,7.539740989325563e-05,3.565176871845351e-05,0.0003272462049298949,5.295458171355529e-05,8.034327710543785e-05,6.396981039677685e-10,3.85183830164505e-05,4.235855872834887e-12,8.327274747041744e-08,8.117856232053576e-13,1.0198594795522283e-12,1.0081874264020722e-12,2.6026136211730037e-12,2.642784455831818e-13,8.696785829785193e-06,4.2113829340587566e-05,1.6309889917999204e-13,3.0390831131428548e-05,9.381794343893522e-13,3.632134545357743e-13,2.299937731570363e-05,1.9578546877631485e-12,9.114470565501233e-16,4.479491681834949e-06,1.896114625540053e-16,1.3347584917170276e-06,1.0467300277902298e-16,2.3803166160675677e-17,5.271996258498962e-18,7.03723166271117e-16,4.3192510550373965e-16,8.298795566103999e-07,3.9549621023822784e-17,2.8923876860835053e-16,2.424426129828696e-17,1.774671789692948e-16,3.671623970645775e-13,1.0984460117313728e-17,1.566720484258289e-08,1.558570911514341e-16,1.9658750549336057e-06,6.378153704158671e-13,8.757694165811728e-18,6.405679642613128e-17,4.452985841664018e-13,6.719001426543409e-11,1.2651139395168054e-13,8.132162217886989e-14,3.246948169390879e-16,1.6969543329065913e-13,8.181254621068913e-18,2.7318500510118536e-17,2.879911060396247e-13,1.823979720742567e-17,1.3344544954452242e-16
1.0748498043156658e-06,0.11233909244434225,0.9,0.0,0.0,0.0,0.0,0.09966889385254651,0.0001382341764457979,2.4497674279499554e-06,1.455230463773623e-05,2.7295655314717315e-05,8.601213320893492e-07,2.9390176376283927e-05,3.467672295841261e-06,6.288009525305155e-06,3.983811292011482e-05,0.00013644105530528916,4.6959773590335e-06,3.226965160211127e-05,1.1029892355121244e-08,8.17361507204808e-08,2.576452221678588e-08,4.46202146984584e-09,7.564624798151487e-05,3.5923766857269215e-05,0.0003307646123681065,5.3364462377594884e-05,8.131584733918904e-05,6.397015227174828e-10,3.882673256466343e-05,4.268107545167716e-12,8.354491931911213e-08,8.139483473502907e-13,1.0238603401955478e-12,1.0118543162975606e-12,2.634027743801977e-12,2.651417769113652e-13,8.737034667351758e-06,4.265622016430098e-05,1.6353910342636604e-13,3.07425530224522e-05,9.490044751479014e-13,3.6465093300332477e-13,2.3294196126836838e-05,1.9828830556672626e-12,9.185018213161968e-16,4.571038734487657e-06,1.9112915368566762e-16,1.367980863737319e-06,1.0547157600463311e-16,2.4249795712116917e-17,5.3918367932254494e-18,7.145938256953083e-16,4.405333558469134e-16,8.502063200085285e-07,4.017070058730454e-17,2.936917864053741e-16,2.4733986055721716e-17,1.8098442062668257e-16,3.728335081409004e-13,1.124798681827857e-17,1.618290051708015e-08,1.5887961972897562e-16,1.999556497662192e-06,6.427522105093469e-13,8.929897741123734e-18,6.529194426931186e-17,4.4874555209154475e-13,6.771011888320242e-11,1.2903275481024747e-13,8.289868829936254e-14,3.3139958836778185e-16,1.7319955251346122e-13,8.371629136860156e-18,2.7529951979174096e-17,2.9022022428260694e-13,1.8621352103267054e-17,1.3618618479229516e-16
1.0828378898962453e-06,0.11233995300110297,0.9,0.0,0.0,0.0,0.0,0.09966621141018199,0.0001392824595534976,2.4497520926064494e-06,1.4602596910590646e-05,2.7368147071461332e-05,8.601047712755251e-07,2.949664127199965e-05,3.467610249959696e-06,6.2880578621700815e-06,4.0138526504579376e-05,0.00013793459665917493,4.696010389278051e-06,3.2395687490356796e-05,1.102982330753404e-08,8.173563903087045e-08,2.576402524477544e-08,4.462019675481759e-09,7.589101145328948e-05,3.6195757336209934e-05,0.00033429164699913137,5.377432916292433e-05,8.229154670307264e-05,6.397049869993775e-10,3.913507537309132e-05,4.300325581885858e-12,8.381256796966424e-08,8.160819303070065e-13,1.0278237022538481e-12,1.0154846244112638e-12,2.6655409742942345e-12,2.6599089624162206e-13,8.776716296415438e-06,4.320038543988701e-05,1.6397344403851352e-13,3.1095100684808e-05,9.598542225700352e-13,3.660751687092956e-13,2.359015636786505e-05,2.0080067964649946e-12,9.255560681362042e-16,4.663586720271421e-06,1.9264668212164845e-16,1.4017138054447963e-06,1.0627001151934965e-16,2.470097924551573e-17,5.513326594730782e-18,7.255316776589544e-16,4.492407029861785e-16,8.708347470192805e-07,4.079662917271757e-17,2.98134220616369e-16,2.5229352924334763e-17,1.8454142824580116e-16,3.785411240140309e-13,1.1515496622532749e-17,1.6711096604106235e-08,1.6193509196114632e-16,2.033477487159643e-06,6.476888839393098e-13,9.10396674184065e-18,6.65403189320918e-17,4.521924040867227e-13,6.823020588908834e-11,1.3158315531614882e-13,8.44929261427753e-14,3.381855447780483e-16,1.7674611318692807e-13,8.56475231393243e-18,2.774139633108019e-17,2.9244926781327704e-13,1.9007552930750477e-17,1.3895960799430753e-16
1.0908259754768248e-06,0.11234081469344814,0.9,0.0,0.0,0.0,0.0,0.0996635273114406,0.00014032972868513084,2.4497367129328143e-06,1.465228207327482e-05,2.7439673079427567e-05,8.600881939816636e-07,2.960205525299957e-05,3.4675481651422198e-06,6.2880954726325384e-06,4.043898877399311e-05,0.00013943195442914783,4.696036159675886e-06,3.252056196839277e-05,1.1029754076241711e-08,8.17351259249427e-08,2.5763528748955757e-08,4.462017770175762e-09,7.613173004049745e-05,3.6467740151333575e-05,0.00033782720452711493,5.418418206641008e-05,8.327033644262352e-05,6.397084312608789e-10,3.944341143771058e-05,4.3325099544803164e-12,8.407572674406336e-08,8.181864783978204e-13,1.0317499149135534e-12,1.019078467012537e-12,2.697152047527063e-12,2.6682573454920765e-13,8.815834324690727e-06,4.374629608886335e-05,1.6440199883456126e-13,3.144846072096567e-05,9.70728270286507e-13,3.6748627996062395e-13,2.388724701546945e-05,2.0332249591639104e-12,9.326101684694804e-16,4.757134601467711e-06,1.9416421548102484e-16,1.4359594074375884e-06,1.0706846769453755e-16,2.5156679385951502e-17,5.6364670992593385e-18,7.365503025808076e-16,4.580455263224326e-16,8.917658121314498e-07,4.142697753159247e-17,3.026210357307506e-16,2.5730377344569347e-17,1.8813807818003087e-16,3.842902563461996e-13,1.1787011748943445e-17,1.7251983322182824e-08,1.650224579587566e-16,2.0676359336285303e-06,6.526253900362807e-13,9.279895977712496e-18,6.780164541377095e-17,4.556391390920802e-13,6.875027528075193e-11,1.341621210464482e-13,8.610383305961098e-14,3.450521378750541e-16,1.8033483271993775e-13,8.76063670100885e-18,2.795283350804272e-17,2.9467823563052865e-13,1.9398422574076343e-17,1.4176582675487162e-16
1.0988140610574043e-06,0.1123416775039522,0.9,0.0,0.0,0.0,0.0,0.09966084158528164,0.00014137598396109452,2.4497212855681317e-06,1.4701362612627959e-05,2.7510246046314788e-05,8.600716004079223e-07,2.970642237011929e-05,3.4674860397704795e-06,6.288122941136722e-06,4.073949884284331e-05,0.00014093307632780916,4.696055063696864e-06,3.264428563956439e-05,1.1029684654613935e-08,8.173461122797487e-08,2.5763032270130044e-08,4.462015721726182e-09,7.636843346971219e-05,3.673971529881469e-05,0.00034137118123661397,5.459402108522117e-05,8.425217799413854e-05,6.39711812865774e-10,3.975174075444171e-05,4.364660658694808e-12,8.433442895617528e-08,8.20262278123457e-13,1.0356393211183977e-12,1.0226359789908004e-12,2.728859703122533e-12,2.6764633796058757e-13,8.854392375726276e-06,4.429392324664233e-05,1.64824844268889e-13,3.1802619916557884e-05,9.81626210840616e-13,3.688843857550609e-13,2.418545714281428e-05,2.058536601923619e-12,9.39664234373961e-16,4.851681259332801e-06,1.956818089172625e-16,1.4707197057090385e-06,1.0786698213377888e-16,2.5616883115034457e-17,5.7612621222064075e-18,7.476544653134581e-16,4.6694747404113995e-16,9.130004568763252e-07,4.2061596585232705e-17,3.0717164359784093e-16,2.6237071188578562e-17,1.9177460111963856e-16,3.900830427463216e-13,1.206255277998193e-17,1.78057518152813e-08,1.6814139559052274e-16,2.102029734629254e-06,6.575617284945822e-13,9.457684634800281e-18,6.907593492821822e-17,4.590857567304072e-13,6.92703270544542e-11,1.3676950940588463e-13,8.773120868182667e-14,3.519992934976849e-16,1.8396563330994683e-13,8.95929395779252e-18,2.8164263489428656e-17,2.969071273297104e-13,1.9793976712921423e-17,1.446050615164371e-16
1.1068021466379838e-06,0.1123425414153313,0.9,0.0,0.0,0.0,0.0,0.09965815426044812,0.00014242122563428683,2.449705807224237e-06,1.4749841077649302e-05,2.757987851315866e-05,8.600549915561855e-07,2.9809746689955935e-05,3.467423872216828e-06,6.28814082069554e-06,4.104005582215969e-05,0.00014243791054689928,4.696067473621584e-06,3.276686901057776e-05,1.1029614978842731e-08,8.173409480287126e-08,2.5762534544999055e-08,4.462013535140468e-09,7.660115145826937e-05,3.701168277490109e-05,0.00034492347399333077,5.5003846216827976e-05,8.523703298524513e-05,6.397152185271896e-10,4.0060063319058045e-05,4.3967777389188156e-12,8.458870790671559e-08,8.223100159443124e-13,1.0394922512812187e-12,1.0261573331054188e-12,2.760662684919364e-12,2.6845300463929457e-13,8.89239408714871e-06,4.484323826242674e-05,1.6524205466419602e-13,3.215756523706048e-05,9.925476277043786e-13,3.702696076415422e-13,2.4484775918320786e-05,2.0839407938228888e-12,9.467178699647601e-16,4.947225496053236e-06,1.971992795605946e-16,1.505996681790518e-06,1.0866539554782023e-16,2.6081631741165636e-17,5.887721403768106e-18,7.588287368105121e-16,4.759485927221057e-16,9.345395901199039e-07,4.270094222714047e-17,3.117247043669386e-16,2.6749438611528678e-17,1.9545105812117258e-16,3.959133923177851e-13,1.2342137330977175e-17,1.837259412915816e-08,1.7129309458899854e-16,2.1366567759710837e-06,6.624979000321749e-13,9.637341849618042e-18,7.036341895771404e-17,4.625322581202721e-13,6.979036120581767e-11,1.3940595592601995e-13,8.93756676750445e-14,3.5902806871305024e-16,1.876391000565845e-13,9.160734394206427e-18,2.837568633586351e-17,2.991359440314495e-13,2.0194216271408147e-17,1.474772472190421e-16
1.1147902322185633e-06,0.11234340641043977,0.9,0.0,0.0,0.0,0.0,0.09965546536546695,0.00014346545408639748,2.4496902745393238e-06,1.479772007716753e-05,2.7648582856279442e-05,8.600383665211606e-07,2.991203229667151e-05,3.467361660881195e-06,6.288149634352554e-06,4.1340658819795357e-05,0.000143946405754464,4.696073741529438e-06,3.288832249228524e-05,1.1029545048729234e-08,8.173357657558477e-08,2.5762036214913634e-08,4.46201120970145e-09,7.682991371212825e-05,3.72836425759535e-05,0.0003484839802447762,5.5413657458987506e-05,8.622486323541531e-05,6.397186319855955e-10,4.036837912738263e-05,4.428861201513726e-12,8.483859687916055e-08,8.243299886082561e-13,1.0433090410499338e-12,1.029642666637623e-12,2.792559745589176e-12,2.692457932838217e-13,8.929843109650141e-06,4.539421269910445e-05,1.6565370434162448e-13,3.2513283825725426e-05,1.0034921239093161e-12,3.7164206255550304e-13,2.478519260490004e-05,2.1094366098350365e-12,9.537711762704211e-16,5.043766035985148e-06,1.9871667256949488e-16,1.541792262864635e-06,1.0946375198234065e-16,2.6550914782570176e-17,6.015848960502583e-18,7.700766414688427e-16,4.850485482820702e-16,9.563840882599586e-07,4.334489388578174e-17,3.162948596608333e-16,2.7267490418534904e-17,1.9916743748307167e-16,4.0178254462377665e-13,1.2625785371948566e-17,1.8952703196147687e-08,1.7447728755862306e-16,2.17151493227437e-06,6.674339044580735e-13,9.818867246429753e-18,7.166402035376733e-17,4.65978642965652e-13,7.031037773250271e-11,1.4207136725099636e-13,9.103708804890427e-14,3.6613846328736503e-16,1.913552384505105e-13,9.36496924057361e-18,2.858710203112101e-17,3.013646854649005e-13,2.059915598589978e-17,1.5038245787561545e-16
1.1227783177991429e-06,0.1123442724722689,0.9,0.0,0.0,0.0,0.0,0.09965277492864887,0.00014450866982523058,2.4496746842031622e-06,1.4845002278150033e-05,2.7716371288694143e-05,8.600217240940676e-07,3.0013283293308536e-05,3.467299404187572e-06,6.288149876246118e-06,4.164130694062588e-05,0.0001454585110927924,4.6960742000178786e-06,3.300865640025669e-05,1.1029474894058069e-08,8.173305644357187e-08,2.5761538236121086e-08,4.462008721248847e-09,7.705474992412344e-05,3.75555946984501e-05,0.00035205259802073444,5.5823454809742734e-05,8.721563075632239e-05,6.397219648077e-10,4.067668817526194e-05,4.46091103279894e-12,8.508412913854291e-08,8.263222700330744e-13,1.0470900281680645e-12,1.0330920974917648e-12,2.8245496453639575e-12,2.70024626881443e-13,8.96674310625572e-06,4.594681833316982e-05,1.660598672653006e-13,3.2869763002075245e-05,1.01445931589365e-12,3.73001864404097e-13,2.5086696559393868e-05,2.135023131617638e-12,9.608245258132794e-16,5.141301526546546e-06,2.0023416093873421e-16,1.578108321857895e-06,1.1026219934591532e-16,2.7024692201648164e-17,6.145645418607117e-18,7.814126021465436e-16,4.942457194924826e-16,9.785347953736844e-07,4.39930057501998e-17,3.209402981478172e-16,2.7791241099354514e-17,2.0292384490342146e-16,4.076962320762342e-13,1.2913518040997518e-17,1.9546272824073553e-08,1.7769289411609825e-16,2.2066020673750422e-06,6.723697410285941e-13,1.0002254983642017e-17,7.297755536971114e-17,4.694249101692627e-13,7.083037663299994e-11,1.447652270405055e-13,9.271490316708485e-14,3.7332985979860807e-16,1.9511368747974356e-13,9.57201009646642e-18,2.879851051547459e-17,3.035933505338888e-13,2.1008818206350407e-17,1.5332093563855773e-16
1.1307664033797224e-06,0.11234513958395058,0.9,0.0,0.0,0.0,0.0,0.09965008297808883,0.00014555087347995686,2.449659033090125e-06,1.4891690402693815e-05,2.7783255862655114e-05,8.600050652579528e-07,3.0113503804033303e-05,3.467237100551129e-06,6.2881420134774875e-06,4.194199928691323e-05,0.00014697417617469193,4.6960691634649075e-06,3.3127880955808915e-05,1.1029404456748543e-08,8.17325342604703e-08,2.576103938309957e-08,4.462006066213554e-09,7.727568977060222e-05,3.782753913894501e-05,0.0003556292259341508,5.623323826742906e-05,8.820929775253405e-05,6.397252865193395e-10,4.098499045837047e-05,4.492927284115106e-12,8.532533792924477e-08,8.282874885834222e-13,1.0508355349743361e-12,1.0365057964491297e-12,2.856631147569683e-12,2.707897764022495e-13,9.003097751022005e-06,4.650102715456906e-05,1.664606149622027e-13,3.322699025919378e-05,1.0254488051827348e-12,3.743491311296243e-13,2.538927723156657e-05,2.160699452331057e-12,9.678775753433435e-16,5.239830539843396e-06,2.0175158705924594e-16,1.6149466776054653e-06,1.1106059740469171e-16,2.7502998870480618e-17,6.2771194966590655e-18,7.928233978818456e-16,5.035418896659988e-16,1.00099252348495e-06,4.464566926070286e-17,3.2560842395260306e-16,2.832069468431876e-17,2.0672038172968794e-16,4.136493302641085e-13,1.3205352417852694e-17,2.0153497676169936e-08,1.8094093962585751e-16,2.241916035058351e-06,6.773054103554784e-13,1.018751291915072e-17,7.430424285645642e-17,4.728710606967786e-13,7.13503579040513e-11,1.4748807938221496e-13,9.440963147524926e-14,3.8060317788557784e-16,1.9891494634221997e-13,9.78186670675206e-18,2.9009911841301143e-17,3.058219401932857e-13,2.142320480693179e-17,1.5629265808636754e-16
1.1387544889603019e-06,0.11234600772875228,0.9,0.0,0.0,0.0,0.0,0.099647389541666,0.00014659206579730743,2.4496433180545413e-06,1.4937787225613247e-05,2.784924847172339e-05,8.599883902155613e-07,3.0212697975831362e-05,3.46717474840436e-06,6.288126487581582e-06,4.2242734958596905e-05,0.00014849335108043586,4.696058929022847e-06,3.324600628684694e-05,1.1029333693133274e-08,8.17320099380385e-08,2.5760539207035446e-08,4.462003256424724e-09,7.749276290902531e-05,3.8099475894083454e-05,0.00035921376318190764,5.6643007830662306e-05,8.920582662211545e-05,6.397286625830013e-10,4.1293285972348055e-05,4.524910004323754e-12,8.556225647085749e-08,8.302262104214929e-13,1.0545458817051679e-12,1.0398839293620803e-12,2.888803022542344e-12,2.715414770472028e-13,9.038910728006774e-06,4.705681136655763e-05,1.6685601810696598e-13,3.358495326151894e-05,1.0364602007714052e-12,3.756839790551133e-13,2.569292416328295e-05,2.1864646729006582e-12,9.74930063417255e-16,5.339351573993805e-06,2.0326882836443007e-16,1.6523090950028165e-06,1.118588449476045e-16,2.798586188646781e-17,6.4102790350146944e-18,8.042985018075873e-16,5.129384347153344e-16,1.0237580527907264e-06,4.5303188902022645e-17,3.302575885366878e-16,2.885585589949655e-17,2.1055701423703013e-16,4.1963753029846543e-13,1.3501305741154417e-17,2.0774573254528526e-08,1.842222223008361e-16,2.2774546796553543e-06,6.822409129480997e-13,1.0374647476844554e-17,7.564420275762641e-17,4.763170953055219e-13,7.187032154336363e-11,1.502403668019503e-13,9.612170360465526e-14,3.8795919180802896e-16,2.0275945714215294e-13,9.994548805156223e-18,2.9221306049658095e-17,3.0805045522098004e-13,2.184231965794581e-17,1.5929755341658973e-16
1.1467425745408814e-06,0.1123468768900798,0.9,0.0,0.0,0.0,0.0,0.09964469464704394,0.00014763224763745768,2.449627535882844e-06,1.4983295571815648e-05,2.7914360853071973e-05,8.599716970832413e-07,3.031086998017781e-05,3.467112346226261e-06,6.288103716081461e-06,4.254351305361918e-05,0.00015001598635433966,4.696043777668343e-06,3.3363042428803755e-05,1.102926265754531e-08,8.173148341030317e-08,2.576003935053057e-08,4.462000271373781e-09,7.770599897529214e-05,3.8371404960638376e-05,0.0003628061095457713,5.705276349832588e-05,9.020517995737538e-05,6.397319712653124e-10,4.160157471295538e-05,4.556859175644892e-12,8.579491795422486e-08,8.321383566975266e-13,1.0582214000221904e-12,1.0432266034034466e-12,2.9210640508334374e-12,2.7227956542894257e-13,9.074185730160586e-06,4.76141433855161e-05,1.6724614815643067e-13,3.394363984238479e-05,1.0474931401969234e-12,3.770065176435839e-13,2.5997626987590266e-05,2.212317898134914e-12,9.819825430792972e-16,5.439863054620988e-06,2.0478614012599635e-16,1.6901972851861695e-06,1.1265716498453496e-16,2.847322212242176e-17,6.54512231051953e-18,8.1585911152803735e-16,5.224328541967323e-16,1.0468321319213009e-06,4.596491133142274e-17,3.3497323441922907e-16,2.939674081916777e-17,2.1443378912328617e-16,4.2566911173691183e-13,1.3801399293110086e-17,2.1409695881405124e-08,1.8753513443645485e-16,2.313215836711993e-06,6.871762477517227e-13,1.0563649236619045e-17,7.699712746941189e-17,4.797630123955895e-13,7.23902675511804e-11,1.5302131061601246e-13,9.785029438734587e-14,3.9539690230582444e-16,2.0664665632451105e-13,1.0210067740841333e-17,2.943269305355156e-17,3.1027889403119737e-13,2.226618959919026e-17,1.623358950008098e-16
1.154730660121461e-06,0.11234774705147443,0.9,0.0,0.0,0.0,0.0,0.09964199832167091,0.00014867141997065156,2.4496116835584217e-06,1.5028218314110173e-05,2.797860458945367e-05,8.599549859656177e-07,3.0408024014270628e-05,3.4670498924991274e-06,6.288074093745082e-06,4.2844332668198854e-05,0.0001515420330017944,4.696023975050984e-06,3.3478999325450245e-05,1.1029191335336701e-08,8.173095453571532e-08,2.575953948403203e-08,4.461997088812374e-09,7.791542758098072e-05,3.864332633547169e-05,0.0003664061653932655,5.7462505269581566e-05,9.120732054556029e-05,6.397351947203757e-10,4.190985667582728e-05,4.588774828514201e-12,8.602335554041914e-08,8.340242540375984e-13,1.061862409900188e-12,1.046533965178282e-12,2.953413016870608e-12,2.7300413324893946e-13,9.108926458416204e-06,4.8172995840766666e-05,1.6763107460870467e-13,3.4303038001908213e-05,1.0585472512708748e-12,3.783168590980323e-13,2.6303375427924787e-05,2.238258243088693e-12,9.890350350655296e-16,5.541363336138292e-06,2.06303534201296e-16,1.7286129057081682e-06,1.1345556078865911e-16,2.896507523763989e-17,6.6816534333094934e-18,8.27506299807625e-16,5.320251878618016e-16,1.0702154781743628e-06,4.663079810331063e-17,3.3975994851949566e-16,2.9943357812144586e-17,2.1835086853121054e-16,4.317446891222869e-13,1.4105651274857217e-17,2.205906268290557e-08,1.9087961935737364e-16,2.349197333563103e-06,6.921114146764048e-13,1.0754518773297864e-17,7.836305560322717e-17,4.832088118796624e-13,7.291019592619956e-11,1.5583089935285105e-13,9.959534976145663e-14,4.0291641857237944e-16,2.105765776981862e-13,1.0428433404125921e-17,2.9644072848198895e-17,3.1250725651347715e-13,2.2694826316976502e-17,1.65407829068606e-16
