Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638)
3.1437032641214234e-10,0.11224538151385012,0.9,0.0,0.0,0.0,0.0,0.09999991549567008,2.166647429940436e-08,2.094407445297836e-08,1.4937113290313213e-08,1.496605361110326e-08,1.2588729623551578e-08,1.2959709098559066e-08,1.294030620443603e-08,1.2939100510624799e-08,1.154841634500934e-08,1.1554392744919232e-08,1.0444541283996377e-08,1.0465855015638272e-08,9.429490070937344e-11,5.111695081017321e-10,2.5266880583156707e-10,4.750441388901767e-11,1.370884322425641e-10,4.6716194365338924e-11,1.1221318943268209e-10,6.952504875654705e-11,8.753237891475486e-12,2.276020678448611e-12,2.0724584926200556e-11,6.717339596390881e-16,3.5857699242121615e-14,4.481261120654749e-16,3.334340321384629e-16,4.480213000233613e-16,2.847006404783786e-19,2.610664407564428e-18,1.8280763870773764e-13,1.2213203801503898e-14,8.966614929870006e-17,3.902757902728475e-12,1.2096947978730325e-19,1.1826148644942456e-16,1.890630112219712e-12,1.6157908425484225e-19,1.1966087511421363e-21,1.0986287593882381e-16,1.0199228474643392e-22,7.790623492571696e-20,1.3714236722872418e-22,3.2214054129589903e-25,5.801398498324089e-29,1.4393118272443922e-25,6.113213095325093e-29,1.3189127526628323e-20,3.3635652317542605e-27,5.990728895894218e-26,1.422340339390067e-30,2.535543385515303e-29,7.257511353024335e-23,7.737434779488899e-29,4.763924680948669e-26,2.721792599931152e-29,7.338288919010564e-17,8.347558362966934e-19,6.056116628702917e-31,1.078769224114902e-29,3.7012937061963467e-19,5.584496537212417e-17,1.729128830432055e-26,1.5300655934945052e-26,3.3282603554210783e-29,1.6618655091271046e-26,7.637771375750224e-29,3.5866953666294e-23,3.769151194645211e-19,8.073905295535364e-31,1.438496675981147e-29
3.2829524331977186e-10,0.11224538193669827,0.9,0.0,0.0,0.0,0.0,0.0999999117525792,2.2627292528793866e-08,2.186030564474453e-08,1.5597979968493334e-08,1.5629529717489003e-08,1.3137331442741433e-08,1.3534116246240782e-08,1.351297675447345e-08,1.3511658920458652e-08,1.2059948834626357e-08,1.2066459376014745e-08,1.0906641988969978e-08,1.0929884929925223e-08,9.842016368209932e-11,5.410943707621108e-10,2.683116961628043e-10,5.028771745901357e-11,1.5051713293549713e-10,5.192516492577721e-11,1.2234893776269612e-10,7.578252006030995e-11,9.546024770538303e-12,2.3814535098756242e-12,2.268599590888651e-11,7.015234544421924e-16,4.07743847349898e-14,4.679930363565385e-16,3.482181155029823e-16,4.678793968061359e-16,3.104870088856489e-19,2.6581194452263007e-18,1.9216284816055958e-13,1.4013141727833175e-14,9.36412807606984e-17,4.256263761085526e-12,1.3192704743911426e-19,1.2350506977139125e-16,2.0618909368450102e-12,1.7621681584435477e-19,1.3043071925864914e-21,1.198417173229306e-16,1.1164495154523029e-22,8.873094409439855e-20,1.5243398534918596e-22,3.5133584921508633e-25,6.607274661501874e-29,1.6394145671170205e-25,7.270352648538415e-29,1.5024866977796852e-20,3.845177534011076e-27,6.954002009071635e-26,1.6979682582320494e-30,3.073518572138599e-29,8.278460058287095e-23,8.812292319830514e-29,5.916880926372382e-26,3.231031097240808e-29,8.005640709523163e-17,9.100085861367117e-19,7.2297513957878785e-31,1.3076647461106508e-29,4.10604470587121e-19,6.195198719558203e-17,2.059457105592987e-26,1.8111807503921878e-26,3.964827504535465e-29,1.9835493295411774e-26,8.69867819105459e-29,3.9095091881225876e-23,4.1089379677652314e-19,9.638624940018069e-31,1.7437323371200907e-29
3.422201602274014e-10,0.11224538235967135,0.9,0.0,0.0,0.0,0.0,0.09999990800948791,2.3588204838234804e-08,2.2776087091411014e-08,1.6258781615487276e-08,1.629305275462258e-08,1.3685473537580668e-08,1.4108554005325821e-08,1.4085603126774331e-08,1.4084168645133378e-08,1.2571481296641288e-08,1.2578548914155805e-08,1.1368697229090091e-08,1.1393952879029505e-08,1.0254340163219923e-10,5.71113028364745e-10,2.840468269561811e-10,5.3079231924229876e-11,1.645988451810114e-10,5.743110216971488e-11,1.32921515700533e-10,8.23078197599383e-11,1.0373189068482995e-11,2.4868783938624e-12,2.4736205552411527e-11,7.313158636788529e-16,4.610145872101293e-14,4.878613642923403e-16,3.6300340944686174e-16,4.877385502344029e-16,3.3739157854161305e-19,2.7078723632151976e-18,2.016900870524252e-13,1.5985313994679283e-14,9.761669340230332e-17,4.625102084929838e-12,1.433598867013223e-19,1.287490828905637e-16,2.240580885252211e-12,1.9148956901279013e-19,1.4166152755730496e-21,1.3025839864928143e-16,1.2173462149823997e-22,1.0051553963385527e-19,1.685973862537105e-22,3.817995913502381e-25,7.484552657210608e-29,1.8572233843723406e-25,8.58431123446643e-29,1.7024122193771006e-20,4.37073134060843e-27,8.018012432525077e-26,2.0118458752009252e-30,3.6939868175678697e-29,9.390783039932563e-23,9.982390644293412e-29,7.283004701935709e-26,3.80849519986251e-29,8.702429698183215e-17,9.884872733815414e-19,8.566265955352475e-31,1.571661249558577e-29,4.533102455633048e-19,6.839558981957095e-17,2.434952207596701e-26,2.129265916112096e-26,4.688565253280206e-29,2.3497980452906656e-26,9.853573024891034e-29,4.2461398880495525e-23,4.463290731674859e-19,1.1420510302650998e-30,2.0957781955998765e-29
3.561450771350309e-10,0.11224538278276935,0.9,0.0,0.0,0.0,0.0,0.09999990426639613,2.4549211219723567e-08,2.369143486333224e-08,1.6919518237709573e-08,1.695662266997342e-08,1.423316916490491e-08,1.4683022367584496e-08,1.4658185288314247e-08,1.4656629688179827e-08,1.3083013731054115e-08,1.3090661369215399e-08,1.183070700882867e-08,1.1858058858833006e-08,1.0666468692721455e-10,6.012095107056802e-10,2.9986173651039526e-10,5.587742293669916e-11,1.7933420329270263e-10,6.323479675765814e-11,1.43930807840979e-10,8.910081876674902e-11,1.1234732617021234e-11,2.592295044775877e-12,2.6875207246537628e-11,7.611111871004603e-16,5.185139180957659e-14,5.077310942996505e-16,3.7778991383869946e-16,5.075987600234533e-16,3.6541440888855334e-19,2.7599253934634643e-18,2.1139751895004437e-13,1.8137901400546653e-14,1.0159238690878263e-16,5.009273953713703e-12,1.552680309758058e-19,1.3399352576040693e-16,2.426700565896853e-12,2.0739739569087346e-19,1.5335307787092679e-21,1.4111361038019132e-16,1.3226126230783404e-22,1.1330099768424383e-19,1.8563489123430816e-22,4.135320388213445e-25,8.436267924201788e-29,2.093485554270174e-25,1.0068629214614399e-28,1.9194002827252418e-20,4.942142790249755e-27,9.1879518684627e-26,2.3673569021266776e-30,4.405093823360244e-29,1.059837950180862e-22,1.1251779422799813e-28,8.890581275058354e-26,4.46000953224382e-29,9.428723497641808e-17,1.0701903411709586e-18,1.0080071093056756e-30,1.874225144252104e-29,4.982502330274893e-19,7.517630706926992e-17,2.8595476528969774e-26,2.4874180259255215e-26,5.507079427206502e-29,2.7645439963424866e-26,1.1106450331579635e-28,4.5965808069116116e-23,4.832202456723845e-19,1.3438776754898503e-30,2.4992574139825858e-29
3.700699940426604e-10,0.11224538320599246,0.9,0.0,0.0,0.0,0.0,0.09999990052330388,2.55103116652571e-08,2.4606362613168562e-08,1.7580189841574915e-08,1.762023941242528e-08,1.4780429986917307e-08,1.525752132478823e-08,1.5230723207498826e-08,1.5229042053128723e-08,1.3594546137864809e-08,1.3602796751072248e-08,1.2292671332657224e-08,1.2322202865215123e-08,1.1078408104738553e-10,6.31370270368283e-10,3.157454746968693e-10,5.868098851704741e-11,1.9472369545480235e-10,6.933688862813542e-11,1.5537670164981576e-10,9.616139232776069e-11,1.2130657247371825e-11,2.6977034140884962e-12,2.9102994174872526e-11,7.909094244584293e-16,5.803618436604074e-14,5.276022248475901e-16,3.9257762854701366e-16,5.27460025888611e-16,3.9455555935270324e-19,2.814280253669865e-18,2.2129331361838803e-13,2.04790917455414e-14,1.0556836097387783e-16,5.4087804456919975e-12,1.676515136273166e-19,1.3923839833435822e-16,2.6202505871684797e-12,2.2394034780367406e-19,1.6550515552244568e-21,1.5240807208003464e-16,1.4322484066181185e-22,1.2712832659864213e-19,2.0354837912165596e-22,4.4653346279295535e-25,9.465456456494093e-29,2.348948131558318e-25,1.1737404589181566e-28,2.154164056949535e-20,5.561340398706744e-27,1.0469006004832657e-25,2.7680332368075643e-30,5.215373279930715e-29,1.1905147455059376e-22,1.2624509130494487e-28,1.0770295149103598e-25,5.191635976629983e-29,1.0184592689114176e-16,1.1551162851825751e-18,1.1786208912291707e-30,2.2189880018716016e-29,5.454271992108272e-19,8.229455638700271e-17,3.3373403211641155e-26,2.888857745335998e-26,6.428292522125263e-29,3.231885051017219e-26,1.2461305207523135e-28,4.960825508882741e-23,5.215666350484663e-19,1.5713481653992265e-30,2.959013477924865e-29
3.8399491095028994e-10,0.11224538362934053,0.9,0.0,0.0,0.0,0.0,0.0999998967802111,2.647150616683292e-08,2.5520881943130763e-08,1.824079643349816e-08,1.8283902932106298e-08,1.5327266266876432e-08,1.5832050868709525e-08,1.5803216853951054e-08,1.5801405743510642e-08,1.4106078517073348e-08,1.4114955069609158e-08,1.275459020504683e-08,1.2786384894052846e-08,1.1490163623941457e-10,6.615838146974473e-10,3.3168841951452295e-10,6.148882410571449e-11,2.1076768597473977e-10,7.573788987370834e-11,1.6725908707441154e-10,1.0348941937283625e-10,1.3060964790260877e-11,2.803103642964998e-12,3.141955935530197e-11,8.207105755041853e-16,6.466737924383879e-14,5.474747544425463e-16,4.073665534402421e-16,5.473223475452442e-16,4.248150893442532e-19,2.8709382256082325e-18,2.3138564533283544e-13,2.301707814412206e-14,1.0954461529878606e-16,5.8236226379529356e-12,1.8051036798443304e-19,1.4448370056582654e-16,2.82123155739062e-12,2.4111847727060773e-19,1.7811755217329195e-21,1.641425324004744e-16,1.5462532243208745e-22,1.4203856822048094e-19,2.2233935343987357e-22,4.808041344742035e-25,1.0575154803946047e-28,2.6243579389425824e-25,1.3605292792133731e-28,2.4074190073479298e-20,6.230242861354045e-27,1.186635830872567e-25,3.21754625154767e-30,6.133743019219308e-29,1.3314983732158125e-22,1.4104631048843783e-28,1.2955327915172092e-25,6.009673591162386e-29,1.0970110820604103e-16,1.2432636456877871e-18,1.3700315759629194e-30,2.6097449235067176e-29,5.948432742561815e-19,8.975065922811292e-17,3.87259037194453e-26,3.336929409763557e-26,7.460443578955751e-29,3.7560845299840034e-26,1.3922133392114144e-28,5.33886774812962e-23,5.613675821882917e-19,1.8265474969997522e-30,3.4801080323537306e-29
3.9791982785791946e-10,0.1122453840528137,0.9,0.0,0.0,0.0,0.0,0.09999989303711782,2.743279471644908e-08,2.643500271550575e-08,1.890133801989435e-08,1.894761318024016e-08,1.5873687040466542e-08,1.640661099112198e-08,1.6375666198364015e-08,1.6373720762856022e-08,1.4617610868679707e-08,1.4627136334711615e-08,1.3216463630468124e-08,1.3250604941220882e-08,1.1901739691482028e-10,6.918403946132066e-10,3.4768211613107105e-10,6.429999292072213e-11,2.2746643431575628e-10,8.243820412050208e-11,1.7957785620926518e-10,1.1108478196265208e-10,1.4025657075922103e-11,2.908495806901368e-12,3.382489585679868e-11,8.505146399891683e-16,7.175607492295281e-14,5.673486816237175e-16,4.221566883867535e-16,5.67185724708759e-16,4.561930582573596e-19,2.9299002221034775e-18,2.416826914505849e-13,2.5760057596946175e-14,1.13521149591269e-16,6.253801606445175e-12,1.9384462734040081e-19,1.4972943240819584e-16,3.0296440848208197e-12,2.5893183600543773e-19,1.911900648732958e-21,1.7631776906429358e-16,1.6646267374169656e-22,1.5807279916057636e-19,2.4200899929731424e-22,5.163443251187536e-25,1.1768400071505378e-28,2.920461575193719e-25,1.568750638494273e-28,2.6798829876212453e-20,6.950764126276356e-27,1.3385187763948106e-25,3.7197092933411046e-30,7.169505020947865e-29,1.483178400202973e-22,1.5696197265031912e-28,1.5481456113865536e-25,6.920658485788882e-29,1.1785354404984345e-16,1.3346310009009068e-18,1.5838632887303387e-30,3.050454546942815e-29,6.465000632464985e-19,9.754485781535425e-17,4.4697211610949226e-26,3.835100963849777e-26,8.612088031954432e-29,4.341571129812187e-26,1.5492931267201058e-28,5.730701440333163e-23,6.026224451166881e-19,2.111641347606528e-30,4.06782089183012e-29
4.11844744765549e-10,0.11224538447641189,0.9,0.0,0.0,0.0,0.0,0.09999988929402397,2.8394177306104164e-08,2.7348733316000983e-08,1.9561814607178704e-08,1.9611370109015448e-08,1.6419700266071132e-08,1.6981201683800304e-08,1.6948071212353814e-08,1.694598711469516e-08,1.512914319268385e-08,1.5139340556266594e-08,1.3678291613391294e-08,1.3714863002591696e-08,1.2313140083582612e-10,7.22131740706105e-10,3.6371913548578336e-10,6.71137007530943e-11,2.4482011113505947e-10,8.943814298702246e-11,1.9233290300802967e-10,1.18947364820542e-10,1.5024735934097054e-11,3.0138798455799224e-12,3.6318996859080024e-11,8.803216176648463e-16,7.931293889760433e-14,5.872240049591924e-16,4.369480332548471e-16,5.870501570945911e-16,4.886895254701525e-19,2.991166843469068e-18,2.5219263120176106e-13,2.871622978227376e-14,1.1749796356486947e-16,6.6993184260016326e-12,2.0765432495387097e-19,1.549755938148252e-16,3.2454887776506383e-12,2.7738047591627103e-19,2.0472249525498796e-21,1.889345888480833e-16,1.7873686125866725e-22,1.7527213207172726e-19,2.6255823170351915e-22,5.53154306024783e-25,1.3048229918901155e-28,3.238005429262535e-25,1.7999814695169952e-28,2.9722763319826194e-20,7.724835388120791e-27,1.5030664844286748e-25,4.2784857357577235e-30,8.332347763396107e-29,1.645944278278687e-22,1.74032606720083e-28,1.8387149112211002e-25,7.931363675211311e-29,1.2630402917959722e-16,1.429216961312633e-18,1.821804075192241e-30,3.5452400512582874e-29,7.003987378975824e-19,1.056773289755044e-16,5.133319157427136e-26,4.386963900604122e-26,9.892097542140311e-29,4.9929388463314775e-26,1.7177695857121075e-28,6.136320638536966e-23,6.453305964321561e-19,2.4288806483925186e-30,4.7276513768479557e-29
4.257696616731785e-10,0.11224538490013518,0.9,0.0,0.0,0.0,0.0,0.09999988555092958,2.9355653927797354e-08,2.8262080877632483e-08,2.02222262017666e-08,2.0275173671470986e-08,1.69653129567037e-08,1.7555822938520272e-08,1.752043186830697e-08,1.7518204802558212e-08,1.564067548908576e-08,1.5651567744161565e-08,1.4140074158286099e-08,1.4179159074035613e-08,1.2724368012356266e-10,7.524508388727977e-10,3.797929499422777e-10,6.992927449006811e-11,2.6282881177759427e-10,9.673794009211755e-11,2.055241230350207e-10,1.2707705493448412e-10,1.6058203194035072e-11,3.1192556852741326e-12,3.8901855548897384e-11,9.101315082826967e-16,8.734822117889523e-14,6.071007230425211e-16,4.517405879127469e-16,6.069156444182227e-16,5.223045503447357e-19,3.0547384249935375e-18,2.629236446649278e-13,3.1893796031659274e-14,1.214750569382237e-16,7.160174170360374e-12,2.2193949404954696e-19,1.602221847390481e-16,3.4687662440055928e-12,2.9646444890555945e-19,2.1871464884851827e-21,2.019938275642513e-16,1.9144785168528769e-22,1.936777169208187e-19,2.8398773669079882e-22,5.912343485350162e-25,1.4417682561535079e-28,3.5777356622184797e-25,2.0558543629234648e-28,3.2853219471522234e-20,8.554377121360174e-27,1.6807957180874607e-25,4.8979778903318655e-30,9.632341667303294e-29,1.8201853446756207e-22,1.9229874969979673e-28,2.1713667000291455e-25,9.048799004146085e-29,1.3505338795960506e-16,1.5270201648207325e-18,2.0856011818019053e-30,4.0983872225849733e-29,7.56540112607736e-19,1.1414819561540148e-16,5.868133858626024e-26,4.9962332003264565e-26,1.1309659875501692e-28,5.71494689760652e-26,1.8980424829940443e-28,6.555719512614391e-23,6.894914211082352e-19,2.7805953004674785e-30,5.465315753139013e-29
4.39694578580808e-10,0.11224538532398354,0.9,0.0,0.0,0.0,0.0,0.09999988180783462,3.0317224573528336e-08,2.9175051470983268e-08,2.0882572810073596e-08,2.0939023821395084e-08,1.7510531295828933e-08,1.813047474705877e-08,1.8092748139253108e-08,1.8090373829975184e-08,1.6152207757885394e-08,1.6163817908283646e-08,1.4601811269621848e-08,1.464349315142084e-08,1.3135426211483698e-10,7.827917396529074e-10,3.9589782394363693e-10,7.274614382423331e-11,2.814925677659342e-10,1.0433776297017768e-10,2.1915141325079307e-10,1.3547374121887065e-10,1.7126060684493295e-11,3.2246233267329405e-12,4.1573465045591257e-11,9.399443115942079e-16,9.587176780643953e-14,6.269788344897053e-16,4.665343522286146e-16,6.267821863951744e-16,5.570381922271844e-19,3.1206150773734665e-18,2.738839118978918e-13,3.530095846083503e-14,1.2545242943445993e-16,7.636369912183036e-12,2.3670016781875667e-19,1.6546920513417494e-16,3.699477091945102e-12,3.161838068700927e-19,2.3316633449952176e-21,2.1549635004283147e-16,2.0459561139173271e-22,2.1333074225950992e-19,3.062980062926055e-22,6.30584724036659e-25,1.5879796769662146e-28,3.940398211395739e-25,2.338057537730596e-28,3.6197454042633356e-20,9.441299760972568e-27,1.872222825940912e-25,5.5824281022735574e-30,1.1079938571858816e-28,2.006290822209172e-22,2.1180094665683196e-28,2.5505158507688306e-25,1.0280211027858663e-28,1.4410247434015502e-16,1.628039272665777e-18,2.37706152409774e-30,4.7143442357775284e-29,8.14924707448159e-19,1.2295753622731572e-16,6.679077706469065e-26,5.666747269232353e-26,1.2874278753044186e-28,6.512519646394353e-26,2.090511649681217e-28,6.98889233181981e-23,7.351043146583828e-19,3.169194795200711e-30,6.286746940032597e-29
4.675444123960671e-10,0.11224538617205543,0.9,0.0,0.0,0.0,0.0,0.09999987432164287,3.22406479051053e-08,3.099988160579615e-08,2.2203071093508013e-08,2.2266863702057024e-08,1.859980607190525e-08,1.927986999270438e-08,1.9237247420987235e-08,1.9234565917590276e-08,1.7175272212677738e-08,1.7188387204751828e-08,1.5525149209491245e-08,1.5572275307477854e-08,1.3957042360896518e-10,8.435195897620243e-10,4.2818123280884667e-10,7.838191692414495e-11,3.2078510679337197e-10,1.2043788111896448e-10,2.477137980518356e-10,1.5306766601922797e-10,1.9364953669538174e-11,3.435334011496268e-12,4.718290892179716e-11,9.99578655304305e-16,1.1442109856120713e-13,6.6673923203709e-16,4.961255093065785e-16,6.665184331712803e-16,6.298615643198525e-19,3.25928310466946e-18,2.9652492377482783e-13,4.2836880216271143e-14,1.334080107075892e-16,8.634785673575627e-12,2.676481619790339e-19,1.7596453415026822e-16,4.183201364484777e-12,3.5752888528371117e-19,2.634475512331116e-21,2.4383485058473834e-16,2.322013040499757e-22,2.5654406915268097e-19,3.535619999919859e-22,7.130975597852968e-25,1.9094167736087085e-28,4.7375029664707e-25,2.988485533013126e-28,4.355642001577953e-20,1.1395009946257177e-26,2.2982317166606704e-25,7.163919874913355e-30,1.4461669824095151e-28,2.415651332811471e-22,2.5467572310446395e-28,3.4674688159594914e-25,1.311513405216864e-28,1.6310339350469456e-16,1.8397199440799217e-18,3.0505182112012962e-30,6.153298409879662e-29,9.38424446070648e-19,1.415917735011331e-16,8.549816826091403e-26,7.207480101747574e-26,1.6484279797736894e-28,8.354881947039328e-26,2.5136384373191624e-28,7.896537298574233e-23,8.306839345719361e-19,4.067111284202184e-30,8.205732645704291e-29
4.953942462113262e-10,0.11224538702062735,0.9,0.0,0.0,0.0,0.0,0.09999986683544862,3.416444723684374e-08,3.282325658154202e-08,2.3523309508809877e-08,2.359488939320242e-08,1.968756102838297e-08,2.0429387354974056e-08,2.038156885152277e-08,2.0378563405777727e-08,1.8198336557060634e-08,1.8213048524736128e-08,1.64483054687452e-08,1.6501209437668105e-08,1.4778003329676986e-10,9.042834313138989e-10,4.605359521354978e-10,8.401797883600963e-11,3.6269704236526867e-10,1.3773886371760136e-10,2.7801925461121004e-10,1.7172827920714226e-10,2.1741429509446556e-11,3.646012155394036e-12,5.314727314935196e-11,1.0592246468074443e-15,1.35032126376608e-13,7.065051868855274e-16,5.257215034327385e-16,7.062588951478074e-16,7.071601161962756e-19,3.4071685099657786e-18,3.201810816079234e-13,5.1389602384135904e-14,1.4136470524054492e-16,9.694574270516036e-12,3.004985723155428e-19,1.8646158048913189e-16,4.6966664584217516e-12,4.014161262180686e-19,2.9556466556471134e-21,2.739575887752851e-16,2.61553668749099e-22,3.0524244109309903e-19,4.043512898027135e-22,8.006949852574402e-25,2.2715664075289756e-28,5.63528286385564e-25,3.7658825693043603e-28,5.185827468690433e-20,1.3601338703231588e-26,2.785211522268203e-25,9.059801398696043e-30,1.8568803667291144e-28,2.8771373096894294e-22,3.029814580329517e-28,4.631042261696546e-25,1.649883451191991e-28,1.8331420918700056e-16,2.0642486128592397e-18,3.857865867321823e-30,7.900944021326069e-29,1.0708979866302132e-18,1.6158004585581148e-16,1.078809169496674e-25,9.042335818203962e-26,2.080444358779924e-28,1.056272057090126e-25,2.990349884730594e-28,8.859211171899601e-23,9.320647771318727e-19,5.143555303182231e-30,1.0536416057046424e-28
5.232440800265852e-10,0.11224538786969912,0.9,0.0,0.0,0.0,0.0,0.09999985934925168,3.608862250476113e-08,3.464520040297559e-08,2.4843288107309898e-08,2.4923100544354733e-08,2.077382469176514e-08,2.157902676812223e-08,2.152571223048106e-08,2.1522366322772592e-08,1.92214007910338e-08,1.923780194725966e-08,1.7371280083122414e-08,1.7430295508865776e-08,1.5598319927511746e-10,9.650602789728896e-10,4.929361605405316e-10,8.965214664113246e-11,4.0722716431056423e-10,1.5624053046320096e-10,3.100669929329971e-10,1.9145473711504602e-10,2.4255502816562228e-11,3.856657613538502e-12,5.946650266667195e-11,1.1188822841162089e-15,1.5777042518469088e-13,7.462766885384765e-16,5.553223335501059e-16,7.46003570050255e-16,7.8893432204827e-19,3.564267032780657e-18,3.4491776282749817e-13,6.102470782719241e-14,1.493225109334871e-16,1.0815744246985636e-11,3.352516632020044e-19,1.9696034377644115e-16,5.239877235848566e-12,4.478459446433327e-19,3.2951622573716576e-21,3.0587252605242625e-16,2.9265243636333384e-22,3.5975688495769093e-19,4.586653481514241e-22,8.933791731503694e-25,2.6768615917745766e-28,6.639697559345866e-25,4.68575387689163e-28,6.116211650446102e-20,1.6075667039807884e-26,3.3372721350088527e-25,1.1309211219535519e-29,2.3498696120390593e-28,3.3938584176112775e-22,3.570428026421173e-28,6.087953412108155e-25,2.0497793692732783e-28,2.0474281593481825e-16,2.301615114322986e-18,4.815775582052734e-30,9.998717258345548e-29,1.2123431799213082e-18,1.8292202907099305e-16,1.3439059094041808e-25,1.120645867207145e-25,2.592215847606698e-28,1.3181367598723435e-25,3.5238469584214715e-28,9.876870428208806e-23,1.03924225270648e-18,6.420758482312522e-30,1.3334066809977891e-28
5.510939138418442e-10,0.11224538871927052,0.9,0.0,0.0,0.0,0.0,0.099999851863052,3.8013173644883806e-08,3.646573064373695e-08,2.6163006940341527e-08,2.625149681080074e-08,2.185861947018331e-08,2.272878816642083e-08,2.2669677361639112e-08,2.2665974696807665e-08,2.0244464914596955e-08,2.0262647551292993e-08,1.8294073088354525e-08,1.8359533487914642e-08,1.6418000068043166e-10,1.025833591394927e-09,5.25361920957337e-10,9.528286008889829e-11,4.5437388540713963e-10,1.7594230669260972e-10,3.4385623281697257e-10,2.1224620811057e-10,2.6907188195360237e-11,4.067270147538389e-12,6.614054243003488e-11,1.1785515652434568e-15,1.826963469489477e-13,7.860537266719897e-16,5.849279986007224e-16,7.8575245560473e-16,8.751846558114284e-19,3.730573085781654e-18,3.7080029665258057e-13,7.180774406098895e-14,1.5728142572110703e-16,1.1998304130906939e-11,3.7190769851421036e-19,2.0746082363752773e-16,5.812838557797292e-12,4.96818755438821e-19,3.653008007062718e-21,3.395880864344694e-16,3.254973378512138e-22,4.2041916664145033e-19,5.165024897689535e-22,9.911522968713428e-25,3.1277362264918306e-28,7.75670320178474e-25,5.764491896679439e-28,7.152755818999923e-20,1.883337744438551e-26,3.958514917776339e-25,1.3953583219078914e-29,2.9354772940693014e-28,3.9689224893584314e-22,4.171845374474332e-28,7.890481894210739e-25,2.5182268725309195e-28,2.273975796762724e-16,2.5518094295771942e-18,5.941896634852289e-30,1.249063891640491e-28,1.362756377244923e-18,2.0561717264940473e-16,1.6550474724094362e-25,1.373696178912566e-25,3.192985355341813e-28,1.6258789884630747e-25,4.117331655967698e-28,1.0949472164793464e-22,1.1522118374907707e-18,7.922257397096729e-30,1.665740325530588e-28
5.789437476571033e-10,0.1122453895693412,0.9,0.0,0.0,0.0,0.0,0.09999984437684942,3.993810059324691e-08,3.828486019059707e-08,2.748246605924098e-08,2.758007785239293e-08,2.2941963026978164e-08,2.3878671484159294e-08,2.3813464051831027e-08,2.380938855611348e-08,2.1267528927749788e-08,2.128758541574677e-08,1.9216684520166173e-08,1.9288923341628604e-08,1.7237049554333876e-10,1.086591523271644e-09,5.577978686979079e-10,1.0090901184888552e-10,5.041353469132098e-10,1.968433326848039e-10,3.7938620161861234e-10,2.3410186949541265e-10,2.969650024244871e-11,4.277849779496085e-12,7.316933711434764e-11,1.2382324882023203e-15,2.0986540010029051e-13,8.258362910988485e-16,6.145384975256794e-16,8.255055495379453e-16,9.65911591165177e-19,3.906080126152701e-18,3.978939563776008e-13,8.380421553042391e-14,1.6524144756545165e-16,1.3242262434375742e-11,4.104669416372192e-19,2.1796301969738553e-16,6.415555284238527e-12,5.48334973392914e-19,4.0291697480345986e-21,3.751131559911041e-16,3.6008810278328672e-22,4.875618314782428e-19,5.778601925600086e-22,1.0940165305367524e-24,3.626625098655216e-28,8.992252380184113e-25,7.019375273105009e-28,8.30147559686779e-20,2.188985466511837e-26,4.653034113436005e-25,1.7036646065771199e-29,3.624653027224822e-28,4.605435508636097e-22,4.837315723576798e-28,1.0096783484350497e-24,3.062628852273906e-28,2.512873370943445e-16,2.81482164792841e-18,7.25485631187263e-30,1.542331480937266e-28,1.5221328959771915e-18,2.2966477007212826e-16,2.0172690330365324e-25,1.6672925122494231e-25,3.8924993526279108e-28,1.984558644646576e-25,4.774007006614322e-28,1.2076973939841024e-22,1.2709690565352511e-18,9.672893381045736e-30,2.0568593153512525e-28
