Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110)
5.479655198813034e-08,0.1122477080207555,0.9,0.0,0.0,0.0,0.0,0.09998521120470229,4.426269152117575e-06,1.8955160447700106e-06,2.1661570224627306e-06,2.7283916800241437e-06,7.940796106603263e-07,2.4229513854031924e-06,1.8051233600492951e-06,1.9142958055815592e-06,2.012739232297778e-06,2.2560108398293877e-06,1.511169231030551e-06,2.0667021480617743e-06,8.53441507771865e-09,6.319954472765826e-08,2.3775711885185817e-08,4.11081649293165e-09,3.0791666466352582e-06,1.1899057636150125e-06,2.7039464302122298e-06,1.350502320676317e-06,2.8012674658207533e-07,3.3224900026606234e-10,5.992290940245588e-07,1.372104602461293e-13,3.381113573677773e-09,8.168448373817725e-14,6.583454067347807e-14,8.375099447653014e-14,9.110225630974103e-15,1.0836131299292386e-14,5.14752160232177e-08,5.6919344402433035e-08,1.634680589527363e-14,1.234650937776763e-07,3.826501878766835e-15,2.33539327956283e-14,6.281748678045183e-08,5.368575597618892e-15,2.3244895731158195e-17,2.224397194386882e-10,2.950087057294604e-18,7.308072309741308e-12,3.493602056039427e-18,1.284932203913979e-20,3.583361595554016e-22,5.794859106236637e-19,3.8437595918740415e-20,5.005228918170587e-12,1.9867746818013325e-20,3.1172668969985584e-19,1.3161001528617977e-21,2.0668297798341493e-20,3.022901261801222e-16,5.019461655074687e-22,8.390965265392054e-15
5.648729844058737e-08,0.11224779550568906,0.9,0.0,0.0,0.0,0.0,0.09998475183049212,4.581322973175304e-06,1.9204215933549773e-06,2.221007552913764e-06,2.8120194919158654e-06,7.992102215182852e-07,2.500911434203915e-06,1.8455903140344346e-06,1.9635164126380248e-06,2.0748353301643812e-06,2.3347604721552766e-06,1.5491228318298827e-06,2.136448038832929e-06,8.646550448726097e-09,6.403248532939358e-08,2.3930192262963345e-08,4.137496710273788e-09,3.2296271193790678e-06,1.243254350095071e-06,2.8570361090437797e-06,1.4182410482818077e-06,2.980153276996879e-07,3.3970008087951263e-10,6.335893943450227e-07,1.420162302690343e-13,3.5475533136476695e-09,8.418773924947643e-14,6.805592204455063e-14,8.644527360044572e-14,9.69194248837864e-15,1.1365457624232105e-14,5.563193010235908e-08,6.171504312676567e-08,1.6847851153050067e-14,1.3123394360165542e-07,4.067256770383121e-15,2.414206820082759e-14,6.690222377168403e-08,5.7176392249908465e-15,2.441083223003388e-17,2.4909601798886926e-10,3.1192647589637755e-18,8.396155404032742e-12,3.650240687890566e-18,1.3763665714897297e-20,3.9417895657856277e-22,6.298707615413346e-19,4.2943221526516176e-20,5.759080603101515e-12,2.17428453671274e-20,3.371119590510397e-19,1.4804291686817577e-21,2.297395761853577e-20,3.2857539967874344e-16,5.532455751803661e-22,9.788255105436222e-15
5.817804489304439e-08,0.11224788366249715,0.9,0.0,0.0,0.0,0.0,0.09998429222644342,4.73735117881759e-06,1.944213819312563e-06,2.2752568979470395e-06,2.895480625935706e-06,8.039541875120737e-07,2.578955927903051e-06,1.8852078168032447e-06,2.01221014684919e-06,2.136931029442718e-06,2.4141099166150347e-06,1.586625649493527e-06,2.2064440367086297e-06,8.75367316783691e-09,6.482819203146633e-08,2.407303098374723e-08,4.162166431777279e-09,3.381803372320512e-06,1.296934858320056e-06,3.013567707111949e-06,1.486844026933394e-06,3.1647059805520196e-07,3.4699477316351664e-10,6.687036726002921e-07,1.468521521682705e-13,3.7159131746717975e-09,8.668597707023868e-14,7.028524600381286e-14,8.914244189193366e-14,1.0292082569947724e-14,1.190081503860524e-14,5.996793035360664e-08,6.674081711160596e-08,1.7347897782227522e-14,1.3923698123585728e-07,4.3152670477428695e-15,2.493302984167733e-14,7.112276110982594e-08,6.078304851634247e-15,2.5591644936623488e-17,2.779835335600827e-10,3.2921555409874225e-18,9.605998185257316e-12,3.8078540453724124e-18,1.471611433935064e-20,4.324304042562568e-22,6.828293412907292e-19,4.7808422135517766e-20,6.597663766791648e-12,2.372938682075842e-20,3.6364420135126205e-19,1.6592348771765129e-21,2.5450037022434546e-20,3.5620346276927527e-16,6.081355208618185e-22,1.1366742286183867e-14
5.986879134550142e-08,0.1122479724773157,0.9,0.0,0.0,0.0,0.0,0.09998383239010661,4.894343194945891e-06,1.966942469280554e-06,2.3289143266139536e-06,2.978770427253433e-06,8.083406243046253e-07,2.6570771552795333e-06,1.9239868958391303e-06,2.06038212119806e-06,2.199026333808838e-06,2.494061719111136e-06,1.623683035747724e-06,2.276681526365434e-06,8.856007215569348e-09,6.558832855752147e-08,2.420510470356118e-08,4.184977059386554e-09,3.5356132783014177e-06,1.3509222732213618e-06,3.1734947452372515e-06,1.556272620599942e-06,3.3549313384085086e-07,3.5413510695856697e-10,7.04556038250874e-07,1.5171789756852643e-13,3.886101120347706e-09,8.917905787047145e-14,7.252223793874908e-14,9.184223270650318e-14,1.0910664302812721e-14,1.2441914490973455e-14,6.448361206768641e-08,7.199921203248405e-08,1.7846917893997252e-14,1.4747372684462158e-07,4.5705177168413595e-15,2.572672036417719e-14,7.547957620804217e-08,6.450613082442643e-15,2.6786668803957838e-17,3.092110474917202e-10,3.4686811399812675e-18,1.094687052945085e-11,3.9663686702025496e-18,1.570730965120367e-20,4.731796853892672e-22,7.384003768654744e-19,5.3048682632444056e-20,7.527379256699604e-12,2.5830145021633864e-20,3.9133380210975393e-19,1.8532739704772975e-21,2.8102861687203446e-20,3.851945226204878e-16,6.667622888254337e-22,1.3143645876496976e-14
6.155953779795844e-08,0.11224806193683756,0.9,0.0,0.0,0.0,0.0,0.09998337231914942,5.052288547655115e-06,1.988655067139887e-06,2.3819890018417776e-06,3.0618846397428235e-06,8.123964550801543e-07,2.735267570624764e-06,1.9619388416754766e-06,2.108037410532669e-06,2.2611212472412535e-06,2.574618274573734e-06,1.6603002787793598e-06,2.34715201671977e-06,8.953766564644938e-09,6.631448429345368e-08,2.4327224064142796e-08,4.206068594118376e-09,3.6909786449698916e-06,1.405193463408548e-06,3.336772042443661e-06,1.6264899195344288e-06,3.5508345543775956e-07,3.6112316057809467e-10,7.41130810847931e-07,1.5661314120726176e-13,4.0580295317496786e-09,9.16668542604936e-14,7.476662720054396e-14,9.454438512691924e-14,1.1547704297955292e-14,1.2988480779381442e-14,6.917924440673967e-08,7.749265170618653e-08,1.834488598833458e-14,1.559436881264735e-07,4.83299339738123e-15,2.652304381824953e-14,7.997312986359058e-08,6.834603100961202e-15,2.7995268498902456e-17,3.428888179785378e-10,3.648764325309931e-18,1.2428419713672525e-11,4.125716635494778e-18,1.673789493323227e-20,5.165169072266712e-22,7.966212920088423e-19,5.867954796333222e-20,8.554877596967307e-12,2.804784849152772e-20,4.2019076365649746e-19,2.0633143970490663e-21,3.0938749747433537e-20,4.1556810633658474e-16,7.292744087372011e-22,1.513725718821257e-14
6.325028425041547e-08,0.11224815202828282,0.9,0.0,0.0,0.0,0.0,0.09998291201135164,5.211176862523941e-06,2.009397013325062e-06,2.4344899802402793e-06,3.1448193758285634e-06,8.161465756141948e-07,2.8135197912800568e-06,1.9990751749334303e-06,2.15518105157288e-06,2.323215774023201e-06,2.65578183409371e-06,1.6964826039903993e-06,2.4178471430597836e-06,9.047155627126688e-09,6.700817760873974e-08,2.4440138663109203e-08,4.225570494428381e-09,3.847824994961145e-06,1.4597270393486166e-06,3.5033556602563963e-06,1.6974606631454374e-06,3.752420286086173e-07,3.679610547370832e-10,7.784125246760938e-07,1.615375609126134e-13,4.231614960259341e-09,9.414924988786694e-14,7.701814717188309e-14,9.72486438779217e-14,1.2203217389048783e-14,1.354025177764235e-14,7.405497767857908e-08,8.322344390378214e-08,1.884177877334077e-14,1.646463613862066e-07,5.1026783560126945e-15,2.7321905681829458e-14,8.460386650127606e-08,7.230312690232321e-15,2.921683707468463e-17,3.791285287330898e-10,3.832328922179355e-18,1.406067139786698e-11,4.2858351292841225e-18,1.780851490325503e-20,5.625330949230371e-22,8.575282611086484e-19,6.47166149969948e-20,9.687058735707562e-12,3.0385180299101165e-20,4.502247380691537e-19,2.290134790625805e-21,3.3964011714269184e-20,4.473430890955542e-16,7.95822643681932e-22,1.7366972807527098e-14
6.49410307028725e-08,0.11224824273937123,0.9,0.0,0.0,0.0,0.0,0.09998245146459951,5.370997863903405e-06,2.0292116797026813e-06,2.4864262119943836e-06,3.227571088598691e-06,8.19614006943158e-07,2.8918265951901305e-06,2.0354076154248482e-06,2.2018180429259123e-06,2.385309918744407e-06,2.737554511655369e-06,1.732235174743364e-06,2.4887586688660825e-06,9.136369681602137e-09,6.767085902955086e-08,2.454454165075198e-08,4.243602470094723e-09,4.006081359880218e-06,1.514503222199226e-06,3.673202850108812e-06,1.769151166310634e-06,3.9596926567272315e-07,3.746509468610216e-10,8.163859327960435e-07,1.6649083758126616e-13,4.406777895888732e-09,9.66261386022344e-14,7.927653532484636e-14,9.995475924150859e-14,1.2877216670727053e-14,1.4096977710234089e-14,7.911085020414525e-08,8.919378584072757e-08,1.9337574998158074e-14,1.7358123252587158e-07,5.379556537058256e-15,2.812321288143972e-14,8.937221442072517e-08,7.6377782539686e-15,3.045079470268992e-17,4.1804323963129866e-10,4.019299831742927e-18,1.585403040454334e-11,4.446666069415272e-18,1.8919815618102185e-20,6.113201868083079e-22,9.211562566162089e-19,7.117552395038906e-20,1.0931071667641258e-11,3.284477803139359e-20,4.814450436519536e-19,2.5345239192646593e-21,3.718494867593039e-20,4.805377189905947e-16,8.665599805306509e-22,1.985332755671699e-14
6.663177715532952e-08,0.11224833405829633,0.9,0.0,0.0,0.0,0.0,0.09998199067688109,5.531741374203987e-06,2.0481405002138206e-06,2.5378065408372477e-06,3.3101365460145835e-06,8.22820036553115e-07,2.9701809184735422e-06,2.0709480532127265e-06,2.2479533451103133e-06,2.4474036863023887e-06,2.8199382904941832e-06,1.7675630930979586e-06,2.559878487341144e-06,9.22159528129369e-09,6.830391427019003e-08,2.4641073981149046e-08,4.260275216401456e-09,4.1656800871628845e-06,1.5695037225056741e-06,3.846272003660928e-06,1.841529248980235e-06,4.1726552666351225e-07,3.81195025755373e-10,8.550360105242798e-07,1.7147265515627078e-13,4.5834425501744135e-09,9.909742368289049e-14,8.154153326952134e-14,1.0266248697280144e-13,1.3569713536282509e-14,1.4658420472467004e-14,8.434679480275467e-08,9.540576936402066e-08,1.983225529845193e-14,1.827477779606954e-07,5.66361159091285e-15,2.892687380947284e-14,9.427858604690347e-08,8.057034838001747e-15,3.169658746094019e-17,4.597473392301308e-10,4.209603048471252e-18,1.7819281307988737e-11,4.6081557473871705e-18,2.0072444367000603e-20,6.629710280290537e-22,9.875391005453665e-19,7.807195007271947e-20,1.2294313941914643e-11,3.542923368011815e-20,5.138606977419142e-19,2.7972801400550636e-21,4.0607851210731905e-20,5.151696437733894e-16,9.416416202255886e-22,2.261802737531456e-14
6.832252360778655e-08,0.11224842597370085,0.9,0.0,0.0,0.0,0.0,0.09998152964628124,5.693397313181498e-06,2.0662230574652975e-06,2.5886397040985164e-06,3.3925128070645483e-06,8.25784348930232e-07,3.0485758530108233e-06,2.1057085215276455e-06,2.2935918805881176e-06,2.509497081903321e-06,2.902935029103022e-06,1.8024714005389475e-06,2.6311986226658862e-06,9.303010643930102e-09,6.890866712904614e-08,2.473032834296368e-08,4.2756910930028665e-09,4.326556658965006e-06,1.6247116280378718e-06,4.022522605847567e-06,1.91456416892672e-06,4.3913112046866923e-07,3.875955066169493e-10,8.943479583852186e-07,1.764827006048131e-13,4.761536652613503e-09,1.0156301712459045e-13,8.381288679391845e-14,1.0537158821652584e-13,1.4280717714793764e-14,1.5224352993008622e-14,8.976264491787197e-08,1.0186138585483496e-07,2.0325802053538802e-14,1.9214546546544788e-07,5.954826900285799e-15,2.973279833839062e-14,9.932337818333896e-08,8.488116151960698e-15,3.295368617657021e-17,5.043564990548951e-10,4.4031656748681154e-18,1.9967588843723873e-11,4.770254498926667e-18,2.1267049569760098e-20,7.175793633747162e-22,1.0567095131513988e-18,8.542159743857816e-20,1.3784431064014936e-11,3.814109367539082e-20,5.474804453672347e-19,3.079210865186692e-21,4.4239000142969034e-20,5.512559362581699e-16,1.021224966221521e-21,2.568398211026287e-14
7.001327006024357e-08,0.11224851847465393,0.9,0.0,0.0,0.0,0.0,0.09998106837097744,5.855955697222007e-06,2.0834971654497184e-06,2.638934332822761e-06,3.4746971997156286e-06,8.285251462686707e-07,3.1270046440510716e-06,2.139701171442107e-06,2.33873853380492e-06,2.5715901110624893e-06,2.9865464669091072e-06,1.8369650786953873e-06,2.7027112310012546e-06,9.380786024186739e-09,6.948638225507863e-08,2.481285279389283e-08,4.289944751606408e-09,4.48864952227419e-06,1.6801113000835712e-06,4.201915190483174e-06,1.988226557501112e-06,4.6156630595294967e-07,3.9385462636902477e-10,9.343072045694269e-07,1.815206638959797e-13,4.940991259668721e-09,1.040228389773014e-13,8.609034589576584e-14,1.0808182942414119e-13,1.5010237307692008e-14,1.5794558635960254e-14,9.535814040506608e-08,1.0856253086418075e-07,2.0818199254286977e-14,2.01773754956466e-07,6.253185604445602e-15,3.0540897832042335e-14,1.0450697226754101e-07,8.931054591138608e-15,3.422158532007879e-17,5.519876295594929e-10,4.599915933711766e-18,2.2310498148342282e-11,4.93291639949459e-18,2.2504280693042383e-20,7.752398327017835e-22,1.1286991528982324e-18,9.324019206192049e-20,1.5409315800139785e-11,4.0982859057201015e-20,5.823127644902927e-19,3.3811320520376358e-21,4.8084664986213775e-20,5.888131153460171e-16,1.1054696134366632e-21,2.90753382048783e-14
7.17040165127006e-08,0.1122486115506299,0.9,0.0,0.0,0.0,0.0,0.09998060684923549,6.019406638626052e-06,2.0999989485686244e-06,2.688698951953348e-06,3.556687300526791e-06,8.31059260084998e-07,3.2054606878376748e-06,2.1729382482081556e-06,2.383398151237617e-06,2.633682779604352e-06,3.0707742296427632e-06,1.8710490500513124e-06,2.7744086012518862e-06,9.45508406948101e-09,7.003826779066194e-08,2.4889154121311934e-08,4.3031237163690055e-09,4.65189992948149e-06,1.7356882775543239e-06,4.384411298259441e-06,2.0624883582604055e-06,4.845712930638365e-07,3.999746393027632e-10,9.748994069304737e-07,1.8658623797849378e-13,5.121740575566647e-09,1.0647681673559609e-13,8.83736648067299e-14,1.1079298227162688e-13,1.5758278824768965e-14,1.6368830639676608e-14,1.0113293300272451e-07,1.155110084982353e-07,2.130943238097118e-14,2.1163209921424247e-07,6.5586706216260005e-15,3.1351085154294163e-14,1.0982973462813324e-07,9.385881258505301e-15,3.549980194911018e-17,6.027588376684043e-10,4.799783178083625e-18,2.48599348393591e-11,5.096098982754938e-18,2.3784788152375646e-20,8.360479646004387e-22,1.2035386621540496e-18,1.0154347470301436e-19,1.7177107391859483e-11,4.395698549786591e-20,6.183658925318642e-19,3.703867698258038e-21,5.215110272390662e-20,6.278571696840074e-16,1.1945373376481526e-21,3.281751127675362e-14
7.339476296515762e-08,0.1122487051914874,0.9,0.0,0.0,0.0,0.0,0.09998014507940542,6.183740344892394e-06,2.115762917125398e-06,2.7379419805772452e-06,3.6384809157969647e-06,8.334022544315165e-07,3.283937529253774e-06,2.2054320691682613e-06,2.427575541449549e-06,2.6957750936622373e-06,3.155619834417595e-06,1.904728178647988e-06,2.846283155608093e-06,9.52606015987459e-09,7.056547789636648e-08,2.495970094996828e-08,4.315308920608137e-09,4.816251788704864e-06,1.791429188309262e-06,4.569973436983246e-06,2.1373227683367433e-06,5.081462439201678e-07,4.059578130084902e-10,1.0161104545511268e-06,1.916791187584184e-13,5.303721784109455e-09,1.0892488477402739e-13,9.066260200956464e-14,1.1350482357795188e-13,1.652484721962595e-14,1.6946971589919657e-14,1.0708659150474463e-07,1.2270853556886838e-07,2.179948829032418e-14,2.2171994455111038e-07,6.87126466972834e-15,3.216327467515329e-14,1.1529201674325025e-07,9.852625986825036e-15,3.678787469923977e-17,6.567893858155312e-10,5.002697899223195e-18,2.7628204944117355e-11,5.2597629800832534e-18,2.5109223215081467e-20,9.001001684128371e-22,1.2812577118731814e-18,1.1034719631519093e-19,1.9096190688350326e-11,4.706588345857881e-20,6.55647854385268e-19,4.048249345363059e-21,5.64445593583163e-20,6.684035809470814e-16,1.2885920826042222e-21,3.693721857507098e-14
7.508550941761465e-08,0.11224879938745096,0.9,0.0,0.0,0.0,0.0,0.09997968305991783,6.3489471180015115e-06,2.130822039445814e-06,2.786671732226636e-06,3.720076064132289e-06,8.355685213415981e-07,3.3624288594880413e-06,2.237195003154604e-06,2.4712754751528116e-06,2.757867059677707e-06,3.241084694540134e-06,1.938007270777817e-06,2.9183274498812993e-06,9.593862732790254e-09,7.106911516295479e-08,2.502492661578809e-08,4.326575203119295e-09,4.98165152321316e-06,1.8473216671527908e-06,4.75856504391428e-06,2.21270418242569e-06,5.322912738838722e-07,4.1180642458107437e-10,1.0579264689077573e-06,1.9679900507688347e-13,5.4868748906943095e-09,1.1136698382513826e-13,9.295692024868489e-14,1.1621713522426094e-13,1.7309945924574902e-14,1.752879292512553e-14,1.132186066529757e-07,1.301567455236988e-07,2.2288355111090496e-14,2.320367314281703e-07,7.190950285446398e-15,3.29773822745591e-14,1.2089415549978168e-07,1.033131736084826e-14,3.8085362819847564e-17,7.141996524014018e-10,5.2085917323403055e-18,3.0627994686159004e-11,5.423872079791227e-18,2.647823792840561e-20,9.674937298306473e-22,1.361885034461728e-18,1.1966711268023764e-19,2.1175195202878036e-11,5.031191854197596e-20,6.94166457234001e-19,4.415115610845167e-21,6.097126854795881e-20,7.104673412677602e-16,1.3877999477020794e-21,4.146251130815383e-14
7.677625587007167e-08,0.11224889412909281,0.9,0.0,0.0,0.0,0.0,0.0999792207892804,6.515017353699064e-06,2.1452078107763086e-06,2.8348964152334257e-06,3.8014709603263525e-06,8.375713690883341e-07,3.440928513721252e-06,2.268239451296519e-06,2.514502685277483e-06,2.8199586843995863e-06,3.3271701240656964e-06,1.97089107567001e-06,2.990534173647257e-06,9.658633593220406e-09,7.155023291560983e-08,2.5085231823293595e-08,4.336991767122077e-09,5.14804793934928e-06,1.9033542800067596e-06,4.950150450072288e-06,2.28860813927707e-06,5.570064526149547e-07,4.175227570846061e-10,1.1003338046600965e-06,2.0194559868780793e-13,5.6711425738780076e-09,1.1380306049665406e-13,9.525638653462368e-14,1.189297040737736e-13,1.8113576884995803e-14,1.8114114471494532e-14,1.19528395765918e-07,1.3785719216897444e-07,2.277602214744619e-14,2.4258189502526407e-07,7.517709841940852e-15,3.379332534400105e-14,1.266364734530785e-07,1.0821982739542366e-14,3.939184525325336e-17,7.751110935959089e-10,5.417397460670059e-18,3.387237013688273e-11,5.588392704549899e-18,2.789248503003176e-20,1.0383268047969439e-21,1.445448463874006e-18,1.2951897793186906e-19,2.3422994099662654e-11,5.369741162316441e-20,7.339293110487012e-19,4.8053117248807655e-21,6.573744990992864e-20,7.540629739087997e-16,1.4923291768469324e-21,4.6422806832436426e-14
7.84670023225287e-08,0.11224898940731613,0.9,0.0,0.0,0.0,0.0,0.09997875826607422,6.681941540779519e-06,2.158950319103442e-06,2.8826241331330235e-06,3.882664000455004e-06,8.394231037952372e-07,3.519430468834124e-06,2.2985778291597414e-06,2.5572618670475413e-06,2.882049974882704e-06,3.4138773421160467e-06,2.0033842861681124e-06,3.0628961502105408e-06,9.720508210075773e-09,7.200983741519783e-08,2.514098710285256e-08,4.346622604637205e-09,5.315392102392067e-06,1.9595164537942517e-06,5.144694846392428e-06,2.365011270576927e-06,5.822918051098733e-07,4.231090962624681e-10,1.1433190500920557e-06,2.0711860423559572e-13,5.85647004590689e-09,1.1623306682503064e-13,9.756077214278586e-14,1.216423218924155e-13,1.8935740593147506e-14,1.870276400601529e-14,1.260153071191421e-07,1.4581135319771132e-07,2.3262479789697314e-14,2.533548657675228e-07,7.851525565166475e-15,3.461102278611727e-14,1.3251927908676286e-07,1.1324648278327601e-14,4.0706919754785453e-17,8.396462064185486e-10,5.62904901776409e-18,3.7374776739821086e-11,5.7532938053685765e-18,2.9352617853067815e-20,1.1126984105095463e-21,1.5319749776550795e-18,1.3991854140387895e-19,2.584870311679238e-11,5.722463908487453e-20,7.749438597387722e-19,5.2196890706575114e-21,7.074931137207706e-20,7.992045550887228e-16,1.6023501444738575e-21,5.184892069435788e-14
8.015774877498572e-08,0.112249085213339,0.9,0.0,0.0,0.0,0.0,0.09997829548895094,6.849710260370155e-06,2.1720783080321707e-06,2.9298628851139243e-06,3.9636537480941886e-06,8.411351048999961e-07,3.5979288411368384e-06,2.3282225501446155e-06,2.599557678063252e-06,2.9441409384863443e-06,3.5012074769734916e-06,2.035491539399484e-06,3.135406336403154e-06,9.779615999289591e-09,7.24488899611665e-08,2.519253508285138e-08,4.355526888899703e-09,5.483637219832964e-06,2.015798411604547e-06,5.342164251614915e-06,2.441891252113735e-06,6.081473127234618e-07,4.2856772747927035e-10,1.1868690272280139e-06,2.1231772923288395e-13,6.042804921589758e-09,1.1865695986283083e-13,9.986985260691945e-14,1.2435478527021857e-13,1.9776436121444767e-14,1.9294576845708483e-14,1.3267862409196576e-07,1.5402063353476546e-07,2.3747719431705693e-14,2.643550698117668e-07,8.192379548948777e-15,3.5430395012419534e-14,1.3854286707230593e-07,1.1839338951295204e-14,4.203020205213128e-17,9.079284930324651e-10,5.8434814880862015e-18,4.114903871445478e-11,5.9185466712086464e-18,3.0859290265729804e-20,1.1907084211734074e-21,1.6214907230526724e-18,1.508815437244737e-19,2.8461679430452633e-11,6.089583333829556e-20,8.172173660905735e-19,5.6591047584546975e-21,7.601304807640341e-20,8.459057280525755e-16,1.7180353420056104e-21,5.777309851700334e-14
8.184849522744275e-08,0.1122491815386797,0.9,0.0,0.0,0.0,0.0,0.09997783245662932,7.018314185215606e-06,2.184619236854629e-06,2.976620566509859e-06,4.044438921575978e-06,8.427178949356918e-07,3.6764178841205956e-06,2.357186010073942e-06,2.641394738389783e-06,3.0062315828724415e-06,3.5891615699650667e-06,2.067217417436832e-06,3.208057822229386e-06,9.836080594271531e-09,7.286830890048027e-08,2.5240192590768047e-08,4.3637593372220866e-09,5.652738531579019e-06,2.072191112740274e-06,5.542525481802532e-06,2.5192267571265754e-06,6.345729141745449e-07,4.339009328817983e-10,1.2309707916476725e-06,2.175426840383092e-13,6.230097094936404e-09,1.210747012970275e-13,1.0218340770770142e-13,1.270668955434757e-13,2.0635661155208023e-14,1.9889395461140613e-14,1.3951756909401932e-07,1.6248636850976613e-07,2.4231733394534057e-14,2.755819294957996e-07,8.540253768916765e-15,3.6251363939279644e-14,1.447075185280639e-07,1.2366078573379394e-14,4.336132504253038e-17,9.80082426192798e-10,6.060631106242808e-18,4.5209358346094284e-11,6.084124753071378e-18,3.241315659104246e-20,1.272457562452694e-21,1.7140210513921082e-18,1.624237106647708e-19,3.1271520465362537e-11,6.471318304346215e-20,8.607569252563452e-19,6.124421204805633e-21,8.153483982238452e-20,8.941797206949112e-16,1.8395593665116643e-21,6.422904772362897e-14
8.353924167989977e-08,0.11224927837514244,0.9,0.0,0.0,0.0,0.0,0.09997736916789271,7.187744078963128e-06,2.196599337935067e-06,3.022904969331473e-06,4.125018382204487e-06,8.441812040580836e-07,3.75489198623155e-06,2.3854805729046703e-06,2.682777630651855e-06,3.0683219160035234e-06,3.6777405791495376e-06,2.0985664479518826e-06,3.280843830368373e-06,9.890020104281005e-09,7.326897154679937e-08,2.5284252596049287e-08,4.371370546537265e-09,5.822653206628443e-06,2.128686197278498e-06,5.745746121386993e-06,2.596997411737691e-06,6.615685065354076e-07,4.391109887670708e-10,1.2756116320212887e-06,2.2279318183424944e-13,6.418298623087236e-09,1.2348625709598178e-13,1.0450122145677807e-13,1.2977845871766036e-13,2.1513412024879896e-14,2.0487069112678825e-14,1.4653130728443772e-07,1.7120982686810801e-07,2.4714514855844348e-14,2.870348637533981e-07,8.89513009537277e-15,3.7073852982307876e-14,1.5101350127748328e-07,1.2904889822453577e-14,4.4699938025587505e-17,1.0562334157938237e-09,6.280435254808439e-18,4.95703151679786e-11,6.250003501048617e-18,3.401487151086399e-20,1.3580474012199783e-21,1.8095905590055573e-18,1.7456075113319707e-19,3.428806265594944e-11,6.867883337555573e-20,9.055695031868834e-19,6.6165057077924135e-21,8.732085425322894e-20,9.44039366654989e-16,1.967098905887222e-21,7.125196909052198e-14
8.52299881323568e-08,0.11224937571480413,0.9,0.0,0.0,0.0,0.0,0.09997690562158605,7.3579907954487854e-06,2.2080436715308406e-06,3.068723782834654e-06,4.20539112335943e-06,8.455340297142393e-07,3.83334566866741e-06,2.4131185575010104e-06,2.723710900134194e-06,3.1304119461404313e-06,3.7669453828190436e-06,2.1295431048612917e-06,3.3537577155451517e-06,9.941547361254223e-09,7.365171601391064e-08,2.5324986006700658e-08,4.378407303676946e-09,5.993340245797594e-06,2.1852759348061427e-06,5.9517944956519345e-06,2.675183752376312e-06,6.891339462052705e-07,4.442001631459036e-10,1.320779069385849e-06,2.2806893860464215e-13,6.607363617066737e-09,1.258915971832808e-13,1.0682308207661592e-13,1.32489285391156e-13,2.2409683737722495e-14,2.1087453508219062e-14,1.5371895009557706e-07,1.8019221362950997e-07,2.519605778461321e-14,2.987132884975867e-07,9.256990305170086e-15,3.7897787049246885e-14,1.5746107010621e-07,1.345579426133507e-14,4.604570597024726e-17,1.1365077764630804e-09,6.502832460729335e-18,5.424686504137846e-11,6.416160213749705e-18,3.5665090016693126e-20,1.447580341364928e-21,1.908223107027518e-18,1.8730835478490742e-19,3.752138016245044e-11,7.279488670592514e-20,9.516619123495864e-19,7.136230062038233e-21,9.33772462427822e-20,9.954971163261346e-16,2.100832724043427e-21,7.887858812195766e-14
8.692073458481382e-08,0.1122494735500019,0.9,0.0,0.0,0.0,0.0,0.09997644181661342,7.529045277984675e-06,2.2189761781639013e-06,3.114084594122847e-06,4.285556260420636e-06,8.467846918178008e-07,3.911773583196949e-06,2.4401122254097525e-06,2.764199054887598e-06,3.192501681839825e-06,3.856776782826422e-06,2.160151808964891e-06,3.426792963780398e-06,9.990770155600961e-09,7.401734296723553e-08,2.5362643330583985e-08,4.38491287228377e-09,6.164760390107683e-06,2.2419531770159163e-06,6.160639644566578e-06,2.7537671851048602e-06,7.172690498679369e-07,4.4917071349091676e-10,1.3664608561815912e-06,2.333696731128488e-13,6.797248138888252e-09,1.2829069513598092e-13,1.091487819765064e-13,1.351991906797696e-13,2.3324470009005616e-14,2.1690410480714095e-14,1.610795585723929e-07,1.8943467280302705e-07,2.567635688076442e-14,3.106166169745869e-07,9.625816092689367e-15,3.872309253149322e-14,1.6405046701785796e-07,1.4018812359676803e-14,4.739830881492549e-17,1.2210326961540065e-09,6.72776239069929e-18,5.925433913915912e-11,6.582573899305731e-18,3.736446734027205e-20,1.5411596192420081e-21,2.00994184949198e-18,2.006821858182683e-19,4.0981783545818583e-11,7.706340290325289e-20,9.99040815728937e-19,7.68447018106396e-21,9.971015404197402e-20,1.0485650511595996e-15,2.240941649685189e-21,8.71471862403198e-14
