Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110)
8.076257017358667e-07,0.1123112954526164,0.9,0.0,0.0,0.0,0.0,0.09975729277465507,0.00010258124133384977,2.4503089846638486e-06,1.2552289872318524e-05,2.4216018836988328e-05,8.60671371930869e-07,2.5701654062519088e-05,3.4697436825299892e-06,6.273027428626132e-06,2.9825239102708915e-05,8.923497938713414e-05,4.685843954108321e-06,2.7305445197881544e-05,1.1032329929000267e-08,8.175421967860559e-08,2.578099772012623e-08,4.462146029518689e-09,6.572912316959182e-05,2.6820511297538743e-05,0.00021913778184226354,3.9645264573511744e-05,5.1280382073938904e-05,6.396025666900626e-10,2.850793591498766e-05,3.170884076581701e-12,7.266520219937295e-08,7.229339428976163e-13,8.673376401797113e-13,8.858687129434645e-13,1.6629871498776782e-12,2.3063052873491943e-13,7.129897370223969e-06,2.583847264761869e-05,1.450874464297071e-13,1.9520284153082645e-05,6.032633634289819e-13,3.08554489955091e-13,1.4131230523125188e-05,1.2042643735959801e-12,6.823735871670897e-16,2.069597451786872e-06,1.40340930515466e-16,5.260457189720321e-07,7.874618504142578e-17,1.1772222880300282e-17,2.2396525825141186e-18,3.9405216170264747e-16,2.0644446685688139e-16,3.2877959347968785e-07,2.1893063645615355e-17,1.6274147067472478e-16,1.1455461142179898e-17,8.523330340949248e-17,2.0559344206101288e-13,4.4637981507040924e-18,4.66324956003384e-09
8.225365915329141e-07,0.11231282294119461,0.9,0.0,0.0,0.0,0.0,0.09975240974970616,0.00010459735933407485,2.450280617669325e-06,1.2687653965466324e-05,2.4426500587629298e-05,8.606412464846289e-07,2.5987646014826913e-05,3.4696301164543516e-06,6.275090813318762e-06,3.038242395329627e-05,9.173752427797597e-05,4.687238340102696e-06,2.7624702396581008e-05,1.1032202341991423e-08,8.175327312797457e-08,2.578009533026032e-08,4.462145355020613e-09,6.6498567018015e-05,2.7328685294428e-05,0.00022512509299259803,4.04111817633506e-05,5.2900642204427256e-05,6.396088656861466e-10,2.9083912935972424e-05,3.2330019725166725e-12,7.351190168937262e-08,7.291719170444208e-13,8.774237299826356e-13,8.95670077590075e-13,1.7154237564384305e-12,2.333162051483122e-13,7.24545864734633e-06,2.6724701370209253e-05,1.4634853804557114e-13,2.011200928362557e-05,6.215114191356685e-13,3.121621447458934e-13,1.4601696625383189e-05,1.2442796934285632e-12,6.955563275156582e-16,2.1820590698753534e-06,1.431760150734419e-16,5.61024134872431e-07,8.023812636373715e-17,1.2340052843320408e-17,2.372224797173449e-18,4.0955616675563025e-16,2.1707852270659275e-16,3.5030406380506424e-07,2.2773991970529623e-17,1.6909016053447496e-16,1.2056003955062918e-17,8.959124783978951e-17,2.1368229953424268e-13,4.7416980134628475e-18,5.063152947985171e-09
8.374474813299615e-07,0.11231435699221498,0.9,0.0,0.0,0.0,0.0,0.09974751682145398,0.00010661027249271459,2.450252647516201e-06,1.2820892714692126e-05,2.463180071920275e-05,8.606111127769404e-07,2.6269559419614885e-05,3.4695163845369474e-06,6.276921427182818e-06,3.093987929470474e-05,9.426072618932025e-05,4.688475413553574e-06,2.7938503053325107e-05,1.1032076554566951e-08,8.17523397984526e-08,2.577919270146879e-08,4.462145500850574e-09,6.725096689525804e-05,2.783683314557293e-05,0.00023115677878146986,4.117705119156374e-05,5.453752490934e-05,6.39615306476225e-10,2.9659867037092745e-05,3.295012507064254e-12,7.433963346361203e-08,7.352543377597597e-13,8.873351104872972e-13,9.053295098738612e-13,1.7683925048950738e-12,2.359417367131678e-13,7.3587788925175005e-06,2.762112663328656e-05,1.4757858533126727e-13,2.0708469778330635e-05,6.3990341215777e-13,3.1570814092154865e-13,1.5077567136316476e-05,1.2847503037543528e-12,7.087382140747372e-16,2.2980302166540947e-06,1.4601096256914019e-16,5.975112961892308e-07,8.172998040426647e-17,1.2923289758087876e-17,2.5097251053901606e-18,4.2534463345923837e-16,2.280336879262411e-16,3.7272929058815744e-07,2.36715823015719e-17,1.75551000951296e-16,1.2675009009231455e-17,9.407972192884584e-17,2.2191978827144905e-13,5.0308304785393295e-18,5.488445845787477e-09
8.523583711270088e-07,0.11231589746100946,0.9,0.0,0.0,0.0,0.0,0.09974261421820486,0.00010861992530988392,2.450225041329893e-06,1.2951995048361602e-05,2.4832045779638556e-05,8.605809679383274e-07,2.6547429956812617e-05,3.4694025399764377e-06,6.278542411346832e-06,3.149760186106541e-05,9.680413766618771e-05,4.689570851470813e-06,2.8246939784857397e-05,1.1031952034639383e-08,8.175141869555422e-08,2.577828972035352e-08,4.462146422961262e-09,6.798648661275269e-05,2.8344954797847473e-05,0.00023723205659044986,4.194287275245896e-05,5.619074026264689e-05,6.396219234734364e-10,3.0235798160867224e-05,3.3569139775105056e-12,7.514858205146166e-08,7.411851085004706e-13,8.97074750564039e-13,9.148482709226041e-13,1.821883875436287e-12,2.3850776986332375e-13,7.469868721374832e-06,2.852752128104532e-05,1.4877834633552325e-13,2.1309532753217486e-05,6.584351994115978e-13,3.1919352577475955e-13,1.5558748354493394e-05,1.3256681208548427e-12,7.219191612040108e-16,2.417527962063584e-06,1.4884571645438745e-16,6.355341923437677e-07,8.322174790080746e-17,1.3522006654129898e-17,2.652219774961297e-18,4.414106576394212e-16,2.3931288124792486e-16,3.960694919785155e-07,2.4585936934849894e-17,1.821031888145216e-16,1.3312633369371268e-17,9.86991502784947e-17,2.3030267932817653e-13,5.33138699913004e-18,5.940178038171605e-09
8.672692609240562e-07,0.11231744420510556,0.9,0.0,0.0,0.0,0.0,0.09973770216601913,0.00011062626770594417,2.45019776600927e-06,1.3080952132368982e-05,2.5027359226372426e-05,8.605508091331894e-07,2.682129009010766e-05,3.4692886210105876e-06,6.279974615487669e-06,3.205558816747099e-05,9.936731815568462e-05,4.690538769831749e-06,2.8550103639767876e-05,1.1031829238940412e-08,8.175050863671196e-08,2.5777386319495925e-08,4.462148020690826e-09,6.870529080984505e-05,2.8853050199781533e-05,0.00024335015176558405,4.270864634555744e-05,5.786000103990594e-05,6.396286461660326e-10,3.0811706259026116e-05,3.418704816428768e-12,7.593893288061065e-08,7.469677116433596e-13,9.066455817460996e-13,9.242274890011615e-13,1.8758884386592737e-12,2.410147464852588e-13,7.578740015185947e-06,2.9443660375857844e-05,1.499485609037174e-13,2.1915068607528786e-05,6.771027519081986e-13,3.22619326446112e-13,1.6045148131337254e-05,1.3670251930875813e-12,7.350993952898853e-16,2.540567824949522e-06,1.516804168381192e-16,6.751192335362572e-07,8.471345494822455e-17,1.413622537752928e-17,2.7997679059021954e-18,4.57767196483392e-16,2.509175473950916e-16,4.2033846926735575e-07,2.5516617755077316e-17,1.8879367350569085e-16,1.3969020602224682e-17,1.034515355459681e-16,2.3883630497336603e-13,5.643557645552836e-18,6.419418378301721e-09
8.821801507211036e-07,0.11231899708375598,0.9,0.0,0.0,0.0,0.0,0.09973278088870102,0.00011262925463742318,2.450170789321621e-06,1.320775726055537e-05,2.5217861500724107e-05,8.60520633567674e-07,2.709116946478509e-05,3.4691746531455787e-06,6.281236806358478e-06,3.261383452130946e-05,0.00010194983391645265,4.691391866596623e-06,2.8848084124150028e-05,1.1031708375734662e-08,8.174960839557608e-08,2.5776482457755114e-08,4.4621501742309205e-09,6.940754491524824e-05,2.9361119301515057e-05,0.00024951029729391777,4.347437187552164e-05,5.954502255785014e-05,6.39635442955047e-10,3.1387591290920926e-05,3.4803836294753317e-12,7.671087222945584e-08,7.526057343725706e-13,9.160504776599327e-13,9.334682087919059e-13,1.930396848862408e-12,2.434632364663385e-13,7.685405803877165e-06,3.0369321208365112e-05,1.5108995085688001e-13,2.2524950949254698e-05,6.959021338439568e-13,3.2598655416700143e-13,1.6536675844967436e-05,1.4088137017144304e-12,7.482789244446917e-16,2.6671638054083706e-06,1.545150793239603e-16,7.162922394948187e-07,8.620508116836155e-17,1.476599174353831e-17,2.9524297342085553e-18,4.744154882339735e-16,2.628502551236022e-16,4.4554960406132493e-07,2.6463517760964152e-17,1.9563014159232605e-16,1.4644315664346273e-17,1.0833842916137589e-16,2.4752155918900147e-13,5.967528011045766e-18,6.927254494406556e-09
8.97091040518151e-07,0.11232055595829166,0.9,0.0,0.0,0.0,0.0,0.09972785060778845,0.00011462884568297165,2.4501440809716013e-06,1.3332405756677168e-05,2.5403670102828573e-05,8.604904385716642e-07,2.73570953215687e-05,3.4690606532247757e-06,6.282345894029648e-06,3.317233703346023e-05,0.0001045512579276208,4.6921415774928045e-06,2.9140969226706745e-05,1.1031587821970767e-08,8.174871722345157e-08,2.5775577990210062e-08,4.462152895891114e-09,7.009341510855554e-05,2.986916205467459e-05,0.00025571173342808665,4.4240049252076155e-05,6.124552249705876e-05,6.396424600210535e-10,3.1963453220721036e-05,3.541949223087063e-12,7.746458718192441e-08,7.581032057568994e-13,9.252922428795038e-13,9.425714272234654e-13,1.985399839910367e-12,2.458541463368899e-13,7.789880139015415e-06,3.130428330770375e-05,1.5220321972210038e-13,2.3139056520386363e-05,7.148294888689396e-13,3.292962069018307e-13,1.703324237396255e-05,1.4510259621813103e-12,7.614572756246046e-16,2.797328416614458e-06,1.5734940691646062e-16,7.590784278880413e-07,8.769658748601512e-17,1.5411423557227432e-17,3.110272654286087e-18,4.913246091401504e-16,2.7511548570025314e-16,4.717158550633493e-07,2.7427398394258352e-17,2.0250996303169355e-16,1.5338672830757278e-17,1.1335836434075994e-16,2.563450488530221e-13,6.303477649753363e-18,7.464792500448755e-09
9.120019303151984e-07,0.11232212069170458,0.9,0.0,0.0,0.0,0.0,0.09972291154254384,0.00011662500471675631,2.4501176090454546e-06,1.3454894865616519e-05,2.558489966291547e-05,8.604602215057275e-07,2.7619092834094454e-05,3.4689466310424925e-06,6.283317106545291e-06,3.373109162913648e-05,0.00010717116980119916,4.692798195521484e-06,2.9428845443894357e-05,1.1031468498974766e-08,8.174783403403509e-08,2.5774672833644723e-08,4.462156103684613e-09,7.076306828161823e-05,3.0377178412506327e-05,0.0002619537074445136,4.500567838988065e-05,6.296122078059213e-05,6.396495586919337e-10,3.253929201680536e-05,3.6034004403324757e-12,7.820026559256577e-08,7.634630645773655e-13,9.343736747577842e-13,9.515380020776092e-13,2.0408882232585485e-12,2.481877480759996e-13,7.892177995675877e-06,3.224832845068496e-05,1.5328905446026308e-13,2.375726512501015e-05,7.338810918349424e-13,3.3254925820993257e-13,1.753476007196459e-05,1.4936544114264588e-12,7.746349762112496e-16,2.931072717012286e-06,1.6018371464916628e-16,8.0350240438412e-07,8.91880567371604e-17,1.607249092709172e-17,3.2733462555755247e-18,5.085242196405097e-16,2.8771284893014696e-16,4.988497562414201e-07,2.8407354887662815e-17,2.0953624160704452e-16,1.605221365499267e-17,1.1851400563041698e-16,2.6531859901940755e-13,6.6515886184624436e-18,8.033156685720009e-09
9.25421731132541e-07,0.11232353384941693,0.9,0.0,0.0,0.0,0.0,0.09971845905259949,0.00011841858683853529,2.450093961211327e-06,1.3563287975739131e-05,2.574418367039175e-05,8.604330051013684e-07,2.7851551248025005e-05,3.468843995601328e-06,6.284084673754243e-06,3.4234182787552175e-05,0.00010954455543604028,4.693317231689494e-06,2.9683721748754607e-05,1.103136240525014e-08,8.174704494916062e-08,2.5773857594545704e-08,4.462159288927446e-09,7.135202906380702e-05,3.0834370529178916e-05,0.00026760552731147104,4.569470330317938e-05,6.451811405885963e-05,6.396559886128393e-10,3.305752713017316e-05,3.658607923290747e-12,7.884711075837673e-08,7.681720664159788e-13,9.424121340193187e-13,9.594917789411574e-13,2.0912352394310616e-12,2.5023949133269397e-13,7.982398226281379e-06,3.310555653835248e-05,1.5424340391447127e-13,2.4317064032678934e-05,7.51130747575344e-13,3.3542940477205733e-13,1.799028797885899e-05,1.532369709050194e-12,7.864943072542213e-16,3.0545112143800336e-06,1.6273456266493154e-16,8.449041281021716e-07,9.053031176784854e-17,1.6680853431239835e-17,3.4246306355533655e-18,5.242512104303472e-16,2.993367200768674e-16,5.241076241283622e-07,2.930303553608425e-17,2.15984757294859e-16,1.6710912344700852e-17,1.232714193265396e-16,2.7352328126593964e-13,6.975431484020858e-18,8.571984456162831e-09
9.388415319498836e-07,0.11232495154606947,0.9,0.0,0.0,0.0,0.0,0.0997139997797176,0.00012020934209691898,2.450070459593386e-06,1.3669931707326126e-05,2.5899928901089715e-05,8.60405766849682e-07,2.8080862738748466e-05,3.4687413457516243e-06,6.284760726235679e-06,3.473747148054317e-05,0.00011193228373285778,4.693774483014293e-06,2.993467073432343e-05,1.1031256143438174e-08,8.174626072142838e-08,2.5773041717317288e-08,4.462162737538439e-09,7.192811237280711e-05,3.129154119707778e-05,0.00027328903939703605,4.638368902254705e-05,6.608689163314345e-05,6.396626006599762e-10,3.3575743462281494e-05,3.713721372350955e-12,7.947963699205241e-08,7.727752879698653e-13,9.503248680857099e-13,9.67336159361676e-13,2.141961433619784e-12,2.5224609841139103e-13,8.070880345994337e-06,3.396981105744449e-05,1.5517655172654195e-13,2.488000800862002e-05,7.684754689060641e-13,3.3826517618063763e-13,1.8449694646289016e-05,1.571410764029611e-12,7.983524997196086e-16,3.1808631425563556e-06,1.6528503923390288e-16,8.876689441524814e-07,9.187242358429264e-17,1.730201984323905e-17,3.580245169856627e-18,5.401780708679238e-16,3.112361960634529e-16,5.501676322163517e-07,3.0212605791725106e-17,2.224369377089026e-16,1.738536635028712e-17,1.2813851811640545e-16,2.8183550257247523e-13,7.309389681110451e-18,9.137551124169306e-09
9.522613327672262e-07,0.11232637368551168,0.9,0.0,0.0,0.0,0.0,0.09970953387897882,0.00012199725189856802,2.450047081325493e-06,1.3774827632485557e-05,2.605221323272826e-05,8.603785050015663e-07,2.830704256003057e-05,3.468638679697319e-06,6.285353496787453e-06,3.524095439323392e-05,0.00011433406166901157,4.694175507299737e-06,3.0181752454140426e-05,1.1031150978766604e-08,8.174548079319654e-08,2.5772225075144415e-08,4.462166454919622e-09,7.249144119495338e-05,3.1748690385224814e-05,0.000279003708743244,4.7072635495727174e-05,6.76673535848537e-05,6.396691932356724e-10,3.4093940994663755e-05,3.768740144523946e-12,8.009798265126039e-08,7.77274200308612e-13,9.581138416528058e-13,9.750716270774622e-13,2.1930602540795575e-12,2.542074513425982e-13,8.157636837777294e-06,3.48409376268109e-05,1.560889644571399e-13,2.5446015513436022e-05,7.859127483914479e-13,3.410572443305521e-13,1.8912919145879065e-05,1.610772317996642e-12,8.102105018565648e-16,3.310133667488765e-06,1.6783569372599892e-16,9.318134826781468e-07,9.321457643451039e-17,1.7935889080857902e-17,3.740215038048037e-18,5.563563547590963e-16,3.2340769610071195e-16,5.770380304313914e-07,3.113455952779571e-17,2.2906819550296077e-16,1.8075639519308386e-17,1.331181662714991e-16,2.902750537341932e-13,7.653592293991718e-18,9.730712778702593e-09
9.656811335845688e-07,0.11232780017270537,0.9,0.0,0.0,0.0,0.0,0.09970506150395075,0.00012378229977474785,2.450023805811681e-06,1.3877978329257305e-05,2.6201112829302496e-05,8.603512177344467e-07,2.853010530836705e-05,3.468535993954462e-06,6.285870479330155e-06,3.574462811441431e-05,0.00011674960036313894,4.694525361849523e-06,3.0425026043519718e-05,1.1031046712309792e-08,8.174470419094397e-08,2.5771407699157608e-08,4.462170309359181e-09,7.304213888448488e-05,3.2205818063704784e-05,0.000284749004553033,4.7761542673531795e-05,6.92593012460511e-05,6.396758062875565e-10,3.4612119709317064e-05,3.823663761822746e-12,8.07022864762167e-08,7.816714222443062e-13,9.657809379885464e-13,9.826987266521748e-13,2.2445251833784106e-12,2.5612420215557646e-13,8.242680584878098e-06,3.571878336013834e-05,1.5698109873537866e-13,2.6015006844832292e-05,8.034400925989284e-13,3.438062800860938e-13,1.9379901455887447e-05,1.6504491954614517e-12,8.22067915775114e-16,3.4423270799161522e-06,1.703863101341361e-16,9.773539511384118e-07,9.455666272369058e-17,1.8582529798132647e-17,3.904582081107295e-18,5.727658580836673e-16,3.358550467440347e-16,6.047267878875137e-07,3.206942136079966e-17,2.358133859591488e-16,1.8781829596831138e-17,1.382107530133727e-16,2.988348397178659e-13,8.008158468377033e-18,1.0352336617265576e-08
9.777589543201771e-07,0.11232908765085485,0.9,0.0,0.0,0.0,0.0,0.09970103095660933,0.00012538638391959594,2.4500029299273636e-06,1.3969324683276341e-05,2.6332290115760325e-05,8.603266360196567e-07,2.8728208313497223e-05,3.468443555967738e-06,6.286276612764427e-06,3.619809471215029e-05,0.00011893511517530019,4.694800291112564e-06,3.064076446876951e-05,1.103095226344328e-08,8.174400756806412e-08,2.577067140243385e-08,4.462173863260765e-09,7.352706941628437e-05,3.2617214559565715e-05,0.0002899455210151823,4.8381525497778304e-05,7.07017112112968e-05,6.396819297645419e-10,3.507846444875177e-05,3.873013353887944e-12,8.123426910814105e-08,7.85544466638911e-13,9.725786385973115e-13,9.894709209436254e-13,2.291151289596268e-12,2.578119138023743e-13,8.317766502943321e-06,3.651446425241589e-05,1.5776705038747614e-13,2.6529585790979942e-05,8.19289679431092e-13,3.4624416848999733e-13,1.9803349574551428e-05,1.6864237744225285e-12,8.327384193182977e-16,3.563803075589064e-06,1.7268143684976214e-16,1.0195469447221009e-06,9.576437679857764e-17,1.9175533469862252e-17,4.056311811623697e-18,5.876931985904429e-16,3.472980689231597e-16,6.3035272719776e-07,3.292286787774144e-17,2.41851639873246e-16,1.943109776316801e-17,1.4288897055969899e-16,3.0662578916345397e-13,8.336223623632502e-18,1.0936858765898219e-08
9.898367750557855e-07,0.1123303785068765,0.9,0.0,0.0,0.0,0.0,0.0996969953980658,0.00012698812892110204,2.4499821054698945e-06,1.4059263442968527e-05,2.6460839287368642e-05,8.603020311393454e-07,2.8923807833389467e-05,3.4683510939233397e-06,6.286631429388456e-06,3.665171041709321e-05,0.00012113134066618605,4.695040566576473e-06,3.085350731987251e-05,1.1030858499645754e-08,8.174331284746196e-08,2.576993435466292e-08,4.462177535047449e-09,7.400195932003777e-05,3.302859358852891e-05,0.0002951660370983995,4.900147642366089e-05,7.215312155513583e-05,6.396880131008025e-10,3.554479391914502e-05,3.922285211687861e-12,8.175509216262314e-08,7.893382418308768e-13,9.792804900211931e-13,9.961560784267215e-13,2.3380640128239035e-12,2.5946397494640326e-13,8.391485712160457e-06,3.731535570296616e-05,1.5853725635921905e-13,2.704646294134303e-05,8.352085353336742e-13,3.486482039984819e-13,2.0229751118410815e-05,1.7226459697037352e-12,8.434088249415824e-16,3.6876513248444087e-06,1.7497673920238304e-16,1.0628946364097035e-06,9.697213971182576e-17,1.9778865322896498e-17,4.2116537384619304e-18,6.028254414117547e-16,3.589643979171736e-16,6.566531799814811e-07,3.37861724897345e-17,2.480437654432694e-16,2.0093375975218903e-17,1.4765971069406898e-16,3.1452000124127883e-13,8.672867451616664e-18,1.1545793951543063e-08
9.999999999999997e-07,0.11233167267376737,0.9,0.0,0.0,0.0,0.0,0.0996935957601033,0.00012833414441426513,2.4499646112235565e-06,1.4133857122263618e-05,2.6567012689761495e-05,8.60281307804862e-07,2.9086468094090916e-05,3.468273267028834e-06,6.286893311895846e-06,3.703353179398765e-05,0.0001229875669193105,4.6952179749706495e-06,3.1030235203350854e-05,1.1030780347327128e-08,8.174272921388723e-08,2.5769313578162767e-08,4.462180644866245e-09,7.439385608057651e-05,3.3374746596963956e-05,0.00029957730511462793,4.9523126984064506e-05,7.338132083552082e-05,6.396930832028709e-10,3.593718824392801e-05,3.963686006827929e-12,8.218478198865584e-08,7.924703837793958e-13,9.848466613274768e-13,1.0017143178736539e-12,2.377758695803655e-12,2.6082678356006384e-13,8.452467326163615e-06,3.799324605673188e-05,1.5917339806849292e-13,2.7483144511282533e-05,8.486563311246358e-13,3.506452618607258e-13,2.059081627290987e-05,1.7533153576839249e-12,8.52387604479886e-16,3.7937059583818293e-06,1.7690829840314356e-16,1.1002734447209412e-06,9.798844933180972e-17,2.0294570410036925e-17,4.345187699030279e-18,6.157157737737409e-16,3.6895558220802743e-16,6.793108848227589e-07,3.45202965846294e-17,2.533688233841331e-16,2.066079239915943e-17,1.5174657583015252e-16,3.2124265559510587e-13,8.962853867878233e-18,1.2077594580160833e-08
1.0019145957913939e-06,0.11233167267376737,0.9,0.0,0.0,0.0,0.0,0.09969295493711225,0.00012858752670365144,2.4499613179633077e-06,1.4147798359119554e-05,2.6586812454502752e-05,8.602774018427121e-07,2.911691360550136e-05,3.468258603110694e-06,6.28693910090984e-06,3.710547256435175e-05,0.0001233380746580288,4.695249001102838e-06,3.106329585353375e-05,1.1030765575716035e-08,8.17426192914824e-08,2.576919658983647e-08,4.4621812159860896e-09,7.446689918912952e-05,3.343995513075944e-05,0.00030041017429381845,4.962139542144005e-05,7.361338995183539e-05,6.396940546083941e-10,3.6011108108006343e-05,3.971479099859643e-12,8.22648574811699e-08,7.930544637244193e-13,9.858878092298159e-13,1.0027545589535636e-12,2.3852586864629113e-12,2.61080806049707e-13,8.463848297270687e-06,3.8121349378261114e-05,1.5929202918653794e-13,2.75655838581328e-05,8.511949602827265e-13,3.510188540674084e-13,2.0659064160741244e-05,1.7591121661503909e-12,8.54078926387232e-16,3.8138732110284115e-06,1.772721134255598e-16,1.1074079488284071e-06,9.817987776165852e-17,2.0392557994804564e-17,4.3706345914555095e-18,6.181533783550489e-16,3.7085636220805455e-16,6.836333739544014e-07,3.465956969446526e-17,2.543610442963711e-16,2.0768727084664278e-17,1.5252369856078844e-16,3.225147608484963e-13,9.01817273078347e-18,1.2179796609771364e-08
1.0127846344534413e-06,0.1123328401999513,0.9,0.0,0.0,0.0,0.0,0.09968931441980283,0.00013002497204941463,2.449942630528267e-06,1.4226283021577988e-05,2.6698028057464508e-05,8.602552136052015e-07,2.9288584568638177e-05,3.4681753325655414e-06,6.287178871229375e-06,3.7513981462538755e-05,0.00012533295501520431,4.695411508523308e-06,3.1249613232944484e-05,1.1030681049882909e-08,8.174199573087711e-08,2.5768531977662554e-08,4.462184513226446e-09,7.48769128128469e-05,3.3810165551659787e-05,0.00030514978308991404,5.017929519785862e-05,7.493508813015129e-05,6.396996440791204e-10,3.643077780178335e-05,4.0156868321172195e-12,8.271427622176636e-08,7.963347948377955e-13,9.91754619316484e-13,1.0086194192863895e-12,2.427971123162151e-12,2.62506589920268e-13,8.527823189758781e-06,3.8851017348010714e-05,1.5995838223615783e-13,2.803466700652978e-05,8.656391143866114e-13,3.5312428058730263e-13,2.1047901029758343e-05,1.7921374194281072e-12,8.636809532342758e-16,3.92950308574379e-06,1.793375341803011e-16,1.1484753329347616e-06,9.926669111790199e-17,2.0953858401571005e-17,4.516860598140604e-18,6.320691784583889e-16,3.8175691713162353e-16,7.08500900534423e-07,3.545552062960325e-17,2.599970655863704e-16,2.138778877336675e-17,1.5697875493434756e-16,3.2977729850422894e-13,9.336416613003917e-18,1.2772378034926186e-08
1.0236546731154888e-06,0.11233401030637805,0.9,0.0,0.0,0.0,0.0,0.09968567009674854,0.0001314605061268016,2.4499239512561718e-06,1.4303637491043811e-05,2.6807235015594394e-05,8.602330038128252e-07,2.9458250269917188e-05,3.468092030701719e-06,6.287386141070898e-06,3.7922604769703284e-05,0.00012733604185960785,4.6955520581800054e-06,3.1433599853264766e-05,1.1030596976190715e-08,8.174137250038146e-08,2.5767866701005463e-08,4.4621878017828364e-09,7.527900672334185e-05,3.418036177901597e-05,0.0003099079482552939,5.0737169070873626e-05,7.626374399191865e-05,6.397051944633627e-10,3.685043509826185e-05,4.0598311080647076e-12,8.31548953324589e-08,7.995546038035627e-13,9.975468585498795e-13,1.0144145939188918e-12,2.4709048197803904e-12,2.6390430478210684e-13,8.590715124374156e-06,3.9584653591382004e-05,1.606127011409242e-13,2.850548627784613e-05,8.801354701843909e-13,3.5520336779802045e-13,2.1439032926950455e-05,1.825354857943786e-12,8.732828039616302e-16,4.047056570527089e-06,1.8140304729868935e-16,1.1905030445374489e-06,1.0035351319810587e-16,2.1523558679530352e-17,4.6660703510460936e-18,6.461454682500436e-16,3.928411425588814e-16,7.339266574965696e-07,3.6259519987514276e-17,2.657429864306624e-16,2.2017521987571608e-17,1.6150970133384664e-16,3.3712150943155276e-13,9.661802685179517e-18,1.3386286212641601e-08
1.0345247117775362e-06,0.11233518294565634,0.9,0.0,0.0,0.0,0.0,0.09968202204517451,0.0001328941252333685,2.449905270536155e-06,1.4379865539905076e-05,2.6914469209430427e-05,8.602107716277395e-07,2.962591757541732e-05,3.468008693447503e-06,6.287563298100169e-06,3.833134044586027e-05,0.00012934719315667217,4.6956722590007175e-06,3.161528462451963e-05,1.1030512896009272e-08,8.174074922305683e-08,2.5767200752839653e-08,4.4621910447070055e-09,7.567324731088114e-05,3.455054379958332e-05,0.00031468439927032836,5.129501702264115e-05,7.759925537014003e-05,6.397107564561625e-10,3.727007998820814e-05,4.103911840582935e-12,8.358678941143237e-08,8.027152223596399e-13,1.003265444196555e-12,1.020140346617335e-12,2.5140564284732618e-12,2.65274348785774e-13,8.652531796339701e-06,4.0322181192475884e-05,1.6125520087524155e-13,2.897800425556739e-05,8.946828542705936e-13,3.572564443369098e-13,2.183243043861015e-05,1.858761947289975e-12,8.828842045818578e-16,4.166533597076959e-06,1.8346849372810909e-16,1.2334984496347797e-06,1.0144029217487199e-16,2.210170056833232e-17,4.818284387608329e-18,6.603667884110608e-16,4.0411112852157376e-16,7.599140771168119e-07,3.7071973380649253e-17,2.7154761503226267e-16,2.2657972311745882e-17,1.6611610686415855e-16,3.4454142046197723e-13,9.994387578804698e-18,1.4022012031052375e-08
1.0443077465733789e-06,0.11233624044778598,0.9,0.0,0.0,0.0,0.0,0.09967873567416806,0.00013418274257239696,2.44988844846173e-06,1.4447511048511314e-05,2.7009322409442417e-05,8.601907428455144e-07,2.9775115181907525e-05,3.467933656217099e-06,6.287698824960177e-06,3.8699296922067584e-05,0.00013116400837527565,4.695764275760285e-06,3.177685644284406e-05,1.1030437181331386e-08,8.174018795998075e-08,2.5766600807464055e-08,4.462193905164728e-09,7.602140419375561e-05,3.4883695460644176e-05,0.00031899861737016955,5.1797058002758045e-05,7.880699303842192e-05,6.39715770703154e-10,3.764774977391535e-05,4.143530095770153e-12,8.396809590902994e-08,8.055100475238448e-13,1.0083499551715148e-12,1.0252343713721262e-12,2.553076438840431e-12,2.6648392564214705e-13,8.707253884577519e-06,4.098922009884377e-05,1.618235198298933e-13,2.940469246099907e-05,9.078181842033686e-13,3.5908224084132364e-13,2.218840127423911e-05,1.8889884082642725e-12,8.915250800384349e-16,4.275707229570053e-06,1.8532733846824939e-16,1.2730276270758718e-06,1.0241835636983197e-16,2.2629249737734376e-17,4.9578591245544875e-18,6.732896513575202e-16,4.144134480640166e-16,7.83785717524145e-07,3.7810393489987435e-17,2.7682185223405146e-16,2.3243571199303972e-17,1.703265923781364e-16,3.5128384584578455e-13,1.0299916323449719e-17,1.461322844944092e-08
