Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219)
2.5217009467635235e-07,0.11226073773030051,0.9,0.0,0.0,0.0,0.0,0.0999298116852314,2.699869772754872e-05,2.4493243175783088e-06,6.209247200459709e-06,1.1143609180211961e-05,8.618127376077878e-07,1.0975531150874154e-05,3.40205444922185e-06,5.1598355020149505e-06,9.261828358755436e-06,1.5626145669664857e-05,3.914240188244321e-06,1.0516699957316374e-05,1.1027895546840784e-08,8.172116275261225e-08,2.5815186169014426e-08,4.463554798222576e-09,2.3543969421694213e-05,7.872219455208145e-06,3.681919812922291e-05,1.1083161554517072e-05,6.085926477163279e-06,6.263668189240337e-10,7.083576135682639e-06,8.363752559306097e-13,2.6053922967285624e-08,3.334015966528163e-13,3.347837442551211e-13,3.791226943032418e-13,1.9779270819393768e-13,8.278657151080437e-14,1.4987804908309413e-06,2.4024386242651658e-06,6.676550310869801e-14,2.46552880829018e-06,7.636191905261565e-14,1.1883974351536998e-13,1.4967624426560128e-06,1.278323068331769e-13,1.9076579700562191e-16,5.220195580516394e-08,3.487638179024008e-17,5.9680121466667465e-09,2.3113940114104915e-17,5.428070615353059e-19,4.9558345989183596e-20,2.9006811478531466e-17,6.852457226430873e-18,3.956261559629859e-09,1.4323952853815804e-18,1.257804778109504e-17,3.3796391615537698e-19
2.576101976225833e-07,0.11226115204087413,0.9,0.0,0.0,0.0,0.0,0.09992823336359834,2.77017820518665e-05,2.449665037443757e-06,6.286426658870641e-06,1.1338970835884346e-05,8.618025248650365e-07,1.1180611583380769e-05,3.408239429542449e-06,5.202061932271523e-06,9.461758526032351e-06,1.6110159972439893e-05,3.9440912678425435e-06,1.0736739057346113e-05,1.1029429618345822e-08,8.173255971350344e-08,2.581488049207733e-08,4.463527031940168e-09,2.4093318003811964e-05,8.057958738548942e-06,3.8098681275346e-05,1.1362919979165867e-05,6.3443915893972894e-06,6.275097008393549e-10,7.289847226186648e-06,8.58138931906638e-13,2.6662393838496444e-08,3.3923994119657246e-13,3.417817074600815e-13,3.861991680083287e-13,2.0618881122397543e-13,8.471657710903612e-14,1.556224414431855e-06,2.518953006669389e-06,6.79359877580942e-14,2.5667721191137844e-06,7.949605997162979e-14,1.2132620738706954e-13,1.5632157657937887e-06,1.335052103395045e-13,1.9558103902214954e-16,5.6104280427444206e-08,3.589190407033003e-17,6.517823470967319e-09,2.3659295508116485e-17,5.741915036807507e-19,5.31912767616997e-20,3.051332712620799e-17,7.323763584538157e-18,4.315431268854546e-09,1.512488345975681e-18,1.3210047610480451e-17,3.625750130064804e-19
2.630503005688143e-07,0.11226156857520196,0.9,0.0,0.0,0.0,0.0,0.09992665239131017,2.8407330066949962e-05,2.4499558110986274e-06,6.362866619303636e-06,1.1532572526170376e-05,8.617919683110555e-07,1.138386681967622e-05,3.4138913640899973e-06,5.242748110790262e-06,9.661703480595482e-06,1.6599974741596335e-05,3.972814890768974e-06,1.0955587227768508e-05,1.103073881117589e-08,8.174228625582626e-08,2.581456446042088e-08,4.4634979999238555e-09,2.4640091947115528e-05,8.243695304958856e-06,3.939207708913791e-05,1.1642712199381153e-05,6.607593962928177e-06,6.285545281999875e-10,7.496476538330497e-06,8.799780365801857e-13,2.7267988774757812e-08,3.4502538830137364e-13,3.487414715648973e-13,3.9321230302962267e-13,2.1473853206945532e-13,8.663745375457326e-14,1.614109831679897e-06,2.6381480247498435e-06,6.909592782564886e-14,2.6697594440082278e-06,8.268408806805267e-14,1.2379921365811444e-13,1.631041255939218e-06,1.3929507282577856e-13,2.00396861298025e-16,6.019911060373178e-08,3.690918613412199e-17,7.103829459317143e-09,2.4204642533339163e-17,6.067159812342865e-19,5.700739551609997e-20,3.206083824647484e-17,7.815382688254957e-18,4.6977716235082e-09,1.5949676819235714e-18,1.3858694835487603e-17,3.8831877296411004e-19
2.6849040351504524e-07,0.11226198730056858,0.9,0.0,0.0,0.0,0.0,0.09992506878121052,2.911524007898534e-05,2.450203504530437e-06,6.438611032117552e-06,1.172443004456739e-05,8.617811484866878e-07,1.1585311788757076e-05,3.4190552071824037e-06,5.281948679642747e-06,9.861663856680384e-06,1.709555391787947e-05,4.000453556750053e-06,1.1173236103558116e-05,1.1031854038397314e-08,8.175057200556985e-08,2.5814240499029288e-08,4.463468116101697e-09,2.5184259547374598e-05,8.429429078776007e-06,4.0699174085806844e-05,1.192253286296554e-05,6.875489660761857e-06,6.295095777112183e-10,7.703433149988215e-06,9.018894127143342e-13,2.7870672478389908e-08,3.5075841290386947e-13,3.556627717023691e-13,4.0016261792127583e-13,2.2344043274629887e-13,8.85490902588123e-14,1.6724069447459286e-06,2.760010987899683e-06,7.024541793683595e-14,2.7744745998587327e-06,8.592549857913684e-14,1.2625866780462503e-13,1.7002314333779404e-06,1.4520124790825111e-13,2.0521317157756594e-16,6.449098235905394e-08,3.792807579860842e-17,7.727459071839436e-09,2.4749980834410546e-17,6.403973443599702e-19,6.101181575347258e-20,3.364941995533758e-17,8.327665879059795e-18,5.104170179193503e-09,1.6798378358601238e-18,1.4524023090674847e-17,4.1521609893988894e-19
2.739305064612762e-07,0.11226240818547288,0.9,0.0,0.0,0.0,0.0,0.09992348254628466,2.9825413873594562e-05,2.450414044485686e-06,6.513701086023623e-06,1.1914559045830102e-05,8.617701280008605e-07,1.1784962691086346e-05,3.423772212537402e-06,5.3197164336205015e-06,1.006164028358901e-05,1.7596861390242808e-05,4.027048163314266e-06,1.1389678704099104e-05,1.1032801984897489e-08,8.17576151767578e-08,2.5813910493017135e-08,4.4634377011762175e-09,2.5725792603907862e-05,8.615159999784624e-06,4.2019768286970764e-05,1.2202377347331209e-05,7.14803509385721e-06,6.303824446570758e-10,7.910688749169677e-06,9.238700110989951e-13,2.847041356319027e-08,3.5643948576503976e-13,3.625453871124123e-13,4.0705067512811687e-13,2.3229308666306667e-13,9.045138776236514e-14,1.7310869409667434e-06,2.884529059229288e-06,7.13845518857262e-14,2.8809015403520327e-06,8.921979100864967e-14,1.2870449094532147e-13,1.7707787701830291e-06,1.5122308511402842e-13,2.100298903306323e-16,6.898440207432986e-08,3.894843376275814e-17,8.39015728986863e-09,2.529531026109735e-17,6.752522397587015e-19,6.520967230419831e-20,3.527913925880243e-17,8.860957634805902e-18,5.535523727714263e-09,1.7671028183380055e-18,1.520605684023444e-17,4.43287594336594e-19
2.7937060940750716e-07,0.11226283119955444,0.9,0.0,0.0,0.0,0.0,0.09992189369964374,3.053775659991622e-05,2.4505925467744636e-06,6.588175348956804e-06,1.2102975046527493e-05,8.617589554689713e-07,1.1982836867019738e-05,3.4280802251461784e-06,5.35610237664858e-06,1.0261633385218225e-05,1.8103861019182977e-05,4.05263806619238e-06,1.1604909314695108e-05,1.1033605684721067e-08,8.176358686232014e-08,2.581357590635584e-08,4.463407003111416e-09,2.6264666087938022e-05,8.800888019831407e-06,4.3353662861461775e-05,1.2482241659852906e-05,7.425187049908979e-06,6.311800966455133e-10,8.11821741878278e-06,9.459168869502715e-13,2.906718418407593e-08,3.6206907346832587e-13,3.6938913736612903e-13,4.138770764381385e-13,2.4129507955541856e-13,9.234425855442889e-14,1.7901219721609135e-06,3.0116892718816754e-06,7.251342263843399e-14,2.989024354869781e-06,9.256646909295035e-14,1.3113661850315417e-13,1.842675698487035e-06,1.5735993058785914e-13,2.148469489866776e-16,7.368384559449806e-08,3.99701325472945e-17,9.093384499047934e-09,2.584063079361064e-17,7.112971060067447e-19,6.96061186224118e-20,3.6950058036668856e-17,9.41559656098919e-18,5.992737929929615e-09,1.8567661384336785e-18,1.5904818618803922e-17,4.725535665099263e-19
2.848107123537381e-07,0.11226325631352613,0.9,0.0,0.0,0.0,0.0,0.09992030225451023,3.1252176658205817e-05,2.4507434270730284e-06,6.662069902840667e-06,1.2289693425743523e-05,8.617476686014681e-07,1.2178952673505661e-05,3.432013951964218e-06,5.3911557768949985e-06,1.0461643779620356e-05,1.8616516657831168e-05,4.07726113744085e-06,1.1818923377513422e-05,1.1034285018443202e-08,8.17686347401648e-08,2.581323787443887e-08,4.463376213178523e-09,2.680085784368678e-05,8.986613100172422e-06,4.470066778693312e-05,1.2762122351814175e-05,7.706902719138834e-06,6.319089235154756e-10,8.325995438431827e-06,9.680271964416565e-13,2.966095970328521e-08,3.67647638505087e-13,3.761938788891478e-13,4.2064245874895874e-13,2.5044501031626273e-13,9.422762505496476e-14,1.8494851331845456e-06,3.1414785438087823e-06,7.363212233756857e-14,3.098827267390218e-06,9.596504076361179e-14,1.3355499897621135e-13,1.9159146180436015e-06,1.636111277342675e-13,2.1966428801520934e-16,7.859375739816009e-08,4.099305541467654e-17,9.83861588619005e-09,2.6385942152306634e-17,7.485481723246714e-19,7.420632142347435e-20,3.866223392854493e-17,9.991921145842817e-18,6.476726955204837e-09,1.9488310660075594e-18,1.66203358434541e-17,5.030340336887968e-19
2.902508152999691e-07,0.11226368349911174,0.9,0.0,0.0,0.0,0.0,0.09991870822420496,3.196858559087351e-05,2.4508704966971926e-06,6.735418472454351e-06,1.247472942588485e-05,8.617362966440815e-07,1.2373329368631974e-05,3.4356052126867904e-06,5.424924220574035e-06,1.0661672078594173e-05,1.913479217101594e-05,4.10095382137604e-06,1.2031717391257216e-05,1.1034857146288652e-08,8.177288627601752e-08,2.5812897277780565e-08,4.463345478652414e-09,2.733434831870062e-05,9.172335209376468e-06,4.6060599530695105e-05,1.3042016444023804e-05,7.99313971728679e-06,6.325747834489512e-10,8.534001101986056e-06,9.901981932992792e-13,3.0251718389289865e-08,3.73175639257648e-13,3.8295950176547356e-13,4.2734749004485837e-13,2.5974149175106753e-13,9.610141884852513e-14,1.909150439910831e-06,3.2738836911644717e-06,7.474074230668834e-14,3.210294635398914e-06,9.941501811632068e-14,1.3595959280009538e-13,1.9904879031365634e-06,1.6997601781353686e-13,2.244818561394045e-16,8.371854982496496e-08,4.201709557293838e-17,1.0627340849736287e-08,2.6931244247168272e-17,7.870214682624818e-19,7.901546449863888e-20,4.04157166547797e-17,1.0590263161198555e-17,6.98841312729914e-09,2.0433004333224086e-18,1.7352625639590238e-17,5.347487395283694e-19
2.9569091824620004e-07,0.11226411272898813,0.9,0.0,0.0,0.0,0.0,0.0999171116221351,3.268689797687919e-05,2.450977045332709e-06,6.8082525486044104e-06,1.2658098153574838e-05,8.617248622838172e-07,1.2565987003621348e-05,3.438883171848973e-06,5.457453664444885e-06,1.0861718887304935e-05,1.9658651452482088e-05,4.123751188400966e-06,1.2243288818918454e-05,1.1035336880587657e-08,8.177645148997044e-08,2.5812554799699847e-08,4.463314912735118e-09,2.786512032048502e-05,9.358054321687349e-06,4.7433280748420434e-05,1.3321921362563533e-05,8.283856105980193e-06,6.331830456932315e-10,8.742214549755627e-06,1.0124272255160462e-12,3.083944114506999e-08,3.7865352998728297e-13,3.896859267984047e-13,4.339928656576193e-13,2.6918315124035644e-13,9.79655798028456e-14,1.9690928067850842e-06,3.4088914404464037e-06,7.583937305572604e-14,3.3234109488088814e-06,1.0291591737869652e-13,1.3835037130539126e-13,2.066387908888459e-06,1.764539404816022e-13,2.292996092809268e-16,8.906260235730272e-08,4.304215537562758e-17,1.1461062423632763e-08,2.7476537192682064e-17,8.2673281883817465e-19,8.403874685965007e-20,4.2210551365090503e-17,1.1210947391512197e-17,7.528726576543057e-09,2.140176598711264e-18,1.8101701816294823e-17,5.677171554864798e-19
3.01131021192431e-07,0.11226454397673157,0.9,0.0,0.0,0.0,0.0,0.09991551246178351,3.340703132940666e-05,2.451065912416067e-06,6.880601505800239e-06,1.283981458061687e-05,8.617133831152741e-07,1.2756946321897618e-05,3.4418745534381498e-06,5.488788487009934e-06,1.1061784803932132e-05,2.0188058440431514e-05,4.1456869868023824e-06,1.24536360030117e-05,1.1035737004859288e-08,8.177942534422985e-08,2.5812210969939526e-08,4.463284602161785e-09,2.8393158796863185e-05,9.543770415764582e-06,4.881853999949098e-05,1.3601834883351445e-05,8.579010410646978e-06,6.337386301710437e-10,8.950617614196452e-06,1.0347117322056716e-12,3.142411126284929e-08,3.8408176095129577e-13,3.9637310280754397e-13,4.4057930482093294e-13,2.7876863130977127e-13,9.982005534135838e-14,2.0292880240868564e-06,3.546488439504467e-06,7.692810428716345e-14,3.438160828890247e-06,1.0646725887240352e-13,1.4072731576471457e-13,2.1436069770160304e-06,1.830442342754838e-13,2.341175089512832e-16,9.463026095311899e-08,4.406814541071336e-17,1.2341296714415314e-08,2.8021820726793504e-17,8.676978409888615e-19,8.928137533692089e-20,4.404678062626687e-17,1.1854300258866612e-17,8.09860489815977e-09,2.239461807586748e-18,1.886758694149431e-17,6.019584853423741e-19
3.0657112413866197e-07,0.11226497721676797,0.9,0.0,0.0,0.0,0.0,0.09991391075669895,3.4128905996736566e-05,2.451139548699462e-06,6.952492714630563e-06,1.3019893545008738e-05,8.617018727659343e-07,1.2946228664856714e-05,3.444603839156716e-06,5.518971538419323e-06,1.1261870419343536e-05,2.0722977131540414e-05,4.166793692594277e-06,1.2662758087722537e-05,1.1036068553308962e-08,8.178188980197128e-08,2.5811866198688323e-08,4.463254613055975e-09,2.8918450637658127e-05,9.729483473716509e-06,5.021621147783125e-05,1.3881755084325759e-05,8.878561636133548e-06,6.342460439154496e-10,9.159193678125666e-06,1.0570492405008555e-12,3.2005714202703485e-08,3.894607783937531e-13,4.030210041491077e-13,4.4710754737668615e-13,2.8849659014696557e-13,1.0166479973101272e-13,2.089712735018561e-06,3.686661267525054e-06,7.800702490162715e-14,3.554529027209745e-06,1.1006856698314491e-13,1.4309041650830256e-13,2.2221374410773803e-06,1.8974623706809247e-13,2.3893552201107073e-16,1.0042583742685922e-07,4.5094983918949045e-17,1.3269572351278182e-08,2.856709475215191e-17,9.09931956861979e-19,9.474856968543185e-20,4.592443911439525e-17,1.2520641942553492e-17,8.698992816589706e-09,2.3411579574058945e-18,1.9650292263627018e-17,6.374916819634208e-19
3.1201122708489293e-07,0.1122654124243265,0.9,0.0,0.0,0.0,0.0,0.09991230652048723,3.4852445066238026e-05,2.4512000693865537e-06,7.023951649036847e-06,1.319834975199178e-05,8.616903417711634e-07,1.313385588398756e-05,3.447093451427792e-06,5.548044189090939e-06,1.1461976316794253e-05,2.126337159359599e-05,4.1871025574819016e-06,1.2870654947436424e-05,1.1036341050618556e-08,8.178391560393998e-08,2.581152080341622e-08,4.463224995498871e-09,2.9440984495493072e-05,9.915193480348124e-06,5.1626134757149826e-05,1.4161680304176678e-05,9.18246928018112e-06,6.34709414724726e-10,9.36792754448609e-06,1.07943736255619e-12,3.258423739251847e-08,3.947910245076415e-13,4.0962962843959084e-13,4.535783507198617e-13,2.983657020430085e-13,1.0349977340995753e-13,2.150344412727743e-06,3.829396444091919e-06,7.907622300415443e-14,3.6725004245802407e-06,1.1371937013084884e-13,1.4543967211497035e-13,2.301971631252644e-06,1.9655928647927477e-13,2.4375362018797614e-16,1.0645360887573274e-07,4.6122596223078413e-17,1.424742994889051e-08,2.911235950511468e-17,9.534503892116317e-19,1.0044556227388577e-19,4.784355712524624e-17,1.3210283852019165e-17,9.330841855684502e-09,2.4452664568787708e-18,2.0449823023732702e-17,6.743354488023943e-19
3.174513300311239e-07,0.11226584957539645,0.9,0.0,0.0,0.0,0.0,0.09991069976680311,3.5577574271398726e-05,2.4512493000232337e-06,7.0950019886763014e-06,1.3375197775123215e-05,8.616787982633403e-07,1.3319850259003623e-05,3.4493639221929682e-06,5.5760463770571e-06,1.1662103071649625e-05,2.1809205976881876e-05,4.2066436550177895e-06,1.3077327121149222e-05,1.1036562715201412e-08,8.178556380379073e-08,2.5811175029014377e-08,4.4631957870905515e-09,2.99607506237551e-05,1.0100900422569527e-05,5.3048154549605634e-05,1.4441609106707178e-05,9.490693344906327e-06,6.351325223728062e-10,9.57680531676109e-06,1.1018737927053985e-12,3.3159670047058055e-08,4.000729375834641e-13,4.1619899446331813e-13,4.599924870307942e-13,3.083746577482689e-13,1.0532494247575697e-13,2.2111613373555933e-06,3.974680437413831e-06,8.013578591122703e-14,3.7920600300203463e-06,1.1741920073099743e-13,1.477750886780611e-13,2.383101878696845e-06,2.0348272023835484e-13,2.4857177852589067e-16,1.1271781714867504e-07,4.7150913926958075e-17,1.5276421582718357e-08,2.965761471925557e-17,9.982681540478814e-19,1.0637758789424036e-19,4.980416430930761e-17,1.392354103649504e-17,9.995110014645001e-09,2.551788716700917e-18,2.1266198127292327e-17,7.125082408107607e-19
3.2289143297735485e-07,0.11226628864668728,0.9,0.0,0.0,0.0,0.0,0.0999090905093431,3.6304221901814384e-05,2.4512888161241698e-06,7.165665716562398e-06,1.3550452057364995e-05,8.616672485113986e-07,1.3504234421662905e-05,3.4514340485012965e-06,5.603016654051187e-06,1.1862251251130564e-05,2.2360444524427284e-05,4.225445925017987e-06,1.3282775752298136e-05,1.1036740640256028e-08,8.17868870933825e-08,2.581082906402646e-08,4.463167015753628e-09,3.0477740730016556e-05,1.0286604288932384e-05,5.4482120477012574e-05,1.4721540250054738e-05,9.803194346423221e-06,6.355188271845514e-10,9.785814289208484e-06,1.1243563046419382e-12,3.373200300434018e-08,4.053069520117862e-13,4.2272914025625543e-13,4.663507406028647e-13,3.1852216479524876e-13,1.0714027816302065e-13,2.2721425731899475e-06,4.122499671798686e-06,8.118580015671909e-14,3.913192979724043e-06,1.2116759516542849e-13,1.500966791202528e-13,2.465520519500281e-06,2.105158765295822e-13,2.533899754985176e-16,1.1922266835556333e-07,4.817987449756459e-17,1.635811027660139e-08,3.0202860235962193e-17,1.0444000781266836e-18,1.1254989002793026e-19,5.180628236297283e-17,1.466072333564123e-17,1.0692761449584111e-08,2.6607258982851967e-18,2.2099424581430514e-17,7.520282839828789e-19
3.283315359235858e-07,0.11226672961559093,0.9,0.0,0.0,0.0,0.0,0.0999074787618388,3.7032318716059865e-05,2.4513199773808524e-06,7.235963212165887e-06,1.3724126912184208e-05,8.616556973377518e-07,1.3687031284970069e-05,3.4533210358333608e-06,5.628992230349073e-06,1.2062421414080393e-05,2.2917051581223584e-05,4.243537216303846e-06,1.3487002533586772e-05,1.1036880949308013e-08,8.1787930946134e-08,2.58104830539236e-08,4.463138701929077e-09,3.099194784340492e-05,1.047230506927106e-05,5.592788685377671e-05,1.5001472660122742e-05,1.0119933322735855e-05,6.358714963416302e-10,9.994942846143976e-06,1.1468827486832543e-12,3.4301228577613264e-08,4.1049349820298935e-13,4.2922012134989716e-13,4.726539053589021e-13,3.2880694776341474e-13,1.0894575631149651e-13,2.3332679459893673e-06,4.272840534445078e-06,8.222635149831084e-14,4.035884536040169e-06,1.2496409375564223e-13,1.524044625665547e-13,2.549219898288797e-06,2.1765809430516695e-13,2.582081930666741e-16,1.2597233241439832e-07,4.920942090825452e-17,1.7494069502324356e-08,3.0748096422956525e-17,1.0918607955529356e-18,1.1896772310762093e-19,5.384992828971282e-17,1.5422129165546772e-17,1.142476616059978e-08,2.77207861509465e-18,2.2949498862720495e-17,7.929135766233594e-19
3.3377163886981677e-07,0.11226717246014696,0.9,0.0,0.0,0.0,0.0,0.09990586453805075,3.776179785736468e-05,2.451343957186424e-06,7.305913340154735e-06,1.3896236524660474e-05,8.616441484402737e-07,1.3868263977468069e-05,3.4550406300481726e-06,5.654009018381732e-06,1.2262614110751903e-05,2.3478991602502367e-05,4.260944327832351e-06,1.3690009656408968e-05,1.1036988924414626e-08,8.178873460505729e-08,2.581013711015756e-08,4.463110860226609e-09,3.1503366194557635e-05,1.0658002754426526e-05,5.738531248082176e-05,1.528140540765271e-05,1.0440871840023696e-05,6.361934283510469e-10,1.020418036956014e-05,1.169451049211905e-12,3.4867340421317457e-08,4.156330027685101e-13,4.3567200915651274e-13,4.789027826652316e-13,3.392277484599352e-13,1.1074135701572229e-13,2.394518020535977e-06,4.425689381615744e-06,8.325752492500417e-14,4.160120086461659e-06,1.2880824072301982e-13,1.5469846378271768e-13,2.634192371493802e-06,2.2490871355150497e-13,2.6302641498954465e-16,1.329709426343051e-07,5.023950089712013e-17,1.8685882690916217e-08,3.129332301118281e-17,1.140664734706024e-18,1.256363386686235e-19,5.59351207535122e-17,1.6208062735343268e-17,1.21920996842474e-08,2.8858475848991986e-18,2.3816437145639606e-17,8.351818851319694e-19
3.3921174181604773e-07,0.11226761715900975,0.9,0.0,0.0,0.0,0.0,0.099904247851763,3.8492594772016486e-05,2.451361768110579e-06,7.375533534946932e-06,1.4066794952596144e-05,8.616326046414136e-07,1.4047955782339342e-05,3.4566072387876016e-06,5.67810167513655e-06,1.246282988261365e-05,2.4046229161161414e-05,4.2776930482756964e-06,1.3891799764503964e-05,1.103706912365382e-08,8.178933193500191e-08,2.5809791317406804e-08,4.463083500709059e-09,3.201199110692376e-05,1.0843697336032483e-05,5.885426044981298e-05,1.5561337688436542e-05,1.0765971997435903e-05,6.364872753347946e-10,1.0413517154417836e-05,1.1920592021202849e-12,3.5430333409741273e-08,4.207258885467961e-13,4.4208488949323877e-13,4.850981791893059e-13,3.4978332608539536e-13,1.1252706425126922e-13,2.455874078467055e-06,4.581032544251483e-06,8.427940466312612e-14,4.2858851426244e-06,1.3269958415981924e-13,1.5697871264607325e-13,2.720430310319604e-06,2.3226707554977815e-13,2.6784462712796327e-16,1.4022259533234252e-07,5.127006666200662e-17,1.9935142755407036e-08,3.1838539724492086e-17,1.1908261404169132e-18,1.3256099235523642e-19,5.806187042351728e-17,1.7018824970563883e-17,1.299574279130647e-08,3.002033400229828e-18,2.470024413867067e-17,8.788507668960853e-19
3.446518447622787e-07,0.1122680636914179,0.9,0.0,0.0,0.0,0.0,0.09990262871677826,3.9224647130417316e-05,2.451374283892321e-06,7.444839881245528e-06,1.423581612762594e-05,8.616210680819364e-07,1.4226130081049113e-05,3.4580340431228186e-06,5.701303643366123e-06,1.266306926217446e-05,2.461872895441713e-05,4.293808194108715e-06,1.4092375911502343e-05,1.1037125483188108e-08,8.178975215722429e-08,2.5809445740388266e-08,4.463056629937787e-09,3.251781889829769e-05,1.1029388806348039e-05,6.033459795704196e-05,1.5841268806233914e-05,1.10951964305042e-05,6.367554634410982e-10,1.062294433099425e-05,1.2147052723077576e-12,3.59902035271528e-08,4.2577257446231365e-13,4.4845886123259006e-13,4.912409048864261e-13,3.604724573606172e-13,1.1430286543127716e-13,2.5173180964280155e-06,4.7388563330787135e-06,8.529207418253657e-14,4.413165339315581e-06,1.3663767600653856e-13,1.5924524365901908e-13,2.807926103433504e-06,2.3973252311564164e-13,2.7266281810111547e-16,1.4773134948223694e-07,5.2301074719190975e-17,2.1243451624771457e-08,3.238374708170144e-17,1.2423590734273766e-18,1.397469502161715e-19,6.023018226735877e-17,1.785470162671883e-17,1.3836681189741977e-08,3.120635999069497e-18,2.560090700296231e-17,9.239375725487325e-19
3.5009194770850966e-07,0.1122685120371654,0.9,0.0,0.0,0.0,0.0,0.0999010071469131,3.995789475071823e-05,2.4513822584358333e-06,7.513847190720307e-06,1.4403313856324035e-05,8.616095403740918e-07,1.4402810301276219e-05,3.4593331001784735e-06,5.723647191624208e-06,1.2863332772825118e-05,2.519645580975437e-05,4.3093136462604534e-06,1.4291741522047647e-05,1.1037161396380608e-08,8.179002048525037e-08,2.5809100427873593e-08,4.463030251746153e-09,3.3020846791590114e-05,1.1215077158126551e-05,6.18261961263866e-05,1.612119815802303e-05,1.1428508313277972e-05,6.370002119628986e-10,1.0832453793717754e-05,1.2373873913867668e-12,3.654694776817772e-08,4.3077347573902785e-13,4.547940350596338e-13,4.973317713126516e-13,3.7129393656502376e-13,1.1606875117710314e-13,2.57883272458244e-06,4.899147043258283e-06,8.629561620448749e-14,4.541946433491331e-06,1.406220720107514e-13,1.6149809552304663e-13,2.8966721594019972e-06,2.473044007896482e-13,2.7748097730862244e-16,1.5550122639327563e-07,5.333248517877871e-17,2.2612419788787384e-08,3.292894483448309e-17,1.2952773891644698e-18,1.471994702573092e-19,6.2440065660874e-17,1.871598635583451e-17,1.4715905232766065e-08,3.241655507024971e-18,2.6518439734487715e-17,9.704594346890814e-19
3.609721536009716e-07,0.11226941409047808,0.9,0.0,0.0,0.0,0.0,0.09989775675785448,4.142774535373212e-05,2.4513870908242443e-06,7.651018006250855e-06,1.4733793582318651e-05,8.615865159409333e-07,1.4751782173242126e-05,3.461591120149713e-06,5.765882460779164e-06,1.3263934234573386e-05,2.636745069780668e-05,4.338586522470498e-06,1.4686856484367927e-05,1.1037183169377498e-08,8.179018530496938e-08,2.5808410728815745e-08,4.4629789779599355e-09,3.401849584211743e-05,1.1586444479024408e-05,6.484267760191922e-05,1.668104954722046e-05,1.2107249818666963e-05,6.374273319489298e-10,1.1251690603930499e-05,1.2828526225885672e-12,3.7651051138883126e-08,4.406395668735059e-13,4.673484843157014e-13,5.093611708289589e-13,3.9332920380201693e-13,1.1957075330573737e-13,2.702007654545831e-06,5.227074354575887e-06,8.827564493332616e-14,4.803954947158434e-06,1.4872801835229918e-13,1.6596293527509843e-13,3.077884806146135e-06,2.627648343619498e-13,2.871171650262731e-16,1.7184024376155924e-07,5.5396370653450106e-17,2.553881613443062e-08,3.4019310880365156e-17,1.4053247030416017e-18,1.629252356470322e-19,6.698454635713722e-17,2.0515933709909904e-17,1.6593193188159678e-08,3.490945083272926e-18,2.8404107201396336e-17,1.0678759073420248e-18
3.707643389041873e-07,0.11227023194782888,0.9,0.0,0.0,0.0,0.0,0.09989482321916712,4.275413636403811e-05,2.4513815514416926e-06,7.773574063225728e-06,1.5026151135145897e-05,8.615658332404415e-07,1.5060981467410392e-05,3.4632875554803352e-06,5.801259433499405e-06,1.3624563137766852e-05,2.7438872641277083e-05,4.363068595177881e-06,1.5038360674434047e-05,1.1037158243616715e-08,8.179000287475597e-08,2.58077911753627e-08,4.46293451773586e-09,3.490679230930697e-05,1.1920664336708689e-05,6.759480414125367e-05,1.7184905202891075e-05,1.2731737849722565e-05,6.37750186502562e-10,1.162921729446679e-05,1.3238771599750752e-12,3.8634041199317186e-08,4.4936655533023616e-13,4.785161140352524e-13,5.200183890367463e-13,4.1360183857023704e-13,1.2268860625287755e-13,2.8129455779974023e-06,5.530508141760954e-06,9.002726949661286e-14,5.044755259764089e-06,1.5617735050942462e-13,1.6993496894678034e-13,3.245176410693956e-06,2.77036681766621e-13,2.9578954685552135e-16,1.874779601212101e-07,5.725491011673126e-17,2.8396343860218992e-08,3.500060724245664e-17,1.509240595170976e-18,1.7804283131301514e-19,7.121673561571745e-17,2.2225629535505135e-17,1.8423709550866623e-08,3.723568919194972e-18,3.015887075436854e-17,1.1606265819652415e-18
