Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219)
5.765270406319522e-10,0.11224538949555538,0.9,0.0,0.0,0.0,0.0,0.09999984502647508,3.977104757520064e-08,3.812705812840217e-08,2.7367978488715905e-08,2.746478112742971e-08,2.2848011612555097e-08,2.3778884226681892e-08,2.3714217482872178e-08,2.3710174970946434e-08,2.117875116762316e-08,2.119864114464311e-08,1.9136630851972647e-08,1.9208268267226102e-08,1.7166000354966704e-10,1.0813198405330797e-09,5.549830071196849e-10,1.0042098033540102e-10,4.997137758151305e-10,1.9498217629841908e-10,3.76234144119193e-10,2.3216343706664844e-10,2.944900510353213e-11,4.259577709051008e-12,7.25453606197122e-11,1.2330531344824025e-15,2.0741764675540972e-13,8.223838866907115e-16,6.119688150559725e-16,8.220557630587419e-16,9.578614043647913e-19,3.88714506429872e-18,3.9524756893921324e-13,8.27135041079086e-14,1.6455066211797748e-16,1.3131885287635923e-11,4.0704555638857654e-19,2.1705160948418836e-16,6.362075584307988e-12,5.437638798029239e-19,3.995807028716626e-21,3.7195854699485765e-16,3.57017325776209e-22,4.814704283442069e-19,5.723965191874371e-22,1.0848885548706714e-24,3.5813697343883307e-28,8.951729321395788e-25,6.9464389282913755e-28,8.197199189321564e-20,2.1615277927273278e-26,4.589719574243402e-25,1.6750747085286993e-29
6.05677112145964e-10,0.11224539038580292,0.9,0.0,0.0,0.0,0.0,0.09999983719075788,4.178621279381972e-08,4.002975409412677e-08,2.8748785240937965e-08,2.8855571041784743e-08,2.398052442195682e-08,2.4982572143661472e-08,2.4911229549520153e-08,2.4906781252036006e-08,2.224957932158356e-08,2.2271521235404282e-08,2.0102138696891654e-08,2.0181197812482523e-08,1.8022674995519587e-10,1.1448913354067932e-09,5.889320339381141e-10,1.0630459280836033e-10,5.543597260303987e-10,2.180336161261039e-10,4.1512861039422255e-10,2.560819513960977e-10,3.2503471459301584e-11,4.479956663352885e-12,8.025002276211295e-11,1.295531818009047e-15,2.3810279106043866e-13,8.640292053518475e-16,6.429664902503451e-16,8.63668951730295e-16,1.0572129839134732e-18,4.079689719281705e-18,4.248301307196872e-13,9.652198983287199e-14,1.728834003952594e-16,1.4494117391997425e-11,4.492709847527125e-19,2.2804580830981073e-16,7.0221052739398145e-12,6.001789389596321e-19,4.4074729236452386e-21,4.109249455738113e-16,3.949342439329014e-22,5.584183074866725e-19,6.400670505951759e-22,1.1975481085518811e-24,4.152941839266071e-28,1.0374301546351229e-24,8.458397067992957e-28,9.515303709932538e-20,2.508772713035769e-26,5.392880926942246e-25,2.044970643148567e-29
6.348271836599759e-10,0.11224539127659681,0.9,0.0,0.0,0.0,0.0,0.0999998293550372,4.38017895935748e-08,4.193093356567623e-08,3.012930757237553e-08,3.024656266776069e-08,2.511147453751636e-08,2.618639349037892e-08,2.610804571627611e-08,2.6103174492225184e-08,2.3320407354582723e-08,2.334450257045758e-08,2.106744769489685e-08,2.1154293673379066e-08,1.88786668442387e-10,1.208430191701353e-09,6.228695976205445e-10,1.1218175712416208e-10,6.118657323145652e-10,2.4239647668831815e-10,4.5592849832779513e-10,2.8116459847229456e-10,3.570874666680871e-11,4.700299569188258e-12,8.834321935559782e-11,1.3580232515343882e-15,2.713506425754295e-13,9.056805568109375e-16,6.739694589344866e-16,9.052867460704079e-16,1.161469941406983e-18,4.282298577186089e-18,4.558782453503874e-13,1.1180035020665799e-13,1.8121734720168315e-16,1.592363304573645e-11,4.93582045231093e-19,2.390418865160057e-16,7.714744066232972e-12,6.593813299439306e-19,4.839174945328712e-21,4.518943105398374e-16,4.3476327028749395e-22,6.431824922319736e-19,7.115874409603614e-22,1.3157899235777937e-24,4.7823446223682205e-28,1.1939860798571874e-24,1.0201075155125877e-27,1.096940492018025e-19,2.898415119578563e-26,6.284181278059039e-25,2.4734068465999997e-29
6.639772551739878e-10,0.11224539216793673,0.9,0.0,0.0,0.0,0.0,0.09999982151931304,4.581777790114729e-08,4.3830602815751864e-08,3.150954554190503e-08,3.163775562533063e-08,2.624087239719094e-08,2.73903481915551e-08,2.7304665767735537e-08,2.7299354723878296e-08,2.439123526662024e-08,2.441758524005326e-08,2.203255788692974e-08,2.2127555811761455e-08,1.9733978726109354e-10,1.2719313463044258e-09,6.567875748925676e-10,1.1805202009767227e-10,6.722291893560178e-10,2.680692667673191e-10,4.9863293767604e-10,3.0741045207929824e-10,3.9064847437306155e-11,4.920606342911903e-12,9.68248868494498e-11,1.4205274327793346e-15,3.072106213188635e-13,9.4733792969182e-16,7.049777198980766e-16,9.469091434833011e-16,1.2706328191091576e-18,4.494962468035642e-18,4.884665381982868e-13,1.2862351942942855e-13,1.8955250026067971e-16,1.742044195668775e-11,5.399790381901485e-19,2.5003984367434537e-16,8.439997530496329e-12,7.213715280493839e-19,5.290897154228484e-21,4.948784088285603e-16,4.7650409330531535e-22,7.36147255090016e-19,7.86953313650665e-22,1.439616493327511e-24,5.472375462795413e-28,1.365524188132376e-24,1.2200297536558927e-27,1.2566606790852658e-19,3.325706383452902e-26,7.269220469508947e-25,2.965815833025051e-29
6.931273266879997e-10,0.11224539305982226,0.9,0.0,0.0,0.0,0.0,0.09999981368358517,4.783417764322923e-08,4.572876660855581e-08,3.2889499208406145e-08,3.30291495367319e-08,2.7368726427306778e-08,2.859443617193245e-08,2.8501089489731e-08,2.8495321979356988e-08,2.5462063057695692e-08,2.5490769334352696e-08,2.2997469313923405e-08,2.3100984189440955e-08,2.0588612786873956e-10,1.3353912468482914e-09,6.90679794967556e-10,1.239150714395105e-10,7.354474134285032e-10,2.9505040914680414e-10,5.432410615875783e-10,3.348185894035939e-10,4.257179047261551e-11,5.140876986396901e-12,1.0569496155068168e-10,1.4830443594648351e-15,3.4572789222967104e-13,9.890013126870737e-16,7.359912719309079e-16,9.885361413753879e-16,1.3847021589706784e-18,4.717671945964712e-18,5.226695500207942e-13,1.4706636245891743e-13,1.9788885730930267e-16,1.8984553814355465e-11,5.884622634254969e-19,2.6103967935647484e-16,9.197871234760288e-12,7.861500084547804e-19,5.762623669069105e-21,5.398895596327687e-16,5.20156400588701e-22,8.376979977609825e-19,8.661600393987427e-22,1.569030311650364e-24,6.225833229206834e-28,1.5527279079362124e-24,1.4483469886015373e-27,1.4314092533600934e-19,3.784726704787123e-26,8.35375617143224e-25,3.52783949251838e-29
7.222773982020116e-10,0.11224539395225305,0.9,0.0,0.0,0.0,0.0,0.09999980584785352,4.985098874652321e-08,4.762542866600988e-08,3.426916863076173e-08,3.442074402603553e-08,2.8495043534950003e-08,2.9798657356274936e-08,2.969731666906689e-08,2.9691076291020164e-08,2.653289072780863e-08,2.6564054943426656e-08,2.3962182016802488e-08,2.407457876819463e-08,2.1442570701659207e-10,1.398807384512894e-09,7.245415642108052e-10,1.2977069859867803e-10,8.015176698372889e-10,3.2333826914488864e-10,5.897520058941324e-10,3.633880902047897e-10,4.6229592465129864e-11,5.36111149249124e-12,1.1495337970461595e-10,1.5455740293179695e-15,3.869437050812196e-13,1.030670694525409e-15,7.670101137971774e-16,1.0301677371244176e-15,1.503678502758115e-18,4.950417384728951e-18,5.585617351604705e-13,1.6720367318768303e-13,2.0622641609450011e-16,2.0615978290014115e-11,6.390320202168448e-19,2.720413931242795e-16,9.98837074577561e-12,8.537172463459082e-19,6.254338658366688e-21,5.869406338478372e-16,5.657198824980047e-22,9.482213015566122e-19,9.492028234768217e-22,1.704033880524695e-24,7.045509634141324e-28,1.7562728374575305e-24,1.7068834907861285e-27,1.6219128248106462e-19,4.292151331290665e-26,9.540319789665396e-25,4.1666682708097e-29
7.514274697160235e-10,0.11224539484522866,0.9,0.0,0.0,0.0,0.0,0.09999979801211802,5.1868211137742436e-08,4.9520591983449915e-08,3.564855386785787e-08,3.5812538718822556e-08,2.9619829477460563e-08,3.1003011669368094e-08,3.0893347093336756e-08,3.0886617691224047e-08,2.7603718276958594e-08,2.7637442157254244e-08,2.4926696036483193e-08,2.5048339509765414e-08,2.2295853819506599e-10,1.462177977637129e-09,7.583693083620806e-10,1.356187562436959e-10,8.704371912074207e-10,3.529311737399392e-10,6.381649085981979e-10,3.931180362538197e-10,5.003827009781655e-11,5.581309800693181e-12,1.2460007753277757e-10,1.6081164400610423e-15,4.3089570930521023e-13,1.072346063997298e-15,7.980342442815751e-16,1.0718039281347882e-15,1.6275623918228865e-18,5.193189043981406e-18,5.962174604116937e-13,1.8911017329193539e-13,2.1456517437322759e-16,2.231472503679069e-11,6.916886072377652e-19,2.830449845475135e-16,1.0811501629012307e-11,9.240737166957687e-19,6.766026320398371e-21,6.360450535275947e-16,6.131942265793918e-22,1.0681049777460068e-18,1.0360767557476463e-21,1.8446296963766473e-24,7.934204674673549e-28,1.9768406473404654e-24,1.998467914031425e-27,1.8289066563918973e-19,4.844800790651116e-26,1.0834265362641441e-24,4.8886492178162994e-29
7.805775412300354e-10,0.11224539573874873,0.9,0.0,0.0,0.0,0.0,0.09999979017637846,5.388584474361067e-08,5.141425903146782e-08,3.7027654978583816e-08,3.7204533241948133e-08,3.074308913146844e-08,3.2207499036018986e-08,3.2089180550793796e-08,3.208194621232213e-08,2.86745457051451e-08,2.871093106572233e-08,2.589101141387333e-08,2.6022266375862286e-08,2.314846325359976e-10,1.5255017694546245e-09,7.921603111221002e-10,1.414591468698862e-10,9.422031887946085e-10,3.838274235764924e-10,6.88478909516388e-10,4.2400751097359007e-10,5.399784004422002e-11,5.801471851697739e-12,1.3463499118684715e-10,1.6706715894146355e-15,4.776182442710873e-13,1.1140274099380006e-15,8.290636621763622e-16,1.113444711822023e-15,1.7563543671661866e-18,5.445977108539543e-18,6.357110043916656e-13,2.1286051158442976e-13,2.22905129910461e-16,2.4080803689731126e-11,7.464323225837725e-19,2.940504531988555e-16,1.1667269448658538e-11,9.972198943267233e-19,7.297670879906438e-21,6.872167913538402e-16,6.625791189438703e-22,1.1977381178304943e-18,1.1267768476086309e-21,1.9908202538939057e-24,8.894722326685014e-28,2.2151151976211128e-24,2.3263966089223423e-27,2.0531350277351903e-19,5.431478160384338e-26,1.224208118477645e-24,5.6999528927793e-29
8.097276127440473e-10,0.1122453966328129,0.9,0.0,0.0,0.0,0.0,0.09999978234063484,5.590388949086226e-08,5.330643189844452e-08,3.8406472021831955e-08,3.859672722336268e-08,3.186482669664617e-08,3.341211938105623e-08,3.3284816830260435e-08,3.32770618866652e-08,2.9745373012367643e-08,2.978452175862517e-08,2.6855128189872258e-08,2.6996359328160354e-08,2.400039994322805e-10,1.588777885280537e-09,8.259125158071386e-10,1.4729180725329002e-10,1.0168128602558675e-09,4.16025301283071e-10,7.406931500152486e-10,4.560555991850831e-10,5.810831896846451e-11,6.021597618519175e-12,1.4505805672245128e-10,1.733239475107853e-15,5.271426067517157e-13,1.1557147211890378e-15,8.600983662380927e-16,1.1550900855608343e-15,1.8900549696561345e-18,5.708771713925194e-18,6.771165571629762e-13,2.385292636188006e-13,2.312462804761955e-16,2.591422386585657e-11,8.032634638611975e-19,3.050577986373578e-16,1.2555679767619497e-11,1.0731562541158492e-18,7.8492565934843e-21,7.404703701127686e-16,7.138742495603927e-22,1.3375111437435685e-18,1.221298062148604e-21,2.1426080589052184e-24,9.9298560066169e-28,2.4717694560095337e-24,2.692626453215093e-27,2.2953515983193714e-19,6.072934611205977e-26,1.3765697771439496e-24,6.608825344971519e-29
8.388776842580591e-10,0.11224539752742071,0.9,0.0,0.0,0.0,0.0,0.09999977450488698,5.792234530624214e-08,5.519711240090255e-08,3.978500505649783e-08,3.9989120291971615e-08,3.298504585515601e-08,3.461687262933002e-08,3.4480255721066555e-08,3.4471964746601324e-08,3.0816200198625706e-08,3.08582143256642e-08,2.781904640537094e-08,2.797061832830094e-08,2.4851664706473125e-10,1.6520057218950424e-09,8.596243700628305e-10,1.5311669807158778e-10,1.0942633955914127e-09,4.4952307783038863e-10,7.948067728050122e-10,4.892613869105713e-10,6.236972352525664e-11,6.241687075548972e-12,1.5586921012558656e-10,1.795820094864538e-15,5.794972971423445e-13,1.1974079866386686e-15,8.911383552459024e-16,1.1967400467550765e-15,2.028664739735547e-18,5.981562969703595e-18,7.205082199823562e-13,2.6619093142004553e-13,2.3958862384720193e-16,2.781499516421261e-11,8.62182328071385e-19,3.1606702043073928e-16,1.3476738147516242e-11,1.1518832707176474e-18,8.420767733066463e-21,7.958208621786846e-16,7.67079305092304e-22,1.4878158579792579e-18,1.3196353250934026e-21,2.299995611053033e-24,1.1042408127531458e-27,2.747483099001317e-24,3.1002063938494584e-27,2.556319770146334e-19,6.768106991242879e-26,1.5410146880055847e-24,7.62255875853722e-29
8.68027755772071e-10,0.11224539842257182,0.9,0.0,0.0,0.0,0.0,0.09999976666913485,5.994121211650583e-08,5.7086302167783584e-08,4.11632541414801e-08,4.138171207752538e-08,3.410374989663378e-08,3.5821758705712035e-08,3.567549701300188e-08,3.5666654824475884e-08,3.188702726391875e-08,3.193200885644796e-08,2.8782766101251875e-08,2.894504333789167e-08,2.570225827792841e-10,1.7151848630895814e-09,8.932947040531371e-10,1.5893379604728612e-10,1.1745519815796707e-09,4.843190173253702e-10,8.50818921779087e-10,5.236239612232429e-10,6.678207035988799e-11,6.4617401776063984e-12,1.670683873305506e-10,1.858413446404326e-15,6.34708246192856e-13,1.2391071952151283e-15,9.221836279969988e-16,1.238394592832318e-15,2.1721842174446525e-18,6.2643409749031405e-18,7.659600051503626e-13,2.95919943315916e-13,2.479321578061674e-16,2.978312716591314e-11,9.231892116211322e-19,3.2707811815365954e-16,1.4430450148684573e-11,1.233401418585655e-18,9.01218858434945e-21,8.53283889002196e-16,8.221939695463697e-22,1.6490454936476675e-18,1.4217835394727898e-21,2.4629854051251645e-24,1.2235188594921269e-27,3.0429411570576627e-24,3.55308995126361e-27,2.8368130499083815e-19,7.498252388890875e-26,1.71829716082491e-24,8.747724291239162e-29
8.971778272860829e-10,0.11224539931826583,0.9,0.0,0.0,0.0,0.0,0.09999975883337826,6.196048984841942e-08,5.897400269804198e-08,4.254121933568052e-08,4.27745022105359e-08,3.522094181278501e-08,3.702677753509553e-08,3.6870540496278416e-08,3.6861132152631516e-08,3.295785420824621e-08,3.300590544049196e-08,2.9746287318389196e-08,2.991963431850655e-08,2.6552181331199253e-10,1.7783150219858117e-09,9.269226380592496e-10,1.647430886457427e-10,1.257675804641364e-09,5.204113802014995e-10,9.087287418960604e-10,5.591424101443203e-10,7.134537610823773e-11,6.681756877496582e-12,1.7865552420519162e-10,1.921019527458487e-15,6.927990237028932e-13,1.28081233583283e-15,9.532341832397296e-16,1.280053721163527e-15,2.3206139427568537e-18,6.557095825302208e-18,8.135458359675583e-13,3.277906538747658e-13,2.5627688013821116e-16,3.181862943417955e-11,9.862844104586485e-19,3.3809109136212074e-16,1.5416821330173898e-11,1.3177111722899615e-18,9.623503460111286e-21,9.128756206027565e-16,8.792179325870154e-22,1.821594764458315e-18,1.5277376038628855e-21,2.63157995097726e-24,1.3510992319152365e-27,3.3588137819268695e-24,4.053340146440111e-27,3.137615410650298e-19,8.288766521756963e-26,1.9085422081613985e-24,9.993655395205964e-29
9.263278988000948e-10,0.1122454002145023,0.9,0.0,0.0,0.0,0.0,0.09999975099761718,6.398017842875956e-08,6.086021539700101e-08,4.391890069800393e-08,4.416749032221477e-08,3.6336624367300415e-08,3.823192904239529e-08,3.806538596150621e-08,3.805539676340815e-08,3.402868103160753e-08,3.407990416721888e-08,3.070961009764857e-08,3.0894391231686005e-08,2.740143449893399e-10,1.8413960045663069e-09,9.605075139814927e-10,1.7054457079727783e-10,1.3436320524929508e-09,5.57798425141233e-10,9.685353790959194e-10,5.958158225777995e-10,7.605965739677534e-11,6.901737139994428e-12,1.9063055653917801e-10,1.9836383357530615e-15,7.537910304852e-13,1.3225233974451854e-15,9.842900197449041e-16,1.321717429148657e-15,2.4739544552211465e-18,6.859817622223729e-18,8.633395467734327e-13,3.6187734392613045e-13,2.6462278863369433e-16,3.392151151437593e-11,1.0514682199310744e-18,3.491059396207466e-16,1.6435857249746105e-11,1.4048130061790485e-18,1.0254696682998985e-20,9.746127750648035e-16,9.381508805364718e-22,2.005859914631154e-18,1.6374924085651658e-21,2.805781752289379e-24,1.4872623191555282e-27,3.695777813112227e-24,4.6041088102842254e-27,3.459521652925945e-19,9.143272352421808e-26,2.1121842258255176e-24,1.136873394758709e-28
9.846280418281187e-10,0.1122454020086012,0.9,0.0,0.0,0.0,0.0,0.09999973532608115,6.802078784187918e-08,6.462818257700684e-08,4.667341216265436e-08,4.6954059009680886e-08,3.8563471576556296e-08,4.0642629790510405e-08,4.045448200218141e-08,4.0443287962170615e-08,3.6170334315429285e-08,3.622820840594808e-08,3.263566050595422e-08,3.2844402701733076e-08,2.909793355656575e-10,1.967410005933026e-09,1.0275463016411653e-09,1.821241102318984e-10,1.5240305847418305e-09,6.36449593187149e-10,1.0938356930960695e-09,6.726238977901014e-10,8.594121305325934e-11,7.341588200025037e-12,2.157440504145557e-10,2.108914124952302e-15,8.845544990481921e-13,1.40596323961987e-15,1.0464175316920554e-15,1.4050585737700744e-15,2.795369997911655e-18,7.495122503720046e-18,9.69845501457022e-13,4.3699541757369665e-13,2.8131815529912456e-16,3.83294532029168e-11,1.18810284926251e-18,3.7114125957245876e-16,1.857194552774241e-11,1.5873948110129988e-18,1.157665551673756e-20,1.1045929622399123e-15,1.0617424658609791e-21,2.4111307812760044e-18,1.86838378251335e-21,3.17101711895353e-24,1.786461124842767e-27,4.4357068956999895e-24,5.873317647292387e-27,4.1698812839964995e-19,1.0992768011576736e-25,2.5623334710248435e-24,1.4537518432917804e-28
9.999999999999999e-10,0.11224540380486535,0.9,0.0,0.0,0.0,0.0,0.099999731193975,6.908644617554521e-08,6.562069056684131e-08,4.739950324328247e-08,4.768892295242093e-08,3.914962116942837e-08,4.1278345869074394e-08,4.108428098935383e-08,4.1072759877189245e-08,3.6735022466917064e-08,3.679471850594884e-08,3.3143368710739787e-08,3.335867138006114e-08,2.9544802860647e-10,2.000603115675341e-09,1.0451930358274827e-09,1.8517208004307458e-10,1.5734789215803242e-09,6.580473322956309e-10,1.1281361184551483e-09,6.936439550980385e-10,8.86473110578372e-11,7.457539079632447e-12,2.2262408672315104e-10,2.1419539825698032e-15,9.209962262705357e-13,1.4279676920296883e-15,1.0628021668650378e-15,1.427036122897533e-15,2.883390769935046e-18,7.66925816710351e-18,9.995223316639466e-13,4.58402416148714e-13,2.857209977735798e-16,3.9536608697662876e-11,1.225521510832011e-18,3.7695254583959815e-16,1.9156942908386398e-11,1.6373974121204562e-18,1.1938435872564093e-20,1.140324000471096e-15,1.0956013574674857e-21,2.526462829149103e-18,1.931786946139278e-21,3.2710592282853352e-24,1.8715398949580683e-27,4.64599540676461e-24,6.248126312185935e-27,4.372607352558525e-19,1.1508998242380743e-25,2.6909626743202353e-24,1.547279076186586e-28
1.0429281848561425e-09,0.11224540380486535,0.9,0.0,0.0,0.0,0.0,0.099999719654526,7.206303977028958e-08,6.839021389608089e-08,4.942678900673097e-08,4.97414152020679e-08,4.0784310802678394e-08,4.305386034980633e-08,4.284278346740106e-08,4.2830328679428406e-08,3.831198711537902e-08,3.8376922286162274e-08,3.456091765292606e-08,3.479507743968781e-08,3.079176003673784e-10,2.0932263524857554e-09,1.0944085374421289e-09,1.936724520745275e-10,1.7157251390358791e-09,7.202585965874781e-10,1.2267130488933152e-09,7.540409142719657e-10,9.642687015300237e-11,7.78129308050917e-12,2.424083539143089e-10,2.2342407958192688e-15,1.0271328263614392e-12,1.4894266337317046e-15,1.1085661539736666e-15,1.4884180058991506e-15,3.1364351558334167e-18,8.17017663713738e-18,1.0860667679865717e-12,5.218669387132798e-13,2.9801824019949196e-16,4.3007028238496804e-11,1.3330954513757127e-18,3.9318407451440816e-16,2.0838759418975785e-11,1.7811506257092078e-18,1.2977939947386e-20,1.2433691375265478e-15,1.1929662106488962e-21,2.8680605495267563e-18,2.1144168015924944e-21,3.558711554483104e-24,2.123360157539068e-27,5.2681313449712105e-24,7.387594983941268e-27,4.974480589288664e-19,1.308539029205837e-25,3.0720705325700545e-24,1.8327179711927417e-28
1.1012283278841662e-09,0.11224540560329166,0.9,0.0,0.0,0.0,0.0,0.09999970398295104,7.6106933628585e-08,7.214631913192392e-08,5.217903170158144e-08,5.2529555970602086e-08,4.299916003626653e-08,4.54656201203765e-08,4.52302886952708e-08,4.521651917380321e-08,4.045363943145146e-08,4.052604651990863e-08,3.648538186518681e-08,3.674641513667226e-08,3.248291834219494e-10,2.2188449256861497e-09,1.1610929193909032e-09,2.0518966060251397e-10,1.918693337859851e-09,8.092115351948157e-10,1.3671606445345617e-09,8.400596115906488e-10,1.0751676136928087e-10,8.2208514500143e-12,2.706229509614203e-10,2.359618330168469e-15,1.181635426553463e-12,1.5729134920711053e-15,1.1707358767417145e-15,1.571795704790822e-15,3.497154234237688e-18,8.884901259065888e-18,1.2125908280672722e-12,6.170835071040077e-13,3.147230257877614e-16,4.795431234428265e-11,1.4864483691634573e-18,4.152343809590862e-16,2.3236343339076698e-11,1.9860842409623077e-18,1.4458425038110165e-20,1.3910947251098485e-15,1.3318195905954344e-21,3.37987934586462e-18,2.375550674010361e-21,3.968885111482061e-24,2.5002071422352226e-27,6.198457474967558e-24,9.176913272514427e-27,5.880104485816792e-19,1.5428204818974004e-25,3.645159732508896e-24,2.281344123577684e-28
1.15952847091219e-09,0.11224540740387694,0.9,0.0,0.0,0.0,0.0,0.09999968831135554,8.01524688315289e-08,7.589650784464289e-08,5.493014071860086e-08,5.5318478395109615e-08,4.520803650339499e-08,4.787790850265874e-08,4.761699602948947e-08,4.76018597038732e-08,4.2595291263641025e-08,4.267558181775939e-08,3.840905346922469e-08,3.869841548327775e-08,3.4171412777339186e-10,2.3442658098127163e-09,1.2275988574334013e-09,2.1667581212004496e-10,2.132912868381757e-09,9.032945411039475e-10,1.515171690397934e-09,9.306727411061462e-10,1.1921101922507804e-10,8.660262993480005e-12,3.003873243883248e-10,2.4850467098213642e-15,1.3481511369561648e-12,1.6564237271805897e-15,1.2329266901241498e-15,1.6551916497034379e-15,3.877531533517558e-18,9.639217833448748e-18,1.350003750698948e-12,7.232355515461218e-13,3.3143249456809514e-16,5.3171380960574425e-11,1.648163936762074e-18,4.3729217541026156e-16,2.5764741682964797e-11,2.2021994457234777e-18,1.6017986056585915e-20,1.5479318690710573e-15,1.4783000769151748e-21,3.9498467004559855e-18,2.6517447034995708e-21,4.401557858187792e-24,2.9192512452070056e-27,7.232082450419009e-24,1.12726043388012e-26,6.893746705976163e-19,1.803521149633541e-25,4.2852573225710584e-24,2.8076817483142744e-28
1.2178286139402138e-09,0.11224540920661817,0.9,0.0,0.0,0.0,0.0,0.09999967263973891,8.419964479405395e-08,7.964078943002426e-08,5.768011652923128e-08,5.81081795638417e-08,4.741095684609448e-08,5.029072489743522e-08,5.000290381930728e-08,4.998635052817296e-08,4.47369426119418e-08,4.4825528888815126e-08,4.0331932791393436e-08,4.065107816956627e-08,3.585724757254491e-10,2.469489238589411e-09,1.293926295129839e-09,2.2813099142663937e-10,2.3583614815403655e-09,1.0024937802007098e-09,1.6707394089830549e-09,1.0258730658626627e-09,1.3150977609314906e-10,9.09952741993777e-12,3.317009559331222e-10,2.610525916604809e-15,1.5267505645076308e-12,1.7399572518545985e-15,1.2951385842315123e-15,1.7386058199065857e-15,4.2775713491771885e-18,1.0433048048659365e-17,1.4988901952712465e-12,8.409123325287151e-13,3.4814662909511305e-16,5.865830924542699e-11,1.818244479557469e-18,4.593574543655081e-16,2.8423998824821634e-11,2.4295000271714207e-18,1.7656498471523734e-20,1.7140514212988499e-15,1.6324051354296172e-21,4.581252761911823e-18,2.9429582929194892e-21,4.856749876322544e-24,3.382743312547256e-27,8.374396395337902e-24,1.3707645848406152e-26,8.022618591137415e-19,2.092076478170563e-25,4.996004114942863e-24,3.4202242250693357e-28
1.2761287569682375e-09,0.11224541101151217,0.9,0.0,0.0,0.0,0.0,0.09999965696810044,8.8248460931262e-08,8.337917321973325e-08,6.042895960496106e-08,6.089865657319832e-08,4.960793741034155e-08,5.2704068705832405e-08,5.238801041945806e-08,5.236999190519359e-08,4.6878593476347644e-08,4.697588844070927e-08,4.225402015791241e-08,4.2604402885072626e-08,3.754042692931181e-10,2.5945154947995416e-09,1.360075425648691e-09,2.395552844518152e-10,2.595016992282962e-09,1.106795455819338e-09,1.8338570345704658e-09,1.1256533603905854e-09,1.4441316419611497e-10,9.538644430043311e-12,3.645633262711092e-10,2.7360559323509385e-15,1.7174893351844402e-12,1.8235139791315785e-15,1.3573715491574801e-15,1.8220381946816976e-15,4.697277971832431e-18,1.1266313818350849e-17,1.6598334158808186e-12,9.70701945902763e-13,3.648654119722505e-16,6.441517207554911e-11,1.9966923142120446e-18,4.814302143164143e-16,3.1214159118051396e-11,2.667989770704222e-18,1.937383794922387e-20,1.8896329240674447e-15,1.7941322267019836e-21,5.2774200460340455e-18,3.249150954971344e-21,5.334481261026826e-24,3.892935874867321e-27,9.630782482265558e-24,1.6516669374487428e-26,9.27416175115704e-19,2.4099418065838304e-25,5.781028304992204e-24,4.1279059188582025e-28
1.3344288999962613e-09,0.11224541281855589,0.9,0.0,0.0,0.0,0.0,0.09999964129643958,9.229891665842415e-08,8.711166853210833e-08,6.317667041732419e-08,6.368990652755811e-08,5.1798994413611744e-08,5.511793932932092e-08,5.4772314190116204e-08,5.475278409338259e-08,4.902024385685208e-08,4.912666117961245e-08,4.417531589486664e-08,4.455838931880638e-08,3.922095504318618e-10,2.719344859408522e-09,1.4260465262599195e-09,2.5094877497629773e-10,2.8428572781628436e-09,1.2161858101440693e-09,2.0045178130168646e-09,1.2300064105967776e-09,1.5792131560655458e-10,9.977613718293393e-12,3.9897391501676063e-10,2.861636738896917e-15,1.9204107868460567e-12,1.907093822289733e-15,1.4196255749800138e-15,1.905488753323312e-15,5.136655687208444e-18,1.21389372765745e-17,1.8334152655102235e-12,1.113191326432752e-12,3.8158882585079627e-16,7.044204404716131e-11,2.1835097486891183e-18,5.035104517490177e-16,3.4135266895242654e-11,2.917672459933737e-18,2.116988035136623e-20,2.074864593076747e-15,1.963478805867503e-21,6.0417051386500755e-18,3.57028231612418e-21,5.8347721203996586e-24,4.452083194016293e-27,1.1006617338317072e-23,1.9736010453086617e-26,1.0656060392595044e-18,2.7584604428407127e-25,6.643963667944509e-24,4.940094619812578e-28
