Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256)
3.085473050011258e-09,0.11224546807987898,0.9,0.0,0.0,0.0,0.0,0.09999917058494759,2.1471556644021236e-07,1.9651834532115825e-07,1.451787712246117e-07,1.4787122149607e-07,1.1492466400973908e-07,1.2786108364695928e-07,1.2600273798232597e-07,1.2592542597591099e-07,1.1334446373595598e-07,1.1392112499786804e-07,1.0151407640963714e-07,1.0355318692096664e-07,8.848049344900435e-10,6.3783363599833625e-09,3.3267245691608358e-09,5.792019843536002e-10,1.5391687568166053e-08,6.806428467769182e-09,1.0612785231144316e-08,6.460022782569224e-09,8.461504201525488e-10,2.3091739597981166e-11,2.151437501838859e-09,6.657036650815817e-15,1.3694686690313918e-11,4.42776502821953e-15,3.299190300955297e-15,4.420297709208503e-15,2.752255476022908e-17,5.631136489851575e-17,1.5776467934574782e-11,1.418594835083258e-11,8.859503110440143e-16,3.7766158716801717e-10,1.1706505990598388e-17,1.170157423701997e-15,1.831208795931172e-10,1.565231684475719e-17,1.1118503794020579e-19,1.3424844468428093e-14,1.0588121029111529e-20
3.3070753479852985e-09,0.11224547520736851,0.9,0.0,0.0,0.0,0.0,0.09999911101209816,2.3031253016415247e-07,2.0999862176127462e-07,1.5548436069049094e-07,1.5857043293200428e-07,1.2255476059020732e-07,1.3710007282598158e-07,1.3496338097965135e-07,1.3487839654770099e-07,1.2148494404659572e-07,1.221487041762094e-07,1.0872010548629057e-07,1.1106133419265934e-07,9.454988715067083e-10,6.82917006673359e-09,3.5564625135377143e-09,6.188784533366953e-10,1.7668296271415454e-08,7.822085527215928e-09,1.217779979724731e-08,7.4058287946709454e-09,9.723255412201963e-10,2.474147522975508e-11,2.472014716386106e-09,7.140601351461462e-15,1.5956034131516962e-11,4.748133471875463e-15,3.5383972676842276e-15,4.739697663859175e-15,3.162661909535025e-17,6.432427811497948e-17,1.9162418375680756e-11,1.7477329795794488e-11,9.500532557194683e-16,4.3400674743144035e-10,1.3453053032750634e-17,1.2550002208813517e-15,2.104595787245431e-10,1.7989109909066402e-17,1.2746358567550753e-19,1.5909613850549316e-14,1.2165846177120976e-20
3.528677645959339e-09,0.11224548236441866,0.9,0.0,0.0,0.0,0.0,0.09999905143864608,2.459328899933719e-07,2.2339836705457445e-07,1.6577382883426858e-07,1.6927942369933085e-07,1.301069584042756e-07,1.4634637531098274e-07,1.4391164722913198e-07,1.4381922767905173e-07,1.2962541736001825e-07,1.3038259569023224e-07,1.1591485997362511e-07,1.1857888093312169e-07,1.0058302230545778e-09,7.277310493533999e-09,3.783854966922818e-09,6.581498491309752e-10,2.0095824531640795e-08,8.904665238596651e-09,1.384850003853141e-08,8.414172138825742e-09,1.107303444451488e-09,2.6388933321098327e-11,2.8146894969133244e-09,7.624890786183112e-15,1.8386716742103973e-11,5.068794318742418e-15,3.777903384387767e-15,5.059350025627502e-15,3.601700572064466e-17,7.286824341246426e-17,2.3011530751705817e-11,2.1237422183129313e-11,1.0142147920122409e-15,4.942881086361678e-10,1.5321610137295286e-17,1.3399492329905653e-15,2.397123351731167e-10,2.0489507138280824e-17,1.4481849179609422e-19,1.8705207027497294e-14,1.385233123507296e-20
3.9718822419074195e-09,0.11224549676657425,0.9,0.0,0.0,0.0,0.0,0.09999893228981935,2.772436709362406e-07,2.4995818549070395e-07,1.8630450502626033e-07,1.9072617008680139e-07,1.4498083061693228e-07,1.6486079159490906e-07,1.6177073307094222e-07,1.616645280242949e-07,1.4590634299150565e-07,1.4686945913142832e-07,1.3027061569415763e-07,1.3364210039448785e-07,1.1254138202084468e-09,8.165575764096453e-09,4.231698938824484e-09,7.354939202399725e-10,2.5399184173489335e-08,1.126786661224365e-08,1.750556633398993e-08,1.0616978660846317e-08,1.4036953665387315e-09,2.967695858468717e-11,3.566209058302117e-09,8.595639912104574e-15,2.3751099521183004e-11,5.710976056973549e-15,4.257810757114097e-15,5.699407521522256e-15,4.5657646805719755e-17,9.153364773728674e-17,3.2215831422891426e-11,3.0283367757456644e-11,1.1427102055466774e-15,6.266735901699684e-10,1.94251923713771e-17,1.5101650835793869e-15,3.0396957847655197e-10,2.5981929812554286e-17,1.8273170165494444e-19,2.5340469623642234e-14,1.7550980373663675e-20
4.4150868378555e-09,0.11224551128510435,0.9,0.0,0.0,0.0,0.0,0.09999881313824022,3.086476555576847e-07,2.762016145638955e-07,2.0677100758860308e-07,2.1221032912176294e-07,1.5955254565367236e-07,1.8340407600280178e-07,1.79579373085817e-07,1.7946143972633615e-07,1.621872406224839e-07,1.6338199935901118e-07,1.4458148432332833e-07,1.4874269951002082e-07,1.2435728979059594e-09,9.043259731662623e-09,4.670445146834971e-09,8.112667762392327e-10,3.129294718940427e-08,1.3890649950748149e-08,2.1581223607873395e-08,1.3065480267915485e-08,1.7353814190382102e-09,3.29557007097347e-11,4.405748857126868e-09,9.569276148019135e-15,2.977793464632622e-11,6.3542763543085794e-15,4.738907767892113e-15,6.3404613235596735e-15,5.644626999140172e-17,1.1227653595057744e-16,4.36198918723419e-11,4.1560835966893066e-11,1.2714297721899752e-15,7.748458219139307e-10,2.4018112168900516e-17,1.6808033279705956e-15,3.75911680138929e-10,3.213121234657876e-17,2.2487369503399276e-19,3.357065423459969e-14,2.1682857411180017e-20
4.858291433803581e-09,0.11224552591878716,0.9,0.0,0.0,0.0,0.0,0.09999869398368486,3.4014459070911153e-07,3.021324227994668e-07,2.2717354437359707e-07,2.337307925030923e-07,1.7382824132938897e-07,2.019759731767749e-07,1.973369613018876e-07,1.972100753505148e-07,1.784681102442051e-07,1.7992049602657787e-07,1.5884760617329491e-07,1.6388053100726426e-07,1.3603244236506677e-09,9.910488425586135e-09,5.100278381732937e-09,8.855003333396698e-10,3.776843912097559e-08,1.676774192838899e-08,2.6072745986325705e-08,1.5756750154970415e-08,2.102416347127187e-09,3.6225048047242086e-11,5.333058531786542e-09,1.0545791630862533e-14,3.645748863585669e-11,6.998662018087699e-15,5.221189718442665e-15,6.982502597812259e-15,6.838465138207503e-17,1.3506637596620293e-16,5.745003384010081e-11,5.5303392844118395e-11,1.400366851697882e-15,9.388317709510215e-10,2.910120348564073e-17,1.851862301971418e-15,4.555576361772373e-10,3.8938975828637846e-17,2.7119410618789998e-19,4.366241441457483e-14,2.6246736225763473e-20
5.301496029751662e-09,0.11224554066641922,0.9,0.0,0.0,0.0,0.0,0.09999857482593276,3.7173422380425373e-07,3.277543338327518e-07,2.4751232328455975e-07,2.552864746985128e-07,1.878139307798158e-07,2.2057622889523903e-07,2.1504290793719511e-07,2.1491054731213554e-07,1.947489518471345e-07,1.9648522447623064e-07,1.7306912111752605e-07,1.790554461780678e-07,1.475685162832324e-09,1.0767386376221721e-08,5.521379682511607e-09,9.582258596561518e-10,4.4817127783567344e-08,1.9893976336139412e-08,3.0977441670667226e-08,1.8687896378797017e-08,2.5048544106356503e-09,3.948489193030628e-11,6.347884767982122e-09,1.1525178515060186e-14,4.378018154955072e-11,7.644100537615136e-15,5.7046518647789026e-15,7.625522549696987e-15,8.147455127902552e-17,1.5987313648067035e-16,7.392844826049183e-11,7.174117601718418e-11,1.5295149402427788e-15,1.118657598083233e-09,3.467527527744134e-17,2.0233403251655833e-15,5.429263672394069e-10,4.6406834892221874e-17,3.216431690003232e-19,5.590868469916703e-14,3.1241376004003795e-20
5.744700625699742e-09,0.1122455555268163,0.9,0.0,0.0,0.0,0.0,0.09999845566476664,4.034163028187356e-07,3.5307102693638226e-07,2.677875522629537e-07,2.7687631248518973e-07,2.015155049540711e-07,2.3920459007088956e-07,2.3269663914188273e-07,2.3256296787588718e-07,2.1102976542097895e-07,2.1307645581012452e-07,1.872461685921642e-07,1.942672949196198e-07,1.589671681100926e-09,1.1614076636561456e-08,5.933926434073286e-09,1.0294739884146233e-09,5.2430620730384274e-08,2.326429192117181e-08,3.629265238333761e-08,2.1856061445519974e-08,2.942749386195558e-09,4.273512662663467e-11,7.44997137747306e-09,1.2507428972513335e-14,5.1736573187932624e-11,8.290560070398478e-15,6.1892894185137144e-15,8.269512423905265e-15,9.571771425052482e-17,1.8666727804677774e-16,9.327326377846255e-11,9.110095049015154e-11,1.6588676676612133e-15,1.3143486743362894e-09,4.07411120120148e-17,2.1952357013770038e-15,6.380367178891261e-10,5.4536397654973434e-17,3.7617170989745777e-19,7.06283351534195e-14,3.666552163136803e-20
6.631109817595903e-09,0.11224558558125793,0.9,0.0,0.0,0.0,0.0,0.09999821733133873,4.670567933142342e-07,4.028032578525738e-07,3.0814819230341855e-07,3.2015431078303784e-07,2.2808927531373096e-07,2.7654462210269004e-07,2.6784523798744765e-07,2.677241031123214e-07,2.4359130843662103e-07,2.463394907623659e-07,2.1546741669922721e-07,2.24801185972789e-07,1.8135873333019888e-09,1.327731897157832e-08,6.734047836155757e-09,1.1676574858320822e-09,6.931913323272375e-08,3.071743367323222e-08,4.8144150112765515e-08,2.8892187913002432e-08,3.9251227771696545e-09,4.920635992059738e-11,9.914887059119014e-09,1.4480489382061024e-14,6.951348842095891e-11,9.586418065753421e-15,7.16207138035195e-15,9.560367113968528e-15,1.2767072945434844e-16,2.4610195251458603e-16,1.4141470645530957e-10,1.3947700016080313e-10,1.918162210578191e-15,1.7534242065586845e-09,5.43510987516309e-17,2.5402716520869976e-15,8.51557271691199e-10,7.278703381987211e-17,4.972734519993908e-19,1.08890892157353e-13,4.8797240776515676e-20
7.428878090302447e-09,0.1122456130043973,0.9,0.0,0.0,0.0,0.0,0.09999800281746157,5.246468829816788e-07,4.465544413056789e-07,3.4425751397720954e-07,3.5921109601586726e-07,2.510906782010808e-07,3.102442557705655e-07,2.9929496051283956e-07,2.992059121807934e-07,2.7289660117345765e-07,2.763694974513495e-07,2.407158511687126e-07,2.52406467770966e-07,2.010573766385914e-09,1.474053145588382e-08,7.426607276850678e-09,1.2872646895454607e-09,8.636900453191064e-08,3.82113186394891e-08,6.018845872761495e-08,3.60073306611362e-08,4.931051139225234e-09,5.499660418660383e-11,1.2429115462246147e-08,1.6265958996919654e-14,8.758842575369948e-11,1.0755875888487811e-14,8.041546138533786e-15,1.07253664375816e-14,1.6038978474765295e-16,3.0610342150308444e-16,1.9665256855591676e-10,1.9521644524205097e-10,2.1521659002321038e-15,2.203090259717746e-09,6.828930900407675e-17,2.8522140324320443e-15,1.0703895758257423e-09,9.149163018512552e-17,6.197354090637487e-19,1.555040747032169e-13,6.11718274538577e-20
8.226646363008992e-09,0.11224564077528841,0.9,0.0,0.0,0.0,0.0,0.09999778828928484,5.825326035726778e-07,4.893719668092974e-07,3.801641682028414e-07,3.9836298270814595e-07,2.732578380114777e-07,3.440310667218219e-07,3.3056728196069954e-07,3.3053377371864897e-07,3.022018029043752e-07,3.064894032387922e-07,2.658223597067278e-07,2.801290204280897e-07,2.203356474343824e-09,1.6172518737918683e-08,8.094048134165405e-09,1.4025338351618223e-09,1.0512444656635893e-07,4.642188970921816e-08,7.352296957463661e-08,4.384750622786042e-08,6.052674375101455e-09,6.075419953901242e-11,1.5221960007992116e-08,1.8060585643571675e-14,1.0757673990669627e-10,1.192817571015233e-14,8.924752853208768e-15,1.1893373934114353e-14,1.9687183232278967e-16,3.7210616382775274e-16,2.643912958142939e-10,2.6380138857917693e-10,2.3867393781747123e-15,2.7045198839077286e-09,8.383197090071759e-17,3.165481585137922e-15,1.314594249054168e-09,1.1236485206295511e-16,7.546764711824657e-19,2.1623984076574968e-13,7.491788018535145e-20
9.024414635715536e-09,0.11224566888765365,0.9,0.0,0.0,0.0,0.0,0.09999757374565073,6.407125055333484e-07,5.312757563821718e-07,4.1586936745697116e-07,4.376045190654149e-07,2.9462100976877074e-07,3.779036196815146e-07,3.616593987388461e-07,3.6170833693478453e-07,3.31506913545765e-07,3.367006449253311e-07,2.907877398734666e-07,3.07967923325646e-07,2.3920251545759683e-09,1.7573947083168526e-08,8.737281345298944e-09,1.5136222484850023e-09,1.2554124527032298e-07,5.532315312361976e-08,8.813332160360709e-08,5.2397242265391344e-08,7.290288923253577e-09,6.647862938352607e-11,1.829183269551638e-08,1.9864324298379614e-14,1.2942876950292087e-10,1.3103154256641298e-14,9.811662159059692e-15,1.30643399528351e-14,2.3712648690748944e-16,4.4395455671863486e-16,3.457648026665195e-10,3.464394332426914e-10,2.6218499806778147e-15,3.2578345601212375e-09,1.0098283832476414e-16,3.4800639071271588e-15,1.5842783544278123e-09,1.3541583493571077e-16,9.01830371550729e-19,2.9385178091005903e-13,9.002761163446559e-20
9.82218290842208e-09,0.11224569733538509,0.9,0.0,0.0,0.0,0.0,0.09999735918543136,6.991851451693797e-07,5.722853069417756e-07,4.5137432366747055e-07,4.769304536648016e-07,3.1520935116863833e-07,4.118604911074708e-07,3.9256865499078716e-07,3.927302494133048e-07,3.608119330084185e-07,3.6700462011400547e-07,3.156127847468478e-07,3.359222442758732e-07,2.5766675904958933e-09,1.8945468551627244e-08,9.357184863460517e-09,1.6206815499835694e-09,1.4757646477697119e-07,6.489005785209616e-08,1.0400546450812554e-07,6.164139656962124e-08,8.64418632118864e-09,7.21694043381153e-11,2.163712125547571e-08,2.167713011992166e-14,1.5309625573418006e-10,1.428065425525539e-14,1.070224432253464e-14,1.4238215249228957e-14,2.811632036613245e-16,5.214974764654946e-16,4.4186945996635393e-10,4.4430692660893923e-10,2.8574662445139407e-15,3.863148693375998e-09,1.1974544576181812e-16,3.795950464588551e-15,1.8795481058399646e-09,1.606536415782266e-16,1.0609365225507934e-18,3.9133990662865255e-13,1.0649311358892924e-19
9.999999999999999e-09,0.11224572611254034,0.9,0.0,0.0,0.0,0.0,0.09999731135905408,7.122580477172771e-07,5.813061167999747e-07,4.592609673181482e-07,4.857069234129138e-07,3.19695610060333e-07,4.194405942266522e-07,3.994329387668471e-07,3.9962408243947474e-07,3.673438089763836e-07,3.737719453371818e-07,3.2112707126848555e-07,3.4216870619862374e-07,2.6172831125745867e-09,1.9247160091596755e-08,9.492263630321193e-09,1.6440100806381106e-09,1.527042999908536e-07,6.711071851618644e-08,1.0771382843843565e-07,6.37949929589775e-08,8.9618377067618e-09,7.343320515980789e-11,2.2420134170749145e-08,2.2082423364548677e-14,1.5861424007054514e-10,1.4543439184446266e-14,1.0901246528158022e-14,1.4500255581492344e-14,2.914950754518917e-16,5.395424494966269e-16,4.654059363710254e-10,4.683128124750449e-10,2.9100493308052098e-15,4.005166932412199e-09,1.2414750189372685e-16,3.866536094530327e-15,1.9488593676216735e-09,1.6657792150280176e-16,1.0980032734758124e-18,4.161008284440832e-13,1.1034712760824216e-19
1.0619951181128625e-08,0.11224572611254034,0.9,0.0,0.0,0.0,0.0,0.09999714460752779,7.57949084636412e-07,6.124196993863073e-07,4.866802480086647e-07,5.163357281853089e-07,3.35050962447394e-07,4.459002691465608e-07,4.232925382716723e-07,4.236001571036744e-07,3.901168611981023e-07,3.974026883626144e-07,3.4029828294767106e-07,3.6399104019423983e-07,2.757369692421464e-09,2.0287721286076414e-08,9.95460477853963e-09,1.723857861123403e-09,1.7118840659854382e-07,7.509846140581466e-08,1.2112564979623164e-07,7.156515003814993e-08,1.0114653245583963e-08,7.782606143657927e-11,2.5256190443524668e-08,2.3498958448686172e-14,1.7853233024241186e-10,1.5460524216953417e-14,1.1596469263273562e-14,1.5414950983477364e-14,3.289912794836204e-16,6.045881547360816e-16,5.537652050982689e-10,5.585498622400141e-10,3.093557863400803e-15,4.5205698737508044e-09,1.4012311639428007e-16,4.113130600576237e-15,2.200508857725152e-09,1.8808726117875597e-16,1.2317398947397288e-18,5.119449929338923e-13,1.2430636337378074e-19
1.1417719453835169e-08,0.11224575521333667,0.9,0.0,0.0,0.0,0.0,0.0999969300108692,8.170028919300566e-07,6.516976074792317e-07,5.217883507038582e-07,5.55815470398468e-07,3.5417292476248203e-07,4.800215535898539e-07,4.538286753299285e-07,4.543187043111389e-07,4.194216980161372e-07,4.2789617229905647e-07,3.6484501866469986e-07,3.9217335775211893e-07,2.9342155375768594e-09,2.160132980393822e-08,1.0530356458021506e-08,1.8232920035284084e-09,1.9633657017499213e-07,8.592509687547302e-08,1.3948042214655411e-07,8.215399977405769e-08,1.1701971552300023e-08,8.344816335157386e-11,2.9147383296331157e-08,2.532976480675532e-14,2.0569149511769985e-10,1.6642618226404053e-14,1.2494306574903668e-14,1.6594498718899214e-14,3.806198543178559e-16,6.930840397119027e-16,6.824766177225923e-10,6.902847534842324e-10,3.330095646005698e-15,5.230199128044963e-09,1.621189699049481e-16,4.431593542385e-15,2.5472650953706714e-09,2.177256085122263e-16,1.4139908983317892e-18,6.591430840341211e-13,1.434592300785231e-19
1.2215487726541713e-08,0.11224578463214645,0.9,0.0,0.0,0.0,0.0,0.09999671539441207,8.763451408757187e-07,6.901373065232683e-07,5.56699840834799e-07,5.953649874107141e-07,3.7260133710311686e-07,5.142229558268969e-07,4.841748279932385e-07,4.848865336873511e-07,4.4872644335997824e-07,4.5848635870067465e-07,3.8925377167957627e-07,4.2046823401017626e-07,3.107287409146522e-09,2.2886905305506918e-08,1.108522573803797e-08,1.919119692212907e-09,2.2298161478626152e-07,9.734754115200534e-08,1.5905661104244586e-07,9.339375233568138e-08,1.340641831623033e-08,8.903529763685657e-11,3.3309022351053676e-08,2.716950489748358e-14,2.3452955906866703e-10,1.78267957395766e-14,1.339572554522052e-14,1.7776810420362378e-14,4.360579124507303e-16,7.868466620228515e-16,8.289939620618241e-10,8.405994795324066e-10,3.5670514754580615e-15,5.992131162382213e-09,1.8573592999986538e-16,4.751328408707599e-15,2.919920425807194e-09,2.4957752316298815e-16,1.6074452671880273e-18,8.366401568932865e-13,1.639434806041428e-19
1.3013255999248258e-08,0.11224581436349214,0.9,0.0,0.0,0.0,0.0,0.09999650075713956,9.359744111181691e-07,7.277566818698929e-07,5.914159261580968e-07,6.349797591551187e-07,3.9036135194346086e-07,5.485030987990677e-07,5.143288891590282e-07,5.153042862212282e-07,4.780310971237939e-07,4.891744995379079e-07,4.135253173915992e-07,4.4887469703240527e-07,3.2766658345885643e-09,2.4145045952384864e-08,1.161996996637728e-08,2.0114717204897684e-09,2.5108532276750066e-07,1.0934418432069886e-07,1.7984132268157687e-07,1.0527051713232196e-07,1.522826587099567e-08,9.45870759887825e-11,3.773941082815393e-08,2.901813460516774e-14,2.650035805299351e-10,1.9012921388800738e-14,1.430069517575213e-14,1.8961838452662908e-14,4.953142838061031e-16,8.857415052684345e-16,9.942741959738907e-10,1.0105541041546584e-09,3.804398270356009e-15,6.806454595835755e-09,2.109767316527178e-16,5.072324216573424e-15,3.318577569281707e-09,2.8365176879732506e-16,1.811863945307727e-18,1.0483669419584827e-12,1.8575078552828671e-19
1.3811024271954802e-08,0.11224584440204148,0.9,0.0,0.0,0.0,0.0,0.09999628609806052,9.958892881108903e-07,7.645732372518542e-07,6.259378129283058e-07,6.746554321212115e-07,4.074772096148772e-07,5.828606169520872e-07,5.442888788865706e-07,5.455726012300316e-07,5.073356591990438e-07,5.199618129837702e-07,4.376604268423529e-07,4.773917664814359e-07,3.4424296231513315e-09,2.5376337133101685e-08,1.2135318984073271e-08,2.100474137769567e-09,2.8061056394765887e-07,1.2189420017519956e-07,2.0182193214948764e-07,1.1777069996257034e-07,1.7167781848467565e-08,1.0010313352651791e-10,4.243683377872015e-08,3.087560999471004e-14,2.970718404554202e-10,2.0200864794959343e-14,1.5209184200726157e-14,2.0149535578875008e-14,5.583976452332972e-16,9.896378808461533e-16,1.179241948178975e-09,1.201181668254299e-09,4.04210994719938e-15,7.673252185484237e-09,2.378439280834428e-16,5.394569888075572e-15,3.74333835128727e-09,3.1995703248354423e-16,2.0270129757606778e-18,1.2984738947526027e-12,2.0887272479411003e-19
1.4608792544661346e-08,0.1122458747426033,0.9,0.0,0.0,0.0,0.0,0.09999607141620899,1.0560883631051881e-06,8.006041029115193e-07,6.602667057274165e-07,7.143878133124748e-07,4.2397227132405457e-07,6.172941561877138e-07,5.740529405874996e-07,5.756921163506713e-07,5.366401294750534e-07,5.508494843906129e-07,4.6165986674019966e-07,5.06018454195714e-07,3.604655902470632e-09,2.6581351749186538e-08,1.2631976176974755e-08,2.1862484224107476e-09,3.115212612882938e-07,1.349775178011052e-07,2.2498607584589738e-07,1.3088099669079283e-07,1.922522921812748e-08,1.0558312809037772e-10,4.739955919743267e-08,3.2741887311275194e-14,3.306938132549406e-10,2.139050038649978e-14,1.612116110545971e-14,2.1339854958673822e-14,6.253165217900422e-16,1.0984088070031847e-15,1.384790464960626e-09,1.4134889573366972e-09,4.28016138418682e-15,8.592601043277717e-09,2.663398974829448e-16,5.718054256893017e-15,4.194303695131143e-09,3.5850192405808564e-16,2.252663391994194e-18,1.5913263122652575e-12,2.3330079322996993e-19
1.540656081736789e-08,0.11224590538012277,0.9,0.0,0.0,0.0,0.0,0.09999585671064325,1.1165702331390792e-06,8.358660435670418e-07,6.94403807300513e-07,7.541728644216022e-07,4.3986905102047885e-07,6.518023738146589e-07,6.036193373117297e-07,6.056634675312301e-07,5.659445078395837e-07,5.818386672355089e-07,4.855243994846389e-07,5.347537647491408e-07,3.763420154436811e-09,2.7760650484792313e-08,1.3110619450396247e-08,2.2689116475469284e-09,3.437823576882065e-07,1.4857479418418537e-07,2.493216441533043e-07,1.445883870578225e-07,2.1400866326260238e-08,1.1102673955773702e-10,5.262583910227779e-08,3.461692297993988e-14,3.658301214466306e-10,2.2581707224967554e-14,1.7036594144190003e-14,2.2532750146630884e-14,6.960792880199723e-16,1.211930891991922e-15,1.6117825275568624e-09,1.6484572448993356e-09,4.518528386317612e-15,9.564572845066187e-09,2.9646684949476993e-16,6.042766074614578e-15,4.671573615021131e-09,3.992949755359125e-16,2.488591111442741e-18,1.931499588335154e-12,2.590264059041899e-19
1.6204329090074436e-08,0.11224593630967755,0.9,0.0,0.0,0.0,0.0,0.09999564198044535,1.1773335010259633e-06,8.703754662272892e-07,7.283503183974078e-07,7.940066962163214e-07,4.551892461846473e-07,6.863839384987633e-07,6.329864481267335e-07,6.354872890227021e-07,5.952487941793969e-07,6.129304840352421e-07,5.092547831905289e-07,5.635966959935714e-07,3.918796250380922e-09,2.891478205244557e-08,1.3571902096160875e-08,2.3485766399354233e-09,3.7735978389799955e-07,1.6266738780943298e-07,2.7481677434030265e-07,1.5888012862319254e-07,2.3694946934980266e-08,1.1643366917613986e-10,5.811391058177212e-08,3.6500673605335055e-14,4.0244249349512133e-10,2.377436883684901e-14,1.7955451357358482e-14,2.3728175090483492e-14,7.706941692245919e-16,1.3300842211338297e-15,1.8610513411344235e-09,1.907043012486173e-09,4.757187651755025e-15,1.058923403204975e-08,3.282268314616787e-16,6.3686940168692436e-15,5.1752472096559335e-09,4.423446405639651e-16,2.7345768313867775e-18,2.3237746037155008e-12,2.860409033178816e-19
1.7002097362780982e-08,0.11224596752647356,0.9,0.0,0.0,0.0,0.0,0.09999542722472038,1.2383767753430924e-06,9.041484278184367e-07,7.621074376200904e-07,8.338855631291107e-07,4.699537674218144e-07,7.2103753021247e-07,6.621527645883792e-07,6.651642133709428e-07,6.245529883808144e-07,6.441260272318283e-07,5.32851771712172e-07,5.925462395845552e-07,4.070856485412859e-09,3.004428345508564e-08,1.4016453703946682e-08,2.4253521345913387e-09,4.1222042750037453e-07,1.7723733321789904e-07,3.014598436927271e-07,1.7374375083674032e-07,2.61077202610858e-08,1.2180363891326946e-10,6.38619968104039e-08,3.839309597128382e-14,4.4049373381823336e-10,2.496837305152027e-14,1.887770058836136e-14,2.4926084129381288e-14,8.491692427296414e-16,1.4527522476329453e-15,2.133401396175174e-09,2.1901786470963057e-09,4.996116739411317e-15,1.1666646004895666e-08,3.6162173444491707e-16,6.695826689267071e-15,5.7054226563053384e-09,4.876592939164869e-16,2.99040592703724e-18,2.773133246837247e-12,3.143355564415662e-19
1.7799865635487528e-08,0.11224599902584098,0.9,0.0,0.0,0.0,0.0,0.09999521244259578,1.299698670419835e-06,9.37200642644011e-07,7.956763612758067e-07,8.738058580436744e-07,4.841827669576129e-07,7.557618401836265e-07,6.911168873013391e-07,6.946948714088294e-07,6.538570903302695e-07,6.754263600495212e-07,5.563161146672638e-07,6.216013814907099e-07,4.219671612009626e-09,3.114968024591896e-08,1.4444881061452774e-08,2.499342923702955e-09,4.4833210293334115e-07,1.9226731648884735e-07,3.292394628651371e-07,1.8916704923703043e-07,2.863943101473787e-08,1.271363908234172e-10,6.986830803304103e-08,4.0294147040432027e-14,4.799476928102589e-10,2.6163611845088565e-14,1.9803309499778452e-14,2.612643199210914e-14,9.3151243914573e-16,1.5798216870602625e-15,2.429609303141123e-09,2.498773116667472e-09,5.235294037711552e-15,1.2796865310778205e-08,3.9665329902404475e-16,7.024152633155155e-15,6.2621972053657065e-09,5.352472310309693e-16,3.255868351798754e-18,3.2847540611974685e-12,3.4390157159803163e-19
1.8597633908194074e-08,0.11224603080323055,0.9,0.0,0.0,0.0,0.0,0.0999949976332208,1.3612978063257501e-06,9.695474897081602e-07,8.290582832355903e-07,9.137641072705983e-07,4.978956661803297e-07,7.905555708436523e-07,7.1987752256684e-07,7.240798922486266e-07,6.831610999148509e-07,7.068325173243289e-07,5.796485574607059e-07,6.507611024871727e-07,4.365310872987872e-09,3.223148676006111e-08,1.4857768941738805e-08,2.5706499985990274e-09,4.856635225245987e-07,2.0774065161262334e-07,3.5814446944466515e-07,2.0513807977369304e-07,3.129031943796197e-08,1.324316864300423e-10,7.61310425191305e-08,4.220378395387231e-14,5.207692311693314e-10,2.7359981189902987e-14,2.073224558909418e-14,2.7329173795287246e-14,1.0177315436230859e-15,1.7111824153995426e-15,2.7504246013421335e-09,2.833712624402093e-09,5.474698734490897e-15,1.3979943823610557e-08,4.3332312088551484e-16,7.35366033119369e-15,6.845667175375324e-09,5.851166675833769e-16,3.530758539648945e-18,3.864008015054999e-12,3.7473009519398626e-19
1.939540218090062e-08,0.1122460628542098,0.9,0.0,0.0,0.0,0.0,0.09999478279576575,1.4231728088584666e-06,1.0012040198714547e-06,8.622543947980594e-07,9.537569657051104e-07,5.111111821589909e-07,8.254174357751025e-07,7.484334791155929e-07,7.533199032745605e-07,7.124650170228394e-07,7.383455063070292e-07,6.028498413082851e-07,6.800243786335534e-07,4.507842033722312e-09,3.329020635253625e-08,1.5255680887632906e-08,2.639370687751653e-09,5.241842684916864e-07,2.2364125771903437e-07,3.881639217197464e-07,2.2164515325087935e-07,3.406062134297101e-08,1.3768930612401613e-10,8.264838748750166e-08,4.412196403076408e-14,5.629241860043589e-10,2.8557380909518486e-14,2.1664476203925225e-14,2.853426504155209e-14,1.107834197100502e-15,1.846727370490555e-15,3.096570542904045e-09,3.1958612426817257e-09,5.714310787982945e-15,1.521592891772782e-08,4.716326562082788e-16,7.684338212756922e-15,7.455927948474661e-09,6.37275739101411e-16,3.814875309602972e-18,4.516454389187057e-12,4.0681221830754584e-19
