Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256)
3.4457532067411037e-07,0.11226806159870516,0.9,0.0,0.0,0.0,0.0,0.0999026495698494,3.921426211398428e-05,2.451374674080031e-06,7.444271866104063e-06,1.4233454320437473e-05,8.616262285534022e-07,1.422375433943131e-05,3.458015241919272e-06,5.700983321498568e-06,1.2660262934009378e-05,2.4612544074671147e-05,4.293585824655032e-06,1.4089562776323866e-05,1.103712724059979e-08,8.178976532773584e-08,2.5809600348018897e-08,4.463084088532013e-09,3.254352325952743e-05,1.102676544719269e-05,6.031439781948824e-05,1.583733029902345e-05,1.1111783812682198e-05,6.367520850251898e-10,1.0619997654006792e-05,1.214383946155702e-12,3.6018554757671795e-08,4.2570203301071887e-13,4.483694413303091e-13,4.911589800678799e-13,3.6101144778529916e-13,1.1438899784631725e-13,2.5177990591543586e-06,4.7386120980964375e-06,8.527792376434184e-14,4.425194301904639e-06,1.3701014037854296e-13,1.5921345494448636e-13,2.806711140464788e-06,2.39628847605389e-13,2.725950442692442e-16,1.4770282611220438e-07,5.228659080543073e-17
3.524936489054364e-07,0.11226871515264802,0.9,0.0,0.0,0.0,0.0,0.0999002883055613,4.028188380985999e-05,2.4513850644419983e-06,7.5446811339793675e-06,1.4476785100932201e-05,8.616095794256018e-07,1.4480481806319605e-05,3.4598691714498903e-06,5.733246414687256e-06,1.2951765392474566e-05,2.5455305127068373e-05,4.3159710123860456e-06,1.4379373314901159e-05,1.1037174032909706e-08,8.179011473204138e-08,2.5809101441197862e-08,4.4630465863365255e-09,3.3277866299059425e-05,1.1297042226191e-05,6.248906665637495e-05,1.624478001011273e-05,1.1600213491798908e-05,6.371015770852712e-10,1.0924972339990753e-05,1.2474092195961086e-12,3.683130038836731e-08,4.3296695079969127e-13,4.575785473961035e-13,5.00009280780808e-13,3.7686896937248047e-13,1.1696671494545437e-13,2.60750806074262e-06,4.972928846957363e-06,8.673581020259807e-14,4.614397208313164e-06,1.4286391596666267e-13,1.624883437926657e-13,2.9362751665150457e-06,2.506832643272448e-13,2.7960809168217106e-16,1.5910636645048304e-07,5.378797571382203e-17
3.604119771367624e-07,0.11226937251676451,0.9,0.0,0.0,0.0,0.0,0.09989792190284484,4.1351860667664366e-05,2.4513877541939106e-06,7.644503143463393e-06,1.4716929962590739e-05,8.615929520655306e-07,1.473411793035987e-05,3.4614853156855766e-06,5.7637849647280645e-06,1.3243320774501244e-05,2.630905532268198e-05,4.337133917709166e-06,1.466663093255445e-05,1.103718615611227e-08,8.179020741674516e-08,2.5808603526578313e-08,4.46301023237638e-09,3.400646489783813e-05,1.1567312368528604e-05,6.468722627740061e-05,1.6652224429135106e-05,1.2097326747887546e-05,6.374074600073274e-10,1.1230099291559915e-05,1.2805053663901697e-12,3.763763089035999e-08,4.40136121732644e-13,4.667058340722402e-13,5.087522752993966e-13,3.930076273421556e-13,1.1952408123031133e-13,2.6973288889788746e-06,5.212452377071105e-06,8.817460869517304e-14,4.806821172971842e-06,1.488170563368529e-13,1.6573438445560528e-13,3.0684652033268844e-06,2.6196119509085675e-13,2.866210449776338e-16,1.710766873226829e-07,5.529010470650681e-17
3.6833030536808845e-07,0.11227003363407294,0.9,0.0,0.0,0.0,0.0,0.09989555040296702,4.2424023517895665e-05,2.451384324542221e-06,7.743774600359454e-06,1.495393046898245e-05,8.615763493286843e-07,1.4984734852774476e-05,3.4628930254330993e-06,5.792689411524978e-06,1.3534930640820425e-05,2.7173688736010473e-05,4.3571410224708225e-06,1.4951348708253899e-05,1.1037170725313824e-08,8.17900946431721e-08,2.580810605290185e-08,4.462974854761798e-09,3.4729323258497396e-05,1.1837575854643435e-05,6.690851014772725e-05,1.705966227602002e-05,1.26030195806411e-05,6.376751357363422e-10,1.1535358821490797e-05,1.3136671347226954e-12,3.8437551169907135e-08,4.472107959548404e-13,4.757517229235851e-13,5.173904624253875e-13,4.0942401437881846e-13,1.2206111266827476e-13,2.7872138959068604e-06,5.457141753903219e-06,8.959456826775663e-14,5.002426363105843e-06,1.548683181078296e-13,1.689517247266144e-13,3.2032580557464998e-06,2.7346063723633653e-13,2.9363388228495266e-16,1.8362600510079893e-07,5.679288106973831e-17
3.762486335994145e-07,0.1122706984497328,0.9,0.0,0.0,0.0,0.0,0.09989317384715106,4.3498211610155176e-05,2.4513760281270374e-06,7.842527672025006e-06,1.5187827641452758e-05,8.615597717637091e-07,1.523240421942354e-05,3.4641180058563943e-06,5.820045568060294e-06,1.3826596510859707e-05,2.804910014654295e-05,4.376055183133503e-06,1.523354086194782e-05,1.1037133383476127e-08,8.17898193923472e-08,2.5807609450536755e-08,4.46294055930335e-09,3.5446448468505664e-05,1.2107832665981788e-05,6.91525667410697e-05,1.746709252446697e-05,1.3117190427924506e-05,6.37909335068484e-10,1.1840733710305457e-05,1.346889533719339e-12,3.9231069352797634e-08,4.5419220710164703e-13,4.847166716868405e-13,5.259263232573243e-13,4.261148026804778e-13,1.2457783542198947e-13,2.877118109559689e-06,5.7069560808423265e-06,9.09959346960884e-14,5.201173494496975e-06,1.6101647499177438e-13,1.7214052529660704e-13,3.3406306502402506e-06,2.8517959865311184e-13,3.0064658583912415e-16,1.967663708978149e-07,5.829622010366565e-17
3.841669618307405e-07,0.11227136691076195,0.9,0.0,0.0,0.0,0.0,0.09989079227655463,4.4574272176848e-05,2.451363877693704e-06,7.940790398612942e-06,1.541866196613531e-05,8.615432199452266e-07,1.547719693420482e-05,3.465182810276384e-06,5.845934852115193e-06,1.411831986214073e-05,2.8935185064945302e-05,4.3939358365575446e-06,1.5513222568595727e-05,1.1037078690762447e-08,8.178941572442013e-08,2.5807113819844712e-08,4.462907356443075e-09,3.6157850073001275e-05,1.2378082784503323e-05,7.141905857708292e-05,1.7874514335780613e-05,1.3639740152119076e-05,6.381142084158048e-10,1.2146208864914713e-05,1.3801678205005314e-12,4.001819630809779e-08,4.610815728008363e-13,4.936011685570118e-13,5.343623132057079e-13,4.430767435087061e-13,1.2707428429274256e-13,2.966999105745302e-06,5.961854521392425e-06,9.237895054973677e-14,5.403023823540935e-06,1.6726031755300018e-13,1.7530095764657293e-13,3.4805600460635714e-06,2.9711609872277444e-13,3.076591412032535e-16,2.1050966936982638e-07,5.980004761690007e-17
3.920852900620665e-07,0.11227203896602521,0.9,0.0,0.0,0.0,0.0,0.0998884057322515,4.5652060018543835e-05,2.4513487073987335e-06,8.038587074494482e-06,1.564647340095643e-05,8.615266947553984e-07,1.5719182943392863e-05,3.4661072709470003e-06,5.870434507800536e-06,1.441010212978501e-05,2.9831839754210823e-05,4.410839194153245e-06,1.5790409797453725e-05,1.1037010401075773e-08,8.17889108226108e-08,2.5806618903273157e-08,4.462875161311682e-09,3.686353971527495e-05,1.2648326192469899e-05,7.3707661329466e-05,1.828192701125822e-05,1.4170572018274967e-05,6.382934051459121e-10,1.245177102307772e-05,1.413497487270377e-12,4.079894524624475e-08,4.678800948672925e-13,5.024057270441142e-13,5.427008545024577e-13,4.603066664759221e-13,1.295505014547404e-13,3.0568168834332447e-06,6.221796318002034e-06,9.374385523397284e-14,5.607939139450747e-06,1.73598652965118e-13,1.78433202231801e-13,3.62302344463827e-06,3.0926816912323774e-13,3.1467153642798587e-16,2.248676176770255e-07,6.130429845779545e-17
4.0000361829339255e-07,0.11227271456610881,0.9,0.0,0.0,0.0,0.0,0.09988601425521944,4.6731437133109614e-05,2.4513311921790545e-06,8.135938568148617e-06,1.5871301382539182e-05,8.615101964375554e-07,1.59584310843168e-05,3.4669088005981547e-06,5.893617806456036e-06,1.470194470627553e-05,3.073896124089442e-05,4.426818412419558e-06,1.606511920233426e-05,1.1036931551747974e-08,8.17883268720976e-08,2.5806124586659734e-08,4.462843921548172e-09,3.756353090746271e-05,1.2918562872692965e-05,7.601806307516372e-05,1.8689329976219367e-05,1.4709591654942838e-05,6.384501291223511e-10,1.2757408550386255e-05,1.4468742496661673e-12,4.157333146399331e-08,4.7458895943651e-13,5.111308824490564e-13,5.509443308810326e-13,4.778014782557013e-13,1.320065356680335e-13,3.1465337478696284e-06,6.4867408043595675e-06,9.509088503069087e-14,5.815881756748126e-06,1.8003030477653083e-13,1.815374472433284e-13,3.767998195334011e-06,3.2163385432241443e-13,3.2168376169093937e-16,2.398517649163746e-07,6.280891548278447e-17
4.079219465247186e-07,0.11227339366321079,0.9,0.0,0.0,0.0,0.0,0.09988361788633135,4.7812272373215774e-05,2.4513118572153186e-06,8.232862603045457e-06,1.6093184832940745e-05,8.614937243097047e-07,1.6195008972719692e-05,3.4676026244439997e-06,5.915554233693859e-06,1.4993848941398413e-05,3.165644732163727e-05,4.441923748575557e-06,1.6337368038152047e-05,1.1036844510563689e-08,8.17876821044896e-08,2.580563102925418e-08,4.462813690454563e-09,3.825783885923653e-05,1.3188792808593299e-05,7.834996362398363e-05,1.9096722772103955e-05,1.5256707005441473e-05,6.385871815565143e-10,1.3063111285039731e-05,1.4802940358193803e-12,4.2341372151005984e-08,4.812093370361022e-13,5.197771890459006e-13,5.590950833647273e-13,4.955581610152757e-13,1.3444244168209416e-13,3.2361142003857694e-06,6.7566474146731905e-06,9.642027313798639e-14,6.026814507933414e-06,1.8655411267910684e-13,1.8461388766761651e-13,3.915461799435847e-06,3.342112119324421e-13,3.286958089869935e-16,2.554734919427744e-07,6.43138486864083e-17
4.158402747560446e-07,0.11227407621098895,0.9,0.0,0.0,0.0,0.0,0.09988121666634318,4.889444109898578e-05,2.45129111690771e-06,8.329374048436182e-06,1.6312162166298133e-05,8.614772777193652e-07,1.6428982875185794e-05,3.4682020559693462e-06,5.936309677849615e-06,1.528581614214266e-05,3.258419657380494e-05,4.45620271970531e-06,1.6607174058883733e-05,1.1036751139571113e-08,8.17869902858835e-08,2.5805138357499205e-08,4.462784446266951e-09,3.89464802488243e-05,1.3459015983833009e-05,8.070307381331092e-05,1.950410502756441e-05,1.581182828508846e-05,6.38707011442055e-10,1.3368870348988872e-05,1.5137529763803156e-12,4.310308613925014e-08,4.877423831297217e-13,5.283452172532135e-13,5.671554067332136e-13,5.135737709564326e-13,1.3685827941300783e-13,3.32552483009177e-06,7.0314756957317865e-06,9.773224971205354e-14,6.2407007361111455e-06,1.9316893228789133e-13,1.876627241263017e-13,4.065391915476309e-06,3.4699831312576786e-13,3.357076720904883e-16,2.717440111265536e-07,6.581905455380133e-17
4.237586029873706e-07,0.11227476216447471,0.9,0.0,0.0,0.0,0.0,0.09987881063588072,4.99778248271342e-05,2.4512693209287553e-06,8.425485218741253e-06,1.6528271295495863e-05,8.61460856552807e-07,1.666041756874021e-05,3.4687188060842156e-06,5.955946619506899e-06,1.5577847572523488e-05,3.3522108368759064e-05,4.4697002645685716e-06,1.6874555402328984e-05,1.1036653025494534e-08,8.178626423090282e-08,2.5804646550536662e-08,4.462756284884031e-09,3.9629472960300525e-05,1.3729232381805256e-05,8.307711477988421e-05,1.991147642120098e-05,1.6374867943608985e-05,6.388117732527578e-10,1.3674677935146636e-05,1.5472473919706105e-12,4.385849360004755e-08,4.941892376362638e-13,5.368355490247024e-13,5.751275428192822e-13,5.318454372495255e-13,1.3925411302460064e-13,3.4147342063866065e-06,7.3111853206537295e-06,9.902704190302531e-14,6.457504287583643e-06,1.9987363489156204e-13,1.9068416158817522e-13,4.217766365510989e-06,3.5999324326561125e-13,3.427193449853134e-16,2.886743658830609e-07,6.732449441140145e-17
4.3167693121869665e-07,0.1122754514800506,0.9,0.0,0.0,0.0,0.0,0.09987639983543097,5.106231091351907e-05,2.451246771854816e-06,8.521206127950414e-06,1.6741549638802558e-05,8.614444609938055e-07,1.688937624614217e-05,3.469163199515745e-06,5.9745243051663426e-06,1.5869944453554185e-05,3.447008287768729e-05,4.482458887640134e-06,1.713953051211657e-05,1.1036551496508834e-08,8.178551063177302e-08,2.5804155408893287e-08,4.462728855832015e-09,4.030683592209132e-05,1.3999441986392446e-05,8.54718173385969e-05,2.031883667222181e-05,1.6945740615917364e-05,6.389033647531506e-10,1.398052716217511e-05,1.5807737877955706e-12,4.460761588422886e-08,5.00551026976847e-13,5.452487778609243e-13,5.830136822207155e-13,5.503703600063398e-13,1.4163001033096656e-13,3.5037127772580394e-06,7.595736097649739e-06,1.0030487390588726e-13,6.677189504670043e-06,2.0666710728067026e-13,1.9367840844931662e-13,4.372563138750759e-06,3.73194101968776e-13,3.4973082421461306e-16,3.0627543041399583e-07,6.883013532558956e-17
4.395952594500227e-07,0.11227614411541917,0.9,0.0,0.0,0.0,0.0,0.09987398430534035,5.214779228960688e-05,2.451223687215413e-06,8.616544669954928e-06,1.695203412627334e-05,8.614280900595286e-07,1.711592049600914e-05,3.4695442457201973e-06,5.9920988949608905e-06,1.616210796354844e-05,3.5428021066725506e-05,4.4945187744555805e-06,1.7402118116312992e-05,1.1036447580274698e-08,8.178474104871513e-08,2.580366498443755e-08,4.462702560612812e-09,4.097858908252025e-05,1.4269644781690352e-05,8.788692152567648e-05,2.0726185560643095e-05,1.7524363053881263e-05,6.389834441714498e-10,1.428641203207073e-05,1.6143288362944093e-12,4.535047545943095e-08,5.068288604617072e-13,5.535855030420905e-13,5.908159534521879e-13,5.691458089026864e-13,1.4398604278406995e-13,3.5924327784929162e-06,7.885087971771211e-06,1.0156596697587411e-13,6.899721218909104e-06,2.135482514307669e-13,1.966456763706887e-13,4.5297603912340956e-06,3.8659900357969505e-13,3.567421040704887e-16,3.245579101817891e-07,7.033594659715981e-17
4.467217548582161e-07,0.11227677029156091,0.9,0.0,0.0,0.0,0.0,0.09987180631764377,5.3125492279831e-05,2.4512025891331022e-06,8.702027413837399e-06,1.713911155250046e-05,8.614133764883422e-07,1.731779555317743e-05,3.469839533749212e-06,6.007102430360952e-06,1.6425113029941543e-05,3.6298603174440296e-05,4.50480669699182e-06,1.7636421306510958e-05,1.1036352608778645e-08,8.178403803916342e-08,2.580322425910938e-08,4.462679729224772e-09,4.157838775707909e-05,1.4512821462921212e-05,9.007775083478173e-05,2.1092789701502342e-05,1.805168215403913e-05,6.390468687829528e-10,1.4561734561049877e-05,1.6445502644951833e-12,4.601371385005058e-08,5.124080352192506e-13,5.610236485739327e-13,5.977680078625646e-13,5.862557099076964e-13,1.46089549118583e-13,3.6720381245169425e-06,8.149576606681646e-06,1.0268681950170035e-13,7.102404838826131e-06,2.1981534517333075e-13,1.9929332749852191e-13,4.673272410349002e-06,3.988363247475119e-13,3.630520837420396e-16,3.416034643772353e-07,7.169130161257195e-17
4.538482502664095e-07,0.1122773990940537,0.9,0.0,0.0,0.0,0.0,0.09986962456069863,5.410384523713558e-05,2.451181295544181e-06,8.787208491791327e-06,1.7323981725674363e-05,8.613986819030976e-07,1.7517805979689278e-05,3.4700949404057266e-06,6.021373486151188e-06,1.6688173785011857e-05,3.7177105224177726e-05,4.514585707215889e-06,1.786881989401797e-05,1.1036256743663845e-08,8.178332719284418e-08,2.580278407454409e-08,4.462657513879383e-09,4.217367505321326e-05,1.4755992605025652e-05,9.228472427601365e-05,2.145938438347807e-05,1.858515498550166e-05,6.391030687387677e-10,1.4837078359048547e-05,1.6747901468006848e-12,4.667191612700965e-08,5.179208840980205e-13,5.684007671131216e-13,6.046552841750798e-13,6.035644824238014e-13,1.4817708138589717e-13,3.751395007755258e-06,8.417892810697212e-06,1.0379444764088212e-13,7.3073410627688e-06,2.2615179649451134e-13,2.0191945649956813e-13,4.818695577361287e-06,4.1123605082216064e-13,3.693618988659895e-16,3.592170670850009e-07,7.304675813742692e-17
4.609747456746029e-07,0.11227803049431098,0.9,0.0,0.0,0.0,0.0,0.09986743906359595,5.508278357635026e-05,2.4511599001551897e-06,8.872090091040265e-06,1.7506670578528264e-05,8.613840060330372e-07,1.7715993103257076e-05,3.470314985375266e-06,6.03494720429067e-06,1.69512909997289e-05,3.806345668751587e-05,4.523880784225007e-06,1.8099327871599046e-05,1.1036160426092041e-08,8.17826135331983e-08,2.5802344492846066e-08,4.4626360903664335e-09,4.276446705959793e-05,1.4999158196469416e-05,9.450766933299031e-05,2.1825969498727933e-05,1.912472504417834e-05,6.391528752740861e-10,1.5112440419613248e-05,1.7050463835398942e-12,4.732510039841995e-08,5.233681865101189e-13,5.75717306950761e-13,6.114792117028035e-13,6.210702723454886e-13,1.502486971151729e-13,3.830486546733739e-06,8.690007698405835e-06,1.0488900676418464e-13,7.51450524181497e-06,2.3255683578043157e-13,2.0452422150696171e-13,4.966014325335976e-06,4.237968379427997e-13,3.7567154682535907e-16,3.7740617298371736e-07,7.440230092091418e-17
4.681012410827963e-07,0.11227866446442593,0.9,0.0,0.0,0.0,0.0,0.09986524985531996,5.6062242710867923e-05,2.4511384791039793e-06,8.956673484796652e-06,1.7687203739086398e-05,8.613693486975002e-07,1.7912397092096066e-05,3.4705036775162155e-06,6.047857066288471e-06,1.7214465417604184e-05,3.895758756135143e-05,4.532715679981156e-06,1.8327959292194656e-05,1.1036063983793921e-08,8.178189778773653e-08,2.5801905337703117e-08,4.462615267163326e-09,4.335078025878675e-05,1.5242318226294395e-05,9.67464182951287e-05,2.2192544956231298e-05,1.9670337072984e-05,6.391970244893896e-10,1.5387818077797856e-05,1.7353169705578836e-12,4.797328522159446e-08,5.287507137185088e-13,5.829737196034616e-13,6.182411822859443e-13,6.387712660100717e-13,1.5230445519555885e-13,3.9092968191862104e-06,8.965892489041575e-06,1.0597065042285969e-13,7.723873031057432e-06,2.3902970292440196e-13,2.071077813127025e-13,5.115213201335879e-06,4.365173519591524e-13,3.819810266604986e-16,3.9617812680112585e-07,7.57579172570213e-17
4.7522773649098974e-07,0.11227930097710241,0.9,0.0,0.0,0.0,0.0,0.09986305696474695,5.70421609229984e-05,2.451117080158223e-06,9.040959112951782e-06,1.786560653420105e-05,8.613547089395232e-07,1.8107056957517754e-05,3.470664549815333e-06,6.060134966031205e-06,1.74776977549496e-05,3.9859428365465474e-05,4.541112975661405e-06,1.8554728257496193e-05,1.1035967658239034e-08,8.17811845674787e-08,2.5801466841411964e-08,4.4625953310384925e-09,4.393263150411014e-05,1.5485472683500805e-05,9.900080803169893e-05,2.2559110683728223e-05,2.0221937023308183e-05,6.392361661696339e-10,1.5663208987471472e-05,1.7655999898595408e-12,4.8616489556569154e-08,5.340692267058854e-13,5.901704565482365e-13,6.249425445289005e-13,6.566656894098765e-13,1.5434441586249096e-13,3.987810818346642e-06,9.245518507795758e-06,1.0703953035633334e-13,7.93542038579327e-06,2.455696471477769e-13,2.0967029528519832e-13,5.266276866226462e-06,4.4939626869677655e-13,3.88290336088136e-16,4.155401637823253e-07,7.711359497280773e-17
4.823542318991831e-07,0.11227994000560014,0.9,0.0,0.0,0.0,0.0,0.09986086042064167,5.8022479223926744e-05,2.4510957470759455e-06,9.124946678983393e-06,1.8041903993089497e-05,8.613400864689115e-07,1.8300010537569353e-05,3.4708007372064278e-06,6.071811287174484e-06,1.7740988701059357e-05,4.076891014359635e-05,4.549094144016264e-06,1.8779648889243984e-05,1.1035871625085719e-08,8.178047326515091e-08,2.580102886405058e-08,4.462576067444691e-09,4.4510037950837994e-05,1.5728621557423266e-05,0.00010127067972496427,2.2925666616284442e-05,2.077947202245738e-05,6.392708753268298e-10,1.5938611067302433e-05,1.7958936115344892e-12,4.9254732710990463e-08,5.393244789144558e-13,5.973079717138797e-13,6.315846101209683e-13,6.747518065849659e-13,1.5636864037317898e-13,4.066014408402501e-06,9.528857189449637e-06,1.0809579652929295e-13,8.149123557634316e-06,2.521759269501888e-13,2.1221192299002668e-13,5.4191900957160316e-06,4.624322737153955e-13,3.9459947485080987e-16,4.3549940998205855e-07,7.846932439528659e-17
4.887680777665572e-07,0.11228051726065463,0.9,0.0,0.0,0.0,0.0,0.09985888043085886,5.890506111224064e-05,2.4510766376654473e-06,9.20027987504016e-06,1.819879209320011e-05,8.613269408555536e-07,1.8472240207047343e-05,3.470904520141715e-06,6.081829578949272e-06,1.797800121114162e-05,4.159392020645542e-05,4.5559383063053525e-06,1.8980508802561933e-05,1.1035785595917792e-08,8.177983531203436e-08,2.580063506050529e-08,4.462559240374558e-09,4.5025917830795236e-05,1.594745076131125e-05,0.00010332667334324163,2.325555852831038e-05,2.1286285210180237e-05,6.392987495510487e-10,1.6186480948898268e-05,1.823165487655226e-12,4.982492592295929e-08,5.440007330843427e-13,6.036814752600368e-13,6.3751282051529e-13,6.911918055783118e-13,1.5817703936973365e-13,4.136121224881164e-06,9.787012811069349e-06,1.0903577384251674e-13,8.34328024363824e-06,2.5817769018229267e-13,2.1448166203666126e-13,5.558380890137818e-06,4.742979104137903e-13,4.002775530250458e-16,4.5397914738216175e-07,7.968951759095021e-17
4.951819236339312e-07,0.11228109651363759,0.9,0.0,0.0,0.0,0.0,0.09985689752572982,5.9787881979975865e-05,2.4510576396285644e-06,9.27536978453739e-06,1.83540127406148e-05,8.613138087382692e-07,1.864314340449996e-05,3.470992406013768e-06,6.091404204274755e-06,1.8215062195827696e-05,4.242501449482477e-05,4.562476152539331e-06,1.917989328830633e-05,1.1035700068445244e-08,8.17792012129949e-08,2.5800241678714153e-08,4.462542977732675e-09,4.553822437082615e-05,1.6166275426095875e-05,0.00010539497183282014,2.358544241187534e-05,2.1797826926624884e-05,6.393237856846935e-10,1.64343571569113e-05,1.8504433095887437e-12,5.039113089501388e-08,5.486268849383316e-13,6.100077059684294e-13,6.43394926022049e-13,7.077844869716958e-13,1.599727883027688e-13,4.205956668692759e-06,1.0048131977618945e-05,1.0996576090257281e-13,8.53914723931503e-06,2.64232064198334e-13,2.167347286788334e-13,5.699046657585161e-06,4.862887879188515e-13,4.0595549120372874e-16,4.7295334995915256e-07,8.09097392292058e-17
5.015957695013052e-07,0.11228167774620204,0.9,0.0,0.0,0.0,0.0,0.09985491172598535,6.0670904009782444e-05,2.4510387705407955e-06,9.350214961161993e-06,1.850758357713401e-05,8.613006897835467e-07,1.8812745284157108e-05,3.4710660276279523e-06,6.100554446181849e-06,1.8452172102440977e-05,4.326214382180838e-05,4.568721244943981e-06,1.9377812622939785e-05,1.1035615126959256e-08,8.177857169955911e-08,2.5799848698431145e-08,4.462527284296246e-09,4.6046970574422345e-05,1.6385095544098884e-05,0.00010747546751359531,2.391531823027749e-05,2.2314060929249042e-05,6.393462834095394e-10,1.6682238607793948e-05,1.877725902858162e-12,5.095336225507793e-08,5.532034649453541e-13,6.162869933266761e-13,6.492317971610034e-13,7.245286604370665e-13,1.617559335952482e-13,4.275512084227756e-06,1.031219409988765e-05,1.1088586340823725e-13,8.736707832806973e-06,2.7033852716103247e-13,2.1897123904596667e-13,5.84117653847799e-06,4.984039687044526e-13,4.1163328855527535e-16,4.924269873072541e-07,8.21299838647355e-17
5.080096153686792e-07,0.11228226094030024,0.9,0.0,0.0,0.0,0.0,0.09985292305227957,6.155409088608258e-05,2.4510200428913243e-06,9.424813647072482e-06,1.8659522057861315e-05,8.612875836147734e-07,1.8981070247647312e-05,3.47112684524337e-06,6.109298758988886e-06,1.868933136124033e-05,4.410525933894956e-05,4.5746865438698355e-06,1.9574277066338225e-05,1.1035530819647965e-08,8.177794704430985e-08,2.579945613427049e-08,4.462512140329817e-09,4.65521695793283e-05,1.6603911107739473e-05,0.00010956805502947847,2.424518595122933e-05,2.2834951657248253e-05,6.393665102728931e-10,1.693012433303019e-05,1.9050121405580643e-12,5.15116347794752e-08,5.577309983495727e-13,6.225196668082588e-13,6.550242794605304e-13,7.414231577914455e-13,1.6352652213684328e-13,4.344779291166739e-06,1.0579178664131109e-05,1.1179618594206389e-13,8.93594549745352e-06,2.764965630197352e-13,2.2119130907192935e-13,5.98475974826362e-06,5.106425216681821e-13,4.1731094485338394e-16,5.12404958509204e-07,8.335024695720609e-17
5.144234612360532e-07,0.1122828460781913,0.9,0.0,0.0,0.0,0.0,0.09985093152518874,6.243740772961687e-05,2.451001468801811e-06,9.499163812161698e-06,1.880984545318635e-05,8.61274490058323e-07,1.9148141946556384e-05,3.4711761737317774e-06,6.1176548048676835e-06,1.892654038557355e-05,4.49543125356223e-05,4.58038443642021e-06,1.9769296852050353e-05,1.103544720633818e-08,8.177732710166874e-08,2.5799063888098612e-08,4.462497480199846e-09,4.705383463361559e-05,1.6822722109472524e-05,0.00011167263122970041,2.4575045543259276e-05,2.336046421203043e-05,6.393847074005664e-10,1.717801346036986e-05,1.9323009394198166e-12,5.206596337112101e-08,5.622100044474936e-13,6.287060544956596e-13,6.607731914290257e-13,7.584668325409167e-13,1.652846012089214e-13,4.413750563288147e-06,1.0849065233332115e-05,1.1269683197754511e-13,9.136843889638843e-06,2.82705661421272e-13,2.2339505440126677e-13,6.129785577547802e-06,5.230035222486708e-13,4.2298845935040596e-16,5.328920923958118e-07,8.457052409253311e-17
5.208373071034272e-07,0.1122834331424401,0.9,0.0,0.0,0.0,0.0,0.09984893716521054,6.332082103792123e-05,2.4509830588150313e-06,9.57326318654819e-06,1.895857085074966e-05,8.61261408719557e-07,1.9313983290554133e-05,3.471215199148746e-06,6.1256394873963445e-06,1.916379957204924e-05,4.580925523758214e-05,4.585826762123907e-06,1.9962882181825145e-05,1.1035364324000996e-08,8.17767128822603e-08,2.5798672072753095e-08,4.4624833670454395e-09,4.7551979083357147e-05,1.7041528541706392e-05,0.00011378909506612823,2.4904896975464564e-05,2.3890564336895042e-05,6.394010918399417e-10,1.7425905202813388e-05,1.959591260068746e-12,5.261636303673733e-08,5.666409975046947e-13,6.348464840998573e-13,6.664793271948384e-13,7.75658559014166e-13,1.6703021843775471e-13,4.482418608674684e-06,1.1121833447879566e-05,1.1358790389605643e-13,9.33938684668855e-06,2.8896531766927586e-13,2.2558259030949465e-13,6.276243391925991e-06,5.35486052291117e-13,4.2866583194547706e-16,5.538931478430286e-07,8.579081169165762e-17
5.272511529708013e-07,0.11228402211589616,0.9,0.0,0.0,0.0,0.0,0.09984693999276396,6.42042986313329e-05,2.4509648216536177e-06,9.647109286694589e-06,1.910571515737417e-05,8.612483394890456e-07,1.9478616460742803e-05,3.471244985334861e-06,6.133268982281815e-06,1.9401109300732987e-05,4.6670039604786334e-05,4.591024835842904e-06,2.0155043224046754e-05,1.10352822331002e-08,8.177610402687848e-08,2.5798280519318302e-08,4.46246972059102e-09,4.8046616370376526e-05,1.7260330397048595e-05,0.00011591734750517896,2.52347402195458e-05,2.4425218395968574e-05,6.394158589178453e-10,1.767379885469745e-05,1.986882101909424e-12,5.3162848895721065e-08,5.710244854127372e-13,6.409412809596488e-13,6.721434531189444e-13,7.92997232011502e-13,1.687634217917507e-13,4.550776551291658e-06,1.1397463025748554e-05,1.144695029899798e-13,9.543558384817222e-06,2.9527503261982613e-13,2.27754031714597e-13,6.424122631544133e-06,5.480892002057845e-13,4.3434306130439656e-16,5.754128141350504e-07,8.701110574485405e-17
