Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516)
7.917762741393886e-07,0.11230972202221094,0.9,0.0,0.0,0.0,0.0,0.0997624306611119,0.0001004306930779303,2.4503482070051293e-06,1.241677550968418e-05,2.398646088548186e-05,8.607043566661146e-07,2.54000797747676e-05,3.4698672065704524e-06,6.270548853785727e-06,2.9234024052421786e-05,8.663917621445005e-05,4.684168810885129e-06,2.6960005200194268e-05,1.1032506568121551e-08,8.175552805609444e-08,2.578198600969677e-08,4.462172263803872e-09,6.515145129518067e-05,2.6280318088255316e-05,0.0002128588846063546,3.883106472479891e-05,4.958767919689109e-05,6.395998368418194e-10,2.7895680783625104e-05,3.1046119571873004e-12,7.203026117551792e-08,7.161277123027618e-13,8.564210944725187e-13,8.755315911125271e-13,1.6081993244707334e-12,2.2861556370208094e-13,7.023684247828e-06,2.4948943846654874e-05,1.4371206644994338e-13,1.920259384146809e-05,5.934842032654525e-13,3.0465096627775766e-13,1.3638610772197569e-05,1.1623594311941558e-12,6.683600090523694e-16,1.957963062203087e-06,1.3732749028146578e-16,4.91677306838786e-07,7.71602893927826e-17,1.1190309996758263e-17,2.139141946414007e-18
8.008092294656042e-07,0.11231064409191302,0.9,0.0,0.0,0.0,0.0,0.09975947815811152,0.00010165418000897277,2.4503311429214157e-06,1.2500934588604729e-05,2.4118035047634074e-05,8.606861611894571e-07,2.5576901037928338e-05,3.469798776830026e-06,6.27199836075932e-06,2.9571403647400886e-05,8.814118583727388e-05,4.685148403747108e-06,2.7157654911544078e-05,1.1032429760906111e-08,8.175495935849734e-08,2.5781440088946317e-08,4.462172418542679e-09,6.564053113426793e-05,2.658818742060047e-05,0.0002164536554162722,3.929508926051939e-05,5.0556928027917624e-05,6.396037530759784e-10,2.8244622778974173e-05,3.1423147841496892e-12,7.25686430644458e-08,7.200287026168114e-13,8.626670910387396e-13,8.815932264383369e-13,1.6395714636126469e-12,2.3032327670916527e-13,7.096247770658036e-06,2.547996233537865e-05,1.4450038635777438e-13,1.956964993703723e-05,6.048057424519774e-13,3.068844374509906e-13,1.3919489236635e-05,1.1862526329815126e-12,6.763466493591457e-16,2.023691445682059e-06,1.3904506049487657e-16,5.118250226928424e-07,7.806415971993666e-17,1.1522903077439262e-17,2.217807122010045e-18
8.098421847918198e-07,0.11231156870436196,0.9,0.0,0.0,0.0,0.0,0.09975652181691246,0.00010287651115444854,2.4503142606462113e-06,1.2584339956683836e-05,2.4247637912034983e-05,8.606679646089568e-07,2.575222270732246e-05,3.4697302522008815e-06,6.273348418534066e-06,2.9908886494689524e-05,8.965110018655443e-05,4.686060755449841e-06,2.7353251591146317e-05,1.1032353772367834e-08,8.175439553067994e-08,2.578089563463268e-08,4.4621729137890224e-09,6.612348991387007e-05,2.6896047173529936e-05,0.00022006524109929214,3.97590962676741e-05,5.1532463325432376e-05,6.396077270168423e-10,2.8593556406355562e-05,3.1799788329796923e-12,7.310020924649431e-08,7.238705025027738e-13,8.688473479133308e-13,8.876026606745944e-13,1.6711449886102534e-12,2.320093737081567e-13,7.16800754358384e-06,2.6014925217802778e-05,1.4527689573288957e-13,1.99388385888566e-05,6.161922913934652e-13,3.090947094147929e-13,1.420240540480641e-05,1.210317603094687e-12,6.843329848830742e-16,2.090710743368722e-06,1.4076258512891574e-16,5.325166500859857e-07,7.896800083365221e-17,1.1861129673695118e-17,2.2983371319268544e-18
8.188751401180355e-07,0.11231249582756118,0.9,0.0,0.0,0.0,0.0,0.09975356168730933,0.00010409767150349184,2.450297551443306e-06,1.2666988573615834e-05,2.4375298786064188e-05,8.606497681773115e-07,2.592605460135633e-05,3.4696616524727988e-06,6.274605138136107e-06,3.0246472031149812e-05,9.116881898538905e-05,4.686910010592496e-06,2.7546816418476698e-05,1.1032278563165383e-08,8.175383784808669e-08,2.5780350734866388e-08,4.462173795831219e-09,6.660036446139812e-05,2.7203897334113566e-05,0.0002236934679221135,4.022308571884959e-05,5.251422050534951e-05,6.396117592038997e-10,2.89424816483748e-05,3.2176036394202194e-12,7.362500117598436e-08,7.276539934036902e-13,8.749625447834348e-13,8.935602377041979e-13,1.702917777582058e-12,2.3367398618502e-13,7.2389655964774934e-06,2.6553782945695844e-05,1.460417701690027e-13,2.031013232084238e-05,6.276429919344933e-13,3.1128202150208843e-13,1.4487337950505588e-05,1.2345525010705252e-12,6.923190151699178e-16,2.1590257897154403e-06,1.4248006412445424e-16,5.537586129532643e-07,7.987181270374723e-17,1.2205005000588376e-17,2.3807497598757296e-18
8.279080954442511e-07,0.1123134254297902,0.9,0.0,0.0,0.0,0.0,0.09975059781879185,0.00010531764688903573,2.4502810081602347e-06,1.274887771951046e-05,2.4501046541056512e-05,8.606315712877252e-07,2.609840598306093e-05,3.4695929941549935e-06,6.275774254767115e-06,3.058415966201374e-05,9.269424291570328e-05,4.687700057186903e-06,2.7738370355334028e-05,1.1032204101092374e-08,8.175328607282786e-08,2.577980535560277e-08,4.462175048905392e-09,6.707119164838651e-05,2.7511737889685506e-05,0.0002273381633915559,4.068705758732379e-05,5.350213542173155e-05,6.396158502508836e-10,2.9291398489702693e-05,3.2551887654912645e-12,7.414306035315328e-08,7.31380043643196e-13,8.810133543592157e-13,8.994662822452953e-13,1.7348877231943633e-12,2.3531724577316516e-13,7.3091241591059605e-06,2.709648627193764e-05,1.4679518264729174e-13,2.0683504064811482e-05,6.391569986625683e-13,3.1344661058598626e-13,1.4774265764672388e-05,1.2589555052321189e-12,7.003047397784348e-16,2.2286412100692224e-06,1.4419749743280842e-16,5.755572663759871e-07,8.077559529967789e-17,1.2554543676127998e-17,2.4650625874556883e-18
8.369410507704667e-07,0.1123143574796149,0.9,0.0,0.0,0.0,0.0,0.09974763026054449,0.00010653642393689213,2.450264624535803e-06,1.2830004984986075e-05,2.4624909620355116e-05,8.606133723108868e-07,2.6269285610596597e-05,3.469524291034897e-06,6.276861156044599e-06,3.092194876205221e-05,9.422727360780162e-05,4.688434546145271e-06,2.7927934148447654e-05,1.1032130357957216e-08,8.175273914824286e-08,2.5779260499113075e-08,4.462176622751017e-09,6.753600838700642e-05,2.7819568827819875e-05,0.00023099915620225677,4.115101184705842e-05,5.449614434266476e-05,6.396200007085134e-10,2.9640306916708025e-05,3.292733797911622e-12,7.465442832006402e-08,7.350495086672428e-13,8.870004424576945e-13,9.053211015987639e-13,1.767052731877848e-12,2.3693928424103025e-13,7.378485645214175e-06,2.7642986250918695e-05,1.4753730358464868e-13,2.1058927152078755e-05,6.507334786468182e-13,3.1558871110928683e-13,1.5063167952610778e-05,1.2835248124500938e-12,7.082901582798351e-16,2.299561423844368e-06,1.4591488501413592e-16,5.979188952676631e-07,8.167934859093092e-17,1.2909759726292742e-17,2.5512929937800432e-18
8.459740060966823e-07,0.11231529194584246,0.9,0.0,0.0,0.0,0.0,0.09974465906144615,0.00010775399004623972,2.450248393132976e-06,1.2910368266933926e-05,2.4746916042557282e-05,8.605951711505112e-07,2.6438701756798826e-05,3.4694555543698014e-06,6.277870892786346e-06,3.1259838676033325e-05,9.57678136361357e-05,4.689116898711436e-06,2.811552833054757e-05,1.103205730027064e-08,8.175219727060035e-08,2.577871563408049e-08,4.4621785181708034e-09,6.799485162859201e-05,2.812739013626099e-05,0.00023467627621727807,4.161494847269924e-05,5.5496183941203386e-05,6.396242101280663e-10,2.9989206917333335e-05,3.330238347468432e-12,7.515914665975419e-08,7.386632311406413e-13,8.929244680340303e-13,9.111249863252243e-13,1.7994107235274205e-12,2.3854023348577614e-13,7.447052646462366e-06,2.819323423869052e-05,1.482683008531313e-13,2.1436375310081135e-05,6.623716113319992e-13,3.1770855509656564e-13,1.5354023832860675e-05,1.3082586380459236e-12,7.162752702561808e-16,2.3717906458110838e-06,1.4763222683608452e-16,6.208497138798463e-07,8.258307254849407e-17,1.3270666613264521e-17,2.639458149566362e-18
8.550069614228979e-07,0.11231622879758896,0.9,0.0,0.0,0.0,0.0,0.09974168427006995,0.00010897033333623628,2.4502323061970677e-06,1.2989965756610854e-05,2.4867093410549926e-05,8.605769682259421e-07,2.6606662262635078e-05,3.469386793399549e-06,6.278808208449944e-06,3.159782872004494e-05,9.731576650751612e-05,4.689750326741273e-06,2.830117322335319e-05,1.1031984893112675e-08,8.175166102965013e-08,2.577816971853757e-08,4.462180753485537e-09,6.844775835974856e-05,2.84352018029481e-05,0.00023836935441570766,4.207886743956447e-05,5.6502191270955904e-05,6.39628477470969e-10,3.033809848075723e-05,3.367702047352368e-12,7.565725699205461e-08,7.422220412192654e-13,8.987860832762336e-13,9.168782120945119e-13,1.831959630705766e-12,2.401202255192041e-13,7.514827915832003e-06,2.8747181893373252e-05,1.4898833983409695e-13,2.1815822652966148e-05,6.74070588244953e-13,3.1980637218789526e-13,1.564681293405243e-05,1.3331552155210866e-12,7.242600753007285e-16,2.445332889740861e-06,1.493495228718765e-16,6.443558643594651e-07,8.348676714432274e-17,1.3637277258583115e-17,2.7295750198768473e-18
8.640399167491136e-07,0.11231716800419042,0.9,0.0,0.0,0.0,0.0,0.09973870593468295,0.00011018544262156034,2.450216357903987e-06,1.306879593349884e-05,2.498546891593953e-05,8.605587616965293e-07,2.6773174561886355e-05,3.4693180155516994e-06,6.279677552550953e-06,3.193591818211795e-05,9.887103665530287e-05,4.690337841931362e-06,2.8484888939065333e-05,1.103191311026092e-08,8.175112915577986e-08,2.577762399117803e-08,4.462183271324434e-09,6.88947656004812e-05,2.874300381608928e-05,0.00024207822286976082,4.254276872363598e-05,5.751410375529119e-05,6.396328022629278e-10,3.068698159725788e-05,3.4051245524345033e-12,7.614880097035735e-08,7.457267566845106e-13,9.045859336566041e-13,9.22581040529174e-13,1.8646973983049975e-12,2.4167939246208195e-13,7.581814360087215e-06,2.9304781175334376e-05,1.4969758344473779e-13,2.2197243677002358e-05,6.858296128527577e-13,3.21882389655734e-13,1.5941514993354116e-05,1.3582127964230163e-12,7.322445730196552e-16,2.520191970206377e-06,1.5106677310069993e-16,6.684434161035258e-07,8.439043234959856e-17,1.400960401556017e-17,2.821660369397858e-18
8.730728720753292e-07,0.11231810953526705,0.9,0.0,0.0,0.0,0.0,0.09973572410324592,0.00011139930737826804,2.450200542079388e-06,1.3146857556604859e-05,2.5102069345278822e-05,8.605405501909175e-07,2.693824571560794e-05,3.4692492267239678e-06,6.2804830993610275e-06,3.227410632313743e-05,0.00010043352943122631,4.690882268675988e-06,2.866669538247084e-05,1.1031841923913881e-08,8.175060080599098e-08,2.5777079226935312e-08,4.462186029371966e-09,6.933591040139122e-05,2.9050796164086605e-05,0.00024580271471307517,4.300665230155638e-05,5.853185917241541e-05,6.396371836669264e-10,3.103585625802951e-05,3.442505538199881e-12,7.663382027848809e-08,7.49178183129394e-13,9.103246579984405e-13,9.282337203953623e-13,1.897621983061865e-12,2.4321786653360674e-13,7.648015029239736e-06,2.9865984347437622e-05,1.5039619217539299e-13,2.2580613254107015e-05,6.97647900361088e-13,3.2393683242878333e-13,1.623810995428429e-05,1.3834296501575649e-12,7.402287630303434e-16,2.596371505153304e-06,1.5278397750677865e-16,6.931183648047286e-07,8.529406813630573e-17,1.438765867955201e-17,2.915730757150812e-18
8.821058274015448e-07,0.11231905336068185,0.9,0.0,0.0,0.0,0.0,0.09973273882341309,0.00011261191769720097,2.4501848504258053e-06,1.3224149651450524e-05,2.5216921089072406e-05,8.605223350658432e-07,2.7101882459358642e-05,3.469180431623479e-06,6.281228773284707e-06,3.2612392378147686e-05,0.00010200315109350229,4.6913862614925265e-06,2.884661225403016e-05,1.1031771296705698e-08,8.17500773408018e-08,2.5776533465104726e-08,4.462189077139503e-09,6.977122983963613e-05,2.9358578835471917e-05,0.00024954266409940275,4.3470518150622074e-05,5.9555395635801154e-05,6.396416194974207e-10,3.138472245496201e-05,3.47984469924218e-12,7.711235662786052e-08,7.525771142278255e-13,9.160028885679691e-13,9.338364892470618e-13,1.9307313529013806e-12,2.44735780035327e-13,7.713433102264e-06,3.0430743975366046e-05,1.5108432414350902e-13,2.29659066225074e-05,7.095246774218538e-13,3.259699231267475e-13,1.6536577963529116e-05,1.4088040637161049e-12,7.482126449594372e-16,2.6738749196663923e-06,1.5450113607639135e-16,7.183866311222482e-07,8.619767447889089e-17,1.4771452557246118e-17,3.0118025324906585e-18
8.911387827277604e-07,0.11231999945054127,0.9,0.0,0.0,0.0,0.0,0.09972975014253202,0.00011382326426648624,2.4501692769639622e-06,1.3300671503983144e-05,2.533005014572841e-05,8.60504114975165e-07,2.7264091221066384e-05,3.4691116338456266e-06,6.281918258230405e-06,3.295077555691406e-05,0.00010357980880156007,4.6918523114315856e-06,2.9024659051275727e-05,1.1031701201714282e-08,8.174955787347384e-08,2.5775987471064047e-08,4.462192373376697e-09,7.020076101728792e-05,2.9666351819052796e-05,0.0002532979061892438,4.393436624877081e-05,6.058465158775291e-05,6.396461085136992e-10,3.173358018058588e-05,3.517141748796384e-12,7.758445175370871e-08,7.559243318563036e-13,9.21621251127002e-13,9.393895740218667e-13,1.9640234867544965e-12,2.462332653473268e-13,7.778071881831234e-06,3.099901292772207e-05,1.5176213511730458e-13,2.3353099382670518e-05,7.214591820083426e-13,3.2798188207620526e-13,1.6836899369525494e-05,1.4343343415520606e-12,7.561962184465924e-16,2.752705447676275e-06,1.5621824879983707e-16,7.442540601517919e-07,8.710125135054482e-17,1.516099640398989e-17,3.1098918453415353e-18
9.001717380539761e-07,0.11232094777519915,0.9,0.0,0.0,0.0,0.0,0.09972675810764343,0.0001150333383462156,2.4501538158471534e-06,1.3376422652102925e-05,2.5441482127158176e-05,8.604858884678224e-07,2.742487814668465e-05,3.469042836011561e-06,6.282555011189429e-06,3.328925504472639e-05,0.00010516341060856251,4.692282755374079e-06,2.92008550707882e-05,1.103163161261416e-08,8.174904146030158e-08,2.577544212370328e-08,4.462195873099472e-09,7.06245410587175e-05,2.9974115103840814e-05,0.00025706827713003463,4.439819657457915e-05,6.161956578996933e-05,6.396506493587178e-10,3.2082429427984724e-05,3.554396417926663e-12,7.805014741247382e-08,7.592206062611356e-13,9.271803649936986e-13,9.448931919352292e-13,1.9974963742431324e-12,2.477104549180542e-13,7.841934786668858e-06,3.157074437617091e-05,1.52429778549326e-13,2.374216749152464e-05,7.334506632344908e-13,3.2997292733295834e-13,1.713905472045198e-05,1.4600188054086046e-12,7.64179483142554e-16,2.832866134387926e-06,1.5793531567038146e-16,7.70726420671014e-07,8.80047987249788e-17,1.5556300453263512e-17,3.2100146419851273e-18
9.092046933801917e-07,0.11232189830524168,0.9,0.0,0.0,0.0,0.0,0.09972376276548112,0.00011624213174890476,2.450138459386752e-06,1.3451402879598208e-05,2.5551242262875444e-05,8.604676563985343e-07,2.7584249119944605e-05,3.4689740398923506e-06,6.2831422727799675e-06,3.362783000298591e-05,0.00010675386545595137,4.692679783260155e-06,2.9375219409627527e-05,1.1031562494781343e-08,8.174852907937445e-08,2.5774895991051683e-08,4.462199608646782e-09,7.10426071086654e-05,3.028186867898513e-05,0.000260853614040005,4.4862009107261215e-05,6.266007731588175e-05,6.396552395645029e-10,3.243127019071589e-05,3.5916084548848313e-12,7.850948538036801e-08,7.624666961808509e-13,9.326808430846432e-13,9.503475511685506e-13,2.031148015420654e-12,2.4916748125622475e-13,7.90502534562921e-06,3.2145891795559353e-05,1.5308740560101206e-13,2.4133087258226246e-05,7.454983812215993e-13,3.3194327469817164e-13,1.7443024762765547e-05,1.4858557941926441e-12,7.721624387073006e-16,2.9143598380365522e-06,1.5965233668286596e-16,7.978094045847913e-07,8.890831657815846e-17,1.5957374458227447e-17,3.312186660360561e-18
