Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516)
7.977138188690107e-10,0.11224539626427103,0.9,0.0,0.0,0.0,0.0,0.09999978557002749,5.507213079789856e-08,5.25267803454414e-08,3.783824629031713e-08,3.802292982495324e-08,3.140270253718844e-08,3.291563586566217e-08,3.279207597704722e-08,3.278453747622408e-08,2.9304046543875852e-08,2.9342044048143936e-08,2.6457805015113022e-08,2.6594880437115696e-08,2.3649367035267775e-10,1.5627052321962308e-09,8.120067038680728e-10,1.4488888667146706e-10,9.857192192318536e-10,4.025978288121442e-10,7.189436326502325e-10,4.427071268503847e-10,5.639595973474928e-11,5.9308802628343534e-12,1.407153177423539e-10,1.7074514094356323e-15,5.063905441423343e-13,1.1385331160479323e-15,8.473072133727732e-16,1.1379259442943208e-15,1.834357515192486e-18,5.599250435256186e-18,6.598152399980642e-13,2.277130620250638e-13,2.278084478584677e-16,2.5150446942600087e-11,7.795884388931961e-19,3.0052104914929127e-16,1.218557906980009e-11,1.0415221536249244e-18,7.619516357666709e-21,7.182694967143769e-16,6.925038608797838e-22,1.2786521590111945e-18,1.1818815748944197e-21,2.0793778640068946e-24,9.489659245485989e-28
8.170525573310222e-10,0.11224539685756234,0.9,0.0,0.0,0.0,0.0,0.0999997803716378,5.6411056336318845e-08,5.3781669891648206e-08,3.875290193888939e-08,3.894659451383598e-08,3.2146462564589504e-08,3.37148420144136e-08,3.358522999270884e-08,3.357734179484677e-08,3.0014454689560654e-08,3.0054313861039374e-08,2.7097364027107097e-08,2.7241159341034622e-08,2.421437314639292e-10,1.6046705419821617e-09,8.343875284812572e-10,1.4875623616171837e-10,1.0360077943529523e-09,4.243205372242994e-10,7.541123832248326e-10,4.6429080537636994e-10,5.916494249350065e-11,6.076905984863401e-12,1.4773821903823028e-10,1.7489638419451437e-15,5.400311842953246e-13,1.1661910652247476e-15,8.678977111408062e-16,1.1655556575163518e-15,1.9244234378684196e-18,5.776375626754925e-18,6.878302053171338e-13,2.452897912015946e-13,2.33342464600421e-16,2.6385520960784506e-11,8.17872384379058e-19,3.0782406109554577e-16,1.2784055357499783e-11,1.0926764647027505e-18,7.990990473434133e-21,7.541811905672022e-16,7.2706205141467225e-22,1.3742741228027333e-18,1.245647611341438e-21,2.1816231474806777e-24,1.0207868557224014e-27
8.363912957930336e-10,0.11224539745109292,0.9,0.0,0.0,0.0,0.0,0.09999977517324626,5.775016278841164e-08,5.50359028783175e-08,3.966743259441244e-08,3.987034678515214e-08,3.2889554710463e-08,3.451410664902558e-08,3.437829710917817e-08,3.437005245189193e-08,3.072486278200579e-08,3.0766628521306627e-08,2.7736835651983202e-08,2.788751132268332e-08,2.477908147760364e-10,1.6466144895641851e-09,8.567504219048446e-10,1.5262015736292944e-10,1.0875463999188576e-09,4.4661517675775215e-10,7.901170065346243e-10,4.863839164368476e-10,6.200035338963195e-11,6.222915717065811e-12,1.5493192081945252e-10,1.790481719024072e-15,5.749205477593816e-13,1.1938514853861044e-15,8.884905570887233e-16,1.1931872915273878e-15,2.0166503072391004e-18,5.9579016830094335e-18,7.167274993011846e-13,2.6375189026100463e-13,2.388770077124299e-16,2.7650239020992385e-11,8.570753207330526e-19,3.151279029950834e-16,1.3396901520898411e-11,1.1450592385460465e-18,8.371243275728374e-21,7.91017484183462e-16,7.624667421675127e-22,1.474574756946469e-18,1.311098925419833e-21,2.286352980008125e-24,1.094406431462806e-27
8.55730034255045e-10,0.11224539804486267,0.9,0.0,0.0,0.0,0.0,0.09999976997485284,5.9089450132790346e-08,5.628947971901824e-08,4.058183827408403e-08,4.0794186530811984e-08,3.363197992728176e-08,3.531342974756185e-08,3.517127726509939e-08,3.5162669456803954e-08,3.143527082121109e-08,3.1478988055108165e-08,2.8376219901678344e-08,2.8533936370850892e-08,2.534349595820971e-10,1.6885369782494238e-09,8.790950498229536e-10,1.5648064562453805e-10,1.140334213248677e-09,4.694812391870224e-10,8.269572526458322e-10,5.089861935268281e-10,6.490219728314724e-11,6.368909446473618e-12,1.6229640437772734e-10,1.8320053319006215e-15,6.110661528788121e-13,1.2215146454232189e-15,9.090857102980188e-16,1.2208210222407706e-15,2.11103785474207e-18,6.143821507620326e-18,7.465287306101402e-13,2.8312108972166504e-13,2.4441207337355314e-16,2.8944603920389945e-11,8.9719715752271e-19,3.224325671268331e-16,1.4024119183526034e-11,1.1986703822405963e-18,8.760248626806943e-21,8.287829521518816e-16,7.987059349416287e-22,1.579668916965601e-18,1.378221394891877e-21,2.3935285793925767e-24,1.1731990171639057e-27
8.750687727170565e-10,0.1122453986388714,0.9,0.0,0.0,0.0,0.0,0.09999976477645747,6.042891834807097e-08,5.754240083069842e-08,4.1496118995102586e-08,4.171811364289866e-08,3.437373908126547e-08,3.6112811288090665e-08,3.596417039922022e-08,3.595519281902673e-08,3.2145678807176406e-08,3.219139248858861e-08,2.901551678812791e-08,2.9180434474319826e-08,2.5907613899673235e-10,1.7304379738060027e-09,9.014211613552449e-10,1.6033770197611781e-10,1.1943704093537797e-09,4.929182132551298e-10,8.64632871878226e-10,5.320973703956778e-10,6.787047903222692e-11,6.514887164046217e-12,1.6983165098820117e-10,1.8735344351439106e-15,6.484750460532583e-13,1.2491803126716726e-15,9.296832042718143e-16,1.248456703552479e-15,2.2075865926377955e-18,6.334136012674277e-18,7.772554908151309e-13,3.034191059742112e-13,2.4994766383002607e-16,3.0268618452665937e-11,9.382381295997967e-19,3.297380597086542e-16,1.466570996864944e-11,1.2535101345992437e-18,9.158022355219307e-21,8.674822753240534e-16,8.357908141532137e-22,1.689671742836021e-18,1.4470254811558547e-21,2.503188077221475e-24,1.2541298830933295e-27
8.944075111790679e-10,0.11224539923311899,0.9,0.0,0.0,0.0,0.0,0.09999975957806016,6.176856741287131e-08,5.8794666625950477e-08,4.241027477466709e-08,4.264212801362143e-08,3.5114833005264346e-08,3.691225124868427e-08,3.6756976450337125e-08,3.674762254800362e-08,3.285608673990157e-08,3.2903841847874356e-08,2.965472632326567e-08,2.9827005621866164e-08,2.647143607666332e-10,1.7723174116138215e-09,9.237285392269421e-10,1.6419132447687062e-10,1.2496541663828636e-09,5.169255903164752e-10,9.031436147036818e-10,5.557171808757466e-10,7.090520349322815e-11,6.660848859667789e-12,1.7753764191377044e-10,1.9150690832883568e-15,6.87153832882104e-13,1.2768485359254118e-15,9.502830310502002e-16,1.276094366843784e-15,2.3062965991948534e-18,6.528841378259116e-18,8.089293540179858e-13,3.246676408859651e-13,2.554837777309922e-16,3.1622285408052756e-11,9.801982898268337e-19,3.3704437918828895e-16,1.5321675499293843e-11,1.309578632927309e-18,9.564554747168047e-21,9.071202407661526e-16,8.737184519897956e-22,1.804698665909346e-18,1.517506682884005e-21,2.615322800543001e-24,1.3380644980006875e-27
9.137462496410793e-10,0.11224539982760541,0.9,0.0,0.0,0.0,0.0,0.09999975437966087,6.310839730581105e-08,6.004627751904114e-08,4.3324305629977154e-08,4.3566229535309164e-08,3.5855262506108244e-08,3.771174960741901e-08,3.754969535730404e-08,3.753995865317745e-08,3.35664946193864e-08,3.361633615907363e-08,3.029384851902373e-08,3.0473649802259463e-08,2.7034964677860884e-10,1.8141752110913077e-09,9.460169920600592e-10,1.6804150945331008e-10,1.306184664752009e-09,5.415028634653909e-10,9.424892317481606e-10,5.798453589092327e-10,7.400637552068505e-11,6.806794521283029e-12,1.8541435840582006e-10,1.9566094334350015e-15,7.271087041799715e-13,1.3045194591446338e-15,9.708851683645201e-16,1.3037341066171611e-15,2.407167801782022e-18,6.7279324241689934e-18,8.415718769385595e-13,3.468883818893638e-13,2.610204126964084e-16,3.300560757332806e-11,1.0230776287729052e-18,3.4435152133607847e-16,1.5992017398237717e-11,1.3668758974924369e-18,9.979829371849051e-21,9.477017417114415e-16,9.124822085954648e-22,1.924865414956764e-18,1.5896565661263152e-21,2.7299117517306525e-24,1.4268953640264785e-27
9.52423726565102e-10,0.11224540101729412,0.9,0.0,0.0,0.0,0.0,0.09999974398285626,6.57885994905987e-08,6.254753618518587e-08,4.515199263663523e-08,4.541469360152869e-08,3.733413129408946e-08,3.931092143163877e-08,3.913487149464845e-08,3.9124350029884546e-08,3.4987310218634385e-08,3.50414597415565e-08,3.1571830940121145e-08,3.1767157216632696e-08,2.816113807043157e-10,1.8978257603391246e-09,9.905365198628489e-10,1.7573156827209343e-10,1.4229826020708154e-09,5.92365062452007e-10,1.023684091961734e-09,6.296257544403303e-10,8.040808168399319e-11,7.098637696146951e-12,2.0167989302754938e-10,2.0397069565685114e-15,8.108696540519644e-13,1.3598691320134806e-15,1.0120964122595172e-15,1.3590196406804288e-15,2.6153948366703e-18,7.13926381963298e-18,9.098490433905117e-13,3.9433316120602467e-13,2.720952461219775e-16,3.586122866339702e-11,1.1115943572648555e-18,3.5896828044418357e-16,1.7375836790864866e-11,1.4851575752395401e-18,1.0836606021141786e-20,1.0317154530960345e-15,9.925282062983182e-22,2.1810828679729256e-18,1.738967537102841e-21,2.9664901034365906e-24,1.616670235441697e-27
9.91101203489125e-10,0.11224540220793655,0.9,0.0,0.0,0.0,0.0,0.09999973358604342,6.846952473143404e-08,6.504617994177893e-08,4.6979180152685396e-08,4.7263504982657685e-08,3.881035128762499e-08,4.091032658544509e-08,4.0719698323640496e-08,4.0708367024680116e-08,3.640812560491896e-08,3.6466763444544456e-08,3.284946414684457e-08,3.306095662746618e-08,2.928613374655838e-10,1.981389352172479e-09,1.0349788020563422e-09,1.834078796668962e-10,1.5447576663213387e-09,6.45500745854944e-10,1.1082154610947878e-09,6.814364319822412e-10,8.707563632198516e-11,7.390416596180595e-12,2.1862810459822634e-10,2.12282684249569e-15,8.998000968293852e-13,1.4152291581198355e-15,1.0533169547059218e-15,1.4143132077749043e-15,2.8322691822652352e-18,7.568109692892483e-18,9.82259100495093e-13,4.4592665883035245e-13,2.831721609098878e-16,3.88355039480923e-11,1.2037890977793553e-18,3.7358834006918747e-16,1.8817181123726184e-11,1.6083563004715509e-18,1.1728329781880543e-20,1.1195646756173096e-15,1.0759358321519307e-21,2.459256169837081e-18,1.8949546984456797e-21,3.2129547133424607e-24,1.8219659445022242e-27
9.999999999999999e-10,0.1122454033995319,0.9,0.0,0.0,0.0,0.0,0.09999973119397508,6.908644617359664e-08,6.562069059836807e-08,4.739950324462773e-08,4.7688922951408264e-08,3.914962126569871e-08,4.127834586844589e-08,4.108428099027957e-08,4.107275987819821e-08,3.673502246691764e-08,3.679471850503923e-08,3.3143368711680853e-08,3.3358671379274353e-08,2.9544802840287803e-10,2.0006030917174815e-09,1.0451929479911992e-09,1.8517207809825876e-10,1.5734789088660271e-09,6.58047327139827e-10,1.1281361093727153e-09,6.936439495875031e-10,8.864731034114748e-11,7.457539095375043e-12,2.226240848702486e-10,2.141953978689472e-15,9.209964463773354e-13,1.427967688353515e-15,1.0628021673494877e-15,1.4270361207085286e-15,2.883390752106578e-18,7.669253217436529e-18,9.995218972195683e-13,4.584024046202124e-13,2.8572099782200726e-16,3.953660881506324e-11,1.2255215168150926e-18,3.7695254592384573e-16,1.9156942753298094e-11,1.6373973966207268e-18,1.1938436199704337e-20,1.1403239913867832e-15,1.0956015814901884e-21,2.5264628111303905e-18,1.9317871783322936e-21,3.2710599992063625e-24,1.8714755314981337e-27
1.0297786804131478e-09,0.1122454033995319,0.9,0.0,0.0,0.0,0.0,0.09999972318922211,7.115117285734972e-08,6.75422116916912e-08,4.880586831574562e-08,4.911266282166459e-08,4.028392795780593e-08,4.2509964893599705e-08,4.2304175357842e-08,4.229200971308786e-08,3.782894077823862e-08,3.7892247476258054e-08,3.4126748234592343e-08,3.435504794468319e-08,3.0409953382812336e-10,2.064865903507991e-09,1.0793432518317194e-09,1.9107045980570352e-10,1.671503309046024e-09,7.009058479937454e-10,1.1960813504031607e-09,7.352752690778508e-10,9.400907820535511e-11,7.6821311336374e-12,2.362588426488966e-10,2.2059691216850313e-15,9.939369436150179e-13,1.4705995455754833e-15,1.0945467879094504e-15,1.469614822537985e-15,3.057792045410177e-18,8.014446379345428e-18,1.0589738839933581e-12,5.018418621001187e-13,2.942511514568295e-16,4.1928455597560196e-11,1.2996625145791195e-18,3.8821169827039943e-16,2.0316063370021824e-11,1.7364731835861805e-18,1.265496068513896e-20,1.211292369668993e-15,1.1627024464199687e-21,2.7603225707275713e-18,2.057604099367756e-21,3.469305122220629e-24,2.0439643567480456e-27
1.0684561573371707e-09,0.11224540459207909,0.9,0.0,0.0,0.0,0.0,0.09999971279239214,7.383354369741123e-08,7.003563425459415e-08,5.063205726344313e-08,5.09621662632699e-08,4.1754866534041815e-08,4.410983618093114e-08,4.388830211192774e-08,4.3875278170623e-08,3.924975573859184e-08,3.931791204463137e-08,3.540368329873674e-08,3.5649431078103795e-08,3.1532598253639236e-10,2.148255415319032e-09,1.1236295121912902e-09,1.987193308546766e-10,1.8032129930437737e-09,7.585763073631615e-10,1.2872797736449297e-09,7.911401456375104e-10,1.0120844607566785e-10,7.973781220323541e-12,2.5457195650172293e-10,2.289133789112658e-15,1.0933124085387648e-12,1.5259802690238824e-15,1.1357859089521083e-15,1.5249244790985636e-15,3.2919646828470277e-18,8.478250867722635e-18,1.1401649552721254e-12,5.622515309393689e-13,3.0533221263723233e-16,4.514010572699441e-11,1.3992152917450326e-18,4.028383540212037e-16,2.187249649894598e-11,1.869509331146775e-18,1.3616462249067105e-20,1.3069431877697838e-15,1.2528273123375696e-21,3.085224715129202e-18,2.226903821116326e-21,3.7355471853068355e-24,2.2833217060303034e-27
1.1071336342611935e-09,0.11224540578557735,0.9,0.0,0.0,0.0,0.0,0.09999970239555331,7.651663708071686e-08,7.252645042499843e-08,5.24577471334144e-08,5.281201445386495e-08,4.322317209351031e-08,4.570994027233461e-08,4.547207810164725e-08,4.5458172472792355e-08,4.0670570485977017e-08,4.0743757357312434e-08,3.668026943462398e-08,3.6944105937445145e-08,3.2654069615416794e-10,2.2315579109062546e-09,1.1678373687057831e-09,2.0635451559439337e-10,1.9398801949995854e-09,8.18508069890924e-10,1.3818087469619807e-09,8.490289438269361e-10,1.0867377864536964e-10,8.265366766399365e-12,2.7356729527150375e-10,2.3723208393586676e-15,1.1979545260330037e-12,1.5813713027987797e-15,1.1770343149690223e-15,1.5802421713257628e-15,3.5347883509722135e-18,8.959500198179417e-18,1.2260036017224276e-12,6.273281981397206e-13,3.164153393373232e-16,4.8470476396751945e-11,1.5024481118983525e-18,4.17468306304344e-16,2.3486493475682996e-11,2.0074658497600296e-18,1.461279803068424e-20,1.406563472505107e-15,1.3463096921533541e-21,3.4349108499455026e-18,2.402841966782733e-21,4.011686760905773e-24,2.5406945149277906e-27
1.1458111111852164e-09,0.11224540698002568,0.9,0.0,0.0,0.0,0.0,0.09999969199870545,7.920045283639762e-08,7.501466298298193e-08,5.428293806330507e-08,5.466220654147028e-08,4.468884960561194e-08,4.7310276992772013e-08,4.7055502843816566e-08,4.7040692695094326e-08,4.209138502039251e-08,4.216978362166378e-08,3.7956506737574236e-08,3.823907243232174e-08,3.377436872018741e-10,2.314773425061095e-09,1.211966705539354e-09,2.1397603668715926e-10,2.0814984053154033e-09,8.806970892323639e-10,1.4796662888312886e-09,9.089395480456813e-10,1.1640511459779905e-10,8.556887682223434e-12,2.932447078645677e-10,2.455530267136835e-15,1.3078875915100347e-12,1.6367726214031975e-15,1.2182920030732449e-15,1.6355678931778615e-15,3.7862643050336806e-18,9.458171458268271e-18,1.3166608372726875e-12,6.972441698191641e-13,3.27500526452473e-16,5.19195896124588e-11,1.609361655882885e-18,4.3210155409789434e-16,2.5158067261402828e-11,2.1503438456161404e-18,1.5643931625399245e-20,1.510201254523002e-15,1.4431488470637628e-21,3.810335026411237e-18,2.585406662103477e-21,4.297729709749928e-24,2.816739647791492e-27
1.2231660650332621e-09,0.112245409371769,0.9,0.0,0.0,0.0,0.0,0.09999967120498178,8.457025078157277e-08,7.998328827534496e-08,5.79318236534721e-08,5.836361900776904e-08,4.761233999471365e-08,5.0511647620929935e-08,5.022129665810981e-08,5.020461120204745e-08,4.493301345030752e-08,4.502237983340468e-08,4.0507935225814296e-08,4.082987996662703e-08,3.6011455117446176e-10,2.4809437404023407e-09,1.2999896808323377e-09,2.2917818316252173e-10,2.3795618739025387e-09,1.011830747284367e-09,1.6853591636562724e-09,1.0348177233814382e-09,1.3266595123874424e-10,9.139735268661779e-12,3.346451491045255e-10,2.6220162340586127e-15,1.5437080786863118e-12,1.747606011268417e-15,1.3008352139924262e-15,1.7462434015423944e-15,4.315178087358383e-18,1.0507688333825623e-17,1.513113768666846e-12,8.522821217096052e-13,3.496770615576596e-16,5.917413143139596e-11,1.83423363031655e-18,4.613779321251479e-16,2.8673997084362338e-11,2.450868692094531e-18,1.7810446828608254e-20,1.7297298569999551e-15,1.646894521788184e-21,4.64224436724214e-18,2.9703683052608513e-21,4.8995491831743706e-24,3.427475971737464e-27
1.3005210188813079e-09,0.11224541176730185,0.9,0.0,0.0,0.0,0.0,0.09999965041121962,8.994293616664074e-08,8.494153202406834e-08,6.157871513528914e-08,6.206639687813252e-08,5.0525376069485684e-08,5.371394666643422e-08,5.3385679710645673e-08,5.3367034295300774e-08,4.777464102832247e-08,4.7875702333066175e-08,4.305796952549755e-08,4.342185295589101e-08,3.8243867302280157e-10,2.6467669297731405e-09,1.3876987147339016e-09,2.4432596346968117e-10,2.6973515691739946e-09,1.1519450518742792e-09,1.904342591873479e-09,1.1687577915369312e-09,1.4999126488347283e-10,9.722323271777089e-12,3.7877206731564117e-10,2.7885916474364138e-15,1.8009072128159465e-12,1.8584802354393933e-15,1.3834155185733053e-15,1.8569509557930925e-15,4.878716053121339e-18,1.1626619065893731e-17,1.7308864125680716e-12,1.028739320180787e-12,3.7186177730713363e-16,6.690390613808444e-11,2.073836628080739e-18,4.906674799089963e-16,3.24203895767241e-11,2.7710927132143955e-18,2.0115717390694458e-20,1.965946924816167e-15,1.864058405437162e-21,5.5887089426576026e-18,3.3816941702894273e-21,5.541052543420671e-24,4.120792127958099e-27
1.3778759727293536e-09,0.11224541416661697,0.9,0.0,0.0,0.0,0.0,0.09999962961741751,9.531850762582988e-08,8.988941595552089e-08,6.522361361024265e-08,6.577053339344698e-08,5.342799558373856e-08,5.6917172731381015e-08,5.654864817419703e-08,5.65279625785376e-08,5.061626775442209e-08,5.0729752769326494e-08,4.5606610398248324e-08,4.601499067335698e-08,4.0471615056824453e-10,2.8122436809461603e-09,1.4750945559958767e-09,2.594195750465875e-10,3.034815850149683e-09,1.3010078872973461e-09,2.136600803381268e-09,1.310742907887507e-09,1.6838136395190997e-10,1.0304650986721761e-11,4.256242462849454e-10,2.955256464846927e-15,2.07957937324533e-12,1.969395091484164e-15,1.4660328936274212e-15,1.967690507569067e-15,5.476888210477073e-18,1.2814781889945025e-17,1.9713370893782427e-12,1.2279861000772318e-12,3.9405463320453056e-16,7.510908781743849e-11,2.3281760352527373e-18,5.199701892370237e-16,3.6397348282875606e-11,3.1110247460827884e-18,2.255945345390743e-20,2.219297271174021e-15,2.0946345504936627e-21,6.657590415142899e-18,3.8192900110049184e-21,6.222286769626187e-24,4.9019548057547876e-27
1.4552309265773993e-09,0.1122454165697072,0.9,0.0,0.0,0.0,0.0,0.099999608823574,1.0069696379389298e-07,9.482696172169717e-08,6.886652017995805e-08,6.947602181916235e-08,5.6320235979209616e-08,6.012132441893298e-08,5.971019823836775e-08,5.968739665530605e-08,5.3457893628590195e-08,5.3584532786346686e-08,4.8153858605274805e-08,4.860929239064818e-08,4.269470812972958e-10,2.977374709302021e-09,1.5621781269321799e-09,2.7445921442076726e-10,3.3919032575048766e-09,1.4589872535726509e-09,2.3821180637943454e-09,1.4607562630519235e-09,1.8783655639930063e-10,1.0886717711245258e-11,4.752004665080292e-10,3.122010643883322e-15,2.3797885176583725e-12,2.0803503777066393e-15,1.5486873159147012e-15,2.0784620085464775e-15,6.109704552448936e-18,1.407199568082237e-17,2.2358197928033368e-12,1.451389211052921e-12,4.162555889006561e-16,8.37898496883494e-11,2.5972572110570904e-18,5.492860518785027e-16,4.0604976682541223e-11,3.470673622267231e-18,2.5141365766622247e-20,2.4902525257815467e-15,2.3386169930746812e-21,7.856862636469314e-18,4.283061920577595e-21,6.94329888213211e-24,5.776235929192721e-27
1.532585880425445e-09,0.1122454189765653,0.9,0.0,0.0,0.0,0.0,0.09999958802968774,1.0607830330610707e-07,9.97541909336726e-08,7.250743594619726e-08,7.318285544510978e-08,5.920213449173887e-08,6.332640033331901e-08,6.28703261095249e-08,6.284533712901893e-08,5.629951865080969e-08,5.644004402378638e-08,5.0699714907369326e-08,5.1204757377775516e-08,4.491315625122161e-10,3.14216072440367e-09,1.6489504188165002e-09,2.894450755767122e-10,3.768562507255168e-09,1.6258512666811169e-09,2.640878674224787e-09,1.6187810827577564e-09,2.0835714971656588e-10,1.1468522746329372e-11,5.27499505203333e-10,3.288854142155026e-15,2.701574602224087e-12,2.1913458931409483e-15,1.6313787621437456e-15,2.1892654104383757e-15,6.7771750569411006e-18,1.539807993051715e-17,2.52568420492442e-12,1.7003118302223164e-12,4.3846460419239254e-16,9.294636410691504e-11,2.881085487965888e-18,5.786150595844873e-16,4.5043378190635074e-11,3.8500481677834445e-18,2.786116568102599e-20,2.779311069415449e-15,2.5959997530021914e-21,9.194618213273492e-18,4.772916332233877e-21,7.704135942386541e-24,6.74891265281326e-27
1.6099408342734908e-09,0.11224542138718416,0.9,0.0,0.0,0.0,0.0,0.0999995672357573,1.1146252479827338e-07,1.0467112515670726e-07,7.614636201085628e-08,7.689102758540082e-08,6.207372816845866e-08,6.653239907983405e-08,6.602902801075571e-08,6.600178460295371e-08,5.914114282106261e-08,5.9296288116818625e-08,5.3244180064908566e-08,5.3801384903145025e-08,4.712696913089857e-10,3.306602435000102e-09,1.7354124749583466e-09,3.043773509141247e-10,4.16474248485862e-09,1.8015681574395289e-09,2.9128669711675522e-09,1.784800627777404e-09,2.2994345093064842e-10,1.2050065396198412e-11,5.825201363264568e-10,3.4557869172877702e-15,3.044958291987877e-12,2.3023814375484604e-15,1.7141072089720498e-15,2.3001006649947224e-15,7.479309686749722e-18,1.6792854727414693e-17,2.8422757103700845e-12,1.9761135739942786e-12,4.606816390220953e-16,1.0257880256954677e-10,3.1796661717950686e-18,6.079572040878968e-16,4.9712656157118987e-11,4.249157203083156e-18,3.0718565152018766e-20,3.086997970660782e-15,2.866776833873959e-21,1.0679074848756053e-17,5.28876001595396e-21,8.504845052849019e-24,7.825267357476363e-27
1.7646507419695823e-09,0.11224542621967559,0.9,0.0,0.0,0.0,0.0,0.09999952564775846,1.222396082682885e-07,1.1447419463065732e-07,8.341824944366866e-08,8.431136078607207e-08,6.778614836646977e-08,7.294715949575823e-08,7.234213887903631e-08,7.231020296392074e-08,6.482438860559239e-08,6.501098138803601e-08,5.8328939985751615e-08,5.8998124634270986e-08,5.154072788328006e-10,3.6344558117298287e-09,1.907410209055971e-09,3.3408191152823063e-10,5.015460976765701e-09,2.179434061763666e-09,3.4964641465857506e-09,2.140757111549447e-09,2.763144028399526e-10,1.3212360772206592e-11,7.007212554811915e-10,3.7899201287208556e-15,3.796532509124946e-12,2.5245718159411327e-15,1.879675010802848e-15,2.521866539285086e-15,8.98761109805245e-18,1.978775917198358e-17,3.561000163738748e-12,2.613775189804444e-12,5.05139607787454e-16,1.2327213333931521e-10,3.821105850975667e-18,6.666808703286755e-16,5.97442545391983e-11,5.106613996922253e-18,3.6845013587962547e-20,3.760490047422063e-15,3.4484898922982754e-21,1.4121638847641187e-17,6.3980439410147006e-21,1.0226068038723281e-23,1.0310166340384544e-26
1.9193606496656735e-09,0.11224543106712459,0.9,0.0,0.0,0.0,0.0,0.09999948405956684,1.3302820330083051e-07,1.2423634167429637e-07,9.068219129615321e-08,9.173696841587248e-08,7.345778977804944e-08,7.936559453037322e-08,7.864950096059473e-08,7.861265656171472e-08,7.050763098201802e-08,7.072862559219549e-08,6.340814444251315e-08,6.419950569946235e-08,5.59360616173119e-10,3.960940572095173e-09,2.07818013037658e-09,3.6357442151457976e-10,5.943653049796862e-09,2.5923330798706595e-09,4.132784985288075e-09,2.5284924988030455e-09,3.269518590764281e-10,1.4373598333741197e-11,8.297939509094784e-10,4.124409939514536e-15,4.634414162512852e-12,2.7469199254065202e-15,2.0453905336541435e-15,2.743759246155131e-15,1.063468818699814e-17,2.305528110072172e-17,4.4026708022253165e-12,3.375180207943042e-12,5.496291776222425e-16,1.458711968934235e-10,4.5216181656690095e-18,7.254569841047129e-16,7.07005973240387e-11,6.043114455658326e-18,4.3518418722571113e-20,4.515460650454659e-15,4.08370787536808e-21,1.8253039448276814e-17,7.610174502938829e-21,1.2107345476023504e-23,1.327329629233238e-26
2.074070557361765e-09,0.11224543592947471,0.9,0.0,0.0,0.0,0.0,0.0999994424711719,1.4382829900117556e-07,1.339577370865511e-07,9.793819638806365e-08,9.916779785187746e-08,7.908894346235989e-08,8.578769306438475e-08,8.495108463746494e-08,8.490915021767059e-08,7.619086995016393e-08,7.644923365058864e-08,6.848179950326622e-08,6.940552218894288e-08,6.031304723393322e-10,4.286062440506419e-09,2.2477310288943196e-09,3.9285639539168103e-10,6.948915512039179e-09,3.0400151238218914e-09,4.821705441516927e-09,2.947874130157079e-09,3.818582591872916e-10,1.5533772623868038e-11,9.6972829823689e-10,4.459256011261564e-15,5.558374179463342e-12,2.9694241899194227e-15,2.211253588970194e-15,2.9657784009323947e-15,1.242062011320609e-17,2.6594001369471387e-17,5.3778973582168814e-12,4.271078503573853e-12,5.941500332429462e-16,1.7037733456550527e-10,5.281244612427032e-18,7.842854786349779e-16,8.258250895887626e-11,7.058728941391054e-18,5.073649776952019e-20,5.357064746117656e-15,4.7723822349467635e-21,2.314415638957554e-17,8.924417783727779e-21,1.4149055651090032e-23,1.6757103982269693e-26
2.2287804650578565e-09,0.11224544080666966,0.9,0.0,0.0,0.0,0.0,0.09999940088256325,1.5463988448298146e-07,1.4363855096381877e-07,1.0518627354106994e-07,1.0660379685059528e-07,8.467989845016014e-08,9.221344399552676e-08,9.124686055477781e-08,9.119968875094707e-08,8.187410550984066e-08,8.217281841405895e-08,7.354991122945534e-08,7.461616816797218e-08,6.46717613177753e-10,4.609827107062921e-09,2.416071582969489e-09,4.219293364878261e-10,8.030847591655735e-09,3.5222318909110337e-09,5.563102025009671e-09,3.3987698999393484e-09,4.410360353293941e-10,1.669287823422159e-11,1.1205143222529921e-09,4.7944580058154185e-15,6.568107001243009e-12,3.1920830448193266e-15,2.377263987400386e-15,3.1879236195340574e-15,1.434548579565327e-17,3.0402509352318884e-17,6.497222083741183e-12,5.31216403662866e-12,6.387018616393741e-16,1.9679187422974754e-10,6.100026270467722e-18,8.431662868563421e-16,9.53908128382547e-11,8.15352772604735e-18,5.849697746552901e-20,6.290878274299448e-15,5.514464170096071e-21,2.8868473713396557e-17,1.0340045100655644e-20,1.63515774973337e-23,2.080411940607683e-26
