Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108)
7.324459316303153e-10,0.11224539426369136,0.9,0.0,0.0,0.0,0.0,0.09999980311448373,5.0554617611616404e-08,4.8286696368356785e-08,3.475037725072879e-08,3.4906226490980465e-08,2.8887581070866647e-08,3.02187618639553e-08,3.0114554996220224e-08,3.0108145852751396e-08,2.690643170264739e-08,2.6938477257583777e-08,2.4298659777578547e-08,2.441424066484361e-08,2.1740301541960467e-10,1.4209180576965472e-09,7.363454449046099e-10,1.3181152768019805e-10,8.252356879874383e-10,3.335131638141595e-10,6.064240915994073e-10,3.736271491365715e-10,4.754105143589585e-11,5.437928237880958e-12,1.1827437843019066e-10,1.5673894960463324e-15,4.019633447768779e-13,1.0452077971167888e-15,7.778317819387912e-16,1.0446913306548078e-15,1.5463359894733162e-18,5.033963529002066e-18,5.714930676951406e-13,1.7464064792958788e-13,2.0913512162753288e-16,2.1200912136934437e-11,6.5716339626481e-19,2.758796057093402e-16,1.0271800234183222e-11,8.779431504984045e-19,6.43056501266809e-21,6.038360046611009e-16,5.820635283453852e-22,9.88957863204574e-19,9.790725867052233e-22,1.752443204690791e-24,7.347535183245993e-28,1.8312465140312032e-24,1.8047419239274324e-27
7.609023216738644e-10,0.11224539513559605,0.9,0.0,0.0,0.0,0.0,0.09999979546521315,5.2523971617863996e-08,5.013626820997188e-08,3.609684392829973e-08,3.6264966547319904e-08,2.998509803058475e-08,3.1394500044351066e-08,3.1282058836281803e-08,3.127516704508753e-08,2.7951776830996383e-08,2.7986354617452307e-08,2.5240156007710187e-08,2.5364883560462562e-08,2.2573057438736275e-10,1.4827654046054859e-09,7.693564040698944e-10,1.3751791204791401e-10,8.93451700585417e-10,3.6283072798626315e-10,6.54310316855811e-10,4.0303110542173536e-10,5.130872359376846e-11,5.65287458939637e-12,1.27819212752756e-10,1.6284477812119855e-15,4.4577708283134555e-13,1.0858933888021957e-15,8.081193734078382e-16,1.0853382201011627e-15,1.6688861205832071e-18,5.274253413116099e-18,6.088489362215728e-13,1.9662403232149813e-13,2.1727583731826416e-16,2.2881379559986806e-11,7.092533799974232e-19,2.866219632186714e-16,1.1086077390450072e-11,9.475428853131326e-19,6.936642014158967e-21,6.524502905498899e-16,6.290365772187894e-22,1.1091522173579051e-18,1.0651382250235394e-21,1.8915332059431767e-24,8.23839526618363e-28,2.05231431626308e-24,2.1010575594459298e-27
7.893587117174135e-10,0.11224539600801951,0.9,0.0,0.0,0.0,0.0,0.09999978781593874,5.4493717477661616e-08,5.19844148212068e-08,3.744303985949969e-08,3.7623896921137504e-08,3.108116182442244e-08,3.2570364997839424e-08,3.244937490692505e-08,3.244198537951453e-08,2.8997121844070367e-08,2.9034328917337316e-08,2.6181462949874384e-08,2.6315684756316173e-08,2.340517163598635e-10,1.5445678539442349e-09,8.023316697055379e-10,1.4321696806637993e-10,9.64379459371344e-10,3.93389813474453e-10,7.040079703026031e-10,4.3353977702149564e-10,5.5220197137338705e-11,5.867786379911867e-12,1.3773398627607439e-10,1.6895182052206344e-15,4.922410450986456e-13,1.1265846724350973e-15,8.384120032436313e-16,1.1259894854231427e-15,1.7961136904551663e-18,5.524085594546805e-18,6.479791839487657e-13,2.2038765160926096e-13,2.2541769327188826e-16,2.4626015419369526e-11,7.633324318989426e-19,2.973661095363482e-16,1.1931458372317208e-11,1.0198012815324031e-18,7.461732512202913e-21,7.030391127024153e-16,6.778302306441614e-22,1.2387583258490657e-18,1.1548485318935564e-21,2.0359556195801516e-24,9.19856385462807e-28,2.2904631982562423e-24,2.4324018856652634e-27
8.178151017609625e-10,0.11224539688096127,0.9,0.0,0.0,0.0,0.0,0.09999978016666038,5.646385512285373e-08,5.383113805990377e-08,3.8788965099116873e-08,3.898301726660317e-08,3.2175776200056474e-08,3.37463566544951e-08,3.361650301184412e-08,3.360860088612735e-08,3.004246674186888e-08,3.008240024074683e-08,2.712258064211717e-08,2.726664421674116e-08,2.4236644970247644e-10,1.606324676856858e-09,8.352694836953694e-10,1.4890864439970052e-10,1.0380163548301282e-09,4.251888189061572e-10,7.555162535600445e-10,4.6515231290993417e-10,5.927548756640907e-11,6.082663583187045e-12,1.4801863949403915e-10,1.750600765955245e-15,5.413835086184166e-13,1.1672816376580536e-15,8.68709670308236e-16,1.1666451242016556e-15,1.9280192020705493e-18,5.783450888386325e-18,6.889528035718695e-13,2.460008616191692e-13,2.3356068741640837e-16,2.6434828656576173e-11,8.194008286320987e-19,3.08112044259372e-16,1.2807948354551822e-11,1.0947187808087034e-18,8.005821862679046e-21,7.556161417458875e-16,7.284441977107727e-22,1.378139792767184e-18,1.248198808071211e-21,2.1857127713150596e-24,1.023064638268834e-27,2.546324874912573e-24,2.8014249131028244e-27
8.747278818480607e-10,0.11224539862839851,0.9,0.0,0.0,0.0,0.0,0.09999976486809141,6.040530549684716e-08,5.752032074731282e-08,4.1480003722769914e-08,4.1701826493318774e-08,3.436066953745235e-08,3.6098719797705267e-08,3.595019454151868e-08,3.594122353627807e-08,3.213315619163753e-08,3.217883429174999e-08,2.900424842898429e-08,2.9169037788498835e-08,2.589767189891833e-10,1.729699629712617e-09,9.010278192768875e-10,1.6026974922308845e-10,1.1934070895584865e-09,4.925001384397497e-10,8.639615218345475e-10,5.316855786705027e-10,6.781758103750235e-11,6.512314083834874e-12,1.6969734671219604e-10,1.872802289135705e-15,6.478048004791029e-13,1.2486925715689693e-15,9.293201115672604e-16,1.2479695124553076e-15,2.205866061064729e-18,6.330743974618258e-18,7.767057259112988e-13,3.0305314306653076e-13,2.498500820150745e-16,3.024502294890055e-11,9.375067607161034e-19,3.2960927730773495e-16,1.4654276013358862e-11,1.2525328546426563e-18,9.150938634265745e-21,8.66791997482225e-16,8.351319077443383e-22,1.6876895947794586e-18,1.4458003372679787e-21,2.501240595763339e-24,1.252097981314853e-27,3.1137115019351034e-24,3.66358497810415e-27
9.224847922143637e-10,0.11224540009631265,0.9,0.0,0.0,0.0,0.0,0.09999975203067378,6.371388186659896e-08,6.061162460951963e-08,4.373728526506919e-08,4.398382930832319e-08,3.618962040627731e-08,3.807303588282786e-08,3.7907870467963306e-08,3.7897958681531345e-08,3.388750465702298e-08,3.3938303756873526e-08,3.058261826156237e-08,3.076587108387822e-08,2.7289508355467836e-10,1.8330824333090803e-09,9.56082356660672e-10,1.697801699754448e-10,1.3321376836577105e-09,5.527953246969775e-10,9.605420241380895e-10,5.909147807980441e-10,7.542949164203693e-11,6.8727373136214656e-12,1.89029586582262e-10,1.975382027184573e-15,7.455831431490334e-13,1.3170239281947263e-15,9.801953574354399e-16,1.3162242794025512e-15,2.4534571740380367e-18,6.819332851245206e-18,8.566454885855021e-13,3.572539306160159e-13,2.635224073720643e-16,3.364041407817283e-11,1.0427549385047229e-18,3.4765364940885956e-16,1.6299639252778856e-11,1.3931698038104243e-18,1.017034389719912e-20,9.66350035175706e-16,9.302719951246123e-22,1.9808819828400442e-18,1.6228051180044523e-21,2.782494232461509e-24,1.4688097776976423e-27,3.650123423884699e-24,4.528719740554091e-27
9.702417025806667e-10,0.11224540156568197,0.9,0.0,0.0,0.0,0.0,0.09999973919324384,6.702356081005783e-08,6.369893821644335e-08,4.5993805121137155e-08,4.626636265337662e-08,3.8014526137396865e-08,4.0047707909329645e-08,3.986501441390027e-08,3.985412295464533e-08,3.56418527977259e-08,3.5698047587832684e-08,3.216045556897708e-08,3.236314966351346e-08,2.867954822932407e-10,1.936332882585546e-09,1.0110201304246456e-09,1.7926962057394235e-10,1.4784641505398976e-09,6.165614692713329e-10,1.0622117208200813e-09,6.532418602088612e-10,8.344666928436331e-11,7.233062667923956e-12,2.0940281367567373e-10,2.077995920680918e-15,8.51193426258486e-13,1.3853711514942787e-15,1.0310847757284597e-15,1.3844913324282134e-15,2.7142304202888175e-18,7.334650621265127e-18,9.426831633103811e-13,4.175754543822121e-13,2.7719791133216655e-16,3.721667927474506e-11,1.1536097720680104e-18,3.657030532662243e-16,1.8032689753483576e-11,1.541301985435496e-18,1.1243067451441278e-20,1.0717068839030903e-15,1.030535187893818e-21,2.306447946027054e-18,1.8099994365984465e-21,3.0788039389956598e-24,1.7092129437360684e-27,4.244732605261073e-24,5.538507042121501e-27
9.999999999999999e-10,0.11224540303650474,0.9,0.0,0.0,0.0,0.0,0.09999973119397502,6.908644617424585e-08,6.56206904580851e-08,4.739950324417921e-08,4.768892295193395e-08,3.9149621019034417e-08,4.1278345868655404e-08,4.108428099004652e-08,4.1072759877862034e-08,3.6735022466917434e-08,3.679471850520126e-08,3.3143368711367286e-08,3.3358671379536484e-08,2.954480281100832e-10,2.000603229529575e-09,1.045193186829925e-09,1.8517209090485905e-10,1.5734789061720806e-09,6.58047321526265e-10,1.1281361126646364e-09,6.936439516552325e-10,8.864731057982153e-11,7.457539107123357e-12,2.2262408547316432e-10,2.1419539825325864e-15,9.209961932955218e-13,1.427967692005172e-15,1.0628021668353615e-15,1.4270361228675022e-15,2.8833907544515173e-18,7.669253135844726e-18,9.995219013326363e-13,4.584024087386891e-13,2.857209977700826e-16,3.953660892155765e-11,1.2255215177979349e-18,3.7695254582871305e-16,1.9156942804941022e-11,1.6373974033391054e-18,1.1938435816228893e-20,1.1403239937764e-15,1.095601352937254e-21,2.5264628387072232e-18,1.9317869162532243e-21,3.2710592320369974e-24,1.871539467579745e-27,4.6459914501959676e-24,6.247582898260727e-27
1.0179986129469697e-09,0.11224540303650474,0.9,0.0,0.0,0.0,0.0,0.09999972635580119,7.03343420053378e-08,6.678226722371964e-08,4.8249563550027536e-08,4.854942491279114e-08,3.9835397510187396e-08,4.202273554724273e-08,4.182162546219211e-08,4.180971649780353e-08,3.739620061374356e-08,3.7458066176956854e-08,3.37377605308477e-08,3.3960873357963295e-08,3.0067794066932774e-10,2.039450640341841e-09,1.0658395733932635e-09,1.8873811805438475e-10,1.632374151070337e-09,6.837909166385482e-10,1.168966864772906e-09,7.186628183183004e-10,9.186918698621818e-11,7.593289950157895e-12,2.3081674502115852e-10,2.180643959626387e-15,9.647118658469294e-13,1.4537341930785793e-15,1.0819883610398908e-15,1.452770660116957e-15,2.9881881694055133e-18,7.87665385375126e-18,1.0351425702038142e-12,4.843436442210574e-13,2.908765842151923e-16,4.097386034195753e-11,1.2700725548315262e-18,3.8375748696512505e-16,1.9853451942424213e-11,1.6969314842820131e-18,1.2369040490751333e-20,1.1829413215349736e-15,1.1359201025300776e-21,2.6661454908660174e-18,2.007360827540341e-21,3.3901807303491e-24,1.974541761174172e-27,4.900513856057825e-24,6.708184592949923e-27
1.0657555233132727e-09,0.11224540450877923,0.9,0.0,0.0,0.0,0.0,0.09999971351834544,7.364622513062919e-08,6.986161697944322e-08,5.050456081081583e-08,5.083301447517161e-08,4.165224449520003e-08,4.399811846675432e-08,4.377770269834758e-08,4.3764739453169834e-08,3.9150548105073106e-08,3.921835991590893e-08,3.5314533326732976e-08,3.5559041997546266e-08,3.14542482762493e-10,2.1424356706942682e-09,1.120539895440527e-09,1.9818570238420862e-10,1.7938553683597344e-09,7.544760159533857e-10,1.2808037149896483e-09,7.87173662235409e-10,1.0069711770161335e-10,7.95341900346671e-12,2.532710971266012e-10,2.2833261340250076e-15,1.0862028095210306e-12,1.522113004687161e-15,1.132906107955653e-15,1.5210622510587954e-15,3.2753327887712663e-18,8.445299196075948e-18,1.134346891073345e-12,5.578839008953476e-13,3.045584163666749e-16,4.491199895523473e-11,1.3921445762545506e-18,4.0181694858814694e-16,2.1761950237249118e-11,1.8600603843170637e-18,1.3548194306815686e-20,1.3001360621658e-15,1.246425352923527e-21,3.061744864557453e-18,2.2148668390011075e-21,3.716635627551478e-24,2.266031274902583e-27,5.6204388697942466e-24,8.053743382386775e-27
1.1135124336795757e-09,0.11224540598250372,0.9,0.0,0.0,0.0,0.0,0.09999970068087621,7.695920986419847e-08,7.293699271749458e-08,5.275879716259902e-08,5.3117129733086485e-08,4.346507662123785e-08,4.597385633820671e-08,4.573324521040711e-08,4.571919196288857e-08,4.090489527171157e-08,4.097892919568646e-08,3.6890774136131036e-08,3.71576554123414e-08,3.283891321379672e-10,2.2452880453464333e-09,1.1751207238165345e-09,2.0761241944505843e-10,1.9628955157901675e-09,8.286091309923241e-10,1.3977185361177967e-09,8.587704044127243e-10,1.0993053431686659e-10,8.313449675055063e-12,2.767655860107057e-10,2.3860424338831745e-15,1.2157203338321697e-12,1.5905075381782677e-15,1.1838380110540413e-15,1.5893660938491213e-15,3.575666643564971e-18,9.040543402154075e-18,1.2406186704392414e-12,6.385210968854403e-13,3.182433981558939e-16,4.9031136662424776e-11,1.519827121840625e-18,4.1988143621516727e-16,2.3758209046290805e-11,2.030690768709721e-18,1.4780460283220783e-20,1.4233777503350904e-15,1.3620495505322085e-21,3.495029132006208e-18,2.4324950620205065e-21,4.058179657668781e-24,2.584917292518035e-27,6.4074762247381376e-24,9.591925914221222e-27
1.1612693440458787e-09,0.11224540745767654,0.9,0.0,0.0,0.0,0.0,0.09999968784339312,8.027329588438832e-08,7.600839964823407e-08,5.5012272864495356e-08,5.540176908286201e-08,4.5273903200211766e-08,4.794994883209725e-08,4.768825208888745e-08,4.767307416908444e-08,4.265924211365581e-08,4.2739774406623234e-08,3.846648313847947e-08,3.8756713432189064e-08,3.422179122550697e-10,2.348007852711801e-09,1.2295818818400822e-09,2.1701831374513892e-10,2.1394823392874648e-09,9.061826440981745e-10,1.519707598197714e-09,9.334490624778308e-10,1.1956950965063566e-10,8.673381792939806e-12,3.012999272241971e-10,2.4887928492096452e-15,1.3533097679847467e-12,1.6589177455226923e-15,1.234784064905751e-15,1.6576821770887027e-15,3.889192096762385e-18,9.662343340439766e-18,1.354279817057156e-12,7.265795776778084e-13,3.319315199746427e-16,5.3331314884145356e-11,1.6531214731482785e-18,4.379509479233643e-16,2.5842252768551662e-11,2.208824719829838e-18,1.6065769892554442e-20,1.5527569546918541e-15,1.4827913044865193e-21,3.967794811536726e-18,2.6602231420873092e-21,4.414823853796304e-24,2.9324363840126256e-27,7.264591384514649e-24,1.1340225075011683e-26
1.2090262544121818e-09,0.11224540893429594,0.9,0.0,0.0,0.0,0.0,0.09999967500589581,8.358848286961763e-08,7.907584296571082e-08,5.7264988175644146e-08,5.768693092450473e-08,4.707873340612275e-08,4.9926395619078325e-08,4.964272242677039e-08,4.9626386213862605e-08,4.441358863090258e-08,4.450089593839102e-08,4.004166051315533e-08,4.035621588669159e-08,3.56028846499674e-10,2.450595190698582e-09,1.2839233102764186e-09,2.2640342870575575e-10,2.32360361552214e-09,9.871889556106998e-10,1.646767176579298e-09,1.0112056592137298e-09,1.296141164539504e-10,9.033215183450352e-12,3.2687383583632587e-10,2.5915773700155562e-15,1.4990088889891283e-12,1.7273435788014634e-15,1.2857442640738989e-15,1.7260104893836672e-15,4.2159115091371446e-18,1.0310655987595954e-17,1.4756516055557978e-12,8.223831631820084e-13,3.456227722367654e-16,5.781257491408904e-11,1.792028907800485e-18,4.560254817872299e-16,2.8014105793690496e-11,2.394464319246782e-18,1.740405469606814e-20,1.6883681620303524e-15,1.6086492215228084e-21,4.481852473954367e-18,2.898028777468066e-21,4.786579255049465e-24,3.309825881366795e-27,8.19474670337886e-24,1.3316882797305377e-26
1.2567831647784848e-09,0.11224541041236019,0.9,0.0,0.0,0.0,0.0,0.09999966216838395,8.690477049838146e-08,8.213932783243795e-08,5.951694335520554e-08,5.997261366167948e-08,4.887957629107362e-08,5.190319636995737e-08,5.159665531950606e-08,5.157912823930854e-08,4.6167934823448505e-08,4.626229418000119e-08,4.161630643947518e-08,4.195616260521399e-08,3.698219581156458e-10,2.5530501819756175e-09,1.3381450507915945e-09,2.357678087155076e-10,2.515247149469314e-09,1.0716204823680698e-09,1.7788935519076193e-09,1.0920362225793386e-09,1.4006442741024372e-10,9.392949681637354e-12,3.534870264273264e-10,2.694395986314414e-15,1.6528488748009547e-12,1.795784990205182e-15,1.3367186031140432e-15,1.7943510193455147e-15,4.555827239261798e-18,1.0985438419907588e-17,1.6050546780004928e-12,9.262551490818343e-13,3.5931714537802487e-16,6.247495791930773e-11,1.9365506994934913e-18,4.741050358785722e-16,3.027379250200961e-11,2.587611647728403e-18,1.879524634403008e-20,1.8303097715542713e-15,1.739621905946309e-21,5.039027319094957e-18,3.14588971480827e-21,5.173456906554096e-24,3.7183238781210925e-27,9.200901428829161e-24,1.5540888430576112e-26
1.3522969855110908e-09,0.11224541337281653,0.9,0.0,0.0,0.0,0.0,0.09999963649331514,9.354064640087384e-08,8.825444271490493e-08,6.401857435630896e-08,6.454553545539273e-08,5.246933583454817e-08,5.585785844741379e-08,5.55029051636462e-08,5.5482902800447654e-08,4.967662623442359e-08,4.978592234550381e-08,4.476400466401066e-08,4.5157388150597267e-08,3.9735480576714713e-10,2.7575637300413247e-09,1.446230002209175e-09,2.5443454796522614e-10,2.9210523436355862e-09,1.250728929435698e-09,2.058331842260378e-09,1.2629033868466517e-09,1.6218245217776189e-10,1.011212134069685e-11,4.098301094696144e-10,2.9001354654568237e-15,1.9850493901130195e-12,1.9327143566922244e-15,1.4387096789949493e-15,1.9310686867426867e-15,5.2752570760536386e-18,1.2414241414077791e-17,1.8892340914538898e-12,1.1594948932622023e-12,3.8671521614949476e-16,7.234325689284576e-11,2.242442429223677e-18,5.102791970175721e-16,3.505676444251195e-11,2.996437810940725e-18,2.1736077218281958e-20,2.133597310210773e-15,2.016905982256024e-21,6.290107103078549e-18,3.671688717897049e-21,5.992623170826021e-24,4.633601549740176e-27,1.1453030566982865e-23,2.081063022603558e-26
1.4478108062436968e-09,0.11224541633903201,0.9,0.0,0.0,0.0,0.0,0.09999961081818393,1.0018092102134956e-07,9.435378513295237e-08,6.851716794149483e-08,6.912052176549806e-08,5.6043252597005526e-08,5.981393243402506e-08,5.940699443404368e-08,5.938439898879325e-08,5.3185316346551365e-08,5.3310662002068975e-08,4.79095792454089e-08,4.836038869853835e-08,4.248166390765841e-10,2.961549805517739e-09,1.553838307241945e-09,2.7301890100769837e-10,3.3568008973121305e-09,1.4434476485771934e-09,2.3579928191754066e-09,1.4460188819207817e-09,1.8592416406989985e-10,1.083089545179793e-11,4.703268834089424e-10,3.1060112067922963e-15,2.350057329497241e-12,2.069705464670453e-15,1.5407572488426297e-15,2.0678350882795297e-15,6.047500431735077e-18,1.394841081880913e-17,2.2093705954960535e-12,1.4288747359262978e-12,4.141256562075933e-16,8.29365386192034e-11,2.5708067737104375e-18,5.464734158614895e-16,4.019136344485505e-11,3.4353198395371615e-18,2.488771748835828e-20,2.4634847942467048e-15,2.3146323202035787e-21,7.735950257359981e-18,4.237443088005494e-21,6.872411127515036e-24,5.68818936464384e-27,1.404459074072568e-23,2.731626382527398e-26
1.5433246269763028e-09,0.11224541931099313,0.9,0.0,0.0,0.0,0.0,0.09999958514298773,1.0682559179051142e-07,1.0043739575753766e-07,7.301272618477192e-08,7.369755995043687e-08,5.960139664979319e-08,6.377141570182841e-08,6.330891598248777e-08,6.328361794032238e-08,5.669400515980003e-08,5.683651623815652e-08,5.105303161602605e-08,5.156516287548171e-08,4.5220764116189756e-10,3.165009774796009e-09,1.6609719107818533e-09,2.9152123579656295e-10,3.82239619898218e-09,1.6497165709712486e-09,2.6778469154136195e-09,1.6413511162466224e-09,2.1129014212375712e-10,1.1549270692432346e-11,5.34975047681835e-10,3.312023130514169e-15,2.7479560888905565e-12,2.2067579355321115e-15,1.6428612688316834e-15,2.20465013304119e-15,6.8725760957491126e-18,1.5587606583449434e-17,2.5680066919738865e-12,1.7369622867427941e-12,4.4154838981204096e-16,9.425512790430991e-11,2.921653782047703e-18,5.826876768890168e-16,4.5677784213326996e-11,3.904274350695009e-18,2.82496235341951e-20,2.8208996886914657e-15,2.632789668680788e-21,9.391742787709669e-18,4.842976547397827e-21,7.81290935314612e-24,6.89201944956225e-27,1.699914436550264e-23,3.523647446862906e-26
1.6388384477089089e-09,0.11224542228868631,0.9,0.0,0.0,0.0,0.0,0.09999955946772388,1.1347465614028074e-07,1.06505315170513e-07,7.750525116046129e-08,7.827663742505692e-08,6.314383768714533e-08,6.77303056253389e-08,6.720866269963325e-08,6.718056079069745e-08,6.02026926741357e-08,6.036348813179361e-08,5.419436320725204e-08,5.47717093041395e-08,4.79527994739851e-10,3.3679449849238916e-09,1.7676328177935737e-09,3.0994191518931054e-10,4.31774203284951e-09,1.8694758955257035e-09,3.01786464594326e-09,1.848868579716112e-09,2.382809642978661e-10,1.226724575184666e-11,6.037722941332368e-10,3.518171156853679e-15,3.1787831447225357e-12,2.343871392358913e-15,1.7450216950178663e-15,2.341513730198611e-15,7.750502822418565e-18,1.7331490050179842e-17,2.9676748899470705e-12,2.086316875720477e-12,4.689833415605094e-16,1.0629934755500937e-10,3.29499344134412e-18,6.18921964536671e-16,5.1516221301278524e-11,4.403317948661837e-18,3.182125313648243e-20,3.2068315089062505e-15,2.971366738831234e-21,1.1272959771912204e-17,5.488113603450356e-21,8.814206519593974e-24,8.255036080341081e-27,2.0340204423833357e-23,4.47617755237462e-26
1.7343522684415149e-09,0.11224542527209821,0.9,0.0,0.0,0.0,0.0,0.09999953379238985,1.201281115037972e-07,1.1255758385716419e-07,8.199474494318928e-08,8.28577416603076e-08,6.667064508424507e-08,7.169059958154857e-08,7.110622751486897e-08,7.107522867526589e-08,6.371137888952248e-08,6.389158075061773e-08,5.7333575449511295e-08,5.798002660351358e-08,5.067778820924309e-10,3.570356771369827e-09,1.873823036325462e-09,3.282812989910617e-10,4.8427425640471255e-09,2.102666086055981e-09,3.378016607591537e-09,2.068539843466785e-09,2.6689720747321413e-10,1.298481932935385e-11,6.767163070602095e-10,3.724455206079967e-15,3.642541831843716e-12,2.4810454599129176e-15,1.8472384833387945e-15,2.47842578900851e-15,8.681299330979423e-18,1.917972390196385e-17,3.410897746812415e-12,2.4794895874331984e-12,4.964304363867962e-16,1.1906951838822585e-10,3.6908356770072585e-18,6.551762631990427e-16,5.770686911070462e-11,4.932467224719766e-18,3.560206547320509e-20,3.622331633915459e-15,3.3303522042668788e-21,1.3395384058497275e-17,6.1726795403769365e-21,9.876391393805963e-24,9.787195669727242e-27,2.409123456125208e-23,5.609446450477002e-26
1.9253799099067267e-09,0.11224543125602464,0.9,0.0,0.0,0.0,0.0,0.09999948244150124,1.3344818501072053e-07,1.246153304043402e-07,9.096464722973639e-08,9.202598057513775e-08,7.367763472402835e-08,7.961538911241196e-08,7.889478334983247e-08,7.885774408679504e-08,7.072874742329522e-08,7.095114038275456e-08,6.360564760400503e-08,6.44019682720404e-08,5.610669846006012e-10,3.973615465141301e-09,2.084799601592599e-09,3.6471761506776593e-10,5.981326207689467e-09,2.6091022284592403e-09,4.158606018662303e-09,2.5442184610866646e-09,3.290082589719386e-10,1.4418756862882325e-11,8.350353321418369e-10,4.13743105445888e-15,4.668754861569133e-12,2.7555739345965253e-15,2.0518409695501943e-15,2.7523949290412433e-15,1.0701576395548709e-17,2.318789992928907e-17,4.438048220235712e-12,3.407452747726071e-12,5.513607566774466e-16,1.4678898699215877e-10,4.5500672727864864e-18,7.277448309386308e-16,7.114557374190529e-11,6.0811491111303655e-18,4.378908202254292e-20,4.546550163866019e-15,4.109502829523852e-21,1.8428671681356428e-17,7.659403029847254e-21,1.2183779807056111e-23,1.3398829991009846e-26,3.291681353881313e-23,8.504985454251897e-26
2.1164075513719388e-09,0.1122454372626659,0.9,0.0,0.0,0.0,0.0,0.099999431090302,1.4678579180075923e-07,1.366109570651655e-07,9.992244964726592e-08,1.012021775754532e-07,8.06229139171815e-08,8.75457633598639e-08,8.6674527692323e-08,8.663117325137807e-08,7.774611076078988e-08,7.80152194693962e-08,6.986925950361698e-08,7.083097675968634e-08,6.150763969639856e-10,4.374796604344002e-09,2.2939180454914426e-09,4.0083303530396957e-10,7.2373877446111384e-09,3.1685539412983435e-09,5.019381549708368e-09,3.0681371556864912e-09,3.9762789015492737e-10,1.585107301385452e-11,1.0099134479692327e-09,4.550950038561799e-15,5.826191409562454e-12,3.0303403910136746e-15,2.256668372629995e-15,3.0265568289074957e-15,1.2933556342847524e-17,2.760946180127294e-17,5.6694409941803146e-12,4.541096737151188e-12,6.063387568223548e-16,1.7741606079030944e-10,5.49942674908099e-18,8.003932544351828e-16,8.599545028040827e-11,7.35045247956289e-18,5.280637442435626e-20,5.603196694362638e-15,4.970150190756365e-21,2.462471254946292e-17,9.30176463413737e-21,1.4735786619565483e-23,1.7806816004410242e-26,4.366260734788009e-23,1.2395504790204739e-25
2.307435192837151e-09,0.11224544329191632,0.9,0.0,0.0,0.0,0.0,0.0999993797387726,1.6014091138287374e-07,1.4854478381614496e-07,1.088681688030878e-07,1.1038623442407658e-07,8.750702604578208e-08,9.548170142893065e-08,9.444540535892653e-08,9.439552524042516e-08,8.476346890164575e-08,8.50838421815978e-08,7.612442255704919e-08,7.726704088703842e-08,6.688075598528613e-10,4.773910914078789e-09,2.5011947959113103e-09,4.366303872660315e-10,8.610173432008945e-09,3.78055431737032e-09,5.960110893404645e-09,3.6400474010901732e-09,4.727606773785106e-10,1.7281757613673125e-11,1.2013318614036821e-09,4.96501152190565e-15,7.114252943310412e-12,3.3053418870214634e-15,2.4617203358943735e-15,3.3009107657459525e-15,1.537738766690116e-17,3.2441756514338095e-17,7.1249020759376735e-12,5.9005365358836295e-12,6.613638482460516e-16,2.1095323556727195e-10,6.53899131539692e-18,8.731214073602728e-16,1.0225804845300952e-10,8.740509590072503e-18,6.264966605965361e-20,6.802891241887913e-15,5.912202346571437e-21,3.2122658256322113e-17,1.1098394140704586e-20,1.7533125361720435e-23,2.3091240734762546e-26,5.651455874970707e-23,1.748482076167281e-25
2.498462834302363e-09,0.1122454493436709,0.9,0.0,0.0,0.0,0.0,0.09999932838689382,1.7351352328550163e-07,1.6041712900261245e-07,1.1780182130874247e-07,1.195780537578376e-07,9.433050975505583e-08,1.0342318246419179e-07,1.022073617734581e-07,1.0215080912027857e-07,9.178082184547028e-08,9.215703252792314e-08,8.237114815761746e-08,8.371014941735404e-08,7.222619065932937e-10,5.170969047008475e-09,2.706646088203586e-09,4.72112472513525e-10,1.0098935026103252e-08,4.444640561856629e-09,6.9805630241374325e-09,4.259701951345568e-09,5.544111798536949e-10,1.8710800607536768e-11,1.4092716624780625e-09,5.379614868613218e-15,8.532245675975416e-12,3.5805755066550455e-15,2.6669965008341167e-15,3.575456018064913e-15,1.8033218303457e-17,3.768215042058057e-17,8.824101822995407e-12,7.505758138837717e-12,7.16435447609569e-16,2.4740297611014707e-10,7.668837220109024e-18,9.45929162737646e-16,1.1993491552657348e-10,1.0251452492002217e-17,7.331470232772032e-20,8.157226445468079e-15,6.935566774577738e-21,4.106830034044826e-17,1.30479333969069e-20,2.0576511059078223e-23,2.9332384281189305e-26,7.16578302205245e-23,2.399518757984816e-25
