Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011),CHO2(367),S(1123),S(872),S(869),S(1124),S(1122)
1.2078516882921558e-06,0.11235357476920349,0.9,0.0,0.0,0.0,0.0,0.09962403324511289,0.00015555936602614504,2.4494912543316005e-06,1.531154232604493e-05,2.838455511066334e-05,8.598434004744453e-07,3.102760837665883e-05,3.4666283253076044e-06,6.287628628013202e-06,4.48457271743609e-05,0.00016192766724307353,4.695624481121211e-06,3.422337102647912e-05,1.1028649209593199e-08,8.172693670060608e-08,2.5756196535995192e-08,4.461970861456848e-09,7.921349479111348e-05,4.04513697363274e-05,0.0003905262848563154,6.0032880347972794e-05,9.793953294076723e-05,6.3975550017523e-10,4.395967993535723e-05,4.800258084802246e-12,8.743749074047131e-08,8.45929056380642e-13,1.0852198462263146e-12,1.0676099129020888e-12,3.1706746485219318e-12,2.7749051937271116e-13,9.325814898933322e-06,5.192609463241622e-05,1.700633996236053e-13,3.671027847250634e-05,1.1325685716162467e-12,3.8672846753923526e-13,2.8362468979808347e-05,2.412914359249346e-12,1.02725292116473e-15,6.2414481053159395e-06,2.163920276105539e-16,1.9976163206084937e-06,1.1876341487254853e-16,3.23823951476303e-17,7.640197062841102e-18,9.04523622541496e-16,5.96819999344992e-16,1.2336292521838076e-06,5.11751110702102e-17,3.7209139522168795e-16,3.3724425271404606e-17,2.454257615770778e-16,4.719286719328043e-13,1.625141148722715e-17,2.6754466861322872e-08,2.1340170150494906e-16,2.593874704554909e-06,7.230705042843747e-13,1.2071518468396203e-17,8.778168726013729e-17,5.048241020505681e-13,7.617167414724367e-11,1.7480944947237267e-13,1.1134670664463511e-13,4.5386872454326e-16,2.372059317028591e-13,1.1965002790764246e-17,3.0970092093045736e-17,3.2648520367785125e-13,2.5667000088488014e-17,1.866917831701033e-16,1.3507572955985021e-13,1.5944866780596754e-07,6.401346522649729e-14,6.485909400660246e-18,5.801485224839143e-14,4.6635756561580756e-11,5.50988636755354e-14,7.468816001667724e-11
1.2304727035276735e-06,0.11235606197117755,0.9,0.0,0.0,0.0,0.0,0.09961636608220455,0.000158477920722667,2.44944370878164e-06,1.542489108275175e-05,2.8546703824863233e-05,8.597956310544373e-07,3.1278516648275114e-05,3.466449802417927e-06,6.287416572053365e-06,4.569849989791305e-05,0.00016633240502652633,4.695481151510692e-06,3.452668747713549e-05,1.102843516602834e-08,8.17253504805771e-08,2.5754765650347684e-08,4.461956692880503e-09,7.971765390165637e-05,4.122122095262815e-05,0.00040089630290692755,6.118687466075799e-05,0.00010084072162418603,6.397640518935229e-10,4.4832518893376557e-05,4.889834360245862e-12,8.798579007987654e-08,8.506771216161119e-13,1.0947294906672405e-12,1.0761366026690167e-12,3.2642736371412664e-12,2.7923001602911087e-13,9.411659333737732e-06,5.354245046945639e-05,1.710349485518503e-13,3.774396255895188e-05,1.1643439247577499e-12,3.9015603329223174e-13,2.925250058958957e-05,2.488386474451618e-12,1.0469990037966053e-15,6.552652718565477e-06,2.2068785370336465e-16,2.119368809722865e-06,1.2102345308595694e-16,3.3886571772688286e-17,8.068828852150966e-18,9.391927747649053e-16,6.262978006876654e-16,1.3074203514142618e-06,5.3169124216777663e-17,3.8629042705898887e-16,3.5412072955496966e-17,2.575002452263924e-16,4.900166080909465e-13,1.7216950861780714e-17,2.8962235216951727e-08,2.236233441181821e-16,2.7008539599830086e-06,7.369698812491816e-13,1.2657573221771199e-17,9.196941659535729e-17,5.145288188834403e-13,7.763599515124378e-11,1.8344354197558099e-13,1.1668004687094222e-13,4.770993913891938e-16,2.493470158561407e-13,1.2654264318038162e-17,3.1565421025855015e-17,3.3276113506775835e-13,2.6997466795383502e-17,1.9621103643731255e-16,1.3762873854967452e-13,1.6561748334433004e-07,6.617244993544251e-14,6.614690010345154e-18,5.911933782662489e-14,4.752360716898525e-11,5.619352640344462e-14,7.617200821761836e-11
1.253093718763191e-06,0.11235855588718947,0.9,0.0,0.0,0.0,0.0,0.09960868964840704,0.00016138850956981806,2.449395355432773e-06,1.553380473291315e-05,2.8702789006544934e-05,8.597477050552426e-07,3.152162894189902e-05,3.4662707433965275e-06,6.287173923124603e-06,4.6551529270324564e-05,0.0001707607139870283,4.695316903178662e-06,3.482214194424062e-05,1.1028217596857732e-08,8.172373721681036e-08,2.5753330071194577e-08,4.461940575494439e-09,8.019375182129738e-05,4.1991010266562657e-05,0.0004113200521686048,6.234064354710214e-05,0.00010376122845521549,6.397723359401438e-10,4.5705303052038864e-05,4.979146326257395e-12,8.85029834006832e-08,8.552436698638852e-13,1.1039878007669378e-12,1.0843932593287467e-12,3.358478789425226e-12,2.8087103095700195e-13,9.493532946279146e-06,5.5168801760785066e-05,1.7197017125140252e-13,3.878242120439219e-05,1.1962600456498748e-12,3.934947609569378e-13,3.01500959093208e-05,2.5644865523337537e-12,1.0667411435936074e-15,6.871616814931828e-06,2.2498324190866643e-16,2.2454645401904995e-06,1.2328344159901896e-16,3.542691679529656e-17,8.51137245996974e-18,9.744352283281485e-16,6.565731215287456e-16,1.3837371294068487e-06,5.519886010299063e-17,4.0068064649905755e-16,3.714623039362755e-17,2.6989665371327514e-16,5.084060505984829e-13,1.8217274731459648e-17,3.130115582758603e-08,2.3410359239425935e-16,2.809414652054312e-06,7.508665411631261e-13,1.325875037746172e-17,9.626118314374694e-17,5.242316401657895e-13,7.910003011246431e-11,1.923113243306305e-13,1.221483792738745e-13,5.010000541460955e-16,2.6183838425292205e-13,1.3367111142477468e-17,3.216063363181433e-17,3.3903583988638073e-13,2.8366956376253575e-17,2.0600172779677542e-16,1.4017987591095147e-13,1.719017565697434e-07,6.833611761140946e-14,6.743462536725289e-18,6.022373456454937e-14,4.841138638707749e-11,5.728812042032853e-14,7.765576325760896e-11
1.2757147339987087e-06,0.1123610561808802,0.9,0.0,0.0,0.0,0.0,0.0996010045069608,0.00016429117980973205,2.4493461389141953e-06,1.5638358281613682e-05,2.8853033895637222e-05,8.596996187838665e-07,3.1757049030380146e-05,3.4660911202365633e-06,6.28690516871792e-06,4.740479477747945e-05,0.00017521160552611266,4.695134754942219e-06,3.510993597808692e-05,1.1027996012424208e-08,8.17220952597452e-08,2.5751889695155843e-08,4.4619223204925995e-09,8.064244946456362e-05,4.2760737631903906e-05,0.00042179543694514606,6.349418708177183e-05,0.00010670026482377653,6.397802907900147e-10,4.657803230100649e-05,5.06819542567042e-12,8.898980992312423e-08,8.596348733758588e-13,1.1130012696822904e-12,1.0923834643809932e-12,3.453264386636767e-12,2.8241554137944756e-13,9.571520530051171e-06,5.680458635654365e-05,1.7287040337905833e-13,3.982542489339054e-05,1.2283098248205815e-12,3.9674692601678566e-13,3.105504550756534e-05,2.6411965758683693e-12,1.0864795034746897e-15,7.19828544989902e-06,2.292785247960285e-16,2.375926512503412e-06,1.2554307409432322e-16,3.700325970326881e-17,8.967888748487953e-18,1.0103063736734875e-15,6.876488553645116e-16,1.4625875575400985e-06,5.726309930313099e-17,4.153809187829927e-16,3.892689509402373e-17,2.8262472999447934e-16,5.271204152027686e-13,1.9252720942389793e-17,3.377589907977232e-08,2.4484233512613844e-16,2.9195062087814606e-06,7.647604891285755e-13,1.3874981946040698e-17,1.006605213178158e-16,5.339325660568912e-13,8.056377911686419e-11,2.0141343417472713e-13,1.2775151581723687e-13,5.255747479960027e-16,2.7468187547930524e-13,1.4103703493963668e-17,3.275573002271066e-17,3.453093198954836e-13,2.977563051282947e-17,2.1607075149452377e-16,1.4272919170690085e-13,1.7830140379590695e-07,7.050946966917091e-14,6.872226959254534e-18,6.132804246719136e-14,4.929909416229103e-11,5.838264555391952e-14,7.913942494915452e-11
1.2983357492342263e-06,0.11236356252417846,0.9,0.0,0.0,0.0,0.0,0.0995933112075631,0.00016718598323877122,2.4492960067979865e-06,1.5738628174354755e-05,2.8997653514089764e-05,8.596513688333385e-07,3.1984882648365276e-05,3.4659109064826962e-06,6.2866141391596655e-06,4.825827601866775e-05,0.00017968411795783506,4.6949372836402e-06,3.53902659592719e-05,1.1027770295057881e-08,8.172042278416227e-08,2.5750444417937413e-08,4.46190183505816e-09,8.106440396326851e-05,4.353040300766056e-05,0.00043232040003492,6.464750535368418e-05,0.00010965705540059368,6.397879130201488e-10,4.745070652811085e-05,5.156983385986975e-12,8.944700443799243e-08,8.63857492762549e-13,1.1217761871197868e-12,1.100110980466113e-12,3.548605148266836e-12,2.838660815077566e-13,9.645706742020494e-06,5.844925550115194e-05,1.7373693426606113e-13,4.087275298582946e-05,1.2604864039576575e-12,3.9991474874933964e-13,3.196714505767618e-05,2.718498974492307e-12,1.1062139945726533e-15,7.532600268567936e-06,2.3357351743951855e-16,2.5107745240773727e-06,1.27802518753463e-16,3.861557457705711e-17,9.438450563483308e-18,1.046771625142222e-15,7.195254032915378e-16,1.5439778446378813e-06,5.936229211855426e-17,4.3032401058619453e-16,4.0754209407758654e-17,2.9567997364329e-16,5.461448782460034e-13,2.0323613497338735e-17,3.6391171520707016e-08,2.5583975919088576e-16,3.0310780318555097e-06,7.78651723924215e-13,1.45063201722079e-17,1.0516555678614174e-16,5.43631597550779e-13,8.202724228073453e-11,2.1075010427760752e-13,1.3348962218203706e-13,5.508260957482685e-16,2.8787900867851505e-13,1.4864193981025216e-17,3.335071020379479e-17,3.515815748232457e-13,3.122370185007888e-17,2.264163300109272e-16,1.452767042636514e-13,1.8481634268241276e-07,7.268742711345699e-14,7.000983263705749e-18,6.243226143632777e-14,5.018673044730874e-11,5.947710168106015e-14,8.062299310167478e-11
1.320956764469744e-06,0.11236607459720402,0.9,0.0,0.0,0.0,0.0,0.09958561028645499,0.00017007297582803,2.4492449096597793e-06,1.5834692056902946e-05,2.913685496849072e-05,8.596029520897043e-07,3.2205237426688133e-05,3.4657300772467846e-06,6.2863041044336435e-06,4.911195274283581e-05,0.00018417731598780626,4.694726689332106e-06,3.5663323231416175e-05,1.1027540399897858e-08,8.171871797363312e-08,2.5748994139534724e-08,4.461879064599902e-09,8.146026826357807e-05,4.430000635794723e-05,0.0004428929228458748,6.580059846523474e-05,0.00011263083827045584,6.397952064871017e-10,4.8323325619546624e-05,5.24551207633978e-12,8.987529685895385e-08,8.679181185323143e-13,1.1303186773265218e-12,1.107579642933358e-12,3.644476239862367e-12,2.852252159953766e-13,9.716176010100806e-06,6.01022737484804e-05,1.745710060273656e-13,4.192419338675996e-05,1.2927831895769937e-12,4.0300039279756865e-13,3.2886195208285615e-05,2.7963766096621787e-12,1.125944510771118e-15,7.874499721821392e-06,2.3786799444100934e-16,2.650025231555087e-06,1.300619850520204e-16,4.026384008319194e-17,9.923126216830896e-18,1.0837889844535876e-15,7.522026349667405e-16,1.6279124914718452e-06,6.149702885741314e-17,4.454273652607709e-16,4.262831211674972e-17,3.0905652799258005e-16,5.654610752592185e-13,2.143026085954882e-17,3.9151712850377873e-08,2.6709600863107017e-16,3.1440795840808647e-06,7.925402438953658e-13,1.51528243417767e-17,1.0977392045866211e-16,5.533287358393658e-13,8.34904197412699e-11,2.2032144000651668e-13,1.3936286555610643e-13,5.767564156875939e-16,3.014311804898342e-13,1.5648722482820725e-17,3.394557417823406e-17,3.5785260431096417e-13,3.271137815854177e-17,2.370358616905532e-16,1.4782242956437167e-13,1.9144649223089418e-07,7.48641277876839e-14,7.12973143622558e-18,6.353639137149058e-14,5.107429520075423e-11,6.057148868350147e-14,8.210646752180289e-11
1.3435777797052616e-06,0.11236859208816997,0.9,0.0,0.0,0.0,0.0,0.09957790226651604,0.00017295221737306598,2.4491928010675253e-06,1.5926628557592798e-05,2.9270837741538638e-05,8.595543657591047e-07,3.241822280206236e-05,3.4655486092105874e-06,6.285977856733914e-06,4.996580488230804e-05,0.00018869029019872753,4.694504850867787e-06,3.5929294230479236e-05,1.102730579799342e-08,8.171697953212618e-08,2.5747538785317543e-08,4.461853822909492e-09,8.183069073696599e-05,4.506954765193276e-05,0.0004535110254846624,6.695346653161809e-05,0.00011562086505381728,6.398021008508642e-10,4.919588946010019e-05,5.333783299402082e-12,9.027541177936214e-08,8.718220215109181e-13,1.1386347560726468e-12,1.11479319884201e-12,3.740853281274509e-12,2.864947482447915e-13,9.783012449197227e-06,6.176311886913972e-05,1.7537381132898652e-13,4.297954222756076e-05,1.3251938791498548e-12,4.060059621321842e-13,3.381200145714504e-05,2.8748127583795843e-12,1.1456712719366824e-15,8.223919277123988e-06,2.421624037877007e-16,2.7936922170411447e-06,1.3232106092335556e-16,4.194782853639164e-17,1.0421954295308043e-17,1.121434056723142e-15,7.856831078595081e-16,1.714394346245008e-06,6.366572699640232e-17,4.6085142097968165e-16,4.454911614084568e-17,3.227669514136688e-16,5.851009995100931e-13,2.2572953304424968e-17,4.2062292947569124e-08,2.786107610338942e-16,3.2584604726479493e-06,8.064260560782836e-13,1.5814390937007082e-17,1.1449029467830643e-16,5.630239812639831e-13,8.49533116332095e-11,2.3012790792610173e-13,1.4537090382584254e-13,6.033695186306047e-16,3.153400187443195e-13,1.6457408469244448e-17,3.454032210406638e-17,3.641224108110449e-13,3.423877806032003e-17,2.4793795751668437e-16,1.503664244490962e-13,1.981917727800647e-07,7.704694956915524e-14,7.258471454080029e-18,6.464043232450774e-14,5.1961788386783585e-11,6.166580637142104e-14,8.358984801372601e-11
1.3661987949407792e-06,0.1123711146932827,0.9,0.0,0.0,0.0,0.0,0.09957018765736687,0.00017582377116964642,2.4491396373375796e-06,1.6014517089937745e-05,2.9399793972774538e-05,8.595056073126044e-07,3.262394990761265e-05,3.465366480582749e-06,6.2856377808182294e-06,5.0819812584062174e-05,0.00019322215654226543,4.694273373228623e-06,3.618836061075831e-05,1.1027066389945295e-08,8.171520595835191e-08,2.5746078278784757e-08,4.46182602641821e-09,8.217631480492503e-05,4.583902686351786e-05,0.00046417276681770753,6.810610968030969e-05,0.00011862640101499118,6.398085936450291e-10,5.00683979331921e-05,5.421799135829252e-12,9.06480680700148e-08,8.755752412351646e-13,1.146730241370995e-12,1.1217555883995792e-12,3.837712340866857e-12,2.876771399529841e-13,9.846299784765776e-06,6.343128175017724e-05,1.7614650229698838e-13,4.4038603558080367e-05,1.3577123865574451e-12,4.089335104892557e-13,3.4744374028227584e-05,2.953791111911315e-12,1.1653941988848826e-15,8.580791623871116e-06,2.4645658015944875e-16,2.9417860579203048e-06,1.3457989558205878e-16,4.3667486624397033e-17,1.0934989352867076e-17,1.1596759527369317e-15,8.199665265769758e-16,1.8034246608514808e-06,6.586878064766424e-17,4.76536259363015e-16,4.651671068669817e-17,3.368069895492003e-16,6.050515386358323e-13,2.3751968540502494e-17,4.5127708934230865e-08,2.9038407040301095e-16,3.3741705282055034e-06,8.203091599842647e-13,1.649105992774443e-17,1.1931297262527813e-16,5.727173351076241e-13,8.64159181204277e-11,2.4016952396555597e-13,1.515138235389308e-13,6.306676012780169e-16,3.2960680322644586e-13,1.729036561373232e-17,3.5134954010786814e-17,3.7039099434051186e-13,3.580608338317256e-17,2.5912099221943124e-16,1.5290870803465667e-13,2.050521059998587e-07,7.923132809828189e-14,7.387203302117132e-18,6.574438422295365e-14,5.284920997524654e-11,6.276005461345519e-14,8.507313437934084e-11
1.3888198101762968e-06,0.11237364211664032,0.9,0.0,0.0,0.0,0.0,0.09956246695547911,0.0001786877037122745,2.449085377614755e-06,1.60984376736113e-05,2.9523908728975503e-05,8.594566744859178e-07,3.2822531448961985e-05,3.465183671081321e-06,6.285285913971637e-06,5.167395623863906e-05,0.00019777205583701836,4.694033627865837e-06,3.644069936765189e-05,1.1026822287637832e-08,8.17133956236489e-08,2.574461254175855e-08,4.461795672461828e-09,8.249777857855202e-05,4.660844397118777e-05,0.0004748762445026558,6.925852805043796e-05,0.0001216467251556333,6.39814710292483e-10,5.0940850921071666e-05,5.5095618271042276e-12,9.099397848361132e-08,8.791839649780187e-13,1.1546107845749019e-12,1.1284708530874222e-12,3.9350299416404126e-12,2.8877507888957984e-13,9.906121282975375e-06,6.510626628747687e-05,1.768901898954832e-13,4.510118904944355e-05,1.3903328524885777e-12,4.1178504037756e-13,3.5683127752005945e-05,3.0332957629374945e-12,1.1851131083490426e-15,8.945046873216165e-06,2.50750137448731e-16,3.094314399917742e-06,1.3683884677735789e-16,4.542282052957749e-17,1.14622884447391e-17,1.198444786476311e-15,8.550512835374998e-16,1.8950031477198782e-06,6.810730784969238e-17,4.923414240786008e-16,4.853123920117603e-17,3.511660555611971e-16,6.252824082724621e-13,2.4967570384811578e-17,4.835278228237883e-08,3.024160648531899e-16,3.4911598797172925e-06,8.34189552365665e-13,1.7182921726950795e-17,1.2423785249223292e-16,5.824087990990821e-13,8.787823939111665e-11,2.5044606241886386e-13,1.5779184688887475e-13,6.58652120858565e-16,3.442326114515307e-13,1.8147697653201627e-17,3.572946988513689e-17,3.766583540861834e-13,3.741349337943439e-17,2.705794867434696e-16,1.5544928609783614e-13,2.1202741488451727e-07,8.140837828814135e-14,7.51592696796905e-18,6.68482469523971e-14,5.373655994142006e-11,6.385423330299231e-14,8.65563264185613e-11
1.4114408254118144e-06,0.1123761740701301,0.9,0.0,0.0,0.0,0.0,0.0995547406442925,0.00018154408441300925,2.4490299839157796e-06,1.6178470772019315e-05,2.9643360264590052e-05,8.594075653250331e-07,3.3014081569878354e-05,3.4650001619311276e-06,6.284923997134681e-06,5.252821650676943e-05,0.00020233915327243183,4.693786787087538e-06,3.668648295727008e-05,1.102657290969555e-08,8.171154757010627e-08,2.5743141526470254e-08,4.4617625760333054e-09,8.279571451323927e-05,4.737779895803068e-05,0.00048561959498922186,7.041072179210811e-05,0.00012468113029261355,6.398203696398131e-10,5.181324830508788e-05,5.597073438586849e-12,9.131384925597799e-08,8.826526083116252e-13,1.1622819617287725e-12,1.1349428679140666e-12,4.0327830712918764e-12,2.897901622901182e-13,9.962559686689547e-06,6.67875892711633e-05,1.776059388457205e-13,4.616711770720564e-05,1.4230496955539734e-12,4.14562496961299e-13,3.662808194882162e-05,3.1133111863623444e-12,1.2048282862813714e-15,9.31661275232215e-06,2.5504365773038227e-16,3.251282033069662e-06,1.3909737984360296e-16,4.721354443037191e-17,1.2003869100321926e-17,1.237839577944693e-15,8.909397542047701e-16,1.9891280370614595e-06,7.037930332638079e-17,5.084755882664201e-16,5.05925287749692e-17,3.6586005598478633e-16,6.458354888057191e-13,2.6220004175010482e-17,5.174235596736354e-08,3.147062204706875e-16,3.6093790251094923e-06,8.480672423541924e-13,1.7889834247689595e-17,1.292709648314911e-16,5.920983736925572e-13,8.93402756217099e-11,2.609578521911611e-13,1.6420447636639847e-13,6.873267539956858e-16,3.5921889262898127e-13,1.902948545019097e-17,3.6323869932656353e-17,3.829244932373602e-13,3.9061084231363266e-17,2.823240930226422e-16,1.5798822321307203e-13,2.191176237447368e-07,8.358822632689128e-14,7.644642426694945e-18,6.795202061328769e-14,5.462383826547627e-11,6.494834223279495e-14,8.803942392970053e-11
1.434061840647332e-06,0.11237871027332288,0.9,0.0,0.0,0.0,0.0,0.09954700919433879,0.00018439298533871187,2.448973420786847e-06,1.625469714482161e-05,2.9758320272576643e-05,8.593582781200278e-07,3.3198715710836804e-05,3.464815935810268e-06,6.284553518505633e-06,5.3382574343799155e-05,0.00020692263791859383,4.693533853378198e-06,3.6925879412973835e-05,1.1026318138160708e-08,8.170966063552194e-08,2.5741665183695624e-08,4.461726650902316e-09,8.307074907786328e-05,4.8147091811391096e-05,0.0004964009934890127,7.156269106594881e-05,0.0001277289231197372,6.398255647977288e-10,5.268558996569005e-05,5.6843363061251746e-12,9.160837975460079e-08,8.859864899499553e-13,1.1697491579067184e-12,1.1411757026460768e-12,4.130949172188544e-12,2.9072471810135615e-13,1.001569715661327e-05,6.847478026431797e-05,1.7829477841112866e-13,4.723621559454385e-05,1.4558575203644288e-12,4.172677796425672e-13,3.757906031526521e-05,3.1938222413839558e-12,1.2245396848047964e-15,9.695414792988832e-06,2.593370403680648e-16,3.412690970277239e-06,1.4135558325844677e-16,4.903956863119641e-17,1.2559767830109985e-17,1.2778410286324356e-15,9.276312273805548e-16,2.0857961343529575e-06,7.268495910053213e-17,5.249024421272935e-16,5.270060597525362e-17,3.8088625984611823e-16,6.667027875343511e-13,2.7509503918136786e-17,5.5301291671023025e-08,3.2725445319988724e-16,3.7287788977323085e-06,8.619422307037484e-13,1.8611815772472158e-17,1.3441125454202746e-16,6.017860603488789e-13,9.080202701538137e-11,2.717047460315336e-13,1.707516984333916e-13,7.166934305578073e-16,3.745667336082677e-13,1.9935805707274917e-17,3.691815421422561e-17,3.891894122539254e-13,4.0749004334816544e-17,2.9435411491658416e-16,1.6052554183947252e-13,2.263226581991561e-07,8.576771481463197e-14,7.773349661846045e-18,6.905570516666197e-14,5.551104493273941e-11,6.604238126031265e-14,8.952242670957695e-11
1.4566828558828497e-06,0.1123812504533663,0.9,0.0,0.0,0.0,0.0,0.09953927306337208,0.0001872344809645686,2.4489156553955992e-06,1.6327197713904207e-05,2.9868954126006047e-05,8.593088113913407e-07,3.337655046327568e-05,3.4646309768227036e-06,6.284175750717774e-06,5.423701102199416e-05,0.00021152172224170725,4.693275684392687e-06,3.715905245892217e-05,1.1026058286549745e-08,8.170773332830198e-08,2.5740183454066837e-08,4.461687955599161e-09,8.33235024395729e-05,4.891632252268411e-05,0.0005072186539143586,7.271443604254149e-05,0.00013078942425307657,6.398303498466482e-10,5.355787578259157e-05,5.771352982348459e-12,9.187826214003748e-08,8.891915731839041e-13,1.177017581233154e-12,1.1471735784381246e-12,4.229506144615645e-12,2.915816205377863e-13,1.0065615217068258e-05,7.01673814753171e-05,1.7895770283941997e-13,4.830831556518639e-05,1.4887511175601856e-12,4.1990274238431433e-13,3.8535890813486727e-05,3.2748141612286967e-12,1.244247010726796e-15,1.0081376514618483e-05,2.6362967133075e-16,3.5785405281265312e-06,1.4361402477372138e-16,5.0900950872550376e-17,1.3130034634423323e-17,1.31833967642898e-15,9.651224087891515e-16,2.1850028778956946e-06,7.502613757730318e-17,5.413994340863646e-16,5.4855644445547795e-17,3.9622754345725656e-16,6.878371447436703e-13,2.8836291899583235e-17,5.9034467037912875e-08,3.400609405243235e-16,3.8493109286764485e-06,8.758145116649454e-13,1.9349005083188128e-17,1.3965219414705961e-16,6.114718613817155e-13,9.226349380610601e-11,2.8268616825858513e-13,1.7743385010667783e-13,7.467526303118667e-16,3.902768865596542e-13,2.0866729325785665e-17,3.75123226826464e-17,3.9545310956562456e-13,4.2477455000172574e-17,3.0666009467772662e-16,1.6306123327003046e-13,2.336424451649486e-07,8.793362688738012e-14,7.902048663606282e-18,7.0159300467645e-14,5.639817993350298e-11,6.713635029908774e-14,9.100533455378555e-11
1.4793038711183673e-06,0.11238379434487678,0.9,0.0,0.0,0.0,0.0,0.09953153269650537,0.0001900686479423438,2.448856657672769e-06,1.6396053441456826e-05,2.997542111076746e-05,8.592591639603764e-07,3.3547703421826486e-05,3.464445270498178e-06,6.283791782530076e-06,5.50915081508064e-05,0.0002161356416251431,4.693013014257366e-06,3.738616162070361e-05,1.102579271430466e-08,8.1705765003128e-08,2.573869631426878e-08,4.461646307689151e-09,8.355458816446173e-05,4.96854910875043e-05,0.0005180708287864905,7.386595690173485e-05,0.0001338619682599149,6.398346317643207e-10,5.443010563509672e-05,5.858125717763766e-12,9.212418101325426e-08,8.922714689268186e-13,1.1840924023993495e-12,1.1529404521450966e-12,4.3284323598412e-12,2.923622382916312e-13,1.0112394705937242e-05,7.18649476241028e-05,1.795956623821506e-13,4.9383257005782925e-05,1.5217255494328468e-12,4.224691833372434e-13,3.9498405563357895e-05,3.3562725298093485e-12,1.2639506215755677e-15,1.0474419601503935e-05,2.6792227776604497e-16,3.7488274096714687e-06,1.4587203748855195e-16,5.2797348002862114e-17,1.371466741011749e-17,1.3594597911425659e-15,1.0034156083324966e-15,2.2867423963065574e-06,7.740037599119523e-17,5.582273379722589e-16,5.705738653581076e-17,4.1190347831760706e-16,7.092910288800181e-13,3.020057135841555e-17,6.294677298749567e-08,3.531249673878131e-16,3.970927105001472e-06,8.896840965305049e-13,2.0101220106797824e-17,1.4500127900223079e-16,6.21155777304149e-13,9.37246762057408e-11,2.9390233739276836e-13,1.8425028089492836e-13,7.775079611014222e-16,4.06350647570876e-13,2.1822301073130915e-17,3.8106375590696036e-17,4.0171558911557457e-13,4.4246471240554264e-17,3.1925491645580835e-16,1.65595370344138e-13,2.4107691284757643e-07,9.009905336807032e-14,8.030739404904086e-18,7.126280666553836e-14,5.728524326232676e-11,6.8230249125432e-14,9.248814725713375e-11
1.5019248863538849e-06,0.11238634168982888,0.9,0.0,0.0,0.0,0.0,0.09952378852635313,0.00019289556488244554,2.4487963998417114e-06,1.6461345218954596e-05,3.007787464969709e-05,8.592093348740793e-07,3.371229303638082e-05,3.4642588037246517e-06,6.283402545839395e-06,5.594604769518166e-05,0.00022076365389609527,4.692746471723264e-06,3.760736233312647e-05,1.1025521228734016e-08,8.170375486525807e-08,2.5737203742248532e-08,4.461601601550597e-09,8.376461293295704e-05,5.045459750526209e-05,0.0005289558091136263,7.501725383225955e-05,0.0001369459036714961,6.398383909133844e-10,5.5302279402060285e-05,5.944657013814423e-12,9.234681311488712e-08,8.952307247810453e-13,1.1909786115812494e-12,1.1584804622339063e-12,4.427706645559843e-12,2.9306867659572185e-13,1.0156115728377777e-05,7.356704580270201e-05,1.802095760805583e-13,5.046088558742305e-05,1.5547760396682852e-12,4.24968858674368e-13,4.0466440737414685e-05,3.4381832871458052e-12,1.2836505352163252e-15,1.0874464074423366e-05,2.7221489521588145e-16,3.923545788882152e-06,1.4812958303725974e-16,5.472861663747048e-17,1.4313683860643062e-17,1.401206161636411e-15,1.042510092809e-15,2.391007565802981e-06,7.980743299591131e-17,5.753992683505254e-16,5.930577833810867e-17,4.279148585171743e-16,7.310669379987867e-13,3.160253523014523e-17,6.70431110848769e-08,3.6644628617454274e-16,4.093580023944189e-06,9.035509881450322e-13,2.0868441541111208e-17,1.5045886523549383e-16,6.308378096097345e-13,9.518557444826903e-11,3.0535301308890355e-13,1.912008353094548e-13,8.08961305188627e-16,4.227889668006378e-13,2.2802562591632643e-17,3.8700313043778614e-17,4.0797685207003376e-13,4.605616202758263e-17,3.3214002982758154e-16,1.6812798305667727e-13,2.4862599073008886e-07,9.226364979523208e-14,8.159421867273506e-18,7.236622376828738e-14,5.817223491838775e-11,6.932407757984372e-14,9.39708646136985e-11
