Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011),CHO2(367),S(1123),S(872),S(869),S(1124),S(1122)
1.8572969391913546e-09,0.11224542912072262,0.9,0.0,0.0,0.0,0.0,0.09999950074318338,1.2869884869162012e-07,1.2032504529210653e-07,8.776912889351299e-08,8.875746786475706e-08,7.118742310259214e-08,7.679031976454711e-08,7.611992043881485e-08,7.608506880578071e-08,6.822773145052856e-08,6.84345786762738e-08,6.137121411597077e-08,6.211235300407811e-08,5.417502965829292e-10,3.83013143596647e-09,2.0098207883010786e-09,3.517685309038878e-10,5.562017466715505e-09,2.4224999263423977e-09,3.871192270150224e-09,2.3691299166822535e-09,3.061397255457645e-10,1.3907881553729398e-11,7.76709006811141e-10,3.99018258149432e-15,4.2879305011532075e-12,2.657703504857355e-15,1.978894058749405e-15,2.654729049721318e-15,9.957735026377347e-18,2.1722626913201314e-17,4.052123472051315e-12,3.0541804280536847e-12,5.317778845756307e-16,1.365763161921769e-10,4.233501009993219e-18,7.018719549059554e-16,6.619420094187692e-11,5.65792726330817e-18,4.053796013286782e-20,4.202487860468506e-15,3.8224556292746076e-21,1.6509226670168657e-17,7.111602205319892e-21,1.1333401034546413e-23,1.2024444493188785e-26,2.9486504638786324e-23,7.354711293512968e-26,3.0265642506297223e-18,7.4878919466785585e-25,1.8453110126648162e-23,1.864352791282529e-27,4.598625792594282e-26,1.5295814220332166e-20,1.6044994785277024e-26,3.440823139466376e-22,3.15497093051603e-26,2.9269404673318075e-15,2.851996282764708e-17,7.9427624590586305e-28,1.9576630418510753e-26,1.8375149613606558e-17,2.7725601087869933e-15,2.1414763433599376e-23,1.668643355439271e-23,4.145954919753421e-26,2.15017502302857e-23,1.5821476559172393e-26,1.2221996959141231e-21,1.2877507562797802e-17,1.0594305729007626e-27,2.611827807422964e-26,1.2871314261750211e-17,2.07599739442995e-14,1.9013051154806508e-21,1.145973766487789e-22,2.2645229270773063e-18,1.820267818412583e-15,5.048987826756445e-19,6.843471478965713e-16
2.0069410326793736e-09,0.11224543381784942,0.9,0.0,0.0,0.0,0.0,0.09999946051663988,1.3914066317326288e-07,1.2974456133369977e-07,9.479074798278443e-08,9.59428799706432e-08,7.665050714952391e-08,8.300065461939921e-08,8.221750256772845e-08,8.217779675774686e-08,7.372488007588819e-08,7.396667497365985e-08,6.6280975728335e-08,6.714603256532506e-08,5.841609634483237e-10,4.1451572544178465e-09,2.174311182178806e-09,3.801765424562894e-10,6.503286031282379e-09,2.8415051126323815e-09,4.516326615216552e-09,2.76201236175837e-09,3.575263084338316e-10,1.5030497217287643e-11,9.076757878623543e-10,4.313920629015344e-15,5.1469053354433395e-12,2.872859223446227e-15,2.1392665416431984e-15,2.869427378585859e-15,1.1629178604733123e-17,2.503699383429305e-17,4.940634491520709e-12,3.865137936918448e-12,5.748283539307318e-16,1.5950966977878241e-10,4.944375336244169e-18,7.587530253211189e-16,7.73131505452235e-11,6.608326901686907e-18,4.7260546665502475e-20,4.9809000307679065e-15,4.466996189307859e-21,2.0924891405632815e-17,8.341659287503946e-21,1.3243419822848732e-23,1.5178789125290015e-26,3.7172417849874944e-23,1.0015083084146893e-25,3.885691984334302e-18,9.460440955017348e-25,2.3400963181266548e-23,2.5444201266572602e-27,6.299428975640215e-26,1.9291132960993392e-20,2.0255058500117523e-26,5.070820013511927e-22,4.2938473630526156e-26,3.491815846429097e-15,3.3250875617827326e-17,1.0840657007505855e-27,2.681849198427093e-26,2.1552647928798405e-17,3.2520033216203532e-15,2.9173915237930594e-23,2.2686680860780796e-23,5.649263125152621e-26,2.9315110167528145e-23,1.9970816697005017e-26,1.4248820452111695e-21,1.501363815854088e-17,1.446033536361205e-27,3.5781866649291384e-26,1.4346046484318086e-17,2.4831315729309354e-14,2.4027832373820315e-21,1.3392050769746952e-22,2.7395955781499796e-18,2.20214993386453e-15,6.147986415565572e-19,8.333129515149283e-16
2.1565851261673925e-09,0.11224543852888769,0.9,0.0,0.0,0.0,0.0,0.09999942028990061,1.4959323173198306e-07,1.3912604100116524e-07,1.0180494623625765e-07,1.0313314980105032e-07,8.207586491780335e-08,8.921441103730736e-08,8.830966293346406e-08,8.826495123200237e-08,7.922202551241564e-08,7.950155132128222e-08,7.11855484427459e-08,7.218404581633999e-08,6.264003743824716e-10,4.458910951744198e-09,2.3376656088916755e-09,4.0838837414801645e-10,7.516447855857316e-09,3.292920992324399e-09,5.210606861201863e-09,3.184432196131228e-09,4.1290832078041925e-10,1.6152115230711368e-11,1.0487992659420626e-09,4.6379918095542004e-15,6.086261285323533e-12,3.088160208187146e-15,2.299776953398009e-15,3.0842438043071146e-15,1.3430580386214055e-17,2.8604342114285184e-17,5.959722793271051e-12,4.80759574459486e-12,6.179079277227879e-16,1.842279566115102e-10,5.710577715333303e-18,8.156830668605081e-16,8.929848400636541e-11,7.63278160650573e-18,5.44885484402267e-20,5.843267876317931e-15,5.1615237973592484e-21,2.6089971114911935e-17,9.66686475862736e-21,1.5303737686310957e-23,1.8842786991626097e-26,4.608453356569993e-23,1.333710807369136e-25,4.910864428670706e-18,1.175251655846661e-24,2.915577200838645e-23,3.3954401403142326e-27,8.431015486588172e-26,2.3925097724557746e-20,2.5145699253070302e-26,7.267457189399422e-22,5.715464653796928e-26,4.124268295730734e-15,3.833755865786264e-17,1.4467242025131866e-27,3.5895163761263126e-26,2.4979056876928748e-17,3.769004058361491e-15,3.8865804082174214e-23,3.017120179475727e-23,7.527401683798341e-26,3.908053978147822e-23,2.4790252971714412e-26,1.6428023051745482e-21,1.7310408307135813e-17,1.9298818649490868e-27,4.7894646419615625e-26,1.5884761223186252e-17,2.935361221449294e-14,2.9849386720615994e-21,1.5474218052025978e-22,3.2615979675409374e-18,2.62175697106637e-15,7.368059525959095e-19,9.986906916584076e-16
2.3062292196554115e-09,0.11224544325378667,0.9,0.0,0.0,0.0,0.0,0.09999938006295621,1.6005654452036752e-07,1.4846963780876843e-07,1.0881173163805766e-07,1.1032823026609795e-07,8.746375683518899e-08,9.543157897449552e-08,9.439637510171654e-08,9.434653658837198e-08,8.471916775993258e-08,8.503921933293444e-08,7.608493774159624e-08,7.72263873741526e-08,6.684692205718305e-10,4.771397726333781e-09,2.499891991150021e-09,4.3640538644387495e-10,8.601141441649603e-09,3.776523744199124e-09,5.953921530716721e-09,3.636270126396095e-09,4.7228795965294e-10,1.7272730723627915e-11,1.2000703887026185e-09,4.962395817235283e-15,7.105694155545456e-12,3.3036050487675426e-15,2.4604251222685018e-15,3.299177979421115e-15,1.5362011661137667e-17,3.2423399358289e-17,7.118895141131785e-12,5.891203650120228e-12,6.610163238188101e-16,2.107323716694045e-10,6.532145114752378e-18,8.726620186960486e-16,1.021509459293466e-10,8.731354925216277e-18,6.221992462683099e-20,6.794846007485151e-15,5.9059941653060515e-21,3.20723389712163e-17,1.1086561778828093e-20,1.751469787733571e-23,2.3054966983034133e-26,5.631211991579936e-23,1.7421557355055139e-25,6.123020037044945e-18,1.4388207749536841e-24,3.5776430099299684e-23,4.443893661370968e-27,1.1059719943601436e-25,2.9244287506290764e-20,3.0768454146227614e-26,1.016715975736034e-21,7.462825060662685e-26,4.8295974644283605e-15,4.3778575089417554e-17,1.8935457666988773e-27,4.7089345863890483e-26,2.865337116393621e-17,4.323410632618625e-15,5.078521481476695e-23,3.936497373372052e-23,9.837634025395357e-26,5.109681925169995e-23,3.03303801517035e-26,1.8758989340672385e-21,1.9767169229544394e-17,2.5260584317354143e-27,6.283425218355538e-26,1.7487201637479328e-17,3.4345974406482044e-14,3.65362384139414e-21,1.7706105951355308e-22,3.8303406638391075e-18,3.07893666358258e-15,8.710443140259939e-19,1.1806479262125718e-15
2.4558733131434304e-09,0.11224544799249596,0.9,0.0,0.0,0.0,0.0,0.09999933983579741,1.7053059169833775e-07,1.577755047143404e-07,1.1581111217388373e-07,1.1752807460431928e-07,9.281444160492513e-08,1.0165214840171527e-07,1.004776128664542e-07,1.0042255718477188e-07,9.021630681824865e-08,9.057969056124497e-08,8.097914910148594e-08,8.227305183426194e-08,7.103681906976031e-10,5.082622692108023e-09,2.6609981257196215e-09,4.642289244995389e-10,9.757007355447945e-09,4.2920910960704294e-09,6.746159628151065e-09,4.117407340655531e-09,5.356674156617287e-10,1.8392338867746276e-11,1.3614800599496357e-09,5.28713234641114e-15,8.204868468213771e-12,3.5191923447114144e-15,2.6212108758238044e-15,3.514229556966969e-15,1.7423543509569375e-17,3.649290044192299e-17,8.427599782530462e-12,7.125562960206251e-12,7.041532620534575e-16,2.390240982807587e-10,7.40911414074128e-18,9.296898197563676e-16,1.1587127999068821e-10,9.904110325821e-18,7.045264262818745e-20,7.841254808987178e-15,6.700362786967999e-21,3.89424177135769e-17,1.2600098050929554e-20,1.9876644211835064e-23,2.7853930675748285e-26,6.794415130012568e-23,2.2376137064689957e-25,7.544925927391072e-18,1.7391623178427982e-24,4.3321414159140687e-23,5.718163501491465e-27,1.4256378744804802e-25,3.5295128036546505e-20,3.717497182537901e-26,1.392678071316921e-21,9.581889197837368e-26,5.6134716291062235e-15,4.957249385377983e-17,2.4366367831347714e-27,6.070295419711402e-26,3.257458956876481e-17,4.915071972566123e-15,6.524724788873211e-23,5.050840115961711e-23,1.2641187227274595e-25,6.568344716996089e-23,3.664188183928527e-26,2.124110638554845e-21,2.2383274765409673e-17,3.250733600959753e-27,8.100405370953411e-26,1.9153111917567244e-17,3.98274366025476e-14,4.414658336438447e-21,2.0087580260450704e-22,4.445595588847921e-18,3.573505675403078e-15,1.0176109013899978e-18,1.3793163930378704e-15
2.6055174066314494e-09,0.1122454527449654,0.9,0.0,0.0,0.0,0.0,0.09999929960841501,1.8101536343314814e-07,1.6704379408435743e-07,1.2280309583094725e-07,1.247326363804567e-07,9.812817618406213e-08,1.0787610930424006e-07,1.0655335024873214e-07,1.0649301737720706e-07,9.57134426871617e-08,9.612297649802534e-08,8.586818799322808e-08,8.732403377083116e-08,7.520979707784806e-10,5.392590916068872e-09,2.820991716401082e-09,4.918603217150192e-10,1.0983688204778757e-08,4.839402312047667e-09,7.58721063705991e-09,4.6277255066709895e-09,6.030488729690784e-10,1.9510934876716393e-11,1.5330191400088054e-09,5.612201091662419e-15,9.383427833659981e-12,3.734920705313299e-15,2.7821340409537078e-15,3.72939819048665e-15,1.9615246801617223e-17,4.0811587423885395e-17,9.895226780458855e-12,8.520226760417098e-12,7.4731846421583e-16,2.691043082032688e-10,8.341521040773534e-18,9.867664087289953e-16,1.3046022893576113e-10,1.1151111196563405e-17,7.918467804868831e-20,8.988478793126023e-15,7.544584939924583e-21,4.6773343146050774e-17,1.4206825783119978e-20,2.238992106672852e-23,3.327835222706465e-26,8.106930928661828e-23,2.8315447928572417e-25,9.20129640706578e-18,2.0786890840985414e-24,5.184878693164198e-23,7.248533212138204e-27,1.8096282079315586e-25,4.2123892254482516e-20,4.441701280123169e-26,1.8725014641305474e-21,1.2121559164537299e-25,6.481925665890406e-15,5.571788966960182e-17,3.0889155924448672e-27,7.705691848790368e-26,3.6741714916386346e-17,5.543837616873764e-15,8.258719952137414e-23,6.385722658974127e-23,1.6003230905009853e-25,8.318052904078893e-23,4.377553071719576e-26,2.38737637275204e-21,2.5158081363005606e-17,4.12116508567475e-27,1.0283289638246247e-25,2.0882237281147164e-17,4.5816956693949105e-14,5.2738291645696996e-21,2.261850613051548e-22,5.1071076077554204e-18,4.1052589186601964e-15,1.1765814979850768e-18,1.5947988295113328e-15
2.9048055936074873e-09,0.1122454622909855,0.9,0.0,0.0,0.0,0.0,0.09999921915294299,2.0201704127895796e-07,1.854682465060673e-07,1.36764904464687e-07,1.3915572811864875e-07,1.086458136504084e-07,1.2033416554886222e-07,1.1868822107586771e-07,1.186172739646252e-07,1.0670770485591142e-07,1.0721803816297273e-07,9.563077022663743e-08,9.743892826490818e-08,8.350526905734827e-10,6.008777414021339e-09,3.13767192711227e-09,5.465519916332757e-10,1.3648075180200555e-08,6.028380974923781e-09,9.415311698115246e-09,5.73543374813756e-09,7.498264959624447e-10,2.174507155078997e-11,1.906448753465059e-09,6.263334009853872e-15,1.1977221677116022e-11,4.166795105987438e-15,3.1043919101503218e-15,4.1600852421281166e-15,2.4389450149619828e-17,5.019152265710465e-17,1.3344519861384226e-11,1.1828441259412733e-11,8.337325571454284e-16,3.346348078098429e-10,1.0372791679194019e-17,1.101065703973723e-15,1.622469377735024e-10,1.3868102500135886e-17,9.813864431311692e-20,1.1611117590734789e-14,9.382409883675784e-21,6.562517073555814e-17,1.7697286696289245e-20,2.787184663397376e-23,4.615862776368927e-26,1.1215227299883923e-22,4.364087336126048e-25,1.3326987250882508e-17,2.8849589524287334e-24,7.208089907804491e-23,1.120820175497233e-26,2.802893699844665e-25,5.829952258146052e-20,6.161526812308252e-26,3.227291734686213e-21,1.8672921680811101e-25,8.498529351233908e-15,6.905744003433648e-17,4.776766779901822e-27,1.1936337562321034e-25,4.5809717794056623e-17,6.91208299917213e-15,1.2734224670831297e-22,9.827015650399506e-23,2.468304365334434e-25,1.2836879557686047e-22,6.071280779866669e-26,2.9588269761518326e-21,3.118123649713639e-17,6.373763564083334e-27,1.593087620712513e-25,2.4529119234023308e-17,5.939562256938189e-14,7.309566597498828e-21,2.8128169995041367e-22,6.5678061682337886e-18,5.279436471642348e-15,1.5319613625832515e-18,2.0765128676606387e-15
3.204093780583525e-09,0.11224547189145098,0.9,0.0,0.0,0.0,0.0,0.09999913869646773,2.2306149954242468e-07,2.0374420155124842e-07,1.5069722146481475e-07,1.5359714043785714e-07,1.1901868942079105e-07,1.3280566788076745e-07,1.3080078424709234e-07,1.3071934116033822e-07,1.177019542643309e-07,1.1832449505925922e-07,1.0537272809282653e-07,1.0757102703048389e-07,9.173388120309409e-10,6.6199975451261475e-09,3.449993397184544e-09,6.004908987721657e-10,1.6591483309746616e-08,7.341724125942106e-09,1.143735006438325e-08,6.9584577133860675e-09,9.126381733220041e-10,2.3975103282503965e-11,2.320285256297308e-09,6.9157921330146334e-15,1.4884025487247216e-11,4.599217318012831e-15,3.427197331629362e-15,4.591236372730986e-15,2.9685184478326696e-17,6.05532826088098e-17,1.7540743914395707e-11,1.5891317783442485e-11,9.202564155003111e-16,4.07333016218306e-10,1.2626239929970696e-17,1.2155594091934074e-15,1.9751699564376415e-10,1.6882834334855643e-17,1.1906579104470999e-19,1.471785758989157e-14,1.1419106962868789e-20,8.927345097242035e-17,2.155285098571081e-20,3.3963240715399144e-23,6.200663429707374e-26,1.502646420096112e-22,6.445095228394706e-25,1.8741305468070316e-17,3.876970236653929e-24,9.692910884945792e-23,1.6603131542143046e-26,4.154721520243356e-25,7.813832432846518e-20,8.277955405836514e-26,5.273243798416281e-21,2.756630037427564e-25,1.0934941381335323e-14,8.378593860482009e-17,7.076666974217545e-27,1.769485595448484e-25,5.584948257588323e-17,8.426955186911235e-15,1.8813204548806666e-22,1.4495305695258168e-22,3.647646813025583e-25,1.8979038595236486e-22,8.155018407648173e-26,3.589767288671126e-21,3.78315379955199e-17,9.443655915719e-27,2.3619203572934383e-25,2.842582963007267e-17,7.523211876112988e-14,9.806490739770313e-21,3.42340061340974e-22,8.21011143757079e-18,6.599600436834056e-15,1.93749741584739e-18,2.6262150606952164e-15
3.503381967559563e-09,0.11224548154597006,0.9,0.0,0.0,0.0,0.0,0.09999905823891754,2.4414865982539436e-07,2.2187285591272485e-07,1.6460011077717682e-07,1.6805651337610726e-07,1.2924879576060588e-07,1.452905367043475e-07,1.4289083998429911e-07,1.4279925374330918e-07,1.286961909103864e-07,1.294424369668943e-07,1.1509410515058972e-07,1.1772028591247627e-07,9.989617231708166e-10,7.226291367368376e-09,3.758016161515172e-09,6.536874064097259e-10,1.9811125100150318e-08,8.777720057014785e-09,1.3652458587578319e-08,8.29586782021578e-09,1.091501147140796e-09,2.620099326384589e-11,2.774454003167775e-09,7.569573025995743e-15,1.810074718005118e-11,5.03217656079228e-15,3.7505488966809636e-15,5.022848828713883e-15,3.5503009220283833e-17,7.188705593363379e-17,2.255695812517792e-11,2.078357223866418e-11,1.0068878826144013e-15,4.872078990212095e-10,1.5102143107627962e-17,1.3302470254314304e-15,2.362763106247675e-10,2.0195810904329055e-17,1.4195021505483132e-19,1.8369517108147816e-14,1.3654310798555842e-20,1.1841739342518742e-16,2.5768495207410117e-20,4.066687826032571e-23,8.113436697808747e-26,1.9610541997429262e-22,9.190651931012938e-25,2.5723994803911804e-17,5.0740917221961886e-24,1.2684333222142127e-22,2.374388046531508e-26,5.9408858565302785e-25,1.0200502892717621e-19,1.0832801495152848e-25,8.246469487381321e-21,3.929705940618032e-25,1.3852433497282735e-14,9.989218880280586e-17,1.0121143614504705e-26,2.530436580599701e-25,6.685317570085742e-17,1.0087272193000365e-14,2.683538137804629e-22,2.064949666826992e-22,5.204463785639023e-25,2.7089676169356787e-22,1.0669707322465862e-25,4.27971775233716e-21,4.510393031086468e-17,1.3508029658432935e-26,3.3780403300287434e-25,3.257036678726956e-17,9.347538854354038e-14,1.2809751634263621e-20,4.093491321369276e-22,1.0031612387339797e-17,8.063812690757687e-15,2.3933527677748357e-18,3.24412654102004e-15
3.802670154535601e-09,0.11224549125415513,0.9,0.0,0.0,0.0,0.0,0.09999897778022161,2.652784438468719e-07,2.3985539666714724e-07,1.7847363636588696e-07,1.8253349197909088e-07,1.3933809754210784e-07,1.5778869265577897e-07,1.5495819202725774e-07,1.54857046461663e-07,1.3969041479186532e-07,1.4057195272574075e-07,1.2479494486671657e-07,1.278866604330447e-07,1.0799267687169907e-09,7.827698587798082e-09,4.061799403204639e-09,7.061517324802684e-10,2.3304244165543954e-08,1.0334680620162275e-08,1.6059777532977613e-08,9.746741977928591e-09,1.2864325572216332e-09,2.842270533482554e-11,3.268879688411763e-09,8.224674257292383e-15,2.1624311579504015e-11,5.465662203716714e-15,4.074445186319056e-15,5.454919864521571e-15,4.1843480477371055e-17,8.418314077969722e-17,2.8465322145518654e-11,2.6579174612102856e-11,1.0936248318244143e-15,5.742682442959561e-10,1.7800773022545855e-17,1.4451280500839678e-15,2.7853077555456417e-10,2.380753510684043e-17,1.667761412535888e-19,2.2632583409776135e-14,1.6087652727148785e-20,1.5381511828889544e-16,3.033926501399244e-20,4.798554295390099e-23,1.0385497232831646e-25,2.503690108468454e-22,1.272748756537174e-24,3.459719611901877e-17,6.4957201563250965e-24,1.6226715107741392e-22,3.2971287230747475e-26,8.243837231141465e-25,1.3026196776291552e-19,1.3868061532620148e-25,1.2431868194149225e-20,5.440601325247266e-25,1.7317949619572667e-14,1.1736508428326358e-16,1.4055666585518958e-26,3.5116506795154183e-25,7.88130267452872e-17,1.1891861556986054e-14,3.717166476169347e-22,2.857219356800819e-22,7.210977904878923e-25,3.754587159816746e-22,1.3656433739123947e-25,5.02820267393471e-21,5.299339863853153e-17,1.8761450327678096e-26,4.688493697468959e-25,3.696074507230274e-17,1.1427318180762588e-13,1.6364002612276265e-20,4.82297801572257e-22,1.2029890461482129e-17,9.670129055737114e-15,2.8996005225429704e-18,3.930346424366644e-15
4.101958341511639e-09,0.11224550101562257,0.9,0.0,0.0,0.0,0.0,0.09999889732030973,2.8645077344296215e-07,2.5769300134617247e-07,1.92317862211353e-07,1.9702772622954632e-07,1.4928853264297795e-07,1.7030005660282117e-07,1.6700264759477615e-07,1.6689275403259922e-07,1.5068462590637961e-07,1.5171313024646213e-07,1.3447529061619086e-07,1.3807010579781719e-07,1.1602392504177391e-09,8.424258573601379e-09,4.3614014528618744e-09,7.578939525395168e-10,2.7068114825127796e-08,1.201094089474746e-08,1.8658454494747034e-08,1.1310165525534414e-08,1.497449441376884e-09,3.064020397625946e-11,3.803486357936569e-09,8.881093399042016e-15,2.54516717475887e-11,5.8996637640499285e-15,4.3988847714797975e-15,5.887446742617886e-15,4.8707151030578686e-17,9.7431943372453e-17,3.533710654670486e-11,3.33513574873505e-11,1.1804651660467493e-15,6.685226651380724e-10,2.0722396059514433e-17,1.5602019769703578e-15,3.242862679184094e-10,2.7718508525736025e-17,1.9352792159452005e-19,2.7579160186818293e-14,1.8718760859388764e-20,1.9628880396575651e-16,3.526027417993451e-20,5.592202713740532e-23,1.3048274487193198e-25,3.137452476903409e-22,1.719285414623485e-24,4.572918172082116e-17,8.161279265684805e-24,2.0363790912929362e-22,4.465642421408639e-26,1.115255958419608e-24,1.6326908717799852e-19,1.7425914961795609e-25,1.8167886510182938e-20,7.347889883638475e-25,2.1404041200109327e-14,1.3619360819008052e-16,1.9038629274353475e-26,4.751083222554563e-25,9.172132789723188e-17,1.383956026575071e-14,5.022378677966297e-22,3.856942757747448e-22,9.745456580527585e-25,5.075630065079166e-22,1.715642945740215e-25,5.8347501931271354e-21,6.149496858046296e-17,2.5415852878961973e-26,6.344082348413877e-25,4.1594994769339415e-17,1.3777206485624423e-13,2.0513408397438503e-20,5.611748632104281e-22,1.4202543182171643e-17,1.1416618277457037e-14,3.4562575608991923e-18,4.6848976070333045e-15
4.401246528487677e-09,0.11224551082999305,0.9,0.0,0.0,0.0,0.0,0.09999881685911238,3.076655705668108e-07,2.75386837983286e-07,2.061328523083878e-07,2.115388709797872e-07,1.591020122706225e-07,1.828245496446139e-07,1.7902401734738773e-07,1.789064111423082e-07,1.6167882425136984e-07,1.6286605652100037e-07,1.4413518568238318e-07,1.4827057690186493e-07,1.2399044272565224e-09,9.016010384486272e-09,4.656879843820791e-09,8.089240044980795e-10,3.110004173095434e-08,1.380485886827816e-08,2.1447644314924044e-08,1.2985231172315596e-08,1.7245687357194577e-09,3.2853454302905177e-11,4.378197420657839e-09,9.53882802702245e-15,2.957980598374335e-11,6.334170904907606e-15,4.723866213211926e-15,6.320426733478659e-15,5.609457034949767e-17,1.116239767045264e-16,4.324270282952541e-11,4.117262419684065e-11,1.2674068173732417e-15,7.699796020832419e-10,2.3867273252838787e-17,1.6754682964006128e-15,3.7354864974171404e-10,3.1929231420284925e-17,2.2219003405956814e-19,3.3286917189518e-14,2.154726013702082e-20,2.4672960432121545e-16,4.052670366662168e-20,6.447913173207096e-23,1.6133312416483395e-25,3.8691942034029214e-22,2.2734402177185115e-24,5.953792300911915e-17,1.0090218800799425e-23,2.513868018632138e-22,5.920054872537038e-26,1.4762430025286398e-24,2.0138396294293316e-19,2.1548725170135483e-25,2.5851158914524916e-20,9.714585140314955e-25,2.6188805227411743e-14,1.5636683244017914e-16,2.5241328462299345e-26,6.28942118245468e-25,1.0557043345124689e-16,1.5929214677275824e-14,6.642394033322459e-22,5.097038269326254e-22,1.2892148100866184e-24,6.716090125734439e-22,2.121107258801201e-25,6.698892251794437e-21,7.060370582194371e-17,3.3700532143011257e-26,8.399288044000707e-25,4.647116195378477e-17,1.6411742983219283e-13,2.5301652723519477e-20,6.459690166317338e-22,1.6547186554605844e-17,1.3301363958286682e-14,4.063302020311581e-18,5.507750462924574e-15
4.700534715463715e-09,0.11224552069689087,0.9,0.0,0.0,0.0,0.0,0.09999873639656086,3.289227572885517e-07,2.9293806518413506e-07,2.1991867066452013e-07,2.2606658589132685e-07,1.6878042128259669e-07,1.953620931114908e-07,1.910221153538135e-07,1.908980524458957e-07,1.7267300982410864e-07,1.7403081763196049e-07,1.5377467325722566e-07,1.5848802833505956e-07,1.3189275157686581e-09,9.602992773538253e-09,4.9482913322109376e-09,8.592516900995888e-10,3.539735953256488e-08,1.5714815152645233e-08,2.442650901081618e-08,1.4771038944313833e-08,1.9678072749264723e-09,3.506242205729368e-11,4.992935658765649e-09,1.019787572065019e-14,3.400571898819411e-11,6.7691734334488546e-15,5.04938806284748e-15,6.753857115585226e-15,6.400628460092115e-17,1.2674985935523197e-16,5.2251632393663725e-11,5.011475612572345e-11,1.3544477467094324e-15,8.786473252735818e-10,2.7235660353516042e-17,1.79092649523596e-15,4.263237674948045e-10,3.644020271754944e-17,2.5274708174536842e-19,3.9839045084230426e-14,2.457277238371289e-20,3.0610203917227237e-16,4.6133800791363477e-20,7.365966616301649e-23,1.9672269180592363e-25,4.705723031016423e-22,2.9510058590246675e-24,7.649427607884972e-17,1.2302013585791088e-23,3.0593896684053967e-22,7.703505249142813e-26,1.917508140617804e-24,2.4496181465369587e-19,2.627904042675983e-25,3.594072979562001e-20,1.260808843447771e-24,3.1755828672629624e-14,1.778739170789652e-16,3.284794291709492e-26,8.170024516625094e-25,1.203527593591514e-16,1.8159680452858407e-14,8.623442225620397e-22,6.612712523971491e-22,1.6741218587127823e-24,8.723054472590877e-22,2.5861888264576706e-25,7.620164566426623e-21,8.031471584056882e-17,4.386213226638164e-26,1.09121980732706e-24,5.1587308378627244e-17,1.9345350319949477e-13,3.0771945951453876e-20,7.366688689479772e-22,1.9061458072810486e-17,1.532246697377414e-14,4.720683869311178e-18,6.398837178702189e-15
5.299111089415791e-09,0.11224554058678633,0.9,0.0,0.0,0.0,0.0,0.0999985754671234,3.7156398839075333e-07,3.27617279150242e-07,2.474030482348139e-07,2.551703884276616e-07,1.8773943776220054e-07,2.204760177963001e-07,2.14947769185442e-07,2.1481542609912476e-07,1.946613426411099e-07,1.9639618421890371e-07,1.7299259824475278e-07,1.7897368906358346e-07,1.4750680843691379e-09,1.0762802725027332e-08,5.519136728704606e-09,9.578384960098052e-10,4.477765381786684e-08,1.9876476051196334e-08,3.0949946417967685e-08,1.8671317138733072e-08,2.5027089215188753e-09,3.946737591066167e-11,6.342181735261837e-09,1.1519900640693114e-14,4.373906138400757e-11,7.640624588576951e-15,5.7020471438863526e-15,7.622058207436156e-15,8.140476612147446e-17,1.5976616574394598e-16,7.385329533773493e-11,7.164518752402702e-11,1.5288194243294315e-15,1.117647375585904e-09,3.4643961378965276e-17,2.0224164617885225e-15,5.42435518171992e-10,4.636487950559919e-17,3.194850136805822e-19,5.583643364955666e-14,3.121330787970232e-20,4.559003442594445e-16,5.835131263900069e-20,9.390230428339845e-23,2.823914088136742e-25,6.720148929508608e-22,4.744606223705725e-24,1.2202206035663103e-16,1.7652187808648628e-23,4.371239318696425e-22,1.2445111988261616e-25,3.0845734342342855e-24,3.4991563487567836e-19,3.7733309101433422e-25,6.552007642615687e-20,2.0266752884268907e-24,4.559802443498974e-14,2.2484674336984264e-16,5.307390398063402e-26,1.3144488323644257e-24,1.526870408560908e-16,2.3038514733758105e-14,1.3868394786679547e-21,1.062290214502612e-21,2.6936373415320705e-24,1.4040113310595602e-21,3.7118877054131485e-25,9.632261489436019e-21,1.0152417283402961e-16,7.088934714958948e-26,1.7561073662090572e-24,6.253186347122178e-17,2.6166891804990124e-13,4.3929199642429874e-20,9.357396480241694e-22,2.4589581439339924e-17,1.976626580638756e-14,6.1861781580554324e-18,8.385330516094991e-15
