Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251)
3.1409240791709137e-10,0.11224538150240615,0.9,0.0,0.0,0.0,0.0,0.09999991557059651,2.164729968508467e-08,2.092578338628352e-08,1.4923921784448048e-08,1.4956707767902844e-08,1.2577775552298717e-08,1.2948245706617915e-08,1.2940593209109971e-08,1.292767268625189e-08,1.1538209146311302e-08,1.1538209146311302e-08,1.0435316732712034e-08,1.045848620953608e-08,9.421254981040306e-11,5.105732149353166e-10,2.523577240201202e-10,4.7448949982060045e-11,1.160182152189923e-10,4.661526358944172e-11,1.1202080943194586e-10,6.940295162955055e-11,8.737766727228965e-12,1.1237582743737049e-11
3.213960614424419e-10,0.11224538172402883,0.9,0.0,0.0,0.0,0.0,0.09999991360734357,2.2151238537932388e-08,2.1406410982918924e-08,1.527055674150503e-08,1.530487960359194e-08,1.2865581730683211e-08,1.3249519558692483e-08,1.3241684253989166e-08,1.3227987576029215e-08,1.1806509313337058e-08,1.1806509313337058e-08,1.0677695784766416e-08,1.0701955185538667e-08,9.637653804273931e-11,5.262549418610436e-10,2.6054903052624426e-10,4.890756862335478e-11,1.21956108695471e-10,4.930730562278486e-11,1.172784737461878e-10,7.264880307268611e-11,9.148938850028512e-12,1.1591193304785149e-11
3.2869971496779247e-10,0.1122453819456825,0.9,0.0,0.0,0.0,0.0,0.09999991164409065,2.265520327368319e-08,2.188691242435914e-08,1.561717380627154e-08,1.565306857434654e-08,1.3153259474738204e-08,1.3550801833251607e-08,1.3542786642569814e-08,1.35282890718957e-08,1.2074809475095401e-08,1.2074809475095401e-08,1.0920062327279928e-08,1.0945436698250281e-08,9.853995364581926e-11,5.419648925195646e-10,2.6876755879729457e-10,5.036867857894472e-11,1.280492741104495e-10,5.208092111242988e-11,1.2265635725627625e-10,7.596835299801956e-11,9.569568050273336e-12,1.1945708516172012e-11
3.36003368493143e-10,0.11224538216736699,0.9,0.0,0.0,0.0,0.0,0.09999990968083779,2.3159193891182254e-08,2.2367290320337687e-08,1.5963772979670783e-08,1.6001274672568688e-08,1.3440810894651639e-08,1.3852092529107717e-08,1.3843900435966425e-08,1.3828577174360756e-08,1.2343109631586329e-08,1.2343109631586329e-08,1.1162416360897966e-08,1.1188930748144518e-08,1.0070282326356384e-10,5.577004561594418e-10,2.770113238446641e-10,5.1832029105920095e-11,1.3429782543030754e-10,5.4936243199904877e-11,1.2815444392795045e-10,7.936158223040269e-11,9.999654592329269e-12,1.2301060338930926e-11
3.4330702201849356e-10,0.11224538238908252,0.9,0.0,0.0,0.0,0.0,0.09999990771758496,2.3663210389274818e-08,2.2847547033501568e-08,1.6310354262625883e-08,1.634949789081153e-08,1.3728237929738419e-08,1.4153391645073348e-08,1.4145025689049358e-08,1.412885188393379e-08,1.2611409782809841e-08,1.2611409782809841e-08,1.140475788626588e-08,1.143243733569798e-08,1.028651535108303e-10,5.734592885070081e-10,2.8527850245386847e-10,5.329739498390128e-11,1.4070186052427762e-10,5.787338845201598e-11,1.3377271804141626e-10,8.282847207226163e-11,1.0439198740515333e-11,1.2657187135465249e-11
3.506106755438441e-10,0.11224538261082893,0.9,0.0,0.0,0.0,0.0,0.09999990575433218,2.4167252766806134e-08,2.3327684825171636e-08,1.665691765605995e-08,1.6697738221699274e-08,1.4015542439099366e-08,1.4454699179961099e-08,1.4446162453798794e-08,1.4429113201124199e-08,1.2879709928765939e-08,1.2879709928765939e-08,1.1647086904028993e-08,1.1675956461388656e-08,1.0502692993998923e-10,5.892391673839592e-10,2.935673474396572e-10,5.476456270263726e-11,1.4726146988504942e-10,6.089246583923495e-11,1.395111640228479e-10,8.636900404581449e-11,1.0888200759125315e-11,1.3014030230460964e-11
3.5791432906919466e-10,0.11224538283260635,0.9,0.0,0.0,0.0,0.0,0.09999990379107944,2.467132102262153e-08,2.3807705652770317e-08,1.700346316089603e-08,1.7045995658004334e-08,1.4302726114538266e-08,1.475601513258368e-08,1.4747310776162813e-08,1.472936112644137e-08,1.3148010069454622e-08,1.3148010069454622e-08,1.1889403414832587e-08,1.1919488125697414e-08,1.0718818636613452e-10,6.050381256411101e-10,3.0187627017553096e-10,5.62333432063594e-11,1.539767285939635e-10,6.399356846761445e-11,1.4536976660314662e-10,8.99831601263491e-11,1.1346660912402465e-11,1.3371537131326648e-11
3.652179825945452e-10,0.1122453830544147,0.9,0.0,0.0,0.0,0.0,0.09999990182782671,2.5175415155566364e-08,2.4287611356744652e-08,1.734999077805712e-08,1.739427019258536e-08,1.458979055088767e-08,1.5057339501753875e-08,1.504847069867818e-08,1.502959566039467e-08,1.341631020487589e-08,1.341631020487589e-08,1.2131707419321915e-08,1.2163032329106705e-08,1.0934893151869333e-10,6.208543378492006e-10,3.102037741184982e-10,5.770356105743775e-11,1.608477031714057e-10,6.717678062656806e-11,1.5134851068657615e-10,9.367092254483763e-11,1.1814579464554994e-11,1.3729658840667685e-11
3.7252163611989576e-10,0.112245383276254,0.9,0.0,0.0,0.0,0.0,0.09999989986457404,2.567953516448604e-08,2.4767403676319084e-08,1.769650050846616e-08,1.774256181837106e-08,1.4876737264134159e-08,1.5358672286284543e-08,1.534964226109642e-08,1.5329816803493472e-08,1.3684610335029742e-08,1.3684610335029742e-08,1.2373998918142202e-08,1.2406589072100291e-08,1.1150915902937146e-10,6.366860946203778e-10,3.1854843757361517e-10,5.91750519656898e-11,1.6787445312710655e-10,7.044217938592932e-11,1.5744738131878925e-10,9.743227374117722e-11,1.2291956679763492e-11,1.4088349214985673e-11
3.798252896452463e-10,0.11224538349812432,0.9,0.0,0.0,0.0,0.0,0.09999989790132141,2.6183681048226005e-08,2.5247084179594726e-08,1.8042992353046088e-08,1.8090870528385457e-08,1.5163567663219333e-08,1.566001348498862e-08,1.5650825499435904e-08,1.5630024556247118e-08,1.395291045991618e-08,1.395291045991618e-08,1.261627791193864e-08,1.2650158355163656e-08,1.1366887916524188e-10,6.525318406863456e-10,3.2690894056297535e-10,6.06476664615114e-11,1.750570286582398e-10,7.37898322275822e-11,1.636663637355971e-10,1.0126719643065759e-10,1.2778792822167658e-11,1.444756593522714e-11
3.8712894317059685e-10,0.11224538372002554,0.9,0.0,0.0,0.0,0.0,0.09999989593806882,2.668785280563174e-08,2.5726654298359066e-08,1.8389466312719746e-08,1.8439196315733298e-08,1.5450283066541393e-08,1.596136309667915e-08,1.5952020446581263e-08,1.5930218919164974e-08,1.4221210579535202e-08,1.4221210579535202e-08,1.285854440135638e-08,1.2893740178783722e-08,1.1582810953261679e-10,6.683901494449688e-10,3.352840491948985e-10,6.212126745578624e-11,1.8239547218846202e-10,7.721979862938295e-11,1.7000544333277024e-10,1.0517567355907907e-10,1.3275088155870872e-11,1.4807269892363746e-11
4.0173625022129795e-10,0.11224538416392099,0.9,0.0,0.0,0.0,0.0,0.09999989201156373,2.7696273936822674e-08,2.6685468629623857e-08,1.9082360581039493e-08,1.9135899095202924e-08,1.6023373762833803e-08,1.656408755427205e-08,1.6554445585336543e-08,1.653056747753059e-08,1.4757810802971006e-08,1.4757810802971006e-08,1.334303986963625e-08,1.3380941449647697e-08,1.2014510286105526e-10,7.00139295718091e-10,3.5207352543449295e-10,6.507093329094412e-11,1.975400999072246e-10,8.432687600277867e-11,1.8304383634351708e-10,1.1321322390444588e-10,1.429605745340982e-11,1.5527996897806922e-11
4.1634355727199905e-10,0.11224538460794035,0.9,0.0,0.0,0.0,0.0,0.0999998880850588,2.8704798548823632e-08,2.7643855950299458e-08,1.9775183320807332e-08,1.9832670103090233e-08,1.6596018254640852e-08,1.7166845649569193e-08,1.715691788462967e-08,1.7130862482664846e-08,1.529441100533715e-08,1.529441100533715e-08,1.3827485328142388e-08,1.3868192888612516e-08,1.2446018994689156e-10,7.319243792178212e-10,3.689085620507046e-10,6.802317039126204e-11,2.1330853930134304e-10,9.176374688791383e-11,1.965624463835256e-10,1.215447924134292e-10,1.5354866684452386e-11,1.625027451107107e-11
4.3095086432270014e-10,0.1122453850520836,0.9,0.0,0.0,0.0,0.0,0.09999988415855403,2.9713426632400145e-08,2.8601824069050384e-08,2.0467934539404385e-08,2.0529509286766367e-08,1.716822426306115e-08,1.7769637373077948e-08,1.7759437512557825e-08,1.773110393864211e-08,1.583101118663364e-08,1.583101118663364e-08,1.431188078203482e-08,1.4355494499615416e-08,1.2877332887012314e-10,7.637378063266569e-10,3.8578198065898674e-10,7.097725025415429e-11,2.2970089924620067e-10,9.953064970211186e-11,2.1056116151192154e-10,1.3017024954408873e-10,1.645151796044683e-11,1.697388711256623e-11
4.4555817137340124e-10,0.1122453854963507,0.9,0.0,0.0,0.0,0.0,0.0999998802320494,3.072215817831842e-08,2.955937941116835e-08,2.116061424421104e-08,2.1226416594433827e-08,1.7739998590481647e-08,1.8372462715307024e-08,1.836200460771325e-08,1.833129184953656e-08,1.6367611346860478e-08,1.6367611346860478e-08,1.4796226236473038e-08,1.484284628660567e-08,1.330847102577264e-10,7.955731314863591e-10,4.0268748100500513e-10,7.393255534325945e-11,2.467172194672804e-10,1.0762775164657412e-10,2.250398713329473e-10,1.3908946782070626e-10,1.7586013392251638e-11,1.769864927594164e-11
4.6016547842410234e-10,0.11224538594074174,0.9,0.0,0.0,0.0,0.0,0.09999987630554497,3.173099317734536e-08,3.051652791072467e-08,2.185322244260694e-08,2.192339197500118e-08,1.831134726384376e-08,1.8975321666766452e-08,1.896461928434356e-08,1.8931426219422223e-08,1.6904211486017657e-08,1.6904211486017657e-08,1.528052169661603e-08,1.533024825354193e-08,1.3739408126574958e-10,8.274248415315348e-10,4.1961950512371594e-10,7.688855829676235e-11,2.643574836928948e-10,1.1605516219812388e-10,2.3999846673891613e-10,1.4830232149477088e-10,1.8758355090147515e-11,1.8424400481379405e-11
4.747727854748034e-10,0.11224538638525661,0.9,0.0,0.0,0.0,0.0,0.09999987237904066,3.273993162024856e-08,3.147327384361186e-08,2.2545759141970962e-08,2.2620435378042527e-08,1.8882275581928646e-08,1.957821421796761e-08,1.956728163401026e-08,1.9531507052372955e-08,1.7440811604105188e-08,1.7440811604105188e-08,1.576476716762224e-08,1.5817700404391287e-08,1.4170197971279404e-10,8.592882887528872e-10,4.365731923889845e-10,7.98448154095219e-11,2.8262162367887604e-10,1.2481293733271256e-10,2.5543683982929607e-10,1.578086863461635e-10,1.9968545163824494e-11,1.9151003418506952e-11
4.893800925255045e-10,0.11224538682989538,0.9,0.0,0.0,0.0,0.0,0.09999986845253651,3.374897349779633e-08,3.242962188739842e-08,2.323822434968122e-08,2.331754675374915e-08,1.9452788171854932e-08,2.0181140359423246e-08,2.0169991727612785e-08,2.0131534352462438e-08,1.7977411701123063e-08,1.7977411701123063e-08,1.624896265464959e-08,1.6305202743128108e-08,1.4600775786392998e-10,8.911596073253322e-10,4.535443259033495e-10,8.28009585416381e-11,3.015095244436903e-10,1.3390108477775776e-10,2.7135488381152597e-10,1.6760843966593252e-10,2.121658572236679e-11,1.9878341913834808e-11
5.025266688711355e-10,0.11224538723017603,0.9,0.0,0.0,0.0,0.0,0.0999998649186829,3.4657199616581055e-08,3.328999736422037e-08,2.3861381917353824e-08,2.3945005067813648e-08,1.996589737549282e-08,2.0723802598560872e-08,2.07124716764007e-08,2.067151315531335e-08,1.8460351770424595e-08,1.8460351770424595e-08,1.6684695860934818e-08,1.67439977619247e-08,1.4988148067501462e-10,9.198478903487403e-10,4.688302611706473e-10,8.546113993353709e-11,3.190418219899299e-10,1.4236285763628894e-10,2.8609115456524955e-10,1.7667896435364099e-10,2.237218613225325e-11,2.0533494906043773e-11
5.156732452167665e-10,0.11224538763055704,0.9,0.0,0.0,0.0,0.0,0.09999986138482944,3.556550950322185e-08,3.415005510594661e-08,2.4484481588140113e-08,2.4572518364201125e-08,2.0478675754684492e-08,2.1266492031206733e-08,2.1254990371040696e-08,2.121144860281567e-08,1.8943291822659716e-08,1.8943291822659716e-08,1.7120388588134027e-08,1.7182833439037785e-08,1.5375380678067828e-10,9.485379225821795e-10,4.841249961323045e-10,8.812079038100579e-11,3.3707910983914186e-10,1.5109216262737334e-10,3.0121579634482523e-10,1.8598694721176852e-10,2.3558448679454356e-11,2.1189101571824e-11
5.288198215623975e-10,0.11224538803103824,0.9,0.0,0.0,0.0,0.0,0.09999985785097609,3.647390315099025e-08,3.5009796926782815e-08,2.5107523367417176e-08,2.520008660755233e-08,2.0991125664956514e-08,2.180920865044741e-08,2.1797547833466704e-08,2.1751340697938764e-08,1.9426231857828417e-08,1.9426231857828417e-08,1.7556040840006235e-08,1.7621709777373038e-08,1.5762477210197685e-10,9.77227970797487e-10,4.994264349761612e-10,9.07797464255092e-11,3.556212396244784e-10,1.6008893885433854e-10,3.167287329400651e-10,1.9553230077013982e-10,2.4775374900271383e-11,2.1845107643088902e-11
5.419663979080285e-10,0.11224538843161969,0.9,0.0,0.0,0.0,0.0,0.09999985431712287,3.738238055315829e-08,3.586922452055039e-08,2.5730507260561548e-08,2.5827709762769886e-08,2.1503249186991292e-08,2.2351952449370446e-08,2.234014407787855e-08,2.229118944365187e-08,1.9909171875930702e-08,1.9909171875930702e-08,1.799165262031009e-08,1.8060626779837716e-08,1.6149425728356085e-10,1.0059165767218097e-09,5.14732746657779e-10,9.343787115276876e-11,3.746680467797727e-10,1.6935310869085424e-10,3.326298885801689e-10,2.053149380889185e-10,2.6022966330582493e-11,2.250146675930721e-11
5.551129742536595e-10,0.11224538883230128,0.9,0.0,0.0,0.0,0.0,0.09999985078326977,3.829094170299849e-08,3.672833910246679e-08,2.6353433272949277e-08,2.645538779496841e-08,2.2015048181843056e-08,2.2894723421064275e-08,2.2882779112425108e-08,2.2830994842924132e-08,2.039211187696657e-08,2.039211187696657e-08,1.8427223932803896e-08,1.849958444933993e-08,1.6536240883952407e-10,1.0346024942912356e-09,5.3004231193572e-10,9.609504810471822e-11,3.942193542846715e-10,1.7888458166752447e-10,3.4891918784485725e-10,2.1533477261714706e-10,2.7301224505875252e-11,2.3158138746783745e-11
5.682595505992905e-10,0.11224538923308305,0.9,0.0,0.0,0.0,0.0,0.0999998472494168,3.9199586593783775e-08,3.758714206073232e-08,2.6976301409955912e-08,2.7083120669442862e-08,2.2526524326513646e-08,2.3437521558618193e-08,2.3425452940305557e-08,2.337075689872456e-08,2.087505186093602e-08,2.087505186093602e-08,1.8862754781245608e-08,1.8938582788788124e-08,1.692290291110526e-10,1.0632846481658441e-09,5.453536892765168e-10,9.875117725518196e-11,4.142749752054421e-10,1.886832570471675e-10,3.655965556070101e-10,2.255917181582745e-10,2.861015096125927e-11,2.3815088492763653e-11
5.814061269449215e-10,0.1122453896339649,0.9,0.0,0.0,0.0,0.0,0.09999984371556395,4.010831521878755e-08,3.844563412274101e-08,2.7599111676956527e-08,2.7710908351653043e-08,2.3037679131943237e-08,2.3980346855122378e-08,2.396816556033922e-08,2.391047561402207e-08,2.1357991827839064e-08,2.1357991827839064e-08,1.929824516939285e-08,1.9377621801090772e-08,1.73094431820078e-10,1.0919621120722735e-09,5.606655976322073e-10,1.0140617290368867e-10,4.3483471395409184e-10,1.9874902517818756e-10,3.82661917004194e-10,2.3608568877590426e-10,2.9949747231461304e-11,2.4472285363209053e-11
5.945527032905525e-10,0.11224539003494687,0.9,0.0,0.0,0.0,0.0,0.09999984018171122,4.101712757128366e-08,3.9303816635551935e-08,2.822186407932568e-08,2.8338750807212313e-08,2.3548513956478533e-08,2.4523199303667867e-08,2.4510916967383987e-08,2.445015099178547e-08,2.1840931777675684e-08,2.1840931777675684e-08,1.9733695101002884e-08,1.9816701489156103e-08,1.7695817718540688e-10,1.1206340931694698e-09,5.759769035288618e-10,1.0405996215235153e-10,4.558983673220484e-10,2.090817684723105e-10,4.0011519741778995e-10,2.4681659884973777e-10,3.1320014850817786e-11,2.5129702775375613e-11
6.076992796361835e-10,0.11224539043602891,0.9,0.0,0.0,0.0,0.0,0.09999983664785862,4.192602364454644e-08,4.016168973886704e-08,2.884455862243745e-08,2.8966648001874127e-08,2.4059030021381127e-08,2.5066078897346628e-08,2.5053707152800078e-08,2.4989783034983444e-08,2.2323871710445894e-08,2.2323871710445894e-08,2.0169104579832632e-08,2.0255821855891842e-08,1.8082091598525955e-10,1.1492999151691395e-09,5.912866061659884e-10,1.0671248326139328e-10,4.7746572537939e-10,2.1968136245471706e-10,4.1795632244950696e-10,2.5778436292467293e-10,3.272095535327223e-11,2.5787317724492063e-11
6.195311983472515e-10,0.11224539079708822,0.9,0.0,0.0,0.0,0.0,0.09999983346739139,4.2744101686180085e-08,4.093351220746757e-08,2.9404934246014185e-08,2.9531802250810548e-08,2.4518222841515665e-08,2.555469373503776e-08,2.5542251465340236e-08,2.5475414825261707e-08,2.27585176353473e-08,2.27585176353473e-08,2.0560938526757036e-08,2.0651064968619747e-08,1.8429586380043228e-10,1.175093418750283e-09,6.050632453671595e-10,1.090986254461929e-10,4.973068366978619e-10,2.2944904630036347e-10,4.343448808113666e-10,2.6785779039749836e-10,3.400802838797971e-11,2.6379323823073677e-11
6.313631170583194e-10,0.11224539115822856,0.9,0.0,0.0,0.0,0.0,0.09999983028692425,4.356224753128496e-08,4.1705085160597684e-08,2.9965263011862e-08,3.009700078598584e-08,2.4977159087427502e-08,2.6043330549657358e-08,2.6030827168646564e-08,2.5961011519110534e-08,2.3193163546424915e-08,2.3193163546424915e-08,2.0952739712710524e-08,2.104634103554382e-08,1.8776989577616307e-10,1.200881102843516e-09,6.188372960967574e-10,1.11483665469883e-10,5.175556139654985e-10,2.39432675357243e-10,4.510474792343251e-10,2.781229386082555e-10,3.531994881785846e-11,2.6971461090011806e-11
6.431950357693874e-10,0.11224539151944987,0.9,0.0,0.0,0.0,0.0,0.0999998271064572,4.4380461174958946e-08,4.2476409458628845e-08,3.052554492389757e-08,3.06622435826658e-08,2.5435839431633374e-08,2.6531989336171262e-08,2.6519434251075693e-08,2.6446573118693875e-08,2.3627809443678737e-08,2.3627809443678737e-08,2.1344508140431186e-08,2.1441650058781852e-08,1.912425534902288e-10,1.2266626481908677e-09,6.326082398735219e-10,1.1386757486906349e-10,5.382118944780932e-10,2.4963214878744463e-10,4.680640638375998e-10,2.885797456906486e-10,3.665671776035732e-11,2.756371822586467e-11
6.550269544804553e-10,0.11224539188075212,0.9,0.0,0.0,0.0,0.0,0.09999982392599026,4.519874261230031e-08,4.324748486552273e-08,3.1085779986037225e-08,3.122753061618332e-08,2.589426448596791e-08,2.7020670089545942e-08,2.700807269954472e-08,2.6932099626175606e-08,2.4062455327108765e-08,2.4062455327108765e-08,2.1736243812656845e-08,2.183699204045077e-08,1.9471442903697746e-10,1.2524377813600114e-09,6.463756171091193e-10,1.1625032951840416e-10,5.592755129485769e-10,2.600473631370899e-10,4.853945808417586e-10,2.992281498114871e-10,3.801833633265307e-11,2.8156085406048246e-11
6.668588731915233e-10,0.1122453922421353,0.9,0.0,0.0,0.0,0.0,0.09999982074552344,4.6017091838407585e-08,4.4018312392978644e-08,3.1645968202196976e-08,3.179286186192924e-08,2.6352434811334313e-08,2.7509372804748458e-08,2.7496742499788285e-08,2.7417591043719513e-08,2.4497101196715e-08,2.4497101196715e-08,2.212794673212511e-08,2.2232366982666587e-08,1.9818482944908436e-10,1.2782062660438137e-09,6.601390176805823e-10,1.1863190879343885e-10,5.807463021672764e-10,2.706782128595402e-10,5.030389765537125e-10,3.100680893077363e-10,3.940480565166295e-11,2.8748554018058658e-11
6.775076000314844e-10,0.11224539256744938,0.9,0.0,0.0,0.0,0.0,0.09999981788310337,4.675366409657238e-08,4.4711844931159744e-08,3.215009754720414e-08,3.2301697760877963e-08,2.676457080499624e-08,2.7949224020940394e-08,2.7936572110956323e-08,2.7854503319698865e-08,2.488828246754127e-08,2.488828246754127e-08,2.2480451358678882e-08,2.2588232613968008e-08,2.0130750270414413e-10,1.3013920227555956e-09,6.725223281450946e-10,1.207743083859575e-10,6.004179803736778e-10,2.8043024224338534e-10,5.191872472896276e-10,3.199877381302926e-10,4.067387650409031e-11,2.9281855276012786e-11
6.881563268714455e-10,0.1122453928928289,0.9,0.0,0.0,0.0,0.0,0.09999981502068339,4.74902912562204e-08,4.540517693928585e-08,3.26541889528933e-08,3.2810569434603645e-08,2.7176501219753773e-08,2.8389093018597353e-08,2.8376427093279843e-08,2.8291387176103096e-08,2.5279463727170267e-08,2.5279463727170267e-08,2.283292945964173e-08,2.294412494651241e-08,2.0442914337890705e-10,1.3245721042263844e-09,6.849018914267085e-10,1.2291573105008586e-10,6.204192101791028e-10,2.903567728075721e-10,5.355896786898457e-10,3.3006243737153063e-10,4.196307815111146e-11,2.981522791029394e-11
6.988050537114065e-10,0.11224539321827393,0.9,0.0,0.0,0.0,0.0,0.09999981215826349,4.822697331379411e-08,4.609830835342396e-08,3.315824242210654e-08,3.331947686534029e-08,2.758822638097387e-08,2.8828979794066934e-08,2.881630743457825e-08,2.8728242614502844e-08,2.567064497560199e-08,2.567064497560199e-08,2.318538103700054e-08,2.330004398183372e-08,2.075499906659132e-10,1.347746394894137e-09,6.972774893536828e-10,1.2505616704518164e-10,6.407498672221924e-10,3.0045772486349e-10,5.522462319213074e-10,3.402921423587025e-10,4.327241140301366e-11,3.0348667542803566e-11
7.094537805513676e-10,0.11224539354378445,0.9,0.0,0.0,0.0,0.0,0.09999980929584368,4.896371026564247e-08,4.679123958087951e-08,3.3662257957760614e-08,3.382842003487991e-08,2.7999746602367167e-08,2.9268884343600902e-08,2.925621312191407e-08,2.9165069636510057e-08,2.6061826212836453e-08,2.6061826212836453e-08,2.3537806092794345e-08,2.3655989721505507e-08,2.106698039314121e-10,1.3709147892775322e-09,7.096489176905421e-10,1.271956075901995e-10,6.614098232349923e-10,3.1073301592499013e-10,5.691568671657241e-10,3.50676807310002e-10,4.4601877091263914e-11,3.088217012885314e-11
7.201025073913287e-10,0.11224539386936037,0.9,0.0,0.0,0.0,0.0,0.09999980643342395,4.9700502108147026e-08,4.7483970524961124e-08,3.4166235562746206e-08,3.433739892520244e-08,2.8411062174699227e-08,2.970880666348464e-08,2.9696144142036106e-08,2.9601868243722352e-08,2.6453007438873635e-08,2.6453007438873635e-08,2.3890204629043972e-08,2.4011962167086604e-08,2.1378883224857058e-10,1.3940771956268602e-09,7.220159936413856e-10,1.2933404516238453e-10,6.823989504183973e-10,3.2118256356521456e-10,5.863215449959208e-10,3.612163868531829e-10,4.595147603978874e-11,3.141573210087826e-11
7.307512342312898e-10,0.11224539419500178,0.9,0.0,0.0,0.0,0.0,0.0999998035710043,5.0437348837720557e-08,4.817650155741605e-08,3.467017523992893e-08,3.48464135184677e-08,2.8822173367802955e-08,3.0148746750035816e-08,3.013610048142197e-08,3.003863843772356e-08,2.684418865371355e-08,2.684418865371355e-08,2.4242576647752728e-08,2.4367961320121638e-08,2.169068434721716e-10,1.417233534375135e-09,7.343785539316982e-10,1.314714733499709e-10,7.037171215484941e-10,3.3180628547770255e-10,6.037402263593458e-10,3.7191083607079167e-10,4.732120906526227e-11,3.194935031909983e-11
7.413999610712509e-10,0.11224539452070856,0.9,0.0,0.0,0.0,0.0,0.09999980070858473,5.117425045078915e-08,4.886883257722691e-08,3.517407699216377e-08,3.535546379692349e-08,2.923308043417097e-08,3.058870459958591e-08,3.0576082126263014e-08,3.047538022009172e-08,2.7235369857356198e-08,2.7235369857356198e-08,2.4594922150916483e-08,2.4723987182148747e-08,2.200240678664692e-10,1.4403837360817142e-09,7.467364518155611e-10,1.3360788666227417e-10,7.253642093674718e-10,3.4260409915862755e-10,6.214128723783948e-10,3.8276011020884434e-10,4.871107698121912e-11,3.248302200165687e-11
7.52048687911212e-10,0.11224539484648077,0.9,0.0,0.0,0.0,0.0,0.09999979784616525,5.1911206943782096e-08,4.956096392740434e-08,3.567794082230307e-08,3.5864549742854204e-08,2.9643783611522786e-08,3.102868020846989e-08,3.101608906246962e-08,3.091209359240347e-08,2.7626551049801576e-08,2.7626551049801576e-08,2.4947241140529263e-08,2.508003975470393e-08,2.2314028298614928e-10,1.4635277398692549e-09,7.590895548557862e-10,1.3574328038504575e-10,7.473400863648668e-10,3.535759217554842e-10,6.393394442390862e-10,3.937641646093827e-10,5.012108060032889e-11,3.301674467214583e-11
7.62697414751173e-10,0.11224539517231837,0.9,0.0,0.0,0.0,0.0,0.09999979498374582,5.264821831312885e-08,5.025289550371177e-08,3.618176673319898e-08,3.637367133856398e-08,3.0054283124499913e-08,3.146867357302306e-08,3.14561212756937e-08,3.134877855623542e-08,2.8017732231049684e-08,2.8017732231049684e-08,2.529953361858495e-08,2.5436119039322325e-08,2.2625570619178678e-10,1.4866654922970284e-09,7.714377433619708e-10,1.3787765047418955e-10,7.696446246677699e-10,3.6472167005710193e-10,6.575199031550656e-10,4.0492295461066797e-10,5.155122073510986e-11,3.35505161219487e-11
7.733461415911341e-10,0.1122453954982213,0.9,0.0,0.0,0.0,0.0,0.0999997921213265,5.338528455525858e-08,5.0944627623394254e-08,3.6685554727703824e-08,3.6882828566373654e-08,3.046457918594063e-08,3.19086846895806e-08,3.189617875135606e-08,3.178543511316435e-08,2.8408913401100523e-08,2.8408913401100523e-08,2.565179958707758e-08,2.5792225037538415e-08,2.2937012677419624e-10,1.509796946459431e-09,7.837809091607688e-10,1.400109934710472e-10,7.922776961340905e-10,3.7604126053635906e-10,6.759542103616341e-10,4.1623643559773146e-10,5.3001498198017827e-11,3.408433438042774e-11
7.839948684310952e-10,0.11224539582418963,0.9,0.0,0.0,0.0,0.0,0.09999978925890725,5.412240566660044e-08,5.163616018131667e-08,3.7189304808669926e-08,3.739202140862082e-08,3.087467199797424e-08,3.234871355447786e-08,3.2336261474672777e-08,3.222206326476709e-08,2.8800094559954092e-08,2.8800094559954092e-08,2.6004039048001137e-08,2.6148357750885888e-08,2.3248375063264103e-10,1.532922061223284e-09,7.961189545244679e-10,1.421433064300036e-10,8.15239172347844e-10,3.8753460939967234e-10,6.946423271166944e-10,4.2770456294817156e-10,5.447191380139773e-11,3.46181976892394e-11
7.946435952710563e-10,0.1122453961502232,0.9,0.0,0.0,0.0,0.0,0.09999978639648809,5.4859581643583626e-08,5.232749347261632e-08,3.769301697894943e-08,3.7901249847659824e-08,3.128456175301371e-08,3.278876016405045e-08,3.277636943067837e-08,3.2658663012620477e-08,2.9191275707610393e-08,2.9191275707610393e-08,2.6356252003349518e-08,2.6504517180897574e-08,2.3559637824848186e-10,1.5560408005463488e-09,8.08451791198918e-10,1.442745868548621e-10,8.385289247171441e-10,3.992016326300347e-10,7.135842147012475e-10,4.3932729208710944e-10,5.596246835744436e-11,3.5152104479421484e-11
8.052923221110174e-10,0.11224539647632213,0.9,0.0,0.0,0.0,0.0,0.099999783534069,5.5596812482637624e-08,5.3018627393428656e-08,3.819669124139429e-08,3.841051386586132e-08,3.169424863466376e-08,3.322882451463439e-08,3.321650260424648e-08,3.309523435830126e-08,2.958245684406943e-08,2.958245684406943e-08,2.6708438455116478e-08,2.6860703329105373e-08,2.3870820460846715e-10,1.5791531328811306e-09,8.207793395162812e-10,1.4640483264268287e-10,8.62146824457272e-10,4.110422460228491e-10,7.327798344190412e-10,4.5110457843442287e-10,5.7473162678186856e-11,3.5686053350843194e-11
