Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251)
1.5310545059498395e-11,0.11224537246200075,0.9,0.0,0.0,0.0,0.0,0.09999999588445735,1.0540940138954172e-09,1.0462184903437525e-09,7.282401518634727e-10,7.28318871995182e-10,6.292274974289805e-10,6.308041842865075e-10,6.307374349346278e-10,6.307388915698911e-10,5.624342948982911e-10,5.624342948982911e-10,5.092103723506984e-10,5.092654550623013e-10,4.706177613923304e-12,2.8876432435884777e-12,1.2420485414362568e-12,2.661303784863184e-13,1.785930223230709e-13,1.054494699712393e-14,2.6821460324067736e-13,1.6804807532594698e-13,2.0757141102037958e-14,6.002854248689306e-14
1.8113747448146963e-11,0.11224537254659947,0.9,0.0,0.0,0.0,0.0,0.0999999951309441,1.2471000620411062e-09,1.237141343341817e-09,8.615648556462397e-10,8.616750189012567e-10,7.441111845276164e-10,7.463019358835792e-10,7.462130247241635e-10,7.462142724577801e-10,6.654101925173308e-10,6.654101925173308e-10,6.024355568673749e-10,6.025126523205971e-10,5.565797313073155e-12,3.9986822822550034e-12,1.7237256926413707e-12,3.685959237859023e-13,2.5251087788935733e-13,1.731909759206262e-14,3.7535864497625053e-13,2.351917802972947e-13,2.9052613073375685e-14,8.3199604057945e-14
2.091694983679553e-11,0.11224537263120171,0.9,0.0,0.0,0.0,0.0,0.09999999437743083,1.4401099300337868e-09,1.427884213467017e-09,9.948869180852938e-10,9.950337905282381e-10,8.589008674517046e-10,8.618009354613154e-10,8.616870535984792e-10,8.616876771883433e-10,7.683860893604336e-10,7.683860893604336e-10,6.956588946674694e-10,6.957616949290905e-10,6.424606528204745e-12,5.2755016438128744e-12,2.2790955272345885e-12,4.863833481589211e-13,3.400242040562853e-13,2.6456264392039118e-14,5.00452732771946e-13,3.1356793966424615e-13,3.87395731187068e-14,1.0986378333058365e-13
2.37201522254441e-11,0.11224537271580753,0.9,0.0,0.0,0.0,0.0,0.0999999936239176,1.6331236178087738e-09,1.6184525036143685e-09,1.1282063392324448e-09,1.128395184752275e-09,9.735986210596513e-10,9.773011829526475e-10,9.771596223609382e-10,9.771591057900446e-10,8.713619854275994e-10,8.713619854275994e-10,7.888803857872016e-10,7.890125828639488e-10,7.28262958949402e-12,6.712688040022758e-12,2.90625387456132e-12,6.190009355149999e-13,4.4144572425816056e-13,3.827959958531938e-14,6.43491073288046e-13,4.031661246728411e-13,4.981803649516264e-14,1.3991679257453782e-13
2.6523354614092667e-11,0.11224537280041696,0.9,0.0,0.0,0.0,0.0,0.09999999287040434,1.8261411253010123e-09,1.8088514418452015e-09,1.261523119139763e-09,1.261759199495387e-09,1.0882064665536441e-09,1.0928026782903613e-09,1.092630828826251e-09,1.0926285582915362e-09,9.74337880718828e-10,9.74337880718828e-10,8.821000302629729e-10,8.822653161027705e-10,8.139890039819337e-12,8.305003390129111e-12,3.603344954096183e-12,7.659724980318255e-13,5.570781632966586e-13,5.310194731260435e-14,8.044680236471076e-13,5.039762159840541e-13,6.228801834716149e-14,1.7325743536535895e-13
3.21297593913898e-11,0.11224537296964675,0.9,0.0,0.0,0.0,0.0,0.09999999136337787,2.2121875991763006e-09,2.1891613904912097e-09,1.5281487554436876e-09,1.5284950824366421e-09,1.3171602741135545e-09,1.3238094122358083e-09,1.323569532642623e-09,1.3235615351088733e-09,1.1802896689734743e-09,1.1802896689734743e-09,1.0685337794285906e-09,1.0687763184094906e-09,9.852213747228719e-12,1.193485461214087e-11,5.200122396786514e-12,1.101142578124508e-12,8.32141784284134e-13,9.29487522026018e-14,1.1802158653073664e-12,7.391930320815321e-13,9.140259781361732e-14,2.494107789893699e-13
3.7736164168686935e-11,0.11224537313889135,0.9,0.0,0.0,0.0,0.0,0.09999998985635142,2.5982493511364556e-09,2.568852615781386e-09,1.7947638274155499e-09,1.7952414236039383e-09,1.5457774415657687e-09,1.5548211367589226e-09,1.554503891342972e-09,1.5544866078709912e-09,1.3862414541243726e-09,1.3862414541243726e-09,1.2549601424568765e-09,1.2552947016984995e-09,1.1561751276561e-11,1.6126425742941732e-11,7.0555010632197875e-12,1.4883749289910684e-12,1.1674496783030524e-12,1.483064443214913e-13,1.6276539633638545e-12,1.0191432339815613e-12,1.2608343176739768e-13,3.375723879809622e-13
4.334256894598407e-11,0.11224537330815099,0.9,0.0,0.0,0.0,0.0,0.099999988349325,2.9843263806576096e-09,2.9479610639945863e-09,2.0613683354742967e-09,2.0619982079594263e-09,1.774072296658679e-09,1.7858378513207374e-09,1.7854345860686954e-09,1.7854037768088736e-09,1.5921932361715226e-09,1.5921932361715226e-09,1.4413791196407106e-09,1.4418204658425364e-09,1.3268664500354117e-11,2.0843702868074716e-11,9.15629879934149e-12,1.9243835872073598e-12,1.5650867366428586e-12,2.2133043060315385e-13,2.146742315733915e-12,1.3437563060397047e-12,1.6633064022385055e-13,4.370375269068091e-13
4.894897372328121e-11,0.11224537347742587,0.9,0.0,0.0,0.0,0.0,0.09999998684229858,3.370418687216668e-09,3.3265203864950195e-09,2.3279622800383263e-09,2.32876542110375e-09,2.0020584286131943e-09,2.016859555382619e-09,2.016362257917561e-09,2.0163130421531147e-09,1.7981450151149246e-09,1.7981450151149246e-09,1.627790711272586e-09,1.628353610735715e-09,1.4973104956321594e-11,2.6052971865501185e-11,1.1490002214295827e-11,2.4060877441232685e-12,2.0270059050277257e-12,3.1404008899719927e-13,2.7374429557637418e-12,1.7129658160305265e-12,2.1214434341674002e-13,5.471428562186228e-13
5.455537850057834e-11,0.11224537364671623,0.9,0.0,0.0,0.0,0.0,0.0999999853352722,3.7565262702912645e-09,3.7045622078949933e-09,2.5945456615255183e-09,2.5955430492113086e-09,2.229748763251475e-09,2.2478862484062436e-09,2.2472875123562197e-09,2.247214404133941e-09,2.0040967909545785e-09,2.0040967909545785e-09,1.8141949176446368e-09,1.81489413629118e-09,1.6675215056400707e-11,3.172254967120672e-11,1.4044699507581822e-11,2.9305882031236255e-12,2.5550433582556425e-12,4.28334420057892e-13,3.399719724584967e-12,2.1267089381977504e-12,2.635246617861776e-13,6.672618616420921e-13
6.016178327787547e-11,0.11224537381602219,0.9,0.0,0.0,0.0,0.0,0.09999998382824585,4.142649129358786e-09,4.082116206331144e-09,2.861118480353923e-09,2.8623310790106728e-09,2.4571555845488225e-09,2.478917929853211e-09,2.4782109205204784e-09,2.478107862981708e-09,2.2100485636904845e-09,2.2100485636904845e-09,2.0005917390491128e-09,2.0014420424400352e-09,1.8375128444657172e-11,3.7822703840687413e-11,1.6809061291547942e-11,3.495160358201031e-12,3.1509230204354734e-12,5.65996713567611e-13,4.133538198781154e-12,2.5849263068678628e-12,3.2047171567910205e-13,7.96803505735968e-13
6.576818805517261e-11,0.11224537398534405,0.9,0.0,0.0,0.0,0.0,0.0999999823212195,4.528787263895828e-09,4.459210096221303e-09,3.1276807369421388e-09,3.129129497791136e-09,2.6842905264335853e-09,2.7099545991848358e-09,2.7091330188545426e-09,2.7089934189271824e-09,2.4160003333226426e-09,2.4160003333226426e-09,2.1869811757786497e-09,2.1879973291313137e-09,2.0072969928436767e-11,4.4325669822706294e-11,1.9772348229050184e-11,4.097255822446507e-12,3.816255520994279e-12,7.286934759356511e-13,4.93886570516499e-12,3.087562045058628e-12,3.8298562518054577e-13,9.352125982978379e-13
7.307184158052317e-11,0.11224537420594931,0.9,0.0,0.0,0.0,0.0,0.09999998035796524,5.031845410609022e-09,4.949815460441886e-09,3.474924581514373e-09,3.4767124033813287e-09,2.9797972258511717e-09,3.0109413795795887e-09,3.009961926225566e-09,3.0097640048522462e-09,2.6843006794405844e-09,2.6843006794405844e-09,2.4297859364658777e-09,2.431040294363013e-09,2.228188925592861e-11,5.3358914658348025e-11,2.3914361660145577e-11,4.933993601591096e-12,4.789651679382629e-12,9.807512763738597e-13,6.09520029059106e-12,3.808900403008769e-12,4.727746766506423e-13,1.1279665793935488e-12
8.037549510587373e-11,0.112245374426582,0.9,0.0,0.0,0.0,0.0,0.09999997839471103,5.5349294795150254e-09,5.439736768282823e-09,3.822150502379392e-09,3.824312893973864e-09,3.2748840771732295e-09,3.3119366228864334e-09,3.3107905016206086e-09,3.310521179540062e-09,2.952601020291107e-09,2.952601020291107e-09,2.672578165649332e-09,2.674095785137474e-09,2.4487728220836012e-11,6.297880527271059e-11,2.8355554251878085e-11,5.82548971225179e-12,5.8865459149612875e-12,1.281121949595675e-12,7.372776650899938e-12,4.605423965365612e-12,5.720117949956329e-13,1.333812204600965e-12
8.767914863122429e-11,0.11224537464724249,0.9,0.0,0.0,0.0,0.0,0.09999997643145686,6.038039469457375e-09,5.929022580242555e-09,4.16935850046212e-09,4.171930945231617e-09,3.5695724476683276e-09,3.612940327914858e-09,3.611619703077788e-09,3.6112649435004884e-09,3.220901355874212e-09,3.220901355874212e-09,2.9153578639756113e-09,2.9171638014620982e-09,2.669070551815971e-11,7.313669735378757e-11,3.307614566879715e-11,6.767256086524712e-12,7.1097627707279455e-12,1.6327309675078819e-12,8.77153404143098e-12,5.477031803220064e-12,6.806972457972537e-13,1.551757475864481e-12
9.498280215657485e-11,0.11224537486793106,0.9,0.0,0.0,0.0,0.0,0.09999997446820273,6.541175379280072e-09,6.417717471558216e-09,4.516548576687128e-09,4.519566534038761e-09,3.863882293418005e-09,3.913952493474604e-09,3.912450416107846e-09,3.911995297243154e-09,3.4892016861898967e-09,3.4892016861898967e-09,3.1581250320910685e-09,3.1602443433825505e-09,2.8891021871456015e-11,8.3787940348911e-11,3.805764345917539e-11,7.755165563442834e-12,8.461895053542098e-12,2.038264977082424e-12,1.0291415362874172e-11,6.423630076459673e-12,7.988312947336053e-13,1.7808852688512507e-12
9.999999999999999e-11,0.11224537508864796,0.9,0.0,0.0,0.0,0.0,0.09999997311955794,6.886816376350642e-09,6.753102365638146e-09,4.755038184151972e-09,4.758382717358963e-09,4.065846976292317e-09,4.120735767347413e-09,4.119105445486495e-09,4.118572310886583e-09,3.6735088704897573e-09,3.6735088704897573e-09,3.3248851179011953e-09,3.327234216791437e-09,3.0401069922100916e-11,9.136909442370389e-11,4.162178295551245e-11,8.458549116235563e-12,9.46667802446798e-12,2.3493833178214344e-12,1.1405641298741073e-11,7.117294706646544e-12,8.854575414653996e-13,1.9443181698871446e-12
1.0228645568192541e-10,0.11224537508864796,0.9,0.0,0.0,0.0,0.0,0.09999997250494862,7.04433720782699e-09,6.9058625407616515e-09,4.863720731979071e-09,4.8672196383765916e-09,4.1578323029021485e-09,4.214973118375429e-09,4.213283462137182e-09,4.212712241277766e-09,3.757502011238165e-09,3.757502011238165e-09,3.4008796706421113e-09,3.4033374109780573e-09,3.108886233765284e-11,9.4891367815104e-11,4.328271463760095e-11,8.785407018402871e-12,9.945332754603884e-12,2.5002016271465227e-12,1.1932366725979687e-11,7.44513112745736e-12,9.264142073904521e-13,2.0203445897593898e-12
1.0959010920727598e-10,0.11224537530939337,0.9,0.0,0.0,0.0,0.0,0.09999997054169456,7.547524953942104e-09,7.393495322654546e-09,5.210874967262509e-09,5.214890237345223e-09,4.451439872096556e-09,4.516002201427196e-09,4.514119597060169e-09,4.513415776113993e-09,4.025802331019014e-09,4.025802331019014e-09,3.6436217802750855e-09,3.6464430043622583e-09,3.32843959548733e-11,1.064093845882771e-10,4.873520799145735e-11,9.854493034581337e-12,1.1562258107821411e-11,3.0208044712204773e-12,1.3694337527026196e-11,8.541453636600932e-12,1.0634462493343722e-12,2.269352074453023e-12
1.1689376273262654e-10,0.11224537553016763,0.9,0.0,0.0,0.0,0.0,0.09999996857844054,8.050738616469151e-09,7.880650379901973e-09,5.55801128346215e-09,5.562578311013212e-09,4.7447212786868066e-09,4.817039741439747e-09,4.814959521235519e-09,4.814105902261634e-09,4.2941026455324446e-09,4.2941026455324446e-09,3.88635136163644e-09,3.889561123677797e-09,3.547777838770235e-11,1.1830737395143982e-10,5.439999763791637e-11,1.0959207421193576e-11,1.3314679398222205e-11,3.602157828778588e-12,1.5577279937020794e-11,9.712521569443615e-12,1.2099276860090893e-12,2.5271816433473348e-12
1.241974162579771e-10,0.11224537575097084,0.9,0.0,0.0,0.0,0.0,0.09999996661518656,8.553978194252099e-09,8.367359247030527e-09,5.9051296815025315e-09,5.910283840431224e-09,5.037691666727268e-09,5.1180857372230795e-09,5.115803878565545e-09,5.114782620230386e-09,4.562402954778457e-09,4.562402954778457e-09,4.129068415372498e-09,4.1326917690969855e-09,3.766915161494358e-11,1.3055375381333792e-10,6.026299669661056e-11,1.2096610148518744e-11,1.5204427782934456e-11,4.246163504865231e-12,1.758114895127586e-11,1.0958264278069225e-11,1.3658587828761586e-12,2.793165455571453e-12
1.3150106978332766e-10,0.1122453759718032,0.9,0.0,0.0,0.0,0.0,0.0999999646519326,9.057243686134747e-09,8.853651012936017e-09,6.252230162308284e-09,6.2580068074795675e-09,5.33036522314264e-09,5.419140187587193e-09,5.4166532664627025e-09,5.415445930530038e-09,4.830703258757051e-09,4.830703258757051e-09,4.3717729421296575e-09,4.375834940816383e-09,3.98586465950953e-11,1.4311939292114345e-10,6.631099837999713e-11,1.3263985460451592e-11,1.7233190702202713e-11,4.954575238115934e-12,1.970590188170955e-11,1.2278615464086777e-11,1.5312398052958933e-12,3.0666835990119575e-12
1.388047233086782e-10,0.11224537619266493,0.9,0.0,0.0,0.0,0.0,0.0999999626886787,9.560535090961208e-09,9.339552208799586e-09,6.599312726803807e-09,6.605747194896808e-09,5.622755145060493e-09,5.720203091342277e-09,5.7175082339620076e-09,5.716095833670238e-09,5.099003557468227e-09,5.099003557468227e-09,4.614464942554149e-09,4.6189906390579856e-09,4.204638285462335e-11,1.5597772308765646e-10,7.253170529599693e-11,1.4458851808922383e-11,1.940250548199835e-11,5.728992102533897e-12,2.195149845539095e-11,1.367351337946445e-11,1.7060710186727887e-12,3.3471660442704587e-12
1.4610837683402876e-10,0.11224537641355613,0.9,0.0,0.0,0.0,0.0,0.09999996072542483,1.0063852407575392e-08,9.825087343465603e-09,6.946377375913625e-09,6.953504986135336e-09,5.9148738067596114e-09,6.02127444729851e-09,6.018369290998671e-09,6.016732330160744e-09,5.367303850911984e-09,5.367303850911984e-09,4.8571444172922916e-09,4.8621588640641195e-09,4.4232470809795095e-11,1.6910420276574777e-10,7.891357875549533e-11,1.5678913971710007e-11,2.1713790151369052e-11,6.570890278279476e-12,2.4317900342992954e-11,1.5142899873089575e-11,1.8903526882986565e-12,3.6340830513953014e-12
1.534120303593793e-10,0.11224537663447696,0.9,0.0,0.0,0.0,0.0,0.099999958762171,1.056719563482153e-08,1.031027873922187e-08,7.2934241105620135e-09,7.30128016540474e-09,6.206732709961601e-09,6.3223542542662675e-09,6.319236905595579e-09,6.317355420511164e-09,5.635604139088325e-09,5.635604139088325e-09,5.09981136699023e-09,5.10533961609914e-09,4.6417010885501226e-11,1.8247648175624249e-10,8.54458835126739e-11,1.6922077699854977e-11,2.4168334013853854e-11,7.481613328923934e-12,2.680507130414429e-11,1.6686720684929916e-11,2.0840850795158926e-12,3.926948079661218e-12
1.6071568388472985e-10,0.1122453768554276,0.9,0.0,0.0,0.0,0.0,0.09999995679891722,1.1070564771543608e-08,1.0795147041033876e-08,7.640452931673415e-09,7.649072717530245e-09,6.498342647268024e-09,6.62344251105589e-09,6.620111512803864e-09,6.617965105231246e-09,5.9039044219972475e-09,5.9039044219972475e-09,5.342465792294226e-09,5.348532895444465e-09,4.860009598469103e-11,1.9607389071731729e-10,9.211853988110888e-11,1.81864039663736e-11,2.6767327079351158e-11,8.462402541082385e-12,2.9412976734063674e-11,1.8304924538268768e-11,2.287268457534792e-12,4.2253085465910456e-12
1.680193374100804e-10,0.11224537707640811,0.9,0.0,0.0,0.0,0.0,0.09999995483566346,1.1573959816585961e-08,1.127971101872174e-08,7.987463840171995e-09,7.996882628006608e-09,6.789713640420432e-09,6.924539216477929e-09,6.9209935112726e-09,6.918561384830563e-09,6.1722046996387525e-09,6.1722046996387525e-09,5.585107693850349e-09,5.59173870240065e-09,5.0781810805827503e-11,2.0987763919753594e-10,9.892217946424273e-11,1.947012665852588e-11,2.9511848681087705e-11,9.514385187744698e-12,3.2141583840054555e-11,1.9997463493343e-11,2.4999030876286408e-12,4.528749375171508e-12
1.7532299093543095e-10,0.11224537729741853,0.9,0.0,0.0,0.0,0.0,0.09999995287240974,1.2077380768792621e-08,1.1763988061344037e-08,8.33445683698213e-09,8.344709882856852e-09,7.080855103170692e-09,7.225644369342883e-09,7.221883272023898e-09,7.219144259818863e-09,6.44050497201284e-09,6.44050497201284e-09,5.827737072304814e-09,5.8349570372824705e-09,5.296223373346764e-11,2.2387032053848626e-10,1.0584799744603993e-10,2.0771608039300195e-11,3.2402896113622496e-11,1.0638604047049634e-11,3.4990861197361933e-11,2.1764292066572856e-11,2.7219892349227097e-12,4.8368839273618815e-12
1.826266444607815e-10,0.11224537751845912,0.9,0.0,0.0,0.0,0.0,0.09999995090915607,1.2580827627008049e-08,1.2247993949795735e-08,8.681431923027872e-09,8.692554468696391e-09,7.371775767880906e-09,7.526757968461483e-09,7.52278113444568e-09,7.519713730705684e-09,6.70880523911951e-09,6.70880523911951e-09,6.070353928303609e-09,6.07818790042134e-09,5.514143552192666e-11,2.380361400485275e-10,1.1288781902647923e-10,2.208935922178196e-11,3.5441371466531545e-11,1.183600382841641e-11,3.796077895462054e-11,2.360536763811513e-11,2.9535271646238103e-12,5.149358146009973e-12
1.8993029798613205e-10,0.11224537773952985,0.9,0.0,0.0,0.0,0.0,0.09999994894590244,1.3084300390076332e-08,1.2731743335866391e-08,9.028389099233518e-09,9.040416372591894e-09,7.662483848037036e-09,7.827880012644384e-09,7.823687414914524e-09,7.820269798000764e-09,6.977105500958763e-09,6.977105500958763e-09,6.312958262492894e-09,6.321431292160434e-09,5.7319482073380214e-11,2.5236043431009163e-10,1.2003395170325886e-10,2.342199676454983e-11,3.8628109519072495e-11,1.3107459922932527e-11,4.105130839802115e-11,2.5520649596139958e-11,3.194517141772826e-12,5.465841649026472e-12
1.972339515114826e-10,0.11224537796063082,0.9,0.0,0.0,0.0,0.0,0.09999994698264883,1.3587799056842043e-08,1.3215249485316076e-08,9.375328366522998e-09,9.388295582135734e-09,7.952986953032052e-09,8.129010500702508e-09,8.124602402221116e-09,8.120812462213606e-09,7.245405757530598e-09,7.245405757530598e-09,6.5555500755185754e-09,6.564687212857452e-09,5.949643366426506e-11,2.668299282635496e-10,1.2727926259818817e-10,2.476826583444681e-11,4.196386285268491e-11,1.4453763056594531e-11,4.426242218518666e-11,2.7510099796090363e-11,3.4449594315129156e-12,5.786032455671908e-12
2.0453760503683314e-10,0.11224537818176211,0.9,0.0,0.0,0.0,0.0,0.09999994501939527,1.409132362614933e-08,1.369852474724782e-08,9.722249725820545e-09,9.736192085304232e-09,8.243292251188871e-09,8.430149431446652e-09,8.425526366089087e-09,8.421341723853951e-09,7.513706008835016e-09,7.513706008835016e-09,6.798129368026768e-09,6.807955662879746e-09,6.167234593912748e-11,2.814322659579929e-10,1.3461702995085627e-10,2.6126997679753898e-11,4.54493291671363e-11,1.5875647442283834e-11,4.75940939150014e-11,2.957368172485245e-11,3.704854298799173e-12,6.109648191414071e-12
2.118412585621837e-10,0.11224537840292384,0.9,0.0,0.0,0.0,0.0,0.09999994305614175,1.4594874096842899e-08,1.418158027259377e-08,1.0069153178049968e-08,1.0084105870542024e-08,8.533406373272664e-09,8.731296803687938e-09,8.726459552081418e-09,8.72185758343125e-09,7.782006254872017e-09,7.782006254872017e-09,7.040696140663287e-09,7.051236642607415e-09,6.384726819495087e-11,2.961562931057696e-10,1.4204103088647503e-10,2.7497135189594943e-11,4.908513486166221e-11,1.7373773855856694e-11,5.104629838749513e-11,3.1711361005805506e-11,3.9742020087126386e-12,6.436431348298082e-12
2.1914491208753424e-10,0.11224537862411604,0.9,0.0,0.0,0.0,0.0,0.09999994109288828,1.5098450467766932e-08,1.4664426472752237e-08,1.041603872413543e-08,1.0432036926618606e-08,8.823335577209244e-09,9.03245261623731e-09,9.027402190079015e-09,9.022360041455245e-09,8.050306495641601e-09,8.050306495641601e-09,7.283250394074202e-09,7.294530152428382e-09,6.602124742264252e-11,3.109915955038223e-10,1.4954539104796327e-10,2.8877690914055417e-11,5.2871861984782904e-11,1.894875740898834e-11,5.461901117591333e-11,3.392310457579454e-11,4.253002826120302e-12,6.766140534478105e-12
2.264485656128848e-10,0.11224537884533875,0.9,0.0,0.0,0.0,0.0,0.09999993912963484,1.5602052737766276e-08,1.514707271474391e-08,1.076290636500061e-08,1.0779985242722282e-08,9.113085640773332e-09,9.333616867906075e-09,9.328354488709423e-09,9.32284909843535e-09,8.318606731143769e-09,8.318606731143769e-09,7.525792128905238e-09,7.537836192741818e-09,6.819432733783147e-11,3.259288041174953e-10,1.5712468244112461e-10,3.026777476962868e-11,5.681003044709508e-11,2.0601149216353884e-11,5.831220891059058e-11,3.6208881230741195e-11,4.541257016043023e-12,7.098556225637265e-12
2.3375221913823534e-10,0.11224537906659199,0.9,0.0,0.0,0.0,0.0,0.09999993716638142,1.610568090568515e-08,1.5629527780314977e-08,1.1109756101569618e-08,1.1127950808314159e-08,9.402662028957007e-09,9.634789557505335e-09,9.629316643833356e-09,9.623324754881307e-09,8.58690696137852e-09,8.58690696137852e-09,7.76832134580243e-09,7.78115476395315e-09,7.03665470303952e-11,3.4095913841669093e-10,1.6477377033389084e-10,3.166655236288671e-11,6.090012476124056e-11,2.2331463950257827e-11,6.212586885062331e-11,3.8568660810982714e-11,4.83896484325737e-12,7.433472009326313e-12
2.410558726635859e-10,0.11224537928787588,0.9,0.0,0.0,0.0,0.0,0.09999993520312805,1.6609334970368532e-08,1.6111799541098326e-08,1.1456587934765991e-08,1.147593361323151e-08,9.692069776037904e-09,9.93597068384658e-09,9.93028883252247e-09,9.923787011302478e-09,8.855207186345854e-09,8.855207186345854e-09,8.010838045411403e-09,8.024485866477782e-09,7.253793943210691e-11,3.5607473196817925e-10,1.7248792103078446e-10,3.307327467072085e-11,6.51425749984249e-11,2.4140160214368714e-11,6.605996919049679e-11,4.1002414784056163e-11,5.146126572726589e-12,7.770700799495622e-12
2.4835952618893643e-10,0.11224537950919045,0.9,0.0,0.0,0.0,0.0,0.09999993323987473,1.711301493066069e-08,1.659389540580547e-08,1.1803401865513787e-08,1.18239336475385e-08,9.981313656432198e-09,1.0237160245741067e-08,1.0231271221593389e-08,1.022423586820862e-08,9.123507406045772e-09,9.123507406045772e-09,8.25334222837815e-09,8.267829500736002e-09,7.470853912905042e-11,3.712681785152357e-10,1.802626452714811e-10,3.448723647421316e-11,6.953778344106244e-11,2.6027668007587302e-11,7.011448862915414e-11,4.3510115433475116e-11,5.462742469134197e-12,8.11006603482521e-12
2.55663179714287e-10,0.1122453797305357,0.9,0.0,0.0,0.0,0.0,0.09999993127662145,1.761672078540675e-08,1.7075821977456496e-08,1.2150197894736411e-08,1.2171950901638894e-08,1.0270398056264294e-08,1.0538358242000473e-08,1.0532263961156319e-08,1.052467132610904e-08,9.391807620478273e-09,9.391807620478273e-09,8.49583389534821e-09,8.511185667157039e-09,7.687837989472348e-11,3.865328763899422e-10,1.8809381585946946e-10,3.5907807870426025e-11,7.408610437702556e-11,2.7994367901178764e-11,7.428940669844015e-11,4.609173647584679e-11,5.788812797388783e-12,8.451408333627405e-12
2.6296683323963753e-10,0.11224537995191164,0.9,0.0,0.0,0.0,0.0,0.09999992931336818,1.8120452533450972e-08,1.7557585515162918e-08,1.2496976023357867e-08,1.2519985366122746e-08,1.0559327148519585e-08,1.0839564671436198e-08,1.0833267193233258e-08,1.0825093385513507e-08,9.660107829643357e-09,9.660107829643357e-09,8.738313046967533e-09,8.754554366173787e-09,7.904748711881895e-11,4.018625753838757e-10,1.9597750680543571e-10,3.73343926413413e-11,7.878787077812351e-11,3.004061852702796e-11,7.858470332747734e-11,4.8747252251095525e-11,6.124337822077672e-12,8.794576608257288e-12
2.702704867649881e-10,0.11224538017331835,0.9,0.0,0.0,0.0,0.0,0.09999992735011497,1.8624210173638418e-08,1.8039191552961817e-08,1.2843736252301589e-08,1.2868037031900905e-08,1.0848104739862399e-08,1.1140779532860037e-08,1.113428104444565e-08,1.1125502046931396e-08,9.928408033541025e-09,9.928408033541025e-09,8.980779683881686e-09,8.997935598227332e-09,8.121588032023967e-11,4.1725175449710665e-10,2.0391013451263217e-10,3.876646308234063e-11,8.364337201008734e-11,3.21667336113189e-11,8.300035921341921e-11,5.147663839876842e-11,6.469317807973673e-12,9.13943560058329e-12
2.7757414029033863e-10,0.11224538039475589,0.9,0.0,0.0,0.0,0.0,0.0999999253868618,1.9127993704813947e-08,1.8520645236541736e-08,1.3190478582491126e-08,1.3216105890075591e-08,1.113673441869273e-08,1.1442002825083766e-08,1.1435305632923465e-08,1.1425897310872202e-08,1.0196708232171276e-08,1.0196708232171276e-08,9.223233806736297e-09,9.241329363762914e-09,8.338358805834556e-11,4.3269527113873833e-10,2.1188832093458282e-10,4.020352751147915e-11,8.865287461122773e-11,3.4373003380244887e-11,8.753635547497424e-11,5.427987123098282e-11,6.823753019741822e-12,9.48585876626461e-12
2.848777938156892e-10,0.11224538061622423,0.9,0.0,0.0,0.0,0.0,0.09999992342360867,1.963180312582244e-08,1.9001951385669362e-08,1.353720301485e-08,1.3564191931907655e-08,1.1425219592451435e-08,1.1743234546919216e-08,1.1736341069578341e-08,1.1726279177845406e-08,1.0465008425534113e-08,1.0465008425534113e-08,9.465675416176987e-09,9.48473566322942e-09,8.555063564469971e-11,4.4818831110613094e-10,2.199088580403223e-10,4.1645125364591884e-11,9.381662537179485e-11,3.665969772722233e-11,9.219267358978172e-11,5.71569276445725e-11,7.187643722013924e-12,9.833726972307705e-12
2.921814473410397e-10,0.11224538083772341,0.9,0.0,0.0,0.0,0.0,0.09999992146035558,2.013563843550879e-08,1.948311439912811e-08,1.3883909550301713e-08,1.3912295148871568e-08,1.171356342512531e-08,1.2044474697178311e-08,1.2037387455753121e-08,1.2026647648360507e-08,1.0733308613629533e-08,1.0733308613629533e-08,9.708104512849364e-09,9.728154497080525e-09,8.771703777461146e-11,4.6372649077086035e-10,2.2796876684337442e-10,4.309083696368628e-11,9.913484515920139e-11,3.9027059855450035e-11,9.696929551184404e-11,6.010778530375133e-11,7.560990179368092e-12,1.0182930907675504e-11
2.9948510086639027e-10,0.11224538105925345,0.9,0.0,0.0,0.0,0.0,0.0999999194971025,2.063949963271794e-08,1.996413830914979e-08,1.4230598189769703e-08,1.4260415532623434e-08,1.2001768873852526e-08,1.2345723274673058e-08,1.2338444884679831e-08,1.2327002722926978e-08,1.1001608796457539e-08,1.1001608796457539e-08,9.95052109739898e-09,9.971585865773966e-09,8.988281032554882e-11,4.793057910062392e-10,2.360652630019865e-10,4.4540277245751806e-11,1.046077328973834e-10,4.14753103754069e-11,1.0186620359945655e-10,6.313242252197648e-11,7.94379265635199e-12,1.0533369586539017e-11
3.067887543917408e-10,0.11224538128081432,0.9,0.0,0.0,0.0,0.0,0.09999991753384949,2.1143386716294884e-08,2.0445026861422006e-08,1.4577268934177371e-08,1.4608553074961556e-08,1.2289838733957904e-08,1.2646980278215526e-08,1.263951344331913e-08,1.2627344402054287e-08,1.1269908974018128e-08,1.1269908974018128e-08,1.0192925170471378e-08,1.0215029769770619e-08,9.204797567155204e-11,4.949224720683041e-10,2.441957146022566e-10,4.599308772281853e-11,1.1023547067595617e-10,4.400465256583724e-11,1.0688338052381604e-10,6.623081811011888e-11,8.336051417482759e-12,1.0884948458809437e-11
