Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840)
4.776984636770338e-10,0.11224538648138692,0.9,0.0,0.0,0.0,0.0,0.0999998715921762,3.294202173768199e-08,3.1664851315747686e-08,2.2684460195474916e-08,2.275104046225326e-08,1.8996575925894373e-08,1.9698969964034207e-08,1.9654487695261357e-08,1.9651690009544877e-08,1.7548281554189033e-08,1.756196813146058e-08,1.5861753078287855e-08,1.591094715868823e-08,1.4256440008478527e-10,8.656712888875782e-10,4.399710140973257e-10,8.043692205015381e-11,3.357629605142457e-10,1.2660677452676681e-10,2.585613839830381e-10,1.59747862381367e-10,2.0215485648662416e-11,3.512151045902419e-12,4.931642376767362e-11,1.0213242392413728e-15,1.2169357746141357e-13,6.812372589352508e-16,5.069156507361447e-16,6.810073203281061e-16,6.575264225312794e-19,3.312135061325642e-18,3.050289656419034e-13,4.583400629631825e-14,1.363088932782192e-16,9.014077952678981e-12,2.7940513208018136e-19,1.7979155912465583e-16,4.3669668730613945e-12,3.7323580140797184e-19,2.7494495623887555e-21,2.5461059766688495e-16,2.4270094791177937e-22,2.7364693230582625e-19,3.716715904603005e-22,7.444465076335208e-25,2.0366131328343343e-28,5.052859508156206e-25,3.2564214585998194e-28,4.647099156802546e-20,1.2169369381015339e-26,2.4685064734470083e-25,7.816733731684734e-30,1.587011854539868e-28,2.5777082034175166e-22,2.7164189138906113e-28,3.8607993831332384e-25,1.4281851908616257e-28,1.7033175872851335e-16,1.920096013040217e-18,3.328512943423639e-30,6.752610945754472e-29,9.856853306970168e-19,1.4872273021128708e-16,9.321001626661926e-26,7.840594717042384e-26,1.7972666678957113e-28,9.115199744408433e-26
5.035729395180177e-10,0.11224538726992343,0.9,0.0,0.0,0.0,0.0,0.09999986463696864,3.4729483070714226e-08,3.335845646256164e-08,2.3910976102127683e-08,2.398492750625428e-08,2.0006718857951316e-08,2.0766990657610473e-08,2.0717589244667514e-08,2.0714485517494996e-08,1.8498781040032708e-08,1.8513979510504106e-08,1.6719375333861586e-08,1.6774039481975003e-08,1.5018973079191443e-10,9.221313058493768e-10,4.700472234151727e-10,8.567284493294086e-11,3.755028972936218e-10,1.4304781725136035e-10,2.8725016562557796e-10,1.774109143322193e-10,2.2465475088520578e-11,3.707875880449386e-12,5.49662626971881e-11,1.076743167789049e-15,1.4148637149574974e-13,7.181843557785514e-16,5.344139125781074e-16,7.179303237162232e-16,7.307108343076953e-19,3.4523489370178924e-18,3.273305845301521e-13,5.410400551770465e-14,1.4370156825647122e-16,1.0017465829799198e-11,3.105072920190572e-19,1.895445866191554e-16,4.853107874630651e-12,4.14787619811056e-19,3.053451505444872e-21,2.8314392004694993e-16,2.7050544470767883e-22,3.206339535835567e-19,4.1993641561231764e-22,8.273859931093497e-25,2.3860069338931985e-28,5.9189261538325235e-25,4.0205316548407645e-28,5.448400670188815e-20,1.4299498143330474e-26,2.94040366903448e-25,9.681918349312971e-30,1.9926742922161973e-28,3.0230165586318165e-22,3.1824634273441516e-28,5.026246881591102e-25,1.7606341894791532e-28,1.894805586610067e-16,2.1326258860286606e-18,4.122792500695889e-30,8.478772620387602e-29,1.111506436528878e-18,1.6770725683656053e-16,1.1521722503542808e-25,9.642109469903617e-26,2.222062632177197e-28,1.1287046442189978e-25
5.285720526820214e-10,0.11224538803219263,0.9,0.0,0.0,0.0,0.0,0.09999985791706138,3.6456780774118e-08,3.499359631786607e-08,2.5095784590934484e-08,2.5177222732452497e-08,2.098147059268845e-08,2.1798979057363204e-08,2.1744578846582576e-08,2.1741165940349295e-08,1.941712396658244e-08,1.9433858801612223e-08,1.7547834346249056e-08,1.760805698255442e-08,1.575518258569898e-10,9.766874876465972e-10,4.991380755161421e-10,9.072966218752425e-11,4.1604460721849844e-10,1.599169388417729e-10,3.1639662538954414e-10,1.953500588266781e-10,2.47521594386988e-11,3.896952485067975e-12,6.071588949489422e-11,1.1302967590438144e-15,1.6236811720611252e-13,7.538860359107764e-16,5.609858418418494e-16,7.536076337871814e-16,8.0508887217681e-19,3.595371537160106e-18,3.497787696252165e-13,6.299685077681618e-14,1.508450512264491e-16,1.1037234323442274e-11,3.4211723125997985e-19,1.9896906577942968e-16,5.3471907192841626e-12,4.570183572221456e-19,3.3622053391640985e-21,3.1218319950851544e-16,2.9880103342426054e-22,3.708766965893981e-19,4.694579254839681e-22,9.116904997917258e-25,2.7595188487815175e-28,6.844502057253046e-25,4.879322847072563e-28,6.306121676574756e-20,1.6580857399346768e-26,3.45064617703965e-25,1.1783250237714883e-29,2.4544114784317237e-28,3.499266673638066e-22,3.6806832509927166e-28,6.404363301011146e-25,2.1338744685705887e-28,2.0898185392532962e-16,2.3484885708861112e-18,5.017646565974565e-30,1.0443568851521598e-28,1.2404256868114853e-18,1.8715926557919474e-16,1.3997184631008896e-25,1.1661062116966856e-25,2.699974007032392e-28,1.3733112135923805e-25
5.53571165846025e-10,0.11224538879486437,0.9,0.0,0.0,0.0,0.0,0.09999985119715188,3.818438132925296e-08,3.6627599471884844e-08,2.6280383779857366e-08,2.6369667063808958e-08,2.195504181384876e-08,2.283106573735197e-08,2.2771424794121114e-08,2.2767689613239287e-08,2.03354668041685e-08,2.0353812380769107e-08,1.837614703133716e-08,1.8442196878807225e-08,1.6490880298554338e-10,1.0312386798569523e-09,5.282468317988812e-10,9.578349499036135e-11,4.5869439127926647e-10,1.777529433721929e-10,3.469461922872147e-10,2.1414721745892905e-10,2.7149727904511016e-11,4.086002627147608e-12,6.675139849018695e-11,1.183859732078411e-15,1.8502146714320203e-13,7.895921755200796e-16,5.875616667228612e-16,7.892883362692452e-16,8.830736536648201e-19,3.745812222486798e-18,3.7316029952758083e-13,7.282475001891253e-14,1.5798942754096943e-16,1.2106469466887375e-11,3.752605215835184e-19,2.083949280229464e-16,5.865246017264832e-12,5.012981920197156e-19,3.685726622005491e-21,3.426746782942439e-16,3.285035394869596e-22,4.2612430384051174e-19,5.218178509129885e-22,1.0000957862995405e-24,3.170131972096044e-28,7.861716731293791e-25,5.868718705721939e-28,7.250304948638202e-20,1.909292457920023e-26,4.017264677741477e-25,1.4209393123083005e-29,2.9924191200157352e-28,4.023005953650787e-22,4.228396984108346e-28,8.069476570509436e-25,2.5634633910939502e-28,2.294724602618136e-16,2.574685819118263e-18,6.050835623766679e-30,1.2732943960892952e-28,1.376570312770549e-18,2.0770149372749442e-16,1.6851222197151477e-25,1.3981104156840009e-25,3.251060619882898e-28,1.6556440655574425e-25
5.785702790100287e-10,0.11224538955793842,0.9,0.0,0.0,0.0,0.0,0.09999984447724002,3.991228468985554e-08,3.8260474799072385e-08,2.7464773706027e-08,2.7562260254737472e-08,2.29274448473168e-08,2.386325065005145e-08,2.3798126947893392e-08,2.3794056556583304e-08,2.1253809552790673e-08,2.127384030504298e-08,1.920431341496406e-08,1.9276459146727574e-08,1.7226070214024732e-10,1.0857767621621688e-09,5.573628125445267e-10,1.0083358550185351e-10,5.034508794627936e-10,1.965551819229863e-10,3.7889830820215553e-10,2.3380179604276145e-10,2.9658191042583064e-11,4.275026147874398e-12,7.307274980976419e-11,1.237432085455806e-15,2.0948609288632819e-13,8.253027672512974e-16,6.141413864551592e-16,8.249724295182543e-16,9.646655213482426e-19,3.903666170544536e-18,3.9752237926544373e-13,8.363507676078636e-14,1.6513469572863202e-16,1.3225177415157924e-11,4.0993735344104558e-19,2.1782217307843745e-16,6.407277283580706e-12,5.476274242023562e-19,4.024005129436113e-21,3.7462483032489555e-16,3.5961276799909172e-22,4.86617379086221e-19,5.770142881606121e-22,1.092603425197908e-24,3.6196074245085764e-28,8.974875217052842e-25,7.001306318368462e-28,8.28530708713675e-20,2.1846828054712611e-26,4.643219239654063e-25,1.6992208155150667e-29,3.614677761512368e-28,4.596480707425864e-22,4.827954763697489e-28,1.0064257749000986e-24,3.054793535626966e-28,2.509588167491474e-16,2.811210472926615e-18,7.235931754269622e-30,1.5380866377410437e-28,1.5199368277373113e-18,2.293334152073031e-16,2.0120516600990858e-25,1.6630700580521481e-25,3.8824229158849697e-28,1.9793895902304182e-25
6.035693921740324e-10,0.11224539032141455,0.9,0.0,0.0,0.0,0.0,0.09999983775732572,4.164049080966791e-08,3.9892229094564076e-08,2.8648954406575854e-08,2.8755002061932927e-08,2.3898689721736718e-08,2.4895533747947672e-08,2.4824685169900765e-08,2.482026679079821e-08,2.2172152212448718e-08,2.2193942631459024e-08,2.0032333522963377e-08,2.0110843762290573e-08,1.7960755392023387e-10,1.1402956974646196e-09,5.864775574866648e-10,1.0587937625807337e-10,5.503125836343869e-10,2.1632288071586357e-10,4.1225241866435707e-10,2.5431320447907524e-10,3.227755940443471e-11,4.4640231663838064e-12,7.967990330593305e-11,1.2910138177391467e-15,2.357987731509653e-13,8.610178038175779e-16,6.407250002721539e-16,8.606599118904421e-16,1.0498648176373301e-18,4.068928143207714e-18,4.2291217334544607e-13,9.547517233510754e-14,1.7228085433170397e-16,1.4393364313137116e-11,4.461479169695195e-19,2.272508006744191e-16,6.973288032550008e-12,5.960063537095601e-19,4.3770307072610475e-21,4.08040429142699e-16,3.921285227115249e-22,5.525970606566132e-19,6.350449669470317e-22,1.1892149895118867e-24,4.10970690226485e-28,1.018828023936729e-24,8.29024747601667e-28,9.415522043039858e-20,2.485369751137512e-26,5.331465452024289e-25,2.016504637338265e-29,4.329560826150964e-28,5.221936039756504e-22,5.481707567403695e-28,1.243541484322603e-24,3.6135020940204772e-28,2.7344766767031853e-16,3.058055423949623e-18,8.587142043712376e-30,1.8422977665693994e-28,1.670521326986961e-18,2.5205444085878703e-16,2.384343276570542e-25,1.963959191828077e-25,4.601487932632603e-28,2.3484048894316383e-25
6.28568505338036e-10,0.11224539108529254,0.9,0.0,0.0,0.0,0.0,0.09999983103740892,4.336899964243796e-08,4.1522867635033215e-08,2.983292591863815e-08,2.994789224394063e-08,2.48687846619126e-08,2.5927914983538035e-08,2.5851099323247452e-08,2.584632033629942e-08,2.3090494783142396e-08,2.311411941699708e-08,2.0860207381164127e-08,2.094535070145241e-08,1.869493820867334e-10,1.1947909698375016e-09,6.155843525112984e-10,1.109204555506693e-10,5.992779315659792e-10,2.370551760642523e-10,4.4700797208435865e-10,2.756808557586052e-10,3.5007843536480755e-11,4.652993764598599e-12,8.657281882434034e-11,1.344604927491756e-15,2.6399358886448503e-13,8.967372779874833e-16,6.673125074066525e-16,8.963507817424353e-16,1.1386718847761052e-18,4.241592606424882e-18,4.4937680334835065e-13,1.0839234347892285e-13,1.7942790190353914e-16,1.5611036295655785e-11,4.838924019942067e-19,2.366808105391939e-16,7.563281777800563e-12,6.464352804216732e-19,4.7447932544592145e-21,4.4292854762811816e-16,4.260506073402582e-22,6.243050449515717e-19,6.959073530521176e-22,1.2899320527261159e-24,4.642192677026236e-28,1.1506232204240627e-24,9.749278124178265e-28,1.064538281630543e-19,2.812466452132343e-26,6.084954443773212e-25,2.3762748996392741e-29,5.145833704537245e-28,5.901615844895972e-22,6.1920072139666325e-28,1.5233875781835947e-24,4.245470648768455e-28,2.969460621739738e-16,3.3152136012308436e-18,1.0119308736540844e-29,2.189658872465133e-28,1.828319624323092e-18,2.758639390473235e-16,2.8060017504661617e-25,2.303879306011244e-25,5.416009014340286e-28,2.7667176255148778e-25
6.535676185020397e-10,0.11224539184957215,0.9,0.0,0.0,0.0,0.0,0.09999982431748952,4.509781114191927e-08,4.3152394549662094e-08,3.1016688279349863e-08,3.114093056083498e-08,2.5837736456507975e-08,2.6960394309331295e-08,2.6877369271939363e-08,2.687221721350088e-08,2.4008837264871452e-08,2.4034370718590162e-08,2.168793501539081e-08,2.177997994015053e-08,1.9428620523362213e-10,1.2492592127647768e-09,6.446778754996737e-10,1.1595652119360654e-10,6.503452892251891e-10,2.5875113738543167e-10,4.831644192102294e-10,2.979041653021995e-10,3.784905398003227e-11,4.8419378476182734e-12,9.375145632267043e-11,1.3982054132771348e-15,2.941021067658059e-13,9.324611825753681e-16,6.9390390709086595e-16,9.320450374312535e-16,1.2310870648423998e-18,4.421653808654669e-18,4.769633463975161e-13,1.2243386079441754e-13,1.865758370066531e-16,1.6878199487560902e-11,5.231709980308067e-19,2.4611220240085297e-16,8.177262032269266e-12,6.989145041598498e-19,5.127282711828898e-21,4.7929655772709e-16,4.613788261505913e-22,7.019836098982615e-19,7.595987158701327e-22,1.3947561887844408e-24,5.218827595713466e-28,1.2933029195301555e-24,1.1392707810366123e-27,1.1979363152455584e-19,3.1670862466232855e-26,6.906633021270102e-25,2.78216471742994e-29,6.0726530067814405e-28,6.637762805699443e-22,6.961206363680714e-28,1.8514971449755596e-24,4.956824948979566e-28,3.2146135394661836e-16,3.582677963239213e-18,1.1847909158640227e-29,2.5840676680999144e-28,1.9933273304733328e-18,3.0076124749358025e-16,3.2811997909919074e-25,2.68605920908234e-25,6.334065526313209e-28,3.238525872279575e-25
6.785667316660434e-10,0.11224539261425318,0.9,0.0,0.0,0.0,0.0,0.09999981759756747,4.682692526187121e-08,4.4780813091038e-08,3.2200241525848725e-08,3.233411677396776e-08,2.6805550745950207e-08,2.799297167784754e-08,2.7903494880695066e-08,2.7897957442815046e-08,2.4927179657635622e-08,2.4954696593123456e-08,2.2515516451463336e-08,2.2614731454303724e-08,2.016180380073149e-10,1.303697937669204e-09,6.737539183969643e-10,1.2098735411508494e-10,7.035129766600541e-10,2.814097838872313e-10,5.207212127138982e-10,3.20982550478997e-10,4.080120127129773e-11,5.030855319710449e-12,1.012157757215514e-10,1.451815273658964e-15,3.261535515469185e-13,9.681895104338411e-16,7.204991985564108e-16,9.677426773143098e-16,1.3271106997478952e-18,4.609105836764461e-18,5.057188340851545e-13,1.3764695766719567e-13,1.9372465821121478e-16,1.8194860003771716e-11,5.639838942871921e-19,2.5554497598727623e-16,8.815232308201542e-12,7.534443246860062e-19,5.524489053695137e-21,5.171521301845758e-16,4.981129832234376e-22,7.858756383781468e-19,8.261161773954439e-22,1.503688972089536e-24,5.841375080351594e-28,1.44729669680457e-24,1.3235419126198625e-27,1.3421979237017609e-19,3.550342643372192e-26,7.7994438494960415e-25,3.237956174336387e-29,7.119565936245304e-28,7.432618391590285e-22,7.791658518852971e-28,2.23386187804729e-24,5.753934684244021e-28,3.47001200891367e-16,3.860441492017003e-18,1.378905564129528e-29,3.0295882299361102e-28,2.165539906531712e-18,3.2674568133809365e-16,3.8142779723276084e-25,3.113854911665375e-25,7.364062567670424e-28,3.768197965510502e-25
7.03565844830047e-10,0.11224539337933538,0.9,0.0,0.0,0.0,0.0,0.09999981087764269,4.85563419560588e-08,4.6408125859769085e-08,3.33835856952742e-08,3.352745064575936e-08,2.777223226112567e-08,2.9025647041618254e-08,2.8929476014794784e-08,2.8923541044652957e-08,2.584552196143463e-08,2.5875097097433432e-08,2.334295171519707e-08,2.3449605219812218e-08,2.0894489211824998e-10,1.3581053088189622e-09,7.028091567449112e-10,1.2601279659062795e-10,7.587792810961765e-10,3.0503009831588515e-10,5.596778068481042e-10,3.44915430206875e-10,4.386429594138427e-11,5.2197461917045656e-12,1.0896573681362879e-10,1.505434507201099e-15,3.601749669676364e-13,1.0039222544475143e-15,7.47098381034312e-16,1.0034436997494102e-15,1.4267431312381605e-18,4.803942662119558e-18,5.356902516021923e-13,1.540788293880535e-13,2.0087436409379584e-16,1.9561023949328258e-11,6.063312796649122e-19,2.6497913102613407e-16,9.477196117150824e-12,8.100250417027767e-19,5.936402281033055e-21,5.565032342839128e-16,5.36252882007887e-22,8.762246416257119e-19,8.954567525809214e-22,1.616731977502523e-24,6.511599127915285e-28,1.6130338943860673e-24,1.5292867150248946e-27,1.497779138799699e-19,3.963349330532297e-26,8.766325598255516e-25,3.7475803269707673e-29,8.296509630013211e-28,8.288422854310863e-22,8.685718024260292e-28,2.6769503904571753e-24,6.643413258559245e-28,3.7357356481271843e-16,4.1484971883434345e-18,1.595949556802032e-29,3.5304507250013965e-28,2.3449527105217693e-18,3.5381654016775e-16,4.4097445697450865e-25,3.590749508344175e-25,8.51473068295033e-28,4.360272351933855e-25
7.285649579940507e-10,0.11224539414481847,0.9,0.0,0.0,0.0,0.0,0.09999980415771509,5.0286061178252843e-08,4.80343349834201e-08,3.456672082476751e-08,3.47209319395282e-08,2.8737785018232636e-08,3.0058420353186235e-08,2.995531253998739e-08,2.9948968039424145e-08,2.6763864176268185e-08,2.6795572288307274e-08,2.4170240832402797e-08,2.428460121255778e-08,2.162667771466682e-10,1.4124799640114803e-09,7.318409613850304e-10,1.3103273497421318e-10,8.161424674317047e-10,3.296110378392502e-10,6.000336571688997e-10,3.6970222463410003e-10,4.7038348516298896e-11,5.4086104866829986e-12,1.1700129934372388e-10,1.5590631124675784e-15,3.9619136658804047e-13,1.039659407527893e-15,7.737014537550083e-16,1.0391481030947543e-15,1.5299847008926936e-18,5.006158177515381e-18,5.669245370668648e-13,1.7177663247338331e-13,2.0802495323634828e-16,2.0976697419433e-11,6.502133427604847e-19,2.744146672448881e-16,1.0163156969978008e-11,8.68656954853466e-19,6.363012415988773e-21,5.973581375922074e-16,5.757983257157058e-22,9.732747825988713e-19,9.676173812868668e-22,1.7338867803426147e-24,7.2312643101739225e-28,1.790943620732156e-24,1.758107889539471e-27,1.6651405746388033e-19,4.407220180371678e-26,9.810213028447228e-25,4.315117200154473e-29,9.613810428455524e-28,9.207415226059577e-22,9.645740067606167e-28,3.1877265354949925e-24,7.632117565855018e-28,4.0118671110760076e-16,4.446838067878374e-18,1.8376611382180307e-29,4.091051107402542e-28,2.5315610344540526e-18,3.8197311360784584e-16,5.072275397642753e-25,4.120353060411549e-25,9.795125575573e-28,5.019457439020463e-25
7.535640711580544e-10,0.11224539491070219,0.9,0.0,0.0,0.0,0.0,0.0999997974377846,5.201608288222984e-08,4.96594422417877e-08,3.574964695147159e-08,3.5914560419358706e-08,2.9702212469564313e-08,3.109129156510566e-08,3.098100432242681e-08,3.097423844753668e-08,2.7682206302136e-08,2.7716122222482426e-08,2.499738382888677e-08,2.511971940840374e-08,2.2358370110674968e-10,1.4668208890320423e-09,7.608472523317239e-10,1.3604708763405177e-10,8.756007854789534e-10,3.551515415869611e-10,6.417882203286417e-10,3.9534235491636904e-10,5.032336951694965e-11,5.5974481636318225e-12,1.2532242307372606e-10,1.6127010880226152e-15,4.342258746810814e-13,1.0754009626094242e-15,8.003084159483503e-16,1.074855885708935e-15,1.6368357501249587e-18,5.2157462226610016e-18,5.994685810915643e-13,1.9078748422369355e-13,2.1517642422541393e-16,2.2441886499485687e-11,6.956302718664763e-19,2.8385158437079165e-16,1.087311837685093e-11,9.293403637220056e-19,6.804309498042073e-21,6.397254057107114e-16,6.1674911764070285e-22,1.0772708993197358e-18,1.0425949504160053e-21,1.8551549563867455e-24,8.002135773537039e-28,1.9814547504600833e-24,2.0116652755626587e-27,1.8447475964621148e-19,4.8830692411648937e-26,1.0934037073820998e-24,4.944795761010277e-29,1.1082183180343524e-27,1.0191833319397607e-21,1.067408067997671e-27,3.773667732971508e-24,8.727147765370606e-28,4.2984920846159415e-16,4.755457158459553e-18,2.1058420504371842e-29,4.715950829889103e-28,2.7253601270302885e-18,4.1121468474820405e-16,5.806713647985022e-25,4.706402479092299e-25,1.1214627822340294e-27,5.750631446083181e-25
7.78563184322058e-10,0.11224539567698641,0.9,0.0,0.0,0.0,0.0,0.09999979071785116,5.374640702177201e-08,5.128344915066079e-08,3.693236411253106e-08,3.710833585000052e-08,3.0665517618319294e-08,3.2124260629942056e-08,3.2006551228614235e-08,3.199935228939719e-08,2.8600548339037766e-08,2.8636746956646375e-08,2.582438073045067e-08,2.595495978319507e-08,2.3089567082380142e-10,1.5211273337155669e-09,7.898263871361565e-10,1.4105579692171906e-10,9.37152474599595e-10,3.8165053560764e-10,6.849409539251649e-10,4.218352430676511e-10,5.3719369459146794e-11,5.786259166594851e-12,1.339290677409932e-10,1.6663484324305996e-15,4.742998577538019e-13,1.1111469126464752e-15,8.269192668436029e-16,1.1105670459509373e-15,1.7472966201824225e-18,5.432700600490496e-18,6.333692265335932e-13,2.111584624659405e-13,2.2232877565152e-16,2.3956597265112605e-11,7.425822549724077e-19,2.932898821308905e-16,1.1607083847243835e-11,9.920755678329067e-19,7.260283581439272e-21,6.836139020290427e-16,6.591050609540302e-22,1.1884585281858075e-18,1.120386308465961e-21,1.98053808186921e-24,8.825979238900238e-28,2.184995924070128e-24,2.2916757949835323e-27,2.0370704892948112e-19,5.39201073291366e-26,1.214072493375596e-24,5.640993900834476e-29,1.2712730609491948e-27,1.1243913725843288e-21,1.1773096736296043e-27,4.442783301291417e-24,9.935847055793459e-28,4.595699285491696e-16,5.074347498295837e-18,2.4023575282698224e-29,5.409876581523147e-28,2.9263452058558775e-18,4.415405319860719e-16,6.618069727309116e-25,5.35276140798527e-25,1.2782942586453009e-27,6.558842254556862e-25
8.035622974860617e-10,0.11224539644367076,0.9,0.0,0.0,0.0,0.0,0.09999978399791472,5.54770335506673e-08,5.290635702475513e-08,3.8114872345092274e-08,3.830225799678871e-08,3.162770310953528e-08,3.31573275002723e-08,3.303195312535229e-08,3.3024309585410815e-08,2.9518890286973157e-08,2.955744654743652e-08,2.6651231562891628e-08,2.6790322312758423e-08,2.3820269221766306e-10,1.5753987488783935e-09,8.18777072344194e-10,1.460588231939059e-10,1.000795767092017e-09,4.091069365353811e-10,7.294913163842576e-10,4.4918031184804844e-10,5.722635885360405e-11,5.975043477332118e-12,1.4282119301376776e-10,1.720005144256103e-15,5.164330471237486e-13,1.1468972506109484e-15,8.535340056694503e-16,1.1462815821801408e-15,1.8613676521466002e-18,5.657015089083141e-18,6.68673268333407e-13,2.3293660538330594e-13,2.294820061087014e-16,2.5520835782192056e-11,7.910694797655476e-19,3.02729560252024e-16,1.2365056889936852e-11,1.056862866651219e-18,7.730924733263227e-21,7.290327874829232e-16,7.028659584847908e-22,1.3070839272529264e-18,1.2009882762926638e-21,2.110037733481306e-24,9.704561001491183e-28,2.4019955477055863e-24,2.599913396620316e-27,2.2425846263862166e-19,5.93515905307786e-26,1.3433200146666577e-24,6.408238434330101e-29,1.4516942674165766e-27,1.2365891814077803e-21,1.2945145955781077e-27,5.203632795262266e-24,1.1265801449428258e-27,4.903580457375908e-16,5.403502134608624e-18,2.729136301674448e-29,6.177720022190623e-28,3.1345114663353003e-18,4.729499303684622e-16,7.511521093703876e-25,6.063420105258131e-25,1.4510099329755305e-27,7.449307257343369e-25
8.53560523814069e-10,0.11224539797823894,0.9,0.0,0.0,0.0,0.0,0.09999977055803251,5.8939193591697705e-08,5.614888020104383e-08,4.047926217331384e-08,4.0690541502721234e-08,3.354872430669851e-08,3.522375446777858e-08,3.508232135906136e-08,3.5073754621510665e-08,3.135557391594353e-08,3.139907052519396e-08,2.8304495123570433e-08,2.8461413739416497e-08,2.528019104439486e-10,1.6838350192844933e-09,8.765892775851514e-10,1.5604773201330828e-10,1.1343500711139641e-09,4.668875945973042e-10,8.22782765216e-10,5.064246855698375e-10,6.457334801667803e-11,6.352531929687985e-12,1.6146172388020565e-10,1.827346664418837e-15,6.069484511636778e-13,1.2184110622869378e-15,9.067751440247514e-16,1.217720776039633e-15,2.100341565291606e-18,6.127699439543684e-18,7.436784805854615e-13,2.8090233910788097e-13,2.437910985078681e-16,2.8797920285612125e-11,8.926504036552888e-19,3.2161305648371775e-16,1.3953039723869999e-11,1.1925949459726798e-18,8.716168566144396e-21,8.244998558418101e-16,7.946018266757635e-22,1.5676368159309181e-18,1.3706112335246056e-21,2.381392924142473e-24,1.1633007470000001e-27,2.8780825979591025e-24,3.3084504454093425e-27,2.6951145762211206e-19,7.128534666392965e-26,1.6287188648104859e-24,8.174718505481123e-29,1.8694252507405036e-27,1.4828476397410604e-21,1.5517778985304193e-27,7.037633043145789e-24,1.4321032317172272e-27,5.551746805992517e-16,6.0925765245845244e-18,3.4815161245027525e-29,7.955549715698938e-28,3.5723682490002175e-18,5.390164709650151e-16,9.566253808651194e-25,7.6942302086401605e-25,1.8482676381419628e-27,9.498716078700867e-25
9.035587501420764e-10,0.11224539951440485,0.9,0.0,0.0,0.0,0.0,0.09999975711813744,6.240256263573912e-08,5.938701995538593e-08,4.284281673334088e-08,4.3079409069363845e-08,3.546529253673901e-08,3.729057208846657e-08,3.713210796308951e-08,3.712257371904805e-08,3.319225718904437e-08,3.324099460784894e-08,2.995717471720911e-08,3.013299349462634e-08,2.673813926384477e-10,1.792127634362673e-09,9.342780854107171e-10,1.6601369879485629e-10,1.2762495048343085e-09,5.284847572905453e-10,9.216582475977176e-10,5.670708700737544e-10,7.236442098999538e-11,6.729913446501064e-12,1.81243692218668e-10,1.9347256370309344e-15,7.059013754057284e-13,1.289942341697931e-15,9.600318248320977e-16,1.2891734541703039e-15,2.3537602148944505e-18,6.6277493188859805e-18,8.248576155939565e-13,3.3506019422464324e-13,2.581036902322736e-16,3.227318834263032e-11,1.0003745390141027e-18,3.405020708764612e-16,1.5637094934989136e-11,1.336538996215793e-18,9.759961738249518e-21,9.262058401430066e-16,8.919551408699685e-22,1.860914945883554e-18,1.551438120104331e-21,2.6692331510272267e-24,1.3801617021672514e-27,3.413138462531577e-24,4.152606452539927e-27,3.206248584456515e-19,8.472114786843046e-26,1.9519318995167713e-24,1.0283428475278018e-28,2.3713750917465927e-27,1.7597445559718738e-21,1.841085842537986e-27,9.355846847969393e-24,1.7958376203401297e-27,6.243785507503151e-16,6.822624849920324e-18,4.379681156999115e-29,1.0091861756903734e-27,4.038891854320879e-18,6.09408479155803e-16,1.2015666343344982e-24,9.633282697549766e-25,2.3219069790387588e-27,1.1943981607033965e-24
