Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840)
2.1390735386907244e-06,0.11245860262092704,0.9,0.0,0.0,0.0,0.0,0.09930552135356978,0.00026988687245839204,2.4465792515527693e-06,1.7154427384294115e-05,3.1798231670745836e-05,8.577334723875227e-07,3.61442829317914e-05,3.458695053805429e-06,6.271939242318348e-06,7.99717467306105e-05,0.00035397587948667064,4.684876929788728e-06,4.194067045691958e-05,1.1015540069127088e-08,8.162978478610515e-08,2.5692995693811998e-08,4.4590198884724814e-09,8.327187449461512e-05,7.209207397727034e-05,0.0008431744820511857,0.00010784876392931286,0.00022623783313815003,6.397231720221396e-10,7.984485928674375e-05,8.29380220359286e-12,9.154933280465374e-08,9.437529469960389e-13,1.3244446072815635e-12,1.2385324803470168e-12,7.29394316738221e-12,2.9056327525413796e-13,1.043306241724966e-05,0.00012194657920339621,1.9051984068931025e-13,8.143987604820058e-05,2.5021735063619483e-12,4.739391173213691e-13,6.943471192326098e-05,5.8827177013829015e-12,1.856242705796655e-15,2.4662767566470522e-05,3.92993729387949e-16,1.0577607298394751e-05,2.116488249197225e-16,1.2269911868250258e-16,3.701696738747834e-17,2.816599156286e-15,2.4744071362081693e-15,6.306530081728256e-06,1.61113314280329e-16,1.1494172695956626e-15,1.4136388425610943e-16,1.0094275900299656e-15,1.4695451861945458e-12,8.689014359116904e-17,2.781381618407937e-07,8.497039890977411e-16,7.805357877823561e-06,1.2989927239487682e-12,4.859572906428795e-17,3.467377478693081e-16,9.069414970584518e-13,1.368461848025945e-10,7.247596233642626e-13,4.4335076798749105e-13,1.9942750563566686e-15,1.0422743371281852e-12
2.1722792178751195e-06,0.11246236402819883,0.9,0.0,0.0,0.0,0.0,0.09929419686768241,0.0002737798241120926,2.4464329763032e-06,1.714535338635574e-05,3.18456720745549e-05,8.576531000389516e-07,3.61794923997393e-05,3.4583878661040106e-06,6.271336285949932e-06,8.121903458932574e-05,0.00036100478161961067,4.684451817468914e-06,4.208934578605301e-05,1.1014881527194792e-08,8.162490457185667e-08,2.569058820854529e-08,4.458816306164414e-09,8.301170387971236e-05,7.321839330406105e-05,0.0008596966391545964,0.00010954496328528783,0.00023092098711705473,6.397050280572245e-10,8.112264717376244e-05,8.412194380493225e-12,9.125000872198513e-08,9.450215591792774e-13,1.3289436060951034e-12,1.2395561448364173e-12,7.443830815894234e-12,2.896153815126037e-13,1.0411151397404613e-05,0.00012443240464471162,1.9080426825688077e-13,8.30686537345536e-05,2.551839969245185e-12,4.756193959901253e-13,7.100934975105308e-05,6.0152385060840565e-12,1.8854361048114733e-15,2.549573793229637e-05,3.992818174547499e-16,1.1008956129608845e-05,2.1495520998211331e-16,1.2693631371825983e-16,3.8505756807640346e-17,2.9020671084792667e-15,2.565263944810649e-15,6.5582192262745295e-06,1.6604727001374472e-16,1.1841740692429143e-15,1.4659436312859598e-16,1.0463849698243413e-15,1.5141377021996509e-12,9.06221104191267e-17,2.952613463555282e-07,8.802994777930237e-16,8.004986853311517e-06,1.3194227323019787e-12,5.035919725553723e-17,3.5918595081589804e-16,9.212060032114635e-13,1.3899852126301012e-10,7.513718374975165e-13,4.593146078562684e-13,2.071508455731704e-15,1.0826391553665362e-12
2.2054848970595147e-06,0.1124661221790067,0.9,0.0,0.0,0.0,0.0,0.09928288166568133,0.00027766275166152493,2.4462840101723263e-06,1.713319336271085e-05,3.189037292184059e-05,8.57572440855819e-07,3.620799432838238e-05,3.4580791959048294e-06,6.270734368085276e-06,8.246566513488641e-05,0.0003680333877526296,4.684026855526662e-06,4.2232274079729166e-05,1.1014210868634714e-08,8.161993457198986e-08,2.5688172130358612e-08,4.458606477508751e-09,8.273717769224933e-05,7.434458129234249e-05,0.0008762133128832827,0.00011124094073427567,0.00023559925398168455,6.396857697721585e-10,8.240030728188261e-05,8.530244443031752e-12,9.093499199799036e-08,9.462085968181648e-13,1.3332599643808836e-12,1.240349842529914e-12,7.593517420031142e-12,2.8861773403864884e-13,1.0386880075400826e-05,0.00012691040337181895,1.9107228595161694e-13,8.469748079065054e-05,2.6014935322537593e-12,4.772347378068386e-13,7.258832992833247e-05,6.1480885630439325e-12,1.914625677303775e-15,2.6338209594109532e-05,4.055692664960493e-16,1.1447796887156891e-05,2.1826120695910707e-16,1.3123866914551588e-16,4.002383846685235e-17,2.98869343790226e-15,2.657665366990603e-15,6.814146260704126e-06,1.710488377305929e-16,1.2194004266374973e-15,1.5191476332525399e-16,1.0839683737511378e-15,1.5593345973064427e-12,9.443765471109666e-17,3.1309229736040323e-07,9.114261686380725e-16,8.204660090345288e-06,1.3398500678786555e-12,5.2153603907860964e-17,3.7184956271045897e-16,9.35468643181492e-13,1.4115057613963752e-10,7.784364742303117e-13,4.755556136881608e-13,2.150283601704134e-15,1.123809744989341e-12
2.23869057624391e-06,0.11246987680655283,0.9,0.0,0.0,0.0,0.0,0.09927157615248174,0.0002815358922420116,2.446132408337155e-06,1.7118115157030238e-05,3.1932481146622936e-05,8.574915041819408e-07,3.623008649092293e-05,3.457769080240135e-06,6.2701335361790755e-06,8.371162280287168e-05,0.0003750609291280882,4.6836020828156615e-06,4.236967029012719e-05,1.1013528341896462e-08,8.16148766272706e-08,2.568574773913009e-08,4.458390532711164e-09,8.244931483843009e-05,7.547063813630486e-05,0.0008927223876399131,0.0001129366970626215,0.00024027179647051754,6.396654177641243e-10,8.367783935514406e-05,8.64795991440232e-12,9.06054101974584e-08,9.473184614555804e-13,1.3374005577221741e-12,1.2409238824767874e-12,7.74297617753925e-12,2.8757390840216713e-13,1.0360393721903078e-05,0.00012938016241656545,1.9132477408969626e-13,8.632622198449478e-05,2.6511300785563373e-12,4.787875717390898e-13,7.417141050086859e-05,6.281247313057236e-12,1.9438114373239622e-15,2.7189947412186497e-05,4.1185607598209196e-16,1.1893992546223333e-05,2.215668166018006e-16,1.356057395271621e-16,4.157105880888627e-17,3.0764754710234838e-15,2.7515988560664632e-15,7.074240635657574e-06,1.7611786094409727e-16,1.2550952702402315e-15,1.5732436735484058e-16,1.1221727016314836e-15,1.6051344766042415e-12,9.833656501622087e-17,3.3164449242572497e-07,9.430824619335875e-16,8.404321472327368e-06,1.3602747401499966e-12,5.3978858227802886e-17,3.8472793422827194e-16,9.497294235815701e-13,1.4330235043030115e-10,8.05949858601285e-13,4.920729508025912e-13,2.2305986943001686e-15,1.1657851652775809e-12
2.3051019346127002e-06,0.11247737450764134,0.9,0.0,0.0,0.0,0.0,0.09924899566475093,0.0002892537335588836,2.445821529021727e-06,1.7079849179492552e-05,3.200946848403994e-05,8.573288361982181e-07,3.6256196224626384e-05,3.457144666171897e-06,6.268935291312288e-06,8.620146464644233e-05,0.00038910996903763004,4.682753240478567e-06,4.262868636836373e-05,1.1012128726133912e-08,8.160450462546882e-08,2.5680875150884497e-08,4.457940838320039e-09,8.183745108387809e-05,7.772235918017689e-05,0.0009257098442127149,0.00011632754946894524,0.00024959657152462487,6.396215198258365e-10,8.623251842251089e-05,8.882416305337368e-12,8.990683423821312e-08,9.493231067083908e-13,1.345180669627024e-12,1.241452945801222e-12,8.041109861674027e-12,2.8536130371751876e-13,1.0301330961467208e-05,0.00013429345660894755,1.917864494111999e-13,8.958294434934183e-05,2.7503368479803375e-12,4.817149809247646e-13,7.73489453651427e-05,6.548412135899265e-12,2.0021715754642656e-15,2.8920308454344234e-05,4.2442777426522106e-16,1.2807899177704679e-05,2.281768768879316e-16,1.4453228099430096e-16,4.4752290226492117e-17,3.255496439096212e-15,2.944011495056559e-15,7.606651197042776e-06,1.8645767601201169e-16,1.3278863245093725e-15,1.6840829355089703e-16,1.200423590164937e-15,1.698537861106553e-12,1.0638354893213686e-16,3.709656233980787e-07,1.0079774512690363e-15,8.80340412995342e-06,1.4011161322540864e-12,5.772154579556102e-17,4.1112635711141545e-16,9.782454318396598e-13,1.476050612021298e-10,8.623080669786933e-13,5.259332771259837e-13,2.395840587851837e-15,1.2521462480759588e-12
2.3648721571446115e-06,0.11248410804499752,0.9,0.0,0.0,0.0,0.0,0.09922870983324203,0.00029616858415950644,2.445533317916229e-06,1.7037005516104544e-05,3.207120936955623e-05,8.571815812955944e-07,3.6260610919918564e-05,3.456578142312938e-06,6.26786095355525e-06,8.843989453957727e-05,0.00040174365752843023,4.681990244244999e-06,4.2844877405138844e-05,1.101083115917382e-08,8.159488888253943e-08,2.5676464245504274e-08,4.457516588620348e-09,8.125055724411971e-05,7.974846159982164e-05,0.0009553536233005788,0.00011937856814279375,0.0002579617470419091,6.395784963428032e-10,8.853128933882449e-05,9.09235461312283e-12,8.923869230481327e-08,9.509028554487255e-13,1.3516454850204987e-12,1.2412760245918234e-12,8.30840991315295e-12,2.8324497368050587e-13,1.0241950436635777e-05,0.00013868368779180944,1.9215674883292793e-13,9.251249684087565e-05,2.8395281788307977e-12,4.841584303594305e-13,8.022048482394694e-05,6.789723929324762e-12,2.054682799125679e-15,3.050707882929833e-05,4.3574011052909605e-16,1.3654192295189485e-05,2.341246139833571e-16,1.527831801501196e-16,4.77134706938095e-17,3.4205429126761787e-15,3.122295445306557e-15,8.099374837699765e-06,1.9599274861462452e-16,1.3949905155330342e-15,1.7868162357147418e-16,1.2729213072368208e-15,1.7846501192997388e-12,1.1390847378604526e-16,4.0895277606483304e-07,1.068178120295081e-15,9.162055369492414e-06,1.4378643698776473e-12,6.11945497586534e-17,4.356128985735214e-16,1.0039035446415212e-12,1.5147655111537974e-10,9.14527945319328e-13,5.57344243208693e-13,2.549803132277597e-15,1.3326123620223788e-12
2.424642379676523e-06,0.11249082674191399,0.9,0.0,0.0,0.0,0.0,0.09920846040479428,0.0003030551553098679,2.4452375089786945e-06,1.6987077172431655e-05,3.212649991388798e-05,8.570335753839727e-07,3.6248552716120996e-05,3.456007553170753e-06,6.266790651172614e-06,9.06759666735105e-05,0.00041436391314963707,4.681228310289732e-06,4.304613773318121e-05,1.1009499380263924e-08,8.158501962089256e-08,2.5672030840917978e-08,4.457074723381436e-09,8.063447306915237e-05,8.177414222437059e-05,0.000984944874512324,0.00012242888226477887,0.0002662972271148971,6.395322878518406e-10,9.082964189531408e-05,9.301317688045814e-12,8.853885842303316e-08,9.522909413188012e-13,1.3576365143789883e-12,1.2405359291062616e-12,8.574615912943565e-12,2.8102817304863234e-13,1.0177417740010397e-05,0.00014304208327005827,1.9248841387824576e-13,9.54399974762527e-05,2.9286105683770887e-12,4.864331779151489e-13,8.310190079041572e-05,7.031746684440691e-12,2.1071818819362474e-15,3.212047215547897e-05,4.470503673148689e-16,1.4522187310809213e-05,2.4007110774201776e-16,1.6123717840259012e-16,5.0766588758799584e-17,3.589296404959144e-15,3.305345954161552e-15,8.60452803838358e-06,2.0574418219354586e-16,1.463597589120467e-15,1.8923266164015471e-16,1.3473506450800398e-15,1.872696500917462e-12,1.2169946389017855e-16,4.494779741204512e-07,1.130069821561005e-15,9.519971609048998e-06,1.4746041214697086e-12,6.4766083221741e-17,4.607851677527233e-16,1.0295557323380657e-12,1.5534714700397305e-10,9.681439650414226e-13,5.896375410872572e-13,2.708719040583272e-15,1.4156672795782496e-12
2.484412602208434e-06,0.1124975295866076,0.9,0.0,0.0,0.0,0.0,0.09918824877997341,0.0003099146220243074,2.4449344775283856e-06,1.6930854950237954e-05,3.217594987055856e-05,8.568848738712258e-07,3.622149027722831e-05,3.4554331406651258e-06,6.265724513635976e-06,9.290963820624782e-05,0.000426967725212689,4.680467561106634e-06,4.323345769151229e-05,1.1008135079389262e-08,8.157490936263095e-08,2.5667576596869736e-08,4.456616112685669e-09,7.999373430974283e-05,8.379940224356978e-05,0.0010144750398851541,0.00012547849611095312,0.00027459954715683226,6.394830394939148e-10,9.312757495942842e-05,9.509342825365712e-12,8.781234014045993e-08,9.535056096546123e-13,1.3631853979896524e-12,1.239283382237037e-12,8.839617719495784e-12,2.787267801732047e-13,1.0108398058476638e-05,0.000147367194258707,1.9278509768319454e-13,9.836489897850163e-05,3.0175674896223203e-12,4.885504144096536e-13,8.599204919054926e-05,7.274383513114836e-12,2.159668899790889e-15,3.375932476617191e-05,4.583585422938411e-16,1.541109998988899e-05,2.4601636246115266e-16,1.6989195948912426e-16,5.3910698446382735e-17,3.761744303067615e-15,3.4930889822852436e-15,9.121724015782465e-06,2.1571123714694314e-16,1.533702490592648e-15,2.0005715371574912e-16,1.4236815394893554e-15,1.9626704252167694e-12,1.2975474573957351e-16,4.926130778671703e-07,1.1936432734189044e-15,9.876958966052959e-06,1.5113354385335338e-12,6.843561587410182e-17,4.866394009814829e-16,1.0552020308907117e-12,1.5921685429404048e-10,1.023134439780609e-12,6.228083278491855e-13,2.8725718340767047e-15,1.5013023884425483e-12
2.5441828247403454e-06,0.1125042156968819,0.9,0.0,0.0,0.0,0.0,0.09916807612716187,0.0003167480969203207,2.4446246044191193e-06,1.6869077251854545e-05,3.2220111451447876e-05,8.567355314542205e-07,3.61808139935934e-05,3.4548551484787567e-06,6.264662644689471e-06,9.514087762827634e-05,0.00043955243879900067,4.679708100427332e-06,4.3407761987665944e-05,1.1006739971457147e-08,8.156457081471493e-08,2.5663103151827664e-08,4.4561416363202475e-09,7.933250347358523e-05,8.582424285152057e-05,0.0010439365138964075,0.00012852741384425742,0.00028286560097350575,6.394308994640127e-10,9.54250875024378e-05,9.716465350588065e-12,8.7063729590882e-08,9.545633781366217e-13,1.3683216685858268e-12,1.2375663704527071e-12,9.103316831684035e-12,2.763553559390667e-13,1.0035507287775019e-05,0.00015165780438955095,1.9305010863010993e-13,0.00010128670918731989,3.1063841207173732e-12,4.905205890113278e-13,8.888985286568272e-05,7.517543286762508e-12,2.2121439264483965e-15,3.5422535153014026e-05,4.696646333799422e-16,1.632015981467864e-05,2.5196038238420798e-16,1.787452904692135e-16,5.714485097959538e-17,3.937874629098086e-15,3.685450925055389e-15,9.650586941765607e-06,2.2589321092775103e-16,1.6053004193413479e-15,2.1115086615960596e-16,1.5018841103223695e-15,2.0545656427536128e-12,1.380724322511244e-16,5.384279296578106e-07,1.2588892406813287e-15,1.0232856997766454e-05,1.548058371210011e-12,7.220261927271662e-17,5.131718542510206e-16,1.08084247530973e-12,1.630856782681961e-10,1.0794778104985268e-12,6.568517848260033e-13,3.0413436168548206e-15,1.5895083356267691e-12
2.6039530472722567e-06,0.11251088431468077,0.9,0.0,0.0,0.0,0.0,0.09914794340223515,0.0003235566303788311,2.4443082723013163e-06,1.680243148492486e-05,3.225948476866718e-05,8.565856017695355e-07,3.612783659694845e-05,3.4542738198973036e-06,6.263605127009337e-06,9.736966364721896e-05,0.00045211572528239247,4.678950016372089e-06,4.356991405664096e-05,1.1005315779465835e-08,8.155401674422023e-08,2.5658612112517478e-08,4.455652175607734e-09,7.865458729834067e-05,8.78486652421839e-05,0.0010733225801185964,0.0001315756395076822,0.0002910926175630526,6.393760174579468e-10,9.772217859782049e-05,9.922718625983957e-12,8.629722325412194e-08,9.554792006249639e-13,1.3730728918733029e-12,1.2354301688218393e-12,9.365625624264505e-12,2.739272064550156e-13,9.959313911014262e-06,0.00015591291025773157,1.9328644295249837e-13,0.00010420498541484175,3.1950471687961363e-12,4.923534584968652e-13,9.179429728606658e-05,7.761140263872468e-12,2.2646070334225484e-15,3.7109063752889706e-05,4.809686387344363e-16,1.72486132030139e-05,2.579031716907793e-16,1.8779502132663922e-16,6.046809924818752e-17,4.11767595175919e-15,3.8823588614163134e-15,1.0190753144906858e-05,2.3628943296970163e-16,1.678386793219015e-15,2.22509600517157e-16,1.5819287618261878e-15,2.148376189278973e-12,1.4665053993709969e-16,5.869903471886919e-07,1.3257985480877748e-15,1.058753626222989e-05,1.5847729681952734e-12,7.606656770583836e-17,5.403788085702932e-16,1.1064770995967083e-12,1.6695362405685618e-10,1.1371527183719952e-12,6.917631246179864e-13,3.215015204081243e-15,1.6802750944953925e-12
2.663723269804168e-06,0.11251753479233861,0.9,0.0,0.0,0.0,0.0,0.09912785136724415,0.0003303412112191189,2.443985862321811e-06,1.6731555653586795e-05,3.229452275747294e-05,8.564351370951604e-07,3.606379417945472e-05,3.4536893958968044e-06,6.262552025683231e-06,9.95959841212877e-05,0.00046465555465451455,4.678193383813953e-06,4.372072012667098e-05,1.1003864219644143e-08,8.15432598681999e-08,2.5654105044982985e-08,4.455148606278844e-09,7.796345475735139e-05,8.987267060545299e-05,0.0011026273497796483,0.00013462317701929178,0.0002992781386669926,6.393185433035583e-10,0.00010001884741904019,1.0128134073368979e-11,8.551664226721615e-08,9.5626661523198e-13,1.3774647975280764e-12,1.2329173798969917e-12,9.626466609618767e-12,2.7145444748967563e-13,9.88034098620087e-06,0.00016013170293433275,1.9349681423047213e-13,0.00010711932938628164,3.2835447123398184e-12,4.94058133195776e-13,9.47044265486618e-05,8.005093742782077e-12,2.317058289905573e-15,3.8817932228590246e-05,4.92270556768005e-16,1.8195726167837075e-05,2.638447344883184e-16,1.9703908302032194e-16,6.387950111246338e-17,4.301137301786639e-15,4.083740757301938e-15,1.0741872042681378e-05,2.468992598237588e-16,1.7529572144599895e-15,2.341292056562721e-16,1.6637862645929295e-15,2.244096341606935e-12,1.5548700344401539e-16,6.383661272513568e-07,1.3943620857810652e-15,1.094089590487947e-05,1.6214792766807695e-12,8.002693858617456e-17,5.682565721037821e-16,1.1321059367026845e-12,1.7082069663192256e-10,1.1961380643775155e-12,7.275375939521397e-13,3.3935662305534943e-15,1.7735920215083808e-12
2.7234934923360793e-06,0.11252416658543116,0.9,0.0,0.0,0.0,0.0,0.09910780060811324,0.0003371027677939305,2.44365775125924e-06,1.665704010138445e-05,3.2325635636579314e-05,8.562841880990563e-07,3.598984755839155e-05,3.4531021134865755e-06,6.2615033907241944e-06,0.00010181983504768512,0.000477170169563058,4.677438266100149e-06,4.386093301652368e-05,1.1002386988552652e-08,8.153231275809761e-08,2.564958346705443e-08,4.454631791952738e-09,7.726225536019265e-05,9.189626012373588e-05,0.0011318457023495355,0.0001376700301688248,0.0003074199970975713,6.392586257034502e-10,0.0001023150932368011,1.0332741209970429e-11,8.472545304058214e-08,9.569378784212957e-13,1.3815214015283525e-12,1.2300679844407017e-12,9.885771725560677e-12,2.6894806987526e-13,9.799068213022628e-06,0.0001643135504372256,1.9368368011449144e-13,0.00011002938269786118,3.3718660597607785e-12,4.956431199010633e-13,9.761933963544917e-05,8.249327737192247e-12,2.369497762718916e-15,4.05482223367425e-05,5.035703861404754e-16,1.916078647746597e-05,2.697850748053954e-16,2.0647548505772608e-16,6.737812212355852e-17,4.488248089940843e-15,4.2895256505172704e-15,1.1303606838764463e-05,2.5772207043755466e-16,1.8290074366508735e-15,2.460055888192986e-16,1.747427830023931e-15,2.341720574831657e-12,1.6457968865215952e-16,6.926190584019153e-07,1.4645708111192383e-15,1.1292861296904889e-05,1.6581773423123207e-12,8.408321262508758e-17,5.968014808369543e-16,1.1577290184995488e-12,1.7468690080246695e-10,1.2564130634442374e-12,7.641704746291979e-13,3.576975250295916e-15,1.8694479082741236e-12
2.7832637148679906e-06,0.11253077924276962,0.9,0.0,0.0,0.0,0.0,0.09908779155132506,0.0003438421694611833,2.443324309050974e-06,1.6579429383877665e-05,3.2353194933043116e-05,8.561328036297605e-07,3.5907083957228926e-05,3.4525122042912906e-06,6.260459258900281e-06,0.00010404121960981654,0.0004896580610551794,4.676684716318302e-06,4.3991255673758464e-05,1.1000885751947889e-08,8.152118775721345e-08,2.564504884207313e-08,4.454102578796001e-09,7.655383760608465e-05,9.391943496902708e-05,0.0011609732283292312,0.0001407162026157825,0.0003155162958964484,6.391964111947941e-10,0.00010461091541584388,1.0536567695691207e-11,8.392678799442873e-08,9.575040861741226e-13,1.3852651202239509e-12,1.2269194026852807e-12,1.0143481651204448e-11,2.6641800528537134e-13,9.715934061276782e-06,0.00016845798118940954,1.9384926644031704e-13,0.00011293482275940345,3.460001622914594e-12,4.971163618526705e-13,0.00010053818692323697,8.493770673368833e-12,2.4219255162896885e-15,4.229907442587642e-05,5.148681257583757e-16,2.0143105341958443e-05,2.757241965864102e-16,2.1610231355764872e-16,7.096303837346983e-17,4.6789980398472324e-15,4.499643809029416e-15,1.1875635000630399e-05,2.687572622845396e-16,1.906533337698395e-15,2.581347251133799e-16,1.8328251740234122e-15,2.441243527284509e-12,1.7392640537008185e-16,7.498109418439515e-07,1.5364157567139173e-15,1.1643381740557247e-05,1.6948672091671011e-12,8.823487436138233e-17,6.260099017721351e-16,1.1833463757639541e-12,1.7855224121230272e-10,1.3179572908169858e-12,8.016570877148775e-13,3.765219835975844e-15,1.967831033504336e-12
2.843033937399902e-06,0.11253737239854761,0.9,0.0,0.0,0.0,0.0,0.09906782447960175,0.0003505602283503028,2.4429858966896214e-06,1.6499224237049365e-05,3.237753712608145e-05,8.559810305490842e-07,3.581651894745872e-05,3.4519198933522484e-06,6.259419655283205e-06,0.00010626014728714228,0.0005021179459395789,4.675932778377292e-06,4.411234447753246e-05,1.0999362135310522e-08,8.150989691049268e-08,2.5640502573875106e-08,4.45356179118856e-09,7.584076738186024e-05,9.59421963004102e-05,0.0011900061743666877,0.000143761697888764,0.00032356538835595053,6.391320432907672e-10,0.00010690631341137858,1.0739639389725986e-11,8.312346619237546e-08,9.579752835525588e-13,1.388716876727441e-12,1.2235065644402052e-12,1.0399545152635722e-11,2.638731916841137e-13,9.631337933867789e-06,0.00017256466845766907,1.9399558906071385e-13,0.00011583535915730202,3.54794280398871e-12,4.984852760601561e-13,0.00010346016692226086,8.738355107784656e-12,2.4743416126485437e-15,4.406968564534799e-05,5.261637747706625e-16,2.1142018681470564e-05,2.816621036875548e-16,2.2591772805910447e-16,7.463333833594674e-17,4.873377125914714e-15,4.714026846087786e-15,1.2457648548747783e-05,2.800042477809e-16,1.9855308948479376e-15,2.7051266448478345e-16,1.9199505632309757e-15,2.5426599681433577e-12,1.835249176163167e-16,8.100016191708485e-07,1.6098880317996485e-15,1.1992428261488567e-05,1.7315489197456092e-12,9.248141229754764e-17,6.558782334315376e-16,1.2089580381716993e-12,1.8241672233913918e-10,1.3807507157772271e-12,8.399927942553182e-13,3.958276660302482e-15,2.0687292055582027e-12
2.9028041599318132e-06,0.1125439457642677,0.9,0.0,0.0,0.0,0.0,0.09904789954658715,0.00035725770136377856,2.4426428644667264e-06,1.641688361495991e-05,3.239896694950293e-05,8.558289136032968e-07,3.571909860875582e-05,3.451325398128108e-06,6.2583845946654756e-06,0.00010847663302965346,0.000514548745705297,4.675182488002527e-06,4.422481232301014e-05,1.0997817715936965e-08,8.149845190592324e-08,2.563594600293386e-08,4.453010227664348e-09,7.512534614913611e-05,9.796454526195199e-05,0.001218941390807863,0.0001468065193858733,0.0003315658589316188,6.390656616710737e-10,0.00010920128676522898,1.0941980414558365e-11,8.231801373142947e-08,9.583605638777726e-13,1.3918962002179461e-12,1.2198619866989468e-12,1.0653918458068115e-11,2.6132163800692356e-13,9.54564234287369e-06,0.00017663341576748962,1.941244736317005e-13,0.00011873073039104083,3.635681894180888e-12,4.997567881573802e-13,0.00010638452322719617,8.983017463360556e-12,2.5267461114459266e-15,4.585930792383706e-05,5.374573325628769e-16,2.215688801998469e-05,2.8759879987390063e-16,2.359199578865018e-16,7.838812408361336e-17,5.071375509903604e-15,4.9326078254106075e-15,1.3049354180938945e-05,2.914624506210661e-16,2.0659961591599e-15,2.8313553810574555e-16,2.008776857254633e-15,2.6459647643400533e-12,1.9337295245757776e-16,8.732490059289777e-07,1.6849788180453049e-15,1.2339991501651395e-05,1.768222514976593e-12,9.682231870863442e-17,6.864029041174331e-16,1.2345640343011555e-12,1.862803484950969e-10,1.4447737324526072e-12,8.791729930944201e-13,4.156121568189176e-15,2.172129800160135e-12
2.9625743824637245e-06,0.11255049912153961,0.9,0.0,0.0,0.0,0.0,0.0990280167905509,0.0003639352923592152,2.442295550541632e-06,1.6332826773243833e-05,3.241776038648245e-05,8.556764953279126e-07,3.561570186994992e-05,3.4507289276853033e-06,6.257354082824174e-06,0.00011069069649720214,0.0005269495669285391,4.674433873630615e-06,4.432923150278619e-05,1.099625401649537e-08,8.14868640267716e-08,2.563138040350649e-08,4.452448657878119e-09,7.440962878913004e-05,9.998648298094882e-05,0.001247776281738851,0.0001498506703760299,0.0003395165050550442,6.389974015623107e-10,0.00011149583510175316,1.114361322508914e-11,8.151268370805129e-08,9.58668158894062e-13,1.3948213188231553e-12,1.2160158570254014e-12,1.0906564662819598e-11,2.587704874869578e-13,9.459175079656712e-06,0.00018066414327613152,1.9423757355559084e-13,0.00012162070094328886,3.723211982462976e-12,5.009373649634407e-13,0.00010931054166580331,9.227697782497663e-12,2.5791390699836928e-15,4.766724577173751e-05,5.487487987499318e-16,2.31871010486302e-05,2.935342888174422e-16,2.4610729972497017e-16,8.222651307454557e-17,5.272983493986299e-15,5.1553213513059364e-15,1.3650473254855689e-05,3.0313130306048875e-16,2.1479252366469414e-15,2.9599956386422805e-16,2.099277544792952e-15,2.7511528560657882e-12,2.0346820925769454e-16,9.396091300183202e-07,1.7616793754475285e-15,1.2686079721935893e-05,1.8048880342328356e-12,1.0125709003075278e-16,7.175803742595248e-16,1.2601643916442818e-12,1.9014312382836987e-10,1.5100071862120076e-12,9.191931239440093e-13,4.358729655314886e-15,2.278019801452743e-12
3.022344604995636e-06,0.11255703231517523,0.9,0.0,0.0,0.0,0.0,0.09900817614713539,0.00037059365447044383,2.4419442798036548e-06,1.6247435379319943e-05,3.2434167381981656e-05,8.5552381598277e-07,3.550714300112922e-05,3.4501306820662654e-06,6.2563281175903735e-06,0.00011290236136255737,0.0005393196831089553,4.673686957175449e-06,4.4426136397161914e-05,1.0994672499901944e-08,8.147514411358971e-08,2.5626806981683442e-08,4.451877820538985e-09,7.369544100909557e-05,0.00010200801056649348,0.0012765087575518706,0.00015289415400105978,0.0003474163198502674,6.389273932965417e-10,0.00011378995812359449,1.1344558682271319e-11,8.07094756559091e-08,9.589055203011765e-13,1.3975092462396555e-12,1.211996121965358e-12,1.1157453165426726e-11,2.562260793029239e-13,9.37223136426036e-06,0.00018465687508379216,1.943363862322209e-13,0.00012450505865369365,3.810526874084538e-12,5.020330448834932e-13,0.00011223754763387414,9.472339496900267e-12,2.631520543259922e-15,4.9492853948568474e-05,5.600381731677463e-16,2.423207189579133e-05,2.994685740959965e-16,2.5647811401231437e-16,8.614763899791273e-17,5.47819147951191e-15,5.382103614813843e-15,1.426074164707654e-05,3.150102435239415e-16,2.2313142717104082e-15,3.0910104928936416e-16,2.191426761967212e-15,2.8582192352565043e-12,2.1380836661539304e-16,1.0091361741360934e-06,1.8399810420736694e-15,1.3030716919152342e-05,1.8415455153563134e-12,1.0578522688810888e-16,7.494071362751852e-16,1.2857591366241822e-12,1.9400505232587618e-10,1.5764323871838859e-12,9.600486672509958e-13,4.566075328862621e-15,2.386385833744152e-12
