Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011),CHO2(367),S(1123),S(872),S(869),S(1124),S(1122),C4F10(82),S(871)
1.1406106156381445e-06,0.11234622330960883,0.9,0.0,0.0,0.0,0.0,0.09964676341074907,0.00014681933644555842,2.4496284225405715e-06,1.4947735611692693e-05,2.7864456121988472e-05,8.599845137704136e-07,3.0233872460700385e-05,3.467156124723187e-06,6.288022364710409e-06,4.231257475770136e-05,0.00014898387320712428,4.69588938552949e-06,3.327329245603288e-05,1.1029266596527019e-08,8.173151303229521e-08,2.5760423451933727e-08,4.462002608671395e-09,7.754303411260623e-05,3.8162618430015455e-05,0.0003600385390068186,5.660129541111268e-05,8.943443907225071e-05,6.397286538909295e-10,4.136483959970693e-05,4.531888062775763e-12,8.561710754160767e-08,8.306726448872023e-13,1.055402731188816e-12,1.0406041827790773e-12,2.8961825546145346e-12,2.7171541005816026e-13,9.046394555879231e-06,4.718624596424414e-05,1.669471379309306e-13,3.366821896980701e-05,1.0390213327708133e-12,3.759923197575487e-13,2.5763631947148244e-05,2.1924639125009374e-12,9.685347812020149e-16,5.362339497126928e-06,2.0362106427660614e-16,1.661040695761026e-06,1.1204423520234807e-16,2.8121768627009544e-17,6.4473851816065244e-18,8.049585755895753e-16,5.138729126537484e-16,1.0290940288116562e-06,4.5451770555278044e-17,3.3134081865258557e-16,2.89798747899309e-17,2.1144669026069424e-16,4.1998103174841195e-13,1.3583158120918101e-17,2.0920017432371823e-08,1.8454229974450752e-16,2.285674891488125e-06,6.817385056970806e-13,1.0418363357190896e-17,7.59574564095396e-17,4.759655887038911e-13,7.18172836199366e-11,1.5051405923513741e-13,9.628870972893832e-14,3.8873949897815985e-16,2.0316725112989144e-13,1.0053242914103318e-17,2.919978719631444e-17,3.078227276251946e-13,2.194034124060323e-17,1.6000078738111865e-16,1.2747562498786313e-13,1.4179435594558118e-07,5.76584634716995e-14,6.10306085977545e-18,5.473124013211582e-14,4.399619558070106e-11,5.184456918220781e-14,7.027686612002481e-11,1.0894735522018445e-08,4.086581424197777e-14
1.1633946982041548e-06,0.11234870620261983,0.9,0.0,0.0,0.0,0.0,0.09963907217009037,0.00014978189863017871,2.4495825925845944e-06,1.5075592486059467e-05,2.8047315841657513e-05,8.599368433465517e-07,3.0510453379073255e-05,3.466977737748242e-06,6.287935129063297e-06,4.3170605311501994e-05,0.0001533437462998978,4.695831034162941e-06,3.360355410610604e-05,1.1029060448435933e-08,8.17299840316691e-08,2.575899552897419e-08,4.4619934882821744e-09,7.813872357820318e-05,3.8938204021548515e-05,0.0003703097420690751,5.776428286683765e-05,9.229374003759013e-05,6.397379736722289e-10,4.224413379377104e-05,4.622874783906579e-12,8.626683411429237e-08,8.360410158046351e-13,1.0657725425926544e-12,1.050019432060824e-12,2.9884794296036913e-12,2.7377668779400114e-13,9.145237450495421e-06,4.878090258812726e-05,1.6804276907132296e-13,3.4693622568157544e-05,1.0705595973978263e-12,3.7972436350823584e-13,2.663616689247915e-05,2.2664908755717188e-12,9.884347391831942e-16,5.652261739320562e-06,2.0794861500822068e-16,1.7708484960653588e-06,1.1432122463168006e-16,2.952815046077641e-17,6.838022167926453e-18,8.38042761330273e-16,5.411857436450313e-16,1.095930236324578e-06,4.7353772461970064e-17,3.448617310490236e-16,3.054145849708532e-17,2.226344791571141e-16,4.372437668518364e-13,1.445381919961797e-17,2.277869513310269e-08,1.940657763009146e-16,2.3883950506963012e-06,6.957462008466123e-13,1.096365084131331e-17,7.985897490826908e-17,4.857459350532524e-13,7.329301616132022e-11,1.5851409417751077e-13,1.0125781073010834e-13,4.1015369351637e-16,2.1435907236991374e-13,1.0678023684764921e-17,2.9799755571989465e-17,3.1414756759095496e-13,2.3165072250639335e-17,1.6877636809732956e-16,1.3005277903033656e-13,1.4766187756490567e-07,5.979888507592569e-14,6.2327938899345916e-18,5.584395263088652e-14,4.489065949909003e-11,5.294732769694182e-14,7.177168838744304e-11,1.1591753932265905e-08,4.169633771197205e-14
1.1861787807701652e-06,0.11235119696582863,0.9,0.0,0.0,0.0,0.0,0.09963136974787769,0.0001527362264494695,2.449536128867074e-06,1.5198735941620356e-05,2.8223300557493777e-05,8.598890271374751e-07,3.077882433618245e-05,3.4667989003614178e-06,6.287798219755217e-06,4.402895823929149e-05,0.00015773067197817246,4.695738922793348e-06,3.392520150917093e-05,1.1028851165274254e-08,8.172843383451332e-08,2.5757563239066818e-08,4.461982747408364e-09,7.870394117769639e-05,3.9713726987408956e-05,0.00038064198256394257,5.8927041499452936e-05,9.517507891843159e-05,6.397470689043483e-10,4.3123372715593625e-05,4.7135883525075756e-12,8.688276112633829e-08,8.412030092937093e-13,1.0758669101005643e-12,1.0591500610123987e-12,3.081470890636186e-12,2.757306125008543e-13,9.239797432767335e-06,5.038747163017824e-05,1.690972119828718e-13,3.572461660383911e-05,1.1022638795023152e-12,3.833590669534356e-13,2.7517036808129177e-05,2.3412118348935076e-12,1.0083308360718744e-15,5.950196188985193e-06,2.1227602050249655e-16,1.8849732843645876e-06,1.165978875733002e-16,3.097127676996282e-17,7.24250368548542e-18,8.717685431367547e-16,5.693027017558451e-16,1.1652936913680008e-06,4.92914768138081e-17,3.586871799374098e-16,3.214971480725057e-17,2.341544513359761e-16,4.548387428979695e-13,1.5358648525952476e-17,2.475660503263694e-08,2.0385079441601976e-16,2.4928704306843806e-06,7.097511399138894e-13,1.152415548696726e-17,8.386889194083923e-17,4.955243569596327e-13,7.476845834609761e-11,1.667495665904636e-13,1.0636331912080943e-13,4.3223752785560104e-16,2.2590074971392716e-13,1.132614983732725e-17,3.0399605864473163e-17,3.204711630645545e-13,2.44286863041905e-17,1.778278592457176e-16,1.3262796274142322e-13,1.5364678729944726e-07,6.195467760885984e-14,6.36251876499074e-18,5.695657533667119e-14,4.5785051194217914e-11,5.405001687624833e-14,7.326641668961446e-11,1.2316909187675528e-08,4.2526794152582176e-14
1.2089628633361756e-06,0.11235369522985904,0.9,0.0,0.0,0.0,0.0,0.09962365676100138,0.00015568235110026847,2.4494889649010895e-06,1.531723656640013e-05,2.8392665172936658e-05,8.598410603899786e-07,3.103908541803212e-05,3.466619579349909e-06,6.287618971236058e-06,4.488761248203948e-05,0.00016214355551409887,4.695617985946448e-06,3.423845708123873e-05,1.1028638834835388e-08,8.172686029609615e-08,2.5756126440723455e-08,4.461970268703823e-09,7.923937117508664e-05,4.048918726322865e-05,0.0003910330035193995,6.0089571338699726e-05,9.807761046865431e-05,6.39755934281439e-10,4.4002556258668884e-05,4.804029852686252e-12,8.746565455530919e-08,8.461666097078277e-13,1.0856929586161979e-12,1.0679996351163267e-12,3.17512933951913e-12,2.775798393219916e-13,9.33016090363628e-06,5.2005337774923314e-05,1.701119929895325e-13,3.6760937605754776e-05,1.134125983171634e-12,3.8689894428007847e-13,2.8406011443227756e-05,2.4166069757006462e-12,1.0282229764275872e-15,6.256098283235514e-06,2.1660307628126026e-16,2.003448575959818e-06,1.1887441175070788e-16,3.245116159232032e-17,7.660931420716918e-18,9.060973190969185e-16,5.982252931649208e-16,1.2371981900064448e-06,5.126538237049089e-17,3.7274288372423885e-16,3.380486572346575e-17,2.4600202276155066e-16,4.727493407015912e-13,1.629804357113605e-17,2.6858390457933937e-08,2.13897750158691e-16,2.5990499999067287e-06,7.237533232683579e-13,1.2099947705336775e-17,8.798519484470032e-17,5.053008548333067e-13,7.624361021138384e-11,1.752210460288021e-13,1.1160551886992414e-13,4.549943604104155e-16,2.3779420387453816e-13,1.1997832877461025e-17,3.09993381394828e-17,3.267935142735769e-13,2.5731446441671068e-17,1.8715345384091123e-16,1.3520119426418933e-13,1.597489955594213e-07,6.412020077677759e-14,6.492235469331365e-18,5.806910808482923e-14,4.6679370591828334e-11,5.51526366083606e-14,7.476105084561342e-11,1.3070651576435732e-08,4.3357183450426867e-14
1.231746945902186e-06,0.11235620063415554,0.9,0.0,0.0,0.0,0.0,0.09961593381219998,0.00015862030984862448,2.4494410377247827e-06,1.543116732136956e-05,2.855565514113403e-05,8.597929386850311e-07,3.12913387102264e-05,3.466439743013049e-06,6.287403634266174e-06,4.5746546971063974e-05,0.00016658133150546144,4.69547242874827e-06,3.4543537492481815e-05,1.1028423308298582e-08,8.172526135996892e-08,2.5754685002030874e-08,4.4619559331519775e-09,7.974569524443605e-05,4.1264584790620594e-05,0.0004014805871158622,6.125187243084317e-05,0.00010100050266818476,6.397645511172153e-10,4.4881684314236745e-05,4.89420052678381e-12,8.801627726204665e-08,8.509393090405923e-13,1.0952576373265103e-12,1.0765717665214477e-12,3.2694276206904274e-12,2.793268671902245e-13,9.41641447048636e-06,5.3633899700611754e-05,1.7108858238764953e-13,3.7802332313402045e-05,1.166138037862518e-12,3.903464441607129e-13,2.9302866215960307e-05,2.492656973598598e-12,1.048111129165442e-15,6.5699192597229274e-06,2.2092971114352656e-16,2.1263044274973006e-06,1.211508647950902e-16,3.39677695601806e-17,8.093395319838001e-18,9.41013649207001e-16,6.279552340431849e-16,1.3116555567982407e-06,5.327556598940114e-17,3.870018440080557e-16,3.5507072063724254e-17,2.581760414340227e-16,4.909685731273456e-13,1.7272383975401335e-17,2.9088741210957086e-08,2.242068827221178e-16,2.706882409452006e-06,7.377527514580307e-13,1.2691062349826325e-17,9.220720604702724e-17,5.1507542911545e-13,7.771847181553336e-11,1.8392908163556063e-13,1.1698456586011297e-13,4.7842765361878235e-16,2.5004130442013306e-13,1.2693268385705543e-17,3.1598952438586336e-17,3.331146215024072e-13,2.7073588069759254e-17,1.9675343447207756e-16,1.3777249993448482e-13,1.6596841414436283e-07,6.629243084122675e-14,6.6219439870707295e-18,5.918155076579001e-14,4.757361762451079e-11,5.6255186763624564e-14,7.625559067066964e-11,1.385342438687814e-08,4.4187505527492235e-14
1.2545310284681963e-06,0.11235871282688485,0.9,0.0,0.0,0.0,0.0,0.09960820149012381,0.00016155014551908164,2.4493922884707887e-06,1.5540603208103937e-05,2.871250681541564e-05,8.597446579561449e-07,3.1535688349973825e-05,3.4662593612386287e-06,6.287157536777155e-06,4.660574067384022e-05,0.0001710429633141663,4.695305835385075e-06,3.484065381577408e-05,1.1028203713971423e-08,8.17236349283112e-08,2.5753238799499012e-08,4.461939548851774e-09,8.02235920131488e-05,4.2039919517045935e-05,0.0004119825548608121,6.241394483795497e-05,0.00010394293687948529,6.397728556630698e-10,4.576075677143448e-05,4.98410169694648e-12,8.853538847700391e-08,8.555277072375176e-13,1.1045677437760622e-12,1.0848700756894476e-12,3.364339028052789e-12,2.8097375015547356e-13,9.498644816279403e-06,5.527257001705254e-05,1.7202839769279638e-13,3.8848557297966026e-05,1.198292498991446e-12,3.937039504838543e-13,3.020738206849877e-05,2.569342978767903e-12,1.0679954453007061e-15,6.891606396609881e-06,2.252562453908032e-16,2.2535674873872455e-06,1.2342695013062496e-16,3.5520939680253005e-17,8.539964555041095e-18,9.765710221971727e-16,6.584957140815538e-16,1.388675696921249e-06,5.532084076884639e-17,4.015780845684715e-16,3.725635163795566e-17,2.706860767738768e-16,5.095189735965582e-13,1.828203069405643e-17,3.145239037737459e-08,2.347781603352155e-16,2.8163160959351206e-06,7.517494252258645e-13,1.3297436567875287e-17,9.65383697604409e-17,5.248480800791819e-13,7.919304323819337e-11,1.928744047014434e-13,1.2250031836797444e-13,5.02541673689931e-16,2.626440193500936e-13,1.3412633302982493e-17,3.219844871470642e-17,3.394344849757493e-13,2.8455287680975387e-17,2.0663461037142973e-16,1.4034192941877418e-13,1.723049562430666e-07,6.847605194494857e-14,6.75164430156909e-18,6.029390341761295e-14,4.8467792231389824e-11,5.735766716994647e-14,7.775003597640755e-11,1.4665663982327634e-08,4.501776039718871e-14
1.2773151110342067e-06,0.11236123146483722,0.9,0.0,0.0,0.0,0.0,0.0996004603694081,0.00016447190602943685,2.4493426602292564e-06,1.5645620967370697e-05,2.8863447786761797e-05,8.596962144257313e-07,3.177224052860507e-05,3.4660784055111412e-06,6.2868852207877695e-06,4.746517263691902e-05,0.00017552744251235077,4.695121261368278e-06,3.513001167140592e-05,1.1027980227789318e-08,8.172197917734057e-08,2.575178772090108e-08,4.46192102017297e-09,8.067373661766249e-05,4.281519139552108e-05,0.00042253676774991745,6.357578863730019e-05,0.00010690410800145025,6.39780848990969e-10,4.6639773517356e-05,5.0737349748703524e-12,8.902374331931896e-08,8.59939003564174e-13,1.1136298617197131e-12,1.0928983387675581e-12,3.4598373011398448e-12,2.8252313490291297e-13,9.576938582338138e-06,5.692077519438398e-05,1.7293280148129146e-13,3.989937859626584e-05,1.2305820913768435e-12,3.969737877471058e-13,3.111934532571934e-05,2.64664661425181e-12,1.0878758186780153e-15,7.221103247269782e-06,2.295824507427489e-16,2.385261051423683e-06,1.25702876764896e-16,3.7110664030402616e-17,9.000720970559014e-18,1.0127269068193572e-15,6.898472168339337e-16,1.46826665003174e-06,5.740178964339261e-17,4.163889947472059e-16,3.905287943342249e-17,2.8352653924450034e-16,5.283823445284053e-13,1.9327330369137925e-17,3.395411115464817e-08,2.4561183172006986e-16,2.927299380319314e-06,7.657433455183701e-13,1.3919136524732167e-17,1.0097636707214752e-16,5.346188085541059e-13,8.066732457676309e-11,2.0205729987134957e-13,1.2815299119265176e-13,5.273391589782399e-16,2.75603964081272e-13,1.415609677658123e-17,3.2797827063889466e-17,3.4575310518476246e-13,2.9876777756329146e-17,2.1679456300201613e-16,1.4290949934484888e-13,1.787585364321531e-07,7.066507424259147e-14,6.8813363962493185e-18,6.140616589236574e-14,4.93618943582774e-11,5.846007771027254e-14,7.924438657100317e-11,1.5507799883254618e-08,4.5847947959597844e-14
1.300099193600217e-06,0.11236375621332738,0.9,0.0,0.0,0.0,0.0,0.09959271101075476,0.00016738564396500086,2.4492920992968006e-06,1.5746298805958395e-05,2.9008697208750864e-05,8.596476046258541e-07,3.200110345376023e-05,3.4658968489227146e-06,6.2865905588855254e-06,4.8324822026039394e-05,0.00018003378833576162,4.694921311991014e-06,3.5411811368063885e-05,1.1027752925216998e-08,8.172029240336055e-08,2.57503316633472e-08,4.461900269655447e-09,8.109680027277609e-05,4.3590400384493356e-05,0.0004331411264089114,6.473740392062e-05,0.00010988322461675071,6.397885277873063e-10,4.7518734437275625e-05,5.163102104166881e-12,8.948209231469445e-08,8.641800506745956e-13,1.1224504077181591e-12,1.100660390224948e-12,3.5558966357060544e-12,2.839775879106805e-13,9.651382262944918e-06,5.8577955483050344e-05,1.7380310604765713e-13,4.0954571357196724e-05,1.2629998273493667e-12,4.0015822011228106e-13,3.2038547557606265e-05,2.7245499576217287e-12,1.1077521741565469e-15,7.558349869585866e-06,2.3390815952654e-16,2.5214051232288e-06,1.279788020143852e-16,3.8736908693016673e-17,9.475737928510346e-18,1.0494490540683792e-15,7.220101158945074e-16,1.550434645601973e-06,5.951881014130325e-17,4.3137292340157307e-16,4.089679399077683e-17,2.966932420052866e-16,5.47544511579933e-13,2.0408612932016496e-17,3.65987137053058e-08,2.567080340139579e-16,3.039780562545761e-06,7.797345134306016e-13,1.4556210960478117e-17,1.055194383144354e-16,5.443876154381181e-13,8.21413159470066e-11,2.1147798437114483e-13,1.3394272540267595e-13,5.528227782686216e-16,2.889226724869616e-13,1.4923813482347332e-17,3.339708757500138e-17,3.52070482696712e-13,3.133827314685315e-17,2.2723172911178333e-16,1.454752301515369e-13,1.8532907067321095e-07,7.285469953074545e-14,7.011020254450769e-18,6.251833807036582e-14,5.025592395724094e-11,5.956241825728318e-14,8.073864225952959e-11,1.6380254856261186e-08,4.6678068133753074e-14
1.3228832761662274e-06,0.11236628674609415,0.9,0.0,0.0,0.0,0.0,0.09958495396102299,0.0001702914161873355,2.449240556399128e-06,1.58427161492616e-05,2.914846611045092e-05,8.5959882543567e-07,3.222238727929849e-05,3.4657146661786695e-06,6.286276853403998e-06,4.9184668163521895e-05,0.00018456104714415622,4.694708209105047e-06,3.5686248040165484e-05,1.1027520742926899e-08,8.171857278432947e-08,2.5748870531117834e-08,4.4618771083374266e-09,8.149344985492007e-05,4.4365546447753935e-05,0.00044379357121147433,6.589879079342763e-05,0.00011287950912934811,6.397958179491306e-10,4.839763941486903e-05,5.2522048155415905e-12,8.991118092300726e-08,8.682564912655592e-13,1.131035675878816e-12,1.1081600344418545e-12,3.652491692520187e-12,2.853389826041236e-13,9.72206211012321e-06,6.0243564825271534e-05,1.7464057772946252e-13,4.2013919500307233e-05,1.2955390225874443e-12,4.0325945085469697e-13,3.296478544524347e-05,2.803035522774638e-12,1.1276247217191461e-15,7.90328304973819e-06,2.3823381601616223e-16,2.6620164791467657e-06,1.3025431512708077e-16,4.039945066903097e-17,9.965060887830557e-18,1.086812806921724e-15,7.549872661070159e-16,1.6351841594947664e-06,6.167032489497245e-17,4.4668840072895e-16,4.278802215381051e-17,3.101987969732006e-16,5.670372699580001e-13,2.152618951368392e-17,3.9391042040863085e-08,2.6806651382926294e-16,3.1537080118774913e-06,7.937229302237361e-13,1.5208558354635594e-17,1.1017226633852349e-16,5.541545012726399e-13,8.361501748403441e-11,2.2113701311473534e-13,1.3986921641741216e-13,5.789965696180173e-16,3.026018924596261e-13,1.571591765095286e-17,3.3996230192798054e-17,3.5838661793129144e-13,3.28399040057374e-17,2.379547723096709e-16,1.4803917874007992e-13,1.9201647630871584e-07,7.505215213485182e-14,7.140695858649106e-18,6.363042005694709e-14,5.1149880986187126e-11,6.066468861897064e-14,8.223280284429679e-11,1.72834450094289e-08,4.7508120977507015e-14
1.3456673587322378e-06,0.11236882274519863,0.9,0.0,0.0,0.0,0.0,0.09957718975332826,0.0001731892834732734,2.4491879837929676e-06,1.593495341723432e-05,2.92829576977036e-05,8.595498739995726e-07,3.243620400986553e-05,3.4655318335689214e-06,6.285946920939985e-06,5.0044690563028795e-05,0.00018910829188851347,4.6944838480108865e-06,3.5953511781643e-05,1.1027283905730684e-08,8.171681879222721e-08,2.5747404239504494e-08,4.461851455730887e-09,8.186434749943908e-05,4.5140629554117006e-05,0.0004544920823696576,6.705994937445856e-05,0.00011589219788963195,6.398027243286412e-10,4.927648833224833e-05,5.341045122657538e-12,9.03117491074165e-08,8.721747963226792e-13,1.1393917509138002e-12,1.1154012444680992e-12,3.749597589265759e-12,2.866099216554033e-13,9.789064047237094e-06,6.191707075830439e-05,1.7544643298213045e-13,4.307721538615863e-05,1.3281932239923497e-12,4.0627962905191065e-13,3.389786065029859e-05,2.882086262938764e-12,1.1474933534795363e-15,8.255836520377158e-06,2.425591878966376e-16,2.8071087372144607e-06,1.3252962784380555e-16,4.209825944709049e-17,1.0468753122637676e-17,1.1247752089262917e-15,7.887783044065117e-16,1.722517971545436e-06,6.385693695326362e-17,4.622516357487545e-16,4.472669032474125e-17,3.2403719531654173e-16,5.86842371236662e-13,2.2680358377630347e-17,4.233597094150425e-08,2.7968739118526187e-16,3.2690302528922175e-06,8.077085973495687e-13,1.587623754352691e-17,1.149324487720782e-16,5.639194672407732e-13,8.508842933792307e-11,2.3103442476620546e-13,1.4593261129044438e-13,6.058627584907425e-16,3.166429738158876e-13,1.6532537908588e-17,3.459525503563426e-17,3.647015116022743e-13,3.438187304660024e-17,2.48961021206016e-16,1.5060136114042104e-13,1.988206720569256e-07,7.725149502801567e-14,7.27036319148084e-18,6.474241172567419e-14,5.204376540915394e-11,6.176688867282343e-14,8.372686812498914e-11,1.821777989355809e-08,4.8338106407010833e-14
1.3684514412982482e-06,0.11237136390092078,0.9,0.0,0.0,0.0,0.0,0.09956941890714915,0.00017607931018040306,2.4491343364407447e-06,1.602309182143621e-05,2.9412367643236813e-05,8.595007477400624e-07,3.264266738594963e-05,3.465348328964721e-06,6.285603164375874e-06,5.090486896177679e-05,0.00019367462158477108,4.694249845923988e-06,3.621378777626985e-05,1.102704280814293e-08,8.171502907613016e-08,2.5745932713070672e-08,4.461823283237414e-09,8.221015021309507e-05,4.591564967728781e-05,0.0004652346799946093,6.822087979499339e-05,0.00011892054130533829,6.398092647935777e-10,5.015528107018091e-05,5.429625171607104e-12,9.068453090431953e-08,8.759413450529768e-13,1.1475245527234505e-12,1.1223880642773586e-12,3.847189909998458e-12,2.8779308277003534e-13,9.85247359031261e-06,6.359795430980022e-05,1.7622184275779065e-13,4.414425949812472e-05,1.360956228112509e-12,4.092208485349856e-13,3.4837579687904035e-05,2.9616855536035905e-12,1.1673579260693858e-15,8.615941173096631e-06,2.468839595737175e-16,2.9566924298436604e-06,1.3480503472142023e-16,4.3833322828189705e-17,1.098687519618724e-17,1.1632781838760702e-15,8.233821164593773e-16,1.8124372239366605e-06,6.607953058202683e-17,4.779478526880882e-16,4.671293592027811e-17,3.38199833574318e-16,6.069346228625427e-13,2.387140261266427e-17,4.5438402916251846e-08,2.91570758560041e-16,3.3856960470860948e-06,8.216915163798318e-13,1.6559325150289456e-17,1.1979661423358023e-16,5.736825146872457e-13,8.656155167416854e-11,2.4117009466061087e-13,1.5213308614596927e-13,6.334231460866248e-16,3.3104711810251457e-13,1.7373790815332256e-17,3.519416224931073e-17,3.7101516454535265e-13,3.596438393802509e-17,2.6024622662658975e-16,1.5316178857418619e-13,2.057415780056039e-07,7.94451619534383e-14,7.400022235767343e-18,6.585431292626369e-14,5.2937577195894597e-11,6.286901830103392e-14,8.522083789900426e-11,1.9183662608827893e-08,4.9168024325470033e-14
1.3912355238642585e-06,0.11237390991165425,0.9,0.0,0.0,0.0,0.0,0.09956164192844215,0.00017896156393617821,2.449079574214394e-06,1.6107213181076843e-05,2.9536884366017165e-05,8.594514444226621e-07,3.2841892754290246e-05,3.4651641318138745e-06,6.2852476342130925e-06,5.176518335028796e-05,0.00019825916079392958,4.6940075832356915e-06,3.646725642461947e-05,1.1026796143075923e-08,8.171320206956571e-08,2.5744455882018295e-08,4.4617924019758786e-09,8.253150950196846e-05,4.669060679583838e-05,0.00047601942412623223,6.938158219815924e-05,0.00012196380393697623,6.398153518722143e-10,5.10340175083548e-05,5.517946992937177e-12,9.103025399598157e-08,8.795608631572453e-13,1.155439912386746e-12,1.1291244490666174e-12,3.9452447165355e-12,2.888901169092371e-13,9.912375776171594e-06,6.528570988556816e-05,1.7696793859555874e-13,4.5214860135295384e-05,1.3938221192801656e-12,4.1208514546679886e-13,3.578375380284546e-05,3.041817170181233e-12,1.1872187209044951e-15,8.983525265136184e-06,2.512087257590829e-16,3.1107750798581077e-06,1.3707998670842068e-16,4.5604352877493107e-17,1.151944988217612e-17,1.202423519859703e-15,8.588014157016958e-16,1.9049414801667735e-06,6.833605323165462e-17,4.939895229370312e-16,4.8746591145684646e-17,3.52703115819864e-16,6.273569830841666e-13,2.5099586143425965e-17,4.870326520797448e-08,3.0371614912685777e-16,3.5036544700755234e-06,8.356716890212212e-13,1.725767613598886e-17,1.2477096789969516e-16,5.834436443516121e-13,8.803438467599882e-11,2.5154444134418714e-13,1.5847016838081014e-13,6.616816559223599e-16,3.458158910917861e-13,1.8239769930958252e-17,3.5792951760904037e-17,3.77327577335804e-13,3.7587520290303526e-17,2.7182136333043545e-16,1.5572052656405325e-13,2.1277911560473345e-07,8.16434426989822e-14,7.529672973314108e-18,6.696612383839501e-14,5.38313163212997e-11,6.397107729064512e-14,8.671471196184047e-11,2.018148991640906e-08,4.99978748392621e-14
1.414019606430269e-06,0.1123764604837992,0.9,0.0,0.0,0.0,0.0,0.0995538593097637,0.00018183611534833453,2.449023658103553e-06,1.6187399756178873e-05,2.9656689300235226e-05,8.594019620549104e-07,3.303399692772431e-05,3.464979223082754e-06,6.28488208077793e-06,5.2625613999764394e-05,0.00020286105910841825,4.693758238623705e-06,3.671409346774219e-05,1.102654411229128e-08,8.171133650693989e-08,2.574297368716695e-08,4.461758736637454e-09,8.282907101434297e-05,4.746550089285771e-05,0.0004868444147309403,7.054205673845057e-05,0.0001250212645769087,6.398209895040002e-10,5.191269752537651e-05,5.606012898522128e-12,9.134963933328573e-08,8.830391135939965e-13,1.1631434558632816e-12,1.1356145278884184e-12,4.043738534840002e-12,2.899035295612154e-13,9.968855096594481e-06,6.697984515006447e-05,1.7768580665285655e-13,4.62888331161525e-05,1.4267851785987594e-12,4.1487450662257686e-13,3.673619884897162e-05,3.122465296345001e-12,1.207075645368282e-15,9.358514620249595e-06,2.5553328706464155e-16,3.2693612795346754e-06,1.393546637789175e-16,4.741129021713481e-17,1.2066522507776508e-17,1.2421743596594391e-15,8.95035246126563e-16,2.0000287844223625e-06,7.062700833808412e-17,5.103050066052636e-16,5.082772679209508e-17,3.675416750597086e-16,6.48093971779562e-13,2.6365161510552967e-17,5.2135506847223516e-08,3.161235587999389e-16,3.62285498440454e-06,8.496491171631017e-13,1.7971334532126985e-17,1.298534263900856e-16,5.93202857694234e-13,8.950692853904743e-11,2.621573082687673e-13,1.6494392460030217e-13,6.906401457177812e-16,3.609504224720298e-13,1.9130565402412618e-17,3.639162369898528e-17,3.8363875086471293e-13,3.9251453444625707e-17,2.836841527262298e-16,1.5827759253830408e-13,2.199332076584659e-07,8.384118728130969e-14,7.659315386141008e-18,6.807784436811356e-14,5.47249827658553e-11,6.50730655118262e-14,8.820849010719693e-11,2.1211652354575906e-08,5.0827657887023016e-14
1.4368036889962793e-06,0.11237901533165257,0.9,0.0,0.0,0.0,0.0,0.09954607153039939,0.00018470303773401717,2.4489665510499572e-06,1.626373409617391e-05,2.977195715431572e-05,8.593522988826238e-07,3.321909803791617e-05,3.4647935852335327e-06,6.284507998664052e-06,5.348614148717239e-05,0.0002074794906444928,4.69350281893454e-06,3.6954470107643506e-05,1.1026287556492023e-08,8.170943139199006e-08,2.574148607883447e-08,4.461722316600759e-09,8.310347419976803e-05,4.824033195579528e-05,0.0004977077916670825,7.170230358110424e-05,0.0001280922163115524,6.398262244264241e-10,5.2791320998974156e-05,5.693825365151847e-12,9.16434007634121e-08,8.863821861489667e-13,1.1706406381799682e-12,1.1418625252222523e-12,4.14264836195239e-12,2.9083617389297426e-13,1.0021995437838054e-05,6.867988089993043e-05,1.7837649131137986e-13,4.7366001492697384e-05,1.459839897002234e-12,4.17590868697776e-13,3.769473517173743e-05,3.2036145095110686e-12,1.2269284555499777e-15,9.740832823691337e-06,2.5985711120644075e-16,3.4324527723068995e-06,1.416295612070834e-16,4.925416919850568e-17,1.2628145180051617e-17,1.282434759064157e-15,9.320807846835134e-16,2.0976957211785015e-06,7.295398857373139e-17,5.267017296112328e-16,5.2956505813642954e-17,3.827006359066359e-16,6.691042791962283e-13,2.766836814692487e-17,5.57400957585518e-08,3.2879309938739946e-16,3.7432475079849173e-06,8.636238027886482e-13,1.8700422774225635e-17,1.3503829460048537e-16,6.029601565133882e-13,9.097918347127245e-11,2.730082077769834e-13,1.7155462576028766e-13,7.202994282059926e-16,3.764515744029105e-13,2.004625901802143e-17,3.6990178280377473e-17,3.8994868622929293e-13,4.095638707486665e-17,2.958265294291643e-16,1.6083298418346734e-13,2.2720377831607433e-07,8.602672543698948e-14,7.78894945681902e-18,6.918947430802101e-14,5.561857651528859e-11,6.617498286530593e-14,8.970217212729539e-11,2.2274534358871934e-08,5.165737333956126e-14
