Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011),CHO2(367),S(1123),S(872),S(869),S(1124),S(1122),C4F10(82),S(871)
1.3089489941953621e-05,0.11348798747253164,0.9,0.0,0.0,0.0,0.0,0.09597620236103409,0.0012987497932177162,2.377482639451137e-06,1.0489172447492923e-05,3.164945341881802e-05,8.309169990164482e-07,2.6281341025162846e-05,3.351739682603666e-06,6.124062334203128e-06,0.00046712869378377916,0.0023709999392781084,4.562656885966631e-06,4.452126838233211e-05,1.0704442867994283e-08,7.932439169861686e-08,2.488972107695481e-08,4.34206202343427e-09,3.1602815630236e-05,0.00043710358908288533,0.005311621533239514,0.000638457512594813,0.0011542689346034467,6.240206952613025e-10,0.0004943501513474963,3.822349196521166e-11,3.327335037306545e-08,8.996105059130504e-13,1.3464769147726583e-12,8.62478456406875e-13,3.563995172610278e-11,1.0615133689522996e-13,3.971739947792821e-06,0.0005949229726399062,1.898248820181662e-13,0.0005106283102044756,1.502512739689962e-11,5.033378789325483e-13,0.00046928103891571895,3.807740457498116e-11,1.0924561245043342e-14,0.0005072672698580521,2.432829423804849e-15,0.00027756362927530324,1.2831704611802523e-15,3.919095384442361e-15,1.5405268692013962e-15,7.951131312135328e-14,7.405816358359834e-14,0.00019229032994483804,4.756698931404054e-15,3.323235299574046e-14,4.424974121789719e-15,3.094258397669559e-14,4.148470810717059e-11,3.897871740435951e-15,7.243789837418503e-05,3.125324727623921e-14,0.00010298173938162705,7.6899521090667e-12,1.869374810413285e-15,1.3061966036752259e-14,5.369186856705453e-12,8.10143478110972e-10,2.1691868045616304e-11,1.630704076613599e-11,7.906841062185075e-14,4.132393050746655e-11,2.0441335140009523e-15,3.293709688194765e-16,3.4722140731202948e-12,4.728041388414544e-15,3.304469761336078e-14,1.3983168581514724e-12,1.8603892326761165e-05,3.702063684160142e-13,7.293752590472185e-17,6.270814136433082e-13,5.040850031254676e-10,6.199513680978745e-13,8.403626898453788e-10,9.749633895303948e-06,4.680654028947639e-13
1.3206720314985818e-05,0.1134976844876545,0.9,0.0,0.0,0.0,0.0,0.09594279298582188,0.0013075920579507267,2.3767446047984565e-06,1.046744302336848e-05,3.163842074999608e-05,8.306423744461498e-07,2.6245475514401536e-05,3.3506374827396363e-06,6.122828938302837e-06,0.00047111255750494,0.0023907830083867406,4.5614683495254015e-06,4.450591609815069e-05,1.0701119956271856e-08,7.929976726876786e-08,2.4881494826524183e-08,4.340790876503007e-09,3.1451382168953894e-05,0.0004409456132576978,0.0053544567532227945,0.0006439047185040037,0.001159628483689113,6.238451177456836e-10,0.0004987159173169399,3.846704552890212e-11,3.309954533535174e-08,8.989070623528145e-13,1.3454291087079023e-12,8.609280929643025e-13,3.578991456461681e-11,1.0560287088059988e-13,3.952378787697471e-06,0.0005983109481107321,1.8976179824360515e-13,0.0005140381525875252,1.5118904238431757e-11,5.031675671059363e-13,0.00047150604762723224,3.824135635387277e-11,1.1017767448678995e-14,0.0005139859423354913,2.4543142230572477e-15,0.0002809323388188383,1.294449112833951e-15,3.978360465641365e-15,1.5636201631581708e-15,8.072874590928069e-14,7.503040997528293e-14,0.00019499277952650179,4.830965049486436e-15,3.3749816763479624e-14,4.484397146898375e-15,3.135681951498229e-14,4.211989898588652e-11,3.94869252719662e-15,7.396925271758085e-05,3.172766518527675e-14,0.00010468448445450318,7.75556141497979e-12,1.89831510756503e-15,1.3263635045208855e-14,5.414996083493138e-12,8.170555203494611e-10,2.197664212117841e-11,1.6554578323136697e-11,8.01142487395705e-14,4.1870522485421246e-11,2.0705830691541605e-15,3.3218110332698463e-16,3.5018383870424866e-12,4.7920018171209025e-15,3.349034197546855e-14,1.41022661446271e-12,1.893306742098511e-05,3.7147435175539204e-13,7.358166077070403e-17,6.325934647895671e-13,5.085159147531429e-10,6.254266426016933e-13,8.477845888340235e-10,9.974839776014818e-06,4.721795733300445e-13
1.3323950688018015e-05,0.11350736469460702,0.9,0.0,0.0,0.0,0.0,0.09590941044293912,0.0013163935680014988,2.376006904873397e-06,1.044602429686331e-05,3.1627397290261426e-05,8.303679405731018e-07,2.6210115634623043e-05,3.3495360069681547e-06,6.121600363092605e-06,0.0004750937631541254,0.0024105469124710587,4.560281337337301e-06,4.449057612190724e-05,1.069779855150834e-08,7.927515400599254e-08,2.4873274288363723e-08,4.339520257497875e-09,3.13022904344528e-05,0.00044478629802589565,0.0053972479370625066,0.0006493470445455427,0.001164923644716933,6.236695945077176e-10,0.0005030802098661884,3.870919448680198e-11,3.29283583271263e-08,8.982045961808444e-13,1.3443827388625033e-12,8.593957263743744e-13,3.5937765724895985e-11,1.0506267112216551e-13,3.93331755864833e-06,0.0006016833098906327,1.8969878117302325e-13,0.00051742614167356,1.521195926964558e-11,5.029973901576881e-13,0.00047369128480495896,3.840194660991732e-11,1.1110890154852613e-14,0.0005207297030111509,2.475791772966853e-15,0.0002843059389762012,1.3057238329329144e-15,4.037904043280991e-15,1.586801702213341e-15,8.195206610155784e-14,7.600359228652136e-14,0.00019770536286802296,4.905624915613389e-15,3.427001011177623e-14,4.543908843699555e-15,3.177166091706658e-14,4.275816157952054e-11,3.9994459471014496e-15,7.551456767197783e-05,3.2203965070560336e-14,0.00010640329141373271,7.821111944934612e-12,1.927384136338664e-15,1.3466195323875076e-14,5.460764272183614e-12,8.239613704498233e-10,2.226169036040922e-11,1.6803097847446425e-11,8.115889390826375e-14,4.241649102103936e-11,2.0970540316083052e-15,3.349887203814544e-16,3.5314361620858482e-12,4.8559261070424704e-15,3.39357184021057e-14,1.4221258524518164e-12,1.9265032347217745e-05,3.727381873669043e-13,7.42255782449937e-17,6.381035943211784e-13,5.129452816738023e-10,6.309000691345582e-13,8.552039828427577e-10,1.0202986330367824e-05,4.762923094832775e-13
1.3441181061050212e-05,0.11351702827213653,0.9,0.0,0.0,0.0,0.0,0.0958760544790052,0.0013251545029686815,2.375269538550009e-06,1.042490883296059e-05,3.161638294717157e-05,8.300936958879294e-07,2.6175249224526215e-05,3.3484352497999064e-06,6.120376560477803e-06,0.00047907231844825326,0.0024302918986138173,4.559095832966996e-06,4.447524835649023e-05,1.0694478648628924e-08,7.925055187449301e-08,2.4865059417284095e-08,4.338250129601568e-09,3.115548518242688e-05,0.0004486256444755027,0.00543999579313019,0.000654784495126637,0.0011701551091558907,6.234941102916666e-10,0.0005074430300568649,3.894994588344687e-11,3.275972826238922e-08,8.975031111379486e-13,1.3433378163361266e-12,8.578809861569384e-13,3.60835289934916e-11,1.0453055832469618e-13,3.914549133465775e-06,0.0006050403042590762,1.8963583008271972e-13,0.0005207923966535532,1.5304296883283385e-11,5.028273466690858e-13,0.00047583711006884136,3.855920878787851e-11,1.1203929438951042e-14,0.0005274983216536155,2.4972620787198995e-15,0.0002876843396476613,1.3169946246613003e-15,4.097723395238116e-15,1.6100701873701698e-15,8.3181207052853e-14,7.697764935193187e-14,0.00020042793975561082,4.9806748230145125e-15,3.4792907233303886e-14,4.603505587768189e-15,3.2187083017523214e-14,4.339946114411553e-11,4.050126854050614e-15,7.707373401503495e-05,3.268211565091242e-14,0.00010813809087619237,7.886603752019376e-12,1.9565801127618213e-15,1.3669634460584153e-14,5.506491459840286e-12,8.308610340044106e-10,2.25469947997284e-11,1.7052583007236997e-11,8.220222644743685e-14,4.2961773511603585e-11,2.123545061151364e-15,3.3779382225667513e-16,3.5610074222206502e-12,4.9198070091997774e-15,3.438077655832378e-14,1.4340145792532816e-12,1.9599784628785667e-05,3.7399685755947025e-13,7.486927848420025e-17,6.436118037993003e-13,5.17373105142217e-10,6.363716490282873e-13,8.626208736765684e-10,1.0434078360422545e-05,4.804036125192152e-13
1.3558411434082409e-05,0.11352667539635919,0.9,0.0,0.0,0.0,0.0,0.09584272484648584,0.0013338750432816794,2.3745325046643327e-06,1.0404089434794352e-05,3.1605377630485584e-05,8.298196388877929e-07,2.6140864507357923e-05,3.3473352058304407e-06,6.119157483012405e-06,0.0004830482309223225,0.0024500182080901857,4.55791182020911e-06,4.445993270404772e-05,1.0691160242400106e-08,7.92259608341946e-08,2.4856850168254486e-08,4.336980518929449e-09,3.101091288544614e-05,0.0004524636536840339,0.005482701010922437,0.0006602170746328774,0.0011753235626817344,6.23318676713855e-10,0.0005118043789413636,3.918930678319011e-11,3.259359497004843e-08,8.968025918910085e-13,1.3422943159179036e-12,8.563834207504747e-13,3.622722827900619e-11,1.0400633177633435e-13,3.896066609076689e-06,0.0006083821718073939,1.89572944246735e-13,0.0005241370368251828,1.539592151075949e-11,5.026574352174295e-13,0.0004779438861786201,3.8713176493791715e-11,1.1296885375985577e-14,0.0005342915686295243,2.518725145455694e-15,0.00029106745212805515,1.3282614911726693e-15,4.1578156986442165e-15,1.6334241996099738e-15,8.441610481895155e-14,7.795251081141063e-14,0.00020316037048082443,5.056111225908215e-15,3.5318483445019834e-14,4.663183204444134e-15,3.260305682220613e-14,4.404376429695405e-11,4.1007301638869084e-15,7.864664209334803e-05,3.316208548139967e-14,0.00010988881120039288,7.952036889052963e-12,1.9859012426047623e-15,1.387393997310966e-14,5.552177683344544e-12,8.377545165782043e-10,2.2832534864921102e-11,1.7303017402735836e-11,8.324413517705719e-14,4.3506311887756765e-11,2.150054400721645e-15,3.4059641121498533e-16,3.5905521912963066e-12,4.983637788014787e-15,3.482546968443489e-14,1.4458928020309758e-12,1.9937321790701784e-05,3.7525125842350027e-13,7.551276164361393e-17,6.491180947697572e-13,5.217993864011393e-10,6.418413836027205e-13,8.700352631247736e-10,1.0668120456861798e-05,4.84513483591939e-13
1.3675641807114606e-05,0.11353630624077038,0.9,0.0,0.0,0.0,0.0,0.09580942130351151,0.0013425553701595155,2.3737958020247218e-06,1.0383559132099655e-05,3.159438125209548e-05,8.295457681130508e-07,2.610695007921121e-05,3.3462358697385355e-06,6.117943083888164e-06,0.00048702150793605826,0.002469726076546558,4.556729283082972e-06,4.444462906641162e-05,1.068784332745397e-08,7.920138084641121e-08,2.4848646497562065e-08,4.335711402995923e-09,3.0868521662501834e-05,0.00045630032671881246,0.005525364261664227,0.0006656447874287167,0.0011804296852385206,6.23143284540998e-10,0.0005161642575630814,3.9427284252528156e-11,3.2429900873645274e-08,8.961030381495138e-13,1.3412522407299564e-12,8.549026648266308e-13,3.636888700554252e-11,1.0348981790203072e-13,3.877863295881697e-06,0.0006117091476117612,1.8951012296760887e-13,0.000527460181575977,1.5486837543735672e-11,5.024876543885914e-13,0.00048001197880347585,3.886388353528253e-11,1.1389758040611727e-14,0.0005411092149407544,2.540180978272586e-15,0.0002944551890743412,1.3395244355910009e-15,4.2181782592711325e-15,1.656862441611639e-15,8.565669438149485e-14,7.89281157920424e-14,0.00020590251586667668,5.13193050774472e-15,3.584671356950526e-14,4.7229380797940455e-15,3.301955723932113e-14,4.4691037132361817e-11,4.151250993574162e-15,8.02331818672108e-05,3.364384382946845e-14,0.00011165537857275993,8.017411408606593e-12,2.0153457712388984e-15,1.4079099654310714e-14,5.597822979400188e-12,8.446418237093175e-10,2.3118292696132058e-11,1.755438499225901e-11,8.42845075488523e-14,4.405004729548832e-11,2.176580677557659e-15,3.433964895080504e-16,3.6200704930498276e-12,5.0474116100112825e-15,3.526975034125501e-14,1.4577605279767528e-12,2.0277641359672262e-05,3.7650079707097175e-13,7.61560278771645e-17,6.546224687639496e-13,5.262241266814887e-10,6.473092741667219e-13,8.774471529613743e-10,1.0905117002191979e-05,4.886219238441651e-13
1.3792872180146803e-05,0.11354592097625615,0.9,0.0,0.0,0.0,0.0,0.09577614361369936,0.0013511956655702137,2.373059429426617e-06,1.0363311170014291e-05,3.158339372595737e-05,8.292720821188535e-07,2.607349489296031e-05,3.3451372362906783e-06,6.116733316922263e-06,0.0004909921566805259,0.002489415734178663,4.555548205827517e-06,4.442933734549699e-05,1.0684527898372757e-08,7.917681187003614e-08,2.4840448361917554e-08,4.334442800932184e-09,3.072826121574109e-05,0.0004601356646371558,0.005567986198908659,0.0006710676378579559,0.0011854741511022903,6.229679424535745e-10,0.0005205226669565687,3.9663885372370244e-11,3.2268589519968195e-08,8.954044369258231e-13,1.3402115696987942e-12,8.534383024002226e-13,3.650852861028909e-11,1.0298083036892464e-13,3.859932709044217e-06,0.0006150214614053923,1.8944736555059634e-13,0.0005307619503664508,1.5577049397050163e-11,5.023180027750638e-13,0.000482041756291074,3.901136385433413e-11,1.1482547507128072e-14,0.0005479510322602413,2.5616295822246977e-15,0.00029784746447230253,1.350783461011149e-15,4.27880832463992e-15,1.6803835409955407e-15,8.690291271326729e-14,7.99043976931494e-14,0.00020865423729312426,5.208129169483287e-15,3.6377573249941774e-14,4.782766255944672e-15,3.343655678392428e-14,4.5341246751160973e-11,4.201684545567507e-15,8.183324295542798e-05,3.412735995997926e-14,0.00011343771709460932,8.082727362996774e-12,2.044911942985427e-15,1.428510129071189e-14,5.643427384537189e-12,8.515229609096972e-10,2.34042488115517e-11,1.7806669744523343e-11,8.532323762508973e-14,4.4592924395496124e-11,2.203122251042694e-15,3.4619405937668227e-16,3.649562351103707e-12,5.111122038702323e-15,3.5713573854429345e-14,1.4696177643075173e-12,2.0620740864102606e-05,3.777461578855992e-13,7.679907733750504e-17,6.601249272987511e-13,5.306473272027121e-10,6.527753220177933e-13,8.84856544945347e-10,1.1145072174025946e-05,4.927289344082854e-13
1.3910102553179e-05,0.11355551977116735,0.9,0.0,0.0,0.0,0.0,0.09574289154598294,0.001359796112189708,2.3723233856515913e-06,1.0343339000464425e-05,3.157241496802568e-05,8.289985794984311e-07,2.604048824190298e-05,3.3440393003511256e-06,6.11552813654465e-06,0.0004949601841843016,0.0025090874058997376,4.554368572896589e-06,4.4414057443577244e-05,1.0681213949669236e-08,7.915225386515523e-08,2.4832255719187064e-08,4.333174697084603e-09,3.059008276814237e-05,0.0004639696684866612,0.0056105674590982415,0.0006764856302442119,0.0011904576289358364,6.227926441369996e-10,0.0005248796081477355,3.9899117225483e-11,3.210960668651467e-08,8.947067860935933e-13,1.3391723021941195e-12,8.519899820776596e-13,3.664617612520215e-11,1.0247920356609318e-13,3.84226856114366e-06,0.0006183193377410941,1.8938467132479218e-13,0.0005340424627135976,1.566656145443323e-11,5.021484789843943e-13,0.00048403358944373566,3.915565154988351e-11,1.1575253849492233e-14,0.0005548167929676987,2.5830709623262595e-15,0.0003012441936053936,1.3620385704997351e-15,4.339703242348799e-15,1.7039862172025403e-15,8.815469617051593e-14,8.088129708098652e-14,0.00021141539672237366,5.284703669501113e-15,3.691103783196523e-14,4.842664197982552e-15,3.3854030914681344e-14,4.599435995961743e-11,4.25202620337996e-15,8.344671467857893e-05,3.46126037395503e-14,0.00011523574886637703,8.147984804301873e-12,2.074598035516339e-15,1.4491932900633107e-14,5.688990935115898e-12,8.583979336656445e-10,2.3690385781865782e-11,1.805985593239527e-11,8.636021925626504e-14,4.5134887688130854e-11,2.2296777657970323e-15,3.489891230514465e-16,3.6790277889725086e-12,5.174762611908176e-15,3.61568953724443e-14,1.4814645182645518e-12,2.0966617834103396e-05,3.7898695280628554e-13,7.744191017598988e-17,6.656254718772314e-13,5.35068989172989e-10,6.582395284428202e-13,8.922634408209634e-10,1.1387989948298731e-05,4.968345164059569e-13
1.4027332926211196e-05,0.11356510279138371,0.9,0.0,0.0,0.0,0.0,0.09570966487445387,0.0013683568933610198,2.371587669463766e-06,1.0323636275044208e-05,3.156144489619125e-05,8.28725258861741e-07,2.6007919745758596e-05,3.3429420568712715e-06,6.114327497786384e-06,0.000498925597319252,0.002528741311498901,4.55319036895457e-06,4.439878926347358e-05,1.0677901475783219e-08,7.912770678993396e-08,2.48240685277278e-08,4.331907103735762e-09,3.045393900737139e-05,0.000467802339305387,0.005653108662091424,0.0006818987688913654,0.001195380781834954,6.2261739540504e-10,0.0005292350821540068,4.01329869047302e-11,3.195289936534236e-08,8.940100749494543e-13,1.3381344212175468e-12,8.5055732104147e-13,3.678185252581597e-11,1.0198476461142829e-13,3.824864755009195e-06,0.0006216029961442463,1.8932203962497715e-13,0.0005373018381747123,1.575537811248456e-11,5.019790816367539e-13,0.0004859878513024625,3.9296780826437596e-11,1.1667877141321925e-14,0.0005617062701845137,2.60450512354956e-15,0.0003046452930256852,1.3732897670956162e-15,4.4008603290716245e-15,1.7276691435923602e-15,8.941198263954084e-14,8.18587510245573e-14,0.00021418585672370257,5.3616505554743876e-15,3.7447083284767764e-14,4.902628159852657e-15,3.4271953621212524e-14,4.665034434014798e-11,4.302271449882391e-15,8.507348610055646e-05,3.509954513497634e-14,0.00011704939406887463,8.213183784358515e-12,2.1044023313378257e-15,1.469958253677817e-14,5.734513667330596e-12,8.652667474384449e-10,2.3976685191610738e-11,1.8313927889024174e-11,8.739535165630041e-14,4.567588451692791e-11,2.2562456946073795e-15,3.517816827525921e-16,3.708466830061967e-12,5.238327187778861e-15,3.6599672274864944e-14,1.4933007971113372e-12,2.1315269801495637e-05,3.8022365946606495e-13,7.808452654274093e-17,6.711241039886574e-13,5.394891137895426e-10,6.63701894717865e-13,8.996678423180792e-10,1.163387410240334e-05,5.009386709488869e-13
1.4144563299243393e-05,0.11357467020038287,0.9,0.0,0.0,0.0,0.0,0.0956764633782083,0.0013768781930532804,2.3708522796102693e-06,1.0304196837879431e-05,3.1550483430221765e-05,8.284521188512436e-07,2.5975779338713177e-05,3.3418455008868657e-06,6.113131356268966e-06,0.0005028884028060435,0.0025483776657930423,4.552013578872196e-06,4.438353270871406e-05,1.067459047107327e-08,7.910317060306813e-08,2.481588674687745e-08,4.330640010085836e-09,3.031978403008159e-05,0.00047163367812210106,0.005695610411668239,0.0006873070580839882,0.0012002442673701857,6.224421920384355e-10,0.0005335890899845139,4.036550150422809e-11,3.179841646478558e-08,8.933143001018648e-13,1.337097923509111e-12,8.491399827533802e-13,3.691558044938365e-11,1.014973558827692e-13,3.8077153764553406e-06,0.0006248726512594938,1.8925946980577008e-13,0.0005405401963314104,1.584350374393191e-11,5.018098093702894e-13,0.0004879049169366989,3.9434786004568244e-11,1.176041745590761e-14,0.0005686192378081946,2.6259320708281167e-15,0.00030805068052629204,1.38453705381065e-15,4.462276977286016e-15,1.7514310599585045e-15,9.067470977734194e-14,8.283670178714668e-14,0.0002169654804979119,5.438966356363742e-15,3.7985685446663134e-14,4.962654701357602e-15,3.469030102181152e-14,4.7309167373856466e-11,4.352415931153859e-15,8.671344606882751e-05,3.558815462014838e-14,0.00011887857104257736,8.278324354774073e-12,2.1343231409623616e-15,1.490803844662867e-14,5.779995617213248e-12,8.721294076648578e-10,2.4263130115102353e-11,1.8568870205527858e-11,8.842853479165713e-14,4.62158625859235e-11,2.2828247113388613e-15,3.545717406905179e-16,3.7378794976740355e-12,5.3018096590748414e-15,3.704186218361148e-14,1.5051266081325408e-12,2.166669429981592e-05,3.8145603651383774e-13,7.872692658664042e-17,6.766208251090627e-13,5.439077022388436e-10,6.691624221087359e-13,9.070697511524397e-10,1.1882728218288872e-05,5.050413991386161e-13
1.426179367227559e-05,0.1135842221592888,0.9,0.0,0.0,0.0,0.0,0.09564328684119962,0.0013853601958211095,2.3701172148244205e-06,1.0285014718194834e-05,3.153953049170439e-05,8.281791581279042e-07,2.5944057258081456e-05,3.340749627513545e-06,6.111939668193926e-06,0.0005068486072194693,0.0025679966787739363,4.5508381877225244e-06,4.4368287683680696e-05,1.0671280929839621e-08,7.907864526188611e-08,2.4807710336523308e-08,4.32937342423766e-09,3.0187573290252358e-05,0.0004754636859564626,0.005738073296021301,0.0006927105020877584,0.0012050487376266243,6.222670380887108e-10,0.000537941632640244,4.059666812455084e-11,3.164610813115977e-08,8.926194523322095e-13,1.3360627946673232e-12,8.477376119947324e-13,3.704738243105872e-11,1.0101681605058763e-13,3.7908146872511074e-06,0.0006281285129927884,1.891969612292588e-13,0.0005437576567737987,1.5930942727225236e-11,5.016406608396617e-13,0.0004897851632385914,3.956970148135505e-11,1.1852874866215144e-14,0.0005755554705458472,2.6473518090554984e-15,0.00031146027511461935,1.3957804336301796e-15,4.5239505666469416e-15,1.7752706792768814e-15,9.194281646122849e-14,8.381508961371403e-14,0.00021975413190119587,5.5166476715056395e-15,3.852682064733932e-14,5.022740259275673e-15,3.510904837889684e-14,4.797079716328259e-11,4.402455400722285e-15,8.836648325368932e-05,3.607840283649081e-14,0.00012072319636552782,8.343406566925604e-12,2.1643587836069377e-15,1.5117288938825315e-14,5.825436820636873e-12,8.789859197576885e-10,2.4549703061852904e-11,1.8824667565942288e-11,8.945967313767663e-14,4.675477198271219e-11,2.309413381846597e-15,3.573592990657835e-16,3.767265815006896e-12,5.365204186508673e-15,3.748342458694317e-14,1.5169419586320383e-12,2.2020888864321132e-05,3.826844335041121e-13,7.936911045538223e-17,6.821156367013315e-13,5.483247556968877e-10,6.74621111870903e-13,9.144691690259513e-10,1.2134555685544035e-05,5.091427020671126e-13
1.4379024045307787e-05,0.11359375882692647,0.9,0.0,0.0,0.0,0.0,0.09561013505209487,0.0013938030867639698,2.3693824738272467e-06,1.0266084123080273e-05,3.152858600399029e-05,8.279063753816916e-07,2.591274403291454e-05,3.3396544319493113e-06,6.1107523903324624e-06,0.000510806216993568,0.0025875985557505146,4.549664180777077e-06,4.4353054093738285e-05,1.0667972846323889e-08,7.905413072405063e-08,2.4799539257424505e-08,4.328107338620139e-09,3.005726354829997e-05,0.0004792923638192495,0.005780497888230883,0.0006981091051498657,0.0012097948392415794,6.220919307468005e-10,0.0005422927111142121,4.082649386633138e-11,3.1495926196701004e-08,8.919255274594801e-13,1.335029029737513e-12,8.463498878911636e-13,3.717728071158709e-11,1.0054299543931715e-13,3.7741571185361976e-06,0.0006313707866487618,1.8913451327458407e-13,0.000546954339084827,1.6017699421287813e-11,5.01471634719898e-13,0.000491628968721865,3.970156173294634e-11,1.1945249444896347e-14,0.0005825147439470926,2.6687643430876868e-15,0.0003148739969865674,1.407019909513725e-15,4.585878536895843e-15,1.7991867646048447e-15,9.321624158493267e-14,8.479385866871826e-14,0.00022255167546856466,5.594691096703044e-15,3.907046519162279e-14,5.082881500616772e-15,3.5528172557255227e-14,4.863520183216815e-11,4.452385762684117e-15,9.00324861865142e-05,3.6570260870582035e-14,0.00012258318492979682,8.408430471969746e-12,2.194507603009807e-15,1.532732249264279e-14,5.8708373133190515e-12,8.858362891062644e-10,2.4836387667548745e-11,1.9081304882020655e-11,9.048867251654154e-14,4.7292563476618825e-11,2.3360104188374535e-15,3.6014436006948713e-16,3.796625805159025e-12,5.428505002806964e-15,3.792431947561616e-14,1.52874685593191e-12,2.237785103199286e-05,3.839087073274751e-13,8.00110782954731e-17,6.876085402156716e-13,5.52740275329402e-10,6.800779652499376e-13,9.218660976269581e-10,1.2389359704462628e-05,5.132425808166838e-13
1.4496254418339984e-05,0.113603280359868,0.9,0.0,0.0,0.0,0.0,0.09557700780413741,0.0014022070514858676,2.368648055328104e-06,1.0247399430790478e-05,3.15176498921413e-05,8.276337693217787e-07,2.5881830472791388e-05,3.338559909470872e-06,6.109569480015289e-06,0.0005147612384265328,0.0026071834974859204,4.548491543502149e-06,4.433783184533906e-05,1.0664666214717761e-08,7.902962694622454e-08,2.479137347091367e-08,4.326841758365041e-09,2.992881282365175e-05,0.0004831197127125367,0.005822884746722256,0.0007035028714994063,0.001214483213439554,6.219168728093575e-10,0.0005466423263916077,4.105498583345994e-11,3.134782371791227e-08,8.912325173772051e-13,1.3339966162403702e-12,8.449764794813453e-13,3.73052973988003e-11,1.0007574304756308e-13,3.757737264624357e-06,0.0006345996730630173,1.8907212532941151e-13,0.000550130362824858,1.6103778185580786e-11,5.013027297054069e-13,0.0004934367133257513,3.983040128311479e-11,1.2037541264292725e-14,0.0005894968344360873,2.690169677742482e-15,0.000318291767501679,1.4182554843954716e-15,4.648058327331139e-15,1.8231780654304472e-15,9.449492504620012e-14,8.577295211158337e-14,0.00022535797643667918,5.673093284946694e-15,3.961659578358625e-14,5.143075029795089e-15,3.59476499862843e-14,4.930235001764524e-11,4.502203033093539e-15,9.171134329690442e-05,3.706370002193075e-14,0.0001244584500163093,8.473396120843344e-12,2.2247679542342374e-15,1.5538127666637026e-14,5.916197130825167e-12,8.926805210769681e-10,2.5123167291599382e-11,1.9338767180376003e-11,9.151544264728284e-14,4.7829189891750804e-11,2.3626144708903928e-15,3.629269258833295e-16,3.8259594911298055e-12,5.49170657127774e-15,3.8364508446440534e-14,1.5405413073708541e-12,2.2737578341541445e-05,3.8512911564381295e-13,8.065283025227412e-17,6.930995370897498e-13,5.571542622920966e-10,6.855329834815119e-13,9.292605386305053e-10,1.2647143289081212e-05,5.17341036460442e-13
1.461348479137218e-05,0.11361278691248462,0.9,0.0,0.0,0.0,0.0,0.09554390489501399,0.0014105722760551797,2.367913958025405e-06,1.0228955184504029e-05,3.150672208287852e-05,8.273613386834486e-07,2.585130765721242e-05,3.3374660554327047e-06,6.108390895122883e-06,0.0005187136776854084,0.0026267517003293636,4.547320261555279e-06,4.4322620846104575e-05,1.066136102916139e-08,7.900513388520714e-08,2.4783212939106434e-08,4.325576678024329e-09,2.980218034853824e-05,0.00048694573362990516,0.005865234415705354,0.0007088918053477633,0.0012191144960643386,6.217418624087079e-10,0.0005509904794499579,4.1282151128383723e-11,3.1201755254827707e-08,8.905404174381062e-13,1.3329655481664477e-12,8.436170816619491e-13,3.7431454337236456e-11,9.961491694832128e-14,3.7415498770677847e-06,0.0006378153687294113,1.8900979679635895e-13,0.0005532858475164634,1.6189183362820624e-11,5.011339445124972e-13,0.0004952087782241352,3.995625470068197e-11,1.2129750396444429e-14,0.0005965015193428989,2.7115678178013342e-15,0.0003217135091593344,1.4294871611848977e-15,4.7104874262985126e-15,1.8472433699037193e-15,9.577880692755482e-14,8.675231612759945e-14,0.0002281729007661726,5.751850896126557e-15,4.0165189175289136e-14,5.203317628484699e-15,3.636745832909457e-14,4.9972210461913764e-11,4.551903368683017e-15,9.340294294873587e-05,3.755869199101568e-14,0.0001263489033679704,8.538303564271434e-12,2.2551382143885347e-15,1.5749693172838078e-14,5.961516308571664e-12,8.995186210136933e-10,2.5410026164684155e-11,1.9597039693725156e-11,9.253989498585517e-14,4.836460494510371e-11,2.3892242955609095e-15,3.6570699867992566e-16,3.8552668958228565e-12,5.554803451995088e-15,3.880395377081865e-14,1.5523253203032293e-12,2.310006833340976e-05,3.8634558038403165e-13,8.129436647000849e-17,6.985886287490903e-13,5.615667177308683e-10,6.909861677917566e-13,9.366524936986043e-10,1.2907909270185362e-05,5.214380700623011e-13
