Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286)
7.547947344293366e-08,0.11224880778180181,0.9,0.0,0.0,0.0,0.0,0.0999795753647367,6.38829242346996e-06,2.1342346762802695e-06,2.7979532360238994e-06,3.7390600849486633e-06,8.360498319485784e-07,3.380719617842127e-06,2.2444944371859414e-06,2.4813804089535212e-06,2.7724110913781062e-06,3.138946658920277e-06,1.945640688906752e-06,3.057282212481722e-06,9.609227875132752e-09,7.118324711567039e-08,2.5039418621822286e-08,4.329078450462235e-09,5.0211043787227805e-06,1.8603652180723845e-06,4.802926286824654e-06,2.2303430758773357e-06,5.380307111339865e-07,4.131504962493571e-10,1.0677535946533751e-06,1.9801836782097082e-13,5.530552042326611e-09,1.1193517482525903e-13,9.738290683726799e-14,1.1684919238865094e-13,1.749657050023536e-14,1.766656376495999e-14,1.1467563457557627e-07,1.3193361837390092e-07,2.2402095421699543e-14,2.3449529903178833e-07,7.267134332165853e-15
7.758876581060869e-08,0.1122489254149931,0.9,0.0,0.0,0.0,0.0,0.09997899854522613,6.595932029100532e-06,2.1518920834140944e-06,2.8578939110933212e-06,3.840514701054736e-06,8.384798958489341e-07,3.478653638995523e-06,2.282908442990621e-06,2.5350989669019524e-06,2.8498777050775708e-06,3.239398188610454e-06,1.9864872017474744e-06,3.154655761634984e-06,9.688729031306296e-09,7.17737814621105e-08,2.51125872079241e-08,4.3417170018808715e-09,5.229202813076595e-06,1.9303275548789828e-06,5.04325871103763e-06,2.3252617914940303e-06,5.691221213680321e-07,4.202238216498226e-10,1.120917487870521e-06,2.0445319480042424e-13,5.7610043631135896e-09,1.149716093170402e-13,1.0048383944898108e-13,1.2023330676622222e-13,1.8507526248440754e-14,1.8398537225258204e-14,1.2262726730918822e-07,1.4165411049170967e-07,2.300994768574135e-14,2.4775529007380966e-07,7.678016234151291e-15
7.969805817828372e-08,0.11224904385286699,0.9,0.0,0.0,0.0,0.0,0.09997842133145515,6.8048993676971265e-06,2.1685699892795613e-06,2.9170671275295894e-06,3.941654058051168e-06,8.406833911854978e-07,3.5765868245289876e-06,2.320232826587109e-06,2.588092550111832e-06,2.9273439219501777e-06,3.3405996999352126e-06,2.0267292070152857e-06,3.2524844189345177e-06,9.763820056258707e-09,7.233155742092268e-08,2.517893394298497e-08,4.3531774924066256e-09,5.438747324011038e-06,2.000484130403856e-06,5.288170893101819e-06,2.420940586715784e-06,6.011013455699878e-07,4.270965386434883e-10,1.1749709366213105e-06,2.1092908696667603e-13,5.993073565607507e-09,1.1799856339373556e-13,1.0359922488295177e-13,1.2361734473996948e-13,1.954733900779921e-14,1.9135587811299565e-14,1.3085416988217456e-07,1.5177067612775092e-07,2.361591111618911e-14,2.6136969292954964e-07,8.099875707536569e-15
8.180735054595875e-08,0.11224916307869738,0.9,0.0,0.0,0.0,0.0,0.0999778437208726,7.015176498646714e-06,2.1843226915733746e-06,2.9754882969413844e-06,4.042475549669713e-06,8.426814009924804e-07,3.674507911673787e-06,2.356491671488001e-06,2.6403701578196427e-06,3.0048097566095116e-06,3.4425527368225126e-06,2.0663756448454867e-06,3.3507552216019e-06,9.8347454213107e-09,7.285839092111855e-08,2.523909362515772e-08,4.3635695541100805e-09,5.649649725766636e-06,2.0708168306412116e-06,5.537597791667185e-06,2.517337290246108e-06,6.339683248598995e-07,4.3377308113909947e-10,1.2298886276957315e-06,2.1744548719265834e-13,6.2266609251180585e-09,1.2101595914126368e-13,1.0672864985962639e-13,1.2700091694168114e-13,2.0616006240096356e-14,1.98774051622431e-14,1.3935488883960874e-07,1.6228597302329387e-07,2.4219970097941757e-14,2.7533740740243885e-07,8.532678419344464e-15
8.391664291363378e-08,0.1122492830764632,0.9,0.0,0.0,0.0,0.0,0.09997726571108471,7.226745704288271e-06,2.199201478161045e-06,3.033172580428333e-06,4.142976923744168e-06,8.444930463201232e-07,3.772405966057453e-06,2.3917089934225363e-06,2.691940698527103e-06,3.082275224399355e-06,3.5452586719631415e-06,2.105435323150927e-06,3.4494554961950036e-06,9.90173604624313e-09,7.335599723109206e-08,2.529364197837556e-08,4.372992616702491e-09,5.861826576836242e-06,2.141309227232615e-06,5.79147624589601e-06,2.614412068350333e-06,6.677228997497663e-07,4.4025787060804957e-10,1.2856458128195787e-06,2.2400184527666495e-13,6.461673036910742e-09,1.240237292496085e-13,1.0987171032674819e-13,1.3038364536506336e-13,2.1713522134038338e-14,2.062369561567702e-14,1.4812782996889283e-07,1.7320249619046136e-07,2.4822111137455387e-14,2.896573253595459e-07,8.97638979103165e-15
8.602593528130881e-08,0.11224940383080946,0.9,0.0,0.0,0.0,0.0,0.09997668729984689,7.439589487657281e-06,2.2132547939463017e-06,3.090134890284558e-06,4.2431562488509174e-06,8.461356689095799e-07,3.8702703750366365e-06,2.4259086998639916e-06,2.74281299030132e-06,3.159740341387035e-06,3.6487187167096286e-06,2.1439169195776837e-06,3.548572857547928e-06,9.965010050614082e-09,7.382599653939e-08,2.534310115258855e-08,4.38153685744856e-09,6.075198882994723e-06,2.211946420521009e-06,6.049744891629095e-06,2.7121272952580162e-06,7.023648130903948e-07,4.4655530862905117e-10,1.3422183065910216e-06,2.3059761787221525e-13,6.6980214826378306e-09,1.2702181601373272e-13,1.1302801142529637e-13,1.337651631349121e-13,2.2839877701207548e-14,2.13741811623279e-14,1.5717126904164765e-07,1.845225866285298e-07,2.5422322662874056e-14,3.043283319014285e-07,9.430975034760645e-15
8.813522764898384e-08,0.11224952532700878,0.9,0.0,0.0,0.0,0.0,0.09997610848505563,7.653690570237986e-06,2.2265283984926285e-06,3.1463898918306436e-06,4.343011884054266e-06,8.476249968735139e-07,3.968090841116357e-06,2.4591145533424174e-06,2.7929957610961166e-06,3.23720512435597e-06,3.752933930321237e-06,2.1818289834318066e-06,3.6480952072472683e-06,1.0024773463437576e-08,7.426991922619644e-08,2.5387944712312225e-08,4.3892840627088724e-09,6.289691821724834e-06,2.2827148972054664e-06,6.3123440826560255e-06,2.8104474307476346e-06,7.378937129582046e-07,4.526697701300438e-10,1.3995824835113004e-06,2.3723226841816753e-13,6.935622520835583e-09,1.3001017042752263e-13,1.1619716744065814e-13,1.371451142792888e-13,2.399506087005938e-14,2.212859847611206e-14,1.664833618589184e-07,1.9624843949764163e-07,2.602059484276381e-14,3.193493064209148e-07,9.896399186226281e-15
9.024452001665887e-08,0.11224964755092631,0.9,0.0,0.0,0.0,0.0,0.09997552926474124,7.869031889723874e-06,2.2390655148818006e-06,3.2019520053627726e-06,4.442542451485256e-06,8.489752948675009e-07,4.065857375456728e-06,2.491350138292839e-06,2.8424976490936473e-06,3.314669590797486e-06,3.8579052286014085e-06,2.2191799375775306e-06,3.7480107316864423e-06,1.0081220893408478e-08,7.468921084174997e-08,2.5428602158202965e-08,4.396308408833531e-09,6.505234486433366e-06,2.35360240132073e-06,6.579215816736093e-06,2.9093389045369693e-06,7.743091554826997e-07,4.586055972812181e-10,1.4577152741910298e-06,2.439052670691026e-13,7.174396799681479e-09,1.329887513626466e-13,1.193788017403592e-13,1.4052315350473302e-13,2.5179056577988814e-14,2.2886698013877943e-14,1.7606215364570667e-07,2.0838211178656218e-07,2.661691942182148e-14,3.347191235605513e-07,1.0372627134339771e-14
9.23538123843339e-08,0.11224977048898707,0.9,0.0,0.0,0.0,0.0,0.09997494963706088,8.08559659778691e-06,2.2509069702989162e-06,3.256835408207926e-06,4.541746811486345e-06,8.501995002170247e-07,4.163560291468003e-06,2.522638831188796e-06,2.8913272030653688e-06,3.39213375890196e-06,3.963633391973717e-06,2.255978080307364e-06,3.848307899739488e-06,1.0134536161876186e-08,7.508523680806159e-08,2.5465463025764034e-08,4.402677170025102e-09,6.721759648865086e-06,2.4245978172830886e-06,6.850303666018442e-06,3.00877000709904e-06,8.116106076154022e-07,4.6436709399316915e-10,1.5165941608130144e-06,2.506160906259636e-13,7.414269090215611e-09,1.359575248241502e-13,1.2257254669967887e-13,1.4389894597452378e-13,2.639184686148933e-14,2.364824317912703e-14,1.85905587840699e-07,2.2092552951095408e-07,2.7211289571956686e-14,3.504366540783118e-07,1.0859623648071256e-14
9.446310475200892e-08,0.11224989412814507,0.9,0.0,0.0,0.0,0.0,0.0999743696002921,8.303368057855957e-06,2.262091328826814e-06,3.3110540368743935e-06,4.640624040068338e-06,8.513093463881841e-07,4.2611901984946556e-06,2.553003773717016e-06,2.9394928827514425e-06,3.469597647549372e-06,4.0701190730405545e-06,2.2922315871845174e-06,3.948975460094285e-06,1.0184892900740905e-08,7.545928686008187e-08,2.5498880602978536e-08,4.408451360389097e-09,6.939203538191443e-06,2.4956910638099566e-06,7.125552711523926e-06,3.1087107865285498e-06,8.497974498411286e-07,4.699585209752427e-10,1.5761971719296354e-06,2.5736422246698913e-13,7.655168038311618e-09,1.3891646327533976e-13,1.2577804361642174e-13,1.4727216709003388e-13,2.76334109444295e-14,2.441300954445605e-14,1.9601151432543684e-07,2.3388049447728016e-07,2.780369975722926e-14,3.66500765630665e-07,1.1357353400728005e-14
9.657239711968395e-08,0.11225001845585515,0.9,0.0,0.0,0.0,0.0,0.09997378915282663,8.522329842904921e-06,2.272655016891082e-06,3.364621589288008e-06,4.739173408458941e-06,8.523154750096548e-07,4.35873799558898e-06,2.5824678487717157e-06,2.987003059257698e-06,3.547061276299312e-06,4.177362803663546e-06,2.3279485128581032e-06,4.050002438281214e-06,1.0232455117260993e-08,7.581257924107755e-08,2.5529175303226757e-08,4.413686316449975e-09,7.157505635434527e-06,2.566872997675703e-06,7.404909481390646e-06,3.2091329511161715e-06,8.888689788324511e-07,4.753840913131363e-10,1.6365028766651006e-06,2.6414915247896806e-13,7.897025933891927e-09,1.418655450254003e-13,1.2899494261598646e-13,1.5064250227519784e-13,2.8903725324482415e-14,2.5180784128035278e-14,2.0637769713223443e-07,2.4724869064344197e-07,2.839414561131637e-14,3.8291032348091014e-07,1.1865780991914296e-14
9.868168948735898e-08,0.11225014346004626,0.9,0.0,0.0,0.0,0.0,0.09997320829316467,8.742465733250922e-06,2.282632441758001e-06,3.4175515271054854e-06,4.8373943645520545e-06,8.532275374908757e-07,4.456194865374621e-06,2.6110536590681684e-06,3.0338660154693265e-06,3.6245246653804946e-06,4.285365001600043e-06,2.3631367928514857e-06,4.151378133429464e-06,1.0277377727581305e-08,7.614626466567047e-08,2.5556637724951788e-08,4.4184322255675215e-09,7.3766084820528336e-06,2.638135326405937e-06,7.688321892620843e-06,3.3100097773182187e-06,9.288244100481399e-07,4.806479665289441e-10,1.6974903783855786e-06,2.7097037698878627e-13,8.139778496065358e-09,1.4480475367379618e-13,1.3222290254776652e-13,1.540096467640762e-13,3.0202763857730445e-14,2.595136471983694e-14,2.1700182166565658e-07,2.6103169010362595e-07,2.8982623826367355e-14,3.9966419113962716e-07,1.2384870967390294e-14
9.999999999999998e-08,0.11225026912909654,0.9,0.0,0.0,0.0,0.0,0.09997284504516564,8.88064005790123e-06,2.2885851498641644e-06,3.4503149057295054e-06,4.8986156388914625e-06,8.537537337089467e-07,4.517055557455184e-06,2.6284837564420287e-06,3.0628304024440368e-06,3.672939273302298e-06,4.353251820104699e-06,2.3848645393399377e-06,4.214910514070902e-06,1.0304179351294544e-08,7.634534731704214e-08,2.557248165549747e-08,4.421170485295636e-09,7.5139303169655375e-06,2.6827118299507396e-06,7.867491931311818e-06,3.373277535130092e-06,9.542450848254073e-07,4.838576114952998e-10,1.7359448009041974e-06,2.7525186092749197e-13,8.291926235812783e-09,1.4663674391299637e-13,1.34245850545446e-13,1.5611236468525982e-13,3.102923853194485e-14,2.643431779089705e-14,2.2377184232881185e-07,2.6985738145747814e-07,2.93494232114356e-14,4.103097203907412e-07,1.2714701626113776e-14
1.0079098185503401e-07,0.11225026912909654,0.9,0.0,0.0,0.0,0.0,0.09997262701990936,8.963759714362983e-06,2.292056103461797e-06,3.469857078097004e-06,4.935286516086276e-06,8.540542871750607e-07,4.5535522680003074e-06,2.6387835081895456e-06,3.080089946480528e-06,3.701987835679841e-06,4.39412597672691e-06,2.3978042453241847e-06,4.253092114780711e-06,1.0319807060676403e-08,7.646143006312441e-08,2.5581531426334274e-08,4.422734605134915e-09,7.596457501624168e-06,2.709470529103838e-06,7.975739196090203e-06,3.411316022829373e-06,9.696628802763835e-07,4.857542530894648e-10,1.7591393078951895e-06,2.7782739869530116e-13,8.383364672987107e-09,1.4773407760648367e-13,1.3546159087382917e-13,1.5737330539155357e-13,3.1530497841465424e-14,2.67245592539834e-14,2.278815014694263e-07,2.7523095872244916e-07,2.956913205222158e-14,4.167612309433883e-07,1.291458783701475e-14
1.0290027422270904e-07,0.11225039545181018,0.9,0.0,0.0,0.0,0.0,0.09997204533176184,9.186195974681632e-06,2.300956700523147e-06,3.5215512385905317e-06,5.032849615392905e-06,8.548036629014656e-07,4.650801935183986e-06,2.6656793838897543e-06,3.125682960039327e-06,3.7794508087311633e-06,4.503645936881059e-06,2.4319585728077e-06,4.355134217988172e-06,1.0359881334340832e-08,7.67591021129892e-08,2.5604095441304747e-08,4.426634737103953e-09,7.817000833625427e-06,2.7808717846572743e-06,8.26711192459427e-06,3.513027844477383e-06,1.0113834501235906e-06,4.907069993299426e-10,1.8214298162125883e-06,2.847197266015885e-13,8.627726455317255e-09,1.506535095392747e-13,1.3871068355075704e-13,1.6073319238718646e-13,3.2886896095220493e-14,2.7500185223769882e-14,2.390142845689313e-07,2.8984786144211355e-07,3.01536688050276e-14,4.342003045774583e-07,1.3454896090948488e-14
1.0500956659038407e-07,0.11225052241739564,0.9,0.0,0.0,0.0,0.0,0.09997146322751621,9.409758903449717e-06,2.3093632298059864e-06,3.5726467759708665e-06,5.130083545565324e-06,8.554828647874062e-07,4.747935864347354e-06,2.6917629434837415e-06,3.170653077006808e-06,3.856913606703507e-06,4.613924993344353e-06,2.4656073639156683e-06,4.457494541227387e-06,1.03977311047874e-08,7.704025058470724e-08,2.5624546561296898e-08,4.430170062052683e-09,8.03818917837356e-06,2.852332906630352e-06,8.562391843720349e-06,3.6151227206701955e-06,1.0539851064496048e-06,4.955101927622812e-10,1.8843425669796386e-06,2.9164687594750807e-13,8.872808702225139e-09,1.5356304610359187e-13,1.4196986490549948e-13,1.640890311721574e-13,3.427192504005822e-14,2.8278069135850507e-14,2.503976594177772e-07,3.0488366728488214e-07,3.073623338437712e-14,4.5198027354779054e-07,1.4005760214290944e-14
1.071188589580591e-07,0.1122506500154453,0.9,0.0,0.0,0.0,0.0,0.09997088070605514,9.634433088554825e-06,2.3173030808405743e-06,3.6231562312268384e-06,5.2269883079156826e-06,8.560984229641266e-07,4.844946312840766e-06,2.717055501167572e-06,3.2150082318300305e-06,3.9343762523891886e-06,4.724963165998285e-06,2.4987580950287198e-06,4.560163441143126e-06,1.0433479691328532e-08,7.730579149214679e-08,2.564308140484541e-08,4.433374536613991e-09,8.25997565227028e-06,2.9238482842087048e-06,8.861531905350123e-06,3.717579378140807e-06,1.0974667647501589e-06,5.001677577388255e-10,1.9478587285498263e-06,2.9860836814262516e-13,9.11855897897307e-09,1.564626874707667e-13,1.452388275060131e-13,1.6744055415936463e-13,3.568554877613199e-14,2.9058046000691796e-14,2.620290604747185e-07,3.2033955407147946e-07,3.1316825798155514e-14,4.7009999960712516e-07,1.456714470029187e-14
1.0922815132573413e-07,0.11225077823591624,0.9,0.0,0.0,0.0,0.0,0.09997029776634546,9.86020331438369e-06,2.324802124919829e-06,3.6730919215406894e-06,5.323564010599007e-06,8.566562599224014e-07,4.941825792258362e-06,2.7415780171220743e-06,3.2587562730279145e-06,4.0118387691915605e-06,4.836760388171556e-06,2.5314181319544103e-06,4.663131528654786e-06,1.046724357752647e-08,7.755659007333461e-08,2.565987829477666e-08,4.436278957673986e-09,8.482315652574297e-06,2.9954128286350046e-06,9.164486203615631e-06,3.820377722751425e-06,1.1418272714873927e-06,5.046835534445557e-10,2.0119599658000615e-06,3.056037306995526e-13,9.364927405206372e-09,1.5935243701152407e-13,1.4851727202739442e-13,1.7078750255666615e-13,3.712772915856057e-14,2.983995885670788e-14,2.739058734350703e-07,3.3621661287422347e-07,3.1895446694384526e-14,4.885583451394846e-07,1.5139014062268764e-14
1.1133744369340915e-07,0.11225090706911266,0.9,0.0,0.0,0.0,0.0,0.09996971440743409,1.0087054559688775e-05,2.3318847992573075e-06,3.7224659429140826e-06,5.419810858297068e-06,8.571617470573947e-07,5.038567062843177e-06,2.765351088264158e-06,3.3019049636894247e-06,4.089301181112546e-06,4.94931651120166e-06,2.563594731562618e-06,4.766389664640739e-06,1.0499132790109153e-08,7.77934636050325e-08,2.5675098960742116e-08,4.438911256405833e-09,8.705166730994127e-06,3.0670219246282134e-06,9.471209933146372e-06,3.923498774132929e-06,1.18706540636924e-06,5.090613721927108e-10,2.0766284317059427e-06,3.126324971676338e-13,9.611866513155637e-09,1.6223230098699146e-13,1.5180490711416143e-13,1.7412962617320777e-13,3.859842587164133e-14,3.0623658325295684e-14,2.860254401387868e-07,3.5251585222215797e-07,3.247209729941186e-14,5.073541735069247e-07,1.5721332844360613e-14
1.1344673606108418e-07,0.11225103650566871,0.9,0.0,0.0,0.0,0.0,0.09996913062844434,1.0314971995467446e-05,2.338574186479586e-06,3.771290172825605e-06,5.5157291428639715e-06,8.576197559493505e-07,5.135163127981945e-06,2.788394940518513e-06,3.34446198198339e-06,4.1667635127399894e-06,5.0626313087300265e-06,2.595295043396727e-06,4.86992895552068e-06,1.052925125687709e-08,7.801718406127395e-08,2.568889008325063e-08,4.441296764931087e-09,8.928488475450454e-06,3.138671386325567e-06,9.781659349457277e-06,4.02692460394786e-06,1.2331798845785068e-06,5.133049380006331e-10,2.1418467587175326e-06,3.196942070670008e-13,9.859331115017688e-09,1.65102288268444e-13,1.5510144923929897e-13,1.774666832288567e-13,4.009759650141391e-14,3.1409002194588154e-14,2.9838506317584134e-07,3.692382020742063e-07,3.3046779361868156e-14,5.264863493620517e-07,1.6314065631219305e-14
1.1555602842875921e-07,0.11225116653653311,0.9,0.0,0.0,0.0,0.0,0.09996854642857206,1.0543940982853972e-05,2.3448920897117527e-06,3.8195762729149524e-06,5.6113192348438024e-06,8.580347048706842e-07,5.231607228789191e-06,2.8107294224902185e-06,3.3864349216793105e-06,4.244225789234809e-06,5.176704480748865e-06,2.6265261112610006e-06,4.973740748753461e-06,1.055769714477078e-08,7.822848062451852e-08,2.570138469397062e-08,4.443458458157785e-09,9.152242399405572e-06,3.2103574173258208e-06,1.0095791731337933e-05,4.1306382775759415e-06,1.2801693589524403e-06,5.17417905423537e-10,2.2075980499699906e-06,3.267884058230977e-13,1.0107278178837011e-08,1.6796241008348883e-13,1.5840662256061143e-13,1.8079844016677135e-13,4.162519660661614e-14,3.21958550300568e-14,3.1098201020817887e-07,3.863845175752777e-07,3.3619495101846615e-14,5.459537389295199e-07,1.6917177056732133e-14
1.1766532079643424e-07,0.11225129715295394,0.9,0.0,0.0,0.0,0.0,0.09996796180708242,1.0773947071024636e-05,2.3508591035008724e-06,3.8673356916893385e-06,5.706581575778848e-06,8.584106009657584e-07,5.32789283878019e-06,2.83237400042638e-06,3.427831292678545e-06,4.3216880363180624e-06,5.291535657416517e-06,2.657294874784457e-06,5.077816628266681e-06,1.0584563179199643e-08,7.842804205761419e-08,2.5712703445739125e-08,4.445417173115415e-09,9.376391838204917e-06,3.282076574450331e-06,1.0413565345113661e-05,4.2346237990320235e-06,1.328032422113608e-06,5.214038586256041e-10,2.273865870360734e-06,3.339146447015696e-13,1.0355666712264405e-08,1.7081267978568434e-13,1.6172015877490367e-13,1.841246714690094e-13,4.318117978806167e-14,3.29840878096277e-14,3.2381351802618707e-07,4.0395558260919815e-07,3.419024716481465e-14,5.657552102594227e-07,1.753063181188125e-14
1.1977461316410927e-07,0.11225142834646502,0.9,0.0,0.0,0.0,0.0,0.09996737676330651,1.1004975995116125e-05,2.3564946808084103e-06,3.914579667248001e-06,5.801516671234628e-06,8.587510785068876e-07,5.424013658632296e-06,2.8533477543624815e-06,3.468658521555285e-06,4.399150280257841e-06,5.407124402656774e-06,2.6876081709616273e-06,5.182148409832943e-06,1.0609936945668415e-08,7.861651894428696e-08,2.572295576442805e-08,4.4471918078874856e-09,9.600901851921194e-06,3.353825734875253e-06,1.0734939410659069e-05,4.338866058937034e-06,1.3767676085528842e-06,5.252663106695243e-10,2.3406342375222327e-06,3.4107248074352913e-13,1.0604457653619739e-08,1.7365311264546802e-13,1.6504179697047976e-13,1.8744515947518413e-13,4.476549775644364e-14,3.3773577581586494e-14,3.3687679635633036e-07,4.2195211316129803e-07,3.47590385798277e-14,5.858896334552253e-07,1.815439465181421e-14
1.2188390553178429e-07,0.11225156010887262,0.9,0.0,0.0,0.0,0.0,0.09996679129663828,1.1237013674157593e-05,2.3618171962893944e-06,3.96131923002094e-06,5.89612508447515e-06,8.590594335911223e-07,5.51996361103406e-06,2.8736693753562346e-06,3.508923952106703e-06,4.4766125478561304e-06,5.5234702175564325e-06,2.717472735670516e-06,5.286728136406369e-06,1.0633901174687134e-08,7.879452580544392e-08,2.5732240893644772e-08,4.448799502036135e-09,9.825739134234219e-06,3.4256020663216734e-06,1.105987406905395e-05,4.443350785372778e-06,1.4263733966653474e-06,5.290087030062574e-10,2.4078876127170958e-06,3.482614767013359e-13,1.0853613769732729e-08,1.7648372566100321e-13,1.6837128347837537e-13,1.9075969420422334e-13,4.6378100398608224e-14,3.456420714402862e-14,3.5016903143538377e-07,4.403747605025278e-07,3.532587272163677e-14,6.063558808786175e-07,1.8788430402188474e-14
1.239931978994593e-07,0.11225169243224316,0.9,0.0,0.0,0.0,0.0,0.09996620540653177,1.1470046209016467e-05,2.3668440060639316e-06,4.007565205518391e-06,5.990407430728011e-06,8.59338655608207e-07,5.615736835621531e-06,2.89335716371827e-06,3.548634845911773e-06,4.554074866435589e-06,5.640572543574271e-06,2.746895205168111e-06,5.391548073431932e-06,1.0656534010890074e-08,7.896264309817063e-08,2.5740648842214553e-08,4.4502558002353194e-09,1.0050871926916717e-05,3.497403000019792e-06,1.1388330351779615e-05,4.548064497460941e-06,1.4768482107398762e-06,5.326344051482189e-10,2.475610891679904e-06,3.554812009747661e-13,1.1103099560079085e-08,1.7930453738644457e-13,1.717083717227214e-13,1.9406807317910332e-13,4.8018935842333207e-14,3.5355864743865655e-14,3.636873893656291e-07,4.592241142061191e-07,3.5890753276322926e-14,6.271528273334492e-07,1.9432703964877096e-14
1.2610249026713432e-07,0.1122518253088915,0.9,0.0,0.0,0.0,0.0,0.09996561909249797,1.1704059880358298e-05,2.3715915041754285e-06,4.053328217087696e-06,6.08436437198451e-06,8.595914557799776e-07,5.711327684001114e-06,2.912429028155008e-06,3.5877983828981662e-06,4.631537263826262e-06,5.758430765573661e-06,2.7758821175637794e-06,5.496600704139058e-06,1.067790926723221e-08,7.912141910391663e-08,2.57482612434852e-08,4.451574800676582e-09,1.0276269939529813e-05,3.569226206189195e-06,1.1720270151361094e-05,4.652994461515321e-06,1.5281904229032355e-06,5.361467145107809e-10,2.5437893954281843e-06,3.6273122754754757e-13,1.1352881166766786e-08,1.8211556777591824e-13,1.750528220706291e-13,1.973701012545496e-13,4.968795051960612e-14,3.614844379397213e-14,3.774290192643985e-07,4.785007050070358e-07,3.6453684210146554e-14,6.48279350230713e-07,2.008718032309013e-14
1.2821178263480933e-07,0.11225195873137002,0.9,0.0,0.0,0.0,0.0,0.09996503235410265,1.1939041146620808e-05,2.3760751759192584e-06,4.098618688674533e-06,6.1779966122849e-06,8.598202930439972e-07,5.806730714858266e-06,2.9309024857447205e-06,3.6264216619167372e-06,4.708999768352334e-06,5.877044214690123e-06,2.804439914270857e-06,5.601878724829997e-06,1.0698096665097331e-08,7.927137171201323e-08,2.575515213466878e-08,4.452769289665487e-09,1.050190427396247e-05,3.641069571800838e-06,1.2055656193367402e-05,4.758128649624595e-06,1.5803983550194286e-06,5.395488564071927e-10,2.6124088610630523e-06,3.70011135924457e-13,1.1602926289960588e-08,1.849168380426327e-13,1.7840440168190743e-13,2.0066559044779662e-13,5.138508922844685e-14,3.694184260778978e-14,3.913910562204587e-07,4.982050075137543e-07,3.7014669741302725e-14,6.697343297363534e-07,2.0751824545948408e-14
1.3032107500248435e-07,0.11225209269245835,0.9,0.0,0.0,0.0,0.0,0.09996444519096359,1.2174976642002314e-05,2.3803096482154002e-06,4.14344684758566e-06,6.271304893443621e-06,8.600273975288354e-07,5.901940689151308e-06,2.948794662673132e-06,3.6645117013230793e-06,4.786462408818818e-06,5.996412171044349e-06,2.8325749414367855e-06,5.707375040172566e-06,1.0717162061100304e-08,7.941299010433594e-08,2.576138866366906e-08,4.453850863692682e-09,1.0727747353477785e-05,3.7129311804081743e-06,1.2394452009688404e-05,4.86345570053087e-06,1.633470280545102e-06,5.428439841831072e-10,2.6814554325782255e-06,3.77320511068834e-13,1.1853204108365727e-08,1.8770837053094746e-13,1.8176288435891102e-13,2.0395435977224877e-13,5.311029519331899e-14,3.7735964149633553e-14,4.0557062406888123e-07,5.183374427812418e-07,3.75737143143018e-14,6.915166489035254e-07,2.142660179258601e-14
1.3243036737015936e-07,0.11225222718515322,0.9,0.0,0.0,0.0,0.0,0.09996385760274819,1.2411853174464757e-05,2.3843087371889426e-06,4.187822727250554e-06,6.364289991173514e-06,8.602147918451007e-07,5.996952565389582e-06,2.9661222956600097e-06,3.702075439565666e-06,4.8639252144983e-06,6.116533866310378e-06,2.860293451352079e-06,5.813082758505923e-06,1.073516766131185e-08,7.954673634658479e-08,2.5767031730142085e-08,4.454830040147683e-09,1.0953772855955413e-05,3.784809293854896e-06,1.2736621913012711e-05,4.968964882676694e-06,1.6874044263417544e-06,5.460351794787425e-10,2.750915651694454e-06,3.846589433404335e-13,1.210368520442209e-08,1.904901885998668e-13,1.8512805039683217e-13,2.0723623507400413e-13,5.486351012411229e-14,3.853071579942604e-14,4.199648379952559e-07,5.388983807533825e-07,3.813082257675185e-14,7.136251937907606e-07,2.2111477315823804e-14
1.3453965973783438e-07,0.11225236220265956,0.9,0.0,0.0,0.0,0.0,0.0999632695891714,1.2649657723751407e-05,2.38808549311318e-06,4.231756169979509e-06,6.456952711571968e-06,8.603843103953326e-07,6.0917614949951664e-06,2.9829017340129113e-06,3.739119735780112e-06,4.941388215117695e-06,6.237408486147972e-06,2.887601603838463e-06,5.918995187167384e-06,1.075217222361036e-08,7.967304689135482e-08,2.5772136566906057e-08,4.4557163577320295e-09,1.1179955651043596e-05,3.856702335684774e-06,1.3082130972436448e-05,5.074646059300431e-06,1.7421989744455255e-06,5.491254526065951e-10,2.820776448734848e-06,3.920260284338886e-13,1.2354341493886448e-08,1.9326231651815314e-13,1.8849968643466115e-13,2.1051104887138643e-13,5.66446742737401e-14,3.932600913172567e-14,4.3457080697938017e-07,5.598881425825347e-07,3.868599935831154e-14,7.360588535673706e-07,2.2806416465426133e-14
