Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286)
2.9008982732594014e-10,0.11224538077665909,0.9,0.0,0.0,0.0,0.0,0.09999992202239498,1.999134683544587e-08,1.934533320081806e-08,1.3784622449090156e-08,1.3809280784553992e-08,1.163100180484841e-08,1.1958204281363643e-08,1.1941650561562995e-08,1.1940629505353354e-08,1.0656472104782948e-08,1.0659962036457422e-08,9.638678955242231e-09,9.658438425500597e-09,8.709668649263578e-11,4.5927242887232253e-10,2.256566944257041e-10,4.267642807636488e-11,1.1523272922321628e-10,3.8340836208477385e-11,9.558504732547955e-11,5.925518373959178e-11,7.453105101011574e-12,2.0921614371478734e-12,1.7516959706344938e-11,6.197978023459801e-16,2.822732737318756e-14,4.134880586303991e-16,3.0770957601083517e-16,4.13397806842859e-16,2.4241230257964094e-19,2.529204171323941e-18,1.667268159399002e-13,9.462298047605376e-15,8.273549420376906e-17,3.323032608406449e-12,1.029998549318592e-19
3.055716128795522e-10,0.11224538124652961,0.9,0.0,0.0,0.0,0.0,0.09999991786081043,2.1059412336960092e-08,2.036489695154595e-08,1.451949905413349e-08,1.4546848315941062e-08,1.2241841834426116e-08,1.2596775288882529e-08,1.2578431076335913e-08,1.2577293898268554e-08,1.122519641352179e-08,1.1229060708238871e-08,1.0152529809455246e-08,1.0174453952167158e-08,9.16871970084697e-11,4.92317420076764e-10,2.42838381930061e-10,4.575074751845707e-11,1.2893961983752351e-10,4.3577515834116974e-11,1.060340169956026e-10,6.570935942068597e-11,8.270025564502605e-12,2.2093969652167028e-12,1.9531019926244525e-11,6.529124284827191e-16,3.29567414945204e-14,4.355735569925468e-16,3.2414993339869994e-16,4.354741457537811e-16,2.6898358245891064e-19,2.5774362579986157e-18,1.7680877133225484e-13,1.1160974501019858e-14,8.715453487620807e-17,3.687293833253257e-12,1.1429077958198406e-19
3.2105339843316425e-10,0.11224538171655331,0.9,0.0,0.0,0.0,0.0,0.09999991369922538,2.2127594148385866e-08,2.1383864440034047e-08,1.5254295260582827e-08,1.5284473969257825e-08,1.2852081838962863e-08,1.3235384152407129e-08,1.3215157054096277e-08,1.3213898103869783e-08,1.1793920694537422e-08,1.1798178499263563e-08,1.066632444873649e-08,1.0690525677911049e-08,9.627502243425602e-11,5.255184952368098e-10,2.601639701583526e-10,4.883907035799195e-11,1.434519474782639e-10,4.9179190764059484e-11,1.1702319777176895e-10,7.249487525265383e-11,9.129436580228108e-12,2.326622617209213e-12,2.165485884842923e-11,6.860306570540901e-16,3.816698560011265e-14,4.576607933752424e-16,3.4059207942247813e-16,4.575517906116034e-16,2.9693696139660986e-19,2.6285020041061683e-18,1.8708604303302975e-13,1.3056074595636903e-14,9.157392377863175e-17,4.070505480560014e-12,1.261691244122045e-19
3.365351839867763e-10,0.11224538218673034,0.9,0.0,0.0,0.0,0.0,0.0999999095376398,2.3195892258723405e-08,2.240226425877547e-08,1.5989011077253275e-08,1.6022157668681412e-08,1.346174414351469e-08,1.3874030860625763e-08,1.3851828445417907e-08,1.3850442127009164e-08,1.2362644947829814e-08,1.2367315422245402e-08,1.1180062879233477e-08,1.1206653597914831e-08,1.0086029218674156e-10,5.588471851050358e-10,2.776124488429493e-10,5.1938664039173963e-11,1.5877097612486667e-10,5.514735309651327e-11,1.2855242350632867e-10,7.961154217816039e-11,1.0031340666669654e-11,2.4438386855850666e-12,2.3888466818802964e-11,7.191524889801823e-16,4.3876250853584195e-14,4.797497661837882e-16,3.570360146614567e-16,4.796307425364189e-16,3.262725211151201e-19,2.6824069483513657e-18,1.975698310253106e-13,1.5158820293011336e-14,9.599366045708844e-17,4.472669036531829e-12,1.3863493540795806e-19
3.5201696954038835e-10,0.1122453826570608,0.9,0.0,0.0,0.0,0.0,0.09999990537605365,2.4264306656973828e-08,2.3420120221072276e-08,1.6723646512960193e-08,1.675989934102731e-08,1.4070848086677249e-08,1.4512715402228472e-08,1.4488445203880645e-08,1.4486925972538607e-08,1.2931369173398932e-08,1.2936471489912065e-08,1.1693745107093056e-08,1.1722837707356833e-08,1.0544311283642562e-10,5.922798110372801e-10,2.951656313551832e-10,5.50472539504937e-11,1.748976819208719e-10,6.148319717038186e-11,1.4062153356499982e-10,8.70591796958108e-11,1.0975740341562002e-11,2.561044701972524e-12,2.623183482044911e-11,7.522779226452955e-16,5.010198244889721e-14,5.018404725435986e-16,3.734817382215675e-16,5.017109996116008e-16,3.569903433264174e-19,2.73915342084576e-18,2.0827134974378588e-13,1.7480449228695367e-14,1.0041374447275972e-16,4.893785985461156e-12,1.516882585012222e-19
3.674987550940004e-10,0.11224538312754472,0.9,0.0,0.0,0.0,0.0,0.0999999012144669,2.5332837332139178e-08,2.4437452205369042e-08,1.7458201576519173e-08,1.7497698915385252e-08,1.4679410440182206e-08,1.5151437765907018e-08,1.512500728542095e-08,1.5123349645309776e-08,1.3500093371244749e-08,1.350564671500117e-08,1.2207371138461384e-08,1.2239078001411395e-08,1.100235745979477e-10,6.257966361810006e-10,3.1280776298455184e-10,5.8162943433311716e-11,1.9183280333784522e-10,6.81876720451007e-11,1.5323037195661283e-10,9.483761435429199e-11,1.1962638121893488e-11,2.6782403744343865e-12,2.8684953679002574e-11,7.85406959048406e-16,5.686089892168505e-14,5.239329110495149e-16,3.8992925072747495e-16,5.237925630504081e-16,3.8909050970383007e-19,2.798745184342646e-18,2.1920182419290786e-13,2.0032210836544332e-14,1.0483417540115074e-16,5.3338578097933814e-12,1.6532913956068085e-19
3.8298054064761245e-10,0.1122453835981822,0.9,0.0,0.0,0.0,0.0,0.09999989705287954,2.640148427322237e-08,2.5454276821234328e-08,1.8192676276746077e-08,1.8235556322814496e-08,1.5287445759826352e-08,1.5790197940354876e-08,1.576151464788348e-08,1.5759713150174135e-08,1.4068817541367223e-08,1.4074841110257302e-08,1.2720940979483948e-08,1.2755374475249071e-08,1.1460175154685455e-10,6.593812008525537e-10,3.305251921089817e-10,6.128415065898518e-11,2.0957688102002453e-10,7.526152282884937e-11,1.6637878663192306e-10,1.0294667857350289e-10,1.299203652389906e-11,2.795425925327874e-12,3.124781377639022e-11,8.185395964637439e-16,6.416901362869208e-14,5.460270788948531e-16,4.0637855122103483e-16,5.458754308057367e-16,4.225731019110982e-19,2.861182936251868e-18,2.3037248690694596e-13,2.2825363305301294e-14,1.0925495282883902e-16,5.792885990178704e-12,1.795576244056345e-19
3.984623262012245e-10,0.11224538406897319,0.9,0.0,0.0,0.0,0.0,0.09999989289129156,2.7470247469227185e-08,2.647060792835622e-08,1.8927070622457054e-08,1.897347149608952e-08,1.5894966678148957e-08,1.6428995914267242e-08,1.6397967250787528e-08,1.6396016491982943e-08,1.4637541683766322e-08,1.464405468842963e-08,1.3234454636305575e-08,1.3271727124036767e-08,1.19177706827406e-10,6.930197995738303e-10,3.483060950855504e-10,6.440955866785767e-11,2.281302899250324e-10,8.27053233257017e-11,1.8006662891739277e-10,1.1138620971665286e-10,1.4063938063057807e-11,2.912601570980702e-12,3.392040549252898e-11,8.516758359591054e-16,7.20416573872898e-14,5.681229748218595e-16,4.228296403664403e-16,5.679596041717333e-16,4.574382015720315e-19,2.9264692255759074e-18,2.417945755395128e-13,2.5871171173664546e-14,1.136760763534274e-16,6.270872005517087e-12,1.943737587946802e-19
4.1394411175483656e-10,0.1122453845399178,0.9,0.0,0.0,0.0,0.0,0.09999988872970288,2.8539126909158303e-08,2.7486457087352472e-08,1.9661384622468515e-08,1.9711444369477667e-08,1.6501984160261475e-08,1.7067831676341015e-08,1.703436505510691e-08,1.7032259675587225e-08,1.520626579844201e-08,1.5213287462269926e-08,1.3747912115070409e-08,1.3788135942937863e-08,1.2375149175058232e-10,7.267010322278746e-10,3.6614023551892297e-10,6.753807250126824e-11,2.4749326676900847e-10,9.051950402782237e-11,1.942937530252386e-10,1.2015604929428376e-10,1.5178345254095936e-11,3.02976720419879e-12,3.670271947493084e-11,8.848156757489097e-16,8.049350122516261e-14,5.902205960876115e-16,4.392825171707394e-16,5.900450810314408e-16,4.936858903015668e-19,2.994603621904274e-18,2.534793308092681e-13,2.918090327155903e-14,1.1809754558069684e-16,6.767817332999941e-12,2.0977758844001341e-19
4.294258973084486e-10,0.11224538501101596,0.9,0.0,0.0,0.0,0.0,0.09999988456811351,2.960812258202128e-08,2.8501833951384987e-08,2.0395618285597113e-08,2.044947487854099e-08,1.710850773186925e-08,1.7706705215274826e-08,1.7670708022993867e-08,1.7668442705837824e-08,1.5774989885394243e-08,1.5782539444530764e-08,1.426131342192193e-08,1.4304600927112355e-08,1.2832315055509927e-10,7.604154086210343e-10,3.840187495460899e-10,7.066878146125028e-11,2.6766593371358293e-10,9.870437674741663e-11,2.0906001561946368e-10,1.292560422626337e-10,1.6335260610989336e-11,3.1469226567842143e-12,3.95947464162359e-11,9.179591169779867e-16,8.95385790567685e-14,6.123199415593151e-16,4.557371823424257e-16,6.121318627695835e-16,5.313162496741473e-19,3.0655878578011606e-18,2.6543799469125553e-13,3.276583091686889e-14,1.2251936012497468e-16,7.283723448147352e-12,2.2576915899525735e-19
4.4490768286206066e-10,0.11224538548226765,0.9,0.0,0.0,0.0,0.0,0.09999988040652343,3.0677234476822585e-08,2.9516746597670624e-08,2.112977162065979e-08,2.1187562959964158e-08,1.7714545677133763e-08,1.8345616519769007e-08,1.830699611754407e-08,1.8304565587585334e-08,1.6343713944622977e-08,1.6351810647964067e-08,1.4774658563002948e-08,1.482112207171695e-08,1.3289271882557653e-10,7.941550193340405e-10,4.0193395912943256e-10,7.380092757913324e-11,2.886483180951312e-10,1.0726015516487164e-10,2.24365275447506e-10,1.3868603643994498e-10,1.753468664696297e-11,3.2640679518673714e-12,4.2596476840338983e-11,9.511061577782461e-16,9.919031050267798e-14,6.344210085219535e-16,4.721936348405764e-16,6.342199471722392e-16,5.703293612562755e-19,3.1394206877817457e-18,2.7768180892374386e-13,3.6637226417222806e-14,1.2694151960650129e-16,7.818591824839292e-12,2.423485160701228e-19
4.603894684156727e-10,0.11224538595367291,0.9,0.0,0.0,0.0,0.0,0.09999987624493259,3.174646258256957e-08,3.053120178568027e-08,2.1863844636473738e-08,2.192570855140878e-08,1.8320105206138674e-08,1.8984565578525625e-08,1.8943229302657415e-08,1.894062832568015e-08,1.691243797612818e-08,1.6921101085319937e-08,1.528794754445558e-08,1.5337699371905116e-08,1.3746022780804476e-10,8.279132738285786e-10,4.1987921356706264e-10,7.693388037531958e-11,3.1044036844471057e-10,1.1618697123832013e-10,2.402093930383209e-10,1.4844588204165558e-10,1.877662587448942e-11,3.381203189880968e-12,4.570790119926902e-11,9.84256799373932e-16,1.0946152378115335e-13,6.565237959483892e-16,4.886518754193589e-16,6.563093357173785e-16,6.107253065730108e-19,3.216103309341951e-18,2.9022201380930014e-13,4.080636187639435e-14,1.3136402365220718e-16,8.372423935341832e-12,2.595157052171554e-19
4.758712539692848e-10,0.11224538642523169,0.9,0.0,0.0,0.0,0.0,0.09999987208334098,3.2815806888270414e-08,3.154520517397787e-08,2.2597837341856412e-08,2.266391159138876e-08,1.89251925980335e-08,1.9623552380248443e-08,1.9579407542937624e-08,1.9576630924972447e-08,1.7481161979909796e-08,1.7490410769345724e-08,1.580118037242131e-08,1.5854332822827185e-08,1.4202570215706574e-10,8.61684686368407e-10,4.378487537372893e-10,8.006711616962501e-11,3.330419676670819e-10,1.254848886296698e-10,2.565922304501074e-10,1.5853543130084069e-10,2.0061080805288854e-11,3.4983283669434207e-12,4.89290100273849e-11,1.0174110398167008e-15,1.2036447832659603e-13,6.786283011350814e-16,5.051119029912262e-16,6.784000260970363e-16,6.525041671422936e-19,3.2956338915761326e-18,3.0306984724693245e-13,4.5284508220743495e-14,1.357868718932687e-16,8.945221250330197e-12,2.772707719468833e-19
4.913530395228969e-10,0.11224538689694395,0.9,0.0,0.0,0.0,0.0,0.0999998679217486,3.388526738293428e-08,3.255876150035135e-08,2.3331749745625547e-08,2.3402172019161297e-08,1.9529813326241863e-08,2.0262576913642955e-08,2.0215530803577096e-08,2.0212573390312186e-08,1.8049885955967793e-08,1.8059739712785177e-08,1.631435705304091e-08,1.6371022419630378e-08,1.4658916405504896e-10,8.954646922051163e-10,4.5583759324008e-10,8.320020033491608e-11,3.564529441693486e-10,1.3515391421029094e-10,2.735136510516911e-10,1.6895453814192358e-10,2.1388053950329922e-11,3.6154434097442386e-12,5.225979391189186e-11,1.0505688804151517e-15,1.3191088689594694e-13,7.007345231481296e-16,5.215737183588768e-16,7.004920198881562e-16,6.956660244397537e-19,3.3780132902346827e-18,3.1623654389654683e-13,5.008293436907255e-14,1.402100639662015e-16,9.5369852389095e-12,2.9561376171364865e-19
5.068348250765089e-10,0.11224538736880964,0.9,0.0,0.0,0.0,0.0,0.09999986376015539,3.4954844055571106e-08,3.357187474208671e-08,2.406558185659913e-08,2.4140489774631407e-08,2.0133972168135426e-08,2.0901639167416358e-08,2.085159905024456e-08,2.0848455726549123e-08,1.86186099043021e-08,1.8629087928377795e-08,1.6827477592454494e-08,1.6887768157458856e-08,1.5115063054389416e-10,9.292494903449207e-10,4.738414141683313e-10,8.633277211550402e-11,3.8067308129063384e-10,1.4519400789291592e-10,2.9097351933325204e-10,1.7970305790197003e-10,2.2757547819830224e-11,3.732548296645827e-12,5.570024339020144e-11,1.0837303191340844e-15,1.4411193715089753e-13,7.228424592787845e-16,5.380373203843315e-16,7.2258531468100795e-16,7.402109599348768e-19,3.4632392404084362e-18,3.297333344792969e-13,5.52129065267837e-14,1.4463359951049119e-16,1.0147717368632894e-11,3.145447199313754e-19
5.22316610630121e-10,0.11224538784082873,0.9,0.0,0.0,0.0,0.0,0.09999985959856134,3.602453689519184e-08,3.4584548241487025e-08,2.4799333683595415e-08,2.48788647982695e-08,2.0737673299547503e-08,2.1540739130277582e-08,2.1487612249007472e-08,2.148427793853278e-08,1.918733382491269e-08,1.9198455428858238e-08,1.734054199680152e-08,1.7404570031453792e-08,1.5571011756415145e-10,9.630359142971348e-10,4.918564771059576e-10,8.946453210658062e-11,4.057021251411553e-10,1.556050907228253e-10,3.089717007468927e-10,1.9078084710116097e-10,2.4169564923256134e-11,3.8496430602113224e-12,5.92503489478639e-11,1.1168953573707267e-15,1.5697831275266123e-13,7.449521086772497e-16,5.545027099212843e-16,7.446799121564196e-16,7.86139055053893e-19,3.551312393743076e-18,3.4357144519366336e-13,6.06856876075374e-14,1.4905747816994866e-16,1.0777419105517088e-11,3.3406369195844065e-19
5.37798396183733e-10,0.11224538831300121,0.9,0.0,0.0,0.0,0.0,0.09999985543696645,3.70943458908082e-08,3.559678481393444e-08,2.5533005235432903e-08,2.561729703104099e-08,2.1340920375608118e-08,2.2179876790937248e-08,2.2123570366280828e-08,2.2120040031112485e-08,1.9756057717799506e-08,1.9767842226955885e-08,1.785355027222075e-08,1.792142803675335e-08,1.602676368822333e-10,9.96821327333153e-10,5.09879543982185e-10,9.259523207267322e-11,4.315397910233672e-10,1.6638705144048651e-10,3.2750806157370556e-10,2.0218776325720239e-10,2.5624107769322615e-11,3.9667277116191434e-12,6.291010108275227e-11,1.1500639929991362e-15,1.7052021391885023e-13,7.670634686175528e-16,5.709698857790976e-16,7.667758097984597e-16,8.334503912178522e-19,3.64223015804125e-18,3.577620972556701e-13,6.651253676678508e-14,1.5348169959038594e-16,1.1426091914055772e-11,3.5417072311411436e-19
5.687619672909571e-10,0.11224538925780604,0.9,0.0,0.0,0.0,0.0,0.09999984711377402,3.92343123060794e-08,3.761995626359709e-08,2.7000107548906908e-08,2.7094332889984335e-08,2.2546064764287205e-08,2.345826516050305e-08,2.3395321223467258e-08,2.3391383877456214e-08,2.0893505420401602e-08,2.0906673766891896e-08,1.8879398460827594e-08,1.8955312421804322e-08,1.693768153009512e-10,1.064380748280787e-09,5.459388751915789e-10,9.885266873308325e-11,4.856397246947351e-10,1.8906302960847393e-10,3.661947901170351e-10,2.2598841065591513e-10,2.866078072048194e-11,4.20086665533906e-12,7.055850710403056e-11,1.2164120589341937e-15,1.9966909376088252e-13,8.112913151917812e-16,6.039095980801685e-16,8.109715086268252e-16,9.322231121822753e-19,3.832598516781216e-18,3.872458832707718e-13,7.927345506990629e-14,1.6233116931327864e-16,1.2780356596522752e-11,3.961491438289542e-19
5.997255383981812e-10,0.11224539020322373,0.9,0.0,0.0,0.0,0.0,0.0999998387905779,4.137474321349657e-08,3.964140402787121e-08,2.8466888867574482e-08,2.8571596886960786e-08,2.3749426595709762e-08,2.473680418583316e-08,2.4666851358265182e-08,2.466248730437054e-08,2.2030953012107944e-08,2.2045582649902457e-08,1.9905022207371783e-08,1.9989421273658557e-08,1.7847823279906472e-10,1.1319142532095704e-09,5.820012018893084e-10,1.0510382788764393e-10,5.429701699472224e-10,2.1322059374396559e-10,4.070326478785992e-10,2.5110387486255266e-10,3.18675867280065e-11,4.434964894623055e-12,7.864538559621351e-11,1.28277451370554e-15,2.3163124925228685e-13,8.555259848199809e-16,6.368564557513276e-16,8.55172407439637e-16,1.0365297736320288e-18,4.034334332860024e-18,4.182743493745313e-13,9.358564633956984e-14,1.7118200589603558e-16,1.4210523101940729e-11,4.404803436668038e-19
6.306891095054053e-10,0.11224539114925385,0.9,0.0,0.0,0.0,0.0,0.09999983046737794,4.351563852518576e-08,4.166113894026402e-08,2.993334926199315e-08,3.00490885622161e-08,2.4951022437478667e-08,2.601549377667441e-08,2.5938160510005253e-08,2.5933350350642262e-08,2.3168400492918083e-08,2.318456897760131e-08,2.0930421560939352e-08,2.1023754553316588e-08,1.8757193830502492e-10,1.1994124525256616e-09,6.180528575226567e-10,1.1134784969295217e-10,6.035281844745866e-10,2.38858150685411e-10,4.500205852608675e-10,2.7753303885427407e-10,3.5244545834582806e-11,4.669022394227204e-12,8.71706604432422e-11,1.3491513548505266e-15,2.664728266907069e-13,8.997674638753984e-16,6.698104577029121e-16,8.993785034369884e-16,1.1463710259756298e-18,4.247427469717591e-18,4.509370536662456e-13,1.0953901632857559e-13,1.800342065841631e-16,1.5716603092480006e-11,4.871646834808034e-19
6.616526806126294e-10,0.11224539209589593,0.9,0.0,0.0,0.0,0.0,0.09999982214417405,4.565699815328719e-08,4.367916895583706e-08,3.1399488802724567e-08,3.152680745973028e-08,2.6150865322042115e-08,2.7294333842801074e-08,2.7209248420164174e-08,2.7203973055054727e-08,2.4305847862831515e-08,2.4323632851494354e-08,2.1955596570605606e-08,2.2058312221733113e-08,1.9665796762658827e-10,1.2668688401355385e-09,6.54083600428246e-10,1.1758414939268374e-10,6.673106693418379e-10,2.6597393873879843e-10,4.951575584095394e-10,3.0527479164391627e-10,3.879167807088939e-11,4.903039248501103e-12,9.613425532964512e-11,1.4155425796210445e-15,3.0425398921507425e-13,9.44015738690615e-16,7.027716026770802e-16,9.435897934722246e-16,1.2617475192321713e-18,4.471867012680753e-18,4.853234503829844e-13,1.2722338650457966e-13,1.88887768645472e-16,1.7298608206787546e-11,5.362025233953701e-19
6.926162517198535e-10,0.11224539304314958,0.9,0.0,0.0,0.0,0.0,0.099999813820966,4.779882200995528e-08,4.569549999564647e-08,3.28653075603345e-08,3.300475312646235e-08,2.7348965610589227e-08,2.8573324294014875e-08,2.848011483189923e-08,2.8474355456387858e-08,2.5443295121847754e-08,2.5462774372976405e-08,2.298054728543508e-08,2.309309423981733e-08,2.0573634742920998e-10,1.3342789470347814e-09,6.900857808072103e-10,1.2381233513599081e-10,7.343144192799547e-10,2.9456607974350743e-10,5.424425279534676e-10,3.343280267777992e-10,4.250900345559975e-11,5.137015412149519e-12,1.0553609396956832e-10,1.4819481852924527e-15,3.450294181924958e-13,9.88270795699366e-16,7.35739889428267e-16,9.878062744301977e-16,1.3826599030296987e-18,4.707641681270619e-18,5.215228865056884e-13,1.467284906333807e-13,1.9774268936562423e-16,1.895655006015408e-11,5.87594222810665e-19
7.235798228270776e-10,0.11224539399101426,0.9,0.0,0.0,0.0,0.0,0.09999980549775371,4.9941110007358584e-08,4.771013657516612e-08,3.433080560539282e-08,3.448292511176213e-08,2.854533166550222e-08,2.9852465040144955e-08,2.9750759489664505e-08,2.9744497593418092e-08,2.6580742269966247e-08,2.6601993643328905e-08,2.40052737544816e-08,2.4128100568433175e-08,2.1480709804583617e-10,1.4016397115690858e-09,7.260536913301088e-10,1.3003214703663999e-10,8.04536159540224e-10,3.2463261754420466e-10,5.918744580407703e-10,3.6469164121789025e-10,4.639654199538554e-11,5.370950746698375e-12,1.1537610006786252e-10,1.5483681691365615e-15,3.888487764785302e-13,1.0325326214049143e-15,7.687153167070907e-16,1.0320279431914365e-15,1.5091088266054795e-18,4.95473994902285e-18,5.596245993326275e-13,1.6814397232877766e-13,2.0659896604460587e-16,2.069044024465173e-11,6.413401404069261e-19
7.545433939343017e-10,0.11224539493948955,0.9,0.0,0.0,0.0,0.0,0.09999979717453701,5.2083862057679854e-08,4.9723082261391854e-08,3.579598300847344e-08,3.596132296691759e-08,2.973997036742392e-08,3.1131755991047926e-08,3.102118213891017e-08,3.1014399504918465e-08,2.7718189307186436e-08,2.7741290763718317e-08,2.502977602678828e-08,2.516333116839957e-08,2.238702355380833e-10,1.468949021355684e-09,7.61983066923159e-10,1.3624341304064198e-10,8.77972572238932e-10,3.5617154572200297e-10,6.434523156128672e-10,3.9636453452847743e-10,5.045431368492049e-11,5.604845194826283e-12,1.2565419717260309e-10,1.6148025284254497e-15,4.3575713576681687e-13,1.0768012023684804e-15,8.0169788326263185e-16,1.076254796637178e-15,1.641094938806099e-18,5.213150137647256e-18,5.997177148119616e-13,1.915593833611264e-13,2.154565959940156e-16,2.250029032924767e-11,6.974406341479779e-19
7.855069650415258e-10,0.112245395888575,0.9,0.0,0.0,0.0,0.0,0.09999978885131577,5.4227078073115995e-08,5.173433997311681e-08,3.7260839840154335e-08,3.743994624482365e-08,3.093288749299124e-08,3.241119705660778e-08,3.229138252590494e-08,3.228406122965853e-08,2.8855636233507734e-08,2.8880665835195226e-08,2.6054054151387466e-08,2.6198786000490548e-08,2.329257730487573e-10,1.5362054123699558e-09,7.978707182469038e-10,1.4244602011225918e-10,9.54620313379637e-10,3.8918082552735716e-10,6.971750698937672e-10,4.293456083416292e-10,5.46823385068843e-11,5.838698762472776e-12,1.363703086905909e-10,1.6812512604318272e-15,4.857953691768025e-13,1.1210765251995083e-15,8.346875878426557e-16,1.1204868316498678e-15,1.7786188880875912e-18,5.4828604770216554e-18,6.418912465639489e-13,2.170641826551694e-13,2.2431557653507986e-16,2.43861118598963e-11,7.558960612840923e-19
8.1647053614875e-10,0.11224539683827008,0.9,0.0,0.0,0.0,0.0,0.09999978052808992,5.6370757965878096e-08,5.374391216952351e-08,3.872537617101748e-08,3.891879449974449e-08,3.2124087985673085e-08,3.3690788146735963e-08,3.356136039763892e-08,3.35534828064044e-08,2.999308304892954e-08,3.002011895869388e-08,2.7078108177300818e-08,2.7234465025435417e-08,2.4197372165092927e-10,1.603407879953202e-09,8.337142680188957e-10,1.4863989631162787e-10,1.0344760232492703e-09,4.2365839687962846e-10,7.530416920393777e-10,4.6363376602118394e-10,5.908063643196639e-11,6.0725114112024104e-12,1.475243579789211e-10,1.7477143624288187e-15,5.390005107941314e-13,1.1653585765484357e-15,8.676844291934866e-16,1.1647240451128596e-15,1.9216813225155633e-18,5.763859141711662e-18,6.862340953855615e-13,2.44747735770031e-13,2.331759049972292e-16,2.6347916359614545e-11,8.167067783543244e-19
8.474341072559741e-10,0.11224539778857436,0.9,0.0,0.0,0.0,0.0,0.09999977220485927,5.851490164819141e-08,5.575180098180861e-08,4.0189592071648876e-08,4.039786728713505e-08,3.331357615842314e-08,3.497052917137137e-08,3.483111550174367e-08,3.482266427391877e-08,3.1130529753451213e-08,3.1159650235032025e-08,2.8101938153539246e-08,2.827036820391884e-08,2.5101409094069576e-10,1.6705557469089369e-09,8.695119533828771e-10,1.5482499843320567e-10,1.1175363333686577e-09,4.596021858848325e-10,8.110511548804381e-10,4.992279124280035e-10,6.364922741886933e-11,6.30628306275205e-12,1.5911626834135147e-10,1.8141918316899855e-15,5.954060848062568e-13,1.2096473431013616e-15,9.006884060600259e-16,1.2089664339104593e-15,2.070282889765301e-18,6.056134275437815e-18,7.328350489885756e-13,2.746993146125976e-13,2.4203757871702835e-16,2.838571532854652e-11,8.798731411885122e-19
8.783976783631982e-10,0.11224539873948734,0.9,0.0,0.0,0.0,0.0,0.09999976388162372,6.065950903229532e-08,5.7758008315245827e-08,4.1653487612638425e-08,4.187716416350215e-08,3.4501355851646494e-08,3.6250420040480285e-08,3.610064758642066e-08,3.609160567096083e-08,3.226797634707211e-08,3.229925976491067e-08,2.912554412910295e-08,2.9306495496581e-08,2.6004688949678343e-10,1.7376485612238053e-09,9.052624718105571e-10,1.6100130251738268e-10,1.2037978717130453e-09,4.970101105947571e-10,8.712024327222149e-10,5.361269537377788e-10,6.838813141431246e-11,6.540013664189604e-12,1.7114596297323474e-10,1.8806836654893318e-15,6.550424070106004e-13,1.2539428115758894e-15,9.336995171857599e-16,1.2532139949279235e-15,2.224424237121894e-18,6.359674009446385e-18,7.817827818473538e-13,3.070080972605745e-13,2.5090059503734476e-16,3.049952024402118e-11,9.453955049090705e-19
9.093612494704223e-10,0.11224539969100857,0.9,0.0,0.0,0.0,0.0,0.09999975555838315,6.280458003044346e-08,5.976253592351522e-08,4.311706286458003e-08,4.335668468629765e-08,3.5687430553953465e-08,3.753046066405643e-08,3.736995640039628e-08,3.7360307036286336e-08,3.340542282979154e-08,3.343894764891421e-08,3.014892615298142e-08,3.034284686401761e-08,2.690721252152665e-10,1.804686021581146e-09,9.40964863168198e-10,1.67168797026151e-10,1.2932572664134954e-09,5.358800851174327e-10,9.33494501193311e-10,5.743297973081358e-10,7.329736835303557e-11,6.7737031882444055e-12,1.836133649614321e-10,1.947189861101304e-15,7.179368609778151e-13,1.2982449687179264e-15,9.667177613127587e-16,1.2974667250514577e-15,2.3841060114803517e-18,6.674466475534733e-18,8.331658551502366e-13,3.41763167889136e-13,2.597649513067073e-16,3.2689342560604186e-11,1.0132742239325941e-18
9.403248205776464e-10,0.11224540064313755,0.9,0.0,0.0,0.0,0.0,0.09999974723513749,6.495011455490353e-08,6.176538545566045e-08,4.458031789807147e-08,4.483642841384055e-08,3.687180349020048e-08,3.8810650952120934e-08,3.863904169289919e-08,3.862876840864764e-08,3.454286920160879e-08,3.457871398751039e-08,3.117208427415342e-08,3.1379422266780115e-08,2.780898055210245e-10,1.8716679303048943e-09,9.766184234876018e-10,1.7332747863232577e-10,1.3859111479306377e-09,5.762100220940201e-10,9.97926337139421e-10,6.138353515944019e-10,7.837695815780267e-11,7.007351593666172e-12,1.9651839731811943e-10,2.0137104158007874e-15,7.841141507326615e-13,1.3425538012993515e-15,9.997431371816824e-16,1.3417246211682174e-15,2.5493288593457263e-18,7.000499813700891e-18,8.870727168561262e-13,3.7905351680274893e-13,2.6863064487884104e-16,3.4955193710144636e-11,1.0835096519713096e-18
