Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313)
6.710879945088422e-11,0.11224537402595007,0.9,0.0,0.0,0.0,0.0,0.09999998196081995,4.6211232822924355e-09,4.549315880136684e-09,3.191419957218371e-09,3.1927504173745763e-09,2.7385642133664084e-09,2.76520105741395e-09,2.7642268187745853e-09,2.7642019245303535e-09,2.465247711499731e-09,2.4655480718937733e-09,2.231549843787585e-09,2.232521645606919e-09,2.0478665499975358e-11,4.5937593896901694e-11,2.0509335315107403e-11,4.2465360151479416e-12,4.712409922507302e-12,7.714873999944999e-13,5.142047788347877e-12,3.2143417605386708e-12,3.9876051143499184e-13,4.034494455692201e-13,6.906076939938866e-13,1.432544076070702e-16,3.569609748902943e-16,9.558967346398391e-17,7.111822634814759e-17,9.558194672030634e-17,1.2966701144208968e-20,2.1403098689582716e-18,3.6499136830157584e-14,8.998339996546888e-17,1.912792271738587e-17,1.7775782571620565e-13,5.508526174960652e-21,2.5224015782957358e-17,8.609470001900584e-14,7.353354134019628e-21
7.455368114753109e-11,0.11224537425085615,0.9,0.0,0.0,0.0,0.0,0.09999997995959871,5.133913976672875e-09,5.049269186286537e-09,3.5453748141304464e-09,3.5470162401471784e-09,3.0397005943837922e-09,3.072009569315504e-09,3.070821393271001e-09,3.0707857636676556e-09,2.7387360627164456e-09,2.7391022976933408e-09,2.479047180300965e-09,2.48024654470869e-09,2.272967325095399e-11,5.52650534670194e-11,2.4791971872490157e-11,5.110606916977358e-12,5.926919938046229e-12,1.0376944734705537e-12,6.344622199394814e-12,3.964444945780204e-12,4.921466285019982e-13,4.594889072263301e-13,8.849269622827789e-13,1.5915314670315105e-16,4.813208863651767e-16,1.061977159035915e-16,7.901080152810727e-17,1.0618878226068756e-16,1.6003865657305862e-20,2.1445832370311096e-18,4.0572978719212456e-14,1.2551005941375719e-16,2.1250460670898248e-17,2.1939025614196153e-13,6.798865263180528e-21,2.802333132084748e-17,1.0626095194307071e-13,9.076470860401286e-21
8.199856284417796e-11,0.11224537447579436,0.9,0.0,0.0,0.0,0.0,0.09999997795837748,5.646731605190823e-09,5.5485223318122055e-09,3.899311048808965e-09,3.90129595325416e-09,3.340405365894965e-09,3.3788268743319187e-09,3.3774037786505154e-09,3.3773556680045396e-09,3.012224406043314e-09,3.0126630216605225e-09,2.726531497604849e-09,2.727982337087677e-09,2.4977528129682315e-11,6.519144098991236e-11,2.938118313574993e-11,6.030594839964339e-12,7.29560036669864e-12,1.3547396944497552e-12,7.673157194569336e-12,4.792647174623325e-12,5.953497884425664e-13,5.157005601905783e-13,1.104516102519109e-12,1.750527201745213e-16,6.336947384653338e-16,1.1680617380562364e-16,8.690372342301015e-17,1.167959213253468e-16,1.936035182605702e-20,2.149399103522805e-18,4.465525203138114e-14,1.696811416706236e-16,2.3373081846631327e-17,2.6539968714164185e-13,8.224881734313677e-21,3.082276995383909e-17,1.2854760813185046e-13,1.0980834465211125e-20
8.944344454082483e-11,0.11224537470076508,0.9,0.0,0.0,0.0,0.0,0.09999997595715622,6.1595761666216195e-09,6.04712581447613e-09,4.253228662233814e-09,4.255589531032343e-09,3.6407008298998018e-09,3.685652971202419e-09,3.6839739508830356e-09,3.6839116380809917e-09,3.285712741480335e-09,3.28623024510283e-09,2.9740027963838926e-09,2.97572902213276e-09,2.7222457536529573e-11,7.566617193915259e-11,3.425631900608483e-11,7.001830858573397e-12,8.821438394791778e-12,1.725665579149747e-12,9.127588756726588e-12,5.698843211864328e-12,7.083702726071786e-13,5.720195038922913e-13,1.3494291621174174e-12,1.9095312798344683e-16,8.171823463421396e-16,1.2741504640164048e-16,9.479699201350022e-17,1.2740336387089377e-16,2.303616878071489e-20,2.1547679801783295e-18,4.8746999212871886e-14,2.2353957464266737e-16,2.5495786090831303e-17,3.1578628949308506e-13,9.786580873060286e-21,3.3622331675051633e-17,1.5295476176123218e-13,1.3066452900636842e-20
9.688832623747169e-11,0.1122453749257686,0.9,0.0,0.0,0.0,0.0,0.09999997395593498,6.672447659740549e-09,6.545126033742584e-09,4.607127655384949e-09,4.609896949084966e-09,3.940607825369176e-09,3.9924878586663285e-09,3.9905318863646725e-09,3.990453674437046e-09,3.559201069027509e-09,3.5598039693456275e-09,3.2214610773227667e-09,3.22348659923161e-09,2.94646704164537e-11,8.664276880160205e-11,3.939806542857346e-11,8.020017579617661e-12,1.0507171311485724e-11,2.1532688304740154e-12,1.070785658521262e-11,6.682935110795072e-12,8.312083622341007e-13,6.283942191072413e-13,1.6197088339663986e-12,2.0685437009191452e-16,1.0348831419031188e-15,1.3802433296103652e-16,1.0269060728005181e-16,1.3801110985373596e-16,2.7031325648083877e-20,2.1606994995619128e-18,5.284928086249924e-14,2.8814649220831375e-16,2.7618573257325143e-17,3.7055023364006427e-13,1.1483967953845001e-20,3.6422016477568e-17,1.794825059848028e-13,1.5333334117220038e-20
9.999999999999999e-11,0.11224537515080518,0.9,0.0,0.0,0.0,0.0,0.09999997311950158,6.886816167661494e-09,6.753102441110817e-09,4.755038284416691e-09,4.7579878971126845e-09,4.065846964446991e-09,4.120735626527272e-09,4.118657662487057e-09,4.118572308426445e-09,3.673508652472877e-09,3.6741491743386736e-09,3.3248852489662854e-09,3.327042949969247e-09,3.040107026114141e-11,9.136900044271651e-11,4.162177857903077e-11,8.458541171453757e-12,1.125972610559874e-11,2.349404276516011e-12,1.140562264537465e-11,7.11730829903206e-12,8.854592370105315e-13,6.519653235722551e-13,1.7401985719635423e-12,2.135007239724009e-16,1.1367514734154746e-15,1.4245872856065027e-16,1.0598993711361665e-16,1.4244482895624167e-16,2.8795778422799174e-20,2.1633474916454062e-18,5.456725518868577e-14,3.185918750163557e-16,2.850584105905974e-17,3.947366163461416e-13,1.2233619577795737e-20,3.759221334807058e-17,1.9119849091905854e-13,1.6334518032251782e-20
1.0433320793411856e-10,0.11224537515080518,0.9,0.0,0.0,0.0,0.0,0.09999997195471372,7.18534608332305e-09,7.042565373630797e-09,4.961008029242267e-09,4.964218184269475e-09,4.24014574222737e-09,4.299331535463052e-09,4.297077560609953e-09,4.2969817776126615e-09,3.832689388684834e-09,3.833384195732062e-09,3.4689063411060567e-09,3.471255067770888e-09,3.170435763204647e-11,9.80787780485171e-11,4.4788432740403473e-11,9.081222121258389e-12,1.235528403294636e-11,2.64010504051946e-12,1.2413904034908961e-11,7.744832065583536e-12,9.638643385936186e-13,6.847948600236817e-13,1.9153794222637903e-12,2.2275644646133627e-16,1.2898928915803621e-15,1.486340327905763e-16,1.1058456920283242e-16,1.4861915922985397e-16,3.1345831556435023e-20,2.1672024065827806e-18,5.696317556104679e-14,3.6458106653294435e-16,2.974144320743975e-17,4.2969168976001533e-13,1.3317048243005328e-20,3.922182435441196e-17,2.0813093396808217e-13,1.7781486067068373e-20
1.1177808963076543e-10,0.11224537537587509,0.9,0.0,0.0,0.0,0.0,0.09999996995349245,7.69827143614452e-09,7.539482798135377e-09,5.314869784785727e-09,5.318553214539643e-09,4.539332704849631e-09,4.606184000332097e-09,4.6036109489223246e-09,4.6034959481478425e-09,4.106177700452311e-09,4.1069709256201855e-09,3.7163385884183514e-09,3.7190344271362687e-09,3.394169464503931e-11,1.0993517344770822e-10,5.0410590169766415e-11,1.0181823067513526e-11,1.4368049003427661e-11,3.1885238975260656e-12,1.4245677601810606e-11,8.884449353143058e-12,1.1063384828563939e-12,7.412064855630678e-13,2.236452584746267e-12,2.386593570537255e-16,1.585296480025876e-15,1.592441452300518e-16,1.1847887776226362e-16,1.5922751195567876e-16,3.5979695630354103e-20,2.174284697959875e-18,6.108977705501499e-14,4.539376908571654e-16,3.186439580908614e-17,4.93210827732124e-13,1.5285826997455662e-20,4.202175529864589e-17,2.3890013885724233e-13,2.0410916700068433e-20
1.192229713274123e-10,0.11224537560097853,0.9,0.0,0.0,0.0,0.0,0.09999996795227116,8.211223716980475e-09,8.035913861322794e-09,5.668712922995246e-09,5.6729020189488326e-09,4.838185568139648e-09,4.913045252013058e-09,4.910132026997903e-09,4.909996186582538e-09,4.379666004329937e-09,4.380564160383018e-09,3.963757819944173e-09,3.966824676712449e-09,3.6176841561834304e-11,1.2217634594581547e-10,5.6248869964689863e-11,1.1318509767053395e-11,1.654753008319786e-11,3.8006696774713285e-12,1.6203126920695136e-11,1.0101708314947142e-11,1.2586310761998787e-12,7.97625037156217e-13,2.5829307450220374e-12,2.5456310183204664e-16,1.924165734423773e-15,1.6985466965249256e-16,1.2637353293918436e-16,1.6983616798834638e-16,4.0932926993949765e-20,2.1819536356290103e-18,6.523019424566715e-14,5.573259708850191e-16,3.398743093678769e-17,5.611078171849013e-13,1.73903094660609e-20,4.482180930339901e-17,2.7179021380438433e-13,2.3221633965723205e-20
1.2666785302405918e-10,0.11224537582611574,0.9,0.0,0.0,0.0,0.0,0.09999996595104986,8.724202924606505e-09,8.531891139392814e-09,6.022537444850729e-09,6.027264577536766e-09,5.1367200489763955e-09,5.219915289245616e-09,5.216640772007442e-09,5.216482493456666e-09,4.6531543003177126e-09,4.654163901406512e-09,4.21116403636799e-09,4.2146258158831464e-09,3.8409945078597746e-11,1.3476967068810696e-10,6.22886489967435e-11,1.2488243842249984e-11,1.8895614840856543e-11,4.478506797680656e-12,1.8286204393468894e-11,1.139653558905161e-11,1.420742399783764e-12,8.540485002370521e-13,2.9548145907576487e-12,2.704676807572577e-16,2.3095529650652156e-15,1.8046560545981122e-16,1.3426853471345133e-16,1.8044512728350777e-16,4.620553477222793e-20,2.190215862773184e-18,6.93855491497742e-14,6.758686864396215e-16,3.611054847092636e-17,6.33382827504863e-13,1.9630500890772344e-20,4.762198636162411e-17,3.068012519617027e-13,2.6213645815413442e-20
1.3411273472070606e-10,0.1122453760512869,0.9,0.0,0.0,0.0,0.0,0.0999999639498285,9.237209057798239e-09,9.02744456223393e-09,6.376343351332108e-09,6.381640871239512e-09,5.434950830725066e-09,5.5267941107695534e-09,5.523137162927318e-09,5.522954869310149e-09,4.926642588415637e-09,4.927770150087989e-09,4.45855723837425e-09,4.4624378440311394e-09,4.0641139974934224e-11,1.4768517475687791e-10,6.851625432383178e-11,1.3688229526011698e-11,2.1414036610207012e-11,5.223839496287989e-12,2.0494864900747883e-11,1.2768862520814293e-11,1.5926727347058575e-12,9.104734140429388e-13,3.3521060346469863e-12,2.8637309379162734e-16,2.744486792522058e-15,1.910769520811896e-16,1.4216388306551113e-16,1.9105438979778615e-16,5.179752808721827e-20,2.1990774787548733e-18,7.355697534935143e-14,8.107002412668878e-16,3.8233748297288304e-17,7.100360278323725e-13,2.200640650552602e-20,5.0422286466371194e-17,3.439333464709986e-13,2.938696019843554e-20
1.4155761641735294e-10,0.11224537627649216,0.9,0.0,0.0,0.0,0.0,0.09999996194860714,9.750242115331285e-09,9.522601564542667e-09,6.730130643419345e-09,6.736030881847268e-09,5.7328916121715e-09,5.833681715324738e-09,5.829621180138867e-09,5.8294133146829256e-09,5.2001308686237066e-09,5.201382907835488e-09,4.705937426647383e-09,4.710260760538336e-09,4.287054979410721e-11,1.6089538573095324e-10,7.491891887524956e-11,1.4915900076091114e-11,2.4104381497869388e-11,6.03832084066029e-12,2.2829065669351544e-11,1.4218624894258242e-11,1.7744223620022903e-12,9.668969164987497e-13,3.774806479758827e-12,3.0227934089713677e-16,3.2319703252833473e-15,2.0168870897129409e-16,1.5005957797564708e-16,2.0166395548759728e-16,5.770891605915296e-20,2.2085440650837005e-18,7.774561733578176e-14,9.629660075121314e-16,4.035703030676953e-17,7.910675870692465e-13,2.4518031536946557e-20,5.322270961065682e-17,3.831865904637194e-13,3.274158506342818e-20
1.4900249811399982e-10,0.11224537650173172,0.9,0.0,0.0,0.0,0.0,0.09999995994738574,1.0263302095981333e-08,1.0017387222708777e-08,7.083899322092406e-09,7.090434591966774e-09,6.030555151046241e-09,6.1405781016511324e-09,6.136092805091339e-09,6.135857830114908e-09,5.473619140941923e-09,5.4750021760672165e-09,4.953304601871779e-09,4.958094564785833e-09,4.509828745950353e-11,1.7437519450924958e-10,8.148474210322293e-11,1.6168905484192946e-11,2.6968094869294045e-11,6.9234608802544045e-12,2.5288766153036807e-11,1.574576268868464e-11,1.9659915626712788e-12,1.0233184253306372e-12,4.222915393507163e-12,3.181864220357489e-16,3.774979165375173e-15,2.123008756092368e-16,1.5795561942410657e-16,2.122738243093432e-16,6.393970780704508e-20,2.2186207080028906e-18,8.195262993003675e-14,1.133821746760527e-15,4.248039439515824e-17,8.764776738962072e-13,2.716538120480993e-20,5.602325578748669e-17,4.245610770665926e-13,3.627752835867624e-20
1.6389226150729355e-10,0.1122453769523142,0.9,0.0,0.0,0.0,0.0,0.09999995594494283,1.1289502821735392e-08,1.1005934417687064e-08,7.791380843115915e-09,7.799283044865282e-09,6.625097273580325e-09,6.754397214577856e-09,6.748998810165144e-09,6.748705073316108e-09,6.0205956619087885e-09,6.022260249700686e-09,5.44799991591172e-09,5.453794834022417e-09,4.9549151214325244e-11,2.0205358565358837e-10,9.506219076467567e-11,1.874247913565148e-11,3.322079472277908e-11,8.911125307868872e-12,3.058451399491732e-11,1.9031942950660048e-11,2.378589807931481e-12,1.1361536798181468e-12,5.195356025355733e-12,3.500030862601791e-16,5.03931874721448e-15,2.335264361558189e-16,1.737487418568873e-16,2.3349447117429574e-16,7.735953910059185e-20,2.2406223485862894e-18,9.042643149411732e-14,1.5359717622715308e-15,4.6727368413963894e-17,1.0604341040062137e-12,3.28672752968056e-20,6.162471721076336e-17,5.136741505863684e-13,4.3893402030982704e-20
1.7622882275162356e-10,0.11224537732573867,0.9,0.0,0.0,0.0,0.0,0.09999995262881328,1.2139818723815106e-08,1.1824030713511898e-08,8.377491532571926e-09,8.386624032378333e-09,7.116948070866465e-09,7.262989118231064e-09,7.2567698921609586e-09,7.2564229573526395e-09,6.473780095799988e-09,6.475697720386532e-09,5.857828593321501e-09,5.864528550423355e-09,5.3232571385978085e-11,2.2561846154436617e-10,1.0671518486135716e-10,2.0934216553581742e-11,3.893717495581299e-11,1.0783113049016535e-11,3.53521194296559e-11,2.1988612476866188e-11,2.7501937391198843e-12,1.2296368067902804e-12,6.078024610302741e-12,3.7636655754299683e-16,6.280547468386237e-15,2.5111360960395464e-16,1.8683480969030637e-16,2.510772542608648e-16,8.944608468943178e-20,2.2607368743462066e-18,9.751311200434213e-14,1.9357502804544145e-15,5.024634613627555e-17,1.2261151071811061e-12,3.8002731128468546e-20,6.626604829421627e-17,5.939347836853004e-13,5.075281190652476e-20
1.8856538399595356e-10,0.11224537769925882,0.9,0.0,0.0,0.0,0.0,0.0999999493126836,1.2990208536371409e-08,1.2641358224930336e-08,8.963551125407161e-09,8.974002439174416e-09,7.608171671582042e-09,7.77160511896976e-09,7.764506750390374e-09,7.764102599132354e-09,6.926964508027022e-09,6.929153086147016e-09,6.267621547944864e-09,6.275292154699233e-09,5.6912529789912895e-11,2.496724744056293e-10,1.1869085962676588e-10,2.3171915786236267e-11,4.514394417987387e-11,1.286417699106924e-11,4.046387347052749e-11,2.515709794458131e-11,3.148764078746087e-12,1.3231165470314577e-12,7.030445420653712e-12,4.027323184473627e-16,7.711070722752587e-15,2.6870190224289787e-16,1.9992182880349213e-16,2.6866086913694717e-16,1.0240977327655687e-19,2.282577004433993e-18,1.0466530537419627e-13,2.4016582623583225e-15,5.3765548051508156e-17,1.4038209245879002e-12,4.351092939576147e-20,7.090771711361711e-17,6.800211655437437e-13,5.811019183524553e-20
2.0090194524028356e-10,0.11224537807287503,0.9,0.0,0.0,0.0,0.0,0.09999994599655375,1.3840672253835048e-08,1.3457984463477912e-08,9.549559626080677e-09,9.561418203340363e-09,8.09880630278642e-09,8.280245211063297e-09,8.272209328357631e-09,8.271744001111508e-09,7.3801488985898805e-09,7.382626353632708e-09,6.677378782894745e-09,6.686085644016599e-09,6.058933044241354e-11,2.741480628672724e-10,1.309533992176267e-10,2.544919746669845e-11,5.1844920852818574e-11,1.5158346432711993e-11,4.591963672615137e-11,2.853720915681648e-11,3.5743021043097716e-12,1.416590434646115e-12,8.052615843143022e-12,4.291003688003065e-16,9.343460288259449e-15,2.862913122184899e-16,2.1300979910604292e-16,2.862453156043054e-16,1.1625064631949578e-19,2.306156175928037e-18,1.1188846736073807e-13,2.9391574252517893e-15,5.728497378871048e-17,1.5935523185814887e-12,4.939189368921806e-20,7.554972363694962e-17,7.719337197561719e-13,6.596557797038089e-20
2.1323850648461357e-10,0.11224537844658775,0.9,0.0,0.0,0.0,0.0,0.0999999426804237,1.4691209870637083e-08,1.4273967889022076e-08,1.013551703905165e-08,1.0148871266569384e-08,8.588886050493796e-09,8.78890938878173e-09,8.779877574950055e-09,8.77934716574629e-09,7.833333267488555e-09,7.836117529531689e-09,7.087100301283827e-09,7.09690901553825e-09,6.426323659850365e-11,2.989867364539878e-10,1.4347083586472887e-10,2.7760526950371784e-11,5.904338417663571e-11,1.7669095316275128e-11,5.171927882810557e-11,3.2128772030515564e-11,4.026809092969273e-12,1.5100563250720718e-12,9.144532984480815e-12,4.554707084288543e-16,1.1189982558993105e-14,3.0388183778456257e-16,2.260987205074303e-16,3.0383059346471614e-16,1.3096874526467207e-19,2.3314859282562224e-18,1.191880920522198e-13,3.553748292445512e-15,6.080462299853893e-17,1.795310050274975e-12,5.56456475608753e-20,8.019206783215388e-17,8.696728698679624e-13,7.431900646099325e-20
2.2557506772894357e-10,0.1122453788203972,0.9,0.0,0.0,0.0,0.0,0.09999993936429347,1.5541821381208942e-08,1.5089359001197214e-08,1.072142336877934e-08,1.0736361573806972e-08,9.078441269075818e-09,9.297597646395802e-09,9.287511443433997e-09,9.286912095492803e-09,8.286517614723039e-09,8.289626620564757e-09,7.496786106224516e-09,7.507762266423598e-09,6.793447566685972e-11,3.241379818283252e-10,1.5621467475914552e-10,3.010111421343463e-11,6.674213637773126e-11,2.0399408394464103e-11,5.786267742484152e-11,3.593162665627029e-11,4.5062863215913875e-12,1.603514704806649e-12,1.0306191712629214e-11,4.818433371599924e-16,1.3262590878887693e-14,3.214734772923265e-16,2.391885929169897e-16,3.214167025199357e-16,1.465641115490567e-19,2.358576122374077e-18,1.265697069661492e-13,4.250965295212184e-15,6.432449535113568e-17,2.0090948796251116e-12,6.227221452693441e-20,8.483474966712674e-17,9.732390393871601e-13,8.317051345307269e-20
2.3791162897327357e-10,0.11224537919430362,0.9,0.0,0.0,0.0,0.0,0.09999993604816303,1.6392506779982413e-08,1.5904201428049843e-08,1.1307278619723092e-08,1.1323889072893166e-08,9.567498994998134e-09,9.80630997817695e-09,9.795110891062444e-09,9.794438792807052e-09,8.739701940293326e-09,8.743153633480521e-09,7.906436200828944e-09,7.91864539382897e-09,7.160324411220434e-11,3.495581718292829e-10,1.6915951457545219e-10,3.2466813908940295e-11,7.494356827682046e-11,2.3351847272140378e-11,6.434971717326893e-11,3.99456253631315e-11,5.012735066744174e-12,1.6969669804270182e-12,1.1537586108884907e-11,5.082182548207832e-16,1.557291929443474e-14,3.390662291796979e-16,2.5227941624399503e-16,3.3900364257179963e-16,1.6303678659984288e-19,2.387435171467779e-18,1.340388680764483e-13,5.036371802769328e-15,6.784459053398651e-17,2.2349075654924467e-12,6.927161806959086e-20,8.947776910973664e-17,1.082632651782717e-12,9.252013508909894e-20
2.5423616080593644e-10,0.11224537968923018,0.9,0.0,0.0,0.0,0.0,0.09999993166004544,1.751830201816116e-08,1.6981673396471705e-08,1.2082441486058432e-08,1.210140035880053e-08,1.0213927565560884e-08,1.0479507872622572e-08,1.0466746173893676e-08,1.0465972018983527e-08,9.339384574010679e-09,9.343317326543334e-09,8.448456684805682e-09,8.462398312625381e-09,7.645448259343101e-11,3.8354580034302093e-10,1.8655972511068262e-10,3.562982428212179e-11,8.657234572289252e-11,2.7603836392224287e-11,7.346182728083424e-11,4.5581534061522604e-11,5.72436198638621e-12,1.820620376616262e-12,1.327423170177985e-11,5.431227615128968e-16,1.901472047031825e-14,3.623477981371319e-16,2.696034977543018e-16,3.622770905887164e-16,1.8618311301906224e-19,2.428354355663361e-18,1.4406661890111425e-13,6.2207507066507315e-15,7.250294905588012e-17,2.5522073123757134e-12,7.910682367811381e-20,9.562223016346817e-17,1.2363476746185103e-12,1.056578928905092e-19
2.705606926385993e-10,0.11224538018432736,0.9,0.0,0.0,0.0,0.0,0.09999992727192739,1.8644226614042384e-08,1.8058323951558208e-08,1.2857514930125515e-08,1.2878976573309186e-08,1.0859575767304806e-08,1.1152747898322896e-08,1.113832103476e-08,1.1137438309069486e-08,9.939067169793351e-09,9.943512428938903e-09,8.990414651621976e-09,9.006203534474787e-09,8.130202246204998e-11,4.178650927604597e-10,2.0422653628265865e-10,3.882353619149572e-11,9.908877607999048e-11,3.225284015824228e-11,8.317523327819738e-11,5.158662928415307e-11,6.483221993209254e-12,1.944262720865554e-12,1.513296748954099e-11,5.78031275482683e-16,2.2917878596637605e-14,3.856313090514946e-16,2.869292439784868e-16,3.855519928984298e-16,2.1086580061634e-19,2.4723970588594247e-18,1.542704219319054e-13,7.582341685135974e-15,7.716169658925573e-17,2.8905712597965486e-12,8.959497209571953e-20,1.0176728224688118e-16,1.4002684388677738e-12,1.196680106731727e-19
2.868852244712622e-10,0.11224538067959558,0.9,0.0,0.0,0.0,0.0,0.09999992288380888,1.9770280554727063e-08,1.9134214188876022e-08,1.3632498962257762e-08,1.365661761360358e-08,1.1504485614131558e-08,1.182603004201001e-08,1.1809835399286539e-08,1.180883766875497e-08,1.0538749727641313e-08,1.0543738956458947e-08,9.532310108486666e-09,9.55006105276756e-09,8.614613884202065e-11,4.5245504040449544e-10,2.221204021793725e-10,4.2042120233245656e-11,1.124960033369589e-10,3.73023210426491e-11,9.348970990965675e-11,5.7960640149135624e-11,7.289318042674864e-12,2.0678931024885835e-12,1.7113783254698073e-11,6.129437963295044e-16,2.7306731021730187e-14,4.0891675884362353e-16,3.042566547056589e-16,4.0882834904195656e-16,2.3708494530206807e-19,2.519574344444101e-18,1.646633097807718e-13,9.134198414155643e-15,8.182083251810003e-17,3.2500011581727734e-12,1.0073611748689598e-19,1.0791292528528902e-16,1.5743959254159566e-12,1.3455057215422866e-19
3.0320975630392505e-10,0.11224538117503507,0.9,0.0,0.0,0.0,0.0,0.09999991849568983,2.089646382731725e-08,2.0209394499926766e-08,1.4407393592788912e-08,1.4434323382066945e-08,1.2148693193773002e-08,1.2499354290418114e-08,1.2481289199301888e-08,1.2480170103729765e-08,1.1138432247554538e-08,1.114399692493372e-08,1.0074143062607761e-08,1.0093970860887569e-08,9.098705865498157e-11,4.872653613410936e-10,2.40207345478276e-10,4.5280763527863284e-11,1.2679652602280585e-10,4.275507737785632e-11,1.0440504353752864e-10,6.470331487397304e-11,8.142653089309001e-12,2.1915121997795332e-12,1.921666741883787e-11,6.478603236526578e-16,3.220463193989015e-14,4.322041445900285e-16,3.2158572972467235e-16,4.3210615856029945e-16,2.6484064295626073e-19,2.56989500445258e-18,1.7525835495165555e-13,1.0889415964491543e-14,8.648035625754781e-17,3.6304987552058e-12,1.1253031393194221e-19,1.1405915920392277e-16,1.7587311150233425e-12,1.5030566104032683e-19
3.195342881365879e-10,0.11224538167064593,0.9,0.0,0.0,0.0,0.0,0.09999991410757023,2.20227764189161e-08,2.128390640757807e-08,1.5182198832053024e-08,1.5212093785562096e-08,1.2792229497535482e-08,1.317272063028355e-08,1.3152682371978496e-08,1.3151435619683374e-08,1.1738114729532989e-08,1.1744286350223766e-08,1.061591352119244e-08,1.063793295221272e-08,9.582496888560669e-11,5.222546610432437e-10,2.584581872496222e-10,4.853549777747296e-11,1.419923083915898e-10,4.86133564703457e-11,1.1592103032610952e-10,7.181441751278924e-11,9.043230086717322e-12,2.31512070067642e-12,2.1441608383467952e-11,6.82780857051676e-16,3.763396813407284e-14,4.554934635014031e-16,3.389164688242906e-16,4.55385420994711e-16,2.9413298942879217e-19,2.6233659507204935e-18,1.8606866141435924e-13,1.286112238029232e-14,9.114026724957534e-17,4.032065796015999e-12,1.249776154310672e-19,1.2020598392796443e-16,1.9532749883285234e-12,1.6693336102721542e-19
3.358588199692508e-10,0.11224538216642843,0.9,0.0,0.0,0.0,0.0,0.09999990971945003,2.3149218316627898e-08,2.235778418540282e-08,1.5956914690384445e-08,1.5989928734785378e-08,1.3435121165552614e-08,1.384612904834476e-08,1.3824014859027127e-08,1.3822634222305028e-08,1.2337797173576638e-08,1.2344607248212566e-08,1.1157621491447038e-08,1.1181947320115403e-08,1.0066002387362846e-10,5.573888096065871e-10,2.7684785436194456e-10,5.180304739965905e-11,1.5808487830552492e-10,5.487895445453116e-11,1.2803747462781975e-10,7.929372507773771e-11,9.991051987580462e-12,2.4387182202546883e-12,2.378859544925361e-11,7.177053961258125e-16,4.36161778149642e-14,4.787847129031799e-16,3.562488717929454e-16,4.786661358862436e-16,3.2496208053968113e-19,2.6799925595244762e-18,1.9710735716418028e-13,1.5062471242341697e-14,9.580056495912514e-17,4.4547040232560556e-12,1.3807807590806864e-19,1.2635339938250468e-16,2.158028525847138e-12,1.8443375580084714e-19
3.5218335180191365e-10,0.11224538266238264,0.9,0.0,0.0,0.0,0.0,0.09999990533132923,2.4275789507557995e-08,2.3431056175871182e-08,1.6731541178117876e-08,1.6767828143716262e-08,1.4077391121339349e-08,1.4519579531342322e-08,1.4495286605767737e-08,1.449376591728371e-08,1.2937479579685441e-08,1.294495963480059e-08,1.1699266980577063e-08,1.1726013957962876e-08,1.0549235125010076e-10,5.926396207526847e-10,2.9535478812963545e-10,5.508070530440227e-11,1.7507540566533102e-10,6.155329786449108e-11,1.407541876450029e-10,8.71410251957493e-11,1.0986121743643465e-11,2.56230422239733e-12,2.6257618034871724e-11,7.526339404747838e-16,5.017177365212596e-14,5.0207789021919e-16,3.735829384191172e-16,5.019483027763975e-16,3.5732801207811597e-19,2.7397789473098498e-18,2.0838758817182197e-13,1.750663562059581e-14,1.0046124887081416e-16,4.898415177204788e-12,1.5183174921300415e-19,1.3250140549261585e-16,2.3729927079692247e-12,2.028069290354106e-19
3.685078836345765e-10,0.11224538315850863,0.9,0.0,0.0,0.0,0.0,0.09999990094320776,2.5402489978812833e-08,2.450374580227601e-08,1.7506078305588344e-08,1.754579192916563e-08,1.4719059092178618e-08,1.519307206601893e-08,1.5166497560392824e-08,1.516483071030813e-08,1.3537161947859366e-08,1.3545343525900742e-08,1.2240849995787203e-08,1.2270132859117577e-08,1.1032205649397762e-10,6.279838377509453e-10,3.1396045749574973e-10,5.836623680509167e-11,1.929647628306223e-10,6.863750660512857e-11,1.5407098637347321e-10,9.53561143096803e-11,1.2028442305716115e-11,2.68587888082766e-12,2.8848664947147658e-11,7.875664896977188e-16,5.732036947575533e-14,5.253729929579401e-16,3.9091866849082674e-16,5.252319212062048e-16,3.9123087980335964e-19,2.8027281836939504e-18,2.1992251373624515e-13,2.0206803428960527e-14,1.051223184862192e-16,5.36320099584854e-12,1.6623868912505069e-19,1.3865000218325859e-16,2.5981685149591764e-12,2.220529643957738e-19
