Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466)
1.1309899983374916e-12,0.11224537203412474,0.9,0.0,0.0,0.0,0.0,0.09999999969598423,7.786203713558237e-11,7.749865919751359e-11,5.3797789962992174e-11,5.379818131943603e-11,4.658698603831888e-11,4.659623458041783e-11,4.65946695288079e-11,4.6594694576886506e-11,4.154702342068168e-11,4.15476870620951e-11,3.7617250892517674e-11,3.761753571447017e-11,3.4456757101766524e-13,1.7239156684112024e-14,7.330145963045777e-15,1.5870463531257894e-15,1.5572216978732416e-15,5.002304885924413e-18,1.5168739494818992e-15,9.306258746722072e-16,1.1731258666544813e-16,3.479860945044338e-16,8.714920929783463e-18,2.393542439042444e-18,9.074698757836835e-19,1.597694544684669e-18,1.1880355463396353e-18,1.595634749215501e-18,3.750747916175224e-24,2.1237354737411167e-18,6.116611443107339e-16,6.679141268869202e-22,3.212955308856879e-19,5.1977744225355134e-17,1.5849136298565109e-24,2.5315109900046408e-17
1.3455654826456606e-12,0.11224537204059903,0.9,0.0,0.0,0.0,0.0,0.09999999963830528,9.263437038270781e-11,9.219729062865857e-11,6.400445291144502e-11,6.400500138513018e-11,5.5423714519345677e-11,5.543666174662752e-11,5.5434737467763725e-11,5.543477222781255e-11,4.942947389936074e-11,4.943027488248428e-11,4.475409798707263e-11,4.47544971665814e-11,4.1074741413941847e-13,2.412648586238666e-14,1.0260515233128923e-14,2.2211656860628462e-15,2.059551706115666e-15,8.127138997272939e-18,2.124555400845901e-15,1.308149442335792e-15,1.6431178566506186e-16,4.851448761083358e-16,1.411968556456895e-17,2.851549134196066e-18,1.080108281682531e-18,1.9033250030240912e-18,1.4154209601014946e-18,1.901261854378197e-18,5.267040097116568e-24,2.1237372439400753e-18,7.281103056709849e-16,1.0166427741673944e-21,3.8244837592609695e-19,7.286927778918358e-17,2.227460106126271e-24,3.545671165320761e-17
1.7747164512619988e-12,0.11224537205354775,0.9,0.0,0.0,0.0,0.0,0.09999999952294734,1.2217910418549707e-10,1.2159074991534962e-10,8.441773226804178e-11,8.441867707427584e-11,7.30952779059766e-11,7.311753807418619e-11,7.311483410015245e-11,7.311489270882689e-11,6.519437484070533e-11,6.519546143663462e-11,5.902775963514869e-11,5.902844729807552e-11,5.430899661285307e-13,4.1455722310348465e-14,1.763708621366231e-14,3.816757787391488e-15,3.2737538490908063e-15,1.8248863439855778e-17,3.6568444155981716e-15,2.2623112489996795e-15,2.828251844449202e-16,8.265987778762425e-16,3.148587636594493e-17,3.767564597414054e-18,1.4263057826107169e-18,2.5145869766463036e-18,1.8701926471841763e-18,2.5125168098354527e-18,9.097031154563916e-24,2.1237415011372546e-18,9.610084491596445e-16,2.0613316774620783e-21,5.047542790535689e-19,1.2558137819625732e-16,3.851329252260299e-24,6.10289248763775e-17
2.6330183884946753e-12,0.11224537207944542,0.9,0.0,0.0,0.0,0.0,0.09999999929223148,1.8126884047915677e-10,1.803625803576058e-10,1.2524410519768165e-10,1.252461703603318e-10,1.0843088088335867e-10,1.0847937853075402e-10,1.0847487223466138e-10,1.08474994669933e-10,9.672417665947022e-11,9.672587811060865e-11,8.757495303124114e-11,8.757645625138569e-11,8.077071296615802e-13,9.020813764633394e-14,3.840909743005217e-14,8.30606603667274e-15,6.553047431315739e-15,5.963682059462439e-17,7.986461406485046e-15,4.965299447765917e-15,6.177136540393561e-16,1.7669999860624605e-15,1.0130550207598404e-16,5.599603852577237e-18,2.1239395704509645e-18,3.737115171304482e-18,2.779739483811235e-18,3.735029757755186e-18,1.99401888614456e-23,2.123753017420605e-18,1.4268044589018835e-15,5.9752037623616645e-21,7.493669355293165e-19,2.7463333214771555e-16,8.451432725280222e-24,1.3328429860283756e-16
3.4913203257273518e-12,0.1122453721053434,0.9,0.0,0.0,0.0,0.0,0.09999999906151562,2.403589350128639e-10,2.391144238809302e-10,1.6607023042347407e-10,1.6607385280355887e-10,1.4375650040602052e-10,1.4384133605151026e-10,1.4383470555848513e-10,1.4383491130192672e-10,1.2825397839300491e-10,1.282563528714127e-10,1.1612197323253801e-10,1.1612461012371317e-10,1.0722342895071285e-12,1.5762167149772955e-13,6.716211942182688e-14,1.451438175129605e-14,1.0986112116417928e-14,1.3697169788641042e-16,1.4002617871793219e-14,8.727565010430856e-15,1.0830812120756045e-15,3.0368326618379962e-15,2.2968412058574353e-16,7.431654205380207e-18,2.8307335434374152e-18,4.959649023821679e-18,3.6892909329385476e-18,4.9575467464710984e-18,3.502747849829109e-23,2.123768593181802e-18,1.8926007097879214e-15,1.2932509510302997e-20,9.93980725317642e-19,4.818542754598721e-16,1.4854647971540842e-23,2.336837656851545e-16
4.349622262960028e-12,0.11224537213124171,0.9,0.0,0.0,0.0,0.0,0.09999999883079978,2.9944938772111623e-10,2.978464630040801e-10,2.0689610799090386e-10,2.0690172430385352e-10,1.790722044005074e-10,1.7920341061379454e-10,1.7919433679941596e-10,1.791946426385577e-10,1.5978378004132457e-10,1.5978688570983111e-10,1.4466882027084232e-10,1.4467290889262407e-10,1.3366722676778407e-12,2.4351369025874003e-13,1.0383418683283601e-13,2.2425187833130474e-14,1.6598750723053536e-14,2.6091962665842857e-16,2.1704828274104183e-14,1.354857880467635e-14,1.6789050626181964e-15,4.617553025911562e-15,4.3229146387563877e-16,9.263715653916376e-18,3.549742067227123e-18,6.1821885312651534e-18,4.59884699392535e-18,6.180067775362542e-18,5.4358158542558e-23,2.1237883193117876e-18,2.358398061133853e-15,2.3792162786016024e-20,1.2385956478187522e-18,7.472341175804841e-16,2.3060662192202623e-23,3.622180337553047e-16
5.207924200192704e-12,0.11224537215714032,0.9,0.0,0.0,0.0,0.0,0.09999999860008393,3.5854019858082814e-10,3.565588822882327e-10,2.4772173791613377e-10,2.4772978478170963e-10,2.1437806136232276e-10,2.1456560220876446e-10,2.1455376860076955e-10,2.1455418869162751e-10,1.9131358160443427e-10,1.9131747662359162e-10,1.7321549415745494e-10,1.7322135255299237e-10,1.6010218952484814e-12,3.476993524736865e-13,1.4836266841168617e-13,3.2021767624411814e-14,2.3416837861746293e-14,4.4241571226824453e-16,3.1092802183516515e-14,1.9427928688473647e-14,2.405177894831568e-15,6.491034581702655e-15,7.244833016645781e-16,1.1095788197411994e-17,4.284182087556328e-18,7.404733691223397e-18,5.5084076665741525e-18,7.402592844051163e-18,7.793199116023144e-23,2.1238122868338166e-18,2.8241974195487172e-15,3.946070736421747e-20,1.483211702556298e-18,1.0707696737475057e-15,3.30693766528992e-23,5.188810026177598e-16
6.924528074658057e-12,0.11224537220893864,0.9,0.0,0.0,0.0,0.0,0.09999999813865222,4.767228947355589e-10,4.739255324704047e-10,3.293722548539239e-10,3.293864724128599e-10,2.849604834908347e-10,2.8529033648571393e-10,2.852720428285957e-10,2.852727249564259e-10,2.543731844750266e-10,2.543788326796005e-10,2.3030832248534443e-10,2.3031867455606667e-10,2.1294591207972762e-12,6.102792110259626e-13,2.6076065919439404e-13,5.6211422707410004e-14,4.076035800879407e-14,1.018048219266613e-15,5.4925285004981596e-14,3.4360322129044773e-14,4.2490676273579446e-15,1.105456990983557e-14,1.6299551705898787e-15,1.4759966568672354e-17,5.811603918769873e-18,9.849840960971324e-18,7.32754284710095e-18,9.847655100415165e-18,1.3780902040849662e-22,2.123873266317861e-18,3.755805619526592e-15,8.868670113061043e-20,1.972447207199397e-18,1.8923069213862747e-15,5.84948750299893e-23,9.165756532301742e-16
8.64113194912341e-12,0.11224537226073826,0.9,0.0,0.0,0.0,0.0,0.09999999767722051,5.949070234338313e-10,5.912158166533833e-10,4.110217812683382e-10,4.110439151419911e-10,3.555043032495155e-10,3.560155388578184e-10,3.559895468247968e-10,3.5599052011754957e-10,3.1743278700478885e-10,3.174404210445403e-10,2.8740045823822585e-10,2.874165761494242e-10,2.657552460781119e-12,9.43916311741048e-13,4.0386497245257856e-13,8.695261514368142e-14,6.320865221275184e-14,1.9498199560943988e-15,8.549843107240462e-14,5.35219129861124e-14,6.614743468857641e-15,1.6599028672357454e-14,3.054995362829932e-15,1.842418931787095e-17,7.439792685378813e-18,1.2294970816471329e-17,9.146696475073626e-18,1.229273351477701e-17,2.1465834021896283e-22,2.1239522073439896e-18,4.687432894664132e-15,1.68196057354525e-19,2.4616872359215093e-18,2.9464635200186435e-15,9.113106554950833e-23,1.4267299517103059e-15
1e-11,0.1122453723125393,0.9,0.0,0.0,0.0,0.0,0.09999999731194999,6.884629001076303e-10,6.840099385081228e-10,4.756550544119691e-10,4.756846923244041e-10,4.1131996607108524e-10,4.120021232427329e-10,4.1196917053895113e-10,4.119703834919729e-10,3.6735093063619483e-10,3.67360301650029e-10,3.3259424892399306e-10,3.326158332118023e-10,3.0753530813830397e-12,1.2574272489390393e-12,5.38585069754989e-13,1.1584407528113553e-13,8.472308374766277e-14,2.9986059140908958e-15,1.1447907510435512e-13,7.168737843306266e-14,8.857426118437119e-15,2.1603814233532333e-14,4.6191885017242e-15,2.1324828957747943e-17,8.819301505914775e-18,1.4230557916123117e-17,1.0586756257002441e-17,1.422827534616148e-17,2.875278045204883e-22,2.1240278719370828e-18,5.4249304222998746e-15,2.580601083434147e-19,2.848974109337862e-18,3.945891419375988e-15,1.2207919734802172e-22,1.9102913023394186e-15
1.0357735823588761e-11,0.1122453723125393,0.9,0.0,0.0,0.0,0.0,0.09999999721578881,7.130925846473604e-10,7.084312248195916e-10,4.926703171806251e-10,4.927021124009282e-10,4.260100767590706e-10,4.2674120930487007e-10,4.267062980032012e-10,4.2670757418843725e-10,3.8049238919372384e-10,3.8050224172684534e-10,3.4449190143095505e-10,3.4451505735754355e-10,3.1853086247804327e-12,1.3471178143797425e-12,5.771663016866421e-13,1.241102190124615e-13,9.095026635127406e-14,3.3266106452580677e-15,1.2281062348492565e-13,7.690981906242748e-14,9.50220438472854e-15,2.3003455739109098e-14,5.102189540325803e-15,2.2088456444011406e-17,9.197807147857338e-18,1.474012324064557e-17,1.0965868551201883e-17,1.4737828086290133e-17,3.084799166810207e-22,2.124049773401776e-18,5.619087503080199e-15,2.8624772670159267e-19,2.950931785318413e-18,4.233239634398294e-15,1.3097795320919236e-22,2.0493055023156174e-15
1.3790943572519467e-11,0.11224537241614549,0.9,0.0,0.0,0.0,0.0,0.0999999962929254,9.494680045982633e-10,9.426429549232885e-10,6.559644175205596e-10,6.560207684086548e-10,5.669095713356048e-10,5.681939543739719e-10,5.681375926503287e-10,5.681394590662017e-10,5.066115925491031e-10,5.066265800929821e-10,4.586727101511547e-10,4.5871375875019954e-10,4.239834380853495e-12,2.3566612911384465e-12,1.0124478438465165e-12,2.1717150146429407e-13,1.6293735819336369e-13,7.746352470825179e-15,2.176464867651915e-13,1.3635406850063591e-13,1.6842509523271823e-14,3.803448323624281e-14,1.1366502986131298e-14,2.941712382680793e-17,1.3223469508185608e-17,1.9630495732339214e-17,1.460426805235302e-17,1.962806569950988e-17,5.470407520106145e-22,2.1243029766811195e-18,7.482513182537124e-15,6.724452162875797e-19,3.929434433556884e-18,7.504665353948212e-15,2.323042827274905e-22,3.631577943772172e-15
1.6855072529956652e-11,0.11224537250861864,0.9,0.0,0.0,0.0,0.0,0.09999999546927224,1.160437289177281e-09,1.1514369813657185e-09,8.017006300629049e-10,8.017847864202684e-10,6.92538606129104e-10,6.944417413068891e-10,6.94362233908555e-10,6.943645438451112e-10,6.191726513017063e-10,6.191930078839542e-10,5.60576444525656e-10,5.60637760054197e-10,5.179918127812797e-12,3.4790380344262083e-12,1.4982443535798828e-12,3.206681840688398e-13,2.46589013314409e-13,1.4007090440210587e-14,3.2503821456943643e-13,2.0365883039848902e-13,2.5156400917601773e-14,5.3487520701695757e-14,1.9794646751174082e-14,3.5958090249128734e-17,1.7552460354738482e-17,2.3995216504216553e-17,1.7851592442643402e-17,2.399264458470188e-17,8.17291150633562e-22,2.1245972339014382e-18,9.145793513004654e-15,1.232775244381811e-18,4.802760734007933e-18,1.1210242762656286e-14,3.470970439229112e-22,5.4231659849332435e-15
1.9919201487393837e-11,0.11224537260109639,0.9,0.0,0.0,0.0,0.0,0.09999999464561907,1.3714111378482224e-09,1.3600129869452417e-09,9.474336868224237e-10,9.475512006243066e-10,8.180541870140882e-10,8.206910193970794e-10,8.205846475992688e-10,8.205872674420705e-10,7.317337089683561e-10,7.317601760581208e-10,6.624779723733929e-10,6.625636085860088e-10,6.119020101019229e-12,4.8024717807806815e-12,2.0731322636671552e-12,4.427422030962959e-13,3.493234272695877e-13,2.2913513783822197e-14,4.538803431643111e-13,2.8439016034218407e-13,3.5132871976023417e-14,7.04670573192551e-14,3.123443073486639e-14,4.2499198059648054e-17,2.276003141591955e-17,2.836000894823369e-17,2.1098975627211084e-17,2.8357274942381184e-17,1.1416207632705845e-21,2.1249586375360435e-18,1.0809294921145651e-14,2.0499143957304067e-18,5.676101390957015e-18,1.5657031969546215e-14,4.848657509998686e-22,7.572403192652689e-15
2.2983330444831022e-11,0.11224537269357883,0.9,0.0,0.0,0.0,0.0,0.0999999938219659,1.5823895505264235e-09,1.5683781262187114e-09,1.0931635878669066e-09,1.0933200082090391e-09,9.434590536349754e-10,9.46941788556922e-10,9.468048751331878e-10,9.468076298943526e-10,8.442947655490522e-10,8.443280846810907e-10,7.64377293741755e-10,7.644913045114286e-10,7.057172518728557e-12,6.319794190696071e-12,2.7345978067373994e-12,5.827426515907034e-13,4.718113183544291e-13,3.489345188024247e-14,6.041652142924858e-13,3.785342633229614e-13,4.6771942534284216e-14,8.867016000428719e-14,4.594277494682406e-14,4.904044725577898e-17,2.9028958998523e-17,3.2724872980210826e-17,2.4346417611361342e-17,3.27219567695697e-17,1.5200302336547874e-21,2.125389548100628e-18,1.247307075155419e-14,3.17721494291952e-18,6.5494563875575216e-18,2.084504518917467e-14,6.45610781959727e-22,1.0079085533796404e-14
2.6047459402268207e-11,0.11224537278606606,0.9,0.0,0.0,0.0,0.0,0.09999999299831275,1.7933725271273567e-09,1.7765392965504303e-09,1.238890333264054e-09,1.2390912064306136e-09,1.068755866822456e-09,1.0731940486988136e-09,1.0730229486190648e-09,1.0730256312391564e-09,9.568558210437943e-10,9.568967338203343e-10,8.662744086780697e-10,8.664208479969543e-10,7.994406440969608e-12,8.02409466435234e-12,3.480198282043711e-12,7.400414591184836e-13,6.146558130018327e-13,5.035957679353981e-14,7.758853925212132e-13,4.860778016023108e-13,6.00736325000715e-14,1.0785623577370744e-13,6.412371433924339e-14,5.558183783486682e-17,3.654693917581872e-17,3.708980851796265e-17,2.7593918400379588e-17,3.7086690063200695e-17,1.952520207859686e-21,2.1258920881533465e-18,1.4137176189065033e-14,4.6698703598691984e-18,7.422825707369548e-18,2.677429465584211e-14,8.29332515415989e-22,1.2943009015490581e-14
2.911158835970539e-11,0.1122453728785581,0.9,0.0,0.0,0.0,0.0,0.09999999217465959,2.0043600675660467e-09,1.984503151342969e-09,1.3846139230818817e-09,1.3848647926096406e-09,1.1939472121579577e-09,1.1994477997349717e-09,1.1992388929787513e-09,1.1992412715139096e-09,1.0694168754525826e-09,1.0694661235448957e-09,9.681693172298828e-10,9.683522392094121e-10,8.930751829181033e-12,9.908707084960665e-12,4.3075588826523565e-12,9.140322385287128e-13,7.784050582273148e-13,6.971016836057824e-14,9.690336513082244e-13,6.070078694189138e-13,7.503796164696791e-14,1.2783303689370477e-13,8.594027053068905e-14,6.21233697942642e-17,4.550585681557972e-17,4.145481548124553e-17,3.0841477999574134e-17,4.145147482022732e-17,2.4390913275965678e-21,2.1264681867619484e-18,1.5801668062455423e-14,6.584719092032268e-18,8.296209334339427e-18,3.344479253266332e-14,1.0360313277754544e-21,1.6163969613019546e-14
3.523984627457976e-11,0.11224537306355695,0.9,0.0,0.0,0.0,0.0,0.09999999052735331,2.426348839615878e-09,2.3998644408843532e-09,1.6760516362522925e-09,1.6764191184151719e-09,1.444023501617386e-09,1.4519597741386204e-09,1.4516644704179495e-09,1.4516654690034452e-09,1.2945389810122968e-09,1.294607125032523e-09,1.1719525153706398e-09,1.1722205654832452e-09,1.0800891954202818e-11,1.419329265283355e-11,6.198368349618213e-12,1.309760957345344e-12,1.1706124999251117e-12,1.2159364914387233e-13,1.4195864447843938e-12,8.889779001034505e-13,1.0995461627368044e-13,1.6954963559440878e-13,1.4099674536148725e-13,7.520685784345113e-17,6.852942820626901e-17,5.018504337223786e-17,3.7336773649799413e-17,5.018119871236993e-17,3.574479560598422e-21,2.127848079495741e-18,1.91320449939729e-14,1.191491748739237e-17,1.0043019447291626e-17,4.900958197580636e-14,1.5183616888351517e-21,2.3676186403122424e-14
4.136810418945413e-11,0.11224537324857574,0.9,0.0,0.0,0.0,0.0,0.09999998888004703,2.8483558659926473e-09,2.8145106906881564e-09,1.967476727924712e-09,1.967982965413227e-09,1.6937071865718437e-09,1.7044777110643226e-09,1.7040817120582249e-09,1.7040802226641592e-09,1.5196610822281952e-09,1.5197510897227174e-09,1.3757268885460878e-09,1.3760962846707835e-09,1.2667812179723978e-11,1.9124762990685834e-11,8.389310797916225e-12,1.7654813113572205e-12,1.6520137874184925e-12,1.9346235753634806e-13,1.955769706376473e-12,1.2243491534598166e-12,1.5152206346948743e-13,2.129246539526037e-13,2.1187116132477928e-13,8.8290911382054e-17,9.969749521784473e-17,5.891555604785501e-17,4.383230460460789e-17,5.891112842158053e-17,4.926200029477081e-21,2.129541825466769e-18,2.2464683286741156e-14,1.9649650351470367e-17,1.1789886605310733e-17,6.753951007759452e-14,2.092604853270076e-21,3.261410518993712e-14
4.74963621043285e-11,0.1122453734336148,0.9,0.0,0.0,0.0,0.0,0.09999998723274077,3.2703811460122388e-09,3.228486998257231e-09,2.2588891986463206e-09,2.2595563143779075e-09,1.9430163880778585e-09,1.9570016098082427e-09,1.956490669758461e-09,1.9564855327976885e-09,1.7447831791002772e-09,1.744898018213711e-09,1.5794924371387004e-09,1.5799793981109533e-09,1.4531715587915861e-11,2.4657936195126436e-11,1.0863705200123001e-11,2.2770669182804403e-12,2.2256753433867354e-12,2.8802177602753344e-13,2.5775326858210327e-12,1.61303282237174e-12,1.997404599948324e-13,2.574247610612851e-13,2.9901540592098653e-13,1.0137553038911553e-16,1.4064895278267772e-16,6.764635293249442e-17,5.0328070906812496e-17,6.764126392386999e-17,6.494257821463236e-21,2.1315602160748053e-18,2.5800084478335537e-14,3.029057511115968e-17,1.3536810693203923e-17,8.903467306533837e-14,2.758763798928433e-21,4.2976097047074264e-14
5.362462001920287e-11,0.11224537361867451,0.9,0.0,0.0,0.0,0.0,0.09999998558543452,3.6924246789914775e-09,3.6418353300151055e-09,2.550289048963649e-09,2.5511391469622645e-09,2.191968210678525e-09,2.209531469666959e-09,2.208891374230556e-09,2.208881399705199e-09,1.969905271628543e-09,1.9700479111190077e-09,1.7832491615304783e-09,1.783869907141746e-09,1.6392791160509263e-11,3.0750768097573606e-11,1.3605791702945307e-11,2.8406716436556103e-12,2.894354570341599e-12,4.0779159970681767e-13,3.2848273894248864e-12,2.054945670656529e-12,2.5460996286735103e-13,3.026684087018367e-13,4.0275260365953787e-13,1.1446071484263518e-16,1.9304806370187596e-16,7.637743347630678e-17,5.68240725985679e-17,7.637160519394085e-17,8.278658032159226e-21,2.1339129543034087e-18,2.9138765427231053e-14,4.435469125007434e-17,1.5283791601045146e-17,1.1349516709511884e-13,3.516841501452372e-21,5.4760535288585795e-14
5.975287793407724e-11,0.11224537380375504,0.9,0.0,0.0,0.0,0.0,0.09999998393812828,4.1144864642480744e-09,4.054594907361195e-09,2.84167627942262e-09,2.8427314456046677e-09,2.440578851061808e-09,2.4620672899374388e-09,2.4612838466899123e-09,2.4612678236874086e-09,2.1950273598129933e-09,2.19520076906487e-09,1.986997062102984e-09,1.9877678130994602e-09,1.8251215519482574e-11,3.7363965385909265e-11,1.6600634434069437e-11,3.4526956796295622e-12,3.66058817745412e-12,5.551282859491305e-13,4.077608254471024e-12,2.550009346478553e-12,3.1613072934748576e-13,3.4834749798294723e-13,5.233435688388929e-13,1.275464647232966e-16,2.585760346168117e-16,8.510879715436794e-17,6.332030972353131e-17,8.510215220978255e-17,1.0279405765048532e-20,2.1366089686043853e-18,3.2481255788989305e-14,6.237181672970099e-17,1.7030829223612475e-17,1.409210882632481e-13,4.3668409346240366e-21,6.796579536347679e-14
6.588113584895162e-11,0.11224537398885677,0.9,0.0,0.0,0.0,0.0,0.09999998229082206,4.5365665010994425e-09,4.466802320729249e-09,3.133050890569383e-09,3.134333193501103e-09,2.6888636289149094e-09,2.7146090699165588e-09,2.7136680934845e-09,2.7136448050451963e-09,2.4201494436536255e-09,2.420356592690168e-09,2.1907361392379197e-09,2.191673117318952e-09,2.0107153435305953e-11,4.446087131484494e-11,1.9834094026940312e-11,4.109775551962832e-12,4.52666895671824e-12,7.322316961128411e-13,4.95583204856186e-12,3.0981501750279644e-12,3.843029165803036e-13,3.942623392307741e-13,6.609571469489719e-13,1.406327800053289e-16,3.3893063257260065e-16,9.384044346102547e-17,6.981678232153889e-17,9.38329049414477e-17,1.2496506119900129e-20,2.13965632377472e-18,3.582809801470959e-14,8.488458691390839e-17,1.877792346022611e-17,1.7131253245522783e-13,5.308765065706196e-21,8.259025449569912e-14
7.2009393763826e-11,0.1122453741739798,0.9,0.0,0.0,0.0,0.0,0.09999998064351585,4.958664788862043e-09,4.878491512943276e-09,3.4244128829507673e-09,3.425944374612606e-09,2.9368369776735853e-09,2.9671568089008548e-09,2.9660441031863195e-09,2.9660123440799276e-09,2.6452715231504407e-09,2.6455153826466403e-09,2.394466393317448e-09,2.3955858211336824e-09,2.196075776505279e-11,5.20074823756792e-11,2.3292836310021965e-11,4.808785730898836e-12,5.494628428879082e-12,9.411440387540905e-13,5.919457884368776e-12,3.69929918561788e-12,4.591266813978091e-13,4.4034089370797997e-13,8.156538907038446e-13,1.5371966067866618e-16,4.358262528053482e-16,1.0257237192187955e-16,7.631349044159645e-17,1.0256386337832741e-16,1.4929964186204223e-20,2.1430621779298496e-18,3.917984769811815e-14,1.1244880274018258e-16,2.0525074214783244e-17,2.0466959525743884e-13,6.342616852649792e-21,9.863229155115433e-14
7.949623321257011e-11,0.11224537440017228,0.9,0.0,0.0,0.0,0.0,0.09999997863101616,5.474363367093673e-09,5.3807910168394806e-09,3.780350173259422e-09,3.7822160005474105e-09,3.2393809617550615e-09,3.2757002733399757e-09,3.274358480155562e-09,3.274314759966806e-09,2.920301205785509e-09,2.920593946632409e-09,2.6433499012958396e-09,2.6447142436803957e-09,2.422232882148291e-11,6.179165260425865e-11,2.78058286899874e-11,5.715450819449826e-12,6.818131790422247e-12,1.2422888064623082e-12,7.212554996453662e-12,4.505561889737916e-12,5.595653789446173e-13,4.96806340423462e-13,1.0278713236877661e-12,1.6970855634043034e-16,5.791631339301331e-16,1.1324047529279976e-16,8.425078198540489e-17,1.132306785481918e-16,1.8196527496671986e-20,2.147719072304501e-18,4.328213815944248e-14,1.5380650776619785e-16,2.265962967911404e-17,2.494464402049453e-13,7.730424886302739e-21,1.2015215906501778e-13
8.698307266131424e-11,0.1122453746263973,0.9,0.0,0.0,0.0,0.0,0.09999997661851645,5.990089183085852e-09,5.88241695135456e-09,4.136268631499271e-09,4.13850165641482e-09,3.5415036377842767e-09,3.584252629438906e-09,3.582660513869679e-09,3.582603083905412e-09,3.195330881937302e-09,3.1956769401730175e-09,2.8922202418691606e-09,2.8938537147512006e-09,2.648086674003769e-11,7.214695575612982e-11,3.261480859327399e-11,6.675476043082091e-12,8.299589383274403e-12,1.5969250093534188e-12,8.632992946194997e-12,5.390734692559787e-12,6.699322734685182e-13,5.534014723113595e-13,1.2656812950021215e-12,1.8569829576361107e-16,7.529102109060507e-16,1.239089982905166e-16,9.218842517482437e-17,1.2389780061980104e-16,2.1786027988780378e-20,2.1529317638864636e-18,4.7393652557591405e-14,2.0460387399022072e-16,2.4794269202060316e-17,2.9864987507499437e-13,9.255447457521466e-21,1.437824388127915e-13
9.446991211005836e-11,0.11224537485265511,0.9,0.0,0.0,0.0,0.0,0.09999997460601676,6.505842235592784e-09,6.383417704149304e-09,4.492168258667109e-09,4.494801317023646e-09,3.843226636941201e-09,3.892813875915375e-09,3.890950179114134e-09,3.890877316445005e-09,3.4703605516058162e-09,3.4707643645165096e-09,3.141077415733931e-09,3.143004236762508e-09,2.873658944350262e-11,8.302492222164547e-11,3.7699733005891313e-11,7.684381878999263e-12,9.941852282978282e-12,2.007969021358393e-12,1.0180709309797781e-11,6.354715847729537e-12,7.902276509608519e-13,6.100771280636763e-13,1.529124480584946e-12,2.0168887895157165e-16,9.602221249760366e-16,1.345779401829312e-16,1.0012642011143535e-16,1.3456522960046267e-16,2.569847494334708e-20,2.1587103201586133e-18,5.151546434968853e-14,2.6591488524920104e-16,2.6928992632670094e-17,3.5228007328487536e-13,1.0917689932655329e-20,1.69520186707733e-13
9.999999999999999e-11,0.11224537507894607,0.9,0.0,0.0,0.0,0.0,0.09999997311950161,6.8868161647490315e-09,6.75310220357698e-09,4.7550382864303254e-09,4.7579878956974934e-09,4.065846912216879e-09,4.120735625576675e-09,4.118657663788196e-09,4.1185723099018694e-09,3.6735087858978975e-09,3.673958108783177e-09,3.3248851169813022e-09,3.3270441685745187e-09,3.0401069192173944e-11,9.136924958463544e-11,4.1621834819755445e-11,8.45856309624139e-12,1.1259690292859865e-11,2.3493802310438383e-12,1.1405609268375452e-11,7.11730041396738e-12,8.854581752817242e-13,6.519666603810906e-13,1.740194689405665e-12,2.135007238832065e-16,1.1367509743056709e-15,1.4245872851891418e-16,1.059899759282695e-16,1.4244482892481586e-16,2.8795743887809504e-20,2.163347366902237e-18,5.456725535347925e-14,3.185920171959312e-16,2.8505841050574315e-17,3.9473614294151606e-13,1.2233604903356088e-20,1.8988266269305203e-13
1.0195675155880248e-10,0.11224537507894607,0.9,0.0,0.0,0.0,0.0,0.09999997259351705,7.021622523369373e-09,6.8838376292483605e-09,4.848049055759277e-09,4.851114958441316e-09,4.144570137156591e-09,4.2013840114874565e-09,4.1992274520750345e-09,4.199137458134501e-09,3.745390214791053e-09,3.7458562209285485e-09,3.3899214235863234e-09,3.3921658121254055e-09,3.0989696663366985e-11,9.438112462872087e-11,4.304188696513278e-11,8.738054923197846e-12,1.1747530861604492e-11,2.4780950371416083e-12,1.1855645336628118e-11,7.397410784833028e-12,9.204517975674793e-13,6.667908464709878e-13,1.818235870494128e-12,2.176803058613446e-16,1.2042499455214635e-15,1.4524730025105085e-16,1.0806476686951343e-16,1.4523296544056797e-16,2.9933877646494354e-20,2.1650639235088226e-18,5.5648664774559484e-14,3.388313624333849e-16,2.906379982755283e-17,4.103372080361621e-13,1.2717157671480578e-20,1.9736246305128908e-13
