Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011),CHO2(367)
0.00013163948054652574,0.12094908888170096,0.9,0.0,0.0,0.0,0.0,0.06868841019902686,0.0045555695108732246,1.7295240283430433e-06,6.0269087077360684e-06,2.2646836122908448e-05,6.012615009007311e-07,1.7952408730125907e-05,2.4231586664788757e-06,5.658562051026627e-06,0.003502275575789103,0.01908418585554481,3.5939226258059178e-06,3.191044934933377e-05,7.787067375101497e-09,5.77053392551316e-08,1.801050029874161e-08,3.212854117669121e-09,1.0006557395130142e-05,0.003735259302533944,0.041049671667253,0.004179631678073428,0.0015312497079056939,4.639512740906436e-10,0.004253100410427634,9.003569955026302e-11,7.074593328835821e-09,4.3227790680909034e-13,6.480843010846174e-13,3.9563132019201235e-13,3.1749969664230906e-11,2.3232340915491e-14,1.1691190015756685e-06,0.002278584081544983,1.3888463986964492e-13,0.0010746602844132857,2.12349708762093e-11,3.6206924989511695e-13,0.0003776729482101636,2.0578674928843968e-11,7.151702264437799e-14,0.009524163650430344,2.0930463474489e-14,0.00339875555495047,1.0965260714118248e-14,1.0382272177698446e-13,2.448640233872846e-14,1.7131662083581036e-12,6.034833705317253e-13,0.002677177810550287,1.3469178442998088e-13,9.34677856087556e-13,4.738796008257051e-14,3.2913894748520796e-13,8.938379864196434e-10,2.3691895330249932e-14,0.0026560240911565037,4.040310884767762e-13,0.0034531182612348426,5.034190671963577e-11,3.176003374143674e-14,2.204238268467601e-13,3.51493741238774e-11,5.303603130170111e-09,1.7676222241348318e-10,2.108117623723085e-10,3.908763438874995e-13,2.0428579691690805e-10,2.048036407100702e-14,2.156211349953717e-15,2.2730749471960165e-11,3.0717254376567874e-14,2.1323982913336824e-13,9.164649738547941e-12,0.001418546842089518,8.853028184778035e-13
0.00013287359399354306,0.1210139290323798,0.9,0.0,0.0,0.0,0.0,0.06845366375317169,0.0045654005447527905,1.7237368037695888e-06,6.005718877651018e-06,2.2569406268108304e-05,5.992582086701007e-07,1.7904691228193827e-05,2.4150291819680884e-06,5.65556681334804e-06,0.003525425827982969,0.01923663911170429,3.5852783156638473e-06,3.180156577910562e-05,7.761010827239566e-09,5.75122492784996e-08,1.795049263892667e-08,3.2026910634825007e-09,9.956199774185736e-06,0.0037641643826049954,0.04136570847244916,0.004200217718096891,0.0015301313642074722,4.624931298433926e-10,0.004286105033371662,8.987345218636878e-11,7.0111757231662655e-09,4.2909762290788494e-13,6.433207462114414e-13,3.930205380379008e-13,3.16014117902648e-11,2.3028637458988535e-14,1.1622112739743399e-06,0.002289157076765186,1.3844531606770622e-13,0.0010749135500023814,2.115604489529345e-11,3.608478924158354e-13,0.0003771729321952725,2.0470220388122994e-11,7.18692671027075e-14,0.009614522044289586,2.1092886566303954e-14,0.003426560928178925,1.1050114706934582e-14,1.048217529214487e-13,2.4674599888046548e-14,1.724394932968732e-12,6.05688092444752e-13,0.0026963313654639397,1.3595704854647147e-13,9.434376997742186e-13,4.769524953793277e-14,3.312661336465474e-13,8.996965313546228e-10,2.3836761135660664e-14,0.0026811881732670376,4.058991593263916e-13,0.0034875973457220892,5.0589856920465555e-11,3.1996885443118886e-14,2.2206286609583829e-13,3.532249636550669e-11,5.329725121971778e-09,1.7740799259544332e-10,2.1178646785098223e-10,3.920713040164025e-13,2.0491032535856214e-10,2.0617840265919936e-14,2.166831389365822e-15,2.2842705777627666e-11,3.089807669255227e-14,2.1449048436029642e-13,9.210052015478731e-12,0.0014411625324458096,8.874084428326231e-13
0.00013410770744056038,0.12107856539714522,0.9,0.0,0.0,0.0,0.0,0.0682197584314118,0.004575012046967169,1.7179681835171786e-06,5.9846575134628256e-06,2.2492254404962002e-05,5.972617667375948e-07,1.785718376798541e-05,2.4069272746599406e-06,5.652562574116588e-06,0.003548431921203752,0.019388720350839026,3.5766585114810503e-06,3.169306901133451e-05,7.735038043099096e-09,5.731978003253952e-08,1.7890690176522756e-08,3.1925593616833097e-09,9.906463303533933e-06,0.003792970741152083,0.04168077173298854,0.004220544688976719,0.0015290099909098971,4.6103931678806736e-10,0.004318997620757167,8.970700424927646e-11,6.948602268057358e-09,4.25942069388987e-13,6.385941342009548e-13,3.904297949960983e-13,3.1453549764230797e-11,2.2827602292058586e-14,1.1553848287163887e-06,0.002299644293273318,1.380075446005843e-13,0.0010751528878091008,2.1077191530369058e-11,3.596308917617674e-13,0.00037668626844525137,2.0363075279385253e-11,7.221707867011475e-14,0.009704680255667734,2.1254758306613418e-14,0.0034542962542815974,1.1134678892125806e-14,1.0581636050608903e-13,2.4861930846380146e-14,1.7354611284351763e-12,6.078486237981531e-13,0.002715393378892095,1.3721555168853776e-13,9.521504806026825e-13,4.8000413903315496e-14,3.333785490501923e-13,9.054702773211721e-10,2.3981401239597308e-14,0.002706286380828477,4.0773654407545585e-13,0.003522003569021772,5.083468674234013e-11,3.223240026697462e-14,2.236926107153236e-13,3.5493439916296916e-11,5.355518376439067e-09,1.7804081921977494e-10,2.1274516220774274e-10,3.9325035262465884e-13,2.055265378766054e-10,2.075452610701531e-14,2.1773177787649705e-15,2.2953253146746884e-11,3.1078422322215846e-14,2.157378286638652e-13,9.254889757173115e-12,0.0014638886207304115,8.894808937440758e-13
0.0001353418208875777,0.12114299883761481,0.9,0.0,0.0,0.0,0.0,0.06798669061306284,0.004584407534133489,1.712218120779568e-06,5.963722626403556e-06,2.2415379337072396e-05,5.952721493305866e-07,1.7809883572476983e-05,2.3988528465393964e-06,5.649548855120532e-06,0.0035712945811079686,0.019540430509713037,3.568063121863712e-06,3.1584957448485764e-05,7.709148811955598e-09,5.712792995554339e-08,1.7831092139515143e-08,3.182458938955255e-09,9.857333926975712e-06,0.0038216787309815667,0.041994865361798174,0.004240614536471052,0.0015278857146683875,4.5958982772178126e-10,0.004351778560921739,8.953647657087652e-11,6.88685508556196e-09,4.228110344458635e-13,6.339041506713294e-13,3.878588774030619e-13,3.130638225337775e-11,2.2629179206315027e-14,1.148637875575994e-06,0.0023100465609003007,1.375713187613933e-13,0.0010753786561704943,2.099841909963512e-11,3.5841823019111157e-13,0.00037621265508084445,2.0257210858517366e-11,7.256049064015268e-14,0.009794637254643706,2.1416080606502183e-14,0.003481962061341308,1.1218954305390495e-14,1.0680650965096616e-13,2.5048398743684507e-14,1.7463653544307123e-12,6.099654355901997e-13,0.002734364879558332,1.3846725453634546e-13,9.608159311846637e-13,4.830346652390719e-14,3.354762875071075e-13,9.111595163267225e-10,2.4125820619125944e-14,0.002731318774029984,4.0954352611874835e-13,0.0035563365714920015,5.10764196210985e-11,3.246658457567706e-14,2.2531310573271823e-13,3.566222113946745e-11,5.380985362578147e-09,1.7866084024340462e-10,2.1368799330983987e-10,3.94413683314567e-13,2.0613453565443279e-10,2.0890425986613086e-14,2.1876715219395585e-15,2.3062402161240866e-11,3.125829931391113e-14,2.1698191814738678e-13,9.299167193424501e-12,0.0014867237130424794,8.915206154032517e-13
0.00013657593433459502,0.12120723026477138,0.9,0.0,0.0,0.0,0.0,0.06775445670858608,0.004593590446644954,1.7064865676634387e-06,5.942912336293521e-06,2.233877987736017e-05,5.932893304773803e-07,1.776278796016406e-05,2.3908057993280343e-06,5.646525206140593e-06,0.003594014528236394,0.019691770511321073,3.559492056182935e-06,3.147722950356214e-05,7.683342918189187e-09,5.6936697449572665e-08,1.7771697749939024e-08,3.172389713825059e-09,9.8087985383978e-06,0.003850288703263958,0.042307993239673915,0.004260429192177716,0.0015267586573364897,4.581446541047786e-10,0.0043844482406031,8.936198629664416e-11,6.82591762535756e-09,4.197043084913784e-13,6.292504845001967e-13,3.8530757442089614e-13,3.1159907764383235e-11,2.2433316191512218e-14,1.1419687432523977e-06,0.0023203646970178645,1.3713663192955685e-13,0.0010755911966210084,2.0919735300520774e-11,3.572098900356174e-13,0.00037575180054658515,2.0152599615920452e-11,7.289953606408006e-14,0.009884392052739712,2.1576855369182485e-14,0.0035095588659945698,1.1302941977625209e-14,1.0779216821178296e-13,2.5234007343241813e-14,1.7571082108213615e-12,6.120389955932254e-13,0.0027532468753687102,1.3971212147516398e-13,9.694338097472988e-13,4.8604420806037684e-14,3.3755944322048613e-13,9.167645613489988e-10,2.4270023521587828e-14,0.0027562854173664303,4.113203893912615e-13,0.003590596009525153,5.1315078822024743e-11,3.269944504306269e-14,2.2692439830856493e-13,3.5828856279153914e-11,5.406128531426929e-09,1.7926819267835025e-10,2.1461510930634504e-10,3.955614786982944e-13,2.067344141316468e-10,2.1025544320657096e-14,2.1978936153728863e-15,2.317016332602251e-11,3.1437714767988565e-14,2.1822280233571425e-13,9.342888523300088e-12,0.0015096664267609113,8.935279881896141e-13
0.00013781004778161234,0.12127126054466603,0.9,0.0,0.0,0.0,0.0,0.06752305315729117,0.004602564157141672,1.700773477760609e-06,5.922224770716544e-06,2.226245484924598e-05,5.913132848472493e-07,1.7715894317898974e-05,2.382786036598582e-06,5.643491194226169e-06,0.0036165924783478107,0.01984274126574527,3.5509452245540835e-06,3.1369883603445096e-05,7.657620152867008e-09,5.6746080966232376e-08,1.7712506249026637e-08,3.162351613659852e-09,9.760843897156736e-06,0.0038788010076670014,0.04262015921545353,0.004279990574701378,0.0015256289372221038,4.5670378873873466e-10,0.004417007045071246,8.918364777756918e-11,6.76577297795522e-09,4.166216839615752e-13,6.246328275498001e-13,3.827756785442369e-13,3.101412472949836e-11,2.2239960082758602e-14,1.1353757498796757e-06,0.002330599508289705,1.367034775404085e-13,0.0010757908385791168,2.08411474887004e-11,3.5600585377374057e-13,0.0003753034222718866,2.0049214893011232e-11,7.323424777083144e-14,0.009973943697766758,2.1737084490643364e-14,0.0035370871737950864,1.1386642935314923e-14,1.0877330544994806e-13,2.5418760354758233e-14,1.7676903206059276e-12,6.14069767451808e-13,0.0027720403547795373,1.4095011890152154e-13,9.780038883933776e-13,4.890329008654793e-14,3.396281098850542e-13,9.2228573743522e-10,2.4414014032044805e-14,0.002781186379163702,4.1306741517893e-13,0.0036247815537949197,5.1550687453905676e-11,3.293098828496974e-14,2.2852653518279867e-13,3.5993361470223464e-11,5.430950317536067e-09,1.7986301232759989e-10,2.1552665696413072e-10,3.966939176534914e-13,2.073262667960492e-10,2.1159885493693073e-14,2.207985048845268e-15,2.32765470753419e-11,3.161667556139163e-14,2.1946052919811092e-13,9.38605791763209e-12,0.001532715389612388,8.955034443184839e-13
0.00013904416122862966,0.1213350905367091,0.9,0.0,0.0,0.0,0.0,0.06729247642383965,0.004611331976304906,1.6950788026826982e-06,5.901658154722678e-06,2.21864030832552e-05,5.893439867378122e-07,1.7669200129131427e-05,2.3747934608361313e-06,5.64044639581573e-06,0.0036390291429850047,0.01999334367231417,3.542422537758333e-06,3.126291818251373e-05,7.631980298139569e-09,5.6556078891043024e-08,1.7653516866872353e-08,3.1523445567020267e-09,9.713457625508494e-06,0.00390721599248757,0.0429313671121448,0.004299300590754664,0.0015244966687273855,4.5526722292336583e-10,0.004449455358248299,8.900157320252354e-11,6.706405464346193e-09,4.135629554861978e-13,6.200508748410419e-13,3.802629880699005e-13,3.0869031536357456e-11,2.2049061606770484e-14,1.128857319169581e-06,0.002340751791074554,1.3627184903164539e-13,0.001075977897901026,2.076266275366649e-11,3.5480610399320083e-13,0.00037486724569644943,1.994703054202966e-11,7.356465838585922e-14,0.010063291271186542,2.1896769860241465e-14,0.003564547481264284,1.1470058200920458e-14,1.0974989100679678e-13,2.5602661180211752e-14,1.7781123234739535e-12,6.16058209345051e-13,0.0027907462895036686,1.4218121401453986e-13,9.865259447267524e-13,4.9200087510806954e-14,3.4168237984607495e-13,9.277233783410319e-10,2.4557796628925798e-14,0.0028060217311383297,4.147848789529357e-13,0.0036588928879928454,5.1783268482293544e-11,3.316122053124769e-14,2.301195604039555e-13,3.615575274753484e-11,5.4554531403662025e-09,1.8044543339330295e-10,2.1642278001614345e-10,3.9781118113538603e-13,2.0791018822121112e-10,2.1293453812376565e-14,2.217946806002086e-15,2.3381563778774745e-11,3.179518903505862e-14,2.2069514991367712e-13,9.42867952145066e-12,0.0015558692388120484,8.974473533319075e-13
0.00014027827467564697,0.12139872112896574,0.9,0.0,0.0,0.0,0.0,0.06706272300745247,0.004619897132895753,1.6894024951376485e-06,5.881210763385008e-06,2.2110623421497846e-05,5.873814109052869e-07,1.7622702979246458e-05,2.366827975956358e-06,5.637390414915961e-06,0.0036613252278595828,0.020143578615772106,3.533923907421712e-06,3.115633168970375e-05,7.606423141093543e-09,5.63666896461091e-08,1.759472884731008e-08,3.1423684655942853e-09,9.6666276625531e-06,0.00393553400414509,0.0432416207161909,0.004318361130768071,0.001523361961731681,4.538349485898586e-10,0.004481793562211476,8.881587090588702e-11,6.647799681261609e-09,4.105279197409137e-13,6.155043244092573e-13,3.7776930582897927e-13,3.07246264187966e-11,2.1860572346411428e-14,1.1224119182320858e-06,0.0023508223283441273,1.358417399460889e-13,0.0010761526747394667,2.068428758089366e-11,3.536106233948989e-13,0.0003744430069182644,1.9846021717721852e-11,7.389080025601487e-14,0.010152433898757687,2.2055913358254412e-14,0.0035919402723769735,1.155318879139124e-14,1.1072189730650264e-13,2.578571349496314e-14,1.7883748934889974e-12,6.180047761301813e-13,0.0028093656283284365,1.4340537770307175e-13,9.949997818487654e-13,4.94948262954547e-14,3.43722345908288e-13,9.330778357564761e-10,2.4701374968186716e-14,0.0028307915494544564,4.1647305685607155e-13,0.003692929712655793,5.201284467662917e-11,3.339014837095674e-14,2.317035204848389e-13,3.6316046009019224e-11,5.479639398717302e-09,1.8101558910460536e-10,2.173036225457123e-10,3.989134388517499e-13,2.0848626710244608e-10,2.1426253610375328e-14,2.2277798620890095e-15,2.3485223717347118e-11,3.197326147707921e-14,2.2192670835600198e-13,9.470757444423767e-12,0.0015791266245641872,8.993601035576651e-13
0.0001415123881226643,0.12146215312912005,0.9,0.0,0.0,0.0,0.0,0.06683378942865362,0.004628262806090513,1.6837445078519005e-06,5.860880873958981e-06,2.2035114713520917e-05,5.854255323646601e-07,1.7576400472617767e-05,2.358889486529881e-06,5.634322854967048e-06,0.00368348143508087,0.020293446971904324,3.5254492457627616e-06,3.1050122583320165e-05,7.580948468898661e-09,5.617791165415818e-08,1.753614144192623e-08,3.1324232653341373e-09,9.620341897610313e-06,0.003963755387899035,0.04355092379065443,0.004337174075112703,0.001522224923648124,4.5240695797424584e-10,0.004514022037895637,8.862664782585505e-11,6.589940130961714e-09,4.075163755459377e-13,6.109928774731928e-13,3.7529443483891013e-13,3.058090763130378e-11,2.167444357938833e-14,1.1160380098445034e-06,0.002360811895035934,1.3541314380349492e-13,0.0010763154608231114,2.0606028444505282e-11,3.524193948269247e-13,0.00037403044806838347,1.9746163790692452e-11,7.421270555602524e-14,0.010241370732654766,2.2214516859337955e-14,0.00361926602324387,1.1636035720271509e-14,1.1168929634028035e-13,2.596792045676645e-14,1.7984787116694954e-12,6.199099172456448e-13,0.0028278993059300812,1.446225806097408e-13,1.0034252011006334e-12,4.978751940654739e-14,3.457480991229797e-13,9.383494650003126e-10,2.4844753368035136e-14,0.0028554959129364365,4.181322173922616e-13,0.0037268917387817367,5.223943868519226e-11,3.361777773823533e-14,2.332784573894275e-13,3.647425706801144e-11,5.503511478624795e-09,1.815736111034765e-10,2.1816932465044133e-10,4.000008657239137e-13,2.090545948598285e-10,2.155828911865064e-14,2.2374851871622165e-15,2.3587537117377533e-11,3.215089998095066e-14,2.2315525397491287e-13,9.512295774361364e-12,0.0016024862051040895,9.012420959044871e-13
0.0001427465015696816,0.12152538739010305,0.9,0.0,0.0,0.0,0.0,0.06660567223286891,0.0046364321166091635,1.67810479203793e-06,5.840666833226557e-06,2.1959875816509527e-05,5.834763258651062e-07,1.753029026830748e-05,2.3509778965042682e-06,5.631243340957161e-06,0.003705498462522239,0.020442949606345677,3.5169984656147776e-06,3.094428933070605e-05,7.555556061907278e-09,5.598974328740853e-08,1.7477753894346156e-08,3.1225088732449927e-09,9.574588960537438e-06,0.003991880487625377,0.043859280072233095,0.004355741292142415,0.0015210856586137505,4.5098324205988263e-10,0.004546141164869808,8.84340081611222e-11,6.532812378250037e-09,4.0452812392769955e-13,6.065162384604741e-13,3.728381833173879e-13,3.043787334938416e-11,2.1490629941810715e-14,1.1097341390637577e-06,0.002370721256281399,1.3498605417913694e-13,0.001076466536770179,2.052789144763664e-11,3.5123240122125047e-13,0.0003736293186320892,1.9647432908267327e-11,7.45304062549923e-14,0.010330100956526075,2.2372582231426974e-14,0.003646525201129827,1.171859999704425e-14,1.1265206197254313e-13,2.6149285298041195e-14,1.8084244905652303e-12,6.217740780897794e-13,0.0028463482406388576,1.4583279600891117e-13,1.0118020220033643e-12,5.0078179770704577e-14,3.477597302433818e-13,9.435386378426834e-10,2.498793585416698e-14,0.002880134903508219,4.197626280077059e-13,0.0037607786893785102,5.246307301151973e-11,3.3844114669573065e-14,2.3484441377301063e-13,3.663040163678493e-11,5.5270717508752135e-09,1.8211962984853286e-10,2.1902002587605617e-10,4.0107363072073214e-13,2.0961525980244425e-10,2.1689564554869192e-14,2.247063745078353e-15,2.3688514139829134e-11,3.23281112386159e-14,2.2438083343119053e-13,9.553298572991433e-12,0.001625946648268193,9.030936758873508e-13
0.00014398061501669893,0.12158842476382202,0.9,0.0,0.0,0.0,0.0,0.06637836799757185,0.004644408110588251,1.6724833000668481e-06,5.8205670589489915e-06,2.1884905598059743e-05,5.815337665691783e-07,1.748437014486519e-05,2.3430931110726027e-06,5.62815152504829e-06,0.0037273770025386074,0.020592087371949536,3.508571480595463e-06,3.083883041193033e-05,7.530245705688631e-09,5.5802182956720224e-08,1.7419565460573745e-08,3.1126252110256384e-09,9.529357892152817e-06,0.004019909645393307,0.044166693263600794,0.0043740646345119165,0.0015199442667362547,4.495637924651907e-10,0.004578151320916235,8.823805257336391e-11,6.4764023588670275e-09,4.015629674881127e-13,6.020741140784916e-13,3.7040036449820045e-13,3.02955215992071e-11,2.1309087226777268e-14,1.1034989127247718e-06,0.002380551164750158,1.345604647560342e-13,0.0010766061696795694,2.0449882122361336e-11,3.500496256023856e-13,0.00037323937739661063,1.9549806400527745e-11,7.484393405339263e-14,0.010418623794209662,2.2530111333663448e-14,0.003673718262048084,1.1800882625888507e-14,1.136101707117567e-13,2.6329811598480076e-14,1.8182129703570248e-12,6.235977013506014e-13,0.002864713329856063,1.4703600060558947e-13,1.0201300877820046e-12,5.036682041294215e-14,3.497573306726457e-13,9.48645740470094e-10,2.5130925630519495e-14,0.002904708606979268,4.21364557722182e-13,0.003794590302547615,5.268376997005894e-11,3.4069165650782554e-14,2.364014353809802e-13,3.678449529558825e-11,5.5503225663341704e-09,1.826537750045196e-10,2.198558665892992e-10,4.0213189235663194e-13,2.1016834477556877e-10,2.1820084175766054e-14,2.256516491595109e-15,2.3788164860285986e-11,3.250490090030516e-14,2.2560348615812605e-13,9.593769867953198e-12,0.0016495066344388296,9.049152089414132e-13
0.00014521472846371625,0.12165126603305214,0.9,0.0,0.0,0.0,0.0,0.0661518733168765,0.004652193795936341,1.6668799843551104e-06,5.800579967277115e-06,2.181020293161645e-05,5.795978299085443e-07,1.7438637907839007e-05,2.3352350360388205e-06,5.625047053698905e-06,0.0037491177446140793,0.020740861114933846,3.500168204797523e-06,3.073374431433443e-05,7.505017186015933e-09,5.5615229074472125e-08,1.736157540467455e-08,3.1027722035183006e-09,9.484637571230004e-06,0.004047843202333461,0.044473167049282024,0.004392145946725147,0.0015188008462946514,4.481486012377726e-10,0.004610052882887662,8.803888096169897e-11,6.4206957603588075e-09,3.9862071103929206e-13,5.976662143364178e-13,3.679807911804964e-13,3.015385046820391e-11,2.112977043751887e-14,1.0973309242413445e-06,0.0023903023668234063,1.341363691673723e-13,0.0010767346204952231,2.0372006120327225e-11,3.488710511331512e-13,0.00037286038763146916,1.945326157091574e-11,7.515332051223613e-14,0.010506938489911261,2.2687106020614866e-14,0.0037008456560742656,1.1882884608228064e-14,1.1456359801474737e-13,2.650950228811223e-14,1.8278448926727404e-12,6.25381223973697e-13,0.0028829954601271683,1.482321700889189e-13,1.0284092345730343e-12,5.065345404458445e-14,3.517409896282909e-13,9.536711598240772e-10,2.5273726800777372e-14,0.002929217111129294,4.2293826669785706e-13,0.0038283263243005226,5.290155177708465e-11,3.42929363421089e-14,2.379495622313827e-13,3.693655355612452e-11,5.573266265524626e-09,1.8317617455421097e-10,2.2067698253530128e-10,4.031758169073013e-13,2.1071393668074032e-10,2.1949852111261332e-14,2.26584437826531e-15,2.3886499310004517e-11,3.268127571602231e-14,2.2682325920700383e-13,9.633713669171825e-12,0.0016731648505151765,9.06707080351179e-13
0.00014644884191073357,0.1217139120455899,0.9,0.0,0.0,0.0,0.0,0.06592618481513855,0.004659792110894571,1.6612947957334674e-06,5.7807040529580615e-06,2.1735766699857557e-05,5.776684909898289e-07,1.7393091431116734e-05,2.3274035765999045e-06,5.621929598126307e-06,0.0037707213729808874,0.020889271669875774,3.491788553046473e-06,3.062902953623643e-05,7.479870281521888e-09,5.5428880000152646e-08,1.7303782980983536e-08,3.092949765794355e-09,9.440417743852562e-06,0.004075681497834934,0.044778705081832605,0.004409987058137266,0.0015176554918070408,4.467376588518689e-10,0.004641846225907362,8.783658994289466e-11,6.365679543282786e-09,3.957011615184226e-13,5.932922523266499e-13,3.6557928202044244e-13,3.00128579313123e-11,2.0952638602534695e-14,1.0912288613692943e-06,0.002399975596961668,1.3371376112543496e-13,0.0010768521376160287,2.029426862973981e-11,3.4769666106645224e-13,0.00037249212105275244,1.935777670815055e-11,7.545859693332489e-14,0.01059504432524741,2.2843568138338462e-14,0.003727907822909653,1.1964606940374404e-14,1.155123216879702e-13,2.6688360478980804e-14,1.837321030497973e-12,6.271250789688784e-13,0.0029011954984892677,1.494212833172496e-13,1.036639320405085e-12,5.0938093393565266e-14,3.5371079641287374e-13,9.586152992069181e-10,2.5416342924381664e-14,0.002953660507283593,4.244840147731133e-13,0.003861986514691535,5.3116440466410893e-11,3.4515432640961946e-14,2.3948883596399064e-13,3.708659180270031e-11,5.595905169746992e-09,1.8368695532758112e-10,2.214835092902413e-10,4.042055623022992e-13,2.1125211805752782e-10,2.2078872500773832e-14,2.275048348826743e-15,2.3983527437855153e-11,3.2857241725688504e-14,2.2804019470055247e-13,9.673133953691006e-12,0.0016969199955179056,9.084696027782228e-13
0.0001476829553577509,0.12177636358621984,0.9,0.0,0.0,0.0,0.0,0.06570129914102521,0.00466720593923198,1.6557276867037105e-06,5.76093780271975e-06,2.166159579441387e-05,5.757457255654672e-07,1.7347728622658653e-05,2.3195986396830686e-06,5.6187988509679776e-06,0.0037921885676221495,0.021037319861878213,3.4834324407755577e-06,3.052468458775515e-05,7.454804778363449e-09,5.524313414898118e-08,1.7246187463174365e-08,3.0831578226163563e-09,9.396688027193256e-06,0.004103424869895133,0.04508331098687927,0.004427589786014248,0.0015165082953584243,4.4533095725055115e-10,0.004673531723717794,8.763127333020072e-11,6.3113402841162905e-09,3.9280412727619694e-13,5.889519431963608e-13,3.631956598106684e-13,2.987254186049729e-11,2.0777649515471943e-14,1.0851913949752442e-06,0.002409571580584618,1.3329263444501317e-13,0.0010769589614235897,2.021667442229959e-11,3.465264387429135e-13,0.00037213435585611106,1.9263331001130313e-11,7.57597944116048e-14,0.010682940610772055,2.2999499526095915e-14,0.0037549051936227327,1.2046050614553522e-14,1.164563219324809e-13,2.6866389657172675e-14,1.8466421829621913e-12,6.28829697346787e-13,0.0029193142961686236,1.5060332225504954e-13,1.0448202247761316e-12,5.122075128909976e-14,3.5566684100622705e-13,9.63478575561297e-10,2.555877682934992e-14,0.00297803888953171,4.260020644246894e-13,0.003895570644753858,5.332845792624261e-11,3.4736660926825724e-14,2.410193015412944e-13,3.7234625317955986e-11,5.618241584961507e-09,1.8418624356903095e-10,2.222755838068618e-10,4.052212769847108e-13,2.1178296648760732e-10,2.220714952646603e-14,2.2841293407805657e-15,2.4079259126961827e-11,3.303280403822767e-14,2.2925432830320157e-13,9.712034672282202e-12,0.0017207707781370471,9.10203147010631e-13
0.0001489170688047682,0.12183862146387492,0.9,0.0,0.0,0.0,0.0,0.06547721296756984,0.004674438109104349,1.650178608655087e-06,5.7412798005366555e-06,2.158768911381111e-05,5.738295091880354e-07,1.730254748085169e-05,2.311820131696272e-06,5.6156545037087075e-06,0.003813520004216751,0.021185006507162724,3.475099784064267e-06,3.042070798673089e-05,7.4298204576877314e-09,5.505798989906326e-08,1.718878811893436e-08,3.0733962924338863e-09,9.353438681154762e-06,0.004131073655063733,0.04538698836447463,0.0044449559350156174,0.0015153593459643392,4.43928487325609e-10,0.004705109748617091,8.742302368386716e-11,6.257665470342917e-09,3.899294189768619e-13,5.846450055259768e-13,3.608297475960605e-13,2.9732900155185006e-11,2.0604763854684916e-14,1.079217292567993e-06,0.0024190910334349366,1.328729828962355e-13,0.001077055322453797,2.0139228282611392e-11,3.453603676459847e-13,0.0003717868766992346,1.9169903783728665e-11,7.605694382631499e-14,0.010770626686909979,2.3154902016041634e-14,0.003781838191244604,1.2127216618741567e-14,1.1739557783980162e-13,2.70435926507178e-14,1.8558091454709526e-12,6.304955035000611e-13,0.002937352688955128,1.517782677497415e-13,1.0529518193739738e-12,5.1501440237930207e-14,3.5760921113525006e-13,9.68261403887125e-10,2.5701032234484945e-14,0.0030023523546856405,4.2749266835442905e-13,0.003929078496578411,5.353762589294532e-11,3.4956626740721715e-14,2.425409981039097e-13,3.7380669278515515e-11,5.640277801131859e-09,1.846741635845386e-10,2.230533379377321e-10,4.0622311734497536e-13,2.123065637061054e-10,2.233468724000983e-14,2.2930882851244443e-15,2.417370419188879e-11,3.320796885608195e-14,2.3046570325266437e-13,9.750419748360079e-12,0.0017447159171613373,9.119080386563197e-13
