Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011),CHO2(367)
2.0618870856682421e-10,0.11224537823301574,0.9,0.0,0.0,0.0,0.0,0.09999994457544503,1.4205156220914882e-08,1.3807745115817126e-08,9.80067461115232e-09,9.813163312961946e-09,8.308893323862716e-09,8.498227375649615e-09,8.489771881538375e-09,8.489279142864956e-09,7.574358491275776e-09,7.576965316775315e-09,6.852966814534502e-09,6.862138007215545e-09,6.216410278740816e-11,2.8475123082132275e-10,1.362881958802803e-10,2.6435833632626608e-11,5.486861955356039e-11,1.6207584099030644e-11,4.836290703231477e-11,3.0050420908165755e-11,3.765093589730424e-12,1.4566686501193635e-12,8.51198442526439e-12,4.4040094785890725e-16,1.0107843884709567e-14,2.938294964079313e-16,2.1861886639844296e-16,2.93781285190694e-16,1.2245626183259684e-19,2.3197763254483223e-18,1.1508556864612177e-13,3.192777548902214e-15,5.87932721142351e-17,1.678540635569366e-12,5.202621841992464e-20,7.753913280376803e-17,8.131052338635626e-13,6.948435686695284e-20,5.1418977871917e-22,4.718407601488857e-17,4.1890527788556254e-23,2.1970829296718497e-20,4.7580244403025265e-23,1.3850685587211115e-25,1.7076599370979196e-29,4.174442717777972e-26,9.494813510950778e-30,3.7145128903866126e-21,1.0813171895691193e-27,1.2386332492791971e-26,1.7481054530189771e-31,2.762477017635698e-30,2.005362677555855e-23,2.2769252275544793e-29,5.781266637645646e-27,4.428940124933471e-30,3.1497776761560594e-17,3.6020219617012134e-19,7.44199223200419e-32,1.1748825299730249e-30,1.3089394660672407e-19,1.9748592360578225e-17,3.1393308352262634e-27,2.9890135574153303e-27,5.420181483574805e-30,2.9407028078182424e-27,2.2478282819054546e-29,1.5502569353166965e-23,1.6264115553114808e-19,9.93427199367036e-32,1.5821394476863404e-30,9.22895394394755e-19,1.8534411665321907e-16,2.0647222918291546e-24
2.1724984105937966e-10,0.11224537856812437,0.9,0.0,0.0,0.0,0.0,0.09999994160215663,1.4967785047983463e-08,1.4539161621334458e-08,1.0326034921038767e-08,1.0339894495161301e-08,8.748125137595374e-09,8.954310889710608e-09,8.944942702732606e-09,8.944390284818519e-09,7.980689895818684e-09,7.983577878848788e-09,7.220316742709325e-09,7.230498055576729e-09,6.545725235763039e-11,3.0713299983133263e-10,1.4759107653556213e-10,2.851860630568801e-11,6.149170008039936e-11,1.8532623828712517e-11,5.367911227674841e-11,3.334207276369391e-11,4.179949997671656e-12,1.5403550192985014e-12,9.514674688915688e-12,4.640457343112845e-16,1.1838521060977452e-14,3.0960178280392766e-16,2.3035489663723953e-16,3.09548770464817e-16,1.3594976462739788e-19,2.3432428670983964e-18,1.2166624967825214e-13,3.77112108616917e-15,6.194911401259026e-17,1.8635031766285402e-12,5.775938859740607e-20,8.170163724021334e-17,9.027083605100874e-13,7.714244901654096e-20,5.705128266725524e-22,5.2389416537130695e-17,4.6825063923142146e-23,2.5700914117337672e-20,5.440572111424639e-23,1.537726412966687e-25,1.969560716004146e-29,4.8362535358794883e-26,1.2527829074756e-29,4.3456082400526526e-21,1.2033221918414514e-27,1.5453634802755965e-26,2.523544692698237e-31,4.009298352484273e-30,2.3532264605121837e-23,2.626335042511701e-29,7.507651869370183e-27,5.7653547442473096e-30,3.497419652196552e-17,3.997564246214663e-19,1.0743513622018307e-31,1.7053742278912753e-30,1.4932000784273598e-19,2.2528728411719853e-17,3.880407460031752e-27,3.655969267236678e-27,6.981827148800989e-30,3.648459069330444e-27,2.592783789383544e-29,1.7200684430842226e-23,1.8050097284988373e-19,1.4333017699424603e-31,2.2863046861131432e-30,9.76061164236488e-19,2.063410076718195e-16,2.442662540358741e-24
2.283109735519351e-10,0.11224537890331088,0.9,0.0,0.0,0.0,0.0,0.09999993862886805,1.5730473277744967e-08,1.527011439286885e-08,1.0851354165428695e-08,1.086665560444021e-08,9.186942753302539e-09,9.410413760316878e-09,9.400085855262576e-09,9.399470689754395e-09,8.38702128294539e-09,8.390204845572474e-09,7.587637960049483e-09,7.598882123710462e-09,6.874831323542864e-11,3.2975361256725654e-10,1.5906894591102067e-10,3.0623722091259434e-11,6.851754585371826e-11,2.1034906519264402e-11,5.927163791707073e-11,3.680354473696989e-11,4.6164895790218875e-12,1.6241658691854013e-12,1.0573319408555127e-11,4.876923583266594e-16,1.3754024416599815e-14,3.253749628771358e-16,2.4209169002692313e-16,3.2531692147018842e-16,1.5014856509410522e-19,2.368134609060856e-18,1.283147460613815e-13,4.4173406420843685e-15,6.510513522789781e-17,2.058134698594854e-12,6.379227724923352e-20,8.586441264890276e-17,9.969960350182682e-13,8.520096550332903e-20,6.29741634264156e-22,5.786820709167935e-17,5.203496192142073e-23,2.983113339550744e-20,6.175151034033563e-23,1.6982697834322563e-25,2.144555305856759e-29,5.367254338021515e-26,1.8939582563605644e-29,5.0445321838045005e-21,1.0566422961031897e-27,2.0918909128459388e-26,4.651354640569348e-31,7.12039777026849e-30,2.739156787084513e-23,2.8606940398142295e-29,9.62390295003261e-27,8.458618867128097e-30,3.863362674614044e-17,4.413571418608439e-19,1.9803318389933374e-31,3.0295160541631345e-30,1.691006093660259e-19,2.5513246722197912e-17,4.744735650744902e-27,4.427969664865145e-27,9.777605921065266e-30,4.476398107129044e-27,2.8243369412151815e-29,1.8986407243442936e-23,1.9928483589834702e-19,2.638451782020299e-31,4.021077268700283e-30,1.0291189226540446e-18,2.285202226236251e-16,2.8818882237296585e-24
2.393721060444905e-10,0.11224537923857543,0.9,0.0,0.0,0.0,0.0,0.0999999356555793,1.6493220906185713e-08,1.6000633015431317e-08,1.1376632347536384e-08,1.1393446603861173e-08,9.625364903387648e-09,9.866535983339531e-09,9.855201316820742e-09,9.854520359442797e-09,8.793352652655882e-09,8.79684622182548e-09,7.954930468798248e-09,7.96729020956574e-09,7.203741963497525e-11,3.5258348762056216e-10,1.7070419171280597e-10,3.274836280180301e-11,7.594781291281161e-11,2.3716166637413208e-11,6.514040258772526e-11,4.043473369454016e-11,5.074713253507958e-12,1.7080535177389157e-12,1.1687955626721819e-11,5.113408242798957e-16,1.5862684851539288e-14,3.41149037950688e-16,2.5382924882174676e-16,3.4108574220118897e-16,1.6505268621570534e-19,2.3944437613611223e-18,1.3503506935686893e-13,5.135453174802647e-15,6.82613355170828e-17,2.2624357480911036e-12,7.012489833252106e-20,9.00274597822416e-17,1.0959685625487035e-12,9.365993010000701e-20,6.9187445227617235e-22,6.362067571282646e-17,5.752041208136626e-23,3.4381916458991287e-20,6.962271317320863e-23,1.8668804895823563e-25,2.435906550229998e-29,6.124575700995268e-26,2.369797929359235e-29,5.814775507151424e-21,1.1378079325433992e-27,2.5317510027609287e-26,5.983689610169479e-31,9.24685207329733e-30,3.165006792596459e-23,3.2495608729931127e-29,1.2192580647040731e-26,1.0517412657610144e-29,4.24762858702338e-17,4.850019134596502e-19,2.5475918104230646e-31,3.9342616519576604e-30,1.9024528452480246e-19,2.8703585900495384e-17,5.746672563736016e-27,5.316128136802099e-27,1.2119301083530439e-29,5.438450662211151e-27,3.2082642755410444e-29,2.085968458679654e-23,2.1899164546552684e-19,3.3943407435992383e-31,5.22239600043308e-30,1.0826238837393892e-18,2.518893380782469e-16,3.3557532036266355e-24
2.5043323853704593e-10,0.11224537957391811,0.9,0.0,0.0,0.0,0.0,0.09999993268229035,1.7256027929292216e-08,1.6730743890884363e-08,1.1901869470576239e-08,1.192026745801158e-08,1.006340857395244e-08,1.0322677554649738e-08,1.0310289083349177e-08,1.0309539295653849e-08,9.199684004950153e-09,9.203502012499004e-09,8.32219427119877e-09,8.335722311088542e-09,7.53246910103446e-11,3.755962339152585e-10,1.8248084089724697e-10,3.489001514135537e-11,8.37840551823145e-11,2.6577939285376742e-11,7.12853283525968e-11,4.42355421721626e-11,5.554621940973044e-12,1.7918625718763514e-12,1.2858711757339647e-11,5.349911345373957e-16,1.8172611296127955e-14,3.5692400830627176e-16,2.655675742425172e-16,3.568552348210545e-16,1.8066215403179992e-19,2.422168517284748e-18,1.418312433263396e-13,5.929488164352385e-15,7.141771465636672e-17,2.476406871248646e-12,7.675726710934341e-20,9.41907790469906e-17,1.1996262483179632e-12,1.0251936746715265e-19,7.5690962117557e-22,6.964706212195492e-17,6.328205058688659e-23,3.937370400888768e-20,7.802384101556608e-23,2.0436539468291045e-25,2.9502839176246414e-29,7.298573623351261e-26,2.4164718853548354e-29,6.6598352170840794e-21,1.7065422635872797e-27,2.683521068219784e-26,5.4064342915045185e-31,8.899324802687867e-30,3.6326792577219807e-23,3.9345769271179826e-29,1.5282617134028718e-26,1.090039407849512e-29,4.650240425806601e-17,5.306873844507257e-19,2.3017772275230154e-31,3.785826075040461e-30,2.127624725141953e-19,3.210101944442347e-17,6.900629774609807e-27,6.3317639980571915e-27,1.3118971874421015e-29,6.548771766111183e-27,3.8842712389984924e-29,2.282046618096748e-23,2.3961988669218615e-19,3.0693492000340287e-31,5.0560959128381355e-30,1.1375935965302804e-18,2.7645546485867773e-16,3.848338210362041e-24
2.6149437102960135e-10,0.11224537990933915,0.9,0.0,0.0,0.0,0.0,0.09999992970900122,1.8018894343051176e-08,1.7460470754927623e-08,1.2427065537762812e-08,1.2447118132817678e-08,1.0501089220737654e-08,1.0778838470118833e-08,1.0765349129559729e-08,1.0764527500157617e-08,9.606015339828192e-09,9.610172222496411e-09,8.689429369494082e-09,8.704178426225133e-09,7.861023251200741e-11,3.987681344871507e-10,1.9438436039876244e-10,3.7046422299447376e-11,9.202753639077814e-11,2.9621592124494345e-11,7.77063402144872e-11,4.820587746087815e-11,6.0562165612518574e-12,1.875588179917019e-12,1.408558850241643e-11,5.586432811163053e-16,2.0691698392065197e-14,3.726998686826237e-16,2.773066621710071e-16,3.7262539195060566e-16,1.9697701038811067e-19,2.451336921670375e-18,1.4870730409074037e-13,6.8034877975052984e-15,7.457427247929994e-17,2.7000486136778163e-12,8.368940562822786e-20,9.835436906501983e-17,1.3079693975682449e-12,1.1177930771762308e-19,8.248455284552405e-22,7.594761781146141e-17,6.93198674133005e-23,4.482694764561011e-20,8.695889293351657e-23,2.228280426232337e-25,3.341435241781124e-29,8.282161961921629e-26,2.916939455863675e-29,7.583214706041942e-21,1.9091937390038513e-27,3.152925741297992e-26,6.653980011868695e-31,1.1072729682395586e-29,4.1443184660148916e-23,4.4564676928908e-29,1.8969659517541353e-26,1.3105033922411766e-29,5.071222428757754e-17,5.784155337104758e-19,2.832962188075202e-31,4.7107231374794785e-30,2.3665972634285033e-19,3.570668712038869e-17,8.218804045167846e-27,7.485311623613004e-27,1.577308622681012e-29,7.820055772263049e-27,4.399496011184396e-29,2.4868704197194673e-23,2.6117045309477215e-19,3.776363763507117e-31,6.277388879977858e-30,1.1925797344398063e-18,3.0222817621293085e-16,4.4147453118906005e-24
2.7255550352215676e-10,0.11224538024483861,0.9,0.0,0.0,0.0,0.0,0.09999992673571187,1.878182014344946e-08,1.818983439776654e-08,1.2952220552310705e-08,1.2973998595529824e-08,1.0938420787700552e-08,1.1235018725618734e-08,1.122038140860445e-08,1.1219484974724133e-08,1.0012346657289998e-08,1.001685685673354e-08,9.056635765927029e-09,9.072658552922051e-09,8.189414015826531e-11,4.2207841998781785e-10,2.0640163221068282e-10,3.921560392649852e-11,1.006792141616209e-10,3.2848311756320685e-11,8.440336626525855e-11,5.234565209772823e-11,6.579498033831134e-12,1.9593792950425835e-12,1.536845608337619e-11,5.822972748242133e-16,2.3427638143813322e-14,3.8847662400198527e-16,2.890465181772467e-16,3.8839622349546535e-16,2.1399726844929758e-19,2.4819191978025504e-18,1.5566730069906353e-13,7.76150744758682e-15,7.773100873668058e-17,2.9333615203000296e-12,9.09213235652692e-20,1.0251823169737611e-16,1.4209983154732619e-12,1.214397714049377e-19,8.956807150147791e-22,8.252260585069274e-17,7.563324322907586e-23,5.07621072241793e-20,9.64313750120659e-23,2.4212011039738988e-25,4.102565230693772e-29,9.939751832523422e-26,2.63989309656194e-29,8.588423510399972e-21,2.954497705085533e-27,3.0924045951686456e-26,4.477770107575794e-31,8.796794881882627e-30,4.701620961790384e-23,5.469241770880847e-29,2.333636129761631e-26,1.2256127567166449e-29,5.510600015369032e-17,6.281830913694143e-19,1.9063124685006952e-31,3.74099637365713e-30,2.619434166601381e-19,3.952155028233431e-17,9.71933363992871e-27,8.790244468279665e-27,1.593969099254161e-29,9.269559332382123e-27,5.398756485825843e-29,2.700435351677679e-23,2.836418682379812e-19,2.5478563335784225e-31,5.062944058987993e-30,1.248616730201282e-18,3.292145577855825e-16,4.9871567481869264e-24
2.836166360147122e-10,0.11224538058041657,0.9,0.0,0.0,0.0,0.0,0.0999999237624223,1.954480532647429e-08,1.8918852336176863e-08,1.3477334517434479e-08,1.3500908814746382e-08,1.1375415679919305e-08,1.1691218317022279e-08,1.1675385895011232e-08,1.1674411721123395e-08,1.0418677957335561e-08,1.0423555920136452e-08,9.423813462740206e-09,9.441162689122756e-09,8.517648374604155e-11,4.455096128875985e-10,2.1852097138921907e-10,4.1395883951818755e-11,1.0973996085352001e-10,3.625908497254083e-11,9.137633791275694e-11,5.665478448096178e-11,7.124467277674201e-12,2.0432569740303482e-12,1.6707293216809164e-11,6.059530741887344e-16,2.6387922307829214e-14,4.0425425100127485e-16,3.007871208780428e-16,4.041676912864688e-16,2.317230211184601e-19,2.514043417155375e-18,1.627152929867624e-13,8.807613746357873e-15,8.088792344015041e-17,3.176346135254937e-12,9.845306493631384e-20,1.0668235979343226e-16,1.5387133071033266e-12,1.315008055176997e-19,9.694136444540032e-22,8.937230064171457e-17,8.222200105648884e-23,5.719964941923822e-20,1.0644409923123003e-22,2.6207619570391537e-25,3.3845995672019685e-29,9.032404828736875e-26,6.250136399936315e-29,9.67897725640626e-21,2.967007172711368e-28,5.707268679330483e-26,1.869392639458285e-30,2.847429928105378e-29,5.307530193532459e-23,4.520769044178641e-29,2.847263630988994e-26,2.6829703579349495e-29,5.96839976182692e-17,6.799986199214052e-19,7.959482825383132e-31,1.2118454013873719e-29,2.886184495525923e-19,4.354634925758508e-17,1.1406263263936946e-26,1.0253434077558752e-26,2.937759798364474e-29,1.0904328243906177e-26,4.464317998669146e-29,2.9227372034338755e-23,3.0703799832092383e-19,1.0590261086132922e-30,1.5921106224242956e-29,1.3012422698047124e-18,3.5742718619525067e-16,5.83719754260876e-24
2.946777685072676e-10,0.11224538091607317,0.9,0.0,0.0,0.0,0.0,0.09999992078913249,2.0307849888113e-08,1.964753979836314e-08,1.4002407436348739e-08,1.4027848760172841e-08,1.1812085039470118e-08,1.2147437240202556e-08,1.2130362593973231e-08,1.2129307741125322e-08,1.0825009239964865e-08,1.0830269417637891e-08,9.790962462176021e-09,9.809690832766929e-09,8.845734629253959e-11,4.690465056099092e-10,2.3073187997715626e-10,4.3585802362907485e-11,1.192106758000622e-10,3.985475741540629e-11,9.86251890278392e-11,6.113319704771027e-11,7.691125211657821e-12,2.1270490915168603e-12,1.8102242499014078e-11,6.296107448114993e-16,2.9579829798970376e-14,4.200327842569096e-16,3.1252850409427556e-16,4.1993985562941836e-16,2.501541979400729e-19,2.547514076439481e-18,1.6985534770257404e-13,9.94588023192716e-15,8.404501609068559e-17,3.4290030021635585e-12,1.0628460336066791e-19,1.1084676465965908e-16,1.6611146775119026e-12,1.4196240277355256e-19,1.0460432127702997e-21,9.64969881601276e-17,8.908695774324862e-23,6.416005193375736e-20,1.1699968320429098e-22,2.8295949466874064e-25,4.1298800548702023e-29,1.071724928622988e-25,6.348406800110212e-29,1.0858398615778882e-20,1.16222320521746e-27,5.910306539421778e-26,1.7847898512233642e-30,2.8227914684539547e-29,5.962436821659904e-23,5.513060954145876e-29,3.4475967509941537e-26,2.7524548522620213e-29,6.444649425295417e-17,7.33846287292607e-19,7.599211275750167e-31,1.2012543233485097e-29,3.166889315439655e-19,4.778170376189935e-17,1.331446332065476e-26,1.1896765631808778e-26,3.112091264639953e-29,1.2754319381232558e-26,5.443469912159093e-29,3.1537719749355854e-23,3.3135169473081063e-19,1.0115212935307924e-30,1.5839434546368207e-29,1.3574179119597307e-18,3.8686721061072696e-16,6.539463484439309e-24
3.05738900999823e-10,0.11224538125180847,0.9,0.0,0.0,0.0,0.0,0.09999991781584243,2.1070953824353334e-08,2.0375910786511984e-08,1.4527439312268264e-08,1.4554818402356992e-08,1.2248439050559973e-08,1.2603675491032832e-08,1.2585311499665996e-08,1.2584173036499734e-08,1.1231340505177903e-08,1.1236997354175606e-08,1.0158082766476768e-08,1.0178242981794135e-08,9.173676715824476e-11,4.926751572350431e-10,2.430247719992409e-10,4.578402640879881e-11,1.2909211269958172e-10,4.363609251102885e-11,1.061498550829984e-10,6.578081449387812e-11,8.279472754791236e-12,2.210661183877666e-12,1.955338064129314e-11,6.5327017847652345e-16,3.301042661475553e-14,4.358121645211775e-16,3.242706120392615e-16,4.357126170287195e-16,2.6929099360469563e-19,2.5826615494241996e-18,1.770915365432223e-13,1.1180386236437032e-14,8.720228703568221e-17,3.691332664284328e-12,1.1441602669795063e-19,1.1501142764243868e-16,1.7882027318423219e-12,1.5282464351261287e-19,1.1255677630531753e-21,1.0389696621566505e-16,9.622830085669538e-23,7.166380609463225e-20,1.281001449669575e-22,3.04335311310383e-25,1.4788265332567767e-29,6.488793641733586e-26,1.5165751551008708e-28,1.2130218005058885e-20,-6.3903078026486876e-27,1.2109555051761675e-25,5.396683910370426e-30,7.730022005794767e-29,6.67088341926439e-23,2.00223847084981e-29,4.145176468215155e-26,6.278812622645975e-29,6.939377970403342e-17,7.897432698788665e-19,2.2978648676169936e-30,3.2906767077714064e-29,3.4615874851234194e-19,5.222820014345814e-17,1.5430358757853595e-26,1.3718989627497087e-26,6.244171793357463e-29,1.4813960026909634e-26,1.982897646869954e-29,3.393535779197293e-23,3.565907130781885e-19,3.053930633473474e-30,4.2806279347461853e-29,1.4086912392335361e-18,4.1755119210584603e-16,7.791330288715398e-24
3.1680003349237843e-10,0.11224538158762241,0.9,0.0,0.0,0.0,0.0,0.0999999148425521,2.1834117131182858e-08,2.1103977824209738e-08,1.505243014840792e-08,1.5081817712635937e-08,1.2684487002579666e-08,1.305993306538658e-08,1.304023256107432e-08,1.303900760901644e-08,1.1637671752974667e-08,1.1643739734695548e-08,1.0525174377884593e-08,1.05468191341463e-08,9.501484355128262e-11,5.163830442189197e-10,2.5539090808258883e-10,4.7989358792625167e-11,1.3938468240734133e-10,4.760376565631451e-11,1.1395027319379038e-10,7.059756404140053e-11,8.889510825800878e-12,2.2943023545657132e-12,2.1060526827270516e-11,6.769315613715898e-16,3.6686582821720234e-14,4.515924915430391e-16,3.3601354068725736e-16,4.514861465631481e-16,2.8913315377285586e-19,2.6189219170158488e-18,1.8442793976283009e-13,1.2515219075917671e-14,9.03597351996426e-17,3.963335664316215e-12,1.2284722927663493e-19,1.1917638082974294e-16,1.91997777513982e-12,1.6408746042289431e-19,1.207986686415148e-21,1.1157254427128073e-16,1.0364546875015092e-22,7.973141387036133e-20,1.397478526016556e-22,3.2695435703424475e-25,3.823844234512238e-29,1.1034399331120114e-25,1.1613226226211333e-28,1.349797330002685e-20,-1.746502753846058e-27,9.802589023387721e-26,3.728739087794664e-30,5.629796678772431e-29,7.430362792716235e-23,5.116474591220303e-29,4.951371885294259e-26,4.9088875425372873e-29,7.452615550929987e-17,8.476605719310195e-19,1.5876515516862925e-30,2.3962761173670704e-29,3.7703130534909465e-19,5.688635229023815e-17,1.782436370424731e-26,1.5759459545337642e-26,5.222910579446361e-29,1.7139740431937037e-26,5.054285432670654e-29,3.642024865424743e-23,3.8274196099222646e-19,2.1112671071233697e-30,3.135179012008737e-29,1.4682030670150621e-18,4.494740949742687e-16,8.402010420199235e-24
3.2786116598493384e-10,0.11224538192351508,0.9,0.0,0.0,0.0,0.0,0.0999999118692615,2.2597339804589906e-08,2.183175174231697e-08,1.5577379947982598e-08,1.5608846663179647e-08,1.3120237240970132e-08,1.3516209959138523e-08,1.3495125726850812e-08,1.3493811460445237e-08,1.2044002983355145e-08,1.2050496564147458e-08,1.0892237298641447e-08,1.0915419287764535e-08,9.829154645169166e-11,5.401594576354823e-10,2.678224338072228e-10,5.020077039565631e-11,1.500886812246221e-10,5.175834223509146e-11,1.2202638239642758e-10,7.55833761586107e-11,9.521240342923094e-12,2.378191104839488e-12,2.2623492265572938e-11,7.00594537637625e-16,4.061497461792018e-14,4.673735723711203e-16,3.4775710661767775e-16,4.67260117305586e-16,3.0968125069372057e-19,2.6573780178993985e-18,1.918686417768476e-13,1.3954472193493407e-14,9.351736214533145e-17,4.245012544282984e-12,1.315784616959472e-19,1.2334156289206374e-16,2.056440112440684e-12,1.757510566351744e-19,1.2932975741365105e-21,1.1952404319182394e-16,1.1133690377744996e-22,8.838338627709153e-20,1.5194372769253786e-22,3.4937850451305584e-25,-4.912273745061559e-29,-3.7577793501898405e-26,3.608494492599248e-28,1.4965209757426222e-20,-2.440289902672578e-26,2.676835388967274e-25,1.3984854869221647e-29,1.9395149247448484e-28,8.251376240346062e-23,-6.460725008680564e-29,5.87840775972402e-26,1.4644700828074023e-28,7.984393484078568e-17,9.07641581966315e-19,5.954739999257822e-30,8.257847250091364e-29,4.093092215632012e-19,6.175655535005551e-17,2.0413768910512095e-26,1.7984006054000935e-26,1.3665903498277935e-28,1.9675558517736287e-26,-6.358648704548198e-29,3.8992356394489685e-23,4.0982502957043414e-19,7.90873266054684e-30,1.0675585975597926e-28,1.5152832235159935e-18,4.826646899140474e-16,1.0632061477582287e-23
3.3892229847748926e-10,0.11224538225948667,0.9,0.0,0.0,0.0,0.0,0.09999990889597066,2.3360621840561448e-08,2.2559241217291504e-08,1.6102288714207216e-08,1.6135905226997034e-08,1.3555697156804701e-08,1.3972506168162406e-08,1.3949991012489577e-08,1.3948584592555839e-08,1.2450334196319327e-08,1.2457267847487112e-08,1.125927153098905e-08,1.1284043440582671e-08,1.0156719727002651e-10,5.639954882664516e-10,2.803123897756392e-10,5.2417401224351225e-11,1.6120466599530212e-10,5.610027701184624e-11,1.3037812364030537e-10,8.073818449926232e-11,1.0174662224179504e-11,2.462112405058623e-12,2.4242455940103258e-11,7.242604013797561e-16,4.4802074746494096e-14,4.831561052836255e-16,3.5950197674835525e-16,4.830357173023067e-16,3.3093334112625046e-19,2.6940838083126378e-18,1.9941773355981343e-13,1.5502240879350686e-14,9.667516139818466e-17,4.5363638456805825e-12,1.4060889000301918e-19,1.2750719682292274e-16,2.1975900484644427e-12,1.8781481973482174e-19,1.3815037499047092e-21,1.277517952954602e-16,1.1930578608926524e-22,9.764024569518323e-20,1.6469180539363895e-22,3.768677929580644e-25,3.4073857150145105e-28,6.482524656773784e-25,-5.893183286165247e-28,1.653548061954685e-20,7.007623751309946e-26,-3.8474682609431e-25,-2.6738488347557884e-29,-3.452166235360724e-28,9.104660198320446e-23,4.522891203386557e-28,6.939386719839759e-26,-2.29581150712589e-28,8.534744255504337e-17,9.6956237298923e-19,-1.1385488091182602e-29,-1.4702616270219736e-28,4.429944150993108e-19,6.683909929056624e-17,2.3586491105197315e-26,2.0585199359704424e-26,-1.811186275060591e-28,2.271183256672581e-26,4.460206942624226e-28,4.165164704640854e-23,4.377839623978674e-19,-1.5104760986725147e-29,-1.8780660193050242e-28,1.60747588150043e-18,5.170735295122022e-16,6.374272198121667e-24
3.499834309700447e-10,0.11224538259553708,0.9,0.0,0.0,0.0,0.0,0.0999999059226795,2.412396323508805e-08,2.3286454811784392e-08,1.6627156450296758e-08,1.6662993377721326e-08,1.3990873435584791e-08,1.4428821688335045e-08,1.4404828441420645e-08,1.440332700711783e-08,1.2856665391867203e-08,1.2864053589663052e-08,1.162627707716897e-08,1.1652691590534666e-08,1.0484139176644646e-10,5.878830643063696e-10,2.928544907373273e-10,5.4638477605352865e-11,1.727331813394107e-10,6.062996923353469e-11,1.390054389993792e-10,8.606192425844914e-11,1.0849777387798087e-11,2.5458022373241066e-12,2.5917638391225087e-11,7.479271218282838e-16,4.925415788916033e-14,4.98938992590326e-16,3.712471045431343e-16,4.988110823409438e-16,3.528925504144548e-19,2.7352389729323062e-18,2.070792981869731e-13,1.716262298911016e-14,9.983314271072784e-17,4.837390109703751e-12,1.4993986570539815e-19,1.3167293269317593e-16,2.343427888580671e-12,2.0027977581531738e-19,1.4725971029367867e-21,1.3625614479501368e-16,1.275495904016579e-22,1.0752253010693046e-19,1.7798901766303862e-22,4.0116213111871454e-25,2.844047419513397e-28,5.55216335755086e-25,-4.181363003366531e-28,1.8212348106249332e-20,5.487295007244802e-26,-2.6578052519797335e-25,-1.965395668889852e-29,-2.4928585518337866e-28,1.0041185578688256e-22,3.776602667237741e-28,8.148321042535078e-26,-1.6127712779908865e-28,9.103701564155686e-17,1.0336025094507462e-18,-8.368872122146838e-30,-1.0617776619089129e-28,4.7808874867699175e-19,7.213426435863894e-17,2.678283911894644e-26,2.3299587973838786e-26,-1.2101711313030507e-28,2.584197203339013e-26,3.72455420765796e-28,4.439808676855628e-23,4.6669983771623705e-19,-1.10997764366705e-29,-1.3520851722499786e-28,1.660494658862945e-18,5.527929952873854e-16,8.325657536280648e-24
3.610445634626001e-10,0.11224538293166633,0.9,0.0,0.0,0.0,0.0,0.09999990294938804,2.488736398415772e-08,2.4013399891184516e-08,1.7151983159466348e-08,1.7190111089453177e-08,1.4425772237240362e-08,1.4885156515531174e-08,1.4859637975229301e-08,1.4858038705900763e-08,1.3262996569998753e-08,1.3270853795636687e-08,1.199325393942263e-08,1.202136373555712e-08,1.0811431043231483e-10,6.118147250508264e-10,3.0544295487450725e-10,5.6863286131416e-11,1.8467438654109108e-10,6.534777955136973e-11,1.4790827139026756e-10,9.155453169182753e-11,1.1546586751792494e-11,2.6294067681416666e-12,2.7648912185317148e-11,7.715953736420908e-16,5.3977319506854564e-14,5.147225979819493e-16,3.829928377042051e-16,5.145868319009843e-16,3.7555787956313543e-19,2.7787879293355367e-18,2.1485743223320315e-13,1.8939721945006662e-14,1.0299130264021824e-16,5.148091877091167e-12,1.5957096199438004e-19,1.3583888676047202e-16,2.493953937663401e-12,2.131456171149672e-19,1.5665788629786786e-21,1.4503744754997533e-16,1.3606888618563848e-22,1.1805079034777458e-19,1.9183782840967362e-22,4.24998883582419e-25,8.789308915111476e-29,2.180695154682695e-25,1.064174607446478e-28,1.999938318581392e-20,5.1537630865927664e-27,9.62962116584522e-26,2.503432619861247e-30,4.681987625592743e-29,1.1046653529279114e-22,1.1722352929602368e-28,9.520177809998364e-26,4.7105149752706474e-29,9.691300297046638e-17,1.0997047438641835e-18,1.0658937506385673e-30,1.9918817881425466e-29,5.145939383473702e-19,7.7642309796822e-17,3.021516633391589e-26,2.623557683930148e-26,5.822957628490083e-29,2.9227617564798144e-26,1.1571352919466865e-28,4.7231642811854475e-23,4.965468067254843e-19,1.4213537697628016e-30,2.6591574165999346e-29,1.700735245306828e-18,5.898047838970018e-16,1.2244833910378433e-23
