Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011),CHO2(367),S(1123),S(872),S(869),S(1124),S(1122),C4F10(82)
3.4977871299212764e-11,0.11224537305565069,0.9,0.0,0.0,0.0,0.0,0.0999999905977735,2.408308995247494e-09,2.382123829148659e-09,1.6635933177844573e-09,1.6639553568304194e-09,1.43334150070101e-09,1.4411650947757746e-09,1.4408737779795868e-09,1.4408748613884757e-09,1.284915290500923e-09,1.2850059488001117e-09,1.1632412450091315e-09,1.1635052571976806e-09,1.0721015888762211e-11,1.3996001994217878e-11,6.111042717979539e-12,1.291534370874589e-12,1.1520327445454071e-12,1.190080955974171e-13,1.3985548989402091e-12,8.75818432965789e-13,1.0832959687230753e-13,1.6774802737316955e-13,1.3830258004480166e-13,7.464754418457005e-17,6.741128818668753e-17,4.9811831701197295e-17,3.7059101763279824e-17,4.980801019754285e-17,3.521637203043156e-21,2.1282886341385773e-18,1.8991900021408557e-14,1.1648084303722496e-17,9.968344428418352e-18,4.8282915286393663e-14,1.4958427697260375e-21,1.3144026257727002e-17,2.338107905931629e-14,1.9955308631165597e-21,1.498626840619643e-23,1.3561186793239157e-18,6.807972603576158e-25,1.0726745630437713e-22,3.495400737257657e-25,3.982224759780341e-27,7.981830555952845e-32,1.8387248703151124e-28,8.879675091018098e-33,1.8114659155685636e-23,2.4942215540167016e-30,1.695178604684386e-29,1.1735965438988645e-34,7.979619692487288e-34,7.134427255127951e-26,1.0641345381161021e-31,8.228672654724358e-31,5.017450574201883e-33,9.050250745549797e-19,1.0252042581644711e-20,4.995206947443885e-35,3.3938122724678507e-34,1.0132357672248384e-21,1.5279731552227754e-19,1.939113138665815e-30,3.720713287200745e-30,3.952670017167493e-33,1.4120838701102089e-30,1.051198539325131e-31,4.518208411266157e-25,4.629065164579395e-21,6.656690069572623e-35,4.521995744623333e-34,1.456237712634453e-19,5.000834228276058e-18,7.372261535949956e-27,2.0405403012110845e-26,3.7591460553658195e-24,3.0095241622639547e-21,2.4627473616680025e-24,3.3170784885188484e-21,7.533661955505153e-23
3.809598026105087e-11,0.11224537314978736,0.9,0.0,0.0,0.0,0.0,0.09999998975961027,2.623027026969269e-09,2.593200942698248e-09,1.8118746973055335e-09,1.812304089025174e-09,1.5604389519387874e-09,1.5696474614628452e-09,1.5693070006854805e-09,1.5693069879645859e-09,1.399459298983398e-09,1.3995650023942135e-09,1.2669246498363421e-09,1.267237830936688e-09,1.1671378180814774e-11,1.6413552485356396e-11,7.1829741862636045e-12,1.5149065440090088e-12,1.3836459176944888e-12,1.5244701673008396e-13,1.6588100427830373e-12,1.0386298842830727e-12,1.2850464969908765e-13,1.8963582977696567e-13,1.7199122319249147e-13,8.130473725606449e-17,8.196594981619256e-17,5.425394794322807e-17,4.0364047313078924e-17,5.424984136184054e-17,4.177695887141638e-21,2.1291486433486143e-18,2.068763056223202e-14,1.519783142826664e-17,1.0857156710427908e-17,5.72760696054607e-14,1.7745375774236615e-21,1.431621446528384e-17,2.7736851870434777e-14,2.367581570916513e-21,1.7772134084438778e-23,1.6086910737722542e-18,8.466025619260554e-25,1.3857250431410961e-22,4.477194799128523e-25,4.7239404261687234e-27,1.031283493753646e-31,2.391129120599676e-28,1.2559923997564486e-32,2.3401962919170055e-23,3.379298745337145e-30,2.3663146712894897e-29,1.7328580515770888e-34,1.2144408369884653e-33,9.491849397474747e-26,1.3749457553051643e-31,1.2570231134901051e-30,6.988702264093552e-33,1.0735814045864893e-18,1.2186343144299006e-20,7.375741455165668e-35,5.165231028933339e-34,1.296289597530783e-21,1.954916797337471e-19,2.8025705558301222e-30,5.111202670920108e-30,5.655280003385731e-33,2.07546840290033e-30,1.3581665422891413e-31,5.358128021171726e-25,5.502452385218719e-21,9.82935982548555e-35,6.882688221033841e-34,1.5897472863192858e-19,5.9505900919879015e-18,9.64689903365437e-27,2.5375891735778577e-26,5.237847030143123e-24,4.194766498566964e-21,3.3490041137704e-24,4.51328569296711e-21,9.732551095699126e-23
4.1214089222888974e-11,0.11224537324392926,0.9,0.0,0.0,0.0,0.0,0.09999998892144704,2.8377497843760025e-09,2.8040985940639268e-09,1.96015280936394e-09,1.9606552837454604e-09,1.6874370167072854e-09,1.6981313716638729e-09,1.6977380749269016e-09,1.6977366697023879e-09,1.5140033060818752e-09,1.5141251948406555e-09,1.3706057702283642e-09,1.3709723160448573e-09,1.2620932336095626e-11,1.8992910165345666e-11,8.330532670901582e-12,1.7532930696296588e-12,1.6387513442508516e-12,1.913987115677776e-13,1.941227405927035e-12,1.2152550639543636e-12,1.504015993715843e-13,2.118660383683413e-13,2.0984859235275685e-13,8.796207672161465e-17,9.882446013165373e-17,5.86961378408074e-17,4.366905369863967e-17,5.869172580587105e-17,4.889763201988008e-21,2.1300913182108885e-18,2.23840418408266e-14,1.9429460313570174e-17,1.174598374635927e-17,6.70368683394401e-14,2.077027679883249e-21,1.5488424271501277e-17,3.2464495559809146e-14,2.7714188859850216e-21,2.0794364306356454e-23,1.882823748711251e-18,1.0329231154763403e-24,1.7544571068517308e-22,5.620822331296262e-25,5.5289744687003404e-27,1.3058325182014557e-31,3.0449704552613484e-28,1.7278059709538014e-32,2.962985313065023e-23,4.460667590993114e-30,3.2141967382031427e-29,2.4745719061463695e-34,1.784607597567298e-33,1.2326872191246694e-25,1.741030831946352e-31,1.8571541807221526e-30,9.482758563412043e-33,1.2565260493807204e-18,1.4287046833776216e-20,1.053294027272596e-34,7.590363799759878e-34,1.6254542598977654e-21,2.451426312452793e-19,3.929076644364871e-30,6.848205106014594e-30,7.862348585423528e-33,2.9545945390173266e-30,1.7197138663294606e-31,6.269310652628064e-25,6.4509749604527494e-21,1.4037249526981638e-34,1.0114809852941612e-33,1.7235572363889662e-19,6.983699210942665e-18,1.2363333730646564e-26,3.096144346976524e-26,7.1063142062857e-24,5.692772040178892e-21,4.437967736700284e-24,5.983643625658294e-21,1.232261221538266e-22
4.433219818472708e-11,0.11224537333807644,0.9,0.0,0.0,0.0,0.0,0.09999998808328381,3.0524772673776867e-09,3.0148226047929415e-09,2.1084276540316795e-09,2.1090089384918526e-09,1.8143380437306457e-09,1.826616825286181e-09,1.8261670064698037e-09,1.8261639066415626e-09,1.6285473117963542e-09,1.6286865262258933e-09,1.4742846062355234e-09,1.474708712477246e-09,1.3569704570057671e-11,2.1728242621833118e-11,9.551555520162695e-12,2.006161031354468e-12,1.9177397544018256e-12,2.362125107255266e-13,2.2458004080332976e-12,1.4056824850080883e-12,1.7402046657565172e-13,2.34375891795185e-13,2.519278569971689e-13,9.461956257842648e-17,1.1820380002425494e-16,6.313840131908605e-17,4.697412091852888e-17,6.31336635264299e-17,5.6578398188828484e-21,2.1311180337502936e-18,2.4081200527009684e-14,2.4409656940248364e-17,1.2634825521237034e-17,7.756532417436453e-14,2.4033134696849325e-21,1.6660655675871786e-17,3.7564016975831645e-14,3.2070433928249595e-21,2.4052762524174558e-23,2.1785178095761008e-18,1.2400205823482344e-24,2.1834295345260734e-22,6.936538339267439e-25,6.397329933890869e-27,1.6252390672254553e-31,3.808868786969619e-28,2.3217958084036378e-32,3.687536226862746e-23,5.760301927059533e-30,4.266949860650534e-29,3.4372562370687016e-34,2.548335694920613e-33,1.5684398394399918e-25,2.1669362706702716e-31,2.6684913967081907e-30,1.258535408560241e-32,1.4538598161698222e-18,1.6554014858807652e-20,1.4630778472399732e-34,1.0838825192171734e-33,2.0035240656168494e-21,3.021718366113001e-19,5.3681675800229425e-30,8.982966231342078e-30,1.0669106850789673e-32,4.094109902613691e-30,2.140328825740625e-31,7.251697045986276e-25,7.474570222400601e-21,1.9498925386756806e-34,1.4444342450112887e-33,1.857665884439827e-19,8.100348257900553e-18,1.556548754358513e-26,3.716990298240086e-26,9.42545083181485e-24,7.552465978936315e-21,5.753056034484791e-24,7.75989044634364e-21,1.533588419737402e-22
5.056841610840329e-11,0.11224537352638689,0.9,0.0,0.0,0.0,0.0,0.09999998640695738,3.481946409805932e-09,3.4357721042614354e-09,2.404967541483129e-09,2.4057236183162973e-09,2.0678580892614252e-09,2.0835923624240123e-09,2.0830184595501468e-09,2.083011046282732e-09,1.8576353190733187e-09,1.857812606162728e-09,1.6816354252965227e-09,1.6821872391351054e-09,1.5465004144811858e-11,2.764439036731768e-11,1.2205606854498442e-11,2.55328901332667e-12,2.548846585334274e-12,3.447711059554305e-13,2.921387789451669e-12,1.827899680174707e-12,2.2642403629121119e-13,2.800197801928947e-13,3.4893396211921805e-13,1.0793497345465458e-16,1.653992910647041e-16,7.202314872585873e-17,5.358443785556282e-17,7.201769878431139e-17,7.362023643040677e-21,2.133428798884315e-18,2.747803102187655e-14,3.688672414629076e-17,1.4412553229434342e-17,1.0092525782267559e-13,3.1272736795197793e-21,1.9005183277042806e-17,4.887872037330866e-14,4.173656319146212e-21,3.1277303736726504e-23,2.8345947651257555e-18,1.7174413840971058e-24,3.240327509741515e-22,1.0123710543774122e-24,8.324017268395277e-27,2.4122047931151556e-31,5.701190533708413e-28,3.955651457954195e-32,5.472733428996068e-23,9.10092136189844e-30,7.104353095184113e-29,6.1945099254559985e-34,4.8397113697318845e-33,2.4146349669092726e-25,3.216320397936632e-31,5.1408067748841934e-30,2.0983693763805427e-32,1.891698204280069e-18,2.1586206481106287e-20,2.6367713632085695e-34,2.0585175237324894e-33,2.9170706803750443e-21,4.399783864175946e-19,9.401305311071282e-30,1.4664725325061613e-29,1.8496376362294803e-32,7.351462146626314e-30,3.1766419841732165e-31,9.429852214290103e-25,9.746736140771602e-21,3.514257539943836e-34,2.743499432184755e-33,2.1267790169884345e-19,1.0585011382533755e-17,2.3605118637026865e-26,5.148238179718687e-26,1.5673031475826824e-23,1.2563628041693677e-20,9.155571559418413e-24,1.2357406329393496e-20,2.2760201697928202e-22
5.618101223971188e-11,0.11224537369588478,0.9,0.0,0.0,0.0,0.0,0.0999999848982636,3.868484798623335e-09,3.814087297628548e-09,2.6718422664355287e-09,2.672775219477595e-09,2.2957165469236894e-09,2.314875623419424e-09,2.3141774715778918e-09,2.314165111146478e-09,2.0638145208893135e-09,2.0640299741624767e-09,1.8682433503599286e-09,1.8689244494062675e-09,1.716834499096386e-11,3.344776155768564e-11,1.4824962985958948e-11,3.0902344793204754e-12,3.2020612051669818e-12,4.65794733206447e-13,3.6051261474935408e-12,2.2549905345991008e-12,2.7947641438642925e-13,3.2160998869502524e-13,4.5105568653685024e-13,1.1991934387333547e-16,2.1870285596279723e-16,8.001967232011737e-17,5.953393113794619e-17,8.001351268997934e-17,9.087347628185764e-21,2.1358083595623528e-18,3.053842232905582e-14,5.136410386575998e-17,1.601255843039162e-17,1.2457471236117165e-13,3.860223048274716e-21,2.1115331978698136e-17,6.033384392627891e-14,5.152326009625465e-21,3.8585232536455266e-23,3.498816163437066e-18,2.220034183393863e-24,4.443279516376462e-22,1.3676776012567937e-24,1.027462557287991e-26,3.307946311955569e-31,7.866776012902822e-28,6.054377182100694e-32,7.504703815547681e-23,1.3070484420805348e-29,1.0663826637675331e-28,9.883641985413773e-34,8.070730622741363e-33,3.399867346959691e-25,4.410778223208872e-31,8.693704426275976e-30,3.159362902167938e-32,2.3349727807053277e-18,2.6682491663381207e-20,4.207168156363837e-34,3.432851043904753e-33,3.9324064234309245e-21,5.931444850905356e-19,1.4678567430404698e-29,2.171312716624963e-29,2.8696783073518453e-32,1.1702151719579587e-29,4.356179845087987e-31,1.1633150095544731e-24,1.2047841967268736e-20,5.607429589179345e-34,4.575416824656142e-33,2.3700004898221294e-19,1.3108782507421649e-17,3.295307980209069e-26,6.65496321726256e-26,2.3508696474734956e-23,1.8850185674376112e-20,1.3227965812526221e-23,1.7862248908376677e-20,3.1210830513693377e-22
6.179360837102047e-11,0.11224537386540039,0.9,0.0,0.0,0.0,0.0,0.09999998338956984,4.255038496968912e-09,4.1919217434156095e-09,2.938706406161726e-09,2.939834754713542e-09,2.5232942831526925e-09,2.5461638836589715e-09,2.545329576879907e-09,2.5453112554796643e-09,2.2699937182211543e-09,2.270251033709949e-09,2.0548438747988387e-09,2.055667851671139e-09,1.886952098837187e-11,3.967449244087024e-11,1.765129160133829e-11,3.666590506726579e-12,3.937901142417558e-12,6.107282781372213e-13,4.360554100300088e-12,2.7266374603994374e-12,3.3810812679613923e-13,3.6352087595548514e-13,5.673518010204299e-13,1.3190418855623653e-16,2.83612654727257e-16,8.801643322547386e-17,6.548362150132102e-17,8.800949916175511e-17,1.0994152185793474e-20,2.1384786677480805e-18,3.3602314155734885e-14,6.934607630085976e-17,1.7612611167383876e-17,1.5071157258558227e-13,4.670276530412725e-21,2.3225550650495954e-17,7.299395777191047e-14,6.233995287567351e-21,4.6655553374820164e-23,4.2329161724351115e-18,2.7923824324694917e-24,5.912294058026416e-22,1.7931743605232676e-24,1.2430442474846718e-26,4.401829560285593e-31,1.0522325815407927e-27,8.895194462609477e-32,9.98617893900012e-23,1.808301309102731e-29,1.5379184232481638e-28,1.5039674875673141e-33,1.2801859287688565e-32,4.624041861245639e-25,5.869479719023175e-31,1.3989306265193396e-29,4.576425386668466e-32,2.8248832466189248e-18,3.2315497095688405e-20,6.402027528073442e-34,5.445291225292233e-33,5.144892582681432e-21,7.760556864392113e-19,2.1923910358259104e-29,3.0984723067152555e-29,4.266581997389934e-32,1.7774354973773734e-29,5.796620061994851e-31,1.4066306287790759e-24,1.459129099413781e-20,8.53300568590926e-34,7.258003024223113e-33,2.614187190329949e-19,1.5906116575738992e-17,4.4582153417928903e-26,8.370820359835163e-26,3.3886011029193635e-23,2.717753161579807e-20,1.8400900765475393e-23,2.48568350759052e-20,4.153090040138722e-22
6.740620450232906e-11,0.11224537403493395,0.9,0.0,0.0,0.0,0.0,0.09999998188087605,4.641607504317856e-09,4.569302681449164e-09,3.205559961081582e-09,3.20690221136173e-09,2.7506027807362958e-09,2.77745714260234e-09,2.776474773665277e-09,2.7764494795136654e-09,2.476172911068842e-09,2.47647578534125e-09,2.241436998906673e-09,2.242417445668708e-09,2.0568654802770598e-11,4.629729409833744e-11,2.0673990120047925e-11,4.2798511804405e-12,4.758037412701065e-12,7.812100367885953e-13,5.18763920127624e-12,3.242785400842698e-12,4.0231929409589614e-13,4.0564642916803946e-13,6.979118101652098e-13,1.4388950748705679e-16,3.6143954948071076e-16,9.601343106272652e-17,7.143350893735871e-17,9.600565818094664e-17,1.3082441228823602e-20,2.141445603844087e-18,3.667012761310818e-14,9.125389876884429e-17,1.921271136454391e-17,1.7933591204719145e-13,5.557436402029577e-21,2.53358392894868e-17,8.68591018378477e-14,7.418667560761087e-21,5.548732420848381e-23,5.0369033131133815e-18,3.434926616972621e-24,7.6739590384096e-22,2.2936707434085044e-24,1.4791485671055933e-26,5.713657910556687e-31,1.3717727015447643e-27,1.263522278449063e-31,1.2962103239399742e-22,2.4265481666871345e-29,2.145974996883148e-28,2.2014604257613533e-33,1.9485824393752662e-32,6.113211700600642e-25,7.6188375800918935e-31,2.160072580774531e-29,6.420717679552417e-32,3.361436425427899e-18,3.8484556126025044e-20,9.371203229847808e-34,8.288424862532081e-33,6.56716931025884e-21,9.906194123082345e-19,3.157575258496053e-29,4.2890120627644575e-29,6.124226850256626e-32,2.5977674155570567e-29,7.524036136285271e-31,1.6729036761194078e-24,1.7376782210605803e-20,1.2490755905502515e-33,1.1048037822064498e-32,2.8593381487462315e-19,1.8978096266856272e-17,5.876875065803472e-26,1.0297130182573601e-25,4.7262702097167485e-23,3.791347436680925e-20,2.4812786816857354e-23,3.3528787531500706e-20,5.390732474859014e-22
7.863139676494624e-11,0.11224537437405546,0.9,0.0,0.0,0.0,0.0,0.0999999788634885,5.414791443926692e-09,5.3228045985302205e-09,3.739235318181731e-09,3.741060840726176e-09,3.2044551218497633e-09,3.2400586544394267e-09,3.2387444185400355e-09,3.2387021676096043e-09,2.888531283311754e-09,2.8889363670377797e-09,2.614601047302746e-09,2.6159352078168896e-09,2.3961248741171452e-11,6.063036694810972e-11,2.7268697772591404e-11,5.607819463362514e-12,6.657279255488162e-12,1.204870283420151e-12,7.056658562703726e-12,4.408379027560565e-12,5.474804756025215e-13,4.902560096437262e-13,1.0020640084982783e-12,1.6786156802725382e-16,5.611187383489966e-16,1.120081360904095e-16,8.333387499407583e-17,1.1199849378681357e-16,1.7803488420866242e-20,2.148290756637301e-18,4.2819242377063754e-14,1.4857071874246217e-16,2.2413053850763418e-17,2.4404732232353487e-13,7.563084400610196e-21,2.955662645723846e-17,1.1820464033291694e-13,1.0097034723350807e-20,7.543170313393939e-23,6.8545763547082344e-18,4.931786381362131e-24,1.2181601382126757e-21,3.5374290034392535e-24,2.0129321739300877e-26,9.070371992811172e-31,2.1927315485567012e-27,2.351655272799941e-31,2.057712786196494e-22,4.0644320728913964e-29,3.8611454777614596e-28,4.301389748135042e-33,4.089824137331573e-32,9.990573109706396e-25,1.209518520658738e-30,4.666811631556958e-29,1.1707587533666846e-31,4.5745015632862735e-18,5.242834975442252e-20,1.831058540387841e-33,1.7396683278726002e-32,1.008719880858917e-20,1.5216616662415039e-18,6.007328782293242e-29,7.641157903620974e-29,1.16000524301696e-31,5.06406424043869e-29,1.1944099713167126e-30,2.2742161447870204e-24,2.36727690677887e-20,2.4406738256672133e-33,2.319032513716596e-32,3.352526942655643e-19,2.5950317116173838e-17,9.594359815024374e-26,1.4784656212840768e-25,8.496397813259299e-23,6.817798989062187e-20,4.190434432718093e-23,5.665162730023308e-20,8.55770274859797e-22
8.799318786928198e-11,0.11224537465693844,0.9,0.0,0.0,0.0,0.0,0.09999997634699247,6.059672351314163e-09,5.950047723040324e-09,4.184287274854811e-09,4.186572351199548e-09,3.5822349240579057e-09,3.62588280907486e-09,3.6242553037340713e-09,3.6241958901042165e-09,3.232437445163145e-09,3.2329390844526634e-09,2.925796588191283e-09,2.927467319985547e-09,2.6785369841753045e-11,7.358423124690966e-11,3.3284901174530055e-11,6.80875896799658e-12,8.511753368514608e-12,1.6490689591916649e-12,8.834363784622519e-12,5.516181338130609e-12,6.856138440371552e-13,5.610293952212272e-13,1.299736994036294e-12,1.8785567605297415e-16,7.788573287282387e-16,1.2534841437457135e-16,9.325936267709744e-17,1.2533701894162154e-16,2.2296047971978467e-20,2.15495149304734e-18,4.7963448264089176e-14,2.1224205921741926e-16,2.5082278565592376e-17,3.0562663051309275e-13,9.471687825676794e-21,3.307696973042654e-17,1.480334299759251e-13,1.2645915220816705e-20,9.438720966600885e-23,8.584391479458241e-18,6.3967512201588915e-24,1.707125554666693e-21,4.8414708344346326e-24,2.5209032650890374e-26,1.2711649786326335e-30,3.0865409010128072e-27,3.6998322766705646e-31,2.8838056015077023e-22,5.899666968412301e-29,5.914074986854658e-28,6.986827007270879e-33,7.009999744688509e-32,1.4264602736994737e-24,1.695109717211668e-30,8.18994943970101e-29,1.8166317404672031e-31,5.728952897805152e-18,6.569203940029543e-20,2.9742645731322525e-33,2.9818498611089785e-32,1.3760681290623506e-20,2.075866859392616e-18,9.586118245954679e-29,1.1664712617322167e-28,1.8469742303465543e-31,8.214610893607477e-29,1.673880605054808e-30,2.8457149745540572e-24,2.966167120664638e-20,3.9645722538121464e-33,3.975059627963312e-32,3.7667845618128667e-19,3.2614854092725966e-17,1.3729658924771366e-25,1.9176587056226734e-25,1.300458484404469e-22,1.0437383541536217e-19,6.116245884305704e-23,8.271257919653512e-20,1.1993269182049234e-21
9.735497897361772e-11,0.11224537493987313,0.9,0.0,0.0,0.0,0.0,0.09999997383049644,6.704595844787803e-09,6.576322895737036e-09,4.629309787799674e-09,4.632105754133596e-09,3.959394127174461e-09,4.011720864150653e-09,4.009746847193562e-09,4.00966757964778e-09,3.576343594538665e-09,3.576952081262521e-09,3.2369715435960904e-09,3.2390166554723407e-09,2.9605132202433504e-11,8.734573544048615e-11,3.9728553084708264e-11,8.085240296498095e-12,1.0618237189399997e-11,2.182042828334224e-12,1.0811066750471152e-11,6.7471865353562815e-12,8.392720074417872e-13,6.319029637878599e-13,1.637511227134028e-12,2.0785110332552308e-16,1.0497403596576597e-15,1.3868934746362171e-16,1.031853985497183e-16,1.3867602391729198e-16,2.729358674187904e-20,2.162499021899894e-18,5.312430799933163e-14,2.925815123538616e-16,2.7751634446386756e-17,3.741275858391778e-13,1.1594847050089389e-20,3.65975076288163e-17,1.812153883312269e-13,1.5481416198735094e-20,1.1545082209702384e-22,1.050878276031752e-17,8.05906377699767e-24,2.3120505637338392e-21,6.406122274718654e-24,3.085995661350806e-26,1.721655150406251e-30,4.1951191828934184e-27,5.558091832812041e-31,3.9058756408040415e-22,8.223888128684141e-29,8.658458542963831e-28,1.0775197897600978e-32,1.135414993194108e-31,1.9613047949211515e-24,2.2958793883890343e-30,1.3577074312061556e-28,2.6975199156982096e-31,7.013287929630594e-18,8.043977900175849e-20,4.5870155813918327e-33,4.8297823640203075e-32,1.8150346234632346e-20,2.7381306739854083e-18,1.4567617814945387e-28,1.707800381636872e-28,2.802820994039202e-31,1.2656398884302495e-28,2.267063586631705e-30,3.480772386757502e-24,3.632066063168293e-20,6.114410064555366e-33,6.438722786889409e-32,4.1837109144939283e-19,4.0057529480392716e-17,1.8952166445031035e-25,2.4160180662223765e-25,1.9024950158171233e-22,1.5271719402630913e-19,8.564187516951118e-23,1.1584556133738937e-19,1.6243810364244052e-21
9.999999999999999e-11,0.11224537519455911,0.9,0.0,0.0,0.0,0.0,0.09999997311950162,6.886816149800753e-09,6.753103262777356e-09,4.755038289103578e-09,4.757987893404552e-09,4.065847282340423e-09,4.120735616912676e-09,4.1186576692026675e-09,4.118572311919319e-09,3.6735086524748533e-09,3.6741491922375906e-09,3.3248852105592064e-09,3.327042947229676e-09,3.0401073961188174e-11,9.136820294999243e-11,4.162151188845822e-11,8.45846957415798e-12,1.125974683199164e-11,2.349429311180864e-12,1.1405590350441813e-11,7.117283316495513e-12,8.854984604712936e-13,6.519384806677227e-13,1.7402148294587362e-12,2.1350072341847468e-16,1.1367517834195725e-15,1.4245872844953864e-16,1.0598993702622356e-16,1.4244482862373351e-16,2.879705398234307e-20,2.1647945779670397e-18,5.4585736159794134e-14,3.1859446600505913e-16,2.8505841036836986e-17,3.947355178293024e-13,1.2233585526251223e-20,3.759221331709407e-17,1.9119795901855227e-13,1.633447256692239e-20,1.2178351155426883e-22,1.1087749160125246e-17,8.564505405277353e-24,2.505673336126379e-21,6.897517331655684e-24,3.256003619156451e-26,1.8658482983959237e-30,4.550413260523768e-27,6.191044361854068e-31,4.233031241796358e-22,8.977217068931153e-29,9.576033802202716e-28,1.2081730747865056e-32,1.2898573170636427e-31,2.1335383282929143e-24,2.4881754814612998e-30,1.5524041832559899e-28,2.995854348524309e-31,7.399694919818044e-18,8.487508311764259e-20,5.14322482791862e-33,5.486759944828868e-32,1.9525543184353302e-20,2.9456068902888522e-18,1.627326421679072e-28,1.8897592414414588e-28,3.1300655712284377e-31,1.4187756120626378e-28,2.4569286969181278e-30,3.671699859414207e-24,3.8323316223308484e-20,6.855857400853153e-33,7.314619000514747e-32,4.3019895356418674e-19,4.230200682718952e-17,2.0643867195908263e-25,2.567549173880605e-25,2.103652168382297e-22,1.6887118511429589e-19,9.358985344642603e-23,1.2660426537133748e-19,1.7604354878754086e-21
1.0578059096751988e-10,0.11224537519455911,0.9,0.0,0.0,0.0,0.0,0.09999997156564999,7.285063398005182e-09,7.1392131668499184e-09,5.029804876672839e-09,5.033104496612223e-09,4.298338874916527e-09,4.3589869965236605e-09,4.356672656515339e-09,4.356573262951206e-09,3.88585911830976e-09,3.8865725694832845e-09,3.5170114039969885e-09,3.519425782339826e-09,3.213950779261604e-11,1.0035129141433204e-10,4.586354986226103e-11,9.292147244633632e-12,1.2733646106952224e-11,2.7418557968460583e-12,1.2760148881536752e-11,7.96027944481402e-12,9.90838516364491e-13,6.957391893378083e-13,1.975823172003827e-12,2.2584811576434267e-16,1.3440643877321385e-15,1.5069674595748627e-16,1.1211929950503153e-16,1.5068153857056174e-16,3.22231438649706e-20,2.170064451593669e-18,5.778509100479917e-14,3.809094139721811e-16,3.015416665703083e-17,4.4169673363278767e-13,1.3689144215827758e-20,3.9766158130528225e-17,2.1394626320148745e-13,1.827844065671221e-20,1.3620793325520132e-22,1.2407145582165625e-17,9.72401802224722e-24,2.965830996601225e-21,8.049558320394183e-24,3.643424324002099e-26,2.208535344099841e-30,5.395479068059192e-27,7.761144382119299e-31,5.010564268209364e-22,1.0782141864904453e-28,1.1821790176561496e-27,1.5349587397057177e-32,1.6844365119940432e-31,2.5444522989068915e-24,2.9451853942654715e-30,2.0557660217577296e-28,3.7330977011089565e-31,8.280281879306069e-18,9.497978900224715e-20,6.534403743215344e-33,7.165256593649919e-32,2.2743957363350803e-20,3.4311723059147644e-18,2.0518792491011585e-28,2.337144674792028e-28,3.9445973912088905e-31,1.8016951589294859e-28,2.9081569522612473e-30,4.10658914104574e-24,4.288585471013804e-20,8.710360661794372e-33,9.552449453038806e-32,4.561222583435849e-19,4.7425372052081273e-17,2.469736256708066e-25,2.9151708075939237e-25,2.5957483011347366e-22,2.0839092870417518e-19,1.126505519235218e-22,1.5240726242140114e-19,2.0837853065727737e-21
1.1420620296142205e-10,0.11224537544928782,0.9,0.0,0.0,0.0,0.0,0.09999996930080353,7.86556544220489e-09,7.70144404256097e-09,5.43027611912486e-09,5.434120902789926e-09,4.636838397107026e-09,4.70626438439585e-09,4.7035827227596335e-09,4.7034611012166004e-09,4.195374631975398e-09,4.196201388154122e-09,3.797034592251126e-09,3.799848858216734e-09,3.467091410439545e-11,1.1388618817615238e-10,5.229144747740265e-11,1.0548668457796239e-11,1.506046715854067e-11,3.3810926941441797e-12,1.4870250491379313e-11,9.272897789546926e-12,1.1549809697131954e-12,7.59594063195847e-13,2.3466670375127894e-12,2.438461966766921e-16,1.690891503703966e-15,1.6270467277113737e-16,1.210536444339859e-16,1.6268744174527883e-16,3.7561762080465024e-20,2.1783738166234746e-18,6.246268674832723e-14,4.860634863898716e-16,3.25568046975294e-17,5.14872935937698e-13,1.595724768075235e-20,4.293496625742897e-17,2.493934898048994e-13,2.130765203483125e-20,1.586680092106542e-22,1.4463208515202784e-17,1.1549069638491242e-23,3.732537875898505e-21,9.926152359243062e-24,4.2471338881840074e-26,2.779520198964694e-30,6.805180643764191e-27,1.0561632771323582e-30,6.306151960890108e-22,1.382631877529288e-28,1.5739568105369241e-27,2.1250801544324067e-32,2.421270353767792e-31,3.2330963879140484e-24,3.70666062611108e-30,3.0153919027226838e-28,5.0404769011084e-31,9.652563593805377e-18,1.1071862487121578e-19,9.046664571309625e-33,1.029969066359182e-31,2.797157615504433e-20,4.219875012955223e-18,2.8130472974510505e-28,3.12432843147466e-28,5.405001494051632e-31,2.493016314375614e-28,3.6599876592294525e-30,4.78374962393211e-24,4.999234995558803e-20,1.205934564124162e-32,1.3731454566823804e-31,4.940889631309456e-19,5.5431185357651666e-17,3.1539713524481126e-25,3.4623218714928513e-25,3.453342946301616e-22,2.7726820813009764e-19,1.4483765905250283e-22,1.9598405460942502e-19,2.622564796324528e-21
