Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011),CHO2(367),S(1123),S(872),S(869),S(1124),S(1122),C4F10(82)
4.2505408999822495e-06,0.11268710227974323,0.9,0.0,0.0,0.0,0.0,0.09860910831165362,0.0005030917692299584,2.4341159524689e-06,1.4561583656884332e-05,3.249305954466927e-05,8.523748355738681e-07,3.297980788784918e-05,3.437629517677538e-06,6.236095653188685e-06,0.00015787440483047943,0.0007885059326168023,4.6585458521958216e-06,4.537006682492011e-05,1.0959426829316419e-08,8.121395474560813e-08,2.5532480796439098e-08,4.4390064056921686e-09,6.087777498558772e-05,0.0001434582967168048,0.001843860474757322,0.0002133145962498583,0.0004979448174227216,6.372548831758885e-10,0.00016083571884354498,1.532079260607187e-11,6.632581273214929e-08,9.556702477761278e-13,1.4198091064811932e-12,1.1198968329800805e-12,1.590891158616929e-11,2.106692038238332e-13,7.745607281883762e-06,0.00025892991931632757,1.9470204480376662e-13,0.00018232324878918426,5.551169356073387e-12,5.127160242297004e-13,0.00017177131193166266,1.4421622216214472e-11,3.650022754501147e-15,9.016836749615546e-05,7.915516005775504e-16,4.8232506942496744e-05,4.2114808891837013e-16,5.084598467751065e-16,1.8422796320013837e-16,1.036369652208325e-14,1.0750069502116026e-14,2.8513083701700782e-05,6.037413192897204e-16,4.25500222900322e-15,6.254728601197613e-16,4.412124689440126e-15,5.407210953795649e-12,4.778529561238938e-16,3.2121108530274367e-06,3.7548841435490135e-15,1.9915301848663636e-05,2.5692843538567238e-12,2.187041707303387e-16,1.5415680241569626e-15,1.7938734422764657e-12,2.7067317770630163e-10,3.1487259791756515e-12,1.959189727774887e-12,9.738322203878358e-15,5.089582219893092e-12,2.953470164467678e-16,1.1004590570811093e-16,1.1600989400939932e-12,5.670513732013917e-16,3.997941019639171e-15,4.697239219376097e-13,2.0057506399417703e-06,2.3885021745052557e-13,2.3730061328981167e-17,2.0579621104650553e-13,1.654311239687823e-10,2.0167783069042084e-13,2.7338035093886344e-10,4.961184396139675e-07
4.3490290800160765e-06,0.11269719487986923,0.9,0.0,0.0,0.0,0.0,0.09857774347427391,0.0005134698804632132,2.4334772833540004e-06,1.4446434262668763e-05,3.248693276624707e-05,8.521236431755467e-07,3.27935772081792e-05,3.436629789932547e-06,6.2345543775556015e-06,0.0001614464955757596,0.0008078747434901385,4.6573737843868944e-06,4.5394504388325695e-05,1.095655132265446e-08,8.119264566241796e-08,2.5524956438412717e-08,4.4379292805808734e-09,6.004309419483936e-05,0.00014677493188037667,0.0018875983610621774,0.0002182136531052617,0.0005090875534308723,6.371118030684328e-10,0.00016460058269909724,1.563046653501243e-11,6.538969070339602e-08,9.551005931715123e-13,1.419994830236281e-12,1.1131190981465684e-12,1.6258282923665296e-11,2.0770504171067697e-13,7.637509546066428e-06,0.00026431699797489143,1.9466653552725753e-13,0.00018683013082122684,5.686071154441962e-12,5.12993731175787e-13,0.00017644247442200235,1.480776685051357e-11,3.733849319936345e-15,9.365981865591379e-05,8.10078733446631e-16,5.032066507737575e-05,4.308842818464749e-16,5.316485018032555e-16,1.9340183416614734e-16,1.0819443091767578e-14,1.1242036508847896e-14,2.9778546881259633e-05,6.3056321178078925e-16,4.442780690007091e-15,6.543795239647796e-16,4.614730702245158e-15,5.644994839392226e-12,5.028598423273391e-16,3.4579744042173365e-06,3.935716982177068e-15,2.0465473708350135e-05,2.6282914347887907e-12,2.293358245189974e-16,1.616050332187073e-15,1.835072914822901e-12,2.768896653969937e-10,3.292824635378772e-12,2.0535430711107724e-12,1.0231966845203213e-14,5.347578160322201e-12,3.0934565577089907e-16,1.1257325807054787e-16,1.1867421771282435e-12,5.960530058011388e-16,4.201227622356064e-15,4.804004106535187e-13,2.0993210642373278e-06,2.413404426104522e-13,2.4285537754434973e-17,2.10554500901686e-13,1.692561178391728e-10,2.0639949768124722e-13,2.797807123162765e-10,5.278765425816403e-07
4.437668442046521e-06,0.112706240738012,0.9,0.0,0.0,0.0,0.0,0.09854958497690679,0.000522778382359249,2.432901936889262e-06,1.4345865886212936e-05,3.248088136553469e-05,8.518978863121758e-07,3.263021546480394e-05,3.435730943915541e-06,6.233175653011639e-06,0.00016465763048222962,0.0008252459951886087,4.656322202281781e-06,4.541295446606478e-05,1.0953960915299042e-08,8.117344932303713e-08,2.5518193990303937e-08,4.436957991850373e-09,5.931567041743509e-05,0.00014975899772232546,0.0019267659670335504,0.0002226195617158655,0.0005190060234518045,6.369825469665703e-10,0.00016798798410547642,1.5908002738284317e-11,6.457378587824356e-08,9.545732927710317e-13,1.4200522046941983e-12,1.1071688321278464e-12,1.6568975845553383e-11,2.0512164640775095e-13,7.5432265449539274e-06,0.00026910370752334295,1.94631378527708e-13,0.00019086924676522246,5.806873976010167e-12,5.132036510737924e-13,0.0001806285153121928,1.515352987241145e-11,3.8092377579738115e-15,9.682847392895687e-05,8.267483667906929e-16,5.221659136173973e-05,4.3964420065636044e-16,5.528811429599977e-16,2.0181533657007732e-16,1.123709637463774e-14,1.1691533011730335e-14,3.093142933140031e-05,6.551538067179353e-16,4.614914953214727e-15,6.808032378510988e-16,4.799902996834233e-15,5.862903714031959e-12,5.258170492966133e-16,3.688576410657234e-06,4.101658027584803e-15,2.0962298448015755e-05,2.6813587523638656e-12,2.390963437398784e-16,1.6844188925112944e-15,1.8721251712226156e-12,2.8248038978215586e-10,3.424483551747725e-12,2.140126307626197e-12,1.0685352771006347e-14,5.584533495383051e-12,3.221280004395565e-16,1.1484620240745816e-16,1.2107034559881998e-12,6.227016938055712e-16,4.3879893423664706e-15,4.900032281470421e-13,2.1853317203945902e-06,2.435235802038387e-13,2.4785322526736316e-17,2.1483566222321447e-13,1.7269756766912938e-10,2.1064777377884877e-13,2.855393781240297e-10,5.574953361765412e-07
4.526307804076966e-06,0.11271525192711435,0.9,0.0,0.0,0.0,0.0,0.09852149079569018,0.0005320569840817385,2.432326219850067e-06,1.4248158728453536e-05,3.247439593604469e-05,8.516724367866934e-07,3.247094370042932e-05,3.434833022751907e-06,6.231804759880466e-06,0.00016786530772002435,0.0008425612029730335,4.6552736545819765e-06,4.542838653665049e-05,1.0951368838712652e-08,8.115424061530086e-08,2.551144074812543e-08,4.435985262035428e-09,5.8610079755131166e-05,0.0001527422076157515,0.001965752949742676,0.00022702240394116,0.000528822156421129,6.368528978737156e-10,0.0001713744623853537,1.6184438561341684e-11,6.378228786855264e-08,9.540343439566661e-13,1.420016266209993e-12,1.1013624716406055e-12,1.6876188316108093e-11,2.0261563093358252e-13,7.4517216325341e-06,0.00027383381587987887,1.945936403040505e-13,0.0001948921377226918,5.927099445869318e-12,5.133794934106973e-13,0.00018479682713420662,1.549756480447706e-11,3.884573738647561e-15,0.00010002183286690252,8.434134729935286e-16,5.4127693396910336e-05,4.484016106487038e-16,5.744544735923953e-16,2.1037582712461533e-16,1.1661792569317915e-14,1.2147289503271567e-14,3.20973479766894e-05,6.801691997311163e-16,4.790001467587315e-15,7.076068398924433e-16,4.987709167020433e-15,6.084487202242201e-12,5.491944909634568e-16,3.928092881667279e-06,4.2705959306900746e-15,2.1461038593971738e-05,2.7343891366163663e-12,2.490373347386022e-16,1.7540415638154497e-15,1.9091516402983653e-12,2.8806722318104825e-10,3.5579760399406468e-12,2.2282732178213866e-12,1.1147250416022255e-14,5.825937358230424e-12,3.3508040493021484e-16,1.1711756484067037e-16,1.2346480584891215e-12,6.498624003157666e-16,4.5783098233556605e-15,4.996003285755405e-13,2.273044002110311e-06,2.4565590062108076e-13,2.5284971098890963e-17,2.1911559552590203e-13,1.761380303451531e-10,2.1489489207675605e-13,2.9129647449953275e-10,5.88109349205158e-07
4.61494716610741e-06,0.11272422924411014,0.9,0.0,0.0,0.0,0.0,0.0984934591924666,0.0005413058730078817,2.4317502485980786e-06,1.4153256951275034e-05,3.2467538579955e-05,8.514472994275747e-07,3.23157851288387e-05,3.433936073569686e-06,6.230441558450671e-06,0.00017106961148746292,0.0008598217402766841,4.654228073270315e-06,4.544109515554238e-05,1.0948775616864185e-08,8.113502342230634e-08,2.5504696856599994e-08,4.435011362682643e-09,5.792560970421216e-05,0.00015572456359905148,0.0020045645631928503,0.0002314221849263241,0.0005385377434908692,6.36722909319964e-10,0.0001747600190534584,1.6459781145131462e-11,6.301439174271478e-08,9.534855598076356e-13,1.4198962876924105e-12,1.0957006076493923e-12,1.7179981575981455e-11,2.001844419685105e-13,7.362920150501644e-06,0.00027850901680012593,1.9455369271617673e-13,0.0001988987689530254,6.046747269602431e-12,5.135245862724902e-13,0.00018894680327014333,1.583982308965505e-11,3.959857349632964e-15,0.00010323967395905164,8.600740589906651e-16,5.6053491524256924e-05,4.571565176786506e-16,5.963655977652789e-16,2.190816425471239e-16,1.2093488380118501e-14,1.2609201144275722e-14,3.3276129974646203e-05,7.056070998790355e-16,4.968024260515981e-15,7.347843797696101e-16,5.1781079039187474e-15,6.309722714664016e-12,5.729854401506055e-16,4.176597596263133e-06,4.442505165163344e-15,2.1962006089673498e-05,2.787382649517828e-12,2.5915740654958953e-16,1.8249086379933005e-15,1.946152365320554e-12,2.936501721226356e-10,3.6932713921904276e-12,2.3179704828036053e-12,1.1617548639626255e-14,6.071731662852605e-12,3.481993140116967e-16,1.1938734802450835e-16,1.2585760126127775e-12,6.775289209699456e-16,4.772145625849642e-15,5.091916974094806e-13,2.3624568893597802e-06,2.477409946176607e-13,2.5784483694385362e-17,2.2339430373458842e-13,1.7957750821840303e-10,2.1914085447473074e-13,2.970520040179678e-10,6.197312781494768e-07
4.703586528137855e-06,0.1127331734605802,0.9,0.0,0.0,0.0,0.0,0.0984654884880363,0.0005505252127002726,2.4311741197015143e-06,1.4061094308267399e-05,3.24603628271521e-05,8.512224769405103e-07,3.2164729257737774e-05,3.4330401315363734e-06,6.229085912843832e-06,0.0001742706218187633,0.0008770289589849216,4.653185391892629e-06,4.5451346310248526e-05,1.0946181684596123e-08,8.111580096663633e-08,2.5497962396846495e-08,4.434036521332657e-09,5.726152850355519e-05,0.00015870606764937942,0.0020432059637011417,0.0002358189096642722,0.0005481545566464749,6.365926267278814e-10,0.00017814465562292155,1.6734036877757802e-11,6.226927295626242e-08,9.529284997640752e-13,1.4197006368110555e-12,1.0901826896603945e-12,1.7480416134895104e-11,1.978254641135917e-13,7.276741595031746e-06,0.0002831309473925551,1.9451185626890462e-13,0.0002028891139015107,6.165817392749627e-12,5.13641934927867e-13,0.00019307787363044568,1.6180259274807294e-11,4.035088675990572e-15,0.00010648179856016904,8.767301316967779e-16,5.7993538060958505e-05,4.659089274183585e-16,6.186116727708613e-16,2.2793115556242985e-16,1.2532140370394174e-14,1.3077166046686952e-14,3.446761491526718e-05,7.31465206240366e-16,5.14896728746129e-15,7.623300757832181e-16,5.371059072428182e-15,6.5385875883937575e-12,5.971832235784599e-16,4.434160821028125e-06,4.617360374250564e-15,2.2465503430523793e-05,2.8403393512058076e-12,2.6945517689038755e-16,1.8970104684331656e-15,1.983127388278987e-12,2.992292429426567e-10,3.830339765132163e-12,2.409204872159823e-12,1.2096135892210317e-14,6.321858109488939e-12,3.614813097166248e-16,1.2165555453474364e-16,1.2824873455128416e-12,7.056950209289355e-16,4.969453109504398e-15,5.187773177725134e-13,2.4535693593373296e-06,2.4978206634344544e-13,2.6283860536470335e-17,2.276717896862286e-13,1.8301600356939053e-10,2.233856628705851e-13,3.028059692518776e-10,6.523737162018676e-07
4.7922258901683e-06,0.11274208533189661,0.9,0.0,0.0,0.0,0.0,0.09843757706311841,0.00055971514674396,2.4305979126640337e-06,1.397159679381297e-05,3.2452914814998263e-05,8.509979702523397e-07,3.201773807524831e-05,3.4321452216173673e-06,6.227737691138715e-06,0.00017746841473141822,0.0008941841844961426,4.652145545743476e-06,4.545938019109528e-05,1.0943587399912083e-08,8.109657590143648e-08,2.5491237396688468e-08,4.43306092721763e-09,5.661709642227217e-05,0.00016168672168580318,0.0020816821906763684,0.00024021258300807716,0.000557674339849088,6.364620884278576e-10,0.00018152837359963569,1.7007211514219132e-11,6.154609967768713e-08,9.523645048001965e-13,1.419436864356258e-12,1.084807237602402e-12,1.7777551492632138e-11,1.9553605896755947e-13,7.19310156435277e-06,0.00028770118695063224,1.9446840718013238e-13,0.00020686315323040764,6.284309971571553e-12,5.137342531380936e-13,0.00019718950183556208,1.6518830770365158e-11,4.1102678003844325e-15,0.00010974802711725243,8.933816979859516e-16,5.99474140795157e-05,4.746588453682496e-16,6.411899055875671e-16,2.3692277284572895e-16,1.2977704994688281e-14,1.35510850313654e-14,3.567165328303071e-05,7.577412097340753e-16,5.3328144451042606e-15,7.902383008963935e-16,5.566523613026987e-15,6.771059103755866e-12,6.217812202504518e-16,4.700849461646412e-06,4.795136367176051e-15,2.2971823480083027e-05,2.893259300133535e-12,2.7992927196723907e-16,1.970337468580466e-15,2.0200767499873602e-12,3.0480444179939225e-10,3.9691521088522546e-12,2.501963242079359e-12,1.2582900260875229e-14,6.57625820850805e-12,3.749231004746646e-16,1.239221868750057e-16,1.3063820835824703e-12,7.343544376166401e-16,5.170188451434502e-15,5.283571711400039e-13,2.546380386099145e-06,2.517819724410412e-13,2.678310184732871e-17,2.3194805613442213e-13,1.86453518611621e-10,2.276293191530983e-13,3.085583727615605e-10,6.86049148589951e-07
4.880865252198744e-06,0.11275096558830744,0.9,0.0,0.0,0.0,0.0,0.09840972335851651,0.0005688758020276187,2.430021692458666e-06,1.3884684873465577e-05,3.2445234305773695e-05,8.507737788267834e-07,3.187475142931906e-05,3.4312513601798728e-06,6.226396765431573e-06,0.0001806630623896668,0.0009112887120145995,4.651108471997746e-06,4.546541369167986e-05,1.0940993055386706e-08,8.107735039497186e-08,2.548452184011358e-08,4.432084736885868e-09,5.5991574834884384e-05,0.000164666527572267,0.002119998152131947,0.00024460320968196133,0.0005670988020796618,6.363313266614689e-10,0.00018491117447758598,1.727931027872141e-11,6.084404265717662e-08,9.51794727683006e-13,1.419111783825048e-12,1.079572025584532e-12,1.8071445921753292e-11,1.9331359640717503e-13,7.111913369230656e-06,0.0002922212566016026,1.9442358347642727e-13,0.00021082087397504456,6.40222534770361e-12,5.138039914121927e-13,0.00020128118266823504,1.6855497633477857e-11,4.185394803274751e-15,0.0001130381959483483,9.100287646751121e-16,6.191472653889982e-05,4.834062768672974e-16,6.640975497063689e-16,2.4605493286450745e-16,1.3430138634561441e-14,1.4030861384916045e-14,3.688810510735074e-05,7.844327951650505e-16,5.5195495860191685e-15,8.185035686656079e-16,5.764463443019182e-15,7.007114502995865e-12,6.467728588167085e-16,4.976727201363072e-06,4.975808114145165e-15,2.3481249406834772e-05,2.946142553202303e-12,2.9057832619457876e-16,2.0448801099208774e-15,2.0570004901757246e-12,3.103757746876108e-10,4.1096800956633445e-12,2.596232532746519e-12,1.3077729501597378e-14,6.834873297220323e-12,3.8852151023863143e-16,1.261872474824534e-16,1.3302602525140874e-12,7.63500882654147e-16,5.374307659022441e-15,5.379312379182063e-13,2.6408889403198863e-06,2.5374326304293654e-13,2.728220784738619e-17,2.3622310575366765e-13,1.8989005549501478e-10,2.3187182519615156e-13,3.143092170871157e-10,7.207699484192875e-07
4.969504614229189e-06,0.11275981493856214,0.9,0.0,0.0,0.0,0.0,0.09838192587464949,0.0005780072915467352,2.4294455117452675e-06,1.380027535182055e-05,3.243735556492467e-05,8.505499009355828e-07,3.173569168927989e-05,3.430358556426209e-06,6.225063011845685e-06,0.00018385463327847223,0.0009283438038607322,4.6500741097976075e-06,4.546964266883168e-05,1.0938398888150447e-08,8.105812620459581e-08,2.5477815675390974e-08,4.431108079629256e-09,5.5384233437823214e-05,0.00016764548712038796,0.002158158614165554,0.00024899079429113746,0.0005764296119978381,6.362003685621989e-10,0.00018829305973505368,1.7550337952143008e-11,6.01622830322998e-08,9.512201590279356e-13,1.4187315432757973e-12,1.074474240836791e-12,1.836215630278042e-11,1.9115547932203489e-13,7.03308935358383e-06,0.0002966926196087007,1.9437759025464235e-13,0.00021476226880723744,6.519564026167637e-12,5.13853362544545e-13,0.00020535243976658557,1.7190222371928056e-11,4.260469763089744e-15,0.00011635215449576467,9.266713385104441e-16,6.389510572784518e-05,4.921512271024963e-16,6.873319020066771e-16,2.5532610360400227e-16,1.388939763495504e-14,1.4516400616574557e-14,3.811683877811839e-05,8.115376433122202e-16,5.709156533590187e-15,8.471205191299191e-16,5.964841357670898e-15,7.246731009251335e-12,6.721516143396484e-16,5.261854627828549e-06,5.159350740312253e-15,2.399405471656032e-05,2.9989891658799624e-12,3.014009818508354e-16,2.120628919532271e-15,2.093898647573217e-12,3.1594324745105664e-10,4.251896048898095e-12,2.6919997651937227e-12,1.3580511065828242e-14,7.097644553781853e-12,4.0227346755019334e-16,1.284507387328486e-16,1.3541218773528732e-12,7.931280434537303e-16,5.581766580433179e-15,5.474994979209742e-13,2.7370939891427553e-06,2.556682240244465e-13,2.778117875475181e-17,2.4049694114337283e-13,1.9332561630912856e-10,2.361131828539615e-13,3.200585047419909e-10,7.565483730028703e-07
5.0581439762596336e-06,0.11276863406741906,0.9,0.0,0.0,0.0,0.0,0.09835418317054857,0.0005871097167665413,2.428869412782701e-06,1.3718282907437275e-05,3.242930811317946e-05,8.503263338886445e-07,3.1600467732644536e-05,3.429466813643473e-06,6.22373631049741e-06,0.0001870431923841553,0.0009453506876700323,4.649042400300374e-06,4.5472243976626134e-05,1.093580508849955e-08,8.103890474058142e-08,2.5471118821972033e-08,4.4301310612320856e-09,5.4794355800148944e-05,0.00017062360209208488,0.002196168193955724,0.00025337534133056686,0.0005856683940502213,6.360692368375088e-10,0.00019167403083163195,1.782029894580435e-11,5.950001835319287e-08,9.506416496987021e-13,1.418301690111259e-12,1.0695106198902246e-12,1.8649738004045646e-11,1.890591627186143e-13,6.956541950982693e-06,0.000301116682225113,1.9433060418793162e-13,0.0002186873353956715,6.6363266561041655e-12,5.138843645993831e-13,0.00020940282354337724,1.7522969766529878e-11,4.335492756378357e-15,0.00011968976301601064,9.433094261566352e-16,6.58882030030948e-05,5.008937011175498e-16,7.108903004102897e-16,2.647347811106725e-16,1.4355438325913058e-14,1.5007610287221162e-14,3.935773001612247e-05,8.390534321654566e-16,5.901619090921015e-15,8.760839089377213e-16,6.167620960994167e-15,7.4898858378879e-12,6.979110073836486e-16,5.556289348953432e-06,5.345739523707121e-15,2.451050336563522e-05,3.051799192306436e-12,3.1239588897046967e-16,2.1975744792777524e-15,2.13077125998173e-12,3.215068657935676e-10,4.395772892821974e-12,2.7892520402187815e-12,1.409113214127603e-14,7.364513018504573e-12,4.161759977111315e-16,1.307126629450759e-16,1.3779669825444118e-12,8.232295856585624e-16,5.79252092104432e-15,5.570619307530662e-13,2.8349944961106745e-06,2.5755890406704925e-13,2.8280014784777345e-17,2.447695648316265e-13,1.9676020308618896e-10,2.403533939573297e-13,3.2580623820789504e-10,7.933965606620164e-07
5.146783338290078e-06,0.1127774236363498,0.9,0.0,0.0,0.0,0.0,0.09832649386247366,0.0005961831696191803,2.428293429101497e-06,1.363862134669624e-05,3.2421117375196266e-05,8.501030742346934e-07,3.146897833979524e-05,3.4285761302674406e-06,6.222416545430411e-06,0.00019022880137653888,0.000962310555275792,4.648013286696344e-06,4.5473377303218857e-05,1.0933211807427902e-08,8.101968712194425e-08,2.5464431176503505e-08,4.429153767590139e-09,5.422124358512096e-05,0.00017360087420204123,0.002234031355544968,0.0002577568551927646,0.0005948167257570029,6.359379504242305e-10,0.00019505408920591905,1.8089197363740148e-11,5.885646713422958e-08,9.500599300673254e-13,1.417827229444206e-12,1.064677564131283e-12,1.8934244799674987e-11,1.8702216814371926e-13,6.882184523553555e-06,0.0003054947949447441,1.9428277741183795e-13,0.00022259607584597916,6.7525140139824056e-12,5.138988016670748e-13,0.0002134319093025475,1.785370671068773e-11,4.4104638579460085e-15,0.00012305089063226023,9.59943034188468e-16,6.789368878431215e-05,5.096337038208381e-16,7.347701218249363e-16,2.742794879680882e-16,1.48282170471084e-14,1.5504399839821216e-14,4.061066097575922e-05,8.669778383324314e-16,6.0969210508985144e-15,9.053886015189015e-16,6.372766596994352e-15,7.736556209295053e-12,7.240446022845496e-16,5.860086099170981e-06,5.534949891928349e-15,2.503084993253296e-05,3.104572685387742e-12,3.235617051610882e-16,2.2757074244905806e-15,2.1676183643415887e-12,3.2706663528897673e-10,4.541284102969708e-12,2.8879765366597574e-12,1.460947968070182e-14,7.635419608907699e-12,4.302262150613281e-16,1.3297302238517165e-16,1.401795591977157e-12,8.537991548718224e-16,6.006526254997514e-15,5.666185161163553e-13,2.9345894211591163e-06,2.594171426400954e-13,2.877871614971652e-17,2.4904097927873765e-13,2.0019381780393814e-10,2.445924603107434e-13,3.315524199308605e-10,8.313265279590851e-07
5.235422700320523e-06,0.1127861842833563,0.9,0.0,0.0,0.0,0.0,0.09829885662225842,0.00060522773418525,2.427717586985875e-06,1.3561204617377147e-05,3.2412805240824026e-05,8.498801179362026e-07,3.134111506333056e-05,3.4276865008053246e-06,6.221103604526119e-06,0.00019341151878884052,0.0009792245621286064,4.646986714203226e-06,4.5473186831489885e-05,1.0930619163300368e-08,8.100047422585945e-08,2.545775261805981e-08,4.4281762687504035e-09,5.366421967666211e-05,0.0001765773051200047,0.0022717524078624623,0.00026213534017472946,0.0006038761359676093,6.358065252203549e-10,0.00019843323627376732,1.835703705519847e-11,5.82308721661964e-08,9.494756265811796e-13,1.4173126767475835e-12,1.0599712370755795e-12,1.9215728819858525e-11,1.8504209416916588e-13,6.809932019144778e-06,0.000309828254038857,1.9423424088676437e-13,0.00022648849620793832,6.8681269890258885e-12,5.138983026293936e-13,0.00021743929553191615,1.818240206548146e-11,4.48538314097455e-15,0.00012643541369937686,9.765721690843918e-16,6.991125077971801e-05,5.183712399927013e-16,7.589687797979294e-16,2.8395877135857227e-16,1.5307690177651993e-14,1.6006680406414554e-14,4.187551946515919e-05,8.95308538764844e-16,6.295046208453654e-15,9.350295558351418e-16,6.580243271128845e-15,7.986719364436077e-12,7.505460040293265e-16,6.173296837091681e-06,5.726957416311181e-15,2.555533983103638e-05,3.1573096968794242e-12,3.348970952680893e-16,2.3550184416092077e-15,2.2044399967897975e-12,3.3262256138990736e-10,4.688403649617178e-12,2.9881605083528443e-12,1.5135440420635503e-14,7.910305129503075e-12,4.444213141686863e-16,1.352318192698945e-16,1.4256077290200864e-12,8.848303777755765e-16,6.223738032565938e-15,5.761692340514518e-13,3.035877720656326e-06,2.612446043867076e-13,2.927728305846743e-17,2.5331118688053223e-13,2.0362646238828172e-10,2.4883038369017663e-13,3.3729705231827495e-10,8.703501673319177e-07
5.3240620623509675e-06,0.11279491662347173,0.9,0.0,0.0,0.0,0.0,0.09827127017546407,0.0006142434881057316,2.4271419067470324e-06,1.3485947618505299e-05,3.240439055128902e-05,8.496574605148097e-07,3.12167646359847e-05,3.4267979166456115e-06,6.219797379396708e-06,0.00019659140019314273,0.0009960938271423778,4.645962630042248e-06,4.547180274126522e-05,1.0928027247585867e-08,8.098126673017996e-08,2.5451083012506876e-08,4.427198621106952e-09,5.312263040630271e-05,0.0001795528964729429,0.002309335504548385,0.00026651080048413495,0.0006128481039133181,6.356749744879579e-10,0.00020181147342699716,1.862382165880739e-11,5.7622502907243225e-08,9.48889276240408e-13,1.41676210566438e-12,1.0553876464450779e-12,1.949424052425326e-11,1.8311662397919044e-13,6.739701476930576e-06,0.0003141183032971318,1.9418510731077384e-13,0.00023036460604078414,6.98316657011057e-12,5.138843381347616e-13,0.00022142460235418727,1.850902652717887e-11,4.560250677129361e-15,0.00012984321443572613,9.931968372217623e-16,7.194059241599672e-05,5.271063142921553e-16,7.834837228912244e-16,2.9377120209003547e-16,1.5793814147688818e-14,1.6514364698231248e-14,4.3152198268845945e-05,9.240432114208581e-16,6.495978365344875e-15,9.650018200373596e-16,6.790016605994769e-15,8.240352570902719e-12,7.774088581575678e-16,6.495970835498813e-06,5.9217378110530286e-15,2.6084209553028717e-05,3.210010277461135e-12,3.464007313362887e-16,2.4354982678679446e-15,2.241236192712101e-12,3.381746494356318e-10,4.837105965587878e-12,3.089791283674747e-12,1.5668900921108927e-14,8.189110292554693e-12,4.587585645850936e-16,1.37489055769921e-16,1.4494034165563802e-12,9.163168645039905e-16,6.444111596251185e-15,5.857140651254799e-13,3.1388583474800597e-06,2.6304279535553687e-13,2.9775715716382665e-17,2.5758018997144357e-13,2.0705813871577456e-10,2.53067165841473e-13,3.4304013773668546e-10,9.104792450950262e-07
5.412701424381412e-06,0.11280362124916819,0.9,0.0,0.0,0.0,0.0,0.09824373329939591,0.0006232305037575041,2.426566403801482e-06,1.3412766834574123e-05,3.239588951887054e-05,8.49435097172901e-07,3.109581097008803e-05,3.425910366752892e-06,6.2184977652648715e-06,0.00019976849837023965,0.0010129194328910298,4.644940983399453e-06,4.546934256642109e-05,1.0925436129713097e-08,8.09620651494392e-08,2.544442221614869e-08,4.426220869463777e-09,5.259584701883969e-05,0.00018252764984705758,0.002346784645264403,0.0002708832402448601,0.0006217340589282979,6.355433092371415e-10,0.00020518880203252552,1.8889554639244686e-11,5.703065703296598e-08,9.483013390516998e-13,1.4161791910693684e-12,1.0509227119719089e-12,1.97698286968808e-11,1.8124353027980594e-13,6.6714124031037806e-06,0.00031836613591828416,1.941354736338848e-13,0.00023422441803040803,7.0976338342643285e-12,5.138582359335875e-13,0.00022538747012284488,1.8833552507393405e-11,4.635066536654861e-15,0.00013327417978876977,1.009817044873538e-15,7.39814314521158e-05,5.358389312630605e-16,8.08312433371853e-16,3.0371537360025465e-16,1.628654545280716e-14,1.702736689881141e-14,4.4440594561893054e-05,9.5317953609466e-16,6.699701336090767e-15,9.953005252734761e-16,7.002052798156586e-15,8.497433130432357e-12,8.046268499813212e-16,6.828154764413724e-06,6.119266931357838e-15,2.6617686932766637e-05,3.262674476803292e-12,3.580712925121468e-16,2.5171376905847744e-15,2.278006986789562e-12,3.437229046590883e-10,4.987365914948242e-12,3.1928562645746534e-12,1.620974759391166e-14,8.471775732848182e-12,4.732353058091818e-16,1.3974473401270253e-16,1.4731826770135344e-12,9.482522103396093e-16,6.667602192220054e-15,5.95252990573641e-13,3.2435302511233522e-06,2.64813079579371e-13,3.0274014325139777e-17,2.618479908274113e-13,2.1048884861595195e-10,2.5730280847924703e-13,3.4878167851029797e-10,9.517253997769003e-07
