Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086)
1.27615921246488e-09,0.11224541100145576,0.9,0.0,0.0,0.0,0.0,0.09999965696157931,8.825057830335578e-08,8.33811246957187e-08,6.043037634475328e-08,6.096451987929343e-08,4.960908368460221e-08,5.270532949229955e-08,5.238925616166126e-08,5.2371236819138354e-08,4.687974776446596e-08,4.687974776446596e-08,4.225500237613754e-08,4.263661785698119e-08,3.7541304049787065e-10,2.594580764031585e-09,1.3601099561530913e-09,2.3956124543397143e-10,2.5954213201226736e-09,1.106851138672389e-09,1.8339382102793565e-09,1.125706598724329e-09,1.4442006580917978e-10,9.538873782288754e-12,3.6458088495806407e-10,2.736121568852552e-15,1.7173022321081426e-12,1.8254861370487884e-15,1.358397897507763e-15,1.8220817397513884e-15,4.697502465117195e-18
1.2879345483882962e-09,0.1122454113660618,0.9,0.0,0.0,0.0,0.0,0.09999965379628736,8.906854862175944e-08,8.413547957686435e-08,6.098544371397639e-08,6.152942367231086e-08,5.005210484670916e-08,5.319283544048956e-08,5.2870897314059886e-08,5.28525763336576e-08,4.731231434156025e-08,4.731231434156025e-08,4.264312480836917e-08,4.3031805592355794e-08,3.7880949909274247e-10,2.619809365416621e-09,1.3734489753220697e-09,2.418649543371656e-10,2.644601382320992e-09,1.1285364408972062e-09,1.8678008452188026e-09,1.1464157909363649e-09,1.4709973379169615e-10,9.627547742222201e-12,3.714064678115944e-10,2.761482043939869e-15,1.7573173241722256e-12,1.8424013481687894e-15,1.3709886045654661e-15,1.8389355282115094e-15,4.7846636299611715e-18
1.2997098843117124e-09,0.11224541173075359,0.9,0.0,0.0,0.0,0.0,0.099999650630995,8.988658582286712e-08,8.488959438256568e-08,6.154046489120562e-08,6.209436998733121e-08,5.0494884491973676e-08,5.368036287514634e-08,5.3352505701459674e-08,5.3333881207585804e-08,4.774488090496249e-08,4.774488090496249e-08,4.303121494506768e-08,4.3427025658657274e-08,3.822048087111018e-10,2.6450299363921323e-09,1.3867807328935681e-09,2.4416740729745296e-10,2.694238067555786e-09,1.1504292224121403e-09,1.901971144411407e-09,1.1673114693286928e-09,1.498040742114548e-10,9.716215673306291e-12,3.782952059968737e-10,2.7868445411255094e-15,1.7978301819204205e-12,1.859317826908511e-15,1.383580297287544e-15,1.8557898690705086e-15,4.872627335671486e-18
1.3114852202351286e-09,0.11224541209553116,0.9,0.0,0.0,0.0,0.0,0.09999964746570227,9.070468990099166e-08,8.56434690849812e-08,6.209543988097924e-08,6.265935879696691e-08,5.0937422777074687e-08,5.4167911790447216e-08,5.383408130794672e-08,5.381515144343734e-08,4.81774474546727e-08,4.81774474546727e-08,4.3419272789405663e-08,4.382227805328614e-08,3.8559908801825756e-10,2.670242479843203e-09,1.4001052323424035e-09,2.4646860513200114e-10,2.7443311667118386e-09,1.1725293496338639e-09,1.9364490421673337e-09,1.1883935637814895e-09,1.5253308835254483e-10,9.804877572609057e-12,3.852470944410551e-10,2.812209147161877e-15,1.8388411445690905e-12,1.876235580240337e-15,1.3961730515970566e-15,1.8726450925718765e-15,4.961393584898917e-18
1.3232605561585448e-09,0.11224541246039443,0.9,0.0,0.0,0.0,0.0,0.09999964430040911,9.152286085251456e-08,8.639710381388211e-08,6.265036868618475e-08,6.322439008380124e-08,5.137971980156301e-08,5.465548218268796e-08,5.431562412340215e-08,5.4296387042812135e-08,4.8610013990690844e-08,4.8610013990690844e-08,4.380729834340173e-08,4.421756277458759e-08,3.8899226499469987e-10,2.6954469976164147e-09,1.4134224759651471e-09,2.4876854836023325e-10,2.7948805468139132e-09,1.1948367376122474e-09,1.9712344967023115e-09,1.2096620297014044e-09,1.5528677703185285e-10,9.893533438266198e-12,3.922621299146986e-10,2.8375758087399176e-15,1.880350414436666e-12,1.8931546028733544e-15,1.4087668209323963e-15,1.889500996432798e-15,5.050962427989821e-18
1.335035892081961e-09,0.11224541282534341,0.9,0.0,0.0,0.0,0.0,0.09999964113511556,9.2341098672664e-08,8.715049859785465e-08,6.320525131062984e-08,6.378946382487434e-08,5.182177569661075e-08,5.51430740469836e-08,5.479713413448776e-08,5.4777588007820023e-08,4.904258051301695e-08,4.904258051301695e-08,4.419529160971779e-08,4.4612879820378715e-08,3.923843871982e-10,2.7206434921556545e-09,1.4267324668515386e-09,2.5106723766667047e-10,2.8458860325547563e-09,1.2173512743607171e-09,2.006327452925746e-09,1.2311168082840786e-09,1.5806514132648484e-10,9.982183267820287e-12,3.9934030815777517e-10,2.8629445605394222e-15,1.922358247813793e-12,1.9100748972428927e-15,1.4213616356693037e-15,1.9063577127631077e-15,5.141333884315776e-18
1.3468112280053771e-09,0.11224541319037806,0.9,0.0,0.0,0.0,0.0,0.0999996379698216,9.31594033564335e-08,8.79036535768356e-08,6.376008775830944e-08,6.435457999610757e-08,5.226359059970112e-08,5.563068737820942e-08,5.52786113272169e-08,5.5258754340674686e-08,4.9475147021651004e-08,4.9475147021651004e-08,4.458325259114663e-08,4.5008229188368254e-08,3.9577539454573465e-10,2.745831966034658e-09,1.440035208323004e-09,2.533646737688804e-10,2.897347440089273e-09,1.2400728424357366e-09,2.0417278530514063e-09,1.252757837853992e-09,1.608681823663604e-10,1.0070827058694434e-11,4.064816246987867e-10,2.8883153577644885e-15,1.9648648992417724e-12,1.9269964586245396e-15,1.4339574567145558e-15,1.9232150718928305e-15,5.232508010519077e-18
1.3585865639287933e-09,0.11224541355549834,0.9,0.0,0.0,0.0,0.0,0.09999963480452727,9.397777489886759e-08,8.865656876952805e-08,6.43148780331776e-08,6.491973857368098e-08,5.270516464674981e-08,5.611832217129303e-08,5.5760055687755143e-08,5.573988604356726e-08,4.990771351659301e-08,4.990771351659301e-08,4.4971181290452436e-08,4.54036108762871e-08,3.9916534734542914e-10,2.7710124218124995e-09,1.4533307037553237e-09,2.5566085737632757e-10,2.9492645875371026e-09,1.2630013256562308e-09,2.077435639900648e-09,1.2745850573749617e-09,1.6369590126965338e-10,1.0159464808339785e-11,4.1368607510955623e-10,2.9136882445987334e-15,2.0078706036462416e-12,1.943919290281335e-15,1.4465543227481104e-15,1.940073241935789e-15,5.324484823059274e-18
1.3703618998522095e-09,0.11224541392070427,0.9,0.0,0.0,0.0,0.0,0.09999963163923252,9.479621329510031e-08,8.940924429336662e-08,6.486962213911695e-08,6.548493953421489e-08,5.314649797109759e-08,5.6605978421254046e-08,5.624146720252521e-08,5.622098311864938e-08,5.034027999784297e-08,5.034027999784297e-08,4.535907771034948e-08,4.579902488190624e-08,4.02554205715843e-10,2.7961848620089524e-09,1.4666189565253581e-09,2.5795578918505424e-10,3.0016372963824033e-09,1.2861366099882452e-09,2.1134507573408584e-09,1.2965984069329404e-09,1.6654829913418675e-10,1.0248096514254866e-11,4.2095365504001835e-10,2.939063191073485e-15,2.0513755787998035e-12,1.9608433888383237e-15,1.4591522076408693e-15,1.956932109606288e-15,5.41726437086792e-18
1.3821372357756257e-09,0.11224541428599576,0.9,0.0,0.0,0.0,0.0,0.09999962847393737,9.561471854032176e-08,9.01616801887811e-08,6.542432007996522e-08,6.605018285461131e-08,5.358759070440572e-08,5.709365612316959e-08,5.6722845858115346e-08,5.670204556804801e-08,5.0772846465400855e-08,5.0772846465400855e-08,4.5746941853520714e-08,4.619447120302109e-08,4.059420058608174e-10,2.821349289123359e-09,1.4798999700415543e-09,2.6024946988232247e-10,3.054465390252162e-09,1.309478582772701e-09,2.149773149902911e-09,1.3187978273158683e-09,1.694253770449384e-10,1.0336722173968698e-11,4.28284360187912e-10,2.964440223677684e-15,2.09538002431913e-12,1.9777687559936125e-15,1.4717511345990118e-15,1.9737917757318497e-15,5.51084667726627e-18
1.4056879076224579e-09,0.11224541501683544,0.9,0.0,0.0,0.0,0.0,0.09999962214334589,9.725192955851996e-08,9.166583349394189e-08,6.653357748171619e-08,6.71807964828196e-08,5.4469054922919245e-08,5.80690758632048e-08,5.768550453824814e-08,5.7664066598290136e-08,5.163797935944047e-08,5.163797935944047e-08,4.652257332040095e-08,4.698546078292558e-08,4.1271433774488987e-10,2.871654114126646e-09,1.5064402932926918e-09,2.648330806825847e-10,3.1614870292318667e-09,1.356782144134375e-09,2.2233395389589e-09,1.3637546441890593e-09,1.7525357733718023e-10,1.0513955344934393e-11,4.431351289382265e-10,3.01520047600661e-15,2.184888029793825e-12,2.0116232869978884e-15,1.4969520526791988e-15,2.007513234747669e-15,5.700419737956208e-18
1.42923857946929e-09,0.11224541574801716,0.9,0.0,0.0,0.0,0.0,0.09999961581275281,9.88894079149797e-08,9.316902927622272e-08,6.764265026913362e-08,6.83115792737295e-08,5.534955835343564e-08,5.9044581352018276e-08,5.8648031621012585e-08,5.862594915131161e-08,5.2503112198711845e-08,5.2503112198711845e-08,4.7298075712557174e-08,4.7776579598342327e-08,4.1948236438703256e-10,2.921926916915251e-09,1.5329517017132502e-09,2.6941169526255587e-10,3.2703280949957455e-09,1.4049111094821893e-09,2.2981343635820574e-09,1.40945503457909e-09,1.811805108232781e-10,1.0691164301497243e-11,4.582383468997679e-10,3.0659690142516185e-15,2.2763959653011086e-12,2.045482879009593e-15,1.5221570885364425e-15,2.0412376701641194e-15,5.893204280505063e-18
1.4527892513161222e-09,0.11224541647954078,0.9,0.0,0.0,0.0,0.0,0.09999960948215811,1.0052715357120593e-07,9.467126815119855e-08,6.875153847292937e-08,6.944253104287922e-08,5.622910204581072e-08,6.002017255022111e-08,5.961042699936033e-08,5.9587693244136814e-08,5.336824498321497e-08,5.336824498321497e-08,4.807344905145952e-08,4.85678276315912e-08,4.2624608263544573e-10,2.9721677176481153e-09,1.5594342241287912e-09,2.7398531909946045e-10,3.3809871788545035e-09,1.4538645791191125e-09,2.3741571803790496e-09,1.4558985251551694e-09,1.8720618618011201e-10,1.086834902393468e-11,4.735939795690101e-10,3.1167458328255013e-15,2.369904988787945e-12,2.0793475261098344e-15,1.5473662377696473e-15,2.074965063978847e-15,6.089200588431543e-18
1.4998905950097867e-09,0.11224541794361276,0.9,0.0,0.0,0.0,0.0,0.09999959682096393,1.0380344662898992e-07,9.767287761530971e-08,7.096876125248431e-08,7.170494077933802e-08,5.798531440491305e-08,6.197161191728054e-08,6.153482221554439e-08,6.151076611729725e-08,5.509851038791639e-08,5.509851038791639e-08,4.962380865537003e-08,5.015071128075658e-08,4.397606048775112e-10,3.072553393841692e-09,1.6123127293763937e-09,2.8311761638540554e-10,3.607753775204497e-09,1.5542414387702246e-09,2.529885018734168e-09,1.551012915361752e-09,1.9955379719069895e-10,1.1222645687714743e-11,5.050623508051491e-10,3.2183243061562774e-15,2.5629297326281563e-12,2.147091963513346e-15,1.5977968740839633e-15,2.142428721264517e-15,6.49082962592414e-18
1.5469919387034513e-09,0.11224541940904963,0.9,0.0,0.0,0.0,0.0,0.09999958415976334,1.0708080842398214e-07,1.0067066675554352e-07,7.318524606599298e-08,7.396802422038697e-08,5.973770036853322e-08,6.392339364942795e-08,6.345868933320354e-08,6.343328535395418e-08,5.682877557354463e-08,5.682877557354463e-08,5.117365230383575e-08,5.173411158868458e-08,4.532579263933324e-10,3.172811304565506e-09,1.6650760474842906e-09,2.9223001616425035e-10,3.841775576199704e-09,1.6579055445152093e-09,2.690519512519988e-09,1.6490940338543716e-09,2.1229647971009368e-10,1.157684517900799e-11,5.375399660400356e-10,3.319935886434841e-15,2.7639682099117213e-12,2.2148565551261437e-15,1.64824395709708e-15,2.2099041957061058e-15,6.905309100507097e-18
1.6411946260907803e-09,0.11224542234401158,0.9,0.0,0.0,0.0,0.0,0.09999955883734292,1.1363873699454396e-07,1.066548034978893e-07,7.761600277676981e-08,7.84962063503669e-08,6.3231026435107e-08,6.78279829501413e-08,6.730483587382214e-08,6.727666346236103e-08,6.028930528758107e-08,6.028930528758107e-08,5.4271792420861705e-08,5.490246161236443e-08,4.80201054759565e-10,3.3729444779208487e-09,1.770258098781021e-09,3.1039529676973324e-10,4.331539971884912e-09,1.87506688431824e-09,3.0264943320082452e-09,1.8541413639449046e-09,2.3896733621445936e-10,1.2284952017878834e-11,6.055218191184185e-10,3.523258329605233e-15,3.1900954966501036e-12,2.3504460252907356e-15,1.7491874450805036e-15,2.3448905525403223e-15,7.772828347381757e-18
1.7353973134781094e-09,0.11224542528441339,0.9,0.0,0.0,0.0,0.0,0.09999953351489684,1.202009368212978e-07,1.1262371720446818e-07,8.204381056851893e-08,8.302706572173703e-08,6.670914676894333e-08,7.173393793562216e-08,7.114885983778164e-08,7.111782865843897e-08,6.374983412532345e-08,6.374983412532345e-08,5.736787077501959e-08,5.807287656423648e-08,5.070756425451952e-10,3.572568533697415e-09,1.874982338200527e-09,3.284815072845566e-10,4.850190865719089e-09,2.105291479632916e-09,3.3820534008067713e-09,2.071010363089487e-09,2.672193091571099e-10,1.2992668290765817e-11,6.775373171635541e-10,3.726713085875948e-15,3.648294166867445e-12,2.486115585844444e-15,1.8501966653803167e-15,2.479924047412799e-15,8.691776288437317e-18
1.8296000008654385e-09,0.11224542823024194,0.9,0.0,0.0,0.0,0.0,0.09999950819242512,1.2676740544384177e-07,1.1857744660277447e-07,8.64686714032151e-08,8.756059067346784e-08,7.017212758382175e-08,7.564125609141588e-08,7.499075447750424e-08,7.495678203097571e-08,6.721036208677086e-08,6.721036208677086e-08,6.046188873789382e-08,6.124535530234196e-08,5.338818641178592e-10,3.7716847664289206e-09,1.9792507429754697e-09,3.464889922435749e-10,5.3976390955252016e-09,2.3485224559261167e-09,3.757168555073835e-09,2.2996709542480974e-09,2.97052951001896e-10,1.3699992754492209e-11,7.535842315696082e-10,3.93030007882393e-15,4.138546218619925e-12,2.6218648875273363e-15,1.951271581543945e-15,2.6150045933364245e-15,9.662170850491799e-18
1.9238026882527676e-09,0.11224543118148408,0.9,0.0,0.0,0.0,0.0,0.09999948286992778,1.3333814040301505e-07,1.2451603031873514e-07,9.08905872414952e-08,9.20967695965505e-08,7.36200347864747e-08,7.954993490544842e-08,7.883051308272263e-08,7.879352466845296e-08,7.06708891719224e-08,7.06708891719224e-08,6.355384768013364e-08,6.441989668101797e-08,5.606198933879096e-10,3.9702944679065624e-09,2.0830652932425433e-09,3.6441809444857676e-10,5.973795844687483e-09,2.6047031925199113e-09,4.151811708131207e-09,2.5400931387729694e-09,3.284688131701054e-10,1.4406924172753648e-11,8.336603264926254e-10,4.134019232064756e-15,4.660813098022814e-12,2.757693582637597e-15,2.0524121570008776e-15,2.7501321034065645e-15,1.0684029926417033e-17
2.0180053756400967e-09,0.11224543413812682,0.9,0.0,0.0,0.0,0.0,0.09999945754740493,1.3991313924089036e-07,1.3043950687810003e-07,9.530956004266685e-08,9.663559093347892e-08,7.705293398801575e-08,8.345997186801076e-08,8.266812898015103e-08,8.262805765904833e-08,7.41314153807772e-08,7.41314153807772e-08,6.664374897145909e-08,6.759649955093704e-08,5.87289903814655e-10,4.168398926625267e-09,2.186427963606219e-09,3.822691551043534e-10,6.578572633558377e-09,2.873777319982045e-09,4.5659548497570966e-09,2.792246995777983e-09,3.614674460471683e-10,1.5113461316057554e-11,9.177633589277279e-10,4.337870469252374e-15,5.215041129377867e-12,2.8936013250160128e-15,2.1536183550639127e-15,2.885306490800481e-15,1.175737137535683e-17
2.206410750414755e-09,0.11224544006756179,0.9,0.0,0.0,0.0,0.0,0.09999940690228279,1.530759187268101e-07,1.4224129216339502e-07,1.0413868436469802e-07,1.0572111485832318e-07,8.387396947396661e-08,9.128411021095058e-08,9.033690613073797e-08,9.029049905087768e-08,8.105246516959308e-08,8.105246516959308e-08,7.281738407590135e-08,7.395588515018272e-08,6.404265598744251e-10,4.563097253817809e-09,2.391805520903278e-09,4.1773850948881244e-10,7.87363395286317e-09,3.45038143779374e-09,5.452629413804084e-09,3.3316304063583018e-09,4.322152206255033e-10,1.652534789154873e-11,1.0980412310726516e-09,4.745968890263492e-15,6.419122361521594e-12,3.165652574113322e-15,2.3562274717178406e-15,3.1557955506518647e-15,1.4058572671119605e-17
2.394816125189413e-09,0.112245446018443,0.9,0.0,0.0,0.0,0.0,0.09999935625705934,1.6625572426250637e-07,1.5398310869883617e-07,1.1295606001757386e-07,1.1481707099577764e-07,9.063575320298366e-08,9.911365108916701e-08,9.799703326805857e-08,9.794411490587259e-08,8.79735114532114e-08,8.79735114532114e-08,7.898280499067011e-08,8.03235028338913e-08,6.932932111206734e-10,4.95578998972879e-09,2.5953990458378282e-09,4.5289975502357263e-10,9.282121695586863e-09,4.077888769552798e-09,6.416969663919668e-09,3.9175833460148434e-09,5.093006574135546e-10,1.793564277858055e-11,1.2943997641161921e-09,5.1545947318458824e-15,7.750184096970627e-12,3.4380158957319873e-15,2.5590986357293504e-15,3.426471079922767e-15,1.6565916946469306e-17
2.583221499964071e-09,0.11224545199066764,0.9,0.0,0.0,0.0,0.0,0.09999930561173523,1.7945253622835743e-07,1.6566526115794387e-07,1.2176170262860592e-07,1.2392336869359894e-07,9.733879979678491e-08,1.0694857450885973e-07,1.0564845830760891e-07,1.0558891391861714e-07,9.489455423162522e-08,9.489455423162522e-08,8.514002264056818e-08,8.669934327919504e-08,7.458912293231514e-10,5.346487323681931e-09,2.7972240308518554e-09,4.877555677631287e-10,1.0803339585906644e-08,4.755857177164225e-09,7.458754208237419e-09,4.549869191512253e-09,5.927281227741676e-10,1.9344336380993106e-11,1.5068207634123418e-09,5.563747384594122e-15,9.207546182176227e-12,3.710688574745698e-15,2.7622315495173284e-15,3.697332386936098e-15,1.9279545878907625e-17
2.7716268747387293e-09,0.11224545798413314,0.9,0.0,0.0,0.0,0.0,0.09999925496631121,1.9266633502399418e-07,1.772880526727065e-07,1.3055562780440614e-07,1.3303991808354773e-07,1.0398361942630375e-07,1.1478886051303572e-07,1.1329112973124938e-07,1.1322490477891291e-07,1.0181559350482757e-07,1.0181559350482757e-07,9.128904793592908e-08,9.308339710781198e-08,7.982219793109779e-10,5.7351993935875615e-09,2.9972958344826375e-09,5.223086006409427e-10,1.2436596293729497e-08,5.483848346340445e-09,8.57776282456381e-09,5.22825251673282e-09,6.825019669632494e-10,2.0751419206947588e-11,1.7352859260302353e-09,5.9734262397019435e-15,1.0790495374005347e-11,3.983667919510694e-15,2.9656259137362618e-15,3.968378781289563e-15,2.219960062148019e-17
2.9600322495133875e-09,0.11224546399873808,0.9,0.0,0.0,0.0,0.0,0.09999920432078796,2.0589710106827173e-07,1.888517848430973e-07,1.3933785113093392e-07,1.4216663007370284e-07,1.1057071785333153e-07,1.2263448918141663e-07,1.2092499658275662e-07,1.208520961717745e-07,1.0873662927281156e-07,1.0873662927281156e-07,9.742989177265013e-08,9.9475654886717e-08,8.502868190154875e-10,6.121936286179947e-09,3.1956296846835863e-09,5.565614836300809e-10,1.4181205375157079e-08,6.261427749162244e-09,9.773776450833973e-09,5.952499085345701e-09,7.786265241752595e-10,2.2156881868107015e-11,1.9797768420653827e-09,6.383630688961322e-15,1.2498301416248797e-11,4.256951261635548e-15,3.169281427297619e-15,4.239609573852433e-15,2.5326221804259717e-17
3.336842999062704e-09,0.11224547609096287,0.9,0.0,0.0,0.0,0.0,0.09999910302944683,2.3240945667469426e-07,2.118032699140254e-07,1.5686725447644282e-07,1.6045018933474865e-07,1.2357375230108452e-07,1.3834169501372822e-07,1.3616611553804965e-07,1.360801152711295e-07,1.225786902930972e-07,1.225786902930972e-07,1.096870785813675e-07,1.1228474429296486e-07,9.536241649165372e-10,6.889524630781585e-09,3.5871437815409924e-09,6.241772061455967e-10,1.8001759096606848e-08,7.963631911020381e-09,1.2395948249935073e-08,7.537650938513924e-09,9.899450339672813e-10,2.4962909657253115e-11,2.5167617665212015e-09,7.205613940106429e-15,1.628551944865629e-11,4.8044193796486305e-15,3.577374689486412e-15,4.782621603457749e-15,3.219972339030787e-17
3.71365374861202e-09,0.11224548826654226,0.9,0.0,0.0,0.0,0.0,0.09999900173771782,2.5898944678427577e-07,2.3452209868586735e-07,1.7435003693893843e-07,1.7877334908544498e-07,1.363518621231691e-07,1.540700333790054e-07,1.5137141866974182e-07,1.512730406003104e-07,1.3642073729242801e-07,1.3642073729242801e-07,1.2191166994459998e-07,1.2512653495648796e-07,1.0559139932221362e-09,7.649332031536552e-09,3.971885527522329e-09,6.906233219492428e-10,2.2259605748726415e-08,9.85906827720034e-09,1.5323540109021354e-08,9.303474536347485e-09,1.2267180041501796e-09,2.7762346694774077e-11,3.117626152471362e-09,8.029692284371233e-15,2.0563217292775224e-11,5.353072041239532e-15,3.986508893076343e-15,5.326362988177008e-15,3.9901165207655e-17
4.090464498161336e-09,0.11224550052468713,0.9,0.0,0.0,0.0,0.0,0.0999989004456069,2.8563691544226776e-07,2.5701062930710074e-07,1.9178632246168581e-07,1.971354240115307e-07,1.489089377473096e-07,1.6981934623755873e-07,1.6654051827999464e-07,1.664309414654126e-07,1.502627702707507e-07,1.502627702707507e-07,1.3410375250917662e-07,1.38000949492031e-07,1.1571669213195352e-09,8.401437354168405e-09,4.3499720602744305e-09,7.559200612629218e-10,2.6949426334947458e-08,1.1944394365413068e-08,1.855484069324629e-08,1.1248138433170123e-08,1.4889795301751209e-09,3.055512154901213e-11,3.782218966702719e-09,8.85586087770053e-15,2.5325430338454812e-11,5.902888720593698e-15,4.3966815681941325e-15,5.8708282607682435e-15,4.8431653473653264e-17
4.467275247710652e-09,0.11224551286461869,0.9,0.0,0.0,0.0,0.0,0.09999879915312,3.1235170700216026e-07,2.79271196015747e-07,2.0917623465832943e-07,2.1553574065700308e-07,1.6124880228403877e-07,1.8558947613488506e-07,1.8167303535181284e-07,1.815538870947182e-07,1.641047892280128e-07,1.641047892280128e-07,1.462634126915184e-07,1.5090790969020774e-07,1.2573934589409417e-09,9.145918664790591e-09,4.721518490139712e-09,8.200873042799779e-10,3.206597657405786e-08,1.4216325529645537e-08,2.2088156562423057e-08,1.336982975320614e-08,1.7767634519377633e-09,3.334116438727375e-11,4.5103875655287905e-09,9.684114885630653e-15,3.056627432260246e-11,6.453849247074655e-15,4.807890218727422e-15,6.416011974256138e-15,5.779228608480588e-17
4.844085997259969e-09,0.11224552528556846,0.9,0.0,0.0,0.0,0.0,0.09999869786026289,3.3913366612523483e-07,3.0130610939516714e-07,2.2651989681388893e-07,2.3397363721000888e-07,1.7337521274015304e-07,2.0138026619962555e-07,1.9676859942534115e-07,1.9664194663844628e-07,1.7794679416416276e-07,1.7794679416416276e-07,1.5839073667833445e-07,1.6384733653676356e-07,1.356604009315224e-09,9.882853238442055e-09,5.086637938783425e-09,8.831445874275506e-10,3.760408569064446e-08,1.6671633915924682e-08,2.592181190825253e-08,1.566675399193083e-08,2.0901033548241627e-09,3.612040695304498e-11,5.301977732419585e-09,1.0514449483275358e-14,3.6279949630644385e-11,7.005933798810841e-15,5.220132322938559e-15,6.96190870186119e-15,6.798415265087968e-17
5.220896746809285e-09,0.11224553778677798,0.9,0.0,0.0,0.0,0.0,0.09999859656704127,3.6598263778017747e-07,3.2311765661566364e-07,2.4381743188567297e-07,2.524484633011375e-07,1.8529186116513645e-07,2.1719156014167936e-07,2.1182684848083775e-07,2.1169518916850192e-07,1.9178878507914968e-07,1.9178878507914968e-07,1.7048581042726087e-07,1.768191502308354e-07,1.4548088702557043e-09,1.0612317567118478e-08,5.445441572299664e-09,9.45111109346763e-10,4.35586552895911e-08,1.9307147478513535e-08,3.005414830679095e-08,1.813713482846732e-08,2.429032570683218e-09,3.889278254443652e-11,6.156833713671897e-09,1.1346859855313608e-14,4.2460731061641735e-11,7.559122896653868e-15,5.633405334046386e-15,7.508513036934201e-15,7.900833452662769e-17
5.597707496358601e-09,0.11224555036749873,0.9,0.0,0.0,0.0,0.0,0.09999849527346084,3.9289846724277026e-07,3.447081016475223e-07,2.610689625040559e-07,2.7095957982561005e-07,1.9700237566138653e-07,2.3302320225058657e-07,2.2684742883520057e-07,2.2671368367824092e-07,2.0563076197292346e-07,2.0563076197292346e-07,1.8254871966740321e-07,1.8982327020114446e-07,1.5520182351193645e-09,1.1334387366903965e-08,5.7980386307800084e-09,1.0060057361650397e-09,4.992465835604144e-08,2.2119749112655645e-08,3.4483524500376104e-08,2.07792139601219e-08,2.7935841786668775e-09,4.1658225995124835e-11,7.074798250041068e-09,1.2181341195979763e-14,4.910296677717327e-11,8.11339739885237e-15,6.047706680742189e-15,8.055819592900144e-15,9.08659048392085e-17
5.974518245907918e-09,0.11224556302699228,0.9,0.0,0.0,0.0,0.0,0.09999839397952717,4.1988100009550566e-07,3.66079685532489e-07,2.782746109734654e-07,2.895063587177496e-07,2.0851032166422477e-07,2.488750373934688e-07,2.4182999501018507e-07,2.416974990821652e-07,2.1947272484543483e-07,2.1947272484543483e-07,1.9457954990002718e-07,2.0285961512660417e-07,1.648242194029149e-09,1.2049137587067635e-08,6.1445364671549914e-09,1.0658470081497226e-09,5.6697137980560116e-08,2.5106375554599094e-08,3.920831612077261e-08,2.359125089152891e-08,3.183791006301588e-09,4.441667365007973e-11,8.055712616998823e-09,1.301788870905135e-14,5.620108256670873e-11,8.668738494296835e-15,6.463033767846324e-15,8.603823003186674e-15,1.0355792852312758e-16
6.351328995457234e-09,0.11224557576452925,0.9,0.0,0.0,0.0,0.0,0.09999829268524572,4.4693008222725235e-07,3.8723462660965705e-07,2.9543449927321816e-07,3.0808818276516136e-07,2.1981920299615088e-07,2.647469110132905e-07,2.5677420962305167e-07,2.566467042156732e-07,2.3331467369663534e-07,2.3331467369663534e-07,2.065783863991422e-07,2.1592810295336756e-07,1.743490734891007e-09,1.2756642417618178e-08,6.485040579578497e-09,1.1246531451767134e-09,6.387120630796602e-08,2.826401647530848e-08,4.422691546052542e-08,2.657152275921531e-08,3.599685630391627e-09,4.716806334542274e-11,9.09941665803478e-09,1.3856497607838553e-14,6.374958459252797e-11,9.225127696953921e-15,6.8793839768513755e-15,9.152517921163786e-15,1.170854623497076e-16
6.72813974500655e-09,0.11224558857939015,0.9,0.0,0.0,0.0,0.0,0.09999819139062195,4.74045559832918e-07,4.081751207336948e-07,3.1254874905834235e-07,3.267044454310499e-07,2.3093246287575398e-07,2.806386691271505e-07,2.7167974328122905e-07,2.715613678348216e-07,2.4715660852647706e-07,2.4715660852647706e-07,2.1854531421207643e-07,2.2902865091119342e-07,1.837773744376444e-09,1.3456975296591556e-08,6.819654641567799e-09,1.1824420519791859e-09,7.144204353535965e-08,3.1589713613847786e-08,4.953773125377553e-08,2.971832416212252e-08,4.04130037790419e-09,4.99123343890254e-11,1.0205748816627389e-08,1.4697163115173486e-14,7.174305723804177e-11,9.782546840544099e-15,7.296754666443627e-15,9.701899020084526e-15,1.3144955495596542e-16
7.481761244105183e-09,0.11224561443825178,0.9,0.0,0.0,0.0,0.0,0.09999798880036871,5.284750877737238e-07,4.494214404510328e-07,3.466408180884604e-07,3.640379127755419e-07,2.5258559422849007e-07,3.1248122576550285e-07,3.013734894727057e-07,3.0128734515611227e-07,2.7484043612189745e-07,2.7484043612189745e-07,2.423837828388644e-07,2.553255926564358e-07,2.02348221572957e-09,1.4836415236663976e-08,7.471618367209237e-09,1.2950382498636397e-09,8.775507968283622e-08,3.873369860519214e-08,6.102972801774819e-08,3.65047802468365e-08,5.001818307347461e-09,5.5379284993112895e-11,1.260564445440048e-08,1.6384644894357772e-14,8.904362359290704e-11,1.0900403852018472e-14,8.134546811268554e-15,1.080269855281781e-14,1.6269157056240606e-16
